vn_id,source_id,kind,pdf_page,routing,n_domain_catalogues,domain_catalogues,qa_catalogues
EV-VN-S011-0569,VKM-SRC-011,spatial_entity,32,DOMAIN,3,evidence/geology/geology_evidence.csv;evidence/geophysics/seismic_geophysics_catalog.csv;evidence/mining/spatial_hierarchy.csv,
EV-VN-S011-0570,VKM-SRC-011,process_mechanism,32,DOMAIN,8,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;catalogues/causal/causal_graph_nodes.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/geology/geology_evidence.csv;evidence/geophysics/seismic_geophysics_catalog.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S011-0571,VKM-SRC-011,chronology_event,32,DOMAIN,3,evidence/geophysics/seismic_geophysics_catalog.csv;evidence/materials/interfaces_damage_catalog.csv;evidence/mining/mining_chronology_catalog.csv,
EV-VN-S011-0572,VKM-SRC-011,open_question,32,DOMAIN,2,evidence/external/external_findings.csv;evidence/geology/geology_evidence.csv,
EV-VN-S011-0573,VKM-SRC-011,visual_check,32,DOMAIN,1,evidence/geology/geology_evidence.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0574,VKM-SRC-011,spatial_entity,32,DOMAIN,3,evidence/geology/geology_evidence.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/mining/spatial_hierarchy.csv,
EV-VN-S011-0575,VKM-SRC-011,hydro,32,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv,
EV-VN-S011-0576,VKM-SRC-011,spatial_entity,32,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/mining/spatial_hierarchy.csv,
EV-VN-S011-0577,VKM-SRC-011,spatial_entity,32,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/mining/spatial_hierarchy.csv,
EV-VN-S011-0578,VKM-SRC-011,spatial_entity,32,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/mining/spatial_hierarchy.csv,
EV-VN-S011-0579,VKM-SRC-011,borehole,32,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0580,VKM-SRC-011,borehole,32,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0581,VKM-SRC-011,borehole,32,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0582,VKM-SRC-011,borehole,32,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0583,VKM-SRC-011,borehole,32,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0584,VKM-SRC-011,borehole,32,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0585,VKM-SRC-011,borehole,32,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0586,VKM-SRC-011,borehole,32,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0587,VKM-SRC-011,claim,32,DOMAIN,1,evidence/geology/geology_evidence.csv,
EV-VN-S011-0588,VKM-SRC-011,claim,33,DOMAIN,1,evidence/geology/geology_evidence.csv,
EV-VN-S011-0589,VKM-SRC-011,claim,33,DOMAIN,1,evidence/geology/geology_evidence.csv,
EV-VN-S011-0590,VKM-SRC-011,chronology_event,33,DOMAIN,1,evidence/mining/mining_chronology_catalog.csv,
EV-VN-S011-0591,VKM-SRC-011,claim,33,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S011-0592,VKM-SRC-011,geophysics,33,DOMAIN,11,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;catalogues/causal/causal_graph_nodes.csv;catalogues/observations/observation_operator_design.csv;evidence/geology/geology_evidence.csv;evidence/geophysics/seismic_geophysics_catalog.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/lifecycle/information_lifecycle_matrix.csv;evidence/monitoring/catalogue_id_map.csv;evidence/monitoring/monitoring_observation_catalog.csv;evidence/monitoring/monitoring_systems_by_site.csv,
EV-VN-S011-0593,VKM-SRC-011,claim,33,DOMAIN,1,evidence/geology/geology_evidence.csv,
EV-VN-S011-0594,VKM-SRC-011,claim,33,DOMAIN,1,evidence/geology/geology_evidence.csv,
EV-VN-S011-0595,VKM-SRC-011,chronology_event,33,DOMAIN,1,evidence/mining/mining_chronology_catalog.csv,
EV-VN-S011-0596,VKM-SRC-011,chronology_event,33,DOMAIN,4,evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/materials/interfaces_damage_catalog.csv;evidence/mining/chronology_conflicts.csv;evidence/mining/mining_chronology_catalog.csv,
EV-VN-S011-0597,VKM-SRC-011,mining_geometry,33,DOMAIN,2,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0598,VKM-SRC-011,borehole,33,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0599,VKM-SRC-011,borehole,33,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0600,VKM-SRC-011,borehole,33,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0601,VKM-SRC-011,borehole,33,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0602,VKM-SRC-011,borehole,33,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0603,VKM-SRC-011,borehole,33,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0604,VKM-SRC-011,borehole,33,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0605,VKM-SRC-011,borehole,33,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0606,VKM-SRC-011,borehole,33,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0607,VKM-SRC-011,borehole,33,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0608,VKM-SRC-011,borehole,33,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0609,VKM-SRC-011,borehole,33,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S011-0610,VKM-SRC-011,borehole,33,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S011-0611,VKM-SRC-011,borehole,33,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0612,VKM-SRC-011,spatial_entity,33,DOMAIN,4,evidence/coordinates/coordinate_datum_evidence.csv;evidence/geology/geology_evidence.csv;evidence/mining/spatial_hierarchy.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0613,VKM-SRC-011,parameter,34,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv,
EV-VN-S011-0614,VKM-SRC-011,claim,34,DOMAIN,1,evidence/geology/geology_evidence.csv,
EV-VN-S011-0615,VKM-SRC-011,claim,34,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S011-0616,VKM-SRC-011,horizon_pick,34,DOMAIN,2,evidence/boreholes/horizon_pick_routing.csv;evidence/geology/geology_evidence.csv,
EV-VN-S011-0617,VKM-SRC-011,borehole,34,DOMAIN,4,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv;evidence/coordinates/coordinate_datum_evidence.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0618,VKM-SRC-011,borehole,34,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_picks.csv;evidence/coordinates/coordinate_datum_evidence.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0619,VKM-SRC-011,hydro,34,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0620,VKM-SRC-011,claim,34,UNROUTED,0,,
EV-VN-S011-0621,VKM-SRC-011,information_lifecycle,34,DOMAIN,1,evidence/lifecycle/information_lifecycle_record_map.csv,
EV-VN-S011-0622,VKM-SRC-011,visual_check,34,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0623,VKM-SRC-011,claim,34,DOMAIN,1,evidence/geology/geology_evidence.csv,
EV-VN-S011-0624,VKM-SRC-011,visual_check,34,DOMAIN,1,evidence/geology/geology_evidence.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0625,VKM-SRC-011,stratigraphic_unit,34,DOMAIN,1,evidence/geology/stratigraphic_thickness_observations.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0626,VKM-SRC-011,mining_geometry,34,DOMAIN,2,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv,
EV-VN-S011-0627,VKM-SRC-011,process_mechanism,34,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S011-0628,VKM-SRC-011,chronology_event,34,DOMAIN,2,evidence/materials/interfaces_damage_catalog.csv;evidence/mining/mining_chronology_catalog.csv,
EV-VN-S011-0629,VKM-SRC-011,monitoring_observation,34,DOMAIN,11,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;catalogues/causal/causal_graph_nodes.csv;catalogues/observations/observation_operator_design.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/lifecycle/information_lifecycle_matrix.csv;evidence/materials/interfaces_damage_catalog.csv;evidence/monitoring/catalogue_id_map.csv;evidence/monitoring/monitoring_observation_catalog.csv;evidence/monitoring/monitoring_systems_by_site.csv,
EV-VN-S011-0630,VKM-SRC-011,citation,30,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S011-0631,VKM-SRC-011,citation,30,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S011-0632,VKM-SRC-011,citation,30,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S011-0633,VKM-SRC-011,citation,30,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S011-0634,VKM-SRC-011,citation,30,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S011-0635,VKM-SRC-011,citation,30,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S011-0636,VKM-SRC-011,citation,30,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S011-0637,VKM-SRC-011,citation,33,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S011-0638,VKM-SRC-011,citation,33,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S011-0639,VKM-SRC-011,citation,34,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S011-0640,VKM-SRC-011,citation,34,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S011-0641,VKM-SRC-011,citation,30,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0642,VKM-SRC-011,visual_check,35,DOMAIN,2,evidence/coordinates/coordinate_datum_evidence.csv;evidence/geology/geology_evidence.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0643,VKM-SRC-011,borehole,35,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0644,VKM-SRC-011,borehole,35,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0645,VKM-SRC-011,borehole,35,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0646,VKM-SRC-011,borehole,35,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0647,VKM-SRC-011,borehole,35,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0648,VKM-SRC-011,seismic,35,DOMAIN,8,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;evidence/geology/geology_evidence.csv;evidence/geophysics/seismic_geophysics_catalog.csv;evidence/lifecycle/information_lifecycle_matrix.csv;evidence/monitoring/catalogue_id_map.csv;evidence/monitoring/monitoring_observation_catalog.csv;evidence/monitoring/monitoring_systems_by_site.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0649,VKM-SRC-011,chronology_event,35,DOMAIN,1,evidence/mining/mining_chronology_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0650,VKM-SRC-011,spatial_entity,35,DOMAIN,1,evidence/mining/spatial_hierarchy.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0651,VKM-SRC-011,parameter,35,DOMAIN,1,evidence/geology/geology_evidence.csv,
EV-VN-S011-0652,VKM-SRC-011,claim,35,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S011-0653,VKM-SRC-011,monitoring_observation,35,DOMAIN,10,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;catalogues/observations/observation_operator_design.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/lifecycle/information_lifecycle_matrix.csv;evidence/monitoring/catalogue_id_map.csv;evidence/monitoring/monitoring_campaigns_timeline.csv;evidence/monitoring/monitoring_observation_catalog.csv;evidence/monitoring/monitoring_systems_by_site.csv,
EV-VN-S011-0654,VKM-SRC-011,parameter,35,DOMAIN,1,evidence/geology/geology_evidence.csv,
EV-VN-S011-0655,VKM-SRC-011,visual_check,35,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0656,VKM-SRC-011,conflict_note,35,DOMAIN,1,evidence/mining/chronology_conflicts.csv,
EV-VN-S011-0657,VKM-SRC-011,chronology_event,35,DOMAIN,2,evidence/mining/chronology_conflicts.csv;evidence/mining/mining_chronology_catalog.csv,
EV-VN-S011-0658,VKM-SRC-011,process_mechanism,35,DOMAIN,6,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/geology/geology_evidence.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S011-0659,VKM-SRC-011,geophysics,35,DOMAIN,6,evidence/geology/geology_evidence.csv;evidence/geophysics/seismic_geophysics_catalog.csv;evidence/lifecycle/information_lifecycle_matrix.csv;evidence/monitoring/catalogue_id_map.csv;evidence/monitoring/monitoring_observation_catalog.csv;evidence/monitoring/monitoring_systems_by_site.csv,
EV-VN-S011-0660,VKM-SRC-011,claim,35,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S011-0661,VKM-SRC-011,visual_check,35,QA_ONLY,0,,evidence/qa/evidence_corrections.csv;evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0662,VKM-SRC-011,borehole,35,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S011-0663,VKM-SRC-011,borehole,35,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0664,VKM-SRC-011,monitoring_observation,36,DOMAIN,5,evidence/boreholes/borehole_catalog.csv;evidence/lifecycle/information_lifecycle_matrix.csv;evidence/monitoring/catalogue_id_map.csv;evidence/monitoring/monitoring_observation_catalog.csv;evidence/monitoring/monitoring_systems_by_site.csv,
EV-VN-S011-0665,VKM-SRC-011,parameter,36,UNROUTED,0,,
EV-VN-S011-0666,VKM-SRC-011,visual_check,36,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0667,VKM-SRC-011,mining_geometry,36,DOMAIN,2,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv,
EV-VN-S011-0668,VKM-SRC-011,borehole,36,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0669,VKM-SRC-011,borehole,36,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0670,VKM-SRC-011,borehole,36,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0671,VKM-SRC-011,borehole,36,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0672,VKM-SRC-011,borehole,36,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0673,VKM-SRC-011,borehole,36,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0674,VKM-SRC-011,borehole,36,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0675,VKM-SRC-011,borehole,36,DOMAIN,4,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv;evidence/coordinates/coordinate_datum_evidence.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv
EV-VN-S011-0676,VKM-SRC-011,borehole,36,DOMAIN,4,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv;evidence/coordinates/coordinate_datum_evidence.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv
EV-VN-S011-0677,VKM-SRC-011,borehole,36,DOMAIN,4,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv;evidence/coordinates/coordinate_datum_evidence.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv
EV-VN-S011-0678,VKM-SRC-011,borehole,36,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_picks.csv;evidence/coordinates/coordinate_datum_evidence.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv
EV-VN-S011-0679,VKM-SRC-011,borehole,36,DOMAIN,4,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv;evidence/coordinates/coordinate_datum_evidence.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv
EV-VN-S011-0680,VKM-SRC-011,visual_check,36,DOMAIN,1,evidence/coordinates/coordinate_datum_evidence.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0681,VKM-SRC-011,process_mechanism,36,DOMAIN,7,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;catalogues/causal/causal_graph_nodes.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/geology/geology_evidence.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S011-0682,VKM-SRC-011,claim,36,UNROUTED,0,,
EV-VN-S011-0683,VKM-SRC-011,claim,36,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S011-0684,VKM-SRC-011,spatial_entity,36,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/mining/spatial_hierarchy.csv,
EV-VN-S011-0685,VKM-SRC-011,claim,36,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0686,VKM-SRC-011,information_lifecycle,36,DOMAIN,2,evidence/lifecycle/information_lifecycle_matrix.csv;evidence/lifecycle/information_lifecycle_record_map.csv,
EV-VN-S011-0687,VKM-SRC-011,borehole,36,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S011-0688,VKM-SRC-011,hydro,36,UNROUTED,0,,
EV-VN-S011-0689,VKM-SRC-011,claim,37,DOMAIN,1,evidence/hydro_thermal/hydro_evidence_catalog.csv,
EV-VN-S011-0690,VKM-SRC-011,backfill,37,DOMAIN,1,evidence/backfill/backfill_event_catalog.csv,
EV-VN-S011-0691,VKM-SRC-011,hydro,37,DOMAIN,6,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_nodes.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S011-0692,VKM-SRC-011,stratigraphic_unit,37,DOMAIN,2,evidence/geology/stratigraphic_thickness_observations.csv;evidence/geology/stratigraphic_units.csv,
EV-VN-S011-0693,VKM-SRC-011,stratigraphic_unit,37,DOMAIN,2,evidence/geology/stratigraphic_thickness_observations.csv;evidence/geology/stratigraphic_units.csv,
EV-VN-S011-0694,VKM-SRC-011,stratigraphic_unit,37,DOMAIN,2,evidence/geology/stratigraphic_thickness_observations.csv;evidence/geology/stratigraphic_units.csv,
EV-VN-S011-0695,VKM-SRC-011,stratigraphic_unit,37,DOMAIN,2,evidence/geology/stratigraphic_thickness_observations.csv;evidence/geology/stratigraphic_units.csv,
EV-VN-S011-0696,VKM-SRC-011,stratigraphic_unit,37,DOMAIN,2,evidence/geology/stratigraphic_thickness_observations.csv;evidence/geology/stratigraphic_units.csv,
EV-VN-S011-0697,VKM-SRC-011,stratigraphic_unit,37,DOMAIN,2,evidence/geology/stratigraphic_thickness_observations.csv;evidence/geology/stratigraphic_units.csv,
EV-VN-S011-0698,VKM-SRC-011,hydro,37,DOMAIN,1,evidence/hydro_thermal/hydro_evidence_catalog.csv,
EV-VN-S011-0699,VKM-SRC-011,hydro,37,DOMAIN,3,catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv,
EV-VN-S011-0700,VKM-SRC-011,hydro,37,DOMAIN,7,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;catalogues/causal/causal_graph_nodes.csv;evidence/geology/geology_evidence.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S011-0701,VKM-SRC-011,monitoring_observation,38,DOMAIN,10,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;catalogues/causal/causal_graph_nodes.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/lifecycle/information_lifecycle_matrix.csv;evidence/monitoring/catalogue_id_map.csv;evidence/monitoring/monitoring_observation_catalog.csv;evidence/monitoring/monitoring_systems_by_site.csv,
EV-VN-S011-0702,VKM-SRC-011,process_mechanism,38,DOMAIN,4,catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/materials/interfaces_damage_catalog.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S011-0703,VKM-SRC-011,process_mechanism,38,DOMAIN,3,evidence/geology/geology_evidence.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S011-0704,VKM-SRC-011,hydro,38,DOMAIN,2,evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S011-0705,VKM-SRC-011,claim,38,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S011-0706,VKM-SRC-011,claim,38,DOMAIN,1,evidence/hydro_thermal/hydro_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S011-0707,VKM-SRC-011,borehole,38,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0708,VKM-SRC-011,borehole,38,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0709,VKM-SRC-011,borehole,38,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0710,VKM-SRC-011,borehole,38,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0711,VKM-SRC-011,borehole,38,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S011-0712,VKM-SRC-011,process_mechanism,38,DOMAIN,3,evidence/geology/geology_evidence.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S011-0713,VKM-SRC-011,claim,38,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv,
EV-VN-S011-0714,VKM-SRC-011,hydro,39,DOMAIN,4,catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/geology/geology_evidence.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv,
EV-VN-S011-0715,VKM-SRC-011,thermal,39,DOMAIN,3,catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/hydro_thermal/thermal_evidence_catalog.csv,
EV-VN-S011-0716,VKM-SRC-011,claim,39,DOMAIN,2,evidence/geology/geology_evidence.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv,
EV-VN-S011-0717,VKM-SRC-011,borehole,39,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv,
EV-VN-S011-0718,VKM-SRC-011,chronology_event,39,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/mining/mining_chronology_catalog.csv,
EV-VN-S011-0719,VKM-SRC-011,claim,39,DOMAIN,5,catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/geology/geology_evidence.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S011-0720,VKM-SRC-011,chronology_event,39,DOMAIN,3,evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/mining/mining_chronology_catalog.csv;evidence/mining/spatial_hierarchy.csv,
