lineage_id,verdict,version_order,version_role,applies_to,vn_id,source_id,record_kind,pdf_pages,locator,distortion_type,reference_vn_ids,counts_as_independent,required_original_or_cited,required_status,required_scope,required_scale,global_rule_flags,downstream_must_say,status,scope,confidence,notes
LIN-06,EDITION_DRIFT,1,REFERENCE,RECORD,EV-VN-S037-0943,VKM-SRC-037,parameter,171,"pdf p.171, ф.(8.143)-(8.144)",REFERENCE,EV-VN-S037-0939;EV-VN-S037-0940;EV-VN-S037-0944,,,,,,,LIN-06 (Критерий безопасной подработки ВЗТ: от [m] (1992) к [V_m] (2014) и категориям опасности (2): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-06,EDITION_DRIFT,1,REFERENCE,RECORD,EV-VN-S037-0944,VKM-SRC-037,formula,171,"pdf p.171, ф.(8.143)-(8.144)",REFERENCE,EV-VN-S037-0939;EV-VN-S037-0940;EV-VN-S037-0943,,,,,,,LIN-06 (Критерий безопасной подработки ВЗТ: от [m] (1992) к [V_m] (2014) и категориям опасности (2): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-06,EDITION_DRIFT,2,DERIVED_VERSION,RECORD,EV-VN-S035-0012,VKM-SRC-035,claim,3,pdf p.3-4,EDITION_DRIFT,EV-VN-S037-0939;EV-VN-S037-0940;EV-VN-S037-0943;EV-VN-S037-0944,N,,,,,,LIN-06 (Критерий безопасной подработки ВЗТ: от [m] (1992) к [V_m] (2014) и категориям опасности (2): указывать редакцию/издание источника; значения разных редакций не смешивать,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-06,EDITION_DRIFT,2,DERIVED_VERSION,RECORD,EV-VN-S035-0017,VKM-SRC-035,claim,4,pdf p.3-4,EDITION_DRIFT,EV-VN-S037-0939;EV-VN-S037-0940;EV-VN-S037-0943;EV-VN-S037-0944,N,,,,,,LIN-06 (Критерий безопасной подработки ВЗТ: от [m] (1992) к [V_m] (2014) и категориям опасности (2): указывать редакцию/издание источника; значения разных редакций не смешивать,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-06,EDITION_DRIFT,2,DERIVED_VERSION,RECORD,EV-VN-S035-0020,VKM-SRC-035,engineering_rule,4,pdf p.3-4,EDITION_DRIFT,EV-VN-S037-0939;EV-VN-S037-0940;EV-VN-S037-0943;EV-VN-S037-0944,N,,,,,,LIN-06 (Критерий безопасной подработки ВЗТ: от [m] (1992) к [V_m] (2014) и категориям опасности (2): указывать редакцию/издание источника; значения разных редакций не смешивать,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-06,EDITION_DRIFT,3,DERIVED_VERSION,RECORD,EV-VN-S019-0013,VKM-SRC-019,formula,2,"pdf p.2, усл.(2)",EDITION_DRIFT,EV-VN-S037-0939;EV-VN-S037-0940;EV-VN-S037-0943;EV-VN-S037-0944,N,,,,,,LIN-06 (Критерий безопасной подработки ВЗТ: от [m] (1992) к [V_m] (2014) и категориям опасности (2): указывать редакцию/издание источника; значения разных редакций не смешивать,DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-06,EDITION_DRIFT,4,DERIVED_VERSION,RECORD,EV-VN-S021-0023,VKM-SRC-021,engineering_rule,3,pdf p.3,CONTEXT_SHIFT,EV-VN-S037-0939;EV-VN-S037-0940;EV-VN-S037-0943;EV-VN-S037-0944,N,,,,,,LIN-06 (Критерий безопасной подработки ВЗТ: от [m] (1992) к [V_m] (2014) и категориям опасности (2): условия применения отличаются от эталона — хранить условия вместе со значением,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-06,EDITION_DRIFT,4,DERIVED_VERSION,RECORD,EV-VN-S021-0028,VKM-SRC-021,parameter,3,pdf p.3,CONTEXT_SHIFT,EV-VN-S037-0939;EV-VN-S037-0940;EV-VN-S037-0943;EV-VN-S037-0944,N,,,,,,LIN-06 (Критерий безопасной подработки ВЗТ: от [m] (1992) к [V_m] (2014) и категориям опасности (2): условия применения отличаются от эталона — хранить условия вместе со значением,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-06,EDITION_DRIFT,4,DERIVED_VERSION,RECORD,EV-VN-S021-0029,VKM-SRC-021,parameter,3,pdf p.3,CONTEXT_SHIFT,EV-VN-S037-0939;EV-VN-S037-0940;EV-VN-S037-0943;EV-VN-S037-0944,N,,,,,,LIN-06 (Критерий безопасной подработки ВЗТ: от [m] (1992) к [V_m] (2014) и категориям опасности (2): условия применения отличаются от эталона — хранить условия вместе со значением,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-07,CONTEXT_SHIFT,1,REFERENCE,RECORD,EV-VN-S025-0341,VKM-SRC-025,formula,67,pdf p.67 ф.(3.1)-(3.4),REFERENCE,EV-VN-S025-0342;EV-VN-S025-0343;EV-VN-S025-0344;EV-VN-S025-0356;EV-VN-S025-0365;EV-VN-S025-0366;EV-VN-S025-0367,,,,,,,LIN-07 (Коэффициент формы (образца/целика) k_f: конкурирующие определения): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-07,CONTEXT_SHIFT,1,REFERENCE,RECORD,EV-VN-S025-0342,VKM-SRC-025,formula,67,pdf p.67 ф.(3.1)-(3.4),REFERENCE,EV-VN-S025-0341;EV-VN-S025-0343;EV-VN-S025-0344;EV-VN-S025-0356;EV-VN-S025-0365;EV-VN-S025-0366;EV-VN-S025-0367,,,,,,,LIN-07 (Коэффициент формы (образца/целика) k_f: конкурирующие определения): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-07,CONTEXT_SHIFT,1,REFERENCE,RECORD,EV-VN-S025-0343,VKM-SRC-025,formula,67,pdf p.67 ф.(3.1)-(3.4),REFERENCE,EV-VN-S025-0341;EV-VN-S025-0342;EV-VN-S025-0344;EV-VN-S025-0356;EV-VN-S025-0365;EV-VN-S025-0366;EV-VN-S025-0367,,,,,,,LIN-07 (Коэффициент формы (образца/целика) k_f: конкурирующие определения): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-07,CONTEXT_SHIFT,1,REFERENCE,RECORD,EV-VN-S025-0344,VKM-SRC-025,formula,67,pdf p.67 ф.(3.1)-(3.4),REFERENCE,EV-VN-S025-0341;EV-VN-S025-0342;EV-VN-S025-0343;EV-VN-S025-0356;EV-VN-S025-0365;EV-VN-S025-0366;EV-VN-S025-0367,,,,,,,LIN-07 (Коэффициент формы (образца/целика) k_f: конкурирующие определения): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-07,CONTEXT_SHIFT,2,REFERENCE,RECORD,EV-VN-S025-0356,VKM-SRC-025,formula,70,"pdf p.70, 73",REFERENCE,EV-VN-S025-0341;EV-VN-S025-0342;EV-VN-S025-0343;EV-VN-S025-0344;EV-VN-S025-0365;EV-VN-S025-0366;EV-VN-S025-0367,,,,,,,LIN-07 (Коэффициент формы (образца/целика) k_f: конкурирующие определения): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-07,CONTEXT_SHIFT,2,REFERENCE,RECORD,EV-VN-S025-0365,VKM-SRC-025,formula,73,"pdf p.70, 73",REFERENCE,EV-VN-S025-0341;EV-VN-S025-0342;EV-VN-S025-0343;EV-VN-S025-0344;EV-VN-S025-0356;EV-VN-S025-0366;EV-VN-S025-0367,,,,,,,LIN-07 (Коэффициент формы (образца/целика) k_f: конкурирующие определения): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-07,CONTEXT_SHIFT,2,REFERENCE,RECORD,EV-VN-S025-0366,VKM-SRC-025,formula,73,"pdf p.70, 73",REFERENCE,EV-VN-S025-0341;EV-VN-S025-0342;EV-VN-S025-0343;EV-VN-S025-0344;EV-VN-S025-0356;EV-VN-S025-0365;EV-VN-S025-0367,,,,,,,LIN-07 (Коэффициент формы (образца/целика) k_f: конкурирующие определения): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-07,CONTEXT_SHIFT,2,REFERENCE,RECORD,EV-VN-S025-0367,VKM-SRC-025,formula,73,"pdf p.70, 73",REFERENCE,EV-VN-S025-0341;EV-VN-S025-0342;EV-VN-S025-0343;EV-VN-S025-0344;EV-VN-S025-0356;EV-VN-S025-0365;EV-VN-S025-0366,,,,,,,LIN-07 (Коэффициент формы (образца/целика) k_f: конкурирующие определения): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-07,CONTEXT_SHIFT,3,DERIVED_VERSION,RECORD,EV-VN-S037-0889,VKM-SRC-037,parameter,167,"pdf p.167, рис.8.12",CONTEXT_SHIFT,EV-VN-S025-0341;EV-VN-S025-0342;EV-VN-S025-0343;EV-VN-S025-0344;EV-VN-S025-0356;EV-VN-S025-0365;EV-VN-S025-0366;EV-VN-S025-0367,N,,,,,,LIN-07 (Коэффициент формы (образца/целика) k_f: конкурирующие определения): условия применения отличаются от эталона — хранить условия вместе со значением,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-07,CONTEXT_SHIFT,4,DERIVED_VERSION,RECORD,EV-VN-S031-0005,VKM-SRC-031,formula,1,pdf p.1,OMISSION_OF_CONDITIONS,EV-VN-S025-0341;EV-VN-S025-0342;EV-VN-S025-0343;EV-VN-S025-0344;EV-VN-S025-0356;EV-VN-S025-0365;EV-VN-S025-0366;EV-VN-S025-0367,N,,,,,,LIN-07 (Коэффициент формы (образца/целика) k_f: конкурирующие определения): условия и оговорки эталона опущены — брать их из эталона,DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-07,CONTEXT_SHIFT,5,DERIVED_VERSION,RECORD,EV-VN-S014-1076,VKM-SRC-014,formula,195,pdf p.195 ф.(7.32),CONTEXT_SHIFT,EV-VN-S025-0341;EV-VN-S025-0342;EV-VN-S025-0343;EV-VN-S025-0344;EV-VN-S025-0356;EV-VN-S025-0365;EV-VN-S025-0366;EV-VN-S025-0367,N,,,,,,LIN-07 (Коэффициент формы (образца/целика) k_f: конкурирующие определения): условия применения отличаются от эталона — хранить условия вместе со значением,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-08,VALUE_CHANGE,1,REFERENCE,RECORD,EV-VN-S011-0026,VKM-SRC-011,parameter,6,pdf p.6,REFERENCE,EV-VN-S011-0027;EV-VN-S011-0029,,,,,,,"LIN-08 (Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. ): версия-эталон линии (ближайшая к первоисточнику в корпусе)",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-08,VALUE_CHANGE,1,REFERENCE,RECORD,EV-VN-S011-0027,VKM-SRC-011,parameter,6,pdf p.6,REFERENCE,EV-VN-S011-0026;EV-VN-S011-0029,,,,,,,"LIN-08 (Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. ): версия-эталон линии (ближайшая к первоисточнику в корпусе)",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-08,VALUE_CHANGE,1,REFERENCE,RECORD,EV-VN-S011-0029,VKM-SRC-011,parameter,6,pdf p.6,REFERENCE,EV-VN-S011-0026;EV-VN-S011-0027,,,,,,,"LIN-08 (Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. ): версия-эталон линии (ближайшая к первоисточнику в корпусе)",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-08,VALUE_CHANGE,2,DERIVED_VERSION,RECORD,EV-VN-S040-0018,VKM-SRC-040,parameter,10,pdf p.10-11,NONE_VERBATIM;EDITION_AMBIGUITY,EV-VN-S011-0026;EV-VN-S011-0027;EV-VN-S011-0029,N,,,,,,"LIN-08 (Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. ): дословная копия версии-эталона — не независимое подтверждение; редакция/издание не определены однозначно — указать неопределённость",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-08,VALUE_CHANGE,2,DERIVED_VERSION,RECORD,EV-VN-S040-0019,VKM-SRC-040,parameter,11,pdf p.10-11,NONE_VERBATIM;EDITION_AMBIGUITY,EV-VN-S011-0026;EV-VN-S011-0027;EV-VN-S011-0029,N,,,,,,"LIN-08 (Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. ): дословная копия версии-эталона — не независимое подтверждение; редакция/издание не определены однозначно — указать неопределённость",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-08,VALUE_CHANGE,2,DERIVED_VERSION,RECORD,EV-VN-S040-0020,VKM-SRC-040,parameter,11,pdf p.10-11,NONE_VERBATIM;EDITION_AMBIGUITY,EV-VN-S011-0026;EV-VN-S011-0027;EV-VN-S011-0029,N,,,,,,"LIN-08 (Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. ): дословная копия версии-эталона — не независимое подтверждение; редакция/издание не определены однозначно — указать неопределённость",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-08,VALUE_CHANGE,3,DERIVED_VERSION,RECORD,EV-VN-S023-0070,VKM-SRC-023,parameter,25,pdf p.25,NONE_VERBATIM,EV-VN-S011-0026;EV-VN-S011-0027;EV-VN-S011-0029,N,,,,,,"LIN-08 (Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. ): дословная копия версии-эталона — не независимое подтверждение",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-08,VALUE_CHANGE,4,DERIVED_VERSION,RECORD,EV-VN-S014-0013,VKM-SRC-014,spatial_entity,8,pdf p.8,VALUE_CHANGE,EV-VN-S011-0026;EV-VN-S011-0027;EV-VN-S011-0029,N,,,,,,"LIN-08 (Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. ): значение отличается от эталона — хранить обе версии как конфликт, не усреднять",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-08,VALUE_CHANGE,5,DERIVED_VERSION,RECORD,EV-VN-S025-0006,VKM-SRC-025,parameter,5,pdf p.5,VALUE_CHANGE,EV-VN-S011-0026;EV-VN-S011-0027;EV-VN-S011-0029,N,,,,,,"LIN-08 (Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. ): значение отличается от эталона — хранить обе версии как конфликт, не усреднять",DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-08,VALUE_CHANGE,6,DERIVED_VERSION,RECORD,EV-VN-S037-0008,VKM-SRC-037,parameter,3,pdf p.3,VALUE_CHANGE,EV-VN-S011-0026;EV-VN-S011-0027;EV-VN-S011-0029,N,,,,,,"LIN-08 (Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. ): значение отличается от эталона — хранить обе версии как конфликт, не усреднять",DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-09,HIDDEN_DEPENDENCY,1,SECONDARY_OF_ABSENT_PRIMARY,RECORD,EV-VN-S011-0123,VKM-SRC-011,stratigraphic_unit,9,pdf p.9,REFERENCE,,N,CITED,,,,,LIN-09 (Мощность глинисто-ангидритовой толщи (ГАТ) 145–325 м (ср. 230 м)): передача первоисточника Вороновой [106] (не в корпусе): original_or_cited=CITED ([106]); первичные данные не проверены,DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-09,HIDDEN_DEPENDENCY,2,HIDDEN_COPY,RECORD,EV-VN-S014-0116,VKM-SRC-014,stratigraphic_unit,12,pdf p.12,HIDDEN_DEPENDENCY,EV-VN-S011-0123,N,CITED,,,,,LIN-09 (Мощность глинисто-ангидритовой толщи (ГАТ) 145–325 м (ср. 230 м)): почти дословная копия Кудряшова 2013 без ссылки: original_or_cited=CITED (скрытая зависимость от VKM-SRC-011 → Воронова); не независимое подтверждение,DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-09,HIDDEN_DEPENDENCY,2,HIDDEN_COPY,RECORD,EV-VN-S014-0117,VKM-SRC-014,parameter,12,pdf p.12,HIDDEN_DEPENDENCY,EV-VN-S011-0123,N,CITED,,,,,LIN-09 (Мощность глинисто-ангидритовой толщи (ГАТ) 145–325 м (ср. 230 м)): почти дословная копия Кудряшова 2013 без ссылки: original_or_cited=CITED (скрытая зависимость от VKM-SRC-011 → Воронова); не независимое подтверждение,DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-09,HIDDEN_DEPENDENCY,3,SECONDARY_COPY,RECORD,EV-VN-S040-0023,VKM-SRC-040,stratigraphic_unit,11,pdf p.11,NONE_VERBATIM,EV-VN-S011-0123,N,CITED,,,,,"LIN-09 (Мощность глинисто-ангидритовой толщи (ГАТ) 145–325 м (ср. 230 м)): ссылка на сводку [22,23,7,8,35]: original_or_cited=CITED; не независимое подтверждение",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-10,VALUE_CONFLICT,1,CONFLICTING_VERSION,RECORD,EV-VN-S004-0039,VKM-SRC-004,monitoring_observation,7,"pdf p.7, рис.2",REFERENCE,EV-VN-S004-0040;EV-VN-S004-0041;EV-VN-S004-0042,,,,OTHER_VKM_SITE,,,"LIN-10 (Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: стат): значения статьи 2023 (провал до 320 мм/год; севернее пр. Ленина 250/300) хранить вместе с версией диссертации как конфликт, не усреднять; объект — Березники (БКПРУ-1), scope OTHER_VKM_SITE, не СКРУ-1",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-10,VALUE_CONFLICT,1,CONFLICTING_VERSION,RECORD,EV-VN-S004-0040,VKM-SRC-004,monitoring_observation,7,"pdf p.7, рис.2",REFERENCE,EV-VN-S004-0039;EV-VN-S004-0041;EV-VN-S004-0042,,,,OTHER_VKM_SITE,,,"LIN-10 (Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: стат): значения статьи 2023 (провал до 320 мм/год; севернее пр. Ленина 250/300) хранить вместе с версией диссертации как конфликт, не усреднять; объект — Березники (БКПРУ-1), scope OTHER_VKM_SITE, не СКРУ-1",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-10,VALUE_CONFLICT,1,CONFLICTING_VERSION,RECORD,EV-VN-S004-0041,VKM-SRC-004,monitoring_observation,7,"pdf p.7, рис.2",REFERENCE,EV-VN-S004-0039;EV-VN-S004-0040;EV-VN-S004-0042,,,,OTHER_VKM_SITE,,,"LIN-10 (Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: стат): значения статьи 2023 (провал до 320 мм/год; севернее пр. Ленина 250/300) хранить вместе с версией диссертации как конфликт, не усреднять; объект — Березники (БКПРУ-1), scope OTHER_VKM_SITE, не СКРУ-1",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-10,VALUE_CONFLICT,1,CONFLICTING_VERSION,RECORD,EV-VN-S004-0042,VKM-SRC-004,monitoring_observation,7,"pdf p.7, рис.2",REFERENCE,EV-VN-S004-0039;EV-VN-S004-0040;EV-VN-S004-0041,,,,OTHER_VKM_SITE,,,"LIN-10 (Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: стат): значения статьи 2023 (провал до 320 мм/год; севернее пр. Ленина 250/300) хранить вместе с версией диссертации как конфликт, не усреднять; объект — Березники (БКПРУ-1), scope OTHER_VKM_SITE, не СКРУ-1",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-10,VALUE_CONFLICT,2,CONFLICTING_VERSION,RECORD,EV-VN-S003-0221,VKM-SRC-003,visual_check,62,"pdf p.62, рис.3.15 [2,33]",VALUE_CHANGE,EV-VN-S004-0039;EV-VN-S004-0040;EV-VN-S004-0041;EV-VN-S004-0042,N,,,OTHER_VKM_SITE,,,"LIN-10 (Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: стат): значения диссертации (255; 200/230 мм/год) при идентичной формулировке и ссылке на ту же статью — конфликт LIN-10, причина не объяснена; хранить обе версии; одна обработка (не независимое подтверждение); scope OTHER_VKM_SITE",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-10,VALUE_CONFLICT,2,CONFLICTING_VERSION,RECORD,EV-VN-S003-0222,VKM-SRC-003,parameter,62,"pdf p.62, рис.3.15 [2,33]",VALUE_CHANGE,EV-VN-S004-0039;EV-VN-S004-0040;EV-VN-S004-0041;EV-VN-S004-0042,N,,,OTHER_VKM_SITE,,,"LIN-10 (Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: стат): значения диссертации (255; 200/230 мм/год) при идентичной формулировке и ссылке на ту же статью — конфликт LIN-10, причина не объяснена; хранить обе версии; одна обработка (не независимое подтверждение); scope OTHER_VKM_SITE",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-10,VALUE_CONFLICT,2,CONFLICTING_VERSION,RECORD,EV-VN-S003-0223,VKM-SRC-003,parameter,62,"pdf p.62, рис.3.15 [2,33]",VALUE_CHANGE,EV-VN-S004-0039;EV-VN-S004-0040;EV-VN-S004-0041;EV-VN-S004-0042,N,,,OTHER_VKM_SITE,,,"LIN-10 (Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: стат): значения диссертации (255; 200/230 мм/год) при идентичной формулировке и ссылке на ту же статью — конфликт LIN-10, причина не объяснена; хранить обе версии; одна обработка (не независимое подтверждение); scope OTHER_VKM_SITE",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-10,VALUE_CONFLICT,2,CONFLICTING_VERSION,RECORD,EV-VN-S003-0225,VKM-SRC-003,conflict_note,62,"pdf p.62, рис.3.15 [2,33]",VALUE_CHANGE,EV-VN-S004-0039;EV-VN-S004-0040;EV-VN-S004-0041;EV-VN-S004-0042,N,,,OTHER_VKM_SITE,,,"LIN-10 (Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: стат): значения диссертации (255; 200/230 мм/год) при идентичной формулировке и ссылке на ту же статью — конфликт LIN-10, причина не объяснена; хранить обе версии; одна обработка (не независимое подтверждение); scope OTHER_VKM_SITE",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-10,VALUE_CONFLICT,3,CONFLICTING_VERSION,RECORD,EV-VN-S003-0227,VKM-SRC-003,parameter,63,pdf p.63,VALUE_CHANGE,EV-VN-S004-0039;EV-VN-S004-0040;EV-VN-S004-0041;EV-VN-S004-0042,N,,,OTHER_VKM_SITE,,,"LIN-10 (Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: стат): участок ул. Калийная–Котовского: 240 (2021) против «более 300 мм/год» в статье — конфликт LIN-10; scope OTHER_VKM_SITE",DERIVATION,PROJECT,MEDIUM,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-10,VALUE_CONFLICT,4,CONTEXT_VERSION,RECORD,EV-VN-S003-0180,VKM-SRC-003,parameter,48,pdf p.48,CONTEXT_SHIFT,EV-VN-S004-0039;EV-VN-S004-0040;EV-VN-S004-0041;EV-VN-S004-0042,,,,OTHER_VKM_SITE,,,"LIN-10 (Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: стат): иной метод (суммирование парных интерферограмм за 187 сут): борта провала >400/600 мм/год — не «максимум мульды» и не сравнивать с PS-скоростями без указания метода; scope OTHER_VKM_SITE",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-10,VALUE_CONFLICT,5,SECONDARY_DISTORTED,RECORD,EV-VN-S023-0045,VKM-SRC-023,monitoring_observation,16,pdf p.16 §1.2,TERM_SHIFT;SCOPE_GENERALIZATION,EV-VN-S004-0039;EV-VN-S004-0040;EV-VN-S004-0041;EV-VN-S004-0042,N,CITED,,OTHER_VKM_SITE,,,"LIN-10 (Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: стат): вторичный пересказ статьи 2023: ВКР называет градиентами скорости оседаний (до 300–400 мм/год); область — Березники, не весь ВКМ: original_or_cited=CITED, scope OTHER_VKM_SITE; не данные СКРУ-1",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-11,SCOPE_GENERALIZATION,1,REFERENCE,RECORD,EV-VN-S003-0166,VKM-SRC-003,parameter,45,pdf p.45,REFERENCE,EV-VN-S003-0234;EV-VN-S003-0246,,,,,,,"LIN-11 («Предел точности InSAR 10–15 мм»): 10–15 мм — порог надёжности смещений на ПАРНЫХ интерферограммах (11–33 сут), требующих верификации; не общая точность InSAR",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-11,SCOPE_GENERALIZATION,2,REFERENCE,RECORD,EV-VN-S003-0234,VKM-SRC-003,parameter,64,"pdf p.64, 68",REFERENCE,EV-VN-S003-0166;EV-VN-S003-0246,,,,,,,"LIN-11 («Предел точности InSAR 10–15 мм»): для суммарных интерферограмм порог иной (≈ уровень помех, скорость 20 мм/год); хранить отдельно от порога парных интерферограмм",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-11,SCOPE_GENERALIZATION,2,REFERENCE,RECORD,EV-VN-S003-0246,VKM-SRC-003,parameter,68,"pdf p.64, 68",REFERENCE,EV-VN-S003-0166;EV-VN-S003-0234,,,,,,,"LIN-11 («Предел точности InSAR 10–15 мм»): для суммарных интерферограмм порог иной (≈ уровень помех, скорость 20 мм/год); хранить отдельно от порога парных интерферограмм",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-11,SCOPE_GENERALIZATION,3,SECONDARY_DISTORTED,RECORD,EV-VN-S017-0008,VKM-SRC-017,claim,2,pdf p.2,SCOPE_GENERALIZATION,EV-VN-S003-0166;EV-VN-S003-0234;EV-VN-S003-0246,N,CITED,,,,,"LIN-11 («Предел точности InSAR 10–15 мм»): CITED ([10] Бабаянц и др. 2021, ч.I): порог парной интерферометрии выдан за предел точности метода в целом — не использовать как точность оператора наблюдения InSAR; точность зависит от метода (pair/stack/PS) и интервала",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-12,BIBLIOGRAPHIC_ERROR,2,DERIVED_VERSION,RECORD,EV-VN-S017-0004,VKM-SRC-017,chronology_event,1,"pdf p.8, [3]",NONE_VERBATIM,,N,,,,,,LIN-12 (Барях–Красноштейн–Санфиров «Горнотехнические аварии: затопление БКПРУ-1» — год 2009 vs 201): дословная копия версии-эталона — не независимое подтверждение,DERIVATION,PROJECT,HIGH,generic requirement from distortion types
