row_id,citing_source,citing_locator,citation_vn_ids,intext_usage_vn_ids,cited_work_id,cited_work_key,work_group_id,cited_work_full,cited_year,cited_year_variants,cited_type,relation,local_copy_source_id,local_copy_match,external_capture_id,external_capture_match,is_primary,is_primary_basis,external_lookup_needed,lineage_ids,lookup_priority,dependent_claims,dependent_claims_n,dependency_evidence,dependent_kinds,cited_for,intext_cited_for,n_citing_sources,status,scope,scale,confidence,quote_check,notes
CG-00583,VKM-SRC-011,"pdf p.136,164 | ref 159,A4-413",EV-VN-S011-2263;EV-VN-S011-3290,,CW-0452,kudriashov|1991|факторный анализ данных составе мощности,WG-0452,"Кудряшов А.И., Шурубор Ю.В. Факторный анализ данных о составе и мощности пласта «В» Верхнекамского месторождения / Состав и условия образования морских и континентальных галогенных формаций. Новосибирск: Наука, 1991. С. 110– 115.",1991,1991,article,cites;same_author_series,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00584,VKM-SRC-011,pdf p.136 | ref 160,EV-VN-S011-2264,,CW-0453,kuznetsova|1978|роль зернограничной пористости сверхпластичности,WG-0453,"Кузнецова Р.И. Роль зернограничной пористости в сверхпластичности // Физика металлов. 1978. Т. 45, №3.",1978,1978,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00585,VKM-SRC-011,pdf p.136 | ref 161,EV-VN-S011-2265,,CW-0454,kukal|1987|скорость геологических процессов,WG-0454,"Кукал З. Скорость геологических процессов. М.: Мир, 1987.",1987,1987,book,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00586,VKM-SRC-011,pdf p.136 | ref 162,EV-VN-S011-2266,,CW-0455,kurnakov|1938|давление истечения твердость пластических тел,WG-0455,"Курнаков Н.С., Жемчужный С.Ф. Давление истечения и твёрдость пластических тел // Изв. сект. физ.-хим. анализа ИОНХ АН СССР. 1938. Т. 11.",1938,1938,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] dependent records rely on it; not in corpus,,P5,EV-VN-S011-1734;EV-VN-S011-1982,2,quote:2,claim:2,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00587,VKM-SRC-011,pdf p.136 | ref 163,EV-VN-S011-2267,EV-VN-S011-1527,CW-0456,kuteinikov|1989|комплексы выполнения зон сдвигов,WG-0456,"Кутейников Е.С., Кутейникова Е.С. Комплексы выполнения зон сдвигов // ДАН СССР. 1989. Т. 309, №1.",1989,1989,article,cites;reproduces_figure,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] citing source reproduces formula/data/figure from it; original not in corpus,,P5,EV-VN-S011-1506,1,quote:1,claim:1,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),"[73] VNIIG shear-rhombohedra ('ushko') interpretation; [163] lozenge; [362] duplexes; [3,289,314] kink band terminology; [314] kink band types A/B/C (Fig 2.90); [289, p.37] Wilson on kink bands related to larger folds; [62] Golubev anticline/syncline fabrics; [33] Khod'kova micro-fold morphology quotes (pp.119-121)",1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00588,VKM-SRC-011,"pdf p.136,164 | ref 164,A4-416",EV-VN-S011-2268;EV-VN-S011-3293,,CW-0457,ladinina|1962|некоторые закономерности распределения рубидия таллия,WG-0457,"Ладынина И.Н., Аношин Г.Н. Некоторые закономерности распределения рубидия, таллия и брома в процессе формирования месторождений калийных солей // Геология и геофизика. 1962. № 3. С. 64–74.",1962,1962,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): geophysics,mineralogy_geochemistry || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется)",,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00589,VKM-SRC-011,pdf p.136 | ref 166,EV-VN-S011-2270,EV-VN-S011-0635,CW-0458,leitvein|1968|кристаллография,WG-0458,"Лейтвейн Ф., Зоммер-Кулачевски Ш. Кристаллография. М.: Высшая школа, 1968.",1968,1968,book,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] dependent records rely on it; not in corpus,,P5,,0,,,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),geology of Durinsky fault zone area,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00590,VKM-SRC-011,pdf p.136 | ref 167,EV-VN-S011-2271,,CW-0459,lepeshkov|1949|изучение пластичности солей связи выяснением,WG-0459,"Лепешков И.Н., Савицкий Е.М., Бодалева Н.В. и др. Изучение пластичности солей в связи с выяснением условий образования солянокупольных структур // Изв. сект. физ.хим. анализа АН СССР. 1949. Т. 19.",1949,1949,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] dependent records rely on it; not in corpus,,P5,EV-VN-S011-1734,1,quote:1,claim:1,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00591,VKM-SRC-011,pdf p.136 | ref 168,EV-VN-S011-2272,,CW-0460,lisin|1983|выделение тектонических нарушений отложениях терригенного,WG-0460,"Лисин В.П., Маловичко А.А., Неволин Л.П. и др. Выделение тектонических нарушений в отложениях терригенного девона на территории Удмуртской АССР по данным МОГТ / Геология, поиски и разведка горючих полезных ископаемых. Пермь, 1983.",1983,1983,article,cites;reproduces_data,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] citing source reproduces formula/data/figure from it; original not in corpus,,P5,EV-VN-S011-2008,1,quote:1,seismic:1,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00592,VKM-SRC-011,pdf p.136 | ref 169,EV-VN-S011-2273,,CW-0461,lisitsin|1974|осадконакопление океанах,WG-0461,"Лисицин А.П. Осадконакопление в океанах. М.: Наука, 1974.",1974,1974,book,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00593,VKM-SRC-011,pdf p.136 | ref 170,EV-VN-S011-2274,,CW-0462,litvak|1996|экспертные оценки принятие решений,WG-0462,"Литвак Б.Г. Экспертные оценки и принятие решений. М.: Патент, 1996.",1996,1996,patent,cites,,,,,Y,patent/author certificate: primary for the device/method,N — no dependent records extracted; low priority,,,,0,,,p.254: AHP-метод (метод парных сравнений),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00594,VKM-SRC-011,"pdf p.136,164 | ref 171,A4-434",EV-VN-S011-2275;EV-VN-S011-3311,,CW-0463,lunev|1964|генезис некоторых форм рельефа прикамья,WG-0463,"Лунев Б.С., Копнин В.И. Генезис некоторых форм рельефа Прикамья // Изв. Всесоюз. геогр. общ-ва. 1964. Т. 96, вып. 6. С. 517–519.",1964,1964,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00595,VKM-SRC-011,pdf p.136 | ref 172,EV-VN-S011-2276,EV-VN-S011-0750,CW-0464,likoshin|1953|трещины бортового отпора,WG-0464,"Лыкошин А.Г. Трещины бортового отпора // Бюл. МОИП. 1953. Т. 28, вып. 4.",1953,1953,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] dependent records rely on it; not in corpus,,P5,EV-VN-S011-0702,1,quote:1,process_mechanism:1,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),slope 'отседание' fracturing of Kama valley sides,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00596,VKM-SRC-011,pdf p.136 | ref 173,EV-VN-S011-2277,,CW-0465,makogon|1965|образование гидратов газоносном пласте условиях,WG-0465,Макогон Ю.Ф. Образование гидратов в газоносном пласте в условиях многолетней мерзлоты // Газовая промышленность. 1965. №5.,1965,1965,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00597,VKM-SRC-011,"pdf p.136,164 | ref 174,A4-441",EV-VN-S011-2278;EV-VN-S011-3318,EV-VN-S011-0754,CW-0466,martinova|1976|изучение ионно солевого комплекса пород,WG-0466,"Мартынова М.А., Егоров Ю.М., Бондаренко С.Н., Кобецкая И.М. Изучение ионно-солевого комплекса пород как один из методов прогнозирования гидрогеохимического разреза (на примере надсолевой толщи Верхнекамского месторождения калийных солей) / Гидрогеология и гидрогеохимия. Л.: ЛГУ, 1976. С. 75–82.",1976,1976,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] dependent records rely on it; not in corpus,,P5,EV-VN-S011-0705,1,quote:1,claim:1,"Appendix-4 bibliography of VKM geology; topics(auto-tag): hydro,stratigraphy_lithology,mineralogy_geochemistry,modelling_mapping || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется)","salinity of overburden rocks, change of salt complex with depth",1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00598,VKM-SRC-011,"pdf p.136,164 | ref 175,A4-442",EV-VN-S011-2279;EV-VN-S011-3319,,CW-0467,medvedev|1974|газовыделения калийных рудниках м недра,WG-0467,"Медведев И.И., Полянина Г.Д. Газовыделения на калийных рудниках. М.: Недра, 1974. 168 с.",1974,1974,book,cites;reproduces_data,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P3] citing source reproduces formula/data/figure from it; original not in corpus,,P3,EV-VN-S011-1679;EV-VN-S011-1682;EV-VN-S011-1683;EV-VN-S011-1684;EV-VN-S011-1685;EV-VN-S011-1686;EV-VN-S011-1687;EV-VN-S011-1688;EV-VN-S011-1689;EV-VN-S011-1690;EV-VN-S011-1702;EV-VN-S011-1716;EV-VN-S011-2019,13,quote:13,parameter:11;claim:2,"Appendix-4 bibliography of VKM geology; topics(auto-tag): gas_dynamic,mining || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется)",,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00599,VKM-SRC-011,pdf p.136 | ref 176,EV-VN-S011-2280,,CW-0468,NOAUTHOR|1990|медико биологические требования санитарные нормы,WG-0468,"Медико-биологические требования и санитарные нормы качества продовольственного сырья и пищевых продуктов Минздрава СССР. №5061-89. М., 1990.",1990,1990,normative,cites,,,,,Y,normative/regulatory document: primary for the RULE it states (normative ≠ measurement),Y — [P4] normative/report underlying dependent records; not in corpus,,P4,EV-VN-S011-1573,1,quote:1,claim:1,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00600,VKM-SRC-011,pdf p.136 | ref 177,EV-VN-S011-2281,EV-VN-S011-0531,CW-0469,NOAUTHOR|1977|методическое руководство изучению планетарной трещиноватости,WG-0469,"Методическое руководство по изучению планетарной трещиноватости и линеаментов / под ред. С.С. Шульца. Л.: ЛГУ, 1977.",1977,1977,normative,cites;reproduces_data,,,,,Y,normative/regulatory document: primary for the RULE it states (normative ≠ measurement),Y — [P5 low] citing source reproduces formula/data/figure from it; original not in corpus,,P5,,0,,,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),"системы планетарной трещиноватости (270°, 315°, 0°) в табл. 1.12",1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00601,VKM-SRC-011,pdf p.136 | ref 178,EV-VN-S011-2282,,CW-0470,NOAUTHOR|1980|методы определения золота серебра геохимических,WG-0470,"Методы определения золота и серебра при геохимических исследованиях: Методические разработки / сост. В.Г. Цимбалист. Новосибирск: ИГиГ СО АН СССР, 1980.",1980,1980,article,cites,,,,,Y,research article reporting own results/experiments/observations (by title),N — no dependent records extracted; low priority,,,,0,,,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00602,VKM-SRC-011,pdf p.136 | ref 179,EV-VN-S011-2283,,CW-0471,mescheriakov|1982|газ соляных пластов,WG-0471,Мещеряков В.В. Газ соляных пластов // Химия и жизнь. 1982. №10.,1982,1982,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00603,VKM-SRC-011,pdf p.136 | ref 180,EV-VN-S011-2284,,CW-0472,mironov|1985|спектроскопия органической химии,WG-0472,"Миронов В.А., Янковский С.А. Спектроскопия в органической химии. М.: Химия, 1985.",1985,1985,book,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00604,VKM-SRC-011,pdf p.136 | ref 181,EV-VN-S011-2285,,CW-0473,mihailov|1981|микрокомпонентный газовый состав подземных вод,WG-0473,"Михайлов Г.К., Яковлев Ю.А., Якушев В.Ф. Микрокомпонентный газовый состав подземных вод – показатель структурно-тектонических условий / Водорастворенные газы нефтегазоносных бассейнов. М.: Наука, 1981.",1981,1981,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00605,VKM-SRC-011,"pdf p.136,165 | ref 182,A4-496",EV-VN-S011-2286;EV-VN-S011-3421,,CW-0474,moloshtanova|1993|формы нахождения сульфидов железа отложениях,WG-0474,"Молоштанова Н.Е., Кудряшов А.И., Скрябина Н.Е. Формы нахождения сульфидов железа в отложениях Верхнекамского месторождения / Геология и минеральные ресурсы Западного Урала: тез. докл. науч. конф. Пермь: Пермск. ун-т, 1993. С. 43.",1993,1993,article,cites;same_author_series,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] dependent records rely on it; not in corpus,,P5,EV-VN-S011-1553,1,quote:1,information_lifecycle:1,Appendix-4 bibliography of VKM geology; topics(auto-tag): mineralogy_geochemistry || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00606,VKM-SRC-011,"pdf p.136,165 | ref 183,A4-502",EV-VN-S011-2287;EV-VN-S011-3427,,CW-0475,morachevskii|1935|акцессорные элементы нерастворимые остатки соликамского,WG-0475,"Морачевский Ю.В. Акцессорные элементы и нерастворимые остатки соликамского карналлита / Соликам-ские карналлиты. М.; Л.: ОНТИ НКТП, 1935. С. 13–21.",1935,1935,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): mineralogy_geochemistry || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00607,VKM-SRC-011,"pdf p.136,165 | ref 184,A4-510",EV-VN-S011-2288;EV-VN-S011-3435,,CW-0476,morachevskii|1939|очерки геохимии верхнекамских соляных отложений,WG-0476,"Морачевский Ю.В., Безденежных А.Г., Поленова Т.Б., Тихомирова М.М., Черепенников А.А. Очерки геохимии Верхнекамских соляных отложений // Тр. ВНИИГ. Л.: ГОНТИ, 1939. Вып. 17. 88 с.",1939,1939,book,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] dependent records rely on it; not in corpus,,P5,EV-VN-S011-3950,1,author:2,claim:1,Appendix-4 bibliography of VKM geology; topics(auto-tag): mineralogy_geochemistry || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00608,VKM-SRC-011,"pdf p.136,165 | ref 185,A4-508",EV-VN-S011-2289;EV-VN-S011-3433,,CW-0477,morachevskii|1929|предварительная характеристика химического состава соликамских,WG-0477,"Морачевский Ю.В. Предварительная характеристика химического состава Соликамских соляных отложений // Мат-лы по общ. и прикл. геологии. Л.: Геол. комитет, 1929. Вып. 125.",1929,1929,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00609,VKM-SRC-011,"pdf p.136,165 | ref 186,A4-509",EV-VN-S011-2290;EV-VN-S011-3434,,CW-0478,morachevskii|1940|условия отложения осадков соликамском бассейне,WG-0478,Морачевский Ю.В. Условия отложения осадков в Соликамском бассейне // Бюл. Ин-та галургии. 1940. № 6-7. С. 3–20.,1940,1940,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00610,VKM-SRC-011,"pdf p.136,166 | ref 187,A4-513",EV-VN-S011-2291;EV-VN-S011-3438,,CW-0479,morachevskii|1938|рассеянные элементы ископаемых солях,WG-0479,"Морачевский Ю.В., Поленова Т.Б. Рассеянные элементы в ископаемых солях // Бюл. Ин-та галургии. 1938. № 3. С. 1–12.",1938,1938,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00611,VKM-SRC-011,"pdf p.136,166 | ref 188,A4-518",EV-VN-S011-2292;EV-VN-S011-3443,,CW-0480,morachevskii|1939|газоносность соляной толщи верхнекамских отложений,WG-0480,"Морачевский Ю.В., Черепенников А.А. Газоносность соляной толщи Верхнекамских отложений // Тр. ВИГ. 1939. Вып. 17. С. 32–33.",1939,1939,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] dependent records rely on it; not in corpus,,P5,EV-VN-S011-2468;EV-VN-S011-3950,2,author:2;notes:1,claim:2,"Appendix-4 bibliography of VKM geology; topics(auto-tag): gas_dynamic,stratigraphy_lithology || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется)",,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,"EXACT,NOT_FOUND","from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source ; some quote_check NOT_FOUND (text layer mismatch; bibliographic line read visually/OCR)"
CG-00612,VKM-SRC-011,"pdf p.136,166 | ref 189,A4-523",EV-VN-S011-2293;EV-VN-S011-3448,,CW-0481,mormil|1995|рассеянные щелочные элементы минералах продуктах,WG-0481,"Мормиль С.И., Амосов Л.А. Рассеянные щелочные элементы в минералах и продуктах переработки природных солей // Изв. ВУЗов. Горный журнал. Уральское горное обозрение. 1995. №6.",1995,1995,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): mineralogy_geochemistry || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00613,VKM-SRC-011,"pdf p.136,166 | ref 190,A4-525",EV-VN-S011-2294;EV-VN-S011-3450,EV-VN-S011-0971,CW-0482,morozov|1969|вопросу происхождении зон замещения калийных,WG-0482,"Морозов Л.Н. К вопросу о происхождении «зон замещения» в калийных пластах Верхнекамского месторождения / Геология полезных ископаемых Урала. Свердловск, 1969. Ч. 2. С. 116–117.",1969,1969,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] dependent records rely on it; not in corpus,,P5,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),replacement zones; spatial link,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00614,VKM-SRC-011,"pdf p.136,166 | ref 191,A4-527",EV-VN-S011-2295;EV-VN-S011-3452,EV-VN-S011-0966,CW-0483,morozov|1971|генезисе пестрых сильвинитов верхнекамского калийного,WG-0483,"Морозов Л.Н. О генезисе пестрых сильвинитов Верхнекамского калийного месторождения / Галогенные формации Украины и связанные с ними полезные ископаемые: тез. докл. симпоз. Киев: Наукова думка, 1971. С. 147–149.",1971,1971,article,cites;reproduces_data,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] citing source reproduces formula/data/figure from it; original not in corpus,,P5,EV-VN-S011-1755,1,quote:1,parameter:1,Appendix-4 bibliography of VKM geology; topics(auto-tag): mineralogy_geochemistry || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),variegated sylvinite of upper seams inside contours of lower seams,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00615,VKM-SRC-011,"pdf p.137,166 | ref 192,A4-529",EV-VN-S011-2296;EV-VN-S011-3454,,CW-0484,morozov|2005|неправомерности применения термина зоны замещения,WG-0484,"Морозов Л.Н. О неправомерности применения термина зоны «замещения» в калийных пластах месторождений // Проблемы минералогии, петрографии и металлогении. Научные чтения памяти П.Н. Чирвинского. Пермь: Пермск. ун-т, 2005. Вып. 8. С. 194–212.",2005,2005,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology,mineralogy_geochemistry || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется)",,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00616,VKM-SRC-011,"pdf p.137,166 | ref 193,A4-534",EV-VN-S011-2297;EV-VN-S011-3459,,CW-0485,morozov|2001|пестрые сильвиниты зоны замещения разубоживания,WG-0485,"Морозов Л.Н. Пестрые сильвиниты и зоны «замещения» (разубоживания) — мелководные фации Верхнекамского бассейна / Геология и освоение ресурсов галогенных формаций: мат-лы Междунар. конф. «Проблемы формирования и комплексного освоения месторождений солей». Пермь, 2001. С. 86–87.",2001,2001,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology,mineralogy_geochemistry || не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется)",,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,"from appendix/secondary list of the monograph (numbering namespace A4,MAIN) ; listed 2 times in this source"
CG-00617,VKM-SRC-011,pdf p.137 | ref 194,EV-VN-S011-2298,,CW-0486,murhauz|1963|практическая петрография,WG-0486,"Мурхауз В. Практическая петрография. М.: ИЛ, 1963.",1963,1963,book,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00618,VKM-SRC-011,pdf p.137 | ref 195,EV-VN-S011-2299,,CW-0487,muhin|1968|оценка количества поровых растворов отжимаемых,WG-0487,"Мухин Ю.В. Оценка количества поровых растворов, отжимаемых из глинистых осадков в природных условиях / Поровые растворы и методы их изучения. Минск: Наука и техника, 1968.",1968,1968,article,cites;reproduces_formula,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] citing source reproduces formula/data/figure from it; original not in corpus,,P5,EV-VN-S011-1718,1,field:1,formula:1,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
CG-00619,VKM-SRC-011,pdf p.137 | ref 196,EV-VN-S011-2300,,CW-0488,miagkov|1984|геохимический метод парагенетического анализа руд,WG-0488,"Мягков В.Ф. Геохимический метод парагенетического анализа руд. М.: Недра, 1984.",1984,1984,book,cites;reproduces_formula,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] citing source reproduces formula/data/figure from it; original not in corpus,,P5,EV-VN-S011-1396,1,field:1,formula:1,не определено в пределах chunk c6 (цитируется в других разделах книги или не цитируется),,1,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,EXACT,
