vn_id,kind,source_id,pdf_page,locator_extra,in_merged,model_ids,disposition,reason
EV-VN-S014-0936,formula,VKM-SRC-014,151,формула (6.2),True,MM-BACKFILL-001,MAPPED,
EV-VN-S014-0937,formula,VKM-SRC-014,151,формула (6.3),True,MM-BACKFILL-001,MAPPED,
EV-VN-S014-0941,formula,VKM-SRC-014,152,формула (6.4),True,MM-BACKFILL-002,MAPPED,
EV-VN-S014-0943,formula,VKM-SRC-014,153,формула (6.5),True,MM-BACKFILL-002,MAPPED,
EV-VN-S014-0944,formula,VKM-SRC-014,153,формула (6.6),True,MM-BACKFILL-002,MAPPED,
EV-VN-S014-0945,formula,VKM-SRC-014,153,формула (6.7),True,MM-HYDTR-001,MAPPED,
EV-VN-S014-0947,formula,VKM-SRC-014,153,формула (6.8),True,MM-HYDTR-001,MAPPED,
EV-VN-S014-0948,formula,VKM-SRC-014,153,формула (6.9),True,MM-HYDTR-001,MAPPED,
EV-VN-S014-0949,formula,VKM-SRC-014,154,формула (6.10),True,MM-BACKFILL-002,MAPPED,
EV-VN-S014-0950,formula,VKM-SRC-014,154,формула (6.11),True,MM-BACKFILL-002,MAPPED,
EV-VN-S014-0951,formula,VKM-SRC-014,154,формула (6.12),True,MM-HYDTR-001,MAPPED,
EV-VN-S014-0952,formula,VKM-SRC-014,154,формула (6.13),True,MM-HYDTR-001,MAPPED,
EV-VN-S014-0953,formula,VKM-SRC-014,155,формула (6.14),True,MM-HYDTR-001,MAPPED,
EV-VN-S014-0954,formula,VKM-SRC-014,155,формула (6.15),True,MM-HYDTR-001,MAPPED,
EV-VN-S014-0957,formula,VKM-SRC-014,156,формула (6.16),True,MM-HYDTR-001,MAPPED,
EV-VN-S014-0958,formula,VKM-SRC-014,156,формула (6.17),True,MM-HYDTR-001,MAPPED,
EV-VN-S014-0968,formula,VKM-SRC-014,161,"§6.3, формула (6.18)",True,MM-BACKFILL-003,MAPPED,
EV-VN-S014-0969,formula,VKM-SRC-014,161,"§6.3, формула (6.19)",True,MM-BACKFILL-003,MAPPED,
EV-VN-S014-0970,formula,VKM-SRC-014,161,"§6.3, формула (6.20)",True,MM-BACKFILL-003,MAPPED,
EV-VN-S014-0971,formula,VKM-SRC-014,161,"§6.3, формула (6.21)",True,MM-BACKFILL-003,MAPPED,
EV-VN-S014-0974,formula,VKM-SRC-014,162,"§6.3, Рис. 6.2, формула (6.22)",True,MM-BACKFILL-004,MAPPED,
EV-VN-S014-0979,formula,VKM-SRC-014,163,"§6.3, Рис. 6.3, формула (6.23)",True,MM-BACKFILL-004,MAPPED,
EV-VN-S014-0980,formula,VKM-SRC-014,164,"§6.3, Рис. 6.4, формула (6.24)",True,MM-BACKFILL-004,MAPPED,
EV-VN-S014-0981,formula,VKM-SRC-014,164,"§6.3, Рис. 6.5, формула (6.25)",True,MM-BACKFILL-004,MAPPED,
EV-VN-S014-0993,formula,VKM-SRC-014,167,"§6.4 «Расчет производительности самоходного вагона при закладке камер», (6.26)",True,MM-BACKFILL-005,MAPPED,
EV-VN-S014-0995,formula,VKM-SRC-014,168,"§6.4, (6.27)-(6.28)",True,MM-BACKFILL-005,MAPPED,
EV-VN-S014-0997,formula,VKM-SRC-014,169,"§6.4, (6.29)",True,MM-BACKFILL-005,MAPPED,
EV-VN-S014-1002,formula,VKM-SRC-014,172,"§7.1, (7.1)-(7.2)",True,MM-ROOF-002,MAPPED,
EV-VN-S014-1003,formula,VKM-SRC-014,172,"§7.1, (7.3)-(7.4)",True,MM-ROOF-003,MAPPED,
EV-VN-S014-1004,formula,VKM-SRC-014,173,"§7.1, (7.5)",True,MM-ROOF-004,MAPPED,
EV-VN-S014-1005,engineering_rule,VKM-SRC-014,173,§7.1,True,MM-ROOF-004,MAPPED,
EV-VN-S014-1006,formula,VKM-SRC-014,173,"§7.1, (7.6), Рис. 7.1",True,MM-ROOF-004,MAPPED,
EV-VN-S014-1008,formula,VKM-SRC-014,174,"§7.1, (7.7), Рис. 7.2",True,MM-ROOF-004,MAPPED,
EV-VN-S014-1009,formula,VKM-SRC-014,174,"§7.1, (7.8), Рис. 7.3",True,MM-ROOF-004,MAPPED,
EV-VN-S014-1011,formula,VKM-SRC-014,175,"§7.1, (7.9)-(7.11), Рис. 7.4–7.6",True,MM-ROOF-004,MAPPED,
EV-VN-S014-1012,engineering_rule,VKM-SRC-014,176,§7.1,True,MM-ROOF-004,MAPPED,
EV-VN-S014-1013,engineering_rule,VKM-SRC-014,176,§7.1,True,MM-ROOF-004,MAPPED,
EV-VN-S014-1015,engineering_rule,VKM-SRC-014,176,§7.1,True,MM-ROOF-004,MAPPED,
EV-VN-S014-1016,formula,VKM-SRC-014,177,"§7.1, (7.12)-(7.13)",True,MM-ROOF-005,MAPPED,
EV-VN-S014-1018,engineering_rule,VKM-SRC-014,178,§7.1,True,MM-ROOF-004,MAPPED,
EV-VN-S014-1019,formula,VKM-SRC-014,178,"§7.1, (7.14)-(7.15), Рис. 7.7",True,MM-ROOF-006,MAPPED,
EV-VN-S014-1029,formula,VKM-SRC-014,181,"§7.1, Примеры 1–2",True,MM-STR-003,MAPPED,
EV-VN-S014-1035,formula,VKM-SRC-014,183,"§7.1, Пример 2",True,MM-ROOF-003,MAPPED,
EV-VN-S014-1041,engineering_rule,VKM-SRC-014,185,§7.2,True,,EXCLUDED,"VALIDITY_DOMAIN of §7.2 (падение ≤15°, асимметрия целиков ≤10%) — учтено в assumptions MM-ROOF-008..010 и MM-CREEP-004"
EV-VN-S014-1043,formula,VKM-SRC-014,185,"§7.2, (7.16)",True,MM-ROOF-007,MAPPED,
EV-VN-S014-1045,formula,VKM-SRC-014,186,"§7.2, (7.17)",True,MM-ROOF-008,MAPPED,
EV-VN-S014-1046,engineering_rule,VKM-SRC-014,186,§7.2,True,MM-ROOF-008,MAPPED,
EV-VN-S014-1047,rheology_law,VKM-SRC-014,186,"§7.2, (7.18)",True,MM-CREEP-004,MAPPED,
EV-VN-S014-1049,formula,VKM-SRC-014,186,"§7.2, (7.19), Рис. 7.11",True,MM-ROOF-009,MAPPED,
EV-VN-S014-1051,formula,VKM-SRC-014,186,"§7.2, (7.20)",True,MM-ROOF-009,MAPPED,
EV-VN-S014-1052,formula,VKM-SRC-014,187,"§7.2, (7.21)",True,MM-ROOF-009,MAPPED,
EV-VN-S014-1053,formula,VKM-SRC-014,187,"§7.2, (7.22)",True,MM-ROOF-010,MAPPED,
EV-VN-S014-1054,formula,VKM-SRC-014,187,"§7.2, (7.23)",True,MM-ROOF-006,MAPPED,
EV-VN-S014-1055,formula,VKM-SRC-014,188,"§7.2, (7.24)",True,MM-ROOF-010,MAPPED,
EV-VN-S014-1056,engineering_rule,VKM-SRC-014,188,"§7.2, (7.25)",True,MM-ROOF-009,MAPPED,
EV-VN-S014-1069,formula,VKM-SRC-014,193,"§7.3, (7.26)-(7.27)",True,MM-IS-001,MAPPED,
EV-VN-S014-1071,formula,VKM-SRC-014,193,"§7.3, (7.28)",True,MM-IS-002,MAPPED,
EV-VN-S014-1072,formula,VKM-SRC-014,194,"§7.3, (7.29), Рис. 7.13",True,MM-IS-001,MAPPED,
EV-VN-S014-1074,formula,VKM-SRC-014,194,"§7.3, (7.30)",True,MM-IS-001,MAPPED,
EV-VN-S014-1075,formula,VKM-SRC-014,195,"§7.3, (7.31)",True,MM-STR-003,MAPPED,
EV-VN-S014-1076,formula,VKM-SRC-014,195,"§7.3, (7.32)",True,MM-IS-001,MAPPED,
EV-VN-S014-1078,formula,VKM-SRC-014,195,"§7.3, (7.33)",True,MM-IS-002,MAPPED,
EV-VN-S014-1079,rheology_law,VKM-SRC-014,195,"§7.3, (7.34)",True,MM-CREEP-003,MAPPED,
EV-VN-S014-1081,formula,VKM-SRC-014,196,"§7.3, (7.35)-(7.36)",True,MM-STR-003;MM-IS-002,MAPPED,
EV-VN-S014-1082,engineering_rule,VKM-SRC-014,196,§7.3,True,MM-IS-002,MAPPED,
EV-VN-S014-1101,engineering_rule,VKM-SRC-014,204,§8.2.1,True,,EXCLUDED,"ANALOGUE_RULE без уравнения (Эстерхези, извлечение ≤40%)"
EV-VN-S014-1108,engineering_rule,VKM-SRC-014,207,"§8.2.2, p.207",True,,EXCLUDED,"ANALOGUE_RULE без уравнения (разгрузочные выработки, Канада)"
EV-VN-S014-1109,engineering_rule,VKM-SRC-014,207,"§8.2.2, pp.207–208",True,,EXCLUDED,"ANALOGUE_RULE без уравнения (интервал между камерами — месяцы, Канада)"
EV-VN-S014-1118,engineering_rule,VKM-SRC-014,212,§8.2.4,True,,EXCLUDED,"ANALOGUE_RULE без уравнения (реагирование на прорыв воды, Канада)"
EV-VN-S014-1122,engineering_rule,VKM-SRC-014,182,"§7.1, Пример 1",True,MM-ROOF-002,MAPPED,
EV-VN-S014-1160,engineering_rule,VKM-SRC-014,222,§8.3.2,True,,EXCLUDED,ANALOGUE_RULE без уравнения (Старобин: мощность водозащитной толщи)
EV-VN-S014-1177,engineering_rule,VKM-SRC-014,231,§8.4.3,True,,EXCLUDED,ANALOGUE_RULE без уравнения (Германия)
EV-VN-S014-1198,engineering_rule,VKM-SRC-014,240,§8.5.2,True,,EXCLUDED,"ANALOGUE_RULE без уравнения (Боулби: 1,5 м руды в кровле)"
EV-VN-S015-0009,engineering_rule,VKM-SRC-015,3,Введение,True,,EXCLUDED,TECHNOLOGY_RULE: подрезка коржа / защитная пачка (без значений)
EV-VN-S015-0011,engineering_rule,VKM-SRC-015,3,Введение,True,,EXCLUDED,TECHNOLOGY_RULE: регламентируемая мощность подрубки (без значения)
EV-VN-S015-0055,formula,VKM-SRC-015,9,формула (1),True,MM-MINE-001,MAPPED,
EV-VN-S015-0056,formula,VKM-SRC-015,9,формула (2),True,MM-MINE-001,MAPPED,
EV-VN-S015-0064,formula,VKM-SRC-015,10,формула (3),True,MM-MINE-002,MAPPED,
EV-VN-S015-0067,engineering_rule,VKM-SRC-015,10,§Улучшение технологических процессов; рис. 7,True,,EXCLUDED,TECHNOLOGY_RULE: угол изменения траектории комбайна ±12°
EV-VN-S016-0008,engineering_rule,VKM-SRC-016,1,Аннотация (вывод),True,,EXCLUDED,NO_EQUATION: учёт реологии МКЦ при оценке ВЗТ (вывод)
EV-VN-S016-0031,formula,VKM-SRC-016,5,формула (1),True,MM-STR-004,MAPPED,
EV-VN-S016-0032,rheology_law,VKM-SRC-016,5,текст p.5; Рис.4; формула (2) p.6; табл.1 [29],True,MM-CREEP-005,MAPPED,
EV-VN-S016-0054,formula,VKM-SRC-016,6,формула (2),True,MM-CREEP-005,MAPPED,
EV-VN-S016-0067,engineering_rule,VKM-SRC-016,8,"§Методика определения целостности ВЗТ, пп.1-2",True,MM-STR-004,MAPPED,
EV-VN-S016-0076,engineering_rule,VKM-SRC-016,10,§Результаты,True,,EXCLUDED,NO_EQUATION: минимальные требования Указаний к мощности ВЗТ (значение не напечатано)
EV-VN-S016-0079,engineering_rule,VKM-SRC-016,10,Заключение,True,,EXCLUDED,NO_EQUATION: меры защиты ВЗТ
EV-VN-S017-0013,formula,VKM-SRC-017,2,p.2 (unnumbered formula),True,MM-DEF-001,MAPPED,
EV-VN-S017-0015,engineering_rule,VKM-SRC-017,2,p.2; СНиП 2.02.01-83,True,MM-DEF-001,MAPPED,
EV-VN-S017-0016,formula,VKM-SRC-017,2,p.2,True,MM-DEF-002,MAPPED,
EV-VN-S018-0043,engineering_rule,VKM-SRC-018,7,"Рис. 3, таблица",True,,EXCLUDED,CLASSIFICATION: категория сложности инженерно-геологических условий (СП 11-105-97)
EV-VN-S019-0009,engineering_rule,VKM-SRC-019,1,"§1 item 1, [3]",True,,EXCLUDED,"DESIGN_LIMIT: ширина/высота КБС ≤20 м (параметр, не модель)"
EV-VN-S019-0010,formula,VKM-SRC-019,2,"формула (1), §1 item 2",True,MM-PROT-003,MAPPED,
EV-VN-S019-0012,engineering_rule,VKM-SRC-019,2,"§1 item 3, [3]",True,,EXCLUDED,DESIGN_LIMIT: ≥8 м от маркирующей глины до КБС (используется в MM-PROT-003)
EV-VN-S019-0013,formula,VKM-SRC-019,2,"формула (2), §1 item 4",True,MM-WPS-001,MAPPED,
EV-VN-S019-0014,engineering_rule,VKM-SRC-019,2,"§1 item 5, [3]",True,MM-PILLAR-003,MAPPED,
EV-VN-S019-0015,engineering_rule,VKM-SRC-019,2,"§1 item 6, [3]",True,,EXCLUDED,DESIGN_VALUE: устойчивый пролёт каменной соли 8 м; m₀ ≤ 6 м
EV-VN-S019-0016,engineering_rule,VKM-SRC-019,2,"§1 item 7, [3]",True,,EXCLUDED,SITING_RULE: размещение КБС вне влияния застройки/аномалий
EV-VN-S019-0022,engineering_rule,VKM-SRC-019,3,"§2 item 2, [5]",True,,EXCLUDED,DESIGN_VALUE: длина КБС 200 м по кабелю
EV-VN-S019-0023,engineering_rule,VKM-SRC-019,3,§2 item 3,True,,EXCLUDED,DESIGN_VALUE: высота КБС 20 м
EV-VN-S019-0029,engineering_rule,VKM-SRC-019,3,§2 item 5,True,MM-WPS-001,MAPPED,
EV-VN-S019-0030,formula,VKM-SRC-019,3,§2 item 6,True,MM-PROT-003,MAPPED,
EV-VN-S019-0032,formula,VKM-SRC-019,3,формула (3),True,MM-PROT-003,MAPPED,
EV-VN-S019-0033,formula,VKM-SRC-019,4,"формула (4), §2 item 7",True,MM-PROT-003,MAPPED,
EV-VN-S019-0036,engineering_rule,VKM-SRC-019,5,§2 item 9,True,,EXCLUDED,"DESIGN_RULE: необходимость крепления КБС (5,5 < 8 м)"
EV-VN-S020-0099,engineering_rule,VKM-SRC-020,11,§1.2.1,True,,EXCLUDED,DESIGN_RULE: число и крепь стволов
EV-VN-S020-0100,engineering_rule,VKM-SRC-020,11,§1.2.1,True,,EXCLUDED,"DESIGN_RULE: стволы при ВЗТ ≥30–40 м, 150–200 м между стволами"
EV-VN-S020-0125,engineering_rule,VKM-SRC-020,17,§1.2.2,True,,EXCLUDED,DESIGN_RULE: ориентация камер по осям складок
EV-VN-S020-0140,engineering_rule,VKM-SRC-020,20,§1.3,True,,EXCLUDED,QUALITATIVE: факторы ширины МКЦ
EV-VN-S020-0141,engineering_rule,VKM-SRC-020,20,"§1.3, рис.1.13",True,,EXCLUDED,DESIGN_RULE: соосность камер по пластам
EV-VN-S020-0148,engineering_rule,VKM-SRC-020,22,§1.3,True,,EXCLUDED,"DESIGN_RULE: сопряжения камер (7–8 м, 4 м)"
EV-VN-S020-0153,engineering_rule,VKM-SRC-020,23,§1.3,True,,EXCLUDED,DESIGN_LIMIT: высота камер пласта В ≤10 м
EV-VN-S020-0179,engineering_rule,VKM-SRC-020,29,§1.5,True,,EXCLUDED,SAFETY_RULE: рабочие зоны по газу (50/100 м)
EV-VN-S020-0181,engineering_rule,VKM-SRC-020,31,§1.5,True,,EXCLUDED,CLASSIFICATION: группы газовой опасности
EV-VN-S020-0185,engineering_rule,VKM-SRC-020,32,"§1.5, Табл.1.1",True,,EXCLUDED,SAFETY_NORM: состав рудничной атмосферы
EV-VN-S020-0187,engineering_rule,VKM-SRC-020,35,§1.6,True,,EXCLUDED,"SAFETY_NORM: подача воздуха (1,4/2,1 м³/мин)"
EV-VN-S020-0203,engineering_rule,VKM-SRC-020,66,§1.11,True,,EXCLUDED,SAFETY_NORM: заземление ≤10 Ом
EV-VN-S020-0211,formula,VKM-SRC-020,69,§2.2,True,MM-MINE-007,MAPPED,
EV-VN-S020-0219,engineering_rule,VKM-SRC-020,73,§2.2,True,,EXCLUDED,"TECHNOLOGY_RULE: допуски вождения комбайна ±0,2 м, ≤12°"
EV-VN-S020-0229,engineering_rule,VKM-SRC-020,77,§2.3,True,,EXCLUDED,SAFETY_RULE: дегазационные шпуры
EV-VN-S020-0232,engineering_rule,VKM-SRC-020,81,§2.4,True,,EXCLUDED,SAFETY_RULE: газовые замеры
EV-VN-S020-0255,engineering_rule,VKM-SRC-020,98,§2.5.4,True,,EXCLUDED,EQUIPMENT_LIMIT: длина кабеля комбайна
EV-VN-S020-0256,formula,VKM-SRC-020,97,§2.5.4,True,MM-ELEC-001,MAPPED,
EV-VN-S020-0257,engineering_rule,VKM-SRC-020,99,§2.5.5 (по ЕПБ [7]),True,,EXCLUDED,EQUIPMENT_RULE: прокладка кабелей
EV-VN-S020-0293,engineering_rule,VKM-SRC-020,115,"§3.4, с.115",True,,EXCLUDED,PRINCIPLE: принципы маркшейдерских съёмок (без уравнения)
EV-VN-S020-0296,formula,VKM-SRC-020,119,"§3.5 п.2, рис. 3.15",True,MM-GEOD-001,MAPPED,
EV-VN-S020-0297,formula,VKM-SRC-020,121,"§3.5 п.3, рис. 3.17",True,MM-GEOD-002,MAPPED,
EV-VN-S020-0299,formula,VKM-SRC-020,123,"§3.5 п.3, рис. 3.19 а-г",True,MM-GEOD-002,MAPPED,
EV-VN-S020-0300,engineering_rule,VKM-SRC-020,123,"§3.5 п.3, с.123",True,MM-GEOD-002,MAPPED,
EV-VN-S020-0305,engineering_rule,VKM-SRC-020,124,§3.6 п.1,True,,EXCLUDED,SURVEY_RULE: задание направления (точки через 1–3 м)
EV-VN-S020-0306,formula,VKM-SRC-020,125,"§3.6 п.2, рис. 3.22",True,MM-GEOD-003,MAPPED,
EV-VN-S020-0308,engineering_rule,VKM-SRC-020,126,"§3.6 п.3, рис. 3.23-3.24",True,MM-GEOD-003,MAPPED,
EV-VN-S020-0309,formula,VKM-SRC-020,126,§3.6 п.3,True,MM-GEOD-003,MAPPED,
EV-VN-S020-0314,formula,VKM-SRC-020,127,§3.6 п.5,True,MM-MINE-008,MAPPED,
EV-VN-S020-0343,engineering_rule,VKM-SRC-020,156,"§4.2, табл. 4.8",True,,EXCLUDED,EQUIPMENT_LIMIT: БП-14А
EV-VN-S020-0346,engineering_rule,VKM-SRC-020,159,"§4.3, табл. 4.9 (с.159-160)",True,,EXCLUDED,EQUIPMENT_LIMIT: вагон 5ВС-15М
EV-VN-S020-0355,engineering_rule,VKM-SRC-020,163,"§4.4.1, табл. 4.10",True,,EXCLUDED,EQUIPMENT_LIMIT: УБШ-208
EV-VN-S020-0358,engineering_rule,VKM-SRC-020,167,"§4.4.3, табл. 4.12",True,,EXCLUDED,EQUIPMENT_LIMIT: станок 1ПНБ-2+БГД-2М
EV-VN-S020-0362,engineering_rule,VKM-SRC-020,172,"§4.4.4, табл. 4.15",True,,EXCLUDED,EQUIPMENT_LIMIT: сверло СРЗ
EV-VN-S020-0363,engineering_rule,VKM-SRC-020,174,"§4.4.5, табл. 4.16",True,,EXCLUDED,EQUIPMENT_LIMIT: АК-19
EV-VN-S020-0367,engineering_rule,VKM-SRC-020,176,"§4.5.1, с.176",True,,EXCLUDED,EQUIPMENT_LIMIT: дробилка ДКЗ
EV-VN-S020-0368,engineering_rule,VKM-SRC-020,177,"§4.5.1, табл. 4.19 (с.177-178)",True,,EXCLUDED,EQUIPMENT_LIMIT: конвейер СПШ1
EV-VN-S020-0382,engineering_rule,VKM-SRC-020,191,§4.8,True,,EXCLUDED,SAFETY_RULE: проветривание тупиков
EV-VN-S020-0407,formula,VKM-SRC-020,221,"§6.5, с. 221-222",True,MM-ECON-001,MAPPED,
EV-VN-S020-0408,formula,VKM-SRC-020,221,"§6.5, с. 221",True,MM-ECON-001,MAPPED,
EV-VN-S020-0414,engineering_rule,VKM-SRC-020,222,§7.1,True,,EXCLUDED,SAFETY_RULE: после обрушения кровли
EV-VN-S020-0420,engineering_rule,VKM-SRC-020,230,§7.1 (СТХ-9),True,,EXCLUDED,SAFETY_RULE: СТХ-9
EV-VN-S020-0424,engineering_rule,VKM-SRC-020,247,"§7.1 (ПБ-2), с. 249-251",True,,EXCLUDED,"SAFETY_CRITERION: выбросоопасность кровли по давлению в шпуре (пороги 1,5/0,8 кГс/см²; без уравнения)"
EV-VN-S020-0433,engineering_rule,VKM-SRC-020,250,§7.2.1,True,,EXCLUDED,SAFETY_RULE: паспорта работ
EV-VN-S020-0436,engineering_rule,VKM-SRC-020,251,"§7.2.2, §7.2.3",True,,EXCLUDED,SAFETY_RULE: работы у забоя
EV-VN-S020-0448,engineering_rule,VKM-SRC-020,264,§8,True,,EXCLUDED,SAFETY_RULE: замер газов у кровли
EV-VN-S020-0449,engineering_rule,VKM-SRC-020,265,§8,True,,EXCLUDED,SAFETY_RULE: содержание выработок
EV-VN-S021-0013,engineering_rule,VKM-SRC-021,2,введение,True,,EXCLUDED,NO_EQUATION: жёсткие целики + закладка как защита ВЗТ
EV-VN-S021-0019,engineering_rule,VKM-SRC-021,2,"введение, ссылка [4]",True,MM-WPS-002,MAPPED,
EV-VN-S021-0023,engineering_rule,VKM-SRC-021,3,классификация категорий,True,,EXCLUDED,CLASSIFICATION: категории опасности ВЗТ 1–3
EV-VN-S021-0024,engineering_rule,VKM-SRC-021,3,поэтапная методика районирования,True,,EXCLUDED,PROCEDURE: поэтапная методика районирования (без уравнения)
EV-VN-S021-0025,engineering_rule,VKM-SRC-021,3,поэтапная методика,True,MM-PILLAR-003,MAPPED,
EV-VN-S021-0047,engineering_rule,VKM-SRC-021,5,заключение,True,,EXCLUDED,NO_EQUATION: меры после районирования
EV-VN-S023-0164,formula,VKM-SRC-023,35,rendered p.35; §2.3,True,MM-STRESS-001,MAPPED,
EV-VN-S023-0174,formula,VKM-SRC-023,36,rendered p.36; §2.4 Горнотехнические условия месторождения,True,MM-PILLAR-005,MAPPED,
EV-VN-S023-0175,engineering_rule,VKM-SRC-023,36,rendered p.36; §2.4 Горнотехнические условия месторождения,True,MM-PILLAR-005,MAPPED,
EV-VN-S023-0176,engineering_rule,VKM-SRC-023,36,rendered p.36; §2.4 Горнотехнические условия месторождения,True,MM-PILLAR-005,MAPPED,
EV-VN-S023-0283,formula,VKM-SRC-023,44,§3.1.3 формула (1.1) (all.md; blank in rendered PDF),True,MM-DEM-001,MAPPED,
EV-VN-S023-0284,formula,VKM-SRC-023,44,§3.1.3 формула (1.2) (all.md; blank in rendered PDF),True,MM-DEM-001,MAPPED,
EV-VN-S023-0285,formula,VKM-SRC-023,44,§3.1.3 формула (1.3) (all.md; blank in rendered PDF),True,MM-DEM-001,MAPPED,
EV-VN-S023-0286,formula,VKM-SRC-023,44,§3.1.3 формула (1.4) (all.md; blank in rendered PDF),True,MM-DEM-001,MAPPED,
EV-VN-S023-0287,formula,VKM-SRC-023,44,§3.1.3 формула (1.5) (all.md; blank in rendered PDF),True,MM-DEM-001,MAPPED,
EV-VN-S023-0288,formula,VKM-SRC-023,44,§3.1.3 формула (1.6) (all.md; blank in rendered PDF),True,MM-DEM-001,MAPPED,
EV-VN-S023-0289,formula,VKM-SRC-023,44,§3.1.3 формула (1.7) (all.md; blank in rendered PDF),True,MM-DEM-001,MAPPED,
EV-VN-S023-0331,subsidence_method,VKM-SRC-023,55,"§3.2.2, rendered pp.55-57",True,MM-STAT-009,MAPPED,
EV-VN-S023-0332,formula,VKM-SRC-023,55,§3.2.2 формула (2.1) (all.md; blank in rendered PDF),True,MM-STAT-009,MAPPED,
EV-VN-S023-0333,formula,VKM-SRC-023,55,§3.2.2 формула (2.2) (all.md; blank in rendered PDF),True,MM-STAT-009,MAPPED,
EV-VN-S023-0334,formula,VKM-SRC-023,55,§3.2.2 формула (2.3) (all.md; blank in rendered PDF),True,MM-STAT-009,MAPPED,
EV-VN-S023-0335,formula,VKM-SRC-023,56,§3.2.2 формула (2.4) (all.md; blank in rendered PDF),True,MM-STAT-009,MAPPED,
EV-VN-S023-0336,formula,VKM-SRC-023,56,§3.2.2 формула (2.5) (all.md; blank in rendered PDF),True,MM-STAT-009,MAPPED,
EV-VN-S023-0337,formula,VKM-SRC-023,57,§3.2.2 формула (2.6) (all.md; blank in rendered PDF),True,MM-STAT-009,MAPPED,
EV-VN-S023-0338,formula,VKM-SRC-023,58,§3.2.2 формула (2.7) (all.md; blank in rendered PDF),True,MM-ML-001,MAPPED,
EV-VN-S023-0339,formula,VKM-SRC-023,60,§3.2.2 формула (2.8) (all.md; blank in rendered PDF),True,MM-ML-001,MAPPED,
EV-VN-S023-0340,formula,VKM-SRC-023,60,§3.2.2 формула (2.9) (all.md; blank in rendered PDF),True,MM-ML-001,MAPPED,
EV-VN-S023-0342,engineering_rule,VKM-SRC-023,57,"§3.2.2 (all.md), rendered p.57",True,MM-STAT-009,MAPPED,
EV-VN-S023-0347,formula,VKM-SRC-023,61,§3.2.3 формула (3.1) (all.md; blank in rendered PDF),True,MM-STAT-010,MAPPED,
EV-VN-S023-0348,formula,VKM-SRC-023,61,§3.2.3 формула (3.2) (all.md; blank in rendered PDF),True,MM-STAT-010,MAPPED,
EV-VN-S023-0349,formula,VKM-SRC-023,61,§3.2.3 формула (3.3) (all.md; blank in rendered PDF),True,MM-STAT-010,MAPPED,
EV-VN-S023-0363,formula,VKM-SRC-023,66,§3.3.2 формула (3.4) (all.md; blank in rendered PDF),True,MM-STAT-011,MAPPED,
EV-VN-S023-0364,formula,VKM-SRC-023,67,§3.3.2 формула (3.5) (all.md; blank in rendered PDF),True,MM-STAT-011,MAPPED,
EV-VN-S023-0365,formula,VKM-SRC-023,67,§3.3.2 формула (3.6) (all.md; blank in rendered PDF),True,MM-STAT-011,MAPPED,
EV-VN-S023-0366,formula,VKM-SRC-023,67,§3.3.2 формула (3.7) (all.md; blank in rendered PDF),True,MM-STAT-011,MAPPED,
EV-VN-S023-0367,formula,VKM-SRC-023,67,§3.3.2 формула (3.8) (all.md; blank in rendered PDF),True,MM-STAT-011,MAPPED,
EV-VN-S023-0368,formula,VKM-SRC-023,67,§3.3.2 формула (3.9) (all.md; blank in rendered PDF),True,MM-STAT-011,MAPPED,
EV-VN-S023-0369,formula,VKM-SRC-023,67,§3.3.2 формула (3.10) (all.md; blank in rendered PDF),True,MM-STAT-011,MAPPED,
EV-VN-S023-0396,formula,VKM-SRC-023,76,§4.1.1 формула (4.1) (all.md; blank in rendered PDF),True,MM-ML-002,MAPPED,
EV-VN-S023-0397,formula,VKM-SRC-023,77,§4.1.1 формула (4.2) (all.md; blank in rendered PDF),True,MM-ML-002,MAPPED,
EV-VN-S023-0398,formula,VKM-SRC-023,77,§4.1.1 формула (4.3) (all.md; blank in rendered PDF),True,MM-ML-002,MAPPED,
EV-VN-S023-0399,formula,VKM-SRC-023,77,§4.1.1 формула (4.4) (all.md; blank in rendered PDF),True,MM-ML-002,MAPPED,
EV-VN-S023-0400,formula,VKM-SRC-023,77,§4.1.1 формула (4.5) (all.md; blank in rendered PDF),True,MM-ML-002,MAPPED,
EV-VN-S023-0408,formula,VKM-SRC-023,78,"rendered p.78; формула (4.6) (media/image45.png), Рис. 40б",True,MM-MINE-009,MAPPED,
EV-VN-S023-0435,formula,VKM-SRC-023,88,"rendered p.88; §4.2 п.2 Модель ANFIS, class MembershipFunction (rendered p.88-89)",True,MM-ML-002,MAPPED,
EV-VN-S023-0438,formula,VKM-SRC-023,92,rendered p.92; §4.2 п.6 Метрики качества (code),True,MM-STAT-012,MAPPED,
EV-VN-S023-0454,formula,VKM-SRC-023,101,"rendered p.101; формула (4.7) (docx OMML, all.md; blank in rendered PDF)",True,MM-RISK-001,MAPPED,
EV-VN-S023-0455,formula,VKM-SRC-023,102,"rendered p.102; формула (4.8) (docx OMML, all.md; blank in rendered PDF)",True,MM-RISK-002,MAPPED,
EV-VN-S023-0461,subsidence_method,VKM-SRC-023,101,"rendered p.101; §4.2 ИПР + матрица риска (Табл. 4.6, Рис. 55-57)",True,MM-RISK-001,MAPPED,
EV-VN-S024-0015,engineering_rule,VKM-SRC-024,10,"§1, ref [7]",True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
