design,fold_id,held_out_group,role,sample_id
train_rolling_origin,rolling_03,,validation,P-H01-W003::C019::C020
train_rolling_origin,rolling_03,,validation,P-H01-W004::C019::C020
train_rolling_origin,rolling_03,,validation,P-H01-W005::C019::C020
train_rolling_origin,rolling_03,,validation,P-H01-W006::C019::C020
train_rolling_origin,rolling_03,,validation,P-H01-W007::C019::C020
train_rolling_origin,rolling_03,,validation,P-H02-W001::C019::C020
train_rolling_origin,rolling_03,,validation,P-H02-W002::C019::C020
train_rolling_origin,rolling_03,,validation,P-H02-W003::C019::C020
train_rolling_origin,rolling_03,,validation,P-H02-W004::C019::C020
train_rolling_origin,rolling_03,,validation,P-H02-W005::C019::C020
train_rolling_origin,rolling_03,,validation,P-H02-W006::C019::C020
train_rolling_origin,rolling_03,,validation,P-H02-W007::C019::C020
train_rolling_origin,rolling_04,,train,P-V01-W001::C003::C004
train_rolling_origin,rolling_04,,train,P-V01-W003::C003::C004
train_rolling_origin,rolling_04,,train,P-V01-W004::C003::C004
train_rolling_origin,rolling_04,,train,P-V01-W007::C003::C004
train_rolling_origin,rolling_04,,train,P-H03-W001::C003::C005
train_rolling_origin,rolling_04,,train,P-H03-W002::C003::C005
train_rolling_origin,rolling_04,,train,P-H03-W003::C003::C005
train_rolling_origin,rolling_04,,train,P-H03-W004::C003::C005
train_rolling_origin,rolling_04,,train,P-H03-W005::C003::C005
train_rolling_origin,rolling_04,,train,P-H03-W006::C003::C005
train_rolling_origin,rolling_04,,train,P-H03-W007::C003::C005
train_rolling_origin,rolling_04,,train,P-H02-W001::C004::C005
train_rolling_origin,rolling_04,,train,P-H02-W002::C004::C005
train_rolling_origin,rolling_04,,train,P-H02-W004::C004::C005
train_rolling_origin,rolling_04,,train,P-H02-W005::C004::C005
train_rolling_origin,rolling_04,,train,P-V01-W001::C004::C005
train_rolling_origin,rolling_04,,train,P-V01-W002::C004::C005
train_rolling_origin,rolling_04,,train,P-V01-W003::C004::C005
train_rolling_origin,rolling_04,,train,P-V01-W004::C004::C005
train_rolling_origin,rolling_04,,train,P-V01-W007::C004::C005
train_rolling_origin,rolling_04,,train,P-H03-W001::C005::C006
train_rolling_origin,rolling_04,,train,P-H03-W002::C005::C006
train_rolling_origin,rolling_04,,train,P-H03-W003::C005::C006
train_rolling_origin,rolling_04,,train,P-H03-W004::C005::C006
train_rolling_origin,rolling_04,,train,P-H03-W005::C005::C006
train_rolling_origin,rolling_04,,train,P-H03-W006::C005::C006
train_rolling_origin,rolling_04,,train,P-H03-W007::C005::C006
train_rolling_origin,rolling_04,,train,P-V02-W001::C005::C006
train_rolling_origin,rolling_04,,train,P-V02-W002::C005::C006
train_rolling_origin,rolling_04,,train,P-V02-W003::C005::C006
train_rolling_origin,rolling_04,,train,P-V02-W004::C005::C006
train_rolling_origin,rolling_04,,train,P-V02-W005::C005::C006
train_rolling_origin,rolling_04,,train,P-V02-W006::C005::C006
train_rolling_origin,rolling_04,,train,P-V02-W007::C005::C006
train_rolling_origin,rolling_04,,train,P-D01-W001::C005::C007
train_rolling_origin,rolling_04,,train,P-D01-W002::C005::C007
train_rolling_origin,rolling_04,,train,P-D01-W003::C005::C007
train_rolling_origin,rolling_04,,train,P-D01-W004::C005::C007
train_rolling_origin,rolling_04,,train,P-D01-W005::C005::C007
train_rolling_origin,rolling_04,,train,P-D01-W006::C005::C007
train_rolling_origin,rolling_04,,train,P-D01-W007::C005::C007
train_rolling_origin,rolling_04,,train,P-H01-W001::C005::C007
train_rolling_origin,rolling_04,,train,P-H01-W002::C005::C007
train_rolling_origin,rolling_04,,train,P-H01-W003::C005::C007
train_rolling_origin,rolling_04,,train,P-H01-W004::C005::C007
train_rolling_origin,rolling_04,,train,P-H01-W005::C005::C007
train_rolling_origin,rolling_04,,train,P-H01-W006::C005::C007
train_rolling_origin,rolling_04,,train,P-H02-W001::C005::C007
train_rolling_origin,rolling_04,,train,P-H02-W002::C005::C007
train_rolling_origin,rolling_04,,train,P-H02-W004::C005::C007
train_rolling_origin,rolling_04,,train,P-H02-W005::C005::C007
train_rolling_origin,rolling_04,,train,P-H02-W006::C005::C007
train_rolling_origin,rolling_04,,train,P-H02-W007::C005::C007
train_rolling_origin,rolling_04,,train,P-H05-W001::C005::C007
train_rolling_origin,rolling_04,,train,P-H05-W002::C005::C007
train_rolling_origin,rolling_04,,train,P-H05-W003::C005::C007
train_rolling_origin,rolling_04,,train,P-H05-W004::C005::C007
train_rolling_origin,rolling_04,,train,P-H05-W005::C005::C007
train_rolling_origin,rolling_04,,train,P-H05-W006::C005::C007
train_rolling_origin,rolling_04,,train,P-H05-W007::C005::C007
train_rolling_origin,rolling_04,,train,P-H06-W001::C005::C007
train_rolling_origin,rolling_04,,train,P-H06-W003::C005::C007
train_rolling_origin,rolling_04,,train,P-H06-W004::C005::C007
train_rolling_origin,rolling_04,,train,P-H06-W005::C005::C007
train_rolling_origin,rolling_04,,train,P-H06-W006::C005::C007
train_rolling_origin,rolling_04,,train,P-H06-W007::C005::C007
train_rolling_origin,rolling_04,,train,P-H07-W001::C005::C007
train_rolling_origin,rolling_04,,train,P-H07-W002::C005::C007
train_rolling_origin,rolling_04,,train,P-H07-W003::C005::C007
train_rolling_origin,rolling_04,,train,P-H07-W004::C005::C007
train_rolling_origin,rolling_04,,train,P-H07-W005::C005::C007
train_rolling_origin,rolling_04,,train,P-H07-W007::C005::C007
train_rolling_origin,rolling_04,,train,P-V01-W001::C005::C007
train_rolling_origin,rolling_04,,train,P-V01-W002::C005::C007
train_rolling_origin,rolling_04,,train,P-V01-W003::C005::C007
train_rolling_origin,rolling_04,,train,P-V01-W004::C005::C007
train_rolling_origin,rolling_04,,train,P-V01-W005::C005::C007
train_rolling_origin,rolling_04,,train,P-V01-W006::C005::C007
train_rolling_origin,rolling_04,,train,P-V01-W007::C005::C007
train_rolling_origin,rolling_04,,train,P-V03-W001::C005::C007
train_rolling_origin,rolling_04,,train,P-V03-W002::C005::C007
train_rolling_origin,rolling_04,,train,P-V03-W003::C005::C007
train_rolling_origin,rolling_04,,train,P-V03-W004::C005::C007
train_rolling_origin,rolling_04,,train,P-V03-W005::C005::C007
train_rolling_origin,rolling_04,,train,P-V03-W006::C005::C007
train_rolling_origin,rolling_04,,train,P-V03-W007::C005::C007
train_rolling_origin,rolling_04,,train,P-V04-W001::C005::C007
train_rolling_origin,rolling_04,,train,P-V04-W002::C005::C007
train_rolling_origin,rolling_04,,train,P-V04-W004::C005::C007
train_rolling_origin,rolling_04,,train,P-V04-W005::C005::C007
train_rolling_origin,rolling_04,,train,P-V04-W006::C005::C007
train_rolling_origin,rolling_04,,train,P-V04-W007::C005::C007
train_rolling_origin,rolling_04,,train,P-V05-W002::C005::C007
train_rolling_origin,rolling_04,,train,P-V05-W004::C005::C007
train_rolling_origin,rolling_04,,train,P-V05-W006::C005::C007
train_rolling_origin,rolling_04,,train,P-V05-W007::C005::C007
train_rolling_origin,rolling_04,,train,P-V06-W001::C005::C007
train_rolling_origin,rolling_04,,train,P-V06-W003::C005::C007
train_rolling_origin,rolling_04,,train,P-V06-W004::C005::C007
train_rolling_origin,rolling_04,,train,P-V06-W005::C005::C007
train_rolling_origin,rolling_04,,train,P-V06-W006::C005::C007
train_rolling_origin,rolling_04,,train,P-V06-W007::C005::C007
train_rolling_origin,rolling_04,,train,P-H03-W002::C006::C007
train_rolling_origin,rolling_04,,train,P-H03-W003::C006::C007
train_rolling_origin,rolling_04,,train,P-H03-W004::C006::C007
train_rolling_origin,rolling_04,,train,P-H03-W005::C006::C007
train_rolling_origin,rolling_04,,train,P-H03-W006::C006::C007
train_rolling_origin,rolling_04,,train,P-H03-W007::C006::C007
train_rolling_origin,rolling_04,,train,P-V02-W001::C006::C007
train_rolling_origin,rolling_04,,train,P-V02-W002::C006::C007
train_rolling_origin,rolling_04,,train,P-V02-W003::C006::C007
train_rolling_origin,rolling_04,,train,P-V02-W004::C006::C007
train_rolling_origin,rolling_04,,train,P-V02-W005::C006::C007
train_rolling_origin,rolling_04,,train,P-V02-W006::C006::C007
train_rolling_origin,rolling_04,,train,P-V02-W007::C006::C007
train_rolling_origin,rolling_04,,train,P-D01-W001::C007::C008
train_rolling_origin,rolling_04,,train,P-D01-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-D01-W003::C007::C008
train_rolling_origin,rolling_04,,train,P-D01-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-D01-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-D01-W006::C007::C008
train_rolling_origin,rolling_04,,train,P-D01-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-H01-W001::C007::C008
train_rolling_origin,rolling_04,,train,P-H01-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-H01-W003::C007::C008
train_rolling_origin,rolling_04,,train,P-H01-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-H01-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-H01-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-H02-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-H02-W003::C007::C008
train_rolling_origin,rolling_04,,train,P-H02-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-H02-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-H02-W006::C007::C008
train_rolling_origin,rolling_04,,train,P-H02-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-H03-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-H03-W003::C007::C008
train_rolling_origin,rolling_04,,train,P-H03-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-H03-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-H03-W006::C007::C008
train_rolling_origin,rolling_04,,train,P-H03-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-H04-W001::C007::C008
train_rolling_origin,rolling_04,,train,P-H04-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-H04-W003::C007::C008
train_rolling_origin,rolling_04,,train,P-H04-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-H04-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-H04-W006::C007::C008
train_rolling_origin,rolling_04,,train,P-H04-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-H05-W001::C007::C008
train_rolling_origin,rolling_04,,train,P-H05-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-H05-W003::C007::C008
train_rolling_origin,rolling_04,,train,P-H05-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-H05-W006::C007::C008
train_rolling_origin,rolling_04,,train,P-H05-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-H06-W001::C007::C008
train_rolling_origin,rolling_04,,train,P-H06-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-H06-W003::C007::C008
train_rolling_origin,rolling_04,,train,P-H06-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-H06-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-H06-W006::C007::C008
train_rolling_origin,rolling_04,,train,P-H06-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-H07-W001::C007::C008
train_rolling_origin,rolling_04,,train,P-H07-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-H07-W003::C007::C008
train_rolling_origin,rolling_04,,train,P-H07-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-H07-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-H07-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-V01-W001::C007::C008
train_rolling_origin,rolling_04,,train,P-V01-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-V01-W003::C007::C008
train_rolling_origin,rolling_04,,train,P-V01-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-V01-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-V01-W006::C007::C008
train_rolling_origin,rolling_04,,train,P-V01-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-V02-W001::C007::C008
train_rolling_origin,rolling_04,,train,P-V02-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-V02-W003::C007::C008
train_rolling_origin,rolling_04,,train,P-V02-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-V02-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-V02-W006::C007::C008
train_rolling_origin,rolling_04,,train,P-V02-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-V03-W001::C007::C008
train_rolling_origin,rolling_04,,train,P-V03-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-V03-W003::C007::C008
train_rolling_origin,rolling_04,,train,P-V03-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-V03-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-V03-W006::C007::C008
train_rolling_origin,rolling_04,,train,P-V03-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-V04-W001::C007::C008
train_rolling_origin,rolling_04,,train,P-V04-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-V04-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-V04-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-V04-W006::C007::C008
train_rolling_origin,rolling_04,,train,P-V04-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-V05-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-V05-W003::C007::C008
train_rolling_origin,rolling_04,,train,P-V05-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-V05-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-V05-W006::C007::C008
train_rolling_origin,rolling_04,,train,P-V05-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-V06-W001::C007::C008
train_rolling_origin,rolling_04,,train,P-V06-W002::C007::C008
train_rolling_origin,rolling_04,,train,P-V06-W004::C007::C008
train_rolling_origin,rolling_04,,train,P-V06-W005::C007::C008
train_rolling_origin,rolling_04,,train,P-V06-W006::C007::C008
train_rolling_origin,rolling_04,,train,P-V06-W007::C007::C008
train_rolling_origin,rolling_04,,train,P-D01-W001::C008::C009
train_rolling_origin,rolling_04,,train,P-D01-W002::C008::C009
train_rolling_origin,rolling_04,,train,P-D01-W005::C008::C009
train_rolling_origin,rolling_04,,train,P-D01-W006::C008::C009
train_rolling_origin,rolling_04,,train,P-D01-W007::C008::C009
train_rolling_origin,rolling_04,,train,P-H03-W001::C008::C009
train_rolling_origin,rolling_04,,train,P-H03-W002::C008::C009
train_rolling_origin,rolling_04,,train,P-H03-W004::C008::C009
train_rolling_origin,rolling_04,,train,P-H03-W005::C008::C009
train_rolling_origin,rolling_04,,train,P-H03-W006::C008::C009
train_rolling_origin,rolling_04,,train,P-V01-W003::C008::C009
train_rolling_origin,rolling_04,,train,P-V01-W004::C008::C009
train_rolling_origin,rolling_04,,train,P-V01-W005::C008::C009
train_rolling_origin,rolling_04,,train,P-V01-W006::C008::C009
train_rolling_origin,rolling_04,,train,P-V01-W007::C008::C009
train_rolling_origin,rolling_04,,train,P-D01-W003::C008::C010
train_rolling_origin,rolling_04,,train,P-D01-W004::C008::C010
train_rolling_origin,rolling_04,,train,P-H01-W001::C008::C010
train_rolling_origin,rolling_04,,train,P-H01-W002::C008::C010
train_rolling_origin,rolling_04,,train,P-H01-W003::C008::C010
train_rolling_origin,rolling_04,,train,P-H01-W004::C008::C010
train_rolling_origin,rolling_04,,train,P-H01-W005::C008::C010
train_rolling_origin,rolling_04,,train,P-H01-W007::C008::C010
train_rolling_origin,rolling_04,,train,P-H02-W003::C008::C010
train_rolling_origin,rolling_04,,train,P-H02-W004::C008::C010
train_rolling_origin,rolling_04,,train,P-H02-W005::C008::C010
train_rolling_origin,rolling_04,,train,P-H02-W006::C008::C010
train_rolling_origin,rolling_04,,train,P-H02-W007::C008::C010
train_rolling_origin,rolling_04,,train,P-H03-W003::C008::C010
train_rolling_origin,rolling_04,,train,P-H03-W007::C008::C010
train_rolling_origin,rolling_04,,train,P-H04-W001::C008::C010
train_rolling_origin,rolling_04,,train,P-H04-W002::C008::C010
train_rolling_origin,rolling_04,,train,P-H04-W003::C008::C010
train_rolling_origin,rolling_04,,train,P-H04-W004::C008::C010
train_rolling_origin,rolling_04,,train,P-H04-W005::C008::C010
train_rolling_origin,rolling_04,,train,P-H04-W006::C008::C010
train_rolling_origin,rolling_04,,train,P-H04-W007::C008::C010
train_rolling_origin,rolling_04,,train,P-H05-W001::C008::C010
train_rolling_origin,rolling_04,,train,P-H05-W002::C008::C010
train_rolling_origin,rolling_04,,train,P-H05-W003::C008::C010
train_rolling_origin,rolling_04,,train,P-H05-W004::C008::C010
train_rolling_origin,rolling_04,,train,P-H05-W006::C008::C010
train_rolling_origin,rolling_04,,train,P-H05-W007::C008::C010
train_rolling_origin,rolling_04,,train,P-H06-W001::C008::C010
train_rolling_origin,rolling_04,,train,P-H06-W002::C008::C010
train_rolling_origin,rolling_04,,train,P-H06-W003::C008::C010
train_rolling_origin,rolling_04,,train,P-H06-W004::C008::C010
train_rolling_origin,rolling_04,,train,P-H06-W005::C008::C010
train_rolling_origin,rolling_04,,train,P-H06-W006::C008::C010
train_rolling_origin,rolling_04,,train,P-V01-W001::C008::C010
train_rolling_origin,rolling_04,,train,P-V01-W002::C008::C010
train_rolling_origin,rolling_04,,train,P-V02-W001::C008::C010
train_rolling_origin,rolling_04,,train,P-V02-W002::C008::C010
train_rolling_origin,rolling_04,,train,P-V02-W003::C008::C010
train_rolling_origin,rolling_04,,train,P-V02-W004::C008::C010
train_rolling_origin,rolling_04,,train,P-V02-W005::C008::C010
train_rolling_origin,rolling_04,,train,P-V02-W006::C008::C010
train_rolling_origin,rolling_04,,train,P-V02-W007::C008::C010
train_rolling_origin,rolling_04,,train,P-V03-W001::C008::C010
train_rolling_origin,rolling_04,,train,P-V03-W002::C008::C010
train_rolling_origin,rolling_04,,train,P-V03-W003::C008::C010
train_rolling_origin,rolling_04,,train,P-V03-W004::C008::C010
train_rolling_origin,rolling_04,,train,P-V03-W005::C008::C010
train_rolling_origin,rolling_04,,train,P-V03-W006::C008::C010
train_rolling_origin,rolling_04,,train,P-V03-W007::C008::C010
train_rolling_origin,rolling_04,,train,P-V04-W001::C008::C010
train_rolling_origin,rolling_04,,train,P-V04-W002::C008::C010
train_rolling_origin,rolling_04,,train,P-V04-W003::C008::C010
train_rolling_origin,rolling_04,,train,P-V04-W004::C008::C010
train_rolling_origin,rolling_04,,train,P-V04-W006::C008::C010
train_rolling_origin,rolling_04,,train,P-V04-W007::C008::C010
train_rolling_origin,rolling_04,,train,P-V05-W002::C008::C010
train_rolling_origin,rolling_04,,train,P-V05-W003::C008::C010
train_rolling_origin,rolling_04,,train,P-V05-W004::C008::C010
train_rolling_origin,rolling_04,,train,P-V05-W005::C008::C010
train_rolling_origin,rolling_04,,train,P-V05-W006::C008::C010
train_rolling_origin,rolling_04,,train,P-V05-W007::C008::C010
train_rolling_origin,rolling_04,,train,P-V06-W001::C008::C010
train_rolling_origin,rolling_04,,train,P-V06-W002::C008::C010
train_rolling_origin,rolling_04,,train,P-V06-W004::C008::C010
train_rolling_origin,rolling_04,,train,P-V06-W005::C008::C010
train_rolling_origin,rolling_04,,train,P-V06-W006::C008::C010
train_rolling_origin,rolling_04,,train,P-V06-W007::C008::C010
train_rolling_origin,rolling_04,,train,P-D01-W001::C009::C010
train_rolling_origin,rolling_04,,train,P-D01-W002::C009::C010
train_rolling_origin,rolling_04,,train,P-D01-W005::C009::C010
train_rolling_origin,rolling_04,,train,P-D01-W006::C009::C010
train_rolling_origin,rolling_04,,train,P-D01-W007::C009::C010
train_rolling_origin,rolling_04,,train,P-H03-W001::C009::C010
train_rolling_origin,rolling_04,,train,P-H03-W002::C009::C010
train_rolling_origin,rolling_04,,train,P-H03-W004::C009::C010
train_rolling_origin,rolling_04,,train,P-H03-W005::C009::C010
train_rolling_origin,rolling_04,,train,P-H03-W006::C009::C010
train_rolling_origin,rolling_04,,train,P-V01-W003::C009::C010
train_rolling_origin,rolling_04,,train,P-V01-W004::C009::C010
train_rolling_origin,rolling_04,,train,P-V01-W005::C009::C010
train_rolling_origin,rolling_04,,train,P-V01-W006::C009::C010
train_rolling_origin,rolling_04,,train,P-H04-W001::C010::C011
train_rolling_origin,rolling_04,,train,P-H04-W002::C010::C011
train_rolling_origin,rolling_04,,train,P-H04-W003::C010::C011
train_rolling_origin,rolling_04,,train,P-H04-W004::C010::C011
train_rolling_origin,rolling_04,,train,P-H04-W005::C010::C011
train_rolling_origin,rolling_04,,train,P-H04-W006::C010::C011
train_rolling_origin,rolling_04,,train,P-H04-W007::C010::C011
train_rolling_origin,rolling_04,,train,P-V02-W001::C010::C011
train_rolling_origin,rolling_04,,train,P-V02-W002::C010::C011
train_rolling_origin,rolling_04,,train,P-V02-W003::C010::C011
train_rolling_origin,rolling_04,,train,P-V02-W004::C010::C011
train_rolling_origin,rolling_04,,train,P-V02-W005::C010::C011
train_rolling_origin,rolling_04,,train,P-V02-W006::C010::C011
train_rolling_origin,rolling_04,,train,P-V02-W007::C010::C011
train_rolling_origin,rolling_04,,train,P-D01-W001::C010::C012
train_rolling_origin,rolling_04,,train,P-D01-W002::C010::C012
train_rolling_origin,rolling_04,,train,P-D01-W003::C010::C012
train_rolling_origin,rolling_04,,train,P-D01-W004::C010::C012
train_rolling_origin,rolling_04,,train,P-D01-W005::C010::C012
train_rolling_origin,rolling_04,,train,P-D01-W006::C010::C012
train_rolling_origin,rolling_04,,train,P-D01-W007::C010::C012
train_rolling_origin,rolling_04,,train,P-H01-W001::C010::C012
train_rolling_origin,rolling_04,,train,P-H01-W002::C010::C012
train_rolling_origin,rolling_04,,train,P-H01-W003::C010::C012
train_rolling_origin,rolling_04,,train,P-H01-W004::C010::C012
train_rolling_origin,rolling_04,,train,P-H01-W005::C010::C012
train_rolling_origin,rolling_04,,train,P-H01-W006::C010::C012
train_rolling_origin,rolling_04,,train,P-H01-W007::C010::C012
train_rolling_origin,rolling_04,,train,P-H02-W001::C010::C012
train_rolling_origin,rolling_04,,train,P-H02-W003::C010::C012
train_rolling_origin,rolling_04,,train,P-H02-W004::C010::C012
train_rolling_origin,rolling_04,,train,P-H02-W005::C010::C012
train_rolling_origin,rolling_04,,train,P-H02-W006::C010::C012
train_rolling_origin,rolling_04,,train,P-H02-W007::C010::C012
train_rolling_origin,rolling_04,,train,P-H03-W001::C010::C012
train_rolling_origin,rolling_04,,train,P-H03-W002::C010::C012
train_rolling_origin,rolling_04,,train,P-H03-W003::C010::C012
train_rolling_origin,rolling_04,,train,P-H03-W004::C010::C012
train_rolling_origin,rolling_04,,train,P-H03-W005::C010::C012
train_rolling_origin,rolling_04,,train,P-H03-W006::C010::C012
train_rolling_origin,rolling_04,,train,P-H03-W007::C010::C012
train_rolling_origin,rolling_04,,train,P-H05-W001::C010::C012
train_rolling_origin,rolling_04,,train,P-H05-W002::C010::C012
train_rolling_origin,rolling_04,,train,P-H05-W003::C010::C012
train_rolling_origin,rolling_04,,train,P-H05-W004::C010::C012
train_rolling_origin,rolling_04,,train,P-H05-W005::C010::C012
train_rolling_origin,rolling_04,,train,P-H05-W006::C010::C012
train_rolling_origin,rolling_04,,train,P-H05-W007::C010::C012
train_rolling_origin,rolling_04,,train,P-H06-W001::C010::C012
train_rolling_origin,rolling_04,,train,P-H06-W002::C010::C012
train_rolling_origin,rolling_04,,train,P-H06-W003::C010::C012
train_rolling_origin,rolling_04,,train,P-H06-W004::C010::C012
train_rolling_origin,rolling_04,,train,P-H06-W005::C010::C012
train_rolling_origin,rolling_04,,train,P-H06-W006::C010::C012
train_rolling_origin,rolling_04,,train,P-V01-W001::C010::C012
train_rolling_origin,rolling_04,,train,P-V01-W002::C010::C012
train_rolling_origin,rolling_04,,train,P-V01-W003::C010::C012
train_rolling_origin,rolling_04,,train,P-V01-W004::C010::C012
train_rolling_origin,rolling_04,,train,P-V01-W005::C010::C012
train_rolling_origin,rolling_04,,train,P-V01-W006::C010::C012
train_rolling_origin,rolling_04,,train,P-V03-W001::C010::C012
train_rolling_origin,rolling_04,,train,P-V03-W002::C010::C012
train_rolling_origin,rolling_04,,train,P-V03-W003::C010::C012
train_rolling_origin,rolling_04,,train,P-V03-W004::C010::C012
train_rolling_origin,rolling_04,,train,P-V03-W005::C010::C012
train_rolling_origin,rolling_04,,train,P-V03-W006::C010::C012
train_rolling_origin,rolling_04,,train,P-V03-W007::C010::C012
train_rolling_origin,rolling_04,,train,P-V04-W001::C010::C012
train_rolling_origin,rolling_04,,train,P-V04-W002::C010::C012
train_rolling_origin,rolling_04,,train,P-V04-W003::C010::C012
train_rolling_origin,rolling_04,,train,P-V04-W004::C010::C012
train_rolling_origin,rolling_04,,train,P-V04-W006::C010::C012
train_rolling_origin,rolling_04,,train,P-V04-W007::C010::C012
train_rolling_origin,rolling_04,,train,P-V05-W002::C010::C012
train_rolling_origin,rolling_04,,train,P-V05-W003::C010::C012
train_rolling_origin,rolling_04,,train,P-V05-W004::C010::C012
train_rolling_origin,rolling_04,,train,P-V05-W005::C010::C012
train_rolling_origin,rolling_04,,train,P-V05-W006::C010::C012
train_rolling_origin,rolling_04,,train,P-V05-W007::C010::C012
train_rolling_origin,rolling_04,,train,P-V06-W001::C010::C012
train_rolling_origin,rolling_04,,train,P-V06-W002::C010::C012
train_rolling_origin,rolling_04,,train,P-V06-W003::C010::C012
train_rolling_origin,rolling_04,,train,P-V06-W004::C010::C012
train_rolling_origin,rolling_04,,train,P-V06-W006::C010::C012
train_rolling_origin,rolling_04,,train,P-V06-W007::C010::C012
train_rolling_origin,rolling_04,,train,P-H04-W001::C011::C012
train_rolling_origin,rolling_04,,train,P-H04-W002::C011::C012
train_rolling_origin,rolling_04,,train,P-H04-W003::C011::C012
train_rolling_origin,rolling_04,,train,P-H04-W004::C011::C012
train_rolling_origin,rolling_04,,train,P-H04-W005::C011::C012
train_rolling_origin,rolling_04,,train,P-H04-W006::C011::C012
train_rolling_origin,rolling_04,,train,P-H04-W007::C011::C012
train_rolling_origin,rolling_04,,train,P-V02-W001::C011::C012
train_rolling_origin,rolling_04,,train,P-V02-W003::C011::C012
train_rolling_origin,rolling_04,,train,P-V02-W004::C011::C012
train_rolling_origin,rolling_04,,train,P-V02-W005::C011::C012
train_rolling_origin,rolling_04,,train,P-V02-W006::C011::C012
train_rolling_origin,rolling_04,,train,P-V02-W007::C011::C012
train_rolling_origin,rolling_04,,train,P-H04-W001::C012::C013
train_rolling_origin,rolling_04,,train,P-H04-W002::C012::C013
train_rolling_origin,rolling_04,,train,P-H04-W003::C012::C013
train_rolling_origin,rolling_04,,train,P-H04-W004::C012::C013
train_rolling_origin,rolling_04,,train,P-H04-W005::C012::C013
train_rolling_origin,rolling_04,,train,P-H04-W006::C012::C013
train_rolling_origin,rolling_04,,train,P-H04-W007::C012::C013
train_rolling_origin,rolling_04,,train,P-V06-W001::C012::C013
train_rolling_origin,rolling_04,,train,P-V06-W002::C012::C013
train_rolling_origin,rolling_04,,train,P-V06-W004::C012::C013
train_rolling_origin,rolling_04,,train,P-V06-W006::C012::C013
train_rolling_origin,rolling_04,,train,P-V06-W007::C012::C013
train_rolling_origin,rolling_04,,train,P-D01-W001::C012::C014
train_rolling_origin,rolling_04,,train,P-D01-W002::C012::C014
train_rolling_origin,rolling_04,,train,P-D01-W003::C012::C014
train_rolling_origin,rolling_04,,train,P-D01-W004::C012::C014
train_rolling_origin,rolling_04,,train,P-D01-W005::C012::C014
train_rolling_origin,rolling_04,,train,P-D01-W006::C012::C014
train_rolling_origin,rolling_04,,train,P-D01-W007::C012::C014
train_rolling_origin,rolling_04,,train,P-H01-W001::C012::C014
train_rolling_origin,rolling_04,,train,P-H01-W002::C012::C014
train_rolling_origin,rolling_04,,train,P-H01-W003::C012::C014
train_rolling_origin,rolling_04,,train,P-H01-W004::C012::C014
train_rolling_origin,rolling_04,,train,P-H01-W005::C012::C014
