sample_id,point_id,profile_id,current_campaign_id,current_date,target_campaign_id,target_date,split,forecast_horizon_days,observed_next_increment_mm,observed_next_rate_mm_y,hidden_true_next_increment_mm,hidden_true_next_rate_mm_y,target_sigma_increment_mm,target_sigma_rate_mm_y
P-H03-W001::C010::C012,P-H03-W001,P-H03,C010,2020-10-20,C012,2021-05-18,train,210,32.07938059,55.79520838332143,30.34030583,52.7704605,0.9936127383494175,1.728176441343451
P-H03-W001::C012::C014,P-H03-W001,P-H03,C012,2021-05-18,C014,2021-11-02,train,168,22.15794097,48.173737733883925,23.72774379,51.58665726,0.9742601859509878,2.1181460292773706
P-H03-W001::C014::C016,P-H03-W001,P-H03,C014,2021-11-02,C016,2022-05-17,train,196,25.19091753,46.94378891751275,24.4482476,45.55980835,0.9781976827082992,1.82289134494493
P-H03-W001::C016::C017,P-H03-W001,P-H03,C016,2022-05-17,C017,2022-07-19,train,63,6.995133682,40.55512027540476,7.176022153,41.60384272,0.9860270216715197,5.716609042309882
P-H03-W001::C017::C018,P-H03-W001,P-H03,C017,2022-07-19,C018,2022-10-18,train,91,9.340818484,37.49158188220879,10.28741859,41.29098504,1.4544090956347657,5.837614529457122
P-H03-W001::C018::C020,P-H03-W001,P-H03,C018,2022-10-18,C020,2023-05-16,train,210,22.7915301,39.640982709642856,22.00385364,38.2709883,1.4533946653745589,2.527868578705036
P-H03-W001::C020::C021,P-H03-W001,P-H03,C020,2023-05-16,C021,2023-07-25,train,70,6.382714707,33.30409352473929,6.80069108,35.48503453,1.0009437600060251,5.222781547745724
P-H03-W001::C021::C022,P-H03-W001,P-H03,C021,2023-07-25,C022,2023-11-07,train,105,11.41571697,39.710386888500004,9.947944967,34.60463714,1.4032732432861366,4.881386210573918
P-H03-W001::C022::C024,P-H03-W001,P-H03,C022,2023-11-07,C024,2024-05-14,validation,189,16.11996232,31.152466864444442,16.70075291,32.27486772,1.486961500259043,2.873612105659341
P-H03-W001::C024::C025,P-H03-W001,P-H03,C024,2024-05-14,C025,2024-07-09,validation,56,4.298564431,28.036618900406253,5.124716925,33.42505102,1.1106401942831947,7.243952338606015
P-H03-W001::C025::C029,P-H03-W001,P-H03,C025,2024-07-09,C029,2025-11-04,test,483,39.96545154,30.222321273260867,38.91365912,29.42694409,0.9813541348329882,0.7421109684218403
P-H03-W002::C003::C005,P-H03-W002,P-H03,C003,2018-10-16,C005,2019-05-14,train,210,43.13528623,75.02458712146428,42.17675689,73.35743073,1.4119304940767257,2.4557505379120195
P-H03-W002::C005::C006,P-H03-W002,P-H03,C005,2019-05-14,C006,2019-08-27,train,105,19.12593548,66.53093270542857,19.83963963,69.01360355,1.5649663708023065,5.443847304148023
P-H03-W002::C006::C007,P-H03-W002,P-H03,C006,2019-08-27,C007,2019-11-05,train,70,11.44986823,59.743776728678576,11.75666597,61.34460353,1.5455001473243106,8.064198983002921
P-H03-W002::C007::C008,P-H03-W002,P-H03,C007,2019-11-05,C008,2020-04-21,train,168,24.4912693,53.24664352276785,25.18107346,54.74635168,1.6775645296353339,3.647205026483962
P-H03-W002::C008::C009,P-H03-W002,P-H03,C008,2020-04-21,C009,2020-06-02,train,42,6.198780064,53.907248056571426,6.210176542,54.00635671,1.3919394326923094,12.104901852163477
P-H03-W002::C009::C010,P-H03-W002,P-H03,C009,2020-06-02,C010,2020-10-20,train,140,20.99876016,54.784265346,21.02167439,54.84404694,1.0503970642865006,2.740410912361745
P-H03-W002::C010::C012,P-H03-W002,P-H03,C010,2020-10-20,C012,2021-05-18,train,210,31.16994133,54.21343367039285,29.35022266,51.04842299,1.0278438622012307,1.7877141460428547
P-H03-W002::C012::C016,P-H03-W002,P-H03,C012,2021-05-18,C016,2022-05-17,train,364,47.05219059,47.2137709148283,47.5988865,47.76234421,1.010355098328401,1.0138247243528804
P-H03-W002::C016::C017,P-H03-W002,P-H03,C016,2022-05-17,C017,2022-07-19,train,63,8.32496862,48.264996642142854,8.089737186,46.9012144,1.016532477946686,5.893468056667095
P-H03-W002::C017::C018,P-H03-W002,P-H03,C017,2022-07-19,C018,2022-10-18,train,91,10.61129441,42.5909371785989,11.07290531,44.44372157,1.4978307716497885,6.011897685110827
P-H03-W002::C018::C020,P-H03-W002,P-H03,C018,2022-10-18,C020,2023-05-16,train,210,21.22343412,36.913615773000004,21.63676082,37.632509,1.497863062312567,2.6052118262365007
P-H03-W002::C020::C021,P-H03-W002,P-H03,C020,2023-05-16,C021,2023-07-25,train,70,7.691056459,40.13083388071072,7.598262727,39.64664944,1.0332583397117763,5.391394408281804
P-H03-W002::C021::C022,P-H03-W002,P-H03,C021,2023-07-25,C022,2023-11-07,train,105,9.947740204,34.60392485248572,8.789273654,30.57411621,1.3667786710072924,4.7544372341467955
P-H03-W002::C022::C024,P-H03-W002,P-H03,C022,2023-11-07,C024,2024-05-14,validation,189,14.9202458,28.83396708174603,15.07946638,29.14166717,1.455201003894755,2.812233686098197
P-H03-W002::C024::C025,P-H03-W002,P-H03,C024,2024-05-14,C025,2024-07-09,validation,56,3.932413689,25.648466069772322,5.258255219,34.29603069,1.1456889847529277,7.472551815732265
P-H03-W002::C025::C027,P-H03-W002,P-H03,C025,2024-07-09,C027,2025-07-22,test,378,24.30425497,23.484468592043648,25.13823851,24.29032174,1.1459877697422807,1.107333420366053
P-H03-W002::C027::C029,P-H03-W002,P-H03,C027,2025-07-22,C029,2025-11-04,test,105,7.834088311,27.25143576755,6.587203021,22.91405622,1.1492873810675333,3.9978782469992047
P-H03-W003::C003::C005,P-H03-W003,P-H03,C003,2018-10-16,C005,2019-05-14,train,210,46.88952734,81.55428505207144,45.87032955,79.7816089,1.424055634283367,2.476839621057142
P-H03-W003::C005::C006,P-H03-W003,P-H03,C005,2019-05-14,C006,2019-08-27,train,105,20.17458471,70.1787339555,20.47526965,71.22468799,1.5772242252686022,5.486487126470066
P-H03-W003::C006::C007,P-H03-W003,P-H03,C006,2019-08-27,C007,2019-11-05,train,70,11.79862548,61.56354223671429,12.38003936,64.59727681,1.5586311101335297,8.132714471089596
P-H03-W003::C007::C008,P-H03-W003,P-H03,C007,2019-11-05,C008,2020-04-21,train,168,28.93946826,62.917504654553575,29.39730712,63.91289539,1.6951308485628327,3.685396085937944
P-H03-W003::C008::C010,P-H03-W003,P-H03,C008,2020-04-21,C010,2020-10-20,train,182,26.5853279,53.353247337774725,26.63697677,53.4568998,1.4051979025854056,2.8200468896665902
P-H03-W003::C010::C012,P-H03-W003,P-H03,C010,2020-10-20,C012,2021-05-18,train,210,31.7511042,55.224241947857145,29.94344463,52.08020548,1.0378229596035398,1.8050706475961567
P-H03-W003::C012::C014,P-H03-W003,P-H03,C012,2021-05-18,C014,2021-11-02,train,168,18.80600274,40.886264885625,20.41469516,44.38373456,1.0182508516633657,2.2137864498216926
P-H03-W003::C014::C016,P-H03-W003,P-H03,C014,2021-11-02,C016,2022-05-17,train,196,23.53357708,43.85530116566327,22.95963318,42.78574499,1.0204355592130099,1.9016024898089379
P-H03-W003::C016::C018,P-H03-W003,P-H03,C016,2022-05-17,C018,2022-10-18,train,154,16.99275277,40.302616553522725,16.45536048,39.02805465,1.5083984812414661,3.577548995282114
P-H03-W003::C018::C020,P-H03-W003,P-H03,C018,2022-10-18,C020,2023-05-16,train,210,20.19265837,35.120802236392855,20.91432745,36.37599096,1.510189564659843,2.626651135676227
P-H03-W003::C020::C021,P-H03-W003,P-H03,C020,2023-05-16,C021,2023-07-25,train,70,6.59083868,34.390054683857144,5.98327492,31.21987378,1.0424487854042226,5.4393488409841755
P-H03-W003::C021::C022,P-H03-W003,P-H03,C021,2023-07-25,C022,2023-11-07,train,105,8.577403563,29.837110965578574,8.076495181,28.09466538,1.3473378653995445,4.686811003211273
P-H03-W003::C022::C024,P-H03-W003,P-H03,C022,2023-11-07,C024,2024-05-14,validation,189,15.66445082,30.27217281484127,15.48560506,29.92654628,1.4372521647341354,2.7775468421647775
P-H03-W003::C024::C029,P-H03-W003,P-H03,C024,2024-05-14,C029,2025-11-04,test,539,36.69241873,24.864389501173466,37.75392341,25.58371155,1.1597279474545137,0.7858824356359204
P-H03-W004::C003::C005,P-H03-W004,P-H03,C003,2018-10-16,C005,2019-05-14,train,210,49.25140542,85.6622658555,47.96442836,83.42384504,1.4321841872849572,2.490977497170622
P-H03-W004::C005::C006,P-H03-W004,P-H03,C005,2019-05-14,C006,2019-08-27,train,105,21.33665906,74.22109258728571,21.77775493,75.75547609,1.5846293198477917,5.512246276899104
P-H03-W004::C006::C007,P-H03-W004,P-H03,C006,2019-08-27,C007,2019-11-05,train,70,13.67079786,71.33227026235714,13.75795378,71.78703742,1.568193850242577,8.182611482872874
P-H03-W004::C007::C008,P-H03-W004,P-H03,C007,2019-11-05,C008,2020-04-21,train,168,27.4177165,59.60905328348214,28.68830707,62.37145332,1.710161912950923,3.7180752303888367
P-H03-W004::C008::C009,P-H03-W004,P-H03,C008,2020-04-21,C009,2020-06-02,train,42,8.321530232,72.36759326757144,7.640401353,66.44420462,1.4190004395237639,12.340235965144162
P-H03-W004::C009::C010,P-H03-W004,P-H03,C009,2020-06-02,C010,2020-10-20,train,140,23.46410192,61.216165902,23.64768144,61.69511177,1.064975735336926,2.7784456237986586
P-H03-W004::C010::C012,P-H03-W004,P-H03,C010,2020-10-20,C012,2021-05-18,train,210,30.92748859,53.79173908332143,28.66908976,49.86373826,1.04580882209215,1.8189603441388467
P-H03-W004::C012::C014,P-H03-W004,P-H03,C012,2021-05-18,C014,2021-11-02,train,168,18.1904883,39.54807054508928,20.60876675,44.805667,1.0284201463882683,2.2358955861209227
P-H03-W004::C014::C016,P-H03-W004,P-H03,C014,2021-11-02,C016,2022-05-17,train,196,22.12902169,41.23788353200255,21.53530176,40.13147433,1.0298909509707102,1.9192228053165914
P-H03-W004::C016::C017,P-H03-W004,P-H03,C016,2022-05-17,C017,2022-07-19,train,63,8.514481297,49.36371894808333,7.744698365,44.90081076,1.0295844039365676,5.969138151394147
P-H03-W004::C017::C018,P-H03-W004,P-H03,C017,2022-07-19,C018,2022-10-18,train,91,10.70649212,42.973035679450554,10.15094173,40.74320295,1.5176878894342594,6.091598918855641
P-H03-W004::C018::C020,P-H03-W004,P-H03,C018,2022-10-18,C020,2023-05-16,train,210,21.94394552,38.166790958,23.66549023,41.16104908,1.51890545384446,2.6418105572223287
P-H03-W004::C020::C021,P-H03-W004,P-H03,C020,2023-05-16,C021,2023-07-25,train,70,7.930627512,41.38088141082857,6.760990534,35.27788275,1.0493874200261597,5.475553645207926
P-H03-W004::C021::C022,P-H03-W004,P-H03,C021,2023-07-25,C022,2023-11-07,train,105,10.6822281,37.158893462142856,9.809215012,34.12205508,1.3164666379238184,4.579423233349282
P-H03-W004::C022::C024,P-H03-W004,P-H03,C022,2023-11-07,C024,2024-05-14,validation,189,13.25908851,25.62371469988095,14.2977491,27.6309675,1.4077078770953413,2.7204513339104412
P-H03-W004::C024::C025,P-H03-W004,P-H03,C024,2024-05-14,C025,2024-07-09,validation,56,4.705940149,30.693654275397318,5.279241261,34.4329084,1.162663448770054,7.583264726129683
P-H03-W004::C025::C027,P-H03-W004,P-H03,C025,2024-07-09,C027,2025-07-22,test,378,25.89862798,25.02506314734127,26.98243099,26.07230931,1.162531336562647,1.1233189700516053
P-H03-W004::C027::C029,P-H03-W004,P-H03,C027,2025-07-22,C029,2025-11-04,test,105,6.328135723,22.01287212215,5.230109544,18.19330963,1.168163108266463,4.063538812326911
P-H03-W005::C003::C005,P-H03-W005,P-H03,C003,2018-10-16,C005,2019-05-14,train,210,48.01821258,83.51739116592856,47.19823275,82.09121195,1.4218666011497363,2.4730322669997196
P-H03-W005::C005::C006,P-H03-W005,P-H03,C005,2019-05-14,C006,2019-08-27,train,105,19.37132749,67.38454634021429,20.36236026,70.83192461,1.570708011361766,5.463820010951286
P-H03-W005::C006::C007,P-H03-W005,P-H03,C006,2019-08-27,C007,2019-11-05,train,70,13.67520639,71.35527334210714,13.25668225,69.17147417,1.560249815333509,8.141160643579488
P-H03-W005::C007::C008,P-H03-W005,P-H03,C007,2019-11-05,C008,2020-04-21,train,168,30.1113079,65.46520958616071,31.08452209,67.58108151,1.7091349246258565,3.7158424477356786
P-H03-W005::C008::C009,P-H03-W005,P-H03,C008,2020-04-21,C009,2020-06-02,train,42,7.717617327,67.115707825875,7.090374932,61.66093914,1.4174022317100323,12.326337265049746
P-H03-W005::C009::C010,P-H03-W005,P-H03,C009,2020-06-02,C010,2020-10-20,train,140,21.59050502,56.32808541825,21.55163841,56.2266852,1.059943834016043,2.765317752673998
P-H03-W005::C010::C012,P-H03-W005,P-H03,C010,2020-10-20,C012,2021-05-18,train,210,33.62717106,58.487258236500004,31.58167849,54.92956223,1.04285992336057,1.8138313667021342
P-H03-W005::C012::C014,P-H03-W005,P-H03,C012,2021-05-18,C014,2021-11-02,train,168,19.41129089,42.202226176026784,21.48109461,46.70220122,1.028281068936775,2.2355932168402206
P-H03-W005::C014::C016,P-H03-W005,P-H03,C014,2021-11-02,C016,2022-05-17,train,196,24.1519682,45.0076856380102,24.61553928,45.8715598,1.028646535512027,1.9169038117131012
P-H03-W005::C016::C018,P-H03-W005,P-H03,C016,2022-05-17,C018,2022-10-18,train,154,17.69232777,41.961835831120126,15.89805535,37.7062644,1.5106938434473725,3.582993028046447
P-H03-W005::C018::C020,P-H03-W005,P-H03,C018,2022-10-18,C020,2023-05-16,train,210,19.85815465,34.53900469482143,21.54151397,37.46684752,1.510328384057358,2.6268925822711906
P-H03-W005::C020::C021,P-H03-W005,P-H03,C020,2023-05-16,C021,2023-07-25,train,70,6.663671302,34.77008490079286,5.694400045,29.71256595,1.0448822135948552,5.452046121650298
P-H03-W005::C021::C022,P-H03-W005,P-H03,C021,2023-07-25,C022,2023-11-07,train,105,9.69015996,33.70791357514286,9.065572853,31.53524271,1.2575617784770883,4.374518472273872
P-H03-W005::C022::C024,P-H03-W005,P-H03,C022,2023-11-07,C024,2024-05-14,validation,189,16.04628598,31.010084413730162,16.64342428,32.16407787,1.3487769921147243,2.6065650601582173
P-H03-W005::C024::C025,P-H03-W005,P-H03,C024,2024-05-14,C025,2024-07-09,validation,56,3.645165105,23.77493847502232,4.172496123,27.21436088,1.1568510026016083,7.5453540839328115
P-H03-W005::C025::C027,P-H03-W005,P-H03,C025,2024-07-09,C027,2025-07-22,test,378,27.51178872,26.58381171952381,28.06986784,27.12306674,1.1536250031132746,1.114713048643184
P-H03-W005::C027::C029,P-H03-W005,P-H03,C027,2025-07-22,C029,2025-11-04,test,105,6.283570972,21.857850452599997,6.170142588,21.46328172,1.161790817036672,4.0413723421204235
P-H03-W006::C003::C005,P-H03-W006,P-H03,C003,2018-10-16,C005,2019-05-14,train,210,51.21408896,89.0759332982857,50.33975756,87.55522119,1.4121356986348652,2.4561074472684976
P-H03-W006::C005::C006,P-H03-W006,P-H03,C005,2019-05-14,C006,2019-08-27,train,105,24.61444609,85.62310889878572,25.22600102,87.75044642,1.5591389101624293,5.423576066065022
P-H03-W006::C006::C007,P-H03-W006,P-H03,C006,2019-08-27,C007,2019-11-05,train,70,15.32665823,79.9723131215357,15.5507699,81.14169578,1.551314862934931,8.094539338385479
P-H03-W006::C007::C008,P-H03-W006,P-H03,C007,2019-11-05,C008,2020-04-21,train,168,31.0580029,67.52342594776786,31.69581999,68.91010864,1.7019361743165398,3.7001915932685487
P-H03-W006::C008::C009,P-H03-W006,P-H03,C008,2020-04-21,C009,2020-06-02,train,42,8.478653961,73.73400855369641,7.916509856,68.8453625,1.411008024696469,12.270730500485364
P-H03-W006::C009::C010,P-H03-W006,P-H03,C009,2020-06-02,C010,2020-10-20,train,140,25.18612717,65.70880677744643,25.32323068,66.06650004,1.0542244508176533,2.7503962904367705
P-H03-W006::C010::C012,P-H03-W006,P-H03,C010,2020-10-20,C012,2021-05-18,train,210,34.98159607,60.84299030746429,33.10353832,57.57651129,1.0375995211789644,1.8046820243362702
P-H03-W006::C012::C014,P-H03-W006,P-H03,C012,2021-05-18,C014,2021-11-02,train,168,23.20890855,50.45865385647321,24.74576454,53.79994343,1.023743620140852,2.225728317002656
P-H03-W006::C014::C016,P-H03-W006,P-H03,C014,2021-11-02,C016,2022-05-17,train,196,23.14194462,43.12548608395408,23.5169443,43.82430565,1.023760854259895,1.9077992449919727
P-H03-W006::C016::C017,P-H03-W006,P-H03,C016,2022-05-17,C017,2022-07-19,train,63,9.351379221,54.21573429317857,7.685450455,44.55731395,1.01720184290322,5.897348779688906
P-H03-W006::C017::C018,P-H03-W006,P-H03,C017,2022-07-19,C018,2022-10-18,train,91,11.01850413,44.225369598708795,11.42831977,45.8702615,1.501006906647045,6.024645853327838
P-H03-W006::C018::C020,P-H03-W006,P-H03,C018,2022-10-18,C020,2023-05-16,train,210,21.33675869,37.11071957867857,22.4311355,39.01415354,1.5013862885729323,2.6113397233393503
P-H03-W006::C020::C021,P-H03-W006,P-H03,C020,2023-05-16,C021,2023-07-25,train,70,8.531161466,44.51438179223572,7.54976881,39.39361511,1.0391510262077135,5.4221416046052475
P-H03-W006::C021::C022,P-H03-W006,P-H03,C021,2023-07-25,C022,2023-11-07,train,105,13.01711681,45.28097061764285,12.88885367,44.83479813,1.236161957621417,4.300077666868786
P-H03-W006::C022::C024,P-H03-W006,P-H03,C022,2023-11-07,C024,2024-05-14,validation,189,16.27602032,31.454055142222224,17.12148069,33.08794087,1.3267429826307595,2.5639834624649995
P-H03-W006::C024::C029,P-H03-W006,P-H03,C024,2024-05-14,C029,2025-11-04,test,539,41.77026001,28.305357084698517,42.36397138,28.7076819,1.1592698263735692,0.7855719927327387
P-H03-W007::C003::C005,P-H03-W007,P-H03,C003,2018-10-16,C005,2019-05-14,train,210,11.0713545,19.256248719642855,10.33197932,17.97026404,1.3602470973406495,2.365858344303201
P-H03-W007::C005::C006,P-H03-W007,P-H03,C005,2019-05-14,C006,2019-08-27,train,105,4.039019318,14.050017199042859,5.087231946,17.6962997,1.4991457353781528,5.214885522351145
P-H03-W007::C006::C007,P-H03-W007,P-H03,C006,2019-08-27,C007,2019-11-05,train,70,4.272687301,22.294271952717857,3.719955896,19.41019844,1.5021935208661856,7.838231192805347
P-H03-W007::C007::C008,P-H03-W007,P-H03,C007,2019-11-05,C008,2020-04-21,train,168,8.61793091,18.73630514808036,9.281781693,20.17958788,1.6568523829674175,3.602174600469341
P-H03-W007::C008::C010,P-H03-W007,P-H03,C008,2020-04-21,C010,2020-10-20,train,182,9.660876987,19.388106151108516,9.405525844,18.87565008,1.3744284692438387,2.7582966944577585
P-H03-W007::C010::C012,P-H03-W007,P-H03,C010,2020-10-20,C012,2021-05-18,train,210,13.4859858,23.455982444999997,12.12090525,21.08171735,1.0068985905061532,1.7512843342017734
P-H03-W007::C012::C014,P-H03-W007,P-H03,C012,2021-05-18,C014,2021-11-02,train,168,9.359501068,20.348558125517858,10.42880218,22.67333332,0.9947655246650117,2.1627268326422353
P-H03-W007::C014::C016,P-H03-W007,P-H03,C014,2021-11-02,C016,2022-05-17,train,196,17.92107636,33.39629153311225,18.97040609,35.3517389,0.9936844373034632,1.8517512281892345
P-H03-W007::C016::C020,P-H03-W007,P-H03,C016,2022-05-17,C020,2023-05-16,train,364,85.00276485,85.29466994907281,84.7857136,85.07687333,0.981512232749457,0.9848828104718109
P-H03-W007::C020::C021,P-H03-W007,P-H03,C020,2023-05-16,C021,2023-07-25,train,70,25.78071359,134.52008055353573,24.73655988,129.0718357,1.0070352066382122,5.254565846065814
P-H03-W007::C021::C022,P-H03-W007,P-H03,C021,2023-07-25,C022,2023-11-07,train,105,39.58979177,137.71591851421428,39.22344968,136.4415714,1.1605923611123392,4.037203427583637
P-H03-W007::C022::C024,P-H03-W007,P-H03,C022,2023-11-07,C024,2024-05-14,validation,189,72.63121403,140.36270330400794,73.16832151,141.4006848,1.2469833512233113,2.4098448097053673
P-H03-W007::C024::C025,P-H03-W007,P-H03,C024,2024-05-14,C025,2024-07-09,validation,56,21.57992908,140.7512338655357,21.63104715,141.0846424,1.1181714887641054,7.293073861983742
P-H03-W007::C025::C027,P-H03-W007,P-H03,C025,2024-07-09,C027,2025-07-22,test,378,144.5502955,139.67459108829365,145.5426853,140.6335074,1.1154443425814815,1.0778202278515507
P-H03-W007::C027::C029,P-H03-W007,P-H03,C027,2025-07-22,C029,2025-11-04,test,105,40.85606005,142.12072317392858,40.6305655,141.3363243,1.1232653727368893,3.9073588323061794
P-H04-W001::C007::C008,P-H04-W001,P-H04,C007,2019-11-05,C008,2020-04-21,train,168,12.99380264,28.2499191325,13.28407539,28.88100318,1.243729979567977,2.7040022323643074
P-H04-W001::C008::C010,P-H04-W001,P-H04,C008,2020-04-21,C010,2020-10-20,train,182,18.88393767,37.89757271410715,17.12554883,34.3687182,1.24361034055023,2.4957619609119313
P-H04-W001::C010::C011,P-H04-W001,P-H04,C010,2020-10-20,C011,2021-01-26,train,98,6.900574876,25.71872421896939,6.715369878,25.02845763,0.9994404093117161,3.72495519899086
P-H04-W001::C011::C012,P-H04-W001,P-H04,C011,2021-01-26,C012,2021-05-18,train,112,7.681046259,25.049126304462053,9.39414128,30.63580449,1.1766533609231455,3.8372557149748117
P-H04-W001::C012::C013,P-H04-W001,P-H04,C012,2021-05-18,C013,2021-07-13,train,56,4.789237213,31.236944500861608,5.705161679,37.21089827,1.1983201771773944,7.81582936989363
P-H04-W001::C013::C014,P-H04-W001,P-H04,C013,2021-07-13,C014,2021-11-02,train,112,9.198314014,29.997180300120533,8.185596955,26.69454721,1.0170297359734348,3.316697420216938
P-H04-W001::C014::C015,P-H04-W001,P-H04,C014,2021-11-02,C015,2022-03-01,train,119,8.20051668,25.17007325521008,6.99273823,21.46300537,1.0153642562887106,3.116485668986988
P-H04-W001::C015::C016,P-H04-W001,P-H04,C015,2022-03-01,C016,2022-05-17,train,77,6.209918689,29.456789625418832,4.761202099,22.58479307,1.0294559213298895,4.883230847607041
P-H04-W001::C016::C018,P-H04-W001,P-H04,C016,2022-05-17,C018,2022-10-18,train,154,4.012912622,9.517638540165585,7.193000559,17.06002243,1.128035953949443,2.675422936233987
P-H04-W001::C018::C020,P-H04-W001,P-H04,C018,2022-10-18,C020,2023-05-16,train,210,12.99624063,22.604175667178573,12.72540668,22.13311805,1.266900322366862,2.2035016321166494
P-H04-W001::C020::C022,P-H04-W001,P-H04,C020,2023-05-16,C022,2023-11-07,train,175,12.56793977,26.231085719957147,15.11455124,31.54622766,1.5786368390587844,3.29484060266412
P-H04-W001::C022::C024,P-H04-W001,P-H04,C022,2023-11-07,C024,2024-05-14,validation,189,31.80040136,61.455537548888884,28.70654339,55.47653425,1.5219834513399568,2.9412934158831705
P-H04-W001::C024::C025,P-H04-W001,P-H04,C024,2024-05-14,C025,2024-07-09,validation,56,13.00923726,84.85042695026786,13.57344491,88.53037062,1.209324644194082,7.887604040926579
P-H04-W001::C025::C028,P-H04-W001,P-H04,C025,2024-07-09,C028,2025-08-26,test,413,143.9286886,127.28802302941887,142.9889327,126.4569193,1.4226187634691672,1.2581392333102017
P-H04-W001::C028::C029,P-H04-W001,P-H04,C028,2025-08-26,C029,2025-11-04,test,70,28.25433811,147.42709992396428,28.9955711,151.2947478,1.3566588541453375,7.078852092522636
P-H04-W002::C007::C008,P-H04-W002,P-H04,C007,2019-11-05,C008,2020-04-21,train,168,13.81745117,30.040619284776785,13.93930711,30.30554716,1.2766249632692903,2.7755194513935018
P-H04-W002::C008::C010,P-H04-W002,P-H04,C008,2020-04-21,C010,2020-10-20,train,182,20.46871657,41.07801498457418,18.67922151,37.48673438,1.2773557207949826,2.5634844891228976
P-H04-W002::C010::C011,P-H04-W002,P-H04,C010,2020-10-20,C011,2021-01-26,train,98,8.47007202,31.568304135765302,8.095680922,30.17293323,1.0321034394465036,3.8466916454881166
P-H04-W002::C011::C012,P-H04-W002,P-H04,C011,2021-01-26,C012,2021-05-18,train,112,7.748675195,25.269675133694196,9.630826869,31.40767423,1.2098664623293016,3.945568976480155
P-H04-W002::C012::C013,P-H04-W002,P-H04,C012,2021-05-18,C013,2021-07-13,train,56,4.784276807,31.204591138513397,5.47257071,35.69386521,1.2276380983642976,8.007050275492139
P-H04-W002::C013::C014,P-H04-W002,P-H04,C013,2021-07-13,C014,2021-11-02,train,112,10.14322294,33.07868016816964,9.100709857,29.67887746,1.045379285404066,3.4091498570878134
P-H04-W002::C014::C015,P-H04-W002,P-H04,C014,2021-11-02,C015,2022-03-01,train,119,8.252078616,25.328333735243696,7.450421665,22.86778583,1.0454745605277642,3.2089040607795454
P-H04-W002::C015::C016,P-H04-W002,P-H04,C015,2022-03-01,C016,2022-05-17,train,77,7.689251902,36.47401632734415,5.642910837,26.7671842,1.0555218481051247,5.006874740524634
P-H04-W002::C016::C017,P-H04-W002,P-H04,C016,2022-05-17,C017,2022-07-19,train,63,1.757199105,10.187571001607143,5.185832416,30.06548079,1.0429800704942425,6.046801122984477
P-H04-W002::C017::C018,P-H04-W002,P-H04,C017,2022-07-19,C018,2022-10-18,train,91,32.81411402,131.70719940445053,32.85470761,131.8701314,1.1810548703255197,4.740442762487869
P-H04-W002::C018::C020,P-H04-W002,P-H04,C018,2022-10-18,C020,2023-05-16,train,210,46.97447928,81.70204074771429,47.04748921,81.82902588,1.3393254490759536,2.329469620357105
P-H04-W002::C020::C022,P-H04-W002,P-H04,C020,2023-05-16,C022,2023-11-07,train,175,36.26977717,75.70020635052856,38.12957031,79.58186032,1.5786368389294403,3.29484060239416
P-H04-W003::C007::C008,P-H04-W003,P-H04,C007,2019-11-05,C008,2020-04-21,train,168,14.592925,31.726582477678573,15.01412318,32.64231246,1.3112972492214015,2.850900715941172
P-H04-W003::C008::C010,P-H04-W003,P-H04,C008,2020-04-21,C010,2020-10-20,train,182,17.04455389,34.20617202375,15.04223072,30.18777347,1.3135289562902672,2.6360794026649454
P-H04-W003::C010::C011,P-H04-W003,P-H04,C010,2020-10-20,C011,2021-01-26,train,98,8.399021636,31.303496454581637,8.096007917,30.17415196,1.0691954944241302,3.984935248351159
P-H04-W003::C011::C012,P-H04-W003,P-H04,C011,2021-01-26,C012,2021-05-18,train,112,6.992367561,22.803234389779018,9.736698703,31.7529393,1.2455039489610966,4.061788547839647
P-H04-W003::C012::C013,P-H04-W003,P-H04,C012,2021-05-18,C013,2021-07-13,train,56,4.746546048,30.958499000571425,4.859827624,31.69735785,1.2574987704549214,8.201811176940357
P-H04-W003::C013::C014,P-H04-W003,P-H04,C013,2021-07-13,C014,2021-11-02,train,112,11.13271091,36.30555946319196,9.820295294,32.02556122,1.0758215340803905,3.508426922525559
P-H04-W003::C014::C015,P-H04-W003,P-H04,C014,2021-11-02,C015,2022-03-01,train,119,11.78339968,36.16711540436975,10.96514952,33.65563751,1.078893323587346,3.3114771969771266
P-H04-W003::C015::C016,P-H04-W003,P-H04,C015,2022-03-01,C016,2022-05-17,train,77,8.540019941,40.50964004480844,6.63590849,31.47747501,1.0825562438155873,5.135112572125237
P-H04-W003::C016::C017,P-H04-W003,P-H04,C016,2022-05-17,C017,2022-07-19,train,63,1.265409082,7.336359796833333,4.774235357,27.67919785,1.0655934640413176,6.177904964144306
P-H04-W003::C017::C018,P-H04-W003,P-H04,C017,2022-07-19,C018,2022-10-18,train,91,7.336269522,29.445851020994507,7.817820438,31.3786694,1.2558392244916112,5.0406074367644065
P-H04-W003::C018::C020,P-H04-W003,P-H04,C018,2022-10-18,C020,2023-05-16,train,210,18.75362993,32.61792062825,18.85012667,32.78575603,1.4537872511790848,2.5285513975864795
P-H04-W003::C020::C022,P-H04-W003,P-H04,C020,2023-05-16,C022,2023-11-07,train,175,49.66000383,103.64752227947143,50.22475021,104.8262286,1.578636838758232,3.2948406020368237
