sample_id,point_id,current_date,target_date,true_current_settlement_mm,true_target_settlement_mm,true_increment_mm,true_rate_mm_y,process_family,use_class
P-H02-W006::C026::C027,P-H02-W006,2024-09-03,2025-07-22,430.8411974133333,559.3679955709678,128.52679815763446,145.79010256855898,reactivated,evaluation_only
P-H02-W006::C027::C028,P-H02-W006,2025-07-22,2025-08-26,559.3679955709678,573.7791057645161,14.411110193548325,150.39022851981503,reactivated,evaluation_only
P-H02-W006::C028::C029,P-H02-W006,2025-08-26,2025-11-04,573.7791057645161,602.8775440000001,29.098438235483968,151.8314937930074,reactivated,evaluation_only
P-H02-W007::C005::C007,P-H02-W007,2019-05-14,2019-11-05,200.70328969032258,217.52679452666666,16.823504836344085,35.11305795128387,uniform_creep,evaluation_only
P-H02-W007::C007::C008,P-H02-W007,2019-11-05,2020-04-21,217.52679452666666,233.09215886666667,15.565364340000002,33.84076979276786,uniform_creep,evaluation_only
P-H02-W007::C008::C010,P-H02-W007,2020-04-21,2020-10-20,233.09215886666667,252.08560504193548,18.993446175268815,38.11734184349964,uniform_creep,evaluation_only
P-H02-W007::C010::C012,P-H02-W007,2020-10-20,2021-05-18,252.08560504193548,272.22174748709676,20.136142445161283,35.02250489569123,uniform_creep,evaluation_only
P-H02-W007::C012::C014,P-H02-W007,2021-05-18,2021-11-02,272.22174748709676,290.14995129333334,17.92820380623658,38.97783595373757,uniform_creep,evaluation_only
P-H02-W007::C014::C016,P-H02-W007,2021-11-02,2022-05-17,290.14995129333334,309.15762410645164,19.00767281311829,35.421186198936,uniform_creep,evaluation_only
P-H02-W007::C016::C018,P-H02-W007,2022-05-17,2022-10-18,309.15762410645164,325.75863166774195,16.601007561290317,39.37349358286551,uniform_creep,evaluation_only
P-H02-W007::C018::C019,P-H02-W007,2022-10-18,2023-01-17,325.75863166774195,334.17155430322583,8.41292263548388,33.76725266604931,uniform_creep,evaluation_only
P-H02-W007::C019::C020,P-H02-W007,2023-01-17,2023-05-16,334.17155430322583,345.7093288064516,11.537774503225762,35.4132112378421,uniform_creep,evaluation_only
P-H02-W007::C020::C021,P-H02-W007,2023-05-16,2023-07-25,345.7093288064516,353.0107323548387,7.3014035483871,38.09768065783412,uniform_creep,evaluation_only
P-H02-W007::C021::C022,P-H02-W007,2023-07-25,2023-11-07,353.0107323548387,363.50716622,10.496433865161293,36.51259494523964,uniform_creep,evaluation_only
P-H02-W007::C022::C024,P-H02-W007,2023-11-07,2024-05-14,363.50716622,382.7396892387097,19.232523018709685,37.16761392901435,uniform_creep,evaluation_only
P-H02-W007::C024::C026,P-H02-W007,2024-05-14,2024-09-03,382.7396892387097,396.50534809333334,13.765658854623666,44.89202586295798,uniform_creep,evaluation_only
P-H02-W007::C026::C027,P-H02-W007,2024-09-03,2025-07-22,396.50534809333334,427.96981148387096,31.464463390537617,35.69066848880082,uniform_creep,evaluation_only
P-H02-W007::C027::C029,P-H02-W007,2025-07-22,2025-08-26,427.96981148387096,431.9415678225806,3.9717563387096675,41.44811436324874,uniform_creep,evaluation_only
P-H03-W001::C003::C005,P-H03-W001,2018-10-16,2019-05-14,115.8180988935484,159.25843044193547,43.44033154838708,75.55514808594467,decaying,evaluation_only
P-H03-W001::C005::C006,P-H03-W001,2019-05-14,2019-08-27,159.25843044193547,179.64034558064515,20.381915138709672,70.89994766108293,decaying,evaluation_only
P-H03-W001::C006::C008,P-H03-W001,2019-08-27,2019-11-05,179.64034558064515,192.59123426000002,12.950888679354875,67.57588700191954,decaying,evaluation_only
P-H03-W001::C008::C009,P-H03-W001,2020-04-21,2020-06-02,220.544679,227.46894225999998,6.924263259999975,60.21636085035693,decaying,evaluation_only
P-H03-W001::C009::C010,P-H03-W001,2020-06-02,2020-10-20,227.46894225999998,250.17870951612903,22.709767256129055,59.24816064500813,decaying,evaluation_only
P-H03-W001::C010::C012,P-H03-W001,2020-10-20,2021-05-18,250.17870951612903,280.51901532903224,30.34030581290321,52.77046046744237,decaying,evaluation_only
P-H03-W001::C012::C014,P-H03-W001,2021-05-18,2021-11-02,280.51901532903224,304.24675915666666,23.727743827634413,51.586657339544466,decaying,evaluation_only
P-H03-W001::C014::C016,P-H03-W001,2021-11-02,2022-05-17,304.24675915666666,328.695006716129,24.448247559462345,45.559808270885824,decaying,evaluation_only
P-H03-W001::C016::C017,P-H03-W001,2022-05-17,2022-07-19,328.695006716129,335.87102888709677,7.176022170967769,41.60384282453933,decaying,evaluation_only
P-H03-W001::C017::C018,P-H03-W001,2022-07-19,2022-10-18,335.87102888709677,346.1584474516129,10.287418564516145,41.29098495263211,decaying,evaluation_only
P-H03-W001::C018::C020,P-H03-W001,2022-10-18,2023-05-16,346.1584474516129,368.1623011032258,22.00385365161287,38.27098831548382,decaying,evaluation_only
P-H03-W001::C020::C021,P-H03-W001,2023-05-16,2023-07-25,368.1623011032258,374.9629921806452,6.800691077419401,35.48503451467766,decaying,evaluation_only
P-H03-W001::C021::C022,P-H03-W001,2023-07-25,2023-11-07,374.9629921806452,384.91093714,9.9479449593548,34.60463710861276,decaying,evaluation_only
P-H03-W001::C022::C024,P-H03-W001,2023-11-07,2024-05-14,384.91093714,401.6116900612903,16.700752921290302,32.27486774868404,decaying,evaluation_only
P-H03-W001::C024::C025,P-H03-W001,2024-05-14,2024-07-09,401.6116900612903,406.73640702580644,5.124716964516153,33.42505127302723,decaying,evaluation_only
P-H03-W001::C025::C029,P-H03-W001,2024-07-09,2025-07-22,406.73640702580644,437.85078474516126,31.11437771935482,30.064884820090867,decaying,evaluation_only
P-H03-W002::C003::C005,P-H03-W002,2018-10-16,2019-05-14,223.04228551290322,265.2190424,42.17675688709676,73.35743072862901,decaying,evaluation_only
P-H03-W002::C005::C006,P-H03-W002,2019-05-14,2019-08-27,265.2190424,285.05868200000003,19.839639600000055,69.01360346571448,decaying,evaluation_only
P-H03-W002::C006::C007,P-H03-W002,2019-08-27,2019-11-05,285.05868200000003,296.8153479466667,11.756665946666658,61.34460338599995,decaying,evaluation_only
P-H03-W002::C007::C008,P-H03-W002,2019-11-05,2020-04-21,296.8153479466667,321.9964214666667,25.181073519999984,54.74635180464282,decaying,evaluation_only
P-H03-W002::C008::C009,P-H03-W002,2020-04-21,2020-06-02,321.9964214666667,328.2065979833333,6.21017651666665,54.00635649315461,decaying,evaluation_only
P-H03-W002::C009::C010,P-H03-W002,2020-06-02,2020-10-20,328.2065979833333,349.22827235161293,21.021674368279605,54.84404687867232,decaying,evaluation_only
P-H03-W002::C010::C012,P-H03-W002,2020-10-20,2021-05-18,349.22827235161293,378.57849503225805,29.350222680645118,51.04842301955061,decaying,evaluation_only
P-H03-W002::C012::C016,P-H03-W002,2021-05-18,2021-11-02,378.57849503225805,401.6949972533333,23.11650222107528,50.25775259671277,decaying,evaluation_only
P-H03-W002::C016::C017,P-H03-W002,2022-05-17,2022-07-19,426.17738154193546,434.2671187193548,8.089737177419352,46.90121435003838,decaying,evaluation_only
P-H03-W002::C017::C018,P-H03-W002,2022-07-19,2022-10-18,434.2671187193548,445.34002403870966,11.072905319354845,44.44372162521272,decaying,evaluation_only
P-H03-W002::C018::C020,P-H03-W002,2022-10-18,2023-05-16,445.34002403870966,466.97678483870965,21.63676079999999,37.63250896285712,decaying,evaluation_only
P-H03-W002::C020::C021,P-H03-W002,2023-05-16,2023-07-25,466.97678483870965,474.5750475903226,7.5982627516129355,39.64664957180892,decaying,evaluation_only
P-H03-W002::C021::C022,P-H03-W002,2023-07-25,2023-11-07,474.5750475903226,483.36432124,8.789273649677398,30.57411619566352,decaying,evaluation_only
P-H03-W002::C022::C024,P-H03-W002,2023-11-07,2024-05-14,483.36432124,498.4437876032258,15.079466363225833,29.141667138456274,decaying,evaluation_only
P-H03-W002::C024::C025,P-H03-W002,2024-05-14,2024-07-09,498.4437876032258,503.7020428322581,5.258255229032272,34.29603075721496,decaying,evaluation_only
P-H03-W002::C025::C027,P-H03-W002,2024-07-09,2025-07-22,503.7020428322581,528.8402813096774,25.138238477419293,24.290321703379355,decaying,evaluation_only
P-H03-W002::C027::C029,P-H03-W002,2025-07-22,2025-11-04,528.8402813096774,535.42748434,6.587203030322598,22.914056255479323,decaying,evaluation_only
P-H03-W003::C003::C005,P-H03-W003,2018-10-16,2019-05-14,199.02962206774194,244.89995161612904,45.870329548387105,79.78160889308758,decaying,evaluation_only
P-H03-W003::C005::C006,P-H03-W003,2019-05-14,2019-08-27,244.89995161612904,265.37522129354835,20.475269677419305,71.22468809216572,decaying,evaluation_only
P-H03-W003::C006::C007,P-H03-W003,2019-08-27,2019-11-05,265.37522129354835,277.75526059333333,12.380039299784983,64.59727648923521,decaying,evaluation_only
P-H03-W003::C007::C008,P-H03-W003,2019-11-05,2020-04-21,277.75526059333333,307.15256773333334,29.39730714000001,63.91289543383931,decaying,evaluation_only
P-H03-W003::C008::C010,P-H03-W003,2020-04-21,2020-10-20,307.15256773333334,333.78954453548386,26.636976802150514,53.45689987354657,decaying,evaluation_only
P-H03-W003::C010::C012,P-H03-W003,2020-10-20,2021-05-18,333.78954453548386,363.7329891483871,29.94344461290325,52.08020545172815,decaying,evaluation_only
P-H03-W003::C012::C014,P-H03-W003,2021-05-18,2021-11-02,363.7329891483871,384.14768434999996,20.414695201612858,44.38373465707795,decaying,evaluation_only
P-H03-W003::C014::C016,P-H03-W003,2021-11-02,2022-05-17,384.14768434999996,407.1073175225806,22.959633172580652,42.78574498104634,decaying,evaluation_only
P-H03-W003::C016::C018,P-H03-W003,2022-05-17,2022-10-18,407.1073175225806,423.56267798064516,16.455360458064547,39.028054592909584,decaying,evaluation_only
P-H03-W003::C018::C020,P-H03-W003,2022-10-18,2023-05-16,423.56267798064516,444.47700542258065,20.914327441935484,36.37599094365208,decaying,evaluation_only
P-H03-W003::C020::C021,P-H03-W003,2023-05-16,2023-07-25,444.47700542258065,450.4602803096774,5.983274887096741,31.219873607315495,decaying,evaluation_only
P-H03-W003::C021::C022,P-H03-W003,2023-07-25,2023-11-07,450.4602803096774,458.53677552,8.076495210322605,28.094665481622204,decaying,evaluation_only
P-H03-W003::C022::C024,P-H03-W003,2023-11-07,2024-05-14,458.53677552,474.0223805483871,15.485605028387113,29.926546225494143,decaying,evaluation_only
P-H03-W003::C024::C029,P-H03-W003,2024-05-14,2025-07-22,474.0223805483871,505.73769930322584,31.715318754838734,26.69129072627845,decaying,evaluation_only
P-H03-W004::C003::C005,P-H03-W004,2018-10-16,2019-05-14,467.34965567096776,515.3140840193548,47.96442834838706,83.42384502023036,decaying,evaluation_only
P-H03-W004::C005::C006,P-H03-W004,2019-05-14,2019-08-27,515.3140840193548,537.0918389354839,21.777754916129084,75.7554760296776,decaying,evaluation_only
P-H03-W004::C006::C007,P-H03-W004,2019-08-27,2019-11-05,537.0918389354839,550.8497927066667,13.75795377118277,71.78703735606437,decaying,evaluation_only
P-H03-W004::C007::C008,P-H03-W004,2019-11-05,2020-04-21,550.8497927066667,579.5380998333334,28.6883071266667,62.371453440565546,decaying,evaluation_only
P-H03-W004::C008::C009,P-H03-W004,2020-04-21,2020-06-02,579.5380998333334,587.1785011833333,7.640401349999934,66.44420459732085,decaying,evaluation_only
P-H03-W004::C009::C010,P-H03-W004,2020-06-02,2020-10-20,587.1785011833333,610.8261826129033,23.647681429569957,61.6951117296459,decaying,evaluation_only
P-H03-W004::C010::C012,P-H03-W004,2020-10-20,2021-05-18,610.8261826129033,639.4952723387097,28.66908972580643,49.863738201670465,decaying,evaluation_only
P-H03-W004::C012::C014,P-H03-W004,2021-05-18,2021-11-02,639.4952723387097,660.1040391033333,20.608766764623624,44.805667028445114,decaying,evaluation_only
P-H03-W004::C014::C016,P-H03-W004,2021-11-02,2022-05-17,660.1040391033333,681.6393408580645,21.535301754731222,40.13147431589581,decaying,evaluation_only
P-H03-W004::C016::C017,P-H03-W004,2022-05-17,2022-07-19,681.6393408580645,689.3840392548387,7.744698396774197,44.900810943202785,decaying,evaluation_only
P-H03-W004::C017::C018,P-H03-W004,2022-07-19,2022-10-18,689.3840392548387,699.5349809741936,10.150941719354819,40.743202890047776,decaying,evaluation_only
P-H03-W004::C018::C020,P-H03-W004,2022-10-18,2023-05-16,699.5349809741936,723.2004711806452,23.665490206451636,41.16104903764981,decaying,evaluation_only
P-H03-W004::C020::C021,P-H03-W004,2023-05-16,2023-07-25,723.2004711806452,729.9614617677419,6.760990587096671,35.277883027672274,decaying,evaluation_only
P-H03-W004::C021::C022,P-H03-W004,2023-07-25,2023-11-07,729.9614617677419,739.77067674,9.809214972258133,34.12205493921222,decaying,evaluation_only
P-H03-W004::C022::C024,P-H03-W004,2023-11-07,2024-05-14,739.77067674,754.0684258548388,14.29774911483878,27.63096753542256,decaying,evaluation_only
P-H03-W004::C024::C025,P-H03-W004,2024-05-14,2024-07-09,754.0684258548388,759.3476670903226,5.279241235483823,34.43290823679404,decaying,evaluation_only
P-H03-W004::C025::C027,P-H03-W004,2024-07-09,2025-07-22,759.3476670903226,786.3300980645162,26.982430974193562,26.07230929450846,decaying,evaluation_only
P-H03-W004::C027::C029,P-H03-W004,2025-07-22,2025-11-04,786.3300980645162,791.56020767,5.23010960548379,18.193309841932898,decaying,evaluation_only
P-H03-W005::C003::C005,P-H03-W005,2018-10-16,2019-05-14,228.7095341516129,275.90776687741936,47.19823272580646,82.09121191952767,decaying,evaluation_only
P-H03-W005::C005::C006,P-H03-W005,2019-05-14,2019-08-27,275.90776687741936,296.2701271483871,20.362360270967713,70.83192465686626,decaying,evaluation_only
P-H03-W005::C006::C007,P-H03-W005,2019-08-27,2019-11-05,296.2701271483871,309.52680940000005,13.256682251612972,69.17147417716625,decaying,evaluation_only
P-H03-W005::C007::C008,P-H03-W005,2019-11-05,2020-04-21,309.52680940000005,340.6113315,31.08452209999996,67.58108152991062,decaying,evaluation_only
P-H03-W005::C008::C009,P-H03-W005,2020-04-21,2020-06-02,340.6113315,347.70170644333336,7.090374943333359,61.66093923934546,decaying,evaluation_only
P-H03-W005::C009::C010,P-H03-W005,2020-06-02,2020-10-20,347.70170644333336,369.2533448483871,21.551638405053723,56.22668519604195,decaying,evaluation_only
P-H03-W005::C010::C012,P-H03-W005,2020-10-20,2021-05-18,369.2533448483871,400.835023316129,31.581678467741938,54.9295621921083,decaying,evaluation_only
P-H03-W005::C012::C014,P-H03-W005,2021-05-18,2021-11-02,400.835023316129,422.31611789,21.481094573870962,46.70220114944267,decaying,evaluation_only
P-H03-W005::C014::C016,P-H03-W005,2021-11-02,2022-05-17,422.31611789,446.9316571806451,24.61553929064513,45.87155982606191,decaying,evaluation_only
P-H03-W005::C016::C018,P-H03-W005,2022-05-17,2022-10-18,446.9316571806451,462.82971250967745,15.898055329032331,37.70626434369519,decaying,evaluation_only
P-H03-W005::C018::C020,P-H03-W005,2022-10-18,2023-05-16,462.82971250967745,484.3712265225806,21.54151401290318,37.46684758672803,decaying,evaluation_only
P-H03-W005::C020::C021,P-H03-W005,2023-05-16,2023-07-25,484.3712265225806,490.0656265935484,5.694400070967788,29.712566084585493,decaying,evaluation_only
P-H03-W005::C021::C022,P-H03-W005,2023-07-25,2023-11-07,490.0656265935484,499.13119944,9.065572846451573,31.5352426872994,decaying,evaluation_only
P-H03-W005::C022::C024,P-H03-W005,2023-11-07,2024-05-14,499.13119944,515.7746236903226,16.643424250322653,32.164077817091794,decaying,evaluation_only
P-H03-W005::C024::C025,P-H03-W005,2024-05-14,2024-07-09,515.7746236903226,519.9471198322581,4.172496141935426,27.21436099717704,decaying,evaluation_only
P-H03-W005::C025::C027,P-H03-W005,2024-07-09,2025-07-22,519.9471198322581,548.016987648387,28.069867816128976,27.123066719156373,decaying,evaluation_only
P-H03-W005::C027::C029,P-H03-W005,2025-07-22,2025-11-04,548.016987648387,554.18713022,6.170142571612928,21.46328165982497,decaying,evaluation_only
P-H03-W006::C003::C005,P-H03-W006,2018-10-16,2019-05-14,208.71260434193547,259.05236191935484,50.33975757741936,87.55522121501153,decaying,evaluation_only
P-H03-W006::C005::C006,P-H03-W006,2019-05-14,2019-08-27,259.05236191935484,284.2783629032258,25.22600098387096,87.75044627960827,decaying,evaluation_only
P-H03-W006::C006::C007,P-H03-W006,2019-08-27,2019-11-05,284.2783629032258,299.8291328,15.550769896774227,81.14169578281124,decaying,evaluation_only
P-H03-W006::C007::C008,P-H03-W006,2019-11-05,2020-04-21,299.8291328,331.5249528333333,31.69582003333329,68.91010873318443,decaying,evaluation_only
P-H03-W006::C008::C009,P-H03-W006,2020-04-21,2020-06-02,331.5249528333333,339.44146270333334,7.916509870000027,68.84536261946452,decaying,evaluation_only
P-H03-W006::C009::C010,P-H03-W006,2020-06-02,2020-10-20,339.44146270333334,364.7646933516129,25.323230648279548,66.06649995917218,decaying,evaluation_only
P-H03-W006::C010::C012,P-H03-W006,2020-10-20,2021-05-18,364.7646933516129,397.8682317129032,33.103538361290305,57.57651136410135,decaying,evaluation_only
P-H03-W006::C012::C014,P-H03-W006,2021-05-18,2021-11-02,397.8682317129032,422.6139962366667,24.745764523763512,53.79994340657514,decaying,evaluation_only
P-H03-W006::C014::C016,P-H03-W006,2021-11-02,2022-05-17,422.6139962366667,446.13094051935485,23.516944282688144,43.82430560842778,decaying,evaluation_only
P-H03-W006::C016::C017,P-H03-W006,2022-05-17,2022-07-19,446.13094051935485,453.8163909580645,7.685450438709665,44.55731385299532,decaying,evaluation_only
P-H03-W006::C017::C018,P-H03-W006,2022-07-19,2022-10-18,453.8163909580645,465.24471073870967,11.428319780645154,45.870261537149915,decaying,evaluation_only
P-H03-W006::C018::C020,P-H03-W006,2022-10-18,2023-05-16,465.24471073870967,487.67584624516127,22.431135506451596,39.01415354157831,decaying,evaluation_only
P-H03-W006::C020::C021,P-H03-W006,2023-05-16,2023-07-25,487.67584624516127,495.22561504193544,7.549768796774174,39.393615043168104,decaying,evaluation_only
P-H03-W006::C021::C022,P-H03-W006,2023-07-25,2023-11-07,495.22561504193544,508.11446872,12.88885367806455,44.83479815155311,decaying,evaluation_only
P-H03-W006::C022::C024,P-H03-W006,2023-11-07,2024-05-14,508.11446872,525.2359494096775,17.12148068967747,33.0879408566386,decaying,evaluation_only
P-H03-W006::C024::C029,P-H03-W006,2024-05-14,2025-07-22,525.2359494096775,558.8083558354839,33.572406425806435,28.254196882547923,decaying,evaluation_only
P-H03-W007::C003::C005,P-H03-W007,2018-10-16,2019-05-14,484.3686891,494.70066848387097,10.331979383870987,17.970264142661325,accelerating,evaluation_only
P-H03-W007::C005::C006,P-H03-W007,2019-05-14,2019-08-27,494.70066848387097,499.7879004064516,5.087231922580656,17.696299616405568,accelerating,evaluation_only
P-H03-W007::C006::C007,P-H03-W007,2019-08-27,2019-11-05,499.7879004064516,503.5078563,3.719955893548388,19.41019843026498,accelerating,evaluation_only
P-H03-W007::C007::C008,P-H03-W007,2019-11-05,2020-04-21,503.5078563,512.789638,9.281781699999954,20.179587892410616,accelerating,evaluation_only
P-H03-W007::C008::C010,P-H03-W007,2020-04-21,2020-10-20,512.789638,522.1951638322581,9.40552583225815,18.875650056221367,accelerating,evaluation_only
P-H03-W007::C010::C012,P-H03-W007,2020-10-20,2021-05-18,522.1951638322581,534.3160690903226,12.120905258064454,21.081717359562102,accelerating,evaluation_only
P-H03-W007::C012::C014,P-H03-W007,2021-05-18,2021-11-02,534.3160690903226,544.7448712300001,10.428802139677487,22.67333322331668,accelerating,evaluation_only
P-H03-W007::C014::C016,P-H03-W007,2021-11-02,2022-05-17,544.7448712300001,563.7152773677419,18.97040613774186,35.35173898882763,accelerating,evaluation_only
P-H03-W007::C016::C020,P-H03-W007,2022-05-17,2022-07-19,563.7152773677419,572.0661410419355,8.350863674193533,48.41512630157442,accelerating,evaluation_only
P-H03-W007::C020::C021,P-H03-W007,2023-05-16,2023-07-25,648.5009909774194,673.2375508193549,24.736559841935446,129.071835460956,accelerating,evaluation_only
P-H03-W007::C021::C022,P-H03-W007,2023-07-25,2023-11-07,673.2375508193549,712.4610005,39.2234496806451,136.44157138910117,accelerating,evaluation_only
P-H03-W007::C022::C024,P-H03-W007,2023-11-07,2024-05-14,712.4610005,785.6293220612903,73.16832156129033,141.4006849220174,accelerating,evaluation_only
P-H03-W007::C024::C025,P-H03-W007,2024-05-14,2024-07-09,785.6293220612903,807.2603691741936,21.631047112903275,141.08464210692716,accelerating,evaluation_only
P-H03-W007::C025::C027,P-H03-W007,2024-07-09,2025-07-22,807.2603691741936,952.8030544903227,145.5426853161291,140.63350743840252,accelerating,evaluation_only
P-H03-W007::C027::C029,P-H03-W007,2025-07-22,2025-11-04,952.8030544903227,993.43361998,40.63056548967734,141.33632423909188,accelerating,evaluation_only
P-H04-W001::C007::C008,P-H04-W001,2019-11-05,2020-04-21,113.10145932,126.38553473333333,13.284075413333326,28.881003242380938,reactivated,evaluation_only
P-H04-W001::C008::C010,P-H04-W001,2020-04-21,2020-10-20,126.38553473333333,143.51108351612905,17.12554878279572,34.368718092945805,reactivated,evaluation_only
P-H04-W001::C010::C011,P-H04-W001,2020-10-20,2021-01-26,143.51108351612905,150.22645345483872,6.715369938709671,25.028457858303135,reactivated,evaluation_only
P-H04-W001::C011::C012,P-H04-W001,2021-01-26,2021-05-18,150.22645345483872,159.62059468387096,9.394141229032243,30.63580432057167,reactivated,evaluation_only
P-H04-W001::C012::C013,P-H04-W001,2021-05-18,2021-07-13,159.62059468387096,165.32575641290322,5.705161729032255,37.2108985987327,reactivated,evaluation_only
P-H04-W001::C013::C014,P-H04-W001,2021-07-13,2021-11-02,165.32575641290322,173.51135334,8.185596927096782,26.69454712162589,reactivated,evaluation_only
P-H04-W001::C014::C015,P-H04-W001,2021-11-02,2022-03-01,173.51135334,180.5040916,6.99273826000001,21.463005457689107,reactivated,evaluation_only
P-H04-W001::C015::C016,P-H04-W001,2022-03-01,2022-05-17,180.5040916,185.2652936935484,4.761202093548377,22.584793047643437,reactivated,evaluation_only
P-H04-W001::C016::C018,P-H04-W001,2022-05-17,2022-10-18,185.2652936935484,192.45829424193548,7.19300054838709,17.060022404534966,reactivated,evaluation_only
P-H04-W001::C018::C020,P-H04-W001,2022-10-18,2023-05-16,192.45829424193548,205.1837009032258,12.725406661290322,22.133118014458525,reactivated,evaluation_only
P-H04-W001::C020::C022,P-H04-W001,2023-05-16,2023-11-07,205.1837009032258,220.29825216,15.114551256774206,31.54622769449588,reactivated,evaluation_only
P-H04-W001::C022::C024,P-H04-W001,2023-11-07,2024-05-14,220.29825216,249.00479555161292,28.70654339161291,55.47653425283924,reactivated,evaluation_only
P-H04-W001::C024::C025,P-H04-W001,2024-05-14,2024-07-09,249.00479555161292,262.5782404258065,13.57344487419357,88.53037036248574,reactivated,evaluation_only
P-H04-W001::C025::C028,P-H04-W001,2024-07-09,2025-07-22,262.5782404258065,390.6513343064516,128.0730938806451,123.75316809498841,reactivated,evaluation_only
P-H04-W001::C028::C029,P-H04-W001,2025-08-26,2025-11-04,405.5671731612903,434.56274429,28.995571128709685,151.29474792516018,reactivated,evaluation_only
P-H04-W002::C007::C008,P-H04-W002,2019-11-05,2020-04-21,417.70710785999995,431.64641496666667,13.939307106666718,30.30554714708344,step_change,evaluation_only
P-H04-W002::C008::C010,P-H04-W002,2020-04-21,2020-10-20,431.64641496666667,450.3256365032258,18.679221536559112,37.48673442982536,step_change,evaluation_only
P-H04-W002::C010::C011,P-H04-W002,2020-10-20,2021-01-26,450.3256365032258,458.42131739032254,8.095680887096762,30.172933102164208,step_change,evaluation_only
P-H04-W002::C011::C012,P-H04-W002,2021-01-26,2021-05-18,458.42131739032254,468.0521442870968,9.630826896774238,31.407674321846343,step_change,evaluation_only
P-H04-W002::C012::C013,P-H04-W002,2021-05-18,2021-07-13,468.0521442870968,473.5247149806452,5.472570693548391,35.69386510390268,step_change,evaluation_only
P-H04-W002::C013::C014,P-H04-W002,2021-07-13,2021-11-02,473.5247149806452,482.62542482666663,9.10070984602146,29.678877421958376,step_change,evaluation_only
P-H04-W002::C014::C015,P-H04-W002,2021-11-02,2022-03-01,482.62542482666663,490.0758465,7.450421673333381,22.86778585029426,step_change,evaluation_only
P-H04-W002::C015::C016,P-H04-W002,2022-03-01,2022-05-17,490.0758465,495.7187573548387,5.6429108548387035,26.76718428220567,step_change,evaluation_only
P-H04-W002::C016::C017,P-H04-W002,2022-05-17,2022-07-19,495.7187573548387,500.9045897548387,5.185832399999981,30.065480699999892,step_change,evaluation_only
P-H04-W002::C017::C018,P-H04-W002,2022-07-19,2022-10-18,500.9045897548387,533.7592974032258,32.85470764838709,131.87013152278445,step_change,evaluation_only
P-H04-W002::C018::C020,P-H04-W002,2022-10-18,2023-05-16,533.7592974032258,580.8067866,47.04748919677422,81.82902585296088,step_change,evaluation_only
P-H04-W002::C020::C022,P-H04-W002,2023-05-16,2023-11-07,580.8067866,618.93635692,38.12957031999997,79.58186033931422,step_change,evaluation_only
P-H04-W003::C007::C008,P-H04-W003,2019-11-05,2020-04-21,654.6715844933333,669.6857077333333,15.014123240000004,32.642312579821436,step_change,evaluation_only
P-H04-W003::C008::C010,P-H04-W003,2020-04-21,2020-10-20,669.6857077333333,684.7279384129032,15.042230679569911,30.187773383037968,step_change,evaluation_only
P-H04-W003::C010::C011,P-H04-W003,2020-10-20,2021-01-26,684.7279384129032,692.8239463451613,8.09600793225809,30.174152012829257,step_change,evaluation_only
P-H04-W003::C011::C012,P-H04-W003,2021-01-26,2021-05-18,692.8239463451613,702.5606450161291,9.736698670967826,31.752939192598202,step_change,evaluation_only
P-H04-W003::C012::C013,P-H04-W003,2021-05-18,2021-07-13,702.5606450161291,707.4204726419355,4.859827625806361,31.69735786296024,step_change,evaluation_only
P-H04-W003::C013::C014,P-H04-W003,2021-07-13,2021-11-02,707.4204726419355,717.24076792,9.820295278064577,32.02556116350971,step_change,evaluation_only
P-H04-W003::C014::C015,P-H04-W003,2021-11-02,2022-03-01,717.24076792,728.2059175,10.965149580000002,33.655637681470594,step_change,evaluation_only
P-H04-W003::C015::C016,P-H04-W003,2022-03-01,2022-05-17,728.2059175,734.841825967742,6.635908467741956,31.47747490704869,step_change,evaluation_only
P-H04-W003::C016::C017,P-H04-W003,2022-05-17,2022-07-19,734.841825967742,739.6160613483871,4.774235380645109,27.679197980644858,step_change,evaluation_only
P-H04-W003::C017::C018,P-H04-W003,2022-07-19,2022-10-18,739.6160613483871,747.4338818129032,7.817820464516103,31.378669501807767,step_change,evaluation_only
P-H04-W003::C018::C020,P-H04-W003,2022-10-18,2023-05-16,747.4338818129032,766.2840084483871,18.85012663548389,32.78575596957376,step_change,evaluation_only
P-H04-W003::C020::C022,P-H04-W003,2023-05-16,2023-11-07,766.2840084483871,816.50875866,50.2247502116129,104.82622865595206,step_change,evaluation_only
P-H04-W003::C022::C024,P-H04-W003,2023-11-07,2024-05-14,816.50875866,870.6133814064516,54.10462274645158,104.55933046635683,step_change,evaluation_only
P-H04-W003::C024::C025,P-H04-W003,2024-05-14,2024-07-09,870.6133814064516,882.6389797290323,12.025598322580663,78.43481763076049,step_change,evaluation_only
P-H04-W003::C025::C027,P-H04-W003,2024-07-09,2025-07-22,882.6389797290323,961.735739816129,79.09676008709675,76.42881381431769,step_change,evaluation_only
P-H04-W003::C027::C028,P-H04-W003,2025-07-22,2025-08-26,961.735739816129,969.1566917193549,7.420951903225841,77.44293379009252,step_change,evaluation_only
P-H04-W003::C028::C029,P-H04-W003,2025-08-26,2025-11-04,969.1566917193549,984.00612169,14.849429970645133,77.48220423968765,step_change,evaluation_only
P-H04-W004::C007::C008,P-H04-W004,2019-11-05,2020-04-21,104.91358427333333,117.97473360000001,13.06114932666668,28.39633804502979,reactivated,evaluation_only
