sample_id,point_id,profile_id,current_date,label_horizon_days,label_horizon_end,split_by_horizon_end,horizon_complete,label_status,activity_180d,onset_180d,ongoing_acceleration_180d,current_true_rate_mm_y,max_delta_rate_next_180d_mm_y,max_acceleration_next_180d_mm_y2,sustained_two_months,current_regime_stage,first_onset_date,use_class
P-H02-W007::C012::C014,P-H02-W007,P-H02,2021-05-18,180,2021-11-14,train,True,complete,0.0,0.0,0.0,36.97011488387097,6.21340277612903,38.55064429,False,uniform,,evaluation_only
P-H02-W007::C014::C016,P-H02-W007,P-H02,2021-11-02,180,2022-05-01,train,True,complete,0.0,0.0,0.0,35.67564312766667,2.1799303923333326,45.39417403,False,uniform,,evaluation_only
P-H02-W007::C016::C018,P-H02-W007,P-H02,2022-05-17,180,2022-11-13,train,True,complete,0.0,0.0,0.0,38.75340789258065,2.8120692774193543,34.27921235,False,uniform,,evaluation_only
P-H02-W007::C018::C019,P-H02-W007,P-H02,2022-10-18,180,2023-04-16,train,True,complete,0.0,0.0,0.0,35.5756230516129,0.2670626383871024,22.6283718,False,uniform,,evaluation_only
P-H02-W007::C019::C020,P-H02-W007,P-H02,2023-01-17,180,2023-07-16,train,True,complete,0.0,0.0,0.0,32.64841802387097,6.5659158961290345,22.6283718,False,uniform,,evaluation_only
P-H02-W007::C020::C021,P-H02-W007,P-H02,2023-05-16,180,2023-11-12,train,True,complete,0.0,0.0,0.0,36.79198627096774,2.7290926590322613,18.98896441,False,uniform,,evaluation_only
P-H02-W007::C021::C022,P-H02-W007,P-H02,2023-07-25,180,2024-01-21,validation,True,complete,0.0,0.0,0.0,39.45181392774194,0.06926500225806365,16.72948717,False,uniform,,evaluation_only
P-H02-W007::C022::C024,P-H02-W007,P-H02,2023-11-07,180,2024-05-05,validation,True,complete,0.0,0.0,0.0,36.525302418,3.2496337919999974,29.08199917,False,uniform,,evaluation_only
P-H02-W007::C024::C026,P-H02-W007,P-H02,2024-05-14,180,2024-11-10,validation,True,complete,0.0,0.0,0.0,41.196219832580645,4.869143627419355,41.50935838,False,uniform,,evaluation_only
P-H02-W007::C026::C027,P-H02-W007,P-H02,2024-09-03,180,2025-03-02,test,True,complete,0.0,0.0,0.0,45.078332032666665,-3.366727942666664,6.598190355,False,uniform,,evaluation_only
P-H02-W007::C027::C029,P-H02-W007,P-H02,2025-07-22,180,2026-01-18,test,False,right_censored,,,,41.6615416467742,,,,,,evaluation_only
P-H03-W001::C003::C005,P-H03-W001,P-H03,2018-10-16,180,2019-04-14,train,True,complete,0.0,0.0,0.0,80.71524880064517,0.10175469935482795,9.166690686,False,active,,evaluation_only
P-H03-W001::C005::C006,P-H03-W001,P-H03,2019-05-14,180,2019-11-10,train,True,complete,0.0,0.0,0.0,72.00442665935483,-0.6347636593548316,5.123337865,False,decaying,,evaluation_only
P-H03-W001::C006::C008,P-H03-W001,P-H03,2019-08-27,180,2020-02-23,train,True,complete,0.0,0.0,0.0,70.9765649132258,0.04596224677419514,-3.585898263,False,decaying,,evaluation_only
P-H03-W001::C008::C009,P-H03-W001,P-H03,2020-04-21,180,2020-10-18,train,True,complete,0.0,0.0,0.0,59.93539266333333,1.1767844266666714,6.399973269,False,decaying,,evaluation_only
P-H03-W001::C009::C010,P-H03-W001,P-H03,2020-06-02,180,2020-11-29,train,True,complete,0.0,0.0,0.0,60.582167377,0.5300097130000054,-5.308759253,False,decaying,,evaluation_only
P-H03-W001::C010::C012,P-H03-W001,P-H03,2020-10-20,180,2021-04-18,train,True,complete,0.0,0.0,0.0,56.69508958387097,-0.34600140387096445,3.031028784,False,decaying,,evaluation_only
P-H03-W001::C012::C014,P-H03-W001,P-H03,2021-05-18,180,2021-11-14,train,True,complete,0.0,0.0,0.0,51.62472835129032,1.3044306687096778,8.876736676,False,decaying,,evaluation_only
P-H03-W001::C014::C016,P-H03-W001,P-H03,2021-11-02,180,2022-05-01,train,True,complete,0.0,0.0,0.0,48.83066076133333,-0.567837901333327,-3.666204585,False,decaying,,evaluation_only
P-H03-W001::C016::C017,P-H03-W001,P-H03,2022-05-17,180,2022-11-13,train,True,complete,0.0,0.0,0.0,41.5815332583871,1.2657594216129056,12.00605266,False,decaying,,evaluation_only
P-H03-W001::C017::C018,P-H03-W001,P-H03,2022-07-19,180,2023-01-15,train,True,complete,0.0,0.0,0.0,42.32828079741936,0.5190118825806422,0.09654151577,False,decaying,,evaluation_only
P-H03-W001::C018::C020,P-H03-W001,P-H03,2022-10-18,180,2023-04-16,train,True,complete,0.0,0.0,0.0,39.866941846774196,0.4757532932258002,0.09654151577,False,decaying,,evaluation_only
P-H03-W001::C020::C021,P-H03-W001,P-H03,2023-05-16,180,2023-11-12,train,True,complete,0.0,0.0,0.0,34.65806721774193,1.833102332258072,13.8765894,False,decaying,,evaluation_only
P-H03-W001::C021::C022,P-H03-W001,P-H03,2023-07-25,180,2024-01-21,validation,True,complete,0.0,0.0,0.0,35.10189855903226,0.7695989609677412,-3.71803217,False,decaying,,evaluation_only
P-H03-W001::C022::C024,P-H03-W001,P-H03,2023-11-07,180,2024-05-05,validation,True,complete,0.0,0.0,0.0,33.658585792000004,-0.36023732200000325,12.55523884,False,decaying,,evaluation_only
P-H03-W001::C024::C025,P-H03-W001,P-H03,2024-05-14,180,2024-11-10,validation,True,complete,0.0,0.0,0.0,33.32001460548387,0.3170712545161294,2.032424332,False,residual,,evaluation_only
P-H03-W001::C025::C029,P-H03-W001,P-H03,2024-07-09,180,2025-01-05,test,True,complete,0.0,0.0,0.0,33.51220928451613,-0.3590201545161307,-3.454617104,False,residual,,evaluation_only
P-H03-W002::C003::C005,P-H03-W002,P-H03,2018-10-16,180,2019-04-14,train,True,complete,0.0,0.0,0.0,73.3090236983871,2.4472199916129114,10.44845032,False,active,,evaluation_only
P-H03-W002::C005::C006,P-H03-W002,P-H03,2019-05-14,180,2019-11-10,train,True,complete,0.0,0.0,0.0,70.22076835096775,0.45788996903225154,-1.748655496,False,decaying,,evaluation_only
P-H03-W002::C006::C007,P-H03-W002,P-H03,2019-08-27,180,2020-02-23,train,True,complete,0.0,0.0,0.0,62.928476209032254,-1.3819529790322562,-3.701598576,False,decaying,,evaluation_only
P-H03-W002::C007::C008,P-H03-W002,P-H03,2019-11-05,180,2020-05-03,train,True,complete,0.0,0.0,0.0,60.82733086933334,-0.6646852593333392,40.35778308,False,decaying,,evaluation_only
P-H03-W002::C008::C009,P-H03-W002,P-H03,2020-04-21,180,2020-10-18,train,True,complete,0.0,0.0,0.0,51.64296773,8.783591809999997,49.14335176,False,decaying,,evaluation_only
P-H03-W002::C009::C010,P-H03-W002,P-H03,2020-06-02,180,2020-11-29,train,True,complete,0.0,0.0,0.0,57.291310583,3.1352489570000017,17.06387549,False,decaying,,evaluation_only
P-H03-W002::C010::C012,P-H03-W002,P-H03,2020-10-20,180,2021-04-18,train,True,complete,0.0,0.0,0.0,51.59341295,1.335736439999998,11.48957834,False,decaying,,evaluation_only
P-H03-W002::C012::C016,P-H03-W002,P-H03,2021-05-18,180,2021-11-14,train,True,complete,0.0,0.0,0.0,52.9636973467742,-0.6397174767741944,16.06853016,False,decaying,,evaluation_only
P-H03-W002::C016::C017,P-H03-W002,P-H03,2022-05-17,180,2022-11-13,train,True,complete,0.0,0.0,0.0,47.66553811548387,-0.059602965483868786,1.650995829,False,decaying,,evaluation_only
P-H03-W002::C017::C018,P-H03-W002,P-H03,2022-07-19,180,2023-01-15,train,True,complete,0.0,0.0,0.0,46.88374763870968,0.722187511290322,-1.648655371,False,decaying,,evaluation_only
P-H03-W002::C018::C020,P-H03-W002,P-H03,2022-10-18,180,2023-04-16,train,True,complete,0.0,0.0,0.0,40.49085972548387,-0.5999687354838699,42.5335222,False,decaying,,evaluation_only
P-H03-W002::C020::C021,P-H03-W002,P-H03,2023-05-16,180,2023-11-12,train,True,complete,0.0,0.0,0.0,41.73731156516129,0.0665038348387057,-2.031924072,False,decaying,,evaluation_only
P-H03-W002::C021::C022,P-H03-W002,P-H03,2023-07-25,180,2024-01-21,validation,True,complete,0.0,0.0,0.0,36.04443973806452,-0.9264430880645165,-2.031924072,False,decaying,,evaluation_only
P-H03-W002::C022::C024,P-H03-W002,P-H03,2023-11-07,180,2024-05-05,validation,True,complete,0.0,0.0,0.0,29.035372856,5.2549763039999995,36.72413597,False,decaying,,evaluation_only
P-H03-W002::C024::C025,P-H03-W002,P-H03,2024-05-14,180,2024-11-10,validation,True,complete,0.0,0.0,0.0,35.38271547064516,1.5125071993548431,11.31115091,False,residual,,evaluation_only
P-H03-W002::C025::C027,P-H03-W002,P-H03,2024-07-09,180,2025-01-05,test,True,complete,0.0,0.0,0.0,31.014927513225807,-5.035428113225805,23.56834795,False,residual,,evaluation_only
P-H03-W002::C027::C029,P-H03-W002,P-H03,2025-07-22,180,2026-01-18,test,False,right_censored,,,,25.02295365032258,,,,,,evaluation_only
P-H03-W003::C003::C005,P-H03-W003,P-H03,2018-10-16,180,2019-04-14,train,True,complete,0.0,0.0,0.0,81.2689377967742,0.7437922632257994,11.0814302,False,active,,evaluation_only
P-H03-W003::C005::C006,P-H03-W003,P-H03,2019-05-14,180,2019-11-10,train,True,complete,0.0,0.0,0.0,76.92065756387096,-2.9598151238709676,5.019748231,False,decaying,,evaluation_only
P-H03-W003::C006::C007,P-H03-W003,P-H03,2019-08-27,180,2020-02-23,train,True,complete,0.0,0.0,0.0,67.79949543967741,-0.16788580967741495,7.346371403,False,decaying,,evaluation_only
P-H03-W003::C007::C008,P-H03-W003,P-H03,2019-11-05,180,2020-05-03,train,True,complete,0.0,0.0,0.0,62.923174569333334,2.765382660666667,7.346371403,False,decaying,,evaluation_only
P-H03-W003::C008::C010,P-H03-W003,P-H03,2020-04-21,180,2020-10-18,train,True,complete,0.0,0.0,0.0,61.64658794,-0.6943390500000035,-14.91538986,False,decaying,,evaluation_only
P-H03-W003::C010::C012,P-H03-W003,P-H03,2020-10-20,180,2021-04-18,train,True,complete,0.0,0.0,0.0,46.86557304096774,8.410852989032264,35.169299,False,decaying,,evaluation_only
P-H03-W003::C012::C014,P-H03-W003,P-H03,2021-05-18,180,2021-11-14,train,True,complete,0.0,0.0,0.0,52.02857409483871,-1.309940334838707,6.168021924,False,decaying,,evaluation_only
P-H03-W003::C014::C016,P-H03-W003,P-H03,2021-11-02,180,2022-05-01,train,True,complete,0.0,0.0,0.0,41.258639206333335,3.6063358936666674,29.76699499,False,decaying,,evaluation_only
P-H03-W003::C016::C018,P-H03-W003,P-H03,2022-05-17,180,2022-11-13,train,True,complete,0.0,0.0,0.0,43.67271323580645,-0.42266457580645067,-16.16820636,False,decaying,,evaluation_only
P-H03-W003::C018::C020,P-H03-W003,P-H03,2022-10-18,180,2023-04-16,train,True,complete,0.0,0.0,0.0,34.53381174129032,5.5001749987096815,36.47758227,False,decaying,,evaluation_only
P-H03-W003::C020::C021,P-H03-W003,P-H03,2023-05-16,180,2023-11-12,train,True,complete,0.0,0.0,0.0,34.45155206741936,-3.185581997419355,22.76504051,False,decaying,,evaluation_only
P-H03-W003::C021::C022,P-H03-W003,P-H03,2023-07-25,180,2024-01-21,validation,True,complete,0.0,0.0,0.0,29.10252972935484,1.4292098706451632,22.76504051,False,decaying,,evaluation_only
P-H03-W003::C022::C024,P-H03-W003,P-H03,2023-11-07,180,2024-05-05,validation,True,complete,0.0,0.0,0.0,29.735071682,2.6462540580000002,18.92807148,False,decaying,,evaluation_only
P-H03-W003::C024::C029,P-H03-W003,P-H03,2024-05-14,180,2024-11-10,validation,True,complete,0.0,0.0,0.0,27.68762529387097,-0.2946015938709685,23.68616147,False,residual,,evaluation_only
P-H03-W004::C003::C005,P-H03-W004,P-H03,2018-10-16,180,2019-04-14,train,True,complete,0.0,0.0,0.0,89.97153392129033,0.0949386787096671,-4.662194848,False,active,,evaluation_only
P-H03-W004::C005::C006,P-H03-W004,P-H03,2019-05-14,180,2019-11-10,train,True,complete,0.0,0.0,0.0,74.24040893806452,6.368026511935483,41.8251129,False,decaying,,evaluation_only
P-H03-W004::C006::C007,P-H03-W004,P-H03,2019-08-27,180,2020-02-23,train,True,complete,0.0,0.0,0.0,78.59875921,-0.38647620000000416,3.876757177,False,decaying,,evaluation_only
P-H03-W004::C007::C008,P-H03-W004,P-H03,2019-11-05,180,2020-05-03,train,True,complete,0.0,0.0,0.0,64.21608278333333,3.1482386066666663,46.80217218,False,decaying,,evaluation_only
P-H03-W004::C008::C009,P-H03-W004,P-H03,2020-04-21,180,2020-10-18,train,True,complete,0.0,0.0,0.0,67.02906396333333,-0.16762871333332896,8.588447178,False,decaying,,evaluation_only
P-H03-W004::C009::C010,P-H03-W004,P-H03,2020-06-02,180,2020-11-29,train,True,complete,0.0,0.0,0.0,65.639111168,0.4609039019999983,8.588447178,False,decaying,,evaluation_only
P-H03-W004::C010::C012,P-H03-W004,P-H03,2020-10-20,180,2021-04-18,train,True,complete,0.0,0.0,0.0,58.70210057806452,-0.892303618064517,0.3796872339,False,decaying,,evaluation_only
P-H03-W004::C012::C014,P-H03-W004,P-H03,2021-05-18,180,2021-11-14,train,True,complete,0.0,0.0,0.0,48.20439016580645,2.3972067541935473,13.32107909,False,decaying,,evaluation_only
P-H03-W004::C014::C016,P-H03-W004,P-H03,2021-11-02,180,2022-05-01,train,True,complete,0.0,0.0,0.0,35.35782016866667,10.746275111333333,65.72764359,False,decaying,,evaluation_only
P-H03-W004::C016::C017,P-H03-W004,P-H03,2022-05-17,180,2022-11-13,train,True,complete,0.0,0.0,0.0,46.12920928516129,0.14330880483871056,41.85156595,False,decaying,,evaluation_only
P-H03-W004::C017::C018,P-H03-W004,P-H03,2022-07-19,180,2023-01-15,train,True,complete,0.0,0.0,0.0,44.12781255451613,1.9066161754838689,41.85156595,False,decaying,,evaluation_only
P-H03-W004::C018::C020,P-H03-W004,P-H03,2022-10-18,180,2023-04-16,train,True,complete,0.0,0.0,0.0,40.125854110645164,5.908574619354837,41.85156595,False,decaying,,evaluation_only
P-H03-W004::C020::C021,P-H03-W004,P-H03,2023-05-16,180,2023-11-12,train,True,complete,0.0,0.0,0.0,37.98630576870968,-1.9356800987096747,7.398108172,False,decaying,,evaluation_only
P-H03-W004::C021::C022,P-H03-W004,P-H03,2023-07-25,180,2024-01-21,validation,True,complete,0.0,0.0,0.0,35.45093686,0.5996888100000035,7.398108172,False,decaying,,evaluation_only
P-H03-W004::C022::C024,P-H03-W004,P-H03,2023-11-07,180,2024-05-05,validation,True,complete,0.0,0.0,0.0,33.621531757999996,-2.292957007999995,41.23284427,False,decaying,,evaluation_only
P-H03-W004::C024::C025,P-H03-W004,P-H03,2024-05-14,180,2024-11-10,validation,True,complete,0.0,0.0,0.0,32.44781798935484,3.389753950645158,30.4178321,False,residual,,evaluation_only
P-H03-W004::C025::C027,P-H03-W004,P-H03,2024-07-09,180,2025-01-05,test,True,complete,0.0,0.0,0.0,35.353431488387095,-1.3919037983870979,-15.25763578,False,residual,,evaluation_only
P-H03-W004::C027::C029,P-H03-W004,P-H03,2025-07-22,180,2026-01-18,test,False,right_censored,,,,20.85489223419355,,,,,,evaluation_only
P-H03-W005::C003::C005,P-H03-W005,P-H03,2018-10-16,180,2019-04-14,train,True,complete,0.0,0.0,0.0,85.29984977290323,0.4238394070967644,1.250230059,False,active,,evaluation_only
P-H03-W005::C005::C006,P-H03-W005,P-H03,2019-05-14,180,2019-11-10,train,True,complete,0.0,0.0,0.0,73.87483465774194,-2.589150547741937,14.00296702,False,decaying,,evaluation_only
P-H03-W005::C006::C007,P-H03-W005,P-H03,2019-08-27,180,2020-02-23,train,True,complete,0.0,0.0,0.0,68.46698108451614,2.1210135154838667,14.00296702,False,decaying,,evaluation_only
P-H03-W005::C007::C008,P-H03-W005,P-H03,2019-11-05,180,2020-05-03,train,True,complete,0.0,0.0,0.0,70.51249931866667,0.07549528133333183,-8.464308211,False,decaying,,evaluation_only
P-H03-W005::C008::C009,P-H03-W005,P-H03,2020-04-21,180,2020-10-18,train,True,complete,0.0,0.0,0.0,63.161156526666666,-0.42542746666666886,7.523181497,False,decaying,,evaluation_only
P-H03-W005::C009::C010,P-H03-W005,P-H03,2020-06-02,180,2020-11-29,train,True,complete,0.0,0.0,0.0,59.60705919666666,-1.9423087366666607,10.2561087,False,decaying,,evaluation_only
P-H03-W005::C010::C012,P-H03-W005,P-H03,2020-10-20,180,2021-04-18,train,True,complete,0.0,0.0,0.0,56.14113622870968,1.4373448512903266,10.2561087,False,decaying,,evaluation_only
P-H03-W005::C012::C014,P-H03-W005,P-H03,2021-05-18,180,2021-11-14,train,True,complete,0.0,0.0,0.0,48.77170206032258,-0.06995400032258203,24.39184534,False,decaying,,evaluation_only
P-H03-W005::C014::C016,P-H03-W005,P-H03,2021-11-02,180,2022-05-01,train,True,complete,0.0,0.0,0.0,48.71442638833334,0.6657956616666638,4.070843913,False,decaying,,evaluation_only
P-H03-W005::C016::C018,P-H03-W005,P-H03,2022-05-17,180,2022-11-13,train,True,complete,0.0,0.0,0.0,39.375095990322585,1.199575029677412,20.43533234,False,decaying,,evaluation_only
P-H03-W005::C018::C020,P-H03-W005,P-H03,2022-10-18,180,2023-04-16,train,True,complete,0.0,0.0,0.0,39.577443414838704,2.1949694851612946,20.43533234,False,decaying,,evaluation_only
P-H03-W005::C020::C021,P-H03-W005,P-H03,2023-05-16,180,2023-11-12,train,True,complete,0.0,0.0,0.0,30.582613563225806,2.3092103067741974,13.88131511,False,decaying,,evaluation_only
P-H03-W005::C021::C022,P-H03-W005,P-H03,2023-07-25,180,2024-01-21,validation,True,complete,0.0,0.0,0.0,29.94907966096774,3.520155469032261,13.88131511,False,decaying,,evaluation_only
P-H03-W005::C022::C024,P-H03-W005,P-H03,2023-11-07,180,2024-05-05,validation,True,complete,0.0,0.0,0.0,32.951554534,0.5978698359999939,3.464467537,False,decaying,,evaluation_only
P-H03-W005::C024::C025,P-H03-W005,P-H03,2024-05-14,180,2024-11-10,validation,True,complete,0.0,0.0,0.0,28.37663777967742,1.628458340322581,19.46548462,False,residual,,evaluation_only
P-H03-W005::C025::C027,P-H03-W005,P-H03,2024-07-09,180,2025-01-05,test,True,complete,0.0,0.0,0.0,25.95973458967742,4.5323662403225775,19.46548462,False,residual,,evaluation_only
P-H03-W005::C027::C029,P-H03-W005,P-H03,2025-07-22,180,2026-01-18,test,False,right_censored,,,,20.275466832258065,,,,,,evaluation_only
P-H03-W006::C003::C005,P-H03-W006,P-H03,2018-10-16,180,2019-04-14,train,True,complete,0.0,0.0,0.0,92.87583358548387,-3.9325441754838693,31.56873138,False,active,,evaluation_only
P-H03-W006::C005::C006,P-H03-W006,P-H03,2019-05-14,180,2019-11-10,train,True,complete,0.0,0.0,0.0,89.08434893225807,-0.1496943522580665,-7.811287028,False,decaying,,evaluation_only
P-H03-W006::C006::C007,P-H03-W006,P-H03,2019-08-27,180,2020-02-23,train,True,complete,0.0,0.0,0.0,85.4887479067742,-0.41231259677419985,-12.4612411,False,decaying,,evaluation_only
P-H03-W006::C007::C008,P-H03-W006,P-H03,2019-11-05,180,2020-05-03,train,True,complete,0.0,0.0,0.0,74.65887981866666,-1.7924867386666676,33.2388887,False,decaying,,evaluation_only
P-H03-W006::C008::C009,P-H03-W006,P-H03,2020-04-21,180,2020-10-18,train,True,complete,0.0,0.0,0.0,68.33206763666666,0.9959026833333411,21.41853223,False,decaying,,evaluation_only
P-H03-W006::C009::C010,P-H03-W006,P-H03,2020-06-02,180,2020-11-29,train,True,complete,0.0,0.0,0.0,69.00791676899999,0.3200535510000151,21.41853223,False,decaying,,evaluation_only
P-H03-W006::C010::C012,P-H03-W006,P-H03,2020-10-20,180,2021-04-18,train,True,complete,0.0,0.0,0.0,67.46730731935483,-1.1751555793548363,29.45134325,False,decaying,,evaluation_only
P-H03-W006::C012::C014,P-H03-W006,P-H03,2021-05-18,180,2021-11-14,train,True,complete,0.0,0.0,0.0,56.8102832367742,-0.5276528867741987,22.23587563,False,decaying,,evaluation_only
P-H03-W006::C014::C016,P-H03-W006,P-H03,2021-11-02,180,2022-05-01,train,True,complete,0.0,0.0,0.0,53.840335116666665,-6.1374272766666635,46.56655135,False,decaying,,evaluation_only
P-H03-W006::C016::C017,P-H03-W006,P-H03,2022-05-17,180,2022-11-13,train,True,complete,0.0,0.0,0.0,44.37526146741936,2.191260782580642,15.77096986,False,decaying,,evaluation_only
P-H03-W006::C017::C018,P-H03-W006,P-H03,2022-07-19,180,2023-01-15,train,True,complete,0.0,0.0,0.0,45.184442437741936,1.3820798122580626,15.77096986,False,decaying,,evaluation_only
P-H03-W006::C018::C020,P-H03-W006,P-H03,2022-10-18,180,2023-04-16,train,True,complete,0.0,0.0,0.0,45.81318494322581,0.5772748167741923,-15.70449754,False,decaying,,evaluation_only
P-H03-W006::C020::C021,P-H03-W006,P-H03,2023-05-16,180,2023-11-12,train,True,complete,0.0,0.0,0.0,35.655492607741934,15.405338152258068,66.61028194,False,decaying,,evaluation_only
P-H03-W006::C021::C022,P-H03-W006,P-H03,2023-07-25,180,2024-01-21,validation,True,complete,0.0,0.0,0.0,40.59322814903226,10.467602610967745,66.61028194,False,decaying,,evaluation_only
P-H03-W006::C022::C024,P-H03-W006,P-H03,2023-11-07,180,2024-05-05,validation,True,complete,0.0,0.0,0.0,44.230191678,-6.277167448,21.94574555,False,decaying,,evaluation_only
P-H03-W006::C024::C029,P-H03-W006,P-H03,2024-05-14,180,2024-11-10,validation,True,complete,0.0,0.0,0.0,30.099773397419355,-0.047833197419354434,23.3553689,False,residual,,evaluation_only
P-H03-W007::C003::C005,P-H03-W007,P-H03,2018-10-16,180,2019-04-14,train,True,complete,0.0,0.0,0.0,15.29592271419355,4.307207615806449,28.53521608,False,background,,evaluation_only
P-H03-W007::C005::C006,P-H03-W007,P-H03,2019-05-14,180,2019-11-10,train,True,complete,0.0,0.0,0.0,16.30888400096774,3.779712589032261,22.48661317,False,background,,evaluation_only
P-H03-W007::C006::C007,P-H03-W007,P-H03,2019-08-27,180,2020-02-23,train,True,complete,0.0,0.0,0.0,18.119827364193547,2.529735265806451,11.56340835,False,background,,evaluation_only
P-H03-W007::C007::C008,P-H03-W007,P-H03,2019-11-05,180,2020-05-03,train,True,complete,0.0,0.0,0.0,19.750118761333333,1.424518498666668,4.634330136,False,background,,evaluation_only
P-H03-W007::C008::C010,P-H03-W007,P-H03,2020-04-21,180,2020-10-18,train,True,complete,0.0,0.0,0.0,19.175580526666664,1.2479546233333352,19.65260629,False,background,,evaluation_only
P-H03-W007::C010::C012,P-H03-W007,P-H03,2020-10-20,180,2021-04-18,train,True,complete,0.0,0.0,0.0,19.870350293870967,2.5343970361290324,16.46706129,False,background,,evaluation_only
P-H03-W007::C012::C014,P-H03-W007,P-H03,2021-05-18,180,2021-11-14,train,True,complete,0.0,0.0,0.0,22.09683333451613,3.45533709548387,26.94124692,False,background,,evaluation_only
P-H03-W007::C014::C016,P-H03-W007,P-H03,2021-11-02,180,2022-05-01,train,True,complete,0.0,0.0,0.0,25.639720860666667,15.668289039333335,45.44516091,False,background,,evaluation_only
P-H03-W007::C016::C020,P-H03-W007,P-H03,2022-05-17,180,2022-11-13,train,True,complete,1.0,1.0,0.0,42.94554931612903,36.82977012387097,101.5313406,True,background,2022-07-01,evaluation_only
P-H03-W007::C020::C021,P-H03-W007,P-H03,2023-05-16,180,2023-11-12,train,True,complete,0.0,0.0,0.0,125.99172541612903,14.132068283870964,41.06684978,False,accelerating,,evaluation_only
P-H03-W007::C021::C022,P-H03-W007,P-H03,2023-07-25,180,2024-01-21,validation,True,complete,0.0,0.0,0.0,132.69572785806452,7.692626741935499,31.81904559,False,elevated,,evaluation_only
P-H03-W007::C022::C024,P-H03-W007,P-H03,2023-11-07,180,2024-05-05,validation,True,complete,0.0,0.0,0.0,140.14882219999998,3.7227502000000072,21.73581721,False,elevated,,evaluation_only
P-H03-W007::C024::C025,P-H03-W007,P-H03,2024-05-14,180,2024-11-10,validation,True,complete,0.0,0.0,0.0,142.40028378387098,-0.6309610838709716,17.99733228,False,elevated,,evaluation_only
P-H03-W007::C025::C027,P-H03-W007,P-H03,2024-07-09,180,2025-01-05,test,True,complete,0.0,0.0,0.0,140.01488478064516,3.3473454193548378,17.99733228,False,elevated,,evaluation_only
P-H03-W007::C027::C029,P-H03-W007,P-H03,2025-07-22,180,2026-01-18,test,False,right_censored,,,,141.62166583548387,,,,,,evaluation_only
P-H04-W001::C007::C008,P-H04-W001,P-H04,2019-11-05,180,2020-05-03,train,True,complete,0.0,0.0,0.0,27.166618956666667,12.69085068333333,66.47486671,False,decaying,,evaluation_only
P-H04-W001::C008::C010,P-H04-W001,P-H04,2020-04-21,180,2020-10-18,train,True,complete,0.0,0.0,0.0,38.78419693666667,1.0732727033333305,16.5952633,False,decaying,,evaluation_only
P-H04-W001::C010::C011,P-H04-W001,P-H04,2020-10-20,180,2021-04-18,train,True,complete,0.0,0.0,0.0,27.465367204193548,3.393661725806453,45.75215814,False,decaying,,evaluation_only
P-H04-W001::C011::C012,P-H04-W001,P-H04,2021-01-26,180,2021-07-25,train,True,complete,0.0,0.0,0.0,26.197527248064517,12.608470741935484,53.25724854,False,quiescent,,evaluation_only
P-H04-W001::C012::C013,P-H04-W001,P-H04,2021-05-18,180,2021-11-14,train,True,complete,0.0,0.0,0.0,35.71325115709678,3.0927468329032237,36.24283163,False,quiescent,,evaluation_only
P-H04-W001::C013::C014,P-H04-W001,P-H04,2021-07-13,180,2022-01-09,train,True,complete,0.0,0.0,0.0,36.73510466709678,-1.999971877096776,4.241710103,False,quiescent,,evaluation_only
P-H04-W001::C014::C015,P-H04-W001,P-H04,2021-11-02,180,2022-05-01,train,True,complete,0.0,0.0,0.0,22.618196574,0.9557949960000016,15.81567399,False,quiescent,,evaluation_only
P-H04-W001::C015::C016,P-H04-W001,P-H04,2022-03-01,180,2022-08-28,train,True,complete,0.0,0.0,0.0,23.57399157,-0.0886910400000005,-8.213025447,False,quiescent,,evaluation_only
P-H04-W001::C016::C018,P-H04-W001,P-H04,2022-05-17,180,2022-11-13,train,True,complete,0.0,0.0,0.0,20.576496503870967,-1.176964083870967,8.196518982,False,quiescent,,evaluation_only
P-H04-W001::C018::C020,P-H04-W001,P-H04,2022-10-18,180,2023-04-16,train,True,complete,0.0,0.0,0.0,13.773267243225806,11.627450146774194,63.03730119,False,quiescent,,evaluation_only
P-H04-W001::C020::C022,P-H04-W001,P-H04,2023-05-16,180,2023-11-12,train,True,complete,0.0,0.0,0.0,32.72877239451613,3.4888742554838714,32.36993309,False,quiescent,,evaluation_only
P-H04-W001::C022::C024,P-H04-W001,P-H04,2023-11-07,180,2024-05-05,validation,True,complete,1.0,1.0,0.0,31.499740996,46.643040924000005,122.6202378,True,quiescent,2024-03-01,evaluation_only
P-H04-W001::C024::C025,P-H04-W001,P-H04,2024-05-14,180,2024-11-10,validation,True,complete,0.0,0.0,0.0,82.58691131645162,29.72590108354838,105.8424864,False,reactivated,,evaluation_only
P-H04-W001::C025::C028,P-H04-W001,P-H04,2024-07-09,180,2025-01-05,test,True,complete,1.0,0.0,1.0,92.74924313806451,29.14152126193548,105.8424864,True,reactivated,,evaluation_only
P-H04-W001::C028::C029,P-H04-W001,P-H04,2025-08-26,180,2026-02-22,test,False,right_censored,,,,154.89334758709677,,,,,,evaluation_only
P-H04-W002::C007::C008,P-H04-W002,P-H04,2019-11-05,180,2020-05-03,train,True,complete,0.0,0.0,0.0,30.95285081,2.512443140000002,27.41198297,False,background,,evaluation_only
P-H04-W002::C008::C010,P-H04-W002,P-H04,2020-04-21,180,2020-10-18,train,True,complete,0.0,0.0,0.0,33.083398646666666,7.0351751933333375,33.02697477,False,background,,evaluation_only
