sample_id,point_id,profile_id,current_campaign_id,current_date,target_campaign_id,target_date,target_campaign_type,split,forecast_horizon_days,label_status,target_available,missing_reason,current_observed_settlement_mm,target_observed_settlement_mm,observed_increment_mm,observed_rate_mm_y,current_standard_uncertainty_mm,target_standard_uncertainty_mm,sigma_increment_mm,sigma_rate_mm_y,training_weight
P-H02-W002::C008::C012,P-H02-W002,P-H02,C008,2020-04-21,C010,2020-10-20,full,train,182,censored_weather,False,weather,365.3918315,,,,1.257299118,,,,
P-H02-W002::C012::C016,P-H02-W002,P-H02,C012,2021-05-18,C014,2021-11-02,full,train,168,censored_access,False,access,397.1879634,,,,0.7692655082,,,,
P-H02-W002::C016::C018,P-H02-W002,P-H02,C016,2022-05-17,C018,2022-10-18,full,train,154,observed,True,,427.2508691,446.9045261,19.65365700000001,46.6136248003247,0.7543741622,0.7371147589,1.0547125411140028,2.5015178937785034,1.0288739024599365
P-H02-W002::C018::C019,P-H02-W002,P-H02,C018,2022-10-18,C019,2023-01-17,focused,train,91,observed,True,,446.9045261,464.5154824,17.610956299999998,70.68573394038461,0.7371147589,0.820452373,1.1029416413163193,4.426916862536106,0.328523655821734
P-H02-W002::C019::C020,P-H02-W002,P-H02,C019,2023-01-17,C020,2023-05-16,full,train,119,observed,True,,464.5154824,493.1677991,28.65231670000003,87.94335020735303,0.820452373,0.7571841548,1.1164541820610112,3.4267637814939857,0.5482782815564408
P-H02-W002::C020::C021,P-H02-W002,P-H02,C020,2023-05-16,C021,2023-07-25,focused,train,70,observed,True,,493.1677991,516.4659427,23.298143600000003,121.56638499857144,0.7571841548,0.8194474235,1.115715879675905,5.821646072166062,0.20726567062393048
P-H02-W002::C021::C022,P-H02-W002,P-H02,C021,2023-07-25,C022,2023-11-07,full,train,105,observed,True,,516.4659427,552.2701426,35.80419989999996,124.54746679499985,0.8194474235,1.232100535,1.479718151618096,5.147305284557234,0.24300181945913482
P-H02-W002::C022::C024,P-H02-W002,P-H02,C022,2023-11-07,C024,2024-05-14,full,validation,189,observed,True,,552.2701426,626.1417791,73.87163650000002,142.75986895039688,1.232100535,1.184697399,1.7092628983116236,3.303218378880003,0.5900581407928127
P-H02-W002::C024::C026,P-H02-W002,P-H02,C024,2024-05-14,C026,2024-09-03,focused,validation,112,observed,True,,626.1417791,673.4322386,47.2904595,154.22178868191963,1.184697399,0.7413404513,1.3975312489998402,4.557574006224925,0.30995733633455375
P-H02-W002::C026::C027,P-H02-W002,P-H02,C026,2024-09-03,C027,2025-07-22,full,test,322,observed,True,,673.4322386,809.490063,136.05782439999996,154.33267193198753,0.7413404513,0.7385437573,1.0464380278738388,1.1869922039780112,3.3162507299828876
P-H02-W002::C027::C028,P-H02-W002,P-H02,C027,2025-07-22,C028,2025-08-26,focused,test,35,observed,True,,809.490063,824.8203027,15.330239699999993,159.9820014407142,0.7385437573,0.7286557482,1.03749027987336,10.826952134964136,0.20726567062393048
P-H02-W002::C028::C029,P-H02-W002,P-H02,C028,2025-08-26,C029,2025-11-04,full,test,70,observed,True,,824.8203027,853.617848,28.797545300000024,150.26147744035728,0.7286557482,0.7373446949,1.0366370620820364,5.409024098935197,0.2200551547619924
P-H02-W003::C007::C008,P-H02-W003,P-H02,C007,2019-11-05,C008,2020-04-21,full,train,168,observed,True,,144.3159441,157.0751387,12.7591946,27.73985611696429,0.7344904075,1.285373112,1.480425680593957,3.2186040466484687,0.6214901831997746
P-H02-W003::C008::C010,P-H02-W003,P-H02,C008,2020-04-21,C010,2020-10-20,full,train,182,observed,True,,157.0751387,169.8072821,12.732143400000012,25.55173283983519,1.285373112,0.8819536445,1.55885415228603,3.1284147204531454,0.6578406972134795
P-H02-W003::C010::C012,P-H02-W003,P-H02,C010,2020-10-20,C012,2021-05-18,full,train,210,observed,True,,169.8072821,187.4866202,17.679338099999995,30.749420195357136,0.8819536445,0.780690719,1.177845588258312,2.0486100052921357,1.53408986275497
P-H02-W003::C012::C014,P-H02-W003,P-H02,C012,2021-05-18,C014,2021-11-02,full,train,168,observed,True,,187.4866202,208.7421335,21.25551329999999,46.21176329062498,0.780690719,0.7477121764,1.0809956047410931,2.350200265664787,1.165627102892236
P-H02-W003::C014::C016,P-H02-W003,P-H02,C014,2021-11-02,C016,2022-05-17,full,train,196,observed,True,,208.7421335,244.866487,36.12435350000001,67.3184699789541,0.7477121764,0.7663772215,1.0707042282399397,1.9952791804318264,1.61719368619381
P-H02-W003::C016::C018,P-H02-W003,P-H02,C016,2022-05-17,C018,2022-10-18,full,train,154,observed,True,,244.866487,284.495971,39.62948399999999,93.99135734415582,0.7663772215,0.7496950792,1.0720899017390073,2.54273270526086,0.9957904590890171
P-H02-W003::C018::C019,P-H02-W003,P-H02,C018,2022-10-18,C019,2023-01-17,focused,train,91,observed,True,,284.495971,313.14983,28.65385900000001,115.00903296428575,0.7496950792,0.8356075008,1.1226230922130171,4.505913015723126,0.3171054978778366
P-H02-W003::C019::C020,P-H02-W003,P-H02,C019,2023-01-17,C020,2023-05-16,full,train,119,observed,True,,313.14983,351.7691883,38.61935829999999,118.53546738718482,0.8356075008,0.7707117823,1.1367658275868715,3.4891068783706287,0.528860136927174
P-H02-W003::C020::C021,P-H02-W003,P-H02,C020,2023-05-16,C021,2023-07-25,focused,train,70,observed,True,,351.7691883,376.7167811,24.947592799999995,130.17297528857142,0.7707117823,0.8330936551,1.134919243622171,5.92184648189997,0.20726567062393048
P-H02-W003::C021::C022,P-H02-W003,P-H02,C021,2023-07-25,C022,2023-11-07,full,train,105,observed,True,,376.7167811,414.1911102,37.474329100000034,130.35713051214296,0.8330936551,1.249607374,1.5018533974136934,5.2243043181462046,0.2358915832742003
P-H02-W003::C022::C024,P-H02-W003,P-H02,C022,2023-11-07,C024,2024-05-14,full,validation,189,observed,True,,414.1911102,483.3421879,69.15107769999997,133.63720174563485,1.249607374,1.203078705,1.734623002147629,3.35222778589641,0.57293101899682
P-H02-W003::C024::C026,P-H02-W003,P-H02,C024,2024-05-14,C026,2024-09-03,focused,validation,112,observed,True,,483.3421879,526.3021503,42.959962399999995,140.0993416660714,1.203078705,0.7576327282,1.4217614853639313,4.636592701153356,0.29948252396773356
P-H02-W003::C026::C027,P-H02-W003,P-H02,C026,2024-09-03,C027,2025-07-22,full,test,322,observed,True,,526.3021503,651.7664511,125.46430080000005,142.3162604571429,0.7576327282,0.7523922863,1.0677553574314278,1.2111728083907731,3.3162507299828876
P-H02-W003::C027::C028,P-H02-W003,P-H02,C027,2025-07-22,C028,2025-08-26,focused,test,35,observed,True,,651.7664511,666.4105025,14.644051399999967,152.82113639571395,0.7523922863,0.7426087363,1.0571479970717554,11.032094455155962,0.20726567062393048
P-H02-W003::C028::C029,P-H02-W003,P-H02,C028,2025-08-26,C029,2025-11-04,full,test,70,observed,True,,666.4105025,693.317436,26.906933500000036,140.39653515535736,0.7426087363,0.7539265062,1.0582404792768143,5.521747643655091,0.21116224470475167
P-H02-W004::C004::C005,P-H02-W004,P-H02,C004,2019-02-12,C005,2019-05-14,full,train,91,observed,True,,100.9733707,109.112367,8.138996300000002,32.66778459972528,0.724292946,0.765499441,1.0538451811327276,4.2298566198761405,0.3598471658087276
P-H02-W004::C005::C007,P-H02-W004,P-H02,C005,2019-05-14,C007,2019-11-05,full,train,175,observed,True,,109.112367,127.9597436,18.84737659999999,39.33716744657141,0.765499441,0.7374130645,1.062905180092088,2.2184349544493434,1.3082055280847429
P-H02-W004::C007::C008,P-H02-W004,P-H02,C007,2019-11-05,C008,2020-04-21,full,train,168,observed,True,,127.9597436,142.6615357,14.701792100000006,31.963271217410725,0.7374130645,1.293303209,1.4887616391165441,3.2367273136149866,0.6145499018636145
P-H02-W004::C008::C010,P-H02-W004,P-H02,C008,2020-04-21,C010,2020-10-20,full,train,182,observed,True,,142.6615357,156.8670151,14.205479400000002,28.508523905769234,1.293303209,0.8894518921,1.5696362186092572,3.1500529057529185,0.648834124978363
P-H02-W004::C010::C012,P-H02-W004,P-H02,C010,2020-10-20,C012,2021-05-18,full,train,210,observed,True,,156.8670151,171.238956,14.371940899999998,24.996911493928565,0.8894518921,0.7832084758,1.1851329819582397,2.0612848650487954,1.5152816015819668
P-H02-W004::C012::C014,P-H02-W004,P-H02,C012,2021-05-18,C014,2021-11-02,full,train,168,observed,True,,171.238956,182.9381404,11.699184400000007,25.435280369642875,0.7832084758,0.7483153109,1.083231887036346,2.3550621829763414,1.1608193039197185
P-H02-W004::C014::C016,P-H02-W004,P-H02,C014,2021-11-02,C016,2022-05-17,full,train,196,observed,True,,182.9381404,193.8736935,10.935553099999993,20.378626376403048,0.7483153109,0.7689854562,1.07299321357336,1.9995447513146416,1.610301220924246
P-H02-W004::C016::C018,P-H02-W004,P-H02,C016,2022-05-17,C018,2022-10-18,full,train,154,observed,True,,193.8736935,201.9323266,8.058633100000009,19.1130892193182,0.7689854562,0.7523123242,1.075784581126876,2.5514955730947495,0.9889623101379679
P-H02-W004::C018::C019,P-H02-W004,P-H02,C018,2022-10-18,C019,2023-01-17,focused,train,91,observed,True,,201.9323266,209.2545581,7.322231499999987,29.389506103021922,0.7523123242,0.8392239783,1.127062872645925,4.523733123449715,0.3146121040721523
P-H02-W004::C019::C020,P-H02-W004,P-H02,C019,2023-01-17,C020,2023-05-16,full,train,119,observed,True,,209.2545581,224.0537124,14.799154299999998,45.42345468970588,0.8392239783,0.7744608405,1.141966058699489,3.5050680919326758,0.5240545070865181
P-H02-W004::C020::C021,P-H02-W004,P-H02,C020,2023-05-16,C021,2023-07-25,focused,train,70,observed,True,,224.0537124,239.7490772,15.695364799999993,81.89617133142853,0.7744608405,0.835568753,1.139282552511861,5.944613604356532,0.20726567062393048
P-H02-W004::C021::C022,P-H02-W004,P-H02,C021,2023-07-25,C022,2023-11-07,full,train,105,observed,True,,239.7490772,267.6062645,27.85718730000002,96.90321582214293,0.835568753,1.252679925,1.5057828978601067,5.237973366127657,0.234662021411059
P-H02-W004::C022::C024,P-H02-W004,P-H02,C022,2023-11-07,C024,2024-05-14,full,validation,189,observed,True,,267.6062645,333.1456461,65.53938160000001,126.65745571111113,1.252679925,1.206876291,1.7394704298365988,3.361595632263586,0.5697422646129507
P-H02-W004::C024::C026,P-H02-W004,P-H02,C024,2024-05-14,C026,2024-09-03,focused,validation,112,observed,True,,333.1456461,377.5989529,44.45330679999995,144.96937775624983,1.206876291,0.7629837847,1.4278286443033186,4.6563786815338135,0.29694279674539936
P-H02-W004::C026::C027,P-H02-W004,P-H02,C026,2024-09-03,C027,2025-07-22,full,test,322,observed,True,,377.5989529,512.0782141,134.4792612,152.54208122142856,0.7629837847,0.7559440322,1.074055694800754,1.2183193867266318,3.3162507299828876
P-H02-W004::C027::C028,P-H02-W004,P-H02,C027,2025-07-22,C028,2025-08-26,focused,test,35,observed,True,,512.0782141,527.623808,15.545593900000085,162.22937634214375,0.7559440322,0.7459919522,1.0620524340003001,11.08327575767456,0.20726567062393048
P-H02-W004::C028::C029,P-H02-W004,P-H02,C028,2025-08-26,C029,2025-11-04,full,test,70,observed,True,,527.623808,557.2254982,29.601690199999894,154.45739065071373,0.7459919522,0.7593889326,1.064507183490339,5.554446410997804,0.2086833581892271
P-H02-W005::C004::C005,P-H02-W005,P-H02,C004,2019-02-12,C005,2019-05-14,full,train,91,observed,True,,14.36095793,14.67804875,0.31709082000000066,1.2727189231318707,0.7163491794,0.7633763411,1.0468522269061078,4.201788745906108,0.3646707682814901
P-H02-W005::C005::C007,P-H02-W005,P-H02,C005,2019-05-14,C007,2019-11-05,full,train,175,observed,True,,14.67804875,19.53571644,4.857667690000001,10.138646421557146,0.7633763411,0.7302387039,1.056405226617502,2.2048686229831005,1.32435356435792
P-H02-W005::C007::C008,P-H02-W005,P-H02,C007,2019-11-05,C008,2020-04-21,full,train,168,observed,True,,19.53571644,22.38603413,2.850317689999997,6.196896049241065,0.7302387039,1.285556811,1.4784805981080853,3.214375228922489,0.6231265183003507
P-H02-W005::C008::C010,P-H02-W005,P-H02,C008,2020-04-21,C010,2020-10-20,full,train,182,observed,True,,22.38603413,27.01006484,4.6240307099999995,9.27981987267857,1.285556811,0.8891590038,1.5630931029043338,3.1369217353615815,0.6542775401803972
P-H02-W005::C010::C012,P-H02-W005,P-H02,C010,2020-10-20,C012,2021-05-18,full,train,210,observed,True,,27.01006484,29.96551991,2.955455070000003,5.14038078246429,0.8891590038,0.777365144,1.1810589744567157,2.054199002001502,1.525753417038571
P-H02-W005::C012::C014,P-H02-W005,P-H02,C012,2021-05-18,C014,2021-11-02,full,train,168,observed,True,,29.96551991,34.0874102,4.12189029,8.961431121562498,0.777365144,0.7376232526,1.071627094600703,2.3298321208506354,1.186096766825746
P-H02-W005::C014::C016,P-H02-W005,P-H02,C014,2021-11-02,C016,2022-05-17,full,train,196,observed,True,,34.0874102,38.05210617,3.964695970000001,7.388291852257654,0.7376232526,0.7627191586,1.0610506951468885,1.9772896245020462,1.6467542921993426
P-H02-W005::C016::C019,P-H02-W005,P-H02,C016,2022-05-17,C018,2022-10-18,full,train,154,censored_access,False,access,38.05210617,,,,0.7627191586,,,,
P-H02-W005::C019::C020,P-H02-W005,P-H02,C019,2023-01-17,C020,2023-05-16,full,train,119,observed,True,,42.64199206,43.77359378,1.131601719999999,3.4732565397478963,0.8325381856,0.7704127194,1.134308418683139,3.481564285075769,0.5311541045413815
P-H02-W005::C020::C021,P-H02-W005,P-H02,C020,2023-05-16,C021,2023-07-25,focused,train,70,observed,True,,43.77359378,46.63508532,2.861491540000003,14.930854071214302,0.7704127194,0.8266323722,1.129980901158202,5.896078916400475,0.20726567062393048
P-H02-W005::C021::C022,P-H02-W005,P-H02,C021,2023-07-25,C022,2023-11-07,full,train,105,observed,True,,46.63508532,47.83819509,1.2031097699999975,4.185103271357134,0.8266323722,1.240807774,1.4909476888166917,5.186368031812349,0.23935511663362904
P-H02-W005::C022::C024,P-H02-W005,P-H02,C022,2023-11-07,C024,2024-05-14,full,validation,189,observed,True,,47.83819509,49.88685484,2.048659749999999,3.9591162628968233,1.240807774,1.196546466,1.7237538621612787,3.3312227415577094,0.5801790381260606
P-H02-W005::C024::C026,P-H02-W005,P-H02,C024,2024-05-14,C026,2024-09-03,focused,validation,112,observed,True,,49.88685484,52.63893946,2.752084620000005,8.974990245133945,1.196546466,0.7612439521,1.418173402622513,4.624891386677437,0.30099986654607347
P-H02-W005::C026::C027,P-H02-W005,P-H02,C026,2024-09-03,C027,2025-07-22,full,test,322,observed,True,,52.63893946,58.06197686,5.423037399999998,6.1514422681677,0.7612439521,0.7507520797,1.0691683870105317,1.2127756315391203,3.3162507299828876
P-H02-W005::C027::C028,P-H02-W005,P-H02,C027,2025-07-22,C028,2025-08-26,focused,test,35,observed,True,,58.06197686,59.153439,1.0914621399999973,11.390187046714258,0.7507520797,0.7400421823,1.0541779341065822,11.001099726640833,0.20726567062393048
P-H02-W005::C028::C029,P-H02-W005,P-H02,C028,2025-08-26,C029,2025-11-04,full,test,70,observed,True,,59.153439,60.94528102,1.7918420200000043,9.349575682928593,0.7400421823,0.7576852354,1.059126690970679,5.526371769672007,0.21080901753959938
P-H02-W006::C005::C007,P-H02-W006,P-H02,C005,2019-05-14,C007,2019-11-05,full,train,175,observed,True,,239.5639395,255.2875331,15.723593599999987,32.81738607085712,0.7568574681,0.7203679715,1.0448747491358796,2.180802869267886,1.3537440451515534
P-H02-W006::C007::C008,P-H02-W006,P-H02,C007,2019-11-05,C008,2020-04-21,full,train,168,observed,True,,255.2875331,267.5489217,12.261388600000004,26.657572536607148,0.7203679715,1.270807858,1.4607815121768117,3.175895519777265,0.6383178155053392
P-H02-W006::C008::C010,P-H02-W006,P-H02,C008,2020-04-21,C010,2020-10-20,full,train,182,observed,True,,267.5489217,280.3947425,12.845820800000013,25.779868391208815,1.270807858,0.8824321754,1.5471390228857018,3.1049040005989155,0.667840919278033
P-H02-W006::C010::C012,P-H02-W006,P-H02,C010,2020-10-20,C012,2021-05-18,full,train,210,observed,True,,280.3947425,293.5847453,13.190002800000002,22.941183441428574,0.8824321754,0.7692297203,1.1706412374310042,2.0360795808174967,1.553030131824576
P-H02-W006::C012::C014,P-H02-W006,P-H02,C012,2021-05-18,C014,2021-11-02,full,train,168,observed,True,,293.5847453,301.390976,7.806230700000015,16.971581923660747,0.7692297203,0.7261377543,1.0578234261031771,2.2998214665725327,1.217253781253718
P-H02-W006::C014::C016,P-H02-W006,P-H02,C014,2021-11-02,C016,2022-05-17,full,train,196,observed,True,,301.390976,311.0394242,9.648448199999962,17.98008012780605,0.7261377543,0.7540670304,1.0468491412596763,1.9508247390055957,1.6917370873299993
P-H02-W006::C016::C018,P-H02-W006,P-H02,C016,2022-05-17,C018,2022-10-18,full,train,154,observed,True,,311.0394242,316.82647,5.787045799999987,13.72544466525971,0.7540670304,0.7359152411,1.0536547482071845,2.4990090700173644,1.030940768903287
P-H02-W006::C018::C019,P-H02-W006,P-H02,C018,2022-10-18,C019,2023-01-17,focused,train,91,observed,True,,316.82647,321.9854681,5.158998100000019,20.706857758516563,0.7359152411,0.8225827151,1.1037271244581057,4.430069584706848,0.328056225122238
P-H02-W006::C019::C020,P-H02-W006,P-H02,C019,2023-01-17,C020,2023-05-16,full,train,119,observed,True,,321.9854681,329.3641428,7.378674700000033,22.647570875420268,0.8225827151,0.7630560557,1.1220057340859402,3.443803314074703,0.5428660717224868
P-H02-W006::C020::C021,P-H02-W006,P-H02,C020,2023-05-16,C021,2023-07-25,focused,train,70,observed,True,,329.3641428,336.2315317,6.86738889999998,35.83305422464275,0.7630560557,0.8153430498,1.1167089293981698,5.826827663752593,0.20726567062393048
P-H02-W006::C021::C022,P-H02-W006,P-H02,C021,2023-07-25,C022,2023-11-07,full,train,105,observed,True,,336.2315317,349.8609969,13.62946519999997,47.411068231428466,0.8153430498,1.226020717,1.4723827924050046,5.1217887135802656,0.245429103769345
P-H02-W006::C022::C024,P-H02-W006,P-H02,C022,2023-11-07,C024,2024-05-14,full,validation,189,observed,True,,349.8609969,392.6336448,42.77264790000004,82.6598393940477,1.226020717,1.182714016,1.703507922539852,3.292096659829,0.594051672304477
P-H02-W006::C024::C026,P-H02-W006,P-H02,C024,2024-05-14,C026,2024-09-03,focused,validation,112,observed,True,,392.6336448,430.6250078,37.99136299999998,123.89594049776778,1.182714016,0.7548754506,1.4030856672211436,4.575687856718953,0.3075081274385317
P-H02-W006::C026::C027,P-H02-W006,P-H02,C026,2024-09-03,C027,2025-07-22,full,test,322,observed,True,,430.6250078,559.0331729,128.40816509999996,145.65553510178566,0.7548754506,0.7423863109,1.0587607758744486,1.2009701036898832,3.3162507299828876
P-H02-W006::C027::C028,P-H02-W006,P-H02,C027,2025-07-22,C028,2025-08-26,focused,test,35,observed,True,,559.0331729,573.7068589,14.673686000000089,153.13039461428664,0.7423863109,0.7310389442,1.0418998860489246,10.872969525124848,0.20726567062393048
P-H02-W006::C028::C029,P-H02-W006,P-H02,C028,2025-08-26,C029,2025-11-04,full,test,70,observed,True,,573.7068589,603.7146459,30.007787000000008,156.57634573928576,0.7310389442,0.7512578615,1.0482396254686253,5.469564617177363,0.21521070202143455
P-H02-W007::C005::C007,P-H02-W007,P-H02,C005,2019-05-14,C007,2019-11-05,full,train,175,observed,True,,200.4292007,217.5758058,17.146605100000016,35.78741435871432,0.7349384079,0.6906449226,1.008526089161677,2.104938023236014,1.4530841066490903
P-H02-W007::C007::C008,P-H02-W007,P-H02,C007,2019-11-05,C008,2020-04-21,full,train,168,observed,True,,217.5758058,232.5123762,14.936570399999994,32.47370439642856,0.6906449226,1.223714721,1.405157687772183,3.05496336582613,0.6898542840986909
P-H02-W007::C008::C010,P-H02-W007,P-H02,C008,2020-04-21,C010,2020-10-20,full,train,182,observed,True,,232.5123762,252.7278351,20.215458899999987,40.56976023749998,1.223714721,0.8580753602,1.4945805572716606,2.9994260908982087,0.7156374329651293
P-H02-W007::C010::C012,P-H02-W007,P-H02,C010,2020-10-20,C012,2021-05-18,full,train,210,observed,True,,252.7278351,272.0809343,19.35309920000003,33.66056896571434,0.8580753602,0.7448081487,1.136236111973335,1.976239237610765,1.6485052834469203
P-H02-W007::C012::C014,P-H02-W007,P-H02,C012,2021-05-18,C014,2021-11-02,full,train,168,observed,True,,272.0809343,290.1472712,18.066336899999953,39.27815209955347,0.7448081487,0.6937107491,1.017827972590066,2.212867065407867,1.3147970735577346
P-H02-W007::C014::C016,P-H02-W007,P-H02,C014,2021-11-02,C016,2022-05-17,full,train,196,observed,True,,290.1472712,308.0754297,17.928158499999995,33.4094892455357,0.6937107491,0.7281005173,1.0056664291450772,1.874079914516528,1.833129585844388
P-H02-W007::C016::C018,P-H02-W007,P-H02,C016,2022-05-17,C018,2022-10-18,full,train,154,observed,True,,308.0754297,324.508093,16.4326633,38.974222534577926,0.7281005173,0.7077756315,1.0154194738322442,2.4083244338780987,1.1100419592723485
P-H02-W007::C018::C019,P-H02-W007,P-H02,C018,2022-10-18,C019,2023-01-17,focused,train,91,observed,True,,324.508093,333.8909081,9.382815100000016,37.660145222802264,0.7077756315,0.7921648482,1.0622953879542887,4.2637735214319115,0.35414500650255776
P-H02-W007::C019::C020,P-H02-W007,P-H02,C019,2023-01-17,C020,2023-05-16,full,train,119,observed,True,,333.8909081,345.2425805,11.351672399999984,34.84200289159659,0.7921648482,0.7398354498,1.083919572433535,3.3269044019441067,0.5816861665783788
P-H02-W007::C020::C021,P-H02-W007,P-H02,C020,2023-05-16,C021,2023-07-25,focused,train,70,observed,True,,345.2425805,353.4631253,8.220544800000027,42.89362840285729,0.7398354498,0.782048513,1.0765483590932083,5.617275545125634,0.20726567062393048
P-H02-W007::C021::C022,P-H02-W007,P-H02,C021,2023-07-25,C022,2023-11-07,full,train,105,observed,True,,353.4631253,363.7493181,10.28619279999998,35.78125638285707,0.782048513,1.182712124,1.4178885164010966,4.9322264820523865,0.2646569831905207
P-H02-W007::C022::C024,P-H02-W007,P-H02,C022,2023-11-07,C024,2024-05-14,full,validation,189,observed,True,,363.7493181,381.8453555,18.0960374,34.97131037222222,1.182712124,1.141482641,1.6437124407757358,3.1765395184832674,0.6380590218244236
P-H02-W007::C024::C026,P-H02-W007,P-H02,C024,2024-05-14,C026,2024-09-03,focused,validation,112,observed,True,,381.8453555,396.2888707,14.443515200000036,47.10262434642869,1.141482641,0.7331542099,1.3566494444765118,4.424251871384339,0.3289195538619662
P-H02-W007::C026::C027,P-H02-W007,P-H02,C026,2024-09-03,C027,2025-07-22,full,test,322,observed,True,,396.2888707,427.9185413,31.629670599999997,35.878065797049686,0.7331542099,0.7164579159,1.0250985517255717,1.1627864783160407,3.3162507299828876
P-H02-W007::C027::C029,P-H02-W007,P-H02,C027,2025-07-22,C028,2025-08-26,focused,test,35,censored_weather,False,weather,427.9185413,,,,0.7164579159,,,,
P-H03-W001::C003::C005,P-H03-W001,P-H03,C003,2018-10-16,C005,2019-05-14,full,train,210,observed,True,,116.5301329,159.848884,43.3187511,75.34368494892857,0.6827676998,1.184582569,1.367262811118924,2.3780606750532716,1.1384750479077679
P-H03-W001::C005::C006,P-H03-W001,P-H03,C005,2019-05-14,C006,2019-08-27,focused,train,105,observed,True,,159.848884,180.1416563,20.292772299999996,70.5898579292857,1.184582569,0.9496653003,1.5182555929001313,5.281360526731171,0.23082229176692642
P-H03-W001::C006::C008,P-H03-W001,P-H03,C006,2019-08-27,C007,2019-11-05,full,train,70,censored_weather,False,weather,180.1416563,,,,0.9496653003,,,,
P-H03-W001::C008::C009,P-H03-W001,P-H03,C008,2020-04-21,C009,2020-06-02,focused,train,42,observed,True,,219.5312819,227.083663,7.552381099999991,65.67874278035706,1.130338411,0.7247580279,1.3427356859737893,11.677004983379202,0.20726567062393048
P-H03-W001::C009::C010,P-H03-W001,P-H03,C009,2020-06-02,C010,2020-10-20,full,train,140,observed,True,,227.083663,249.7898791,22.706216100000006,59.23889593232145,0.7247580279,0.7181774923,1.0203201014641503,2.661942264712721,0.9085987092522816
P-H03-W001::C010::C012,P-H03-W001,P-H03,C010,2020-10-20,C012,2021-05-18,full,train,210,observed,True,,249.7898791,281.8692597,32.07938059999998,55.795208400714245,0.7181774923,0.6866493744,0.9936127383494175,1.728176441343451,2.155724303926571
P-H03-W001::C012::C014,P-H03-W001,P-H03,C012,2021-05-18,C014,2021-11-02,full,train,168,observed,True,,281.8692597,304.0272007,22.157940999999994,48.17373779910713,0.6866493744,0.6911552261,0.9742601859509878,2.1181460292773706,1.4350187749138386
P-H03-W001::C014::C016,P-H03-W001,P-H03,C014,2021-11-02,C016,2022-05-17,full,train,196,observed,True,,304.0272007,329.2181182,25.190917500000012,46.94378886160717,0.6911552261,0.69222479,0.9781976827082992,1.82289134494493,1.9375272229080582
P-H03-W001::C016::C017,P-H03-W001,P-H03,C016,2022-05-17,C017,2022-07-19,focused,train,63,observed,True,,329.2181182,336.2132519,6.995133699999997,40.55512037976189,0.69222479,0.7021923722,0.9860270216715197,5.716609042309882,0.20726567062393048
P-H03-W001::C017::C018,P-H03-W001,P-H03,C017,2022-07-19,C018,2022-10-18,full,train,91,observed,True,,336.2132519,345.5540704,9.340818500000012,37.49158194642862,0.7021923722,1.273668595,1.4544090956347657,5.837614529457122,0.20726567062393048
P-H03-W001::C018::C020,P-H03-W001,P-H03,C018,2022-10-18,C020,2023-05-16,full,train,210,observed,True,,345.5540704,368.3456005,22.79153009999999,39.64098270964284,1.273668595,0.7000888254,1.4533946653745589,2.527868578705036,1.0075355892465876
P-H03-W001::C020::C021,P-H03-W001,P-H03,C020,2023-05-16,C021,2023-07-25,focused,train,70,observed,True,,368.3456005,374.7283152,6.382714700000008,33.30409348821433,0.7000888254,0.7153768568,1.0009437600060251,5.222781547745724,0.23602915789165388
P-H03-W001::C021::C022,P-H03-W001,P-H03,C021,2023-07-25,C022,2023-11-07,full,train,105,observed,True,,374.7283152,386.1440322,11.41571700000003,39.710386992857245,0.7153768568,1.207233096,1.4032732432861366,4.881386210573918,0.27019856555656835
P-H03-W001::C022::C024,P-H03-W001,P-H03,C022,2023-11-07,C024,2024-05-14,full,validation,189,observed,True,,386.1440322,402.2639945,16.119962299999997,31.152466825793642,1.207233096,0.8681260019,1.486961500259043,2.873612105659341,0.7796740682750232
P-H03-W001::C024::C025,P-H03-W001,P-H03,C024,2024-05-14,C025,2024-07-09,focused,validation,56,observed,True,,402.2639945,406.5625589,4.298564399999975,28.03661869821412,0.8681260019,0.692732911,1.1106401942831947,7.243952338606015,0.20726567062393048
P-H03-W001::C025::C029,P-H03-W001,P-H03,C025,2024-07-09,C027,2025-07-22,full,test,378,censored_instrument,False,instrument,406.5625589,,,,0.692732911,,,,
P-H03-W002::C003::C005,P-H03-W002,P-H03,C003,2018-10-16,C005,2019-05-14,full,train,210,observed,True,,223.3010373,266.4363236,43.13528629999999,75.02458724321427,0.7083248377,1.221402327,1.4119304940767257,2.4557505379120195,1.0675811165377946
P-H03-W002::C005::C006,P-H03-W002,P-H03,C005,2019-05-14,C006,2019-08-27,focused,train,105,observed,True,,266.4363236,285.562259,19.125935400000003,66.53093242714286,1.221402327,0.9784150946,1.5649663708023065,5.443847304148023,0.21724886135883859
P-H03-W002::C006::C007,P-H03-W002,P-H03,C006,2019-08-27,C007,2019-11-05,full,train,70,observed,True,,285.562259,297.0121273,11.449868299999991,59.74377709392852,0.9784150946,1.196358896,1.5455001473243106,8.064198983002921,0.20726567062393048
P-H03-W002::C007::C008,P-H03-W002,P-H03,C007,2019-11-05,C008,2020-04-21,full,train,168,observed,True,,297.0121273,321.5033966,24.4912693,53.24664352276785,1.196358896,1.175988156,1.6775645296353339,3.647205026483962,0.4840040810728168
