row_id,category,crs_kind_schema,vertical_kind_schema,axes_schema,system_as_printed,what_is_stated,what_is_unknown,values_as_printed,key_finding_ru,source_id,pdf_page,locator,vn_id,record_kind,status,evidence_type,scope,spatial_level,extraction_method,quote_check,confidence,relevance_to_skru1_world,notes
CDE-0079,HEIGHT_SYSTEM;ABSOLUTE_ELEVATION;REFERENCE_POINT_DATUM,,ABSOLUTE_UNSPECIFIED,,absolute height; datum,Накопление InSAR-смещений относительно опорной точки и первой сцены; атмосферная ошибка опорной точки оценивается по смещениям группы точек опорной зоны; остаток от аппроксимирующего тренда = остаточная фаза (атмосфера) |  | карты оседаний/изменений высот по парам | опорная точка/зона | опорная зона стабильна; тренд гладкий; остаток = атмосфера |  | PS/точечный анализ,,,,VKM-SRC-001,19,текст с.19,EV-VN-S001-0066,subsidence_method,MODEL_CHOICE,DESCRIPTIVE,GENERAL_METHOD,unstated,VISUAL_READ,EXACT,HIGH,MEDIUM (метод),Observation-operator implication: InSAR values are relative to a reference point (possibly itself moving) and to first-scene epoch; not absolute heights; levelling is also relative to its own datum benchmarks. | keyword sweep hit
CDE-0080,GEOGRAPHIC_GRATICULE,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,wgs,"InSAR | data source: Sentinel-1B IW SLC 1SDV (dual-pol), SAR-C | S1B_IW_SLC__1SDV_20180408T023012_20180408T023040_010386_012E98_7B7F | S1B_IW_SLC__1SDV_20180408T022947_20180408T023014_010386_012E98_6BD2 | S1B_IW_SLC__1SDV_20180327T023012_20180327T023040_010211_0128E2_CAB6 | S1B_IW_SLC__1SDV_20180327T022947_20180327T023014_010211_0128E2_FD8A | S1B_IW_SLC__1SDV_20161120T023006_20161120T023033_003036_00529A_3C42 | S1B_IW_SLC__1SDV_20180315T023011_20180315T023039_010036_012335_EF08 | sensing ~02:29-02:30 UTC; 12-day spacing between 2018-03-15, 03-27, 04-08 |  | WGS84 footprint polygon | Perm area AOI (orange box); footprint strips extend over Solikamsk/Berezniki to Yekaterinburg | 47 products fo",,,,VKM-SRC-002,4,"слайд 4 'Sentinel-1a, -1b' (скриншот Copernicus Open Access Hub)",EV-VN-S002-0005,monitoring_observation,FACT,DESCRIPTIVE,GENERAL_METHOD,district,VISUAL_READ,NOT_FOUND,HIGH,LOW,"Search AOI coordinates are for Perm city region (≈58°N 56°E), not VKM (VKM ≈59.3-59.7°N); used as illustration of data access. Sensing ~02:30 UTC ≈ local morning → consistent with descending pass (interpretation, not printed). | keyword sweep hit"
CDE-0081,MAP_SCALE_ORIENTATION,MAP_ONLY,,,north arrow,слайд 5 SAR amplitude crop | MAP_ATTRIBUTION |  | title only |  | unlabelled amplitude image: city grid + wide river + industrial sites; red box on full strip | Location not printed; cannot be attributed to a specific VKM town/mine; no coordinates or north arrow,координатная сетка/координаты отсутствуют,,,VKM-SRC-002,5,"слайд 5, SAR-изображение",EV-VN-S002-0008,visual_check,FACT,DESCRIPTIVE,VKM_REGIONAL,unstated,VISUAL_READ,NO_QUOTE,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0082,OTHER,,ABSOLUTE_UNSPECIFIED,,систему координат,"Post-processing of InSAR vertical-displacement maps: orthorectification of points; transformation to target coordinate system; removal of offset+planar tilt ('baseline improvement') -> adjusted displacement map; error analysis; point subsidence histories | V_h, σ_Vh (slide 10) | исходная карта смещений | карта поправок за смещение и наклон (плоскость; изолинии ~-2..-12, 8 — unit not shown) | residual orbital/atmospheric ramp modelled as a plane (offset + tilt) | not stated (possibly to levelling benchmarks) | general",,,,VKM-SRC-002,10,слайд 10 'Интерпретация результатов' + рисунок,EV-VN-S002-0019,subsidence_method,MODEL_CHOICE,DESCRIPTIVE,GENERAL_METHOD,unstated,VISUAL_READ,NOT_FOUND,HIGH,LOW,"Planar detrending can remove part of a real, broad subsidence trough if the trough is comparable to the frame size — relevant for observation operator (InSAR as band-passed/detrended displacement). | keyword sweep hit"
CDE-0083,MAP_SCALE_ORIENTATION,MAP_ONLY,,,scale bar,"InSAR | скорость оседаний летне-осеннего периода, мм/год, изолинии | 2020-2021 (летне-осенний период) |  | map with scale bar 0-1000 м; no coordinates; blue polygon and red polyline boundaries unlabelled | Березники | two trough zones (callout 'Оседания более 30 мм/год'); printed contour labels NW zone: -70, -95, -80; S zone: -60, -115; elsewhere -15, -10, -5; colour bar visible -20...-10 мм (truncated)",координатная сетка/координаты отсутствуют,,,VKM-SRC-002,12,"слайд 12, Рис.32",EV-VN-S002-0022,monitoring_observation,FACT,MEASURED,OTHER_VKM_SITE,district,VISUAL_READ,NOT_FOUND,HIGH,LOW-MEDIUM,Reproduced figure (numbering 32). Colour bar truncated to -20 мм while isolines reach -115 мм/год — saturation of colour ramp. Mine attribution within Berezniki not given (BKPRU-? unknown). | keyword sweep hit
CDE-0084,MAP_SCALE_ORIENTATION,MAP_ONLY,,,scale bar,"InSAR | скорость оседаний, мм/год | 2021 |  | scale bar 0-1000 м; no coordinates | Березники | colour bar -60мм ... -30мм ... 0мм; same two trough zones in deep blue (<= -60, saturated); isoline labels -10 around",координатная сетка/координаты отсутствуют,,,VKM-SRC-002,12,"слайд 12, Рис.33",EV-VN-S002-0023,monitoring_observation,FACT,MEASURED,OTHER_VKM_SITE,district,VISUAL_READ,NOT_FOUND,HIGH,LOW-MEDIUM,"COSMO-SkyMed (X-band, Italian constellation) — commercial data; different sensor than Sentinel-1 of slide 4. | keyword sweep hit"
CDE-0085,MAP_SCALE_ORIENTATION,MAP_ONLY,,,scale bar,"InSAR | скорость оседаний (PS точки + изолинии), мм/год | 2016 | not stated | scale bar 0-1000 м; no coordinate grid; overlay of mine-plan outlines | СКРУ-1 | colour scale -60...+60 мм/год; isoline step 5 мм/год; printed isoline labels: 0, -5, -10, -20, -30, -35, -40, -50, -70; main trough centre labelled -70 (dense blue PS cluster), secondary trough to the SW labelled -40; small blue cluster at SW margin near ponds; NE corner isolines -30/-35",координатная сетка/координаты отсутствуют,,,VKM-SRC-002,14,"слайд 14, карта '…",EV-VN-S002-0027,monitoring_observation,FACT,MEASURED,SKRU1,mine_field,VISUAL_READ,FUZZY_60,HIGH,HIGH,"Map sensor not stated (2016: Sentinel-1 or commercial X-band). Deepest isoline -70 exceeds colour-scale limit -60 (colour saturation). PS density high in built-up N/NW, sparse over forest/fields in E — InSAR coverage is land-cover dependent. | keyword sweep hit"
CDE-0086,GEOREFERENCING;MAP_SCALE_ORIENTATION,,,,georef; scale bar,"mine-plan overlay: panels/blocks and boundary pillar | панели 'N ВП' (1, 3, 5 ВП — легибельно частично), 'N ЮВП' (1 ЮВП дважды), подписи вида 'N ЮЗП' (частично нечитаемы), крупная тёмно-красная подпись '1СЗП' за нижней границей; розовые номера прямоугольных контуров 2...201 (чётные на севере, нечётные на юге) | СКРУ-1 / граница с соседним полем (вероятно СКРУ-2) внизу карты | bottom: hatched E-W strip with red centre line (probable inter-mine barrier pillar/boundary); right: red N-S line (probable field boundary) | blocks roughly few hundred m in size per scale bar 0-1000 м (visual impression only)",,,,VKM-SRC-002,14,"слайд 14, карта — оверлей горного плана",EV-VN-S002-0028,spatial_entity,FACT,DESCRIPTIVE,SKRU1,mine_field,VISUAL_READ,NOT_FOUND,LOW,HIGH,"Interpretation of abbreviations: ВП=восточная панель, ЮВП=юго-восточная панель, ЮЗП=юго-западная панель, СЗП=северо-западная панель — NOT stated on slide. Pink numbers may be block (блок) numbers of the mine plan or land-plot numbers — UNKNOWN. '1СЗП' south of hatched strip would belong to the southern neighbour (SKRU-2?) — attribution UNKNOWN. Georeferencing impossible without original map. | keyword sweep hit"
CDE-0087,REFERENCE_POINT_DATUM,,,,datum,IPTA regression analysis and reference point |  | differential interferogram stack | reference point in stable area with dense neighbouring points | reference point assumed stable (InSAR displacements are relative to it) | standard deviation of phase from regression used as quality measure to reject candidates | small stacks require unwrapping; large stacks allow nonlinear regression without unwrapping,,,,VKM-SRC-003,26,"§1.2.3 IPTA, стр.26-27",EV-VN-S003-0087,subsidence_method,FACT,LITERATURE_CITED,GENERAL_METHOD,unstated,TEXT_LAYER,NOT_FOUND,HIGH,LOW,"Observation operator must include reference-point datum: InSAR displacements are relative to a chosen 'stable' reference, not absolute. | keyword sweep hit"
CDE-0088,GEOGRAPHIC_GRATICULE,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,graticule; lat/lon,"Рис. 2.1 | UNCLEAR_MINE_ATTRIBUTION |  | caption only |  | TSX amplitude image with lat/lon graticule 56.75/56.80/56.85 E, 59.35/59.40 N; yellow numerals 1-6 | Locations readable only approximately; which mine (БКПРУ-1..4) underlies each area not indicated; no mine-field boundaries drawn",,,,VKM-SRC-003,32,Рис. 2.1,EV-VN-S003-0110,visual_check,FACT,DESCRIPTIVE,GENERAL_METHOD,unstated,VISUAL_READ,EXACT,HIGH,LOW, | keyword sweep hit
CDE-0089,MAP_SCALE_ORIENTATION,,,,scale bar,"subsidence area | Область «А» | г. Березники; over BKPRU-1 (former БРУ-1) mine field (inferred) | from railway station (NW) to ул. Котовского (SE); from BKPRU-1 salt dump and sinkhole No.2 (SW) along пр-т Ленина to ул. Тельмана and ул. Коммунистическая (NE) | ~3 km scale (Рис. 3.1, 1 km scale bar)",,,,VKM-SRC-003,39,"§3.1, Рис. 3.1",EV-VN-S003-0134,spatial_entity,FACT,FIELD_OBSERVATION,BKPRU1,district,TEXT_LAYER,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0090,MAP_SCALE_ORIENTATION,MAP_ONLY,,,scale bar,"sinkholes, hazard zones, tailings, reservoir (map labels) | Закрытая территория провалов 3 и 4 (у ж/д вокзала); Закрытая территория провала 2; Провал № 5 (outlined, between пл. Решетова, Калийная ул., ул. Котовского); '1А' (near разрушенная школа № 26, грунтовая площадка, ул. Гастелло, пр-т Ленина); Территория бывшего Березниковского рудоуправления № 1 АО «Уралкалий» БРУ-1; Отвал галитовых отходов бывшего БРУ-1 АО «Уралкалий»; Шламонакопитель-отстойник бывшего БРУ-1 АО «Уралкалий»; ТЭЦ-10; Нижнезырянское водохранилище; р. Зырянка; ул. Максима Горького, ул. Тельмана, Коммунистическая ул., Калийная ул., Гвардейская ул. | former BKPRU-1 (БРУ-1) mine field under Berezniki | OSM basemap; no coord",координатная сетка/координаты отсутствуют,,,VKM-SRC-003,40,Рис. 3.1 (надписи на карте),EV-VN-S003-0136,spatial_entity,FACT,FIELD_OBSERVATION,BKPRU1,site,VISUAL_READ,EXACT,MEDIUM,LOW-MEDIUM,"Provides spatial layout of Berezniki sinkholes (провалы 2, 3, 4, 5, and '1А'?). '1А' meaning not explained on this page (possibly a sinkhole/deformation site). Provál No.5 appears on map but not in text of p.39. | keyword sweep hit"
CDE-0091,GEOGRAPHIC_GRATICULE,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,lat/lon,"InSAR | subvertical displacement over one TSX 22-day interval (contours) | 21.07.2022-12.08.2022 (label '07.21-08.12 2022', read as MM.DD) |  | geographic lat/lon on optical basemap | Berezniki area A | Std: contours -0.01, -0.015, -0.02, -0.025, -0.03 (units not printed; presumably m); Step: contours -0.01 ... -0.025, -0.0275. Main elongated NNW-SSE subsidence zone east of E56.775-56.785 between N59.389-59.40 (along пр-т Ленина), plus spots near reservoir/sinkhole in NW and at south edge near N59.389.",,,,VKM-SRC-003,42,"Рис. 3.2 А (Std) и Б (Step), подпись на стр.43",EV-VN-S003-0144,monitoring_observation,FACT,MEASURED,BKPRU1,district,VISUAL_READ,NOT_FOUND,MEDIUM,LOW-MEDIUM,"Values = contour levels from legend (max ~2.75-3 cm over 22 days, presumably metres). Figure caption on p.43: 'Сравнение работы методов Std и Step в условиях высокой (А и Б) и низкой (В и Г) когерентности'. Date format interpretation MM.DD (07.21 = 21 July) since DD.MM would be invalid. | keyword sweep hit"
CDE-0092,REFERENCE_POINT_DATUM;INSAR_GEOMETRY,,ABSOLUTE_UNSPECIFIED,,crs; datum,"Where were the InSAR reference points located, what CRS/datum was used for GeoTIFF products, and how much real long-wavelength subsidence is removed by the 1st-order detrending? | Needed to build a correct InSAR observation operator (relative, detrended, subvertical LOS) and to co-register InSAR with mine-survey coordinates and levelling benchmarks.",система координат не названа,,,VKM-SRC-003,36,"§2.2 (Std шаги 10, 12, 13)",EV-VN-S003-0151,open_question,FACT,DESCRIPTIVE,VKM_REGIONAL,unstated,TEXT_LAYER,NOT_FOUND,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0093,GEOGRAPHIC_GRATICULE,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,map grid,"Рис. 3.2 В/Г (panel titles) | LABEL_ERROR |  | no date in text layer |  | Panel titles read '29.05 -07.05 2021 std' and '29.05 -07.05 2021 Step'; end date precedes start date (probably 29.05-07.06.2021 or similar; not resolvable from source). Legends: Std isolines -0.01/-0.015/-0.02/-0.03 m; Step isolines 0.005/-0.01/-0.015/-0.02/-0.025/-0.028 m. Map grid labels N59.3964°, N59.3892°, E56.775°, E56.785°. | Interval of the low-coherence example is ambiguous (printed '29.05-07.05 2021').",,,,VKM-SRC-003,43,"Рис. 3.2 В, Г",EV-VN-S003-0155,visual_check,FACT,DESCRIPTIVE,OTHER_VKM_SITE,site,VISUAL_READ,EXACT,MEDIUM,LOW-MEDIUM,Mine attribution not stated on this page; p39 locates area A next to the BKPRU-1 salt dump and proval No.2; Berezniki provals are over the flooded BKPRU-1 field (p31 context). Not SKRU-1. | keyword sweep hit
CDE-0094,GEOGRAPHIC_GRATICULE,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,lat/lon,"InSAR | subvertical displacement over pair interval (isolines, m); Std vs Step processing | 2021, panel label '29.05-07.05' (ambiguous) |  | geographic lat/lon labels on Google Earth optical base | Berezniki area A (prospekt Lenina / ul. Kotovskogo) | Low-coherence case: Std gives fragmentary isolines only in coherent pixels (to -0.03 m); Step gives continuous closed contours down to -0.025/-0.028 m around three subsidence centres south of prospekt Lenina.",,,,VKM-SRC-003,43,"Рис. 3.2 В, Г",EV-VN-S003-0156,monitoring_observation,FACT,MEASURED,OTHER_VKM_SITE,site,VISUAL_READ,EXACT,MEDIUM,LOW-MEDIUM,Mine attribution not stated on this page; p39 locates area A next to the BKPRU-1 salt dump and proval No.2; Berezniki provals are over the flooded BKPRU-1 field (p31 context). Not SKRU-1. | keyword sweep hit
CDE-0095,GEOGRAPHIC_GRATICULE,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,graticule,"sinkholes (провалы) and subsidence areas | Провалы № 3, 4 (south of railway station), провал № 5, local subsidence area at ul. Kotovskogo | Berezniki area «A» | Berezniki city centre; lat ~N59.389-59.404, lon ~E56.765-56.79 (map graticule) | not given",,,,VKM-SRC-003,44,Рис. 3.3,EV-VN-S003-0162,spatial_entity,FACT,DESCRIPTIVE,OTHER_VKM_SITE,site,TEXT_LAYER,EXACT,HIGH,LOW-MEDIUM,Mine attribution not stated on this page; p39 locates area A next to the BKPRU-1 salt dump and proval No.2; Berezniki provals are over the flooded BKPRU-1 field (p31 context). Not SKRU-1. | keyword sweep hit
CDE-0096,REFERENCE_POINT_DATUM,,ABSOLUTE_UNSPECIFIED,,datum,"Which levelling campaigns (dates, epochs, benchmark IDs, accuracy class, reference benchmarks) produced the geodetic mm/yr values in Fig.3.5, and how were they annualized? | Needed to use InSAR-levelling comparison as an observation-operator validation (time alignment, sign, datum).",,,,VKM-SRC-003,47,Рис. 3.5,EV-VN-S003-0178,open_question,UNKNOWN,DESCRIPTIVE,OTHER_VKM_SITE,site,TEXT_LAYER,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0097,GEOGRAPHIC_GRATICULE;MAP_SCALE_ORIENTATION;INSAR_GEOMETRY,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,graticule; scale bar,"InSAR | LOS displacement velocity of persistent scatterers (IPTA; SBAS in 2022) | 1 провал южнее ж/д вокзала | 2 Панель переходного периода | 3 Нартовка/Зырянка/Новая Зырянка | 4 пос. им. Чкалова | 5 базы отдыха на южном берегу водохранилища | 6 агрофирма Суханово | 2020, 2021, 2022 seasons (separately) |  | geographic graticule 56°44'-56°52' E, 59°22'-59°26' N; scale bar 1000 m | Berezniki city and southern outskirts | LOS subsidence classes 50-75, 75-100, 100-125, 125-150, >150 mm/yr; same palette for all years",,,,VKM-SRC-003,58,"§3.3 p.58-61, Рис. 3.14 А-В",EV-VN-S003-0216,monitoring_observation,FACT,MEASURED,OTHER_VKM_SITE,district,TEXT_LAYER,EXACT,HIGH,LOW-MEDIUM,"LOS (not vertical). Threshold of display 50 mm/yr LOS. Area A adjoins BKPRU-1 salt dump/industrial site (p39, p52); provals over flooded BKPRU-1 field (context). Not SKRU-1. | keyword sweep hit"
CDE-0098,GEOGRAPHIC_GRATICULE;MAP_SCALE_ORIENTATION;INSAR_GEOMETRY,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,graticule; scale bar,"Рис. 3.14 А (p.59), Б (p.60), В (p.61) | OK_CONFIRMED |  | p.59, p.60 text layer contains only panel letters |  | Graticule 56°44', 56°48', 56°52' E; 59°22', 59°24', 59°26' N; scale bar 1000 m; legend 'оседания LOS' 50-75 (yellow), 75-100 (cyan), 100-125 (pink), 125-150 (green), >150 (red) mm/yr; labels 1-6. Panel А (2020): clusters at 1, 2, 3 mostly yellow/cyan, few points at 4. Panel Б (2021): red (>150) cluster at 2 and at 3; yellow cluster at 4 (Chkalova) and at 5. Panel В (2022): red at 2, dense yellow/cyan at 3, almost nothing at 4. | Pages 59-60 are figure-only (verified visually). Consistent with text p.61 (area 4 accelerated in 2021, slowed 2022).",,,,VKM-SRC-003,59,Рис. 3.14,EV-VN-S003-0217,visual_check,FACT,DESCRIPTIVE,OTHER_VKM_SITE,district,VISUAL_READ,NOT_FOUND,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0099,GEOGRAPHIC_GRATICULE;MAP_SCALE_ORIENTATION,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,graticule; scale bar,"Рис. 3.15 А, Б | OK_CONFIRMED |  | caption |  | Graticule 56°46', 56°47' E; 59°23', 59°24' N; scale bar 0-500 m; legend 'Субвертикальные оседания' 50-75, 75-100, 100-150, 150-200, >200 mm/yr; PS points 1-4 around station proval, 5 north of pr. Lenina, 6-7 south (Kotovskogo area) on panel A; panel Б shows more green (150-200) and red (>200) points N of pr. Lenina and S. | Consistent with text (255 mm/yr 2020 around proval; 200-230 mm/yr 2021 N of pr. Lenina).",,,,VKM-SRC-003,62,Рис. 3.15,EV-VN-S003-0221,visual_check,FACT,DESCRIPTIVE,OTHER_VKM_SITE,site,VISUAL_READ,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0100,GEOGRAPHIC_GRATICULE;MAP_SCALE_ORIENTATION,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,graticule,"Рис. 3.16 | MAP_ATTRIBUTION |  | caption says 'горный отвод СКРУ' (no number) while title says 'Карта горного отвода СКРУ-2' |  | Crimson/violet polygon on OSM base; OSM labels: Рубцово, Родники, Усовский, 'Отвал галитовых отходов', 'Родниковская птицефабрика', 'сад Магний', roads 57K-0057, 57K-0001; label at 5 'Зона ликвидации последствий техногенного провала грунта в шахту СКРУ-2 АО «Уралкалий»'. | Polygon is SKRU-2 allotment per title; caption omits number. Polygon source (who digitized it) not stated. No coordinates on Fig.3.16 (graticule only on Fig.3.17).",координатная сетка/координаты отсутствуют,,,VKM-SRC-003,64,Рис. 3.16,EV-VN-S003-0233,visual_check,FACT,DESCRIPTIVE,SKRU2,mine_field,VISUAL_READ,EXACT,MEDIUM,LOW-MEDIUM, | keyword sweep hit
CDE-0101,GEOGRAPHIC_GRATICULE,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,географическими координат,"Gaussian-like pressure-drop distribution in UGS model (as printed) | dP(x,y) = P0 * exp((x^2 + y^2)/a)   [printed without minus sign] | \Delta P(x,y)=P_0\exp\left(\frac{x^2+y^2}{a}\right) | dP | total pressure change during gas withdrawal | MPa | P0 | peak pressure change (-1.6) | MPa | a | areal scale (5) | km^2 | x, y | east/north distance from origin above UGS centre | km | (4.6) | ORIGINAL |  | other | UGS model only; Earth sphericity neglected | CLEAR",,,,VKM-SRC-003,79,формула (4.6),EV-VN-S003-0288,formula,FACT,DESCRIPTIVE,GENERAL_METHOD,unstated,VISUAL_READ,FUZZY_79,HIGH,LOW,"As printed the exponent has no minus sign, which would give a pressure change growing with distance; Fig. 4.1A shows a decaying bowl (max -1.6 at centre), so a missing minus sign (typo) is likely. Recorded as printed. | keyword sweep hit"
CDE-0102,GEOREFERENCING;REFERENCE_POINT_DATUM,,,,datum,"InSAR reference (control) points | Reference/control points chosen near the displacement area of interest, not on scene periphery, among low-phase-dispersion points; several iterations with DEM updated from the previous iteration.",система/датум высот не указаны; опорная точка неизвестна,,,VKM-SRC-004,5,Методика,EV-VN-S004-0025,claim,FACT,DESCRIPTIVE,GENERAL_METHOD,site,VISUAL_READ,EXACT,HIGH,MEDIUM (метод),"PS velocities are relative to unspecified reference points (location not published) -> datum of InSAR velocities UNKNOWN; if reference point sits in a slowly subsiding area, all velocities are biased. | keyword sweep hit"
CDE-0103,INSAR_GEOMETRY,,,,datum,"Where were the InSAR reference (control) points, what is the TerraSAR-X incidence angle over Berezniki, and what spatial filter widths were used? | Needed to define the InSAR observation operator (datum offset, LOS->vertical factor, spatial transfer function) before any comparison of model subsidence with PS velocities.",,,,VKM-SRC-004,5,pp.3-5,EV-VN-S004-0031,open_question,UNKNOWN,DESCRIPTIVE,GENERAL_METHOD,unstated,TEXT_LAYER,NOT_FOUND,HIGH,LOW, | keyword sweep hit
CDE-0104,GEOGRAPHIC_GRATICULE;INSAR_GEOMETRY,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,graticule; lat/lon; wgs,"InSAR | mean LOS displacement velocity, mm/yr; sign: negative = away from satellite ('subsidence'), positive = toward satellite ('uplift') | areas 1-6 | 2020 season; 2021 season |  | geographic lat/lon graticule (WGS84 implied, not stated): ~59.35-59.42°N, ~56.72-56.90°E; scene in radar geometry parallelogram | г. Березники, whole scene | colour scale saturates at -50...+50 mm/yr; black arrow = flight direction (towards S-SW, descending); red arrow = LOS look direction (towards W, right-looking)",,,,VKM-SRC-004,6,Рис. 1,EV-VN-S004-0032,monitoring_observation,FACT,MEASURED,OTHER_VKM_SITE,site,VISUAL_READ,EXACT,HIGH,LOW-MEDIUM,Colour scale capped at ±50 mm/yr LOS: map cannot be digitised for high rates. Linear blue (positive LOS) feature in the SE of both maps is not discussed by the authors (possibly infrastructure/artefact) — UNKNOWN. | keyword sweep hit
CDE-0105,GEOGRAPHIC_GRATICULE;GEOREFERENCING;INSAR_GEOMETRY,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,georef; graticule,"Рис. 1 (LOS velocity maps 2020/2021) | OK_CONFIRMED |  | caption only |  | lat 59.35-59.40+ N, lon 56.75-56.85 E graticule; colourbar -50..50 mm/yr; areas 1-6 labelled; flight arrow SSW, look arrow W | figure viewed at 150 dpi; geographic graticule allows approximate georeferencing of areas 1-6; values beyond ±50 mm/yr saturated",,,,VKM-SRC-004,6,Рис. 1,EV-VN-S004-0033,visual_check,FACT,DESCRIPTIVE,OTHER_VKM_SITE,unstated,VISUAL_READ,FUZZY_70,HIGH,MEDIUM, | keyword sweep hit
CDE-0106,GEOGRAPHIC_GRATICULE,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,graticule; lat/lon,"InSAR | mean subvertical subsidence velocity, mm/yr | areas 1-7 (Fig.2 numbering) | 2020 (left), 2021 (right) |  | lat/lon graticule ~56.765-56.79 E, ~59.389-59.40+ N | western part of Berezniki | PS legend classes: -320...-250, -250...-200, -200...-150, -150...-100, -100...-50 mm/yr; stacking isolines: -75, -100, -150, -200, -250, -300, -400, -500, -600 mm/yr",,,,VKM-SRC-004,8,Рис. 2,EV-VN-S004-0044,monitoring_observation,FACT,MEASURED,OTHER_VKM_SITE,site,VISUAL_READ,EXACT,HIGH,LOW-MEDIUM,"Stacking isolines down to -600 mm/yr visible near the railway-station sinkhole in 2020 (visual, legend confirmed at 300 dpi) — higher than any rate stated in the text. Not digitised. | keyword sweep hit"
CDE-0107,GEOGRAPHIC_GRATICULE,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,lat/lon,"InSAR | mean subvertical PS velocity 2021 and time series | Fig.4 triangles 1-5 | PS 417028 | PS 418903 | PS 431802 | PS 455453 | PS 749248 | 2021 season (Fig.5 x-axis days from 27.04.2021) |  | subvertical; lat/lon ~59.367-59.382+ N, ~56.775-56.795+ E | settlements south of Berezniki, reservoir shore, both sides of ul. Zheleznodorozhnaya, along the railway | >250 mm/yr at triangles 1-2; mostly <=200-250 mm/yr; 200-250 mm/yr zone extends south along railway (triangles 3,5); W-E elongated subsidence area in right part of Fig.4; 200-250 mm/yr at triangle 4; near-constant rate time series (linear trend red line)",,,,VKM-SRC-004,9,"p.9 / Рис. 4, Рис. 5",EV-VN-S004-0055,monitoring_observation,FACT,MEASURED,OTHER_VKM_SITE,site,VISUAL_READ,FUZZY_70,HIGH,LOW-MEDIUM,"Fig.5 cumulative Wz over ~165 days approx: PS417028 ~-120, PS418903 ~-120, PS431802 ~-85, PS455453 ~-95, PS749248 ~-88 mm (GRAPH_DIGITIZED_APPROX). Fig.4 colour classes: -75,-100,-150,-200,-250,-300 mm/yr; place labels 'Коллективный сад 47', 'Коллективный сад 63'. | keyword sweep hit"
CDE-0108,GEOGRAPHIC_GRATICULE,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,graticule,"Рис. 4 map and Рис. 5 time series | OK_CONFIRMED |  | captions only |  | Fig.4 graticule 59.367/59.374/59.382 N, 56.775/56.795 E; colourbar -75..-300 mm/yr; Fig.5 PS numbers 417028, 418903, 431802, 455453, 749248; y-axes 0..-120 and 0..-100 mm; x 0-160+ days | read at 150 dpi; PS IDs legible",,,,VKM-SRC-004,11,Рис. 4-5,EV-VN-S004-0056,visual_check,FACT,DESCRIPTIVE,OTHER_VKM_SITE,unstated,VISUAL_READ,NOT_FOUND,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0109,GEOGRAPHIC_GRATICULE,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,graticule,"Рис. 6 map, Рис. 7 time series | OK_CONFIRMED | EV-MON-0080 '100-125 мм/год' | captions only |  | graticule 59.3604/59.3676 N, 56.7324/56.7396/56.7468 E; legend -175..-150, -150..-125, -125..-100, -100..-75, -75..-50, -50..-25 mm/yr; PS IDs 773513 (~-50 mm by day ~165), 474433 (~-15 mm), 472664 (~-25 mm, approx) | figure read at 150 dpi; cumulative values are approximate graph readings | EV-MON-0080",,,,VKM-SRC-004,12,Рис. 6-7,EV-VN-S004-0060,visual_check,FACT,DESCRIPTIVE,OTHER_VKM_SITE,unstated,VISUAL_READ,FUZZY_62,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0110,GEOGRAPHIC_GRATICULE,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,lat/lon,Which mine (BKPRU-1/-2/-3/-4) and which panels/workings lie beneath InSAR subsidence areas 1-6 (Fig.1) and the new 2021 area 4; what caused the onset between 2020 and 2021? | Linking surface observations to mined geometry and events is required for any 3D+time forward model; the article gives only surface locations (lat/lon) without mining attribution.,,,,VKM-SRC-004,9,p.9,EV-VN-S004-0083,open_question,UNKNOWN,DESCRIPTIVE,OTHER_VKM_SITE,unstated,TEXT_LAYER,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
