unit_id,strict_iou,strict_centroid_shift_px,lenient_iou,lenient_centroid_shift_px,classification,interpretation
F13B-PX-0260,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0261,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0262,0.965909,0.182039,0.994118,0.026675,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0263,0.982249,0.049067,0.987952,0.046817,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0264,0.997076,0.036303,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0265,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0266,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0267,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0268,0.990741,0.082804,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0269,1.0,0.0,0.998966,0.021142,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0270,0.997773,0.032462,0.970982,0.277598,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0271,0.99689,0.043001,0.978159,0.234863,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0272,0.988764,0.039739,0.988636,0.060831,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0273,0.960699,0.431874,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0274,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0275,0.96988,0.180966,0.962733,0.229856,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0276,0.906977,0.215207,0.820513,1.011089,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0277,0.946429,0.333114,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0278,0.984375,0.13214,0.989418,0.073085,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0279,0.913043,0.313526,0.785714,1.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0280,0.94382,0.422284,0.97619,0.065673,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0281,0.987578,0.05096,0.981132,0.198866,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0282,0.943396,0.392552,0.966667,0.228421,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0283,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0284,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0285,1.0,0.0,0.975904,0.074811,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0286,1.0,0.0,0.9375,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0287,0.95092,0.299134,0.96129,0.140563,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0288,0.96875,0.082366,0.903226,0.498236,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0289,0.996198,0.011904,0.979008,0.193603,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0290,0.958333,0.143677,0.956522,0.23109,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0291,1.0,0.0,0.974684,0.118189,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0292,0.988679,0.067905,0.992366,0.02461,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0293,1.0,0.0,0.833333,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0294,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0295,1.0,0.0,0.916667,0.317178,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0296,0.987097,0.004669,0.986928,0.07317,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0297,0.990148,0.059571,0.995025,0.065674,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0298,0.982301,0.115372,0.981982,0.061135,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0299,0.791667,1.624128,0.802632,1.098082,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0300,0.993443,0.066668,0.990099,0.096322,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0301,0.994444,0.055956,0.997207,0.028335,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0302,1.0,0.0,0.989011,0.149714,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0303,0.988439,0.117896,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0304,0.959866,0.325693,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0305,0.989324,0.084369,0.985612,0.131577,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0306,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0307,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0308,0.968085,0.257105,0.989011,0.043516,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0309,1.0,0.0,0.986239,0.175216,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0310,0.993939,0.051309,0.993902,0.049396,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0311,0.960526,0.115298,0.986301,0.06517,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0312,0.992366,0.03843,0.969231,0.184797,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0313,0.99375,0.098292,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0314,0.625,3.0,0.0,,threshold_sensitive,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0315,1.0,0.0,0.994792,0.082201,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0316,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0317,0.989117,0.161377,0.976773,0.296985,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0318,0.969697,0.2949,0.96875,0.203723,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0319,0.979228,0.285849,0.99697,0.041123,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0320,0.996491,0.051988,0.976526,0.324632,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0321,0.794118,0.57748,0.0,,threshold_sensitive,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0322,0.993939,0.059201,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0323,0.991379,0.110204,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0324,0.943182,0.36351,0.915663,0.452748,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0325,1.0,0.0,0.847826,0.351666,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0326,1.0,0.0,0.913793,0.120674,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0327,1.0,0.0,0.967742,0.092429,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0328,0.857143,0.053571,0.875,0.29934,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0329,1.0,0.0,0.969697,0.223959,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0330,0.9,0.360555,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0331,1.0,0.0,0.947368,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0332,0.893939,0.504072,0.59322,1.44825,threshold_sensitive,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0333,0.977778,0.25772,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0334,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0335,0.996364,0.026167,0.978102,0.138226,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0336,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0337,1.0,0.0,0.932515,0.483844,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0338,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0339,1.0,0.0,0.980237,0.207573,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0340,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0341,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0342,0.990783,0.060181,0.930233,0.52734,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0343,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0344,1.0,0.0,0.985714,0.137681,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0345,1.0,0.0,0.974,0.333676,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0346,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0347,1.0,0.0,0.954128,0.239464,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0348,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0349,0.989474,0.081519,0.904255,0.340476,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0350,0.993789,0.041645,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0351,0.967742,0.215609,0.980952,0.031562,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0352,0.935065,0.342155,0.930556,0.321145,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0353,0.963235,0.175,0.977099,0.108452,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0354,0.990769,0.100148,0.975155,0.051878,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0355,1.0,0.0,0.986207,0.124645,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0356,1.0,0.0,0.980583,0.081897,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0357,1.0,0.0,0.997872,0.025058,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0358,0.995536,0.036374,0.982063,0.102351,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0359,0.972222,0.063986,0.914286,0.303046,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0360,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0361,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0362,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0363,0.991304,0.098073,0.947368,0.209799,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0364,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0365,0.969543,0.1039,0.884817,0.667751,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0366,1.0,0.0,0.982107,0.224722,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0367,1.0,0.0,0.99061,0.110344,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0368,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0369,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0370,0.994631,0.08926,0.986505,0.136698,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0371,1.0,0.0,0.991935,0.122559,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0372,1.0,0.0,0.916667,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0373,1.0,0.0,0.825581,0.867459,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0374,0.982143,0.085653,0.972727,0.188399,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0375,0.966837,0.294618,0.986807,0.154556,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0376,1.0,0.0,0.997238,0.031285,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0377,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0378,0.9,0.5,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0379,0.914894,0.222319,0.813953,0.462741,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0380,1.0,0.0,0.993631,0.024366,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0381,1.0,0.0,0.985714,0.153548,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0382,0.957447,0.368735,0.888889,0.424918,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0383,0.955224,0.090639,0.75,1.057792,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0384,0.991713,0.079903,0.986072,0.075619,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0385,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0386,0.9,0.342507,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0387,1.0,0.0,0.997101,0.027151,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0388,0.991279,0.10944,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0389,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0390,0.961538,0.270946,0.95,0.355317,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0391,0.989091,0.036877,0.977941,0.098523,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0392,0.974441,0.151535,0.954098,0.322259,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0393,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0394,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0395,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0396,0.990476,0.073229,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0397,0.69186,1.777825,0.495798,3.889531,threshold_sensitive,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0398,0.942623,0.294561,0.947826,0.470386,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0399,0.885714,0.272867,0.0,,threshold_sensitive,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0400,0.986111,0.128389,0.985915,0.11923,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0401,1.0,0.0,0.988142,0.086764,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0402,0.996778,0.040096,0.951509,0.331816,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0403,0.975,0.079513,0.974359,0.07626,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0404,0.986755,0.137813,0.973154,0.207901,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0405,1.0,0.0,0.928,0.447105,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0406,0.983696,0.175684,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0407,1.0,0.0,0.995169,0.050247,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0408,0.980645,0.161064,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0409,0.994269,0.052227,0.991354,0.070374,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0410,0.996032,0.042631,0.952191,0.359917,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0411,0.938028,0.20861,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0412,0.996997,0.03102,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0413,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0414,1.0,0.0,0.981481,0.089,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0415,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0416,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0417,0.994246,0.145843,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0418,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0419,1.0,0.0,0.967742,0.110104,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0420,1.0,0.0,0.989011,0.043083,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0421,0.991453,0.037039,0.991379,0.079789,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0422,0.99435,0.069572,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0423,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0424,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0425,0.997531,0.038145,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0426,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0427,0.992941,0.095844,0.924171,0.471177,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0428,0.931183,0.512801,0.845266,1.780417,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0429,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0430,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0431,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0432,0.974359,0.257986,0.910526,0.327242,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0433,0.978261,0.089786,0.988889,0.048671,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0434,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0435,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0436,1.0,0.0,0.979167,0.057539,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0437,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0438,0.960526,0.10274,0.780822,0.445995,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0439,0.995294,0.080236,0.998818,0.012125,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0440,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0441,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0442,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0443,0.981818,0.106789,0.950617,0.148174,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0444,0.990476,0.047267,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0445,1.0,0.0,0.946903,0.40089,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0446,0.934343,0.391505,0.994595,0.051636,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0447,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0448,0.989967,0.091333,0.989865,0.019549,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0449,0.996894,0.027626,0.993769,0.061511,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0450,0.989848,0.08874,0.989744,0.073739,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0451,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0452,1.0,0.0,0.997555,0.040079,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0453,0.997462,0.019172,0.997455,0.023119,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0454,0.988506,0.071399,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0455,0.992188,0.047008,0.984252,0.08429,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0456,0.997194,0.066777,0.990619,0.118481,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0457,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0458,0.99187,0.156726,0.998975,0.022224,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0459,0.963875,0.327688,0.664395,4.991452,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0460,1.0,0.0,0.875,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0461,0.87234,0.744854,0.95122,0.154257,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0462,1.0,0.0,0.928571,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0463,1.0,0.0,0.944444,0.25301,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0464,0.934783,0.244356,0.976744,0.09438,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0465,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0466,0.996825,0.026916,0.987261,0.123508,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0467,1.0,0.0,0.996988,0.033435,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0468,0.996732,0.028695,0.996721,0.029655,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0469,1.0,0.0,0.933333,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0470,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0471,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0472,0.953488,0.123439,0.829268,0.66315,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0473,0.986842,0.01652,0.98,0.059563,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0474,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0475,0.993056,0.064282,0.951049,0.441239,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0476,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0477,1.0,0.0,0.974576,0.110676,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0478,0.989967,0.083495,0.972973,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0479,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0480,1.0,0.0,0.875,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0481,0.887324,0.450704,0.944444,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0482,1.0,0.0,0.890909,0.43976,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0483,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0484,0.968504,0.49965,0.99458,0.031146,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0485,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0486,1.0,0.0,0.833333,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0487,0.976048,0.174774,0.785276,2.764322,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0488,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0489,0.940299,0.311651,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0490,0.986755,0.02052,0.979866,0.135744,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0491,0.994924,0.041077,0.989796,0.071234,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0492,0.986014,0.079571,0.957447,0.266231,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0493,1.0,0.0,0.993902,0.058857,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0494,1.0,0.0,0.986928,0.062477,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0495,1.0,0.0,0.962733,0.277979,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0496,1.0,0.0,0.921875,0.322702,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0497,0.981481,0.089,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0498,0.992126,0.100606,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0499,0.759036,0.49676,0.952381,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0500,0.997908,0.030873,0.995807,0.064407,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0501,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0502,1.0,0.0,0.958621,0.280898,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0503,0.9875,0.072163,0.962025,0.189929,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0504,0.994789,0.17409,0.996945,0.041128,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0505,0.957547,0.492347,0.965517,0.264666,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0506,1.0,0.0,0.917647,0.510731,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0507,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0508,0.993421,0.044497,0.993377,0.045519,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0509,0.994595,0.050742,0.945652,0.302748,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0510,1.0,0.0,0.808511,0.145021,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0511,0.973799,0.11613,0.977578,0.196106,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0512,1.0,0.0,0.925,0.41739,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0513,1.0,0.0,0.845638,0.652639,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0514,1.0,0.0,0.905028,0.477229,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0515,1.0,0.0,0.9,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0516,1.0,0.0,0.905028,0.477229,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0517,0.996528,0.026728,0.97561,0.183669,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0518,0.991803,0.105046,0.917355,1.081288,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0519,0.986395,0.016016,0.944828,0.311252,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0520,0.996587,0.028336,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
