row_id,catalog,category,subcategory,item,value_as_printed,unit,site_attribution,scope,spatial_level,depth_or_unit_context,time_context,status,evidence_type,scale,skru1_transfer,evidence_strength,confidence,relevance_normal_skru1,relevance_accident_scenario,worldspec_role,source_ids,locator,vn_ids,prev_evidence_ids,extraction_method,quote_check,visual_recheck,conflict_ref,notes
GPR-029,gpr_evidence_catalog,EM_VELOCITY,IN_MINE_SALT,"Скорость ЭМ волн в соляных породах СКРУ-3 (табл. 4.1; обобщение профилирования и просвечивания, вдоль напластования): КС 9,6 (100) / 10,5 (200) / 10 (400); КрII 11,5 / 11,5 / 11,5; «АВ» (= АБ) 12 / 12,5 / 12,7; Вс 13 / 12,5 / 13; средняя 11,7 см/нс","9,6–13; средняя 11,7",см/нс,"СКРУ-3, 4 пласта",SKRU3,pillar,вдоль напластования,2016,FACT,MEASURED,FIELD,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,MEDIUM,LOW,PARAMETER_PRIOR,VKM-SRC-040,VKM-SRC-040 p.128 (Табл. 4.1) | VKM-SRC-040 p.135 (§4.5),EV-VN-S040-0308;EV-VN-S040-0336,,OCR_VISUALLY_CONFIRMED,EXACT,этот поток: SRC-040 p128 Табл. 4.1 CONFIRMED на рендере,GPR-CF1;GPR-CF3,"Заголовок таблицы обобщает на «соли ВКМС», но данные — только СКРУ-3 (ANALOGUE для СКРУ-1). «АВ» в таблице = АБ. Различия между антеннами автор относит к погрешности мощности целиков и пикирования первых вступлений."
GPR-030,gpr_evidence_catalog,EM_VELOCITY,IN_MINE_SALT,"Профиль скорости вглубь целика, пласт КС: 200 МГц — падение 9 → 7 см/нс до ~1 м, затем рост до 10 см/нс к 4 м, далее ~const; 400 МГц — ~4 см/нс в начале записи → 10 см/нс к 5 м",4–10,см/нс,"СКРУ-3, пласт КС (литология КС не определена)",SKRU3,pillar,,2016,FACT,MEASURED,FIELD,OTHER_VKM_SITE_ANALOGUE,MODERATE,MEDIUM,MEDIUM,LOW,PARAMETER_PRIOR,VKM-SRC-040,"VKM-SRC-040 p.120 (§4.2, Рис. 4.5) | VKM-SRC-040 p.122 (Рис. 4.5) | VKM-SRC-040 p.148 (Список сокращений / ch.4)",EV-VN-S040-0281;EV-VN-S040-0286;EV-VN-S040-0384,,TEXT_LAYER,EXACT,,GPR-CF12,Приконтурное снижение скорости — наблюдаемая величина; её причина (повреждение/возраст) — интерпретация (см. PILLAR_DAMAGE_PROXY). Предположение о карналлитовом составе КС в исходной записи не подтверждено (EV-VN-S040-0384).
GPR-031,gpr_evidence_catalog,EM_VELOCITY,IN_MINE_SALT,"Профиль скорости вглубь целика, пласт КрII: до 3 м — 7,5–12 см/нс (разные антенны); в среднем 11–12 см/нс; глубже 3 м антенны расходятся ≤ 10 %","7,5–12; ср. 11–12",см/нс,"СКРУ-3, пласт КрII",SKRU3,pillar,,2016,FACT,MEASURED,FIELD,OTHER_VKM_SITE_ANALOGUE,MODERATE,MEDIUM,MEDIUM,LOW,PARAMETER_PRIOR,VKM-SRC-040,"VKM-SRC-040 p.122 (§4.2, Рис. 4.6) | VKM-SRC-040 p.123 (Рис. 4.6)",EV-VN-S040-0287;EV-VN-S040-0290,,TEXT_LAYER,EXACT,,,Значения с графика (GRAPH_DIGITIZED в предыдущем sweep) и из текста.
GPR-032,gpr_evidence_catalog,EM_VELOCITY,IN_MINE_SALT,"Профиль скорости вглубь целика, пласт АБ: до 2 м рост 12,3 → 14,1 см/нс; далее снижение до ~12 см/нс на 14 м; в среднем 12,5 см/нс","12–14,1; ср. 12,5",см/нс,"СКРУ-3, пласт АБ",SKRU3,pillar,,2016,FACT,MEASURED,FIELD,OTHER_VKM_SITE_ANALOGUE,MODERATE,MEDIUM,MEDIUM,LOW,PARAMETER_PRIOR,VKM-SRC-040,"VKM-SRC-040 p.122 (§4.2 (p122-123), Рис. 4.7)",EV-VN-S040-0288,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: OTHER_VKM_SITE_ANALOGUE; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
GPR-033,gpr_evidence_catalog,EM_VELOCITY,IN_MINE_SALT,"Профиль скорости вглубь целика, пласт Вс: 100 МГц — 16 см/нс (1 м) → 13,7 (3 м); 200/400 МГц — 14 (1 м) → 13,7 (3 м); далее все антенны → 12 см/нс",12–16,см/нс,"СКРУ-3, пласт Вс",SKRU3,pillar,,2016,FACT,MEASURED,FIELD,OTHER_VKM_SITE_ANALOGUE,MODERATE,MEDIUM,MEDIUM,LOW,PARAMETER_PRIOR,VKM-SRC-040,"VKM-SRC-040 p.124 (§4.2, Рис. 4.8)",EV-VN-S040-0292,,TEXT_LAYER,EXACT,,GPR-CF12,«Вс» — вероятно сильвинитовая часть пласта В; отождествление не подтверждено источником (EV-VN-S040-0384).
GPR-034,gpr_evidence_catalog,EM_VELOCITY,IN_MINE_SALT,Сводно по 4 пластам: на 1 м 4–16 см/нс; на 4 м 10–14 см/нс; глубже 4 м сходимость растёт,1 м: 4–16; 4 м: 10–14,см/нс,СКРУ-3,SKRU3,pillar,,2016,FACT,MEASURED,FIELD,OTHER_VKM_SITE_ANALOGUE,MODERATE,MEDIUM,MEDIUM,LOW,PARAMETER_PRIOR,VKM-SRC-040,"VKM-SRC-040 p.125 (§4.2, Рис. 4.9) | VKM-SRC-040 p.125 (Рис. 4.9)",EV-VN-S040-0296;EV-VN-S040-0297,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: OTHER_VKM_SITE_ANALOGUE; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
GPR-035,gpr_evidence_catalog,EM_VELOCITY,IN_MINE_SALT,"Просвечивание целика КрII (панель 10, блок 9, камеры 99–101), 100 МГц: 10,8 см/нс (М2), 11,6 (М3), 11,6 (М4); просвечивание КС/АБ/Вс: 7,4–14,8 см/нс (по пластам не разделено)","10,8 / 11,6 / 11,6; 7,4–14,8",см/нс,"СКРУ-3, панель 10 блок 9 (КрII)",SKRU3,pillar,,2016,FACT,MEASURED,FIELD,OTHER_VKM_SITE_ANALOGUE,MODERATE,MEDIUM,MEDIUM,LOW,PARAMETER_PRIOR,VKM-SRC-040,"VKM-SRC-040 p.127 (§4.2, Рис. 4.11) | VKM-SRC-040 p.127 (§4.2) | VKM-SRC-040 p.118 (§4.1 (p118-119))",EV-VN-S040-0304;EV-VN-S040-0306;EV-VN-S040-0274,,TEXT_LAYER,EXACT,"этот поток: SRC-040 p126 Рис. 4.10 — M2 L = 2,8 м на рендере (текст p127: 210 см)",GPR-CF4,"Какая мощность (2,8 м или 210 см) использована для 10,8 см/нс — не указано; пересчёт не выполнялся (правило фазы)."
GPR-036,gpr_evidence_catalog,EM_VELOCITY,IN_MINE_SALT,"Скорость, принятая для перевода время→глубина вкрест напластования в междупластье Вс–АБ: 12,8 см/нс","12,8",см/нс,"СКРУ-3, панель 17, блок 16",SKRU3,gpr_profile,вкрест напластования,2016,MODEL_CHOICE,MEASURED,FIELD,OTHER_VKM_SITE_ANALOGUE,WEAK,MEDIUM,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-040,VKM-SRC-040 p.133 (§4.4),EV-VN-S040-0331,,TEXT_LAYER,EXACT,,GPR-CF1,"Выбор автора для конверсии; не измерение вкрест напластования. Противоречит лабораторному выводу SRC-041, что вкрест скорость не выше, а на образце № 1 ниже (GPR-CF1/анизотропия)."
GPR-037,gpr_evidence_catalog,EM_VELOCITY,IN_MINE_SALT,"Скорость ЭМ волн, принятая для миграции во всех пластах ВКМС: 12 см/нс, со ссылкой на [21] = Жуков, Пригара, Пушкарева, Царев 2017, Инженерные изыскания № 3, с. 28–33",12,см/нс,ВКМС (обобщённо),VKM_REGIONAL,deposit,,,FACT,LITERATURE_CITED,FIELD,REGIONAL_PRIOR,WEAK,HIGH,MEDIUM,NONE,PARAMETER_PRIOR,VKM-SRC-015;VKM-SRC-040,"VKM-SRC-015 p.5 (§Методы; обработка) | VKM-SRC-015 p.14 (СПИСОК ЛИТЕРАТУРЫ [21]) | VKM-SRC-015 p.14 (СПИСОК ЛИТЕРАТУРЫ [21] vs VKM-SRC-041) | VKM-SRC-040 p.150 (Список литературы, [15])",EV-VN-S015-0030;EV-VN-S015-0099;EV-VN-S015-0100;EV-VN-S040-0400,,TEXT_LAYER,EXACT,,GPR-CF1;GPR-CF8,Первоисточник [21] вне корпуса (участок/метод неизвестны). [21] ≠ SRC-041 (другая статья той же группы). Вторичная ссылка не повышается до первичного факта.
GPR-038,gpr_evidence_catalog,EM_VELOCITY,LAB_MODEL,"Скорость ЭМ волн в бетоне: 8,0 см/нс на модели (компарация по закладным, возраст бетона ~40–45 сут, вероятно засоленный); табличная для бетона по литературе — 9–15 см/нс","8,0 (модель); 9–15 (литература)",см/нс,модель,GENERAL_METHOD,specimen,,,FACT,LAB_TEST,LAB,METHOD_ONLY,MODERATE,HIGH,NONE,LOW,CONTEXT_ONLY,VKM-SRC-040,"VKM-SRC-040 p.71 (§2.2.5 p.71; Рис. 2.28) | VKM-SRC-040 p.71 (§2.2.5 p.71, ссылка [6]) | VKM-SRC-040 p.75 (§2.2.5 p.75–76, Рис. 2.31 [38]) | VKM-SRC-040 p.73 (§2.2.5 p.73)",EV-VN-S040-0164;EV-VN-S040-0163;EV-VN-S040-0176;EV-VN-S040-0170,,TEXT_LAYER,EXACT,,GPR-CF1,"Засоление бетона на контакте с солью (растворение соли водой смеси) → ↑ε, ↓ρ → ↓v, ↑затухание — механизм по автору."
GPR-039,gpr_evidence_catalog,PERMITTIVITY,LAB_BLOCK,"Лабораторно (SRC-041, табл. 1), сильвинит СКРУ-3, образец № 1, вдоль напластования: h = 0,295 м; Δt = 4,94 нс; v = 0,119 м/нс; ε = 6,36","v 0,119; ε 6,36",м/нс; ε безразм.,"СКРУ-3, блоки сильвинита",SKRU3,specimen,,,FACT,LAB_TEST,LAB,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-041,"VKM-SRC-041 p.2 (Табл. 1, образец № 1, вдоль) | VKM-SRC-041 p.2 (Табл. 1)",EV-VN-S041-0008;EV-VN-S041-0016,,OCR_VISUALLY_CONFIRMED,NOT_FOUND,этот поток: SRC-041 p2 Табл. 1 CONFIRMED на рендере,,"ε в источнике получено автором по ε = (c/v)² (низкопотерьное немагнитное приближение, EV-VN-S041-0024) — DERIVATION автора внутри FACT-таблицы; не измерение ε."
GPR-040,gpr_evidence_catalog,PERMITTIVITY,LAB_BLOCK,"Лабораторно (SRC-041, табл. 1), сильвинит СКРУ-3, образец № 1, вдоль напластования: h = 0,230 м; Δt = 3,70 нс; v = 0,124 м/нс; ε = 5,85","v 0,124; ε 5,85",м/нс; ε безразм.,"СКРУ-3, блоки сильвинита",SKRU3,specimen,,,FACT,LAB_TEST,LAB,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-041,"VKM-SRC-041 p.2 (Табл. 1, образец № 1, вдоль) | VKM-SRC-041 p.2 (Табл. 1)",EV-VN-S041-0009;EV-VN-S041-0016,,OCR_VISUALLY_CONFIRMED,NOT_FOUND,этот поток: SRC-041 p2 Табл. 1 CONFIRMED на рендере,,"ε в источнике получено автором по ε = (c/v)² (низкопотерьное немагнитное приближение, EV-VN-S041-0024) — DERIVATION автора внутри FACT-таблицы; не измерение ε."
GPR-041,gpr_evidence_catalog,PERMITTIVITY,LAB_BLOCK,"Лабораторно (SRC-041, табл. 1), сильвинит СКРУ-3, образец № 1, вкрест напластования: h = 0,287 м; Δt = 5,67 нс; v = 0,101 м/нс; ε = 8,82","v 0,101; ε 8,82",м/нс; ε безразм.,"СКРУ-3, блоки сильвинита",SKRU3,specimen,,,FACT,LAB_TEST,LAB,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-041,"VKM-SRC-041 p.2 (Табл. 1, образец № 1, вкрест) | VKM-SRC-041 p.2 (Табл. 1)",EV-VN-S041-0010;EV-VN-S041-0016,,OCR_VISUALLY_CONFIRMED,EXACT,этот поток: SRC-041 p2 Табл. 1 CONFIRMED на рендере,,"ε в источнике получено автором по ε = (c/v)² (низкопотерьное немагнитное приближение, EV-VN-S041-0024) — DERIVATION автора внутри FACT-таблицы; не измерение ε."
GPR-042,gpr_evidence_catalog,PERMITTIVITY,LAB_BLOCK,"Лабораторно (SRC-041, табл. 1), сильвинит СКРУ-3, образец № 2, вдоль напластования: h = 0,289 м; Δt = 4,78 нс; v = 0,120 м/нс; ε = 6,25","v 0,120; ε 6,25",м/нс; ε безразм.,"СКРУ-3, блоки сильвинита",SKRU3,specimen,,,FACT,LAB_TEST,LAB,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-041,"VKM-SRC-041 p.2 (Табл. 1, образец № 2, вдоль) | VKM-SRC-041 p.2 (Табл. 1)",EV-VN-S041-0011;EV-VN-S041-0016,,OCR_VISUALLY_CONFIRMED,EXACT,этот поток: SRC-041 p2 Табл. 1 CONFIRMED на рендере,GPR-CF11,"ε в источнике получено автором по ε = (c/v)² (низкопотерьное немагнитное приближение, EV-VN-S041-0024) — DERIVATION автора внутри FACT-таблицы; не измерение ε."
GPR-043,gpr_evidence_catalog,PERMITTIVITY,LAB_BLOCK,"Лабораторно (SRC-041, табл. 1), сильвинит СКРУ-3, образец № 2, вдоль напластования: h = 0,300 м; Δt = 4,93 нс; v = 0,122 м/нс; ε = 6,25","v 0,122; ε 6,25",м/нс; ε безразм.,"СКРУ-3, блоки сильвинита",SKRU3,specimen,,,FACT,LAB_TEST,LAB,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-041,"VKM-SRC-041 p.2 (Табл. 1, образец № 2, вдоль) | VKM-SRC-041 p.2 (Табл. 1)",EV-VN-S041-0012;EV-VN-S041-0016,,OCR_VISUALLY_CONFIRMED,NOT_FOUND,этот поток: SRC-041 p2 Табл. 1 CONFIRMED на рендере,GPR-CF11,"ε в источнике получено автором по ε = (c/v)² (низкопотерьное немагнитное приближение, EV-VN-S041-0024) — DERIVATION автора внутри FACT-таблицы; не измерение ε."
GPR-044,gpr_evidence_catalog,PERMITTIVITY,LAB_BLOCK,"Лабораторно (SRC-041, табл. 1), сильвинит СКРУ-3, образец № 2, вкрест напластования (v напечатано «0.120» с точкой): h = 0,216 м; Δt = 3,60 нс; v = 0,120 м/нс; ε = 6,25","v 0,120; ε 6,25",м/нс; ε безразм.,"СКРУ-3, блоки сильвинита",SKRU3,specimen,,,FACT,LAB_TEST,LAB,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-041,"VKM-SRC-041 p.2 (Табл. 1, образец № 2, вкрест) | VKM-SRC-041 p.2 (Табл. 1)",EV-VN-S041-0013;EV-VN-S041-0016,,OCR_VISUALLY_CONFIRMED,EXACT,этот поток: SRC-041 p2 Табл. 1 CONFIRMED на рендере,GPR-CF11,"ε в источнике получено автором по ε = (c/v)² (низкопотерьное немагнитное приближение, EV-VN-S041-0024) — DERIVATION автора внутри FACT-таблицы; не измерение ε."
GPR-045,gpr_evidence_catalog,PERMITTIVITY,LAB_BLOCK,"Лабораторно (SRC-041, табл. 1), сильвинит СКРУ-3, образец № 3, вдоль напластования: h = 0,263 м; Δt = 4,20 нс; v = 0,125 м/нс; ε = 5,76","v 0,125; ε 5,76",м/нс; ε безразм.,"СКРУ-3, блоки сильвинита",SKRU3,specimen,,,FACT,LAB_TEST,LAB,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-041,"VKM-SRC-041 p.2 (Табл. 1, образец № 3, вдоль) | VKM-SRC-041 p.2 (Табл. 1)",EV-VN-S041-0014;EV-VN-S041-0016,,OCR_VISUALLY_CONFIRMED,NOT_FOUND,этот поток: SRC-041 p2 Табл. 1 CONFIRMED на рендере,,"ε в источнике получено автором по ε = (c/v)² (низкопотерьное немагнитное приближение, EV-VN-S041-0024) — DERIVATION автора внутри FACT-таблицы; не измерение ε."
GPR-046,gpr_evidence_catalog,PERMITTIVITY,LAB_BLOCK,"Лабораторно (SRC-041, табл. 1), сильвинит СКРУ-3, образец № 3, вдоль напластования: h = 0,216 м; Δt = 3,74 нс; v = 0,116 м/нс; ε = 6,69","v 0,116; ε 6,69",м/нс; ε безразм.,"СКРУ-3, блоки сильвинита",SKRU3,specimen,,,FACT,LAB_TEST,LAB,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-041,"VKM-SRC-041 p.2 (Табл. 1, образец № 3, вдоль) | VKM-SRC-041 p.2 (Табл. 1)",EV-VN-S041-0015;EV-VN-S041-0016,,OCR_VISUALLY_CONFIRMED,EXACT,этот поток: SRC-041 p2 Табл. 1 CONFIRMED на рендере,,"ε в источнике получено автором по ε = (c/v)² (низкопотерьное немагнитное приближение, EV-VN-S041-0024) — DERIVATION автора внутри FACT-таблицы; не измерение ε."
GPR-047,gpr_evidence_catalog,PERMITTIVITY,LAB_BLOCK,"Сводно (SRC-041): скорость вдоль напластования отличается на единицы процента от среднего 0,121 м/нс; ε вдоль 5,76–6,69; вкрест — 8,82 (№ 1) и 6,25 (№ 2); формула ε = (c/v)²","ср. v 0,121 м/нс; ε 5,76–6,69 (вдоль)",м/нс; ε безразм.,СКРУ-3,SKRU3,specimen,,,FACT,LAB_TEST,LAB,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-041,VKM-SRC-041 p.4 (§результаты) | VKM-SRC-041 p.4 (формула (3)) | VKM-SRC-041 p.2 (Табл. 1) | VKM-SRC-041 p.4 (связь с VKM-SRC-015 [21]),EV-VN-S041-0025;EV-VN-S041-0024;EV-VN-S041-0016;EV-VN-S041-0032,,TEXT_LAYER,EXACT,,GPR-CF8,Единственные численные значения ε для солей ВКМ в корпусе — производные от скорости (n = 3 блока). In-situ ε не измерялась.
GPR-048,gpr_evidence_catalog,ANISOTROPY,LAB_BLOCK,"ЭМ анизотропия сильвинита: скорость вкрест простирания на образце № 1 меньше измеренной вдоль пропластков на 15 %; на образце № 2 отличия нет; вкрест — значительно больше промежуточных отражений; причина — глинистые прослои (и, возможно, трещиноватость)",15 % (№ 1); 0 (№ 2),%,СКРУ-3,SKRU3,specimen,,,FACT,LAB_TEST,LAB,OTHER_VKM_SITE_ANALOGUE,WEAK,HIGH,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-041,VKM-SRC-041 p.4 (§результаты) | VKM-SRC-041 p.2 (Введение) | VKM-SRC-041 p.3 (Рис. 2),EV-VN-S041-0026;EV-VN-S041-0006;EV-VN-S041-0022,,TEXT_LAYER,EXACT,,GPR-CF1,n = 2 образца для анизотропии (образец № 3 без измерения вкрест — неровная грань). Нельзя обобщать до массива.
GPR-049,gpr_evidence_catalog,CONDUCTIVITY_ATTENUATION,IN_MINE_SALT,"Электропроводность калийных и каменных солей — «низкая» (качественно, обоснование отказа от местных заземлителей в руднике)",«низкая» (без числа),,рудники ВКМ,VKM_REGIONAL,mine,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,WEAK,MEDIUM,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-020,VKM-SRC-020 p.66 (§1.11),EV-VN-S020-0202,,TEXT_LAYER,EXACT,,,"Единственное высказывание о проводимости солей в корпусе — качественное, из электробезопасности, не из геофизики."
GPR-050,gpr_evidence_catalog,CONDUCTIVITY_ATTENUATION,IN_MINE_SALT,"Затухание в «коржах» (глинисто-ангидритовых прослоях) сильвинитовой пачки: основные отражения — от коржей, в которых происходит сильное затухание, ограничивающее глубинность; в карналлитовом пласте В нет мощных глинистых прослоев — глубинность больше",качественно,,рудник не назван,VKM_REGIONAL,seam,,,FACT,FIELD_OBSERVATION,FIELD,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,VKM-SRC-015 p.8 (§Результаты) | VKM-SRC-015 p.8 (§Результаты; рис. 4),EV-VN-S015-0048;EV-VN-S015-0051,,TEXT_LAYER,EXACT,,,Результат: глинистые прослои — основной фактор ЭМ контраста и затухания; для оператора GPR в модели мира нужны слои-коржи как отдельные элементы.
GPR-051,gpr_evidence_catalog,REFLECTOR_INTERPRETATION,IN_MINE_SALT,"Пример по пласту КрII (профиль 50 м, абс. отм. -140…-155 м): над кровлей 400 МГц — под. пл. Б, под. пл. А, «корж» КрI, под. пл. КрI; под почвой — «коржи» КрIIIА, КрIIIБ, КрIIIВ; 900 МГц разрешает «корж» КрI, под. пл. КрI, «корж» КрIIIА","≈-141…-154 (чтение по рисунку ±0,5 м)",м абс. отм.,рудник не назван,VKM_REGIONAL,gpr_profile,,,FACT,FIELD_OBSERVATION,FIELD,REGIONAL_PRIOR,WEAK,LOW,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,"VKM-SRC-015 p.6 (Рис. 2 (а, б, в)) | VKM-SRC-015 p.7 (Рис. 2-4 легенды)",EV-VN-S015-0039;EV-VN-S015-0047,,GRAPH_DIGITIZED_APPROX,EXACT,,,Отметки — визуальное чтение рисунка (GRAPH_DIGITIZED_APPROX) в предыдущем sweep; система высот не указана. Уклон не вычислялся.
GPR-052,gpr_evidence_catalog,REFLECTOR_INTERPRETATION,IN_MINE_SALT,"Пример по пласту АБ (профиль 50 м, -55…-70 м) и по слою 6 пласта В (-115…-135 м): отражения — подошвы пластов/слоёв, «корж» пл. Б; профили из разных мест/рудников (отметки несовместимы с одним разрезом)","чтение по рисункам ±0,5–1 м",м абс. отм.,рудник(и) не названы,VKM_REGIONAL,gpr_profile,,,FACT,FIELD_OBSERVATION,FIELD,REGIONAL_PRIOR,WEAK,LOW,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,"VKM-SRC-015 p.7 (Рис. 3 (а, б, в)) | VKM-SRC-015 p.7 (Рис. 4 (а, б, в))",EV-VN-S015-0043;EV-VN-S015-0044,,GRAPH_DIGITIZED_APPROX,EXACT,,,Вывод о разных местах — наблюдение предыдущего sweep по несовместимости отметок; сам источник места не называет.
GPR-053,gpr_evidence_catalog,REFLECTOR_INTERPRETATION,IN_MINE_SALT,"В зонах замещения сильвинитовых пластов каменной солью GPR-гипсометрия остаётся возможной: опорные горизонты — глинисто-ангидритовые слои, не подверженные замещению; в пласте В опорные — границы каменная соль–карналлит",качественно,,рудник не назван,VKM_REGIONAL,seam,,,FACT,INTERPRETATION,FIELD,REGIONAL_PRIOR,MODERATE,HIGH,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,VKM-SRC-015 p.8 (§Результаты) | VKM-SRC-015 p.8 (§Результаты; рис. 4),EV-VN-S015-0049;EV-VN-S015-0051,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: REGIONAL_PRIOR; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
GPR-054,gpr_evidence_catalog,REFLECTOR_INTERPRETATION,IN_MINE_SALT,"Съёмка вкрест напластования с почвы выработки Вс (СКРУ-3, панель 17, блок 16): все три антенны фиксируют нижележащую выработку АБ; 400 МГц дополнительно — границу штыба (~0,5–0,7 м, мнение автора) и глинисто-ангидритовый пропласток в междупластье Вс–АБ (~1,1–2,0 м ниже почвы, при v = 12,8 см/нс)","~0,5–0,7 м; ~1,1–2,0 м (чтение по рисунку)",м,"СКРУ-3, панель 17, блок 16",SKRU3,gpr_profile,вкрест напластования,2016,FACT,INTERPRETATION,FIELD,OTHER_VKM_SITE_ANALOGUE,WEAK,MEDIUM,MEDIUM,LOW,OBSERVATION_OPERATOR,VKM-SRC-040,"VKM-SRC-040 p.133 (§4.4) | VKM-SRC-040 p.134 (Рис. 4.17) | VKM-SRC-040 p.133 (§4.4, Рис. 4.17) | VKM-SRC-040 p.133 (Рис. 4.16)",EV-VN-S040-0330;EV-VN-S040-0334;EV-VN-S040-0335;EV-VN-S040-0329,,TEXT_LAYER,EXACT,,,Результат: GPR обнаруживает выработку нижележащего пласта сквозь междупластье — основа для оператора наблюдения закладки (§5.4). Глубина пропластка зависит от принятой скорости.
GPR-055,gpr_evidence_catalog,BOREHOLE_COMPARISON,IN_MINE_SALT,"Сравнение с прямыми наблюдениями: «сильная пространственная корреляция» интерпретированных горизонтов между собой и с положением пластов по подземным скважинам/зарисовкам; расхождения объяснены геометрией (профиль по оси выработки, зарисовки по северной стенке, скважины до 20 м от профиля; на рис. 2г — 17 м)",скважины до 20 м от профиля; невязка не опубликована,м,рудник не назван,VKM_REGIONAL,gpr_profile,,,FACT,FIELD_OBSERVATION,FIELD,REGIONAL_PRIOR,WEAK,HIGH,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,"VKM-SRC-015 p.6 (§Результаты; рис. 2-4) | VKM-SRC-015 p.6 (§Результаты) | VKM-SRC-015 p.6 (Рис. 2, г) | VKM-SRC-015 p.1 (Аннотация)",EV-VN-S015-0036;EV-VN-S015-0037;EV-VN-S015-0040;EV-VN-S015-0004,,TEXT_LAYER,EXACT,,GPR-CF7,Результат: согласие качественное («высокая сходимость»); количественной невязки нет (EV-VN-S015-0109).
GPR-056,gpr_evidence_catalog,BOREHOLE_COMPARISON,SHAFT_LINING,Верификация GPR по крепи ствола: мощность бетона по GPR и по УЗ-томографу «высоко сходится»; томограф точнее (сам определяет скорость) — рекомендован поточечно внутри GPR-профилей для калибровки глубины,качественно,,"СКРУ-3, ствол № 3",SKRU3,working,,,FACT,INTERPRETATION,FIELD,METHOD_ONLY,MODERATE,HIGH,NONE,LOW,OBSERVATION_OPERATOR,VKM-SRC-040,VKM-SRC-040 p.109 (выводы по акустическому томографу; Комплексный анализ) | VKM-SRC-040 p.110 (§3.5),EV-VN-S040-0249;EV-VN-S040-0252,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
GPR-057,gpr_evidence_catalog,BOREHOLE_COMPARISON,IN_MINE_SALT,Истинная «глубина» для калибровки скорости/глубинности в целиках СКРУ-3 — мощность целика по маркшейдерской съёмке выработок,—,,СКРУ-3,SKRU3,pillar,,,FACT,DESCRIPTIVE,FIELD,METHOD_ONLY,MODERATE,HIGH,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-040,VKM-SRC-040 p.130 (§4.3),EV-VN-S040-0315;EV-VN-S040-0316,,TEXT_LAYER,EXACT,,,"Погрешность маркшейдерской мощности целика напрямую входит в оценку скорости (признано автором, EV-VN-S040-0336)."
GPR-058,gpr_evidence_catalog,LIMITATION,IN_MINE_SALT,"Съёмка в почву: периодическое отсутствие отражающих горизонтов из-за сильной влажности и большой мощности штыба на почве выработки (при проходке — штыб тонкий и сухой, фактор не существенен по мнению авторов)",качественно,,рудник не назван,VKM_REGIONAL,working,,,FACT,FIELD_OBSERVATION,FIELD,REGIONAL_PRIOR,MODERATE,HIGH,LOW,LOW,OBSERVATION_OPERATOR,VKM-SRC-015,VKM-SRC-015 p.8 (§Результаты; рис. 3),EV-VN-S015-0050,,TEXT_LAYER,EXACT,,,Гидро-связь: указывает на наличие влаги на почве выработок (источник влаги не указан).
