row_id,catalog,category,subcategory,item,value_as_printed,unit,site_attribution,scope,spatial_level,depth_or_unit_context,time_context,status,evidence_type,scale,skru1_transfer,evidence_strength,confidence,relevance_normal_skru1,relevance_accident_scenario,worldspec_role,source_ids,locator,vn_ids,prev_evidence_ids,extraction_method,quote_check,visual_recheck,conflict_ref,notes
SGP-024,seismic_geophysics_catalog,DYNAMIC_MODULUS,B_OBSERVATION_TECHNIQUE,Формулы динамических модулей: E_д = Vp²·ρ·(1+μ)(1−2μ)/(1−μ); μ_дин и E_дин по Vp и Vs; динамический модуль может существенно отличаться от статического из-за неоднородности,формулы,,общее,GENERAL_METHOD,unstated,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,METHOD_ONLY,MODERATE,HIGH,MEDIUM,LOW,OBSERVATION_OPERATOR,VKM-SRC-012;VKM-SRC-025,"VKM-SRC-025 p.28 (формула (2.2), §2.2) | VKM-SRC-025 p.28 (§2.2) | VKM-SRC-012 p.76 (формула (3.1)) | VKM-SRC-012 p.24 (§1.3)",EV-VN-S025-0167;EV-VN-S025-0168;EV-VN-S012-0432;EV-VN-S012-0056,,VISUAL_READ,NOT_FOUND,,,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
SGP-025,seismic_geophysics_catalog,LAB_ULTRASONIC_RIG,B_OBSERVATION_TECHNIQUE,"Методика лабораторных статико-динамических испытаний (8 шагов): нагрузка до (0,30–0,35)σсж при 2·10⁻⁵ с⁻¹, обжим 6–8 МПа, выдержка 2–3 ч до стабилизации Vp, Vs; установка ПИК-УИДК/ПЛ",режим испытаний,,лаборатория (ПНИПУ),GENERAL_METHOD,specimen,,,FACT,DESCRIPTIVE,LAB,METHOD_ONLY,MODERATE,HIGH,LOW,NONE,CONTEXT_ONLY,VKM-SRC-012,"VKM-SRC-012 p.75 (§3.4, программа испытаний п.1–8) | VKM-SRC-012 p.74 (§3.4)",EV-VN-S012-0427;EV-VN-S012-0426,,TEXT_LAYER,FUZZY_71,,,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
SGP-026,seismic_geophysics_catalog,SURFACE_SEISMIC_CDP,B_OBSERVATION_TECHNIQUE,"Поверхностная сейсморазведка МОГТ (ГИ УрО РАН, рук. Санфиров И.А.): мониторинговая сеть профилей с равномерным покрытием участков шахтных полей в разработке/планируемые; продукты — структурные, скоростные, амплитудные разрезы и схемы интерпретации соляной и надсолевой толщ, зоны аномальных упругих свойств",сеть профилей (плотность/даты не указаны),,шахтные поля ВКМКС,VKM_REGIONAL,mine_field,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,HIGH,HIGH,OBSERVATION_OPERATOR,VKM-SRC-012,"VKM-SRC-012 p.35 (§1.4.3) | VKM-SRC-012 p.122 (Список литературы, [43]) | VKM-SRC-012 p.124 (Список литературы, [61])",EV-VN-S012-0178;EV-VN-S012-0181;EV-VN-S012-0660;EV-VN-S012-0678,,TEXT_LAYER,EXACT,,,Наличие профилей МОГТ именно над СКРУ-1 и доступность разрезов — UNKNOWN (в корпусе нет ни одного разреза по СКРУ-1).
SGP-027,seismic_geophysics_catalog,SURFACE_SEISMIC_LIMITS,B_OBSERVATION_TECHNIQUE,"Ограничение: результаты поверхностной сейсморазведки качественные (выделение аномалий строения ВЗТ); передаточных соотношений геофизика → физико-механические свойства ВЗТ нет, непосредственно для моделирования деформаций не применимы",качественно,,ВКМКС,VKM_REGIONAL,mine_field,,,FACT,INTERPRETATION,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,HIGH,MEDIUM,CONSTRAINT_CHECK,VKM-SRC-012,VKM-SRC-012 p.35 (§1.4.3) | VKM-SRC-012 p.39 (§1.6 Выводы п.3-5 (pp.38-39)) | VKM-SRC-012 p.39 (§1.6 п.3),EV-VN-S012-0179;EV-VN-S012-0190;EV-VN-S012-0191,,TEXT_LAYER,EXACT,,,"Результат: сейсмика в мире СКРУ-1 — оператор наблюдения структуры/аномалий, а не источник параметров материала (без явного Transfer)."
SGP-028,seismic_geophysics_catalog,PNIPU_METHOD,B_OBSERVATION_TECHNIQUE,"Метод ПНИПУ (Кашников): лабораторные статико-динамические связи → коррекция по ГИС → 2D/3D-сейсмика (Vp, акустический импеданс) → зоны разного уплотнения в ВЗТ → распределённые свойства → МКЭ",цепочка метода,,ВКМКС,VKM_REGIONAL,mine_field,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,METHOD_ONLY,MODERATE,HIGH,MEDIUM,LOW,RESEARCH_REQUIRED,VKM-SRC-012,VKM-SRC-012 p.36 (§1.4.3),EV-VN-S012-0183;EV-VN-S012-0185;EV-VN-S012-0184,,TEXT_LAYER,EXACT,,,Акустический импеданс упомянут только как элемент метода; числовых значений импеданса в корпусе нет (GAP).
SGP-029,seismic_geophysics_catalog,MINE_SEISMIC_PVRO,B_OBSERVATION_TECHNIQUE,"Шахтная сейсморазведка способом поперечных волн с разделением отражений (ПВРО) на базе МОВ МОГТ: цель — форма залегания ВЗТ и динамические характеристики; отражающие границы привязки: соляное зеркало/кровля ПКС (кПКС), кровля карналлитовой пачки (кКП), маркирующая глина (МГ), кровля нижней пачки ПдКС (кНППдКС)",4 опорных отражающих границы,,рудники ВКМКС,VKM_REGIONAL,mine,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,HIGH,HIGH,OBSERVATION_OPERATOR,VKM-SRC-012,"VKM-SRC-012 p.35 (§1.4.3 pp.35-36) | VKM-SRC-012 p.36 (§1.4.3) | VKM-SRC-012 p.124 (Список литературы, [64]) | VKM-SRC-012 p.125 (Список литературы, [74])",EV-VN-S012-0180;EV-VN-S012-0182;EV-VN-S012-0681;EV-VN-S012-0696,,TEXT_LAYER,EXACT,,,"Результат: четыре горизонта ПВРО совпадают с ключевыми поверхностями 3D-геомодели (соляное зеркало, КП, МГ, ПдКС) → естественные цели оператора наблюдения «сейсмика → геометрия горизонтов». Применение ПВРО на СКРУ-1 в корпусе не документировано."
SGP-030,seismic_geophysics_catalog,MINE_SEISMIC_SURVEYS,B_OBSERVATION_TECHNIQUE,"Шахтные сейсморазведочные работы: БКПРУ-2 (панели 16 и 18 ЗП, 2019 — упругие параметры массива); БКПРУ-4 (3СВП, ПВРО, 2021); рекомендации по мониторингу целиков, отделяющих заполняемые рассолами части шахтных полей, подземным геофизическим исследованиям, геофизическому контролю целиков КБС (2019–2023)",2019; 2021; 2019–2023,,"БКПРУ-2, БКПРУ-4 (Уралкалий)",OTHER_VKM_SITE,panel,,2019–2023,FACT,DESCRIPTIVE,NOT_APPLICABLE,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,LOW,MEDIUM,OBSERVATION_OPERATOR,VKM-SRC-012,"VKM-SRC-012 p.130 (Прил. А p.130, тема 2) | VKM-SRC-012 p.130 (Прил. А p.130, тема 3) | VKM-SRC-012 p.129 (Прил. А p.129)",EV-VN-S012-0733;EV-VN-S012-0734;EV-VN-S012-0732,,VISUAL_READ,NOT_FOUND,,,Из акта внедрения (Прил. А). Существование заполняемых рассолами частей шахтных полей ВКМ — факт (не СКРУ-1).
SGP-031,seismic_geophysics_catalog,SEISMOGEOMECHANICS,AB_BOTH,"Сейсмогеомеханический прогноз состояния ВЗТ: малоглубинная сейсмика + геомеханическое моделирование, обусловленное выявленными аномалиями ВЗТ и фактическими оседаниями; оценка сроков формирования зоны трещиноватости; может повышать/понижать категорию опасности затопления; без таких исследований — правило: C выше норматива >10 % → категория ≥3",>10 % → категория ≥ 3,%,"рудники ВКМКС (пример — «один из действующих рудников», не назван)",VKM_REGIONAL,mine_field,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,HIGH,HIGH,CONSTRAINT_CHECK,VKM-SRC-021,"VKM-SRC-021 p.3 (p.2-3 (ссылка [6]); этап 3 методики) | VKM-SRC-021 p.2 (p.2-3, ссылка [6]) | VKM-SRC-021 p.3 (поэтапная методика) | VKM-SRC-021 p.3 (поэтапная методика районирования) | VKM-SRC-021 p.4 (пример блок 129; Рис. 1б,в) | VKM-SRC-021 p.5 (БИБЛИОГРАФИЧЕСКИЙ СПИСОК [6])",EV-VN-S021-0056;EV-VN-S021-0022;EV-VN-S021-0025;EV-VN-S021-0024;EV-VN-S021-0039;EV-VN-S021-0055,,TEXT_LAYER,FUZZY_71,,,Сами сейсмические данные не показаны; в примере — только модельные 2D-профили. Уровень spatial_support «gpr_profile» в sweep ошибочен (EV-VN-S021-0057).
SGP-032,seismic_geophysics_catalog,SEISMIC_REFLECTORS_DEEP,B_OBSERVATION_TECHNIQUE,"Региональные отражающие горизонты Соликамской впадины: ОГ III (кровля терригенной пачки тиманского горизонта D3tm), ОГ II (кровля терригенной пачки визе), ОГ Aк/Aт (артинский ярус), ОГ С (кровля ГАТ = подошва соляной толщи)",номенклатура ОГ,,Соликамская впадина,VKM_REGIONAL,deposit,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,STRONG,HIGH,LOW,LOW,INITIAL_CONDITION,VKM-SRC-011;VKM-SRC-014,VKM-SRC-011 p.8 (§1.2; рис. 1.5) | VKM-SRC-014 p.17 (Рис. 1.4 legend 7-10) | VKM-SRC-011 p.8 (§1.2),EV-VN-S011-0071;EV-VN-S011-0067;EV-VN-S011-0068;EV-VN-S011-0069;EV-VN-S011-0070;EV-VN-S014-0170;EV-VN-S011-0066,,TEXT_LAYER,EXACT,,,ОГ С — нижняя граница соляной толщи для регионального домена; глубинные ОГ — только контекст (ниже домена СКРУ-1).
SGP-033,seismic_geophysics_catalog,SEISMIC_STRUCTURE_DEEP,B_OBSERVATION_TECHNIQUE,"Поверхность кристаллического фундамента по сейсморазведке: наивысшая ~−4,1 км (ЮЗ край калийной залежи), погружение 1,5–2,0° на ВСВ до −5,0…−5,5 км; у Соликамска между изогипсами −4,0 и −5,0 км (рис. 1.24, Шершнев 1994); кровля D3tm −1950…−2700 м (у Соликамска −2300…−2400 м)","−4,1…−5,5 км; −1950…−2700 м",км; м абс.,Соликамская впадина,VKM_REGIONAL,deposit,,,FACT,INTERPRETATION,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,MEDIUM,NONE,NONE,CONTEXT_ONLY,VKM-SRC-011,"VKM-SRC-011 p.18 (§1.3.1, рис. 1.24) | VKM-SRC-011 p.175 (English SUMMARY 1.3 Tectonics (1.3.1, 1.3.2); Russian original pdf p.18) | VKM-SRC-011 p.18 (§1.3.1, рис. 1.25) | VKM-SRC-011 p.19 (рис. 1.24–1.28)",EV-VN-S011-0307;EV-VN-S011-3860;EV-VN-S011-0309;EV-VN-S011-0316,,VISUAL_READ,EXACT,,,Визуальные чтения мелкомасштабных карт. Для мира СКРУ-1 — вне домена; наследование куполов от рифового рельефа — контекст (EV-VN-S011-0312).
SGP-034,seismic_geophysics_catalog,SEISMIC_FAULTS,B_OBSERVATION_TECHNIQUE,"Сейсморазведка в каталоге разломов ВКМ: из 173 разломов сейсморазведкой выявлено 5 (3 %; табл. 1.11) — № 169–173 (Санфиров и др., 1993): тектонические нарушения в верхнедевонских и турнейских отложениях и зоны аномалий волнового поля в интервале соляной толщи; осложнения волновой картины у подошвы солей над стыками блоков фундамента",5 из 173 (3 %),шт.,ВКМС (каталог Прил. 1),VKM_REGIONAL,geological_element,,интерпретации 1974–1993,FACT,INTERPRETATION,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,MEDIUM,RESEARCH_REQUIRED,VKM-SRC-011,"VKM-SRC-011 p.28 (текст с.55; табл. 1.11) | VKM-SRC-011 p.144 (Прил. 1, разлом №169) | VKM-SRC-011 p.144 (Прил. 1, разлом №170) | VKM-SRC-011 p.144 (Прил. 1, разлом №171) | VKM-SRC-011 p.144 (Прил. 1, разлом №172) | VKM-SRC-011 p.144 (Прил. 1, разлом №173) | VKM-SRC-011 p.118 (§3.8, p.234) | VKM-SRC-011 p.118 (p.234) | VKM-SRC-011 p.118 (§3.8, p.234, Рис. 3.15)",EV-VN-S011-0512;EV-VN-S011-2641;EV-VN-S011-2642;EV-VN-S011-2643;EV-VN-S011-2644;EV-VN-S011-2645;EV-VN-S011-2008;EV-VN-S011-2009;EV-VN-S011-2010,,OCR_VISUALLY_CONFIRMED,EXACT,,,Преобладают гравиразведка (29 %) и магниторазведка (17 %). Положение разломов 169–173 относительно СКРУ-1 — только ячейки схемы рис. 1.46 (не проверено этим потоком).
SGP-035,seismic_geophysics_catalog,SEISMIC_FAULT_SKRU1,B_OBSERVATION_TECHNIQUE,"Разлом № 98 (каталог; обнаружен магниторазведкой, подтверждён ГР, МР, ГГ; разлом фундамента с активностью в палеозое или мезокайнозое по Кассину 1985) — по открытому вопросу sweep пересекает блок 201 СКРУ-1; Кудряшов: выявленное влияние крупных разломов на оседания ниже критического",длина >45 км; СЗ 357°,,поле СКРУ-1 (блок 201) — по интерпретации sweep,SKRU1,block,,,UNKNOWN,INTERPRETATION,NOT_APPLICABLE,SITE_SPECIFIC,WEAK,LOW,HIGH,MEDIUM,RESEARCH_REQUIRED,VKM-SRC-011,"VKM-SRC-011 p.143 (Прил. 1, разлом №98) | VKM-SRC-011 p.186 (English SUMMARY 4 Geological aspects of deposit development)",EV-VN-S011-2570;EV-VN-S011-3973,,OCR_VISUALLY_CONFIRMED,EXACT,,,"Утверждение «пересекает блок 201 СКРУ-1» пришло из открытого вопроса (EV-VN-S011-3973), а не прямо из источника в каталоге; требует проверки по русскому тексту гл. 4 (EV-GEO-0179/0181/0183). Метод выявления — не сейсмика (магнитка)."
SGP-036,seismic_geophysics_catalog,SEISMIC_ANOMALY_SKRU3,B_OBSERVATION_TECHNIQUE,"СКРУ-3, восточный фланг: участки волновых аномалий в интервале соленосной толщи на сейсмопрофилях 704С3(?), 601С3, 497С3, 1102С3, 500С3, 1302С3 и «шахтный профиль» — совпадают с участками трещиноватости/разломов (№ 68/170, 117)",7 профилей (даты не указаны),,"СКРУ-3, восточный фланг",SKRU3,mine_field,,,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,NEIGHBOUR_MINE_ANALOGUE,MODERATE,MEDIUM,MEDIUM,MEDIUM,OBSERVATION_OPERATOR,VKM-SRC-011,VKM-SRC-011 p.35 (Рис. 1.63 легенда 6),EV-VN-S011-0648,,VISUAL_READ,FUZZY_66,,,Пример соответствия: сейсмическая аномалия ↔ зона трещиноватости в соседнем руднике; совпадения — визуальные.
SGP-037,seismic_geophysics_catalog,SEISMIC_ANOMALY_ANALOGUE,B_OBSERVATION_TECHNIQUE,"Тюбегатан: область пониженных механических свойств по сейсморазведке 2014 г. задана в модели со снижением свойств в 1,4 раза (кратность — модельное допущение)","коэф. снижения 1,4",раз,Тюбегатанское месторождение (Узбекистан),OTHER_POTASH_SITE,mine_field,,2014,ENGINEERING_ASSUMPTION,MODEL_CALIBRATED,NOT_APPLICABLE,NON_VKM_ANALOGUE,WEAK,HIGH,NONE,LOW,CONTEXT_ONLY,VKM-SRC-005,VKM-SRC-005 p.2 (§Постановка задачи; Рис.1 легенда) | VKM-SRC-005 p.5 (p4-p5) | VKM-SRC-005 p.2 (Рис.1 легенда),EV-VN-S005-0011;EV-VN-S005-0040;EV-VN-S005-0012,,VISUAL_READ,EXACT,,,"Пример перевода сейсмоаномалии в модельный множитель — именно то, что реестр запрещает делать произвольно для ВКМ."
SGP-038,seismic_geophysics_catalog,NEAR_SURFACE_GEOPHYSICS,B_OBSERVATION_TECHNIQUE,"Сейсмо- и электроразведка приповерхностной части разреза (до 65 м) у пос. Новая Зырянка (Колесников, Санфиров 1999): серия субширотных линейных элементов в коренных породах (западная группа провалов)",до 65 м,м,пос. Нов. Зырянка (Березники),OTHER_VKM_SITE,site,,1999,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,NONE,MEDIUM,OBSERVATION_OPERATOR,VKM-SRC-011,VKM-SRC-011 p.35 (текст с.69),EV-VN-S011-0659,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: OTHER_VKM_SITE_ANALOGUE; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
SGP-039,seismic_geophysics_catalog,SEISMIC_MODEL_TEST,B_OBSERVATION_TECHNIQUE,"Сейсморазведка МОВ ОГТ на S-волнах на физической модели крепи (ТЕЛСС-3, IS-48/IS-96): полости, древесина, «бетонный куб» не выделены — недостаточный частотный диапазон (дискретизация 4 и 30 кГц; геофоны GS-20DX до 160 Гц)",4/30 кГц; 160 Гц,,"физическая модель (ПГНИУ/Галургия, 2015)",GENERAL_METHOD,specimen,,,FACT,LAB_TEST,LAB,METHOD_ONLY,MODERATE,HIGH,NONE,NONE,CONTEXT_ONLY,VKM-SRC-040,"VKM-SRC-040 p.55 (§2.2.2) | VKM-SRC-040 p.56 (§2.2.2, Рис. 2.16) | VKM-SRC-040 p.58 (§2.2.2 p.58) | VKM-SRC-040 p.57 (§2.2.2 p.57; Рис. 2.17) | VKM-SRC-040 p.55 (§2.2.2 vs §2.2 (p.47))",EV-VN-S040-0134;EV-VN-S040-0136;EV-VN-S040-0140;EV-VN-S040-0139;EV-VN-S040-0135,,TEXT_LAYER,FUZZY_78,,SGP-CF6,Расхождение наименования второй станции IS-48 vs IS-96 (SGP-CF6). Для массива не значимо.
SGP-040,seismic_geophysics_catalog,ACOUSTIC_SHAFT,B_OBSERVATION_TECHNIQUE,"Акустические/сейсмоакустические методы диагностики закрепного пространства стволов: локатор ЭХО-3М (1997, практически не использовался; мёртвая зона ~0,4 мс → изучение с 1,5 м); аппаратура IS16M (ГИ УрО РАН, 2009–2012, ствол № 1 БКПРУ-4; профиль 1,56 м — данных недостаточно)","1,5 м; 1,56 м",м,стволы ВКМ (БКПРУ-4),VKM_REGIONAL,working,,1997; 2009–2012,FACT,LITERATURE_CITED,NOT_APPLICABLE,METHOD_ONLY,WEAK,HIGH,NONE,LOW,CONTEXT_ONLY,VKM-SRC-040,"VKM-SRC-040 p.33 (§1.2.3) | VKM-SRC-040 p.33 (§1.2.3, p.33-34) | VKM-SRC-040 p.62 (§2.2.3 p.62, Рис. 2.20) | VKM-SRC-040 p.59 (§2.2.3)",EV-VN-S040-0091;EV-VN-S040-0092;EV-VN-S040-0145;EV-VN-S040-0142,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
SGP-041,seismic_geophysics_catalog,ULTRASONIC_TOMO,B_OBSERVATION_TECHNIQUE,"Ультразвуковая томография крепи (A1040 MIRA, 25–85 кГц, поперечные волны): скорость S-волн в бетоне 2550 м/с (рекоменд.; 2370 м/с на одном B-скане СКРУ-3); сигнал не проникает в соль; тонкая соляная корка (≥1,5 см) исключает работу; оптимально 40 кГц, сетка 200×100 мм",Vs бетона 2550 (2370) м/с; 40 кГц,м/с; кГц,модель; ствол № 3 СКРУ-3 (2015/2016),GENERAL_METHOD,working,,,FACT,LAB_TEST,NOT_APPLICABLE,METHOD_ONLY,MODERATE,HIGH,NONE,LOW,CONTEXT_ONLY,VKM-SRC-040,"VKM-SRC-040 p.63 (§2.2.4 p.63) | VKM-SRC-040 p.114 (§3.5, Табл. 3.2) | VKM-SRC-040 p.114 (§3.5 vs Рис. 3.18) | VKM-SRC-040 p.108 (Рис. 3.18 (B-скан, экран прибора)) | VKM-SRC-040 p.65 (§2.2.4 p.65–66) | VKM-SRC-040 p.88 (§3.1 p.88, Рис. 3.2) | VKM-SRC-040 p.66 (§2.2.4 p.66)",EV-VN-S040-0149;EV-VN-S040-0262;EV-VN-S040-0263;EV-VN-S040-0246;EV-VN-S040-0152;EV-VN-S040-0200;EV-VN-S040-0157,,TEXT_LAYER,EXACT,,SGP-CF7,"Свойства бетона, НЕ соли. Для мира — только инфраструктура стволов (целостность крепи → водоприток)."
SGP-042,seismic_geophysics_catalog,GRAVIMETRY_MAGNETOMETRY,B_OBSERVATION_TECHNIQUE,"Потенциальные поля: гравиметрическая съёмка 1:25 000 (Нояксова, 1990), магнитные карты 1:50 000 и 1:100 000 (Халымбаджа, 1989), старые 1:200 000–1:500 000 (1950-е); интенсивные отрицательные гравианомалии и зоны повышенной электропроводности совпадают с геодинамическими АЗ (Талицкий участок)",масштабы съёмок,,ВКМС; Талицкий участок,VKM_REGIONAL,deposit,,1950-е; 1989; 1990; 2009–2010,FACT,LITERATURE_CITED,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,LOW,MEDIUM,OBSERVATION_OPERATOR,VKM-SRC-011;VKM-SRC-018,VKM-SRC-011 p.30 (текст с.58) | VKM-SRC-018 p.6 (Рис. 2) | VKM-SRC-011 p.20 (§1.3.2 кровля солей),EV-VN-S011-0535;EV-VN-S018-0035;EV-VN-S011-0321,,TEXT_LAYER,EXACT,,,"Гравиметрия — основной метод выявления разломов в каталоге (29 %). Гравиметрический мониторинг (временные вариации) — модальность Березников после затопления (EV-VN-S017-0006, EV-VN-S003-0105)."
SGP-043,seismic_geophysics_catalog,ELECTROMETRY,B_OBSERVATION_TECHNIQUE,"Электроразведка: линейная аномалия электрического поля ↔ крутопадающие обводнённые зоны трещиноватости надсолевой толщи (Беляев и др., 1989, район провала БКПРУ-3); низкая электропроводность калийных и каменных солей (без числа); на физической модели крепи ВЭЗ/БИЭП дают лишь интегральную оценку закрепного пространства (ρk 1,18–39 и 13,4–87 Ом·м — шкалы модели, не свойства массива)","ρk модели 1,18–87 Ом·м (не массив)",Ом·м,ВКМ; модель крепи,VKM_REGIONAL,geological_element,,,FACT,INTERPRETATION,NOT_APPLICABLE,REGIONAL_PRIOR,WEAK,HIGH,LOW,MEDIUM,OBSERVATION_OPERATOR,VKM-SRC-011;VKM-SRC-020;VKM-SRC-040,"VKM-SRC-011 p.33 (текст с.65; рис. 1.58) | VKM-SRC-020 p.66 (§1.11) | VKM-SRC-040 p.51 (§2.2.1, рис. 2.11-2.12) | VKM-SRC-040 p.54 (Рис. 2.14 (цветовая шкала)) | VKM-SRC-040 p.49 (§2.2.1, p.49-50, рис. 2.10-2.11) | VKM-SRC-040 p.52 (§2.2.1 ВЭЗ) | VKM-SRC-040 p.54 (§2.2.1, выводы)",EV-VN-S011-0592;EV-VN-S020-0202;EV-VN-S040-0117;EV-VN-S040-0131;EV-VN-S040-0116;EV-VN-S040-0119;EV-VN-S040-0133,,TEXT_LAYER,EXACT,,,Удельное сопротивление соли in situ в корпусе не измерено (GAP; важно и для GPR).
SGP-044,seismic_geophysics_catalog,OTHER_LOGGING,B_OBSERVATION_TECHNIQUE,"Прочие скважинные методы: комплексы ГИС (электрические, ГК, ГГК, НГК, АК, кавернометрия); гамма-каротаж даёт реперы корреляции в СМТ (максимум активности на контакте 8/9 ритмопачек); плотностной γ-γ-каротаж — оценка НДС и нарушенности ([4], [33], [66]); акустический телевизор ABF-14 (разрешение ~4–5 мм) и каверномер СКО при измерении напряжений","ABF-14 ~4–5 мм; раствор 1,25 г/см³",мм; г/см³,скважины ВКМ,VKM_REGIONAL,borehole,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,LOW,OBSERVATION_OPERATOR,VKM-SRC-011;VKM-SRC-012;VKM-SRC-025;VKM-SRC-030;VKM-SRC-037,"VKM-SRC-012 p.23 (§1.3, [37]) | VKM-SRC-011 p.18 (§1.2 СМТ реперы) | VKM-SRC-025 p.97 (p.97) | VKM-SRC-030 p.2 (§2) | VKM-SRC-037 p.42 (§2.8, с.83)",EV-VN-S012-0055;EV-VN-S011-0300;EV-VN-S025-0511;EV-VN-S030-0019;EV-VN-S037-0344,,TEXT_LAYER,FUZZY_72,,,K-40 калийных солей — основа гамма-контраста продуктивных пластов (EV-VN-S037-0344).
SGP-045,seismic_geophysics_catalog,AE_KAISER,B_OBSERVATION_TECHNIQUE,"Акустическая эмиссия / эффект Кайзера для оценки напряжений: скважинный гидродомкрат с АЭ-датчиком (165 кГц); в соли АЭ продолжает расти после достижения компоненты напряжения; лабораторно: σ^I_верт 8,0, σ^I_бок 4,8 МПа → σ^II*_верт 7,1 МПа","165 кГц; 8,0/4,8 → 7,1 МПа",кГц; МПа,соли ВКМКС (образцы/скважины); метод,VKM_REGIONAL,borehole,,,FACT,LAB_TEST,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,MEDIUM,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-012;VKM-SRC-025;VKM-SRC-029,"VKM-SRC-029 p.5 (Введение) | VKM-SRC-029 p.7 (Научные положения 1-3) | VKM-SRC-029 p.60 (§2.1) | VKM-SRC-029 p.123 (§4.2.3, Рис. 4.9) | VKM-SRC-029 p.126 (§4.3 Выводы (гл. 4), пп.1-4) | VKM-SRC-025 p.46 (§2.8) | VKM-SRC-012 p.27 (§1.4.1, [8], [2], [1])",EV-VN-S029-0006;EV-VN-S029-0010;EV-VN-S029-0097;EV-VN-S029-0216;EV-VN-S029-0219;EV-VN-S025-0264;EV-VN-S012-0071,,TEXT_LAYER,EXACT,,,"Относится к потоку напряжений; здесь — как класс акустических наблюдений. Среднее λ = 0,71 (ГИ УрО РАН) — через эффект Кайзера."
SGP-046,seismic_geophysics_catalog,MAGNETIC_PROPERTY,B_OBSERVATION_TECHNIQUE,"Магнитная восприимчивость пирротина (СКРУ-3, 6-я панель, блок 7): 11,5·10⁻⁵ ед. СИ","11,5·10⁻⁵",ед. СИ,СКРУ-3,SKRU3,specimen,,,FACT,LAB_TEST,LAB,NOT_TRANSFERABLE,WEAK,HIGH,NONE,NONE,CONTEXT_ONLY,VKM-SRC-011,VKM-SRC-011 p.79 (с.157 (пирротин)) | VKM-SRC-011 p.179 (English SUMMARY 2.6 (pyrrhotite)),EV-VN-S011-1545;EV-VN-S011-3934,,TEXT_LAYER,EXACT,,,Минералогическая экзотика; для мира СКРУ-1 не значимо.
SGP-047,seismic_geophysics_catalog,REMOTE_LINEAMENTS,B_OBSERVATION_TECHNIQUE,Дистанционные линеаменты: 1801 прямолинейный линеамент по спектрозональным снимкам; карты АЗ 1:100 000 (детально 1:25 000 Талицкий); физическая природа линеаментов на платформах неоднозначна,1801 линеамент,шт.,ВКМКС,VKM_REGIONAL,deposit,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,WEAK,HIGH,LOW,LOW,CONTEXT_ONLY,VKM-SRC-006;VKM-SRC-018,"VKM-SRC-018 p.2 (pp.2-3) | VKM-SRC-006 p.46 (§4.2, с. 46)",EV-VN-S018-0011;EV-VN-S006-0107,,TEXT_LAYER,EXACT,,,Слой опасности без количественных свойств; реестр запрещает произвольный множитель свойств по АЗ.
SGP-048,seismic_geophysics_catalog,CONFLICT,AB_BOTH,SGP-CF1: глубина гипоцентра Соликамского события 1995 г. «около 3 км» (заключение комиссии) vs глубина обрушения рабочих пластов 300–320 м,~3 км vs 300–320 м,км; м,СКРУ-2,SKRU2,panel,,1995-01-05,FACT,LITERATURE_CITED,NOT_APPLICABLE,NEIGHBOUR_MINE_ANALOGUE,MODERATE,HIGH,LOW,HIGH,RESEARCH_REQUIRED,VKM-SRC-012,"VKM-SRC-012 p.33 (§1.4.2, [42]) | VKM-SRC-012 p.32 (§1.4.2, [42])",EV-VN-S012-0149;EV-VN-S012-0143,,TEXT_LAYER,EXACT,,SGP-CF1,Интерпретационная развилка: «глубокое техногенное землетрясение» vs обрушение пластов как источник. Не разрешается в корпусе; хранить обе гипотезы.
