point_id,profile_label,figure_order,distance_label_as_printed_km,distance_value_from_label_km,method,observation_interval_label,source_pixel_x,source_pixel_y,signed_displacement_mm,axis_calibrated_signed_mm,digitization_minus_axis_calibration_mm,digitization_envelope_half_width_mm,reading_status,reading_envelope_interpretation,source_file,source_sha256,pdf_page,provenance,eligible_as_t1_time_series,mapped_synthetic_point_id
SUP01-P5-RADAR-2011_2016-024,5,24,1.20,1.2,radar,2011-2016,860.0,254.5,-170.8,-170.820896,0.020896,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-001,5,1,0,0.0,radar,2015-2016,116.0,135.0,-46.0,-45.970149,-0.029851,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-002,5,2,0.10,0.1,radar,2015-2016,148.34782608695653,125.0,-35.5,-35.522388,0.022388,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-003,5,3,0.15,0.15,radar,2015-2016,180.69565217391306,120.0,-30.3,-30.298507,-0.001493,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-004,5,4,0.20,0.2,radar,2015-2016,213.04347826086956,117.0,-27.2,-27.164179,-0.035821,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-005,5,5,0.25,0.25,radar,2015-2016,245.3913043478261,116.0,-26.1,-26.119403,0.019403,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-006,5,6,0.30,0.3,radar,2015-2016,277.7391304347826,112.0,-21.9,-21.940299,0.040299,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-007,5,7,0.35,0.35,radar,2015-2016,310.0869565217391,112.0,-21.9,-21.940299,0.040299,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-008,5,8,0.40,0.4,radar,2015-2016,342.4347826086956,112.0,-21.9,-21.940299,0.040299,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-009,5,9,0.45,0.45,radar,2015-2016,374.7826086956522,115.0,-25.1,-25.074627,-0.025373,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-010,5,10,0.50,0.5,radar,2015-2016,407.1304347826087,118.0,-28.2,-28.208955,0.008955,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-011,5,11,0.55,0.55,radar,2015-2016,439.47826086956525,120.0,-30.3,-30.298507,-0.001493,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-012,5,12,0.60,0.6,radar,2015-2016,471.82608695652175,121.0,-31.3,-31.343284,0.043284,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-013,5,13,0.65,0.65,radar,2015-2016,504.17391304347825,122.0,-32.4,-32.38806,-0.01194,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-014,5,14,0.70,0.7,radar,2015-2016,536.5217391304348,120.0,-30.3,-30.298507,-0.001493,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-015,5,15,0.75,0.75,radar,2015-2016,568.8695652173913,120.0,-30.3,-30.298507,-0.001493,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-016,5,16,0.80,0.8,radar,2015-2016,601.2173913043479,121.0,-31.3,-31.343284,0.043284,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-017,5,17,0.85,0.85,radar,2015-2016,633.5652173913044,124.0,-34.5,-34.477612,-0.022388,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-018,5,18,0.90,0.9,radar,2015-2016,665.9130434782609,127.0,-37.6,-37.61194,0.01194,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-019,5,19,0.95,0.95,radar,2015-2016,698.2608695652174,132.0,-42.8,-42.835821,0.035821,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-020,5,20,1.00,1.0,radar,2015-2016,730.608695652174,134.0,-44.9,-44.925373,0.025373,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-021,5,21,1.05,1.05,radar,2015-2016,762.9565217391305,132.0,-42.8,-42.835821,0.035821,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-022,5,22,1.10,1.1,radar,2015-2016,795.304347826087,128.0,-38.7,-38.656716,-0.043284,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-023,5,23,1.15,1.15,radar,2015-2016,827.6521739130435,125.0,-35.5,-35.522388,0.022388,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2015_2016-024,5,24,1.20,1.2,radar,2015-2016,860.0,126.0,-36.6,-36.567164,-0.032836,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
