event_id,event,event_type_source,event_type_vkm,event_subtype_note,event_class,event_class_note,date_start_as_printed,date_end_as_printed,date_start_iso,date_start_precision,date_end_iso,date_end_precision,date_qualifier,planned_or_actual,object,spatial_entity_ids,mine_attribution_scope,mines_named_in_text,seams_named,relevance,skru1_relevance,visual_recheck,conflict_ids,part,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
CHR-0095,Start of observations (first available epoch) on профильная линия №1,monitoring_campaign,MONITORING_CAMPAIGN,,INFORMATION,,1977,,1977,year,,,,ACTUAL,профильная линия №1,SL:1,СКРУ-1/СКРУ-2,,,INFORMATION,SKRU1_SHARED_WITH_SKRU2,,,,VKM-SRC-012,pdf p.34 (printed 34); §1.4.2,EV-VN-S012-0351,,FACT,FIELD_OBSERVATION,SKRU1_SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0096,"4th Soligorsk mine (4 РУ): built 1977, reserves for up to 30 years",mining_start,MINE_CONSTRUCTION,аналог,PHYSICAL,,1977,,1977,year,,,,ACTUAL,4th Soligorsk mine (4 РУ),AN:OTHER_POTASH,аналог: другое калийное месторождение,,,ANALOGUE,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,,,,VKM-SRC-014,pdf p.222 (printed 222); §8.3.1,EV-VN-S014-1158,,FACT,LITERATURE_CITED,OTHER_POTASH_SITE,FIELD,MEDIUM,TEXT_LAYER,EXACT,
CHR-0097,underground speleotherapy clinic in operation at BKPRU-1 since 1977,construction,OTHER,подземная спелеолечебница,PHYSICAL,,1977,,1977,year,,,,ACTUAL,спелеолечебница БКПРУ-1,MINE:BKPRU1,БКПРУ-1,БКПРУ-1,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-037,"pdf p.42 (printed 83); §2.8, с.83",EV-VN-S037-0341,,FACT,DESCRIPTIVE,BKPRU1,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
CHR-0098,"first discovery of anhydrite-cored replacement zones (rock salt with high anhydrite content) in workings of 1st north-east panel, horizon -143 m",survey,GEOLOGICAL_MODEL_UPDATE,первое обнаружение зон замещения,INFORMATION,,1978,,1978,year,,,,ACTUAL,"СКРУ-2, 1-я СВП, гориз. -143 м",MINE:SKRU2,СКРУ-2,СКРУ-2,каменная соль,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-011,pdf p.50 (printed 98-99); текст стр. 98,EV-VN-S011-1029,,FACT,FIELD_OBSERVATION,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,
CHR-0099,Закладка зоны 208 («18П блок») СКРУ-1; интервал как напечатан: 1978-1980; тип закладки: сухая,mining_start,BACKFILL_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1978-1980,1978-1980,1978,year,1980,year,,ACTUAL,18П блок зона 208,SKRU1:ZONE:18P-208,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18,b,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0243,EV-MIN-0308,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0100,Закладка зоны 207 («18П блок») СКРУ-1; интервал как напечатан: 1978-1981; тип закладки: сухая,mining_start,BACKFILL_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1978-1981,1978-1981,1978,year,1981,year,,ACTUAL,18П блок зона 207,SKRU1:ZONE:18P-207,СКРУ-1,,АБ,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,b,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0245,EV-MIN-0309,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0101,Закладка зоны 207 («18П блок») СКРУ-1; интервал как напечатан: 1978-1980; тип закладки: сухая,mining_start,BACKFILL_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1978-1980,1978-1980,1978,year,1980,year,,ACTUAL,18П блок зона 207,SKRU1:ZONE:18P-207,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,b,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0247,EV-MIN-0310,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0102,"Выпуск «Методических указаний по расчету и применению жестких естественных целиков различного назначения на калийных месторождениях» (ВНИИГ, Л.)",normative,NORMATIVE_IN_FORCE,,INFORMATION,,1978,,1978,year,,,,N/A,нормативная база горных работ ВКМ,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-037,"pdf p.230 (printed 459); Список литературы, № 11",EV-VN-S037-1234,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Normative-in-force timeline for the 1990/1992 Руководство.
CHR-0103,"lost circulation at salt/oversalt contact in oil well 24д (Kosikovsky swell); remediation consumed cement 401 t, magnesite 100 t, MgCl2 410 t, CaCl2 220 t, palygorskite 28 t, bentonite 142 t, other ~47 t; total with technical water >17 thousand t",accident,WATER_INFLOW,поглощение промывочной жидкости в нефтяной скважине,PHYSICAL,,1978-04-07,1978-06-01,1978-04-07,day,1978-06-01,day,,ACTUAL,"нефтяная скважина 24д, Косиковский вал",VKM,ВКМ (регионально),,,MINING_VKM_CONTEXT,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-011,"pdf p.111 (printed 220); §3.5, p.220",EV-VN-S011-1811,,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,FUZZY_87,Author: leaching on crests of swells may still be active today (Kosikovsky swell).
CHR-0104,Sol-Iletsk mine No.1 flooded within ~36 h after inter-chamber pillar failure and ВЗТ fracturing,flooding,FLOODING,,PHYSICAL,,1979,,1979,year,,,,ACTUAL,Соль-Илецкий рудник №1,NONVKM,не ВКМ,,,NON_VKM,NON_VKM,,,,VKM-SRC-025,pdf p.19 (printed 19); §1.3,EV-VN-S025-0139,EV-MIN-0341,FACT,DESCRIPTIVE,NON_VKM,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,
CHR-0105,Технологические схемы очистной выемки калийных пластов ВКМ (ВНИИГ),normative,NORMATIVE_IN_FORCE,,INFORMATION,,1979,,1979,year,,,,N/A,рудники ВКМ,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-028,pdf p.424 (printed 424); Литература №26,EV-VN-S028-0244,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0106,"СНиП II-94-80 (подземные горные выработки) — действующий норматив, на который ссылается руководство",normative,NORMATIVE_IN_FORCE,,INFORMATION,,1980,,1980,year,,,,N/A,СНиП II-94-80,,общий метод,,,NORMATIVE,GENERAL_OR_UNSTATED,,,,VKM-SRC-037,pdf p.87 (printed 173); §6.1 (с.173),EV-VN-S037-0550,,FACT,NORMATIVE,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,OCR_VISUALLY_CONFIRMED,FUZZY_87,"Year inferred from designation ""-80"" (as printed ""II-94.80"")."
CHR-0107,"history of marker horizons in upper ПдКС: before 1981 only 3 markers (Спутник, Форель [40, 156], Шпатовое Трио [131]); 1995 — SKRU-3 geological service (О.Ф. Корочкина и др.) identified 'Глина-2'; later author's 15 markers",publication,PUBLICATION,,INFORMATION,,1981,1995,1981,year,1995,year,,ACTUAL,верхняя пачка ПдКС,MINE:SKRU3,ВКМ (регионально),СКРУ-3,,BIBLIOGRAPHIC/INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-011,"pdf p.42 (printed 82-83); §2.1, с.82",EV-VN-S011-0782,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0108,СКРУ-3 commissioned (год ввода в действие),mining_start,MINE_COMMISSIONING,,PHYSICAL,,1983,,1983,year,,,,ACTUAL,СКРУ-3 / Ново-Соликамский участок,MINE:SKRU3,СКРУ-3,СКРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-13,,VKM-SRC-011,"pdf p.148 (printed 294-295); Прилож. 2, Таблица (с.294)",EV-VN-S011-2723,,FACT,DESCRIPTIVE,SKRU3,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,
CHR-0109,Выпуск «Временной инструкции по безопасному поддержанию подготовительных выработок на рудниках ВКМ» (Урал. фил. ВНИИГ),normative,NORMATIVE_IN_FORCE,,INFORMATION,,1983,,1983,year,,,,N/A,нормативная база горных работ ВКМ,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-037,"pdf p.230 (printed 459); Список литературы, № 2",EV-VN-S037-1236,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Normative-in-force timeline for the 1990/1992 Руководство.
CHR-0110,утверждены «Специальные мероприятия по безопасному ведению горных работ на ВКМ в условиях газового режима»,normative,NORMATIVE_IN_FORCE,,INFORMATION,,1983-04-29,,1983-04-29,day,,,,N/A,рудники ВКМ (газовый режим),VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,CC-06,,VKM-SRC-037,pdf p.160 (printed 319); сноска *,EV-VN-S037-0863,,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,Date visually confirmed.
CHR-0111,Утверждение Минудобрений «Специальных мероприятий по безопасному ведению горных работ на ВКМ в условиях газового режима»,normative,NORMATIVE_IN_FORCE,,INFORMATION,,1983-12-29,,1983-12-29,day,,,,N/A,нормативная база горных работ ВКМ,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,CC-06,,VKM-SRC-037,"pdf p.230 (printed 459); Список литературы, № 17",EV-VN-S037-1235,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Normative-in-force timeline for the 1990/1992 Руководство.
CHR-0112,Interseam failure -> sharp increase of surface subsidence rates over block 129,other,COLLAPSE,разрушение междупластья (INTERSEAM_FAILURE — нет отдельного EventType),PHYSICAL,,1984,1985,1984,year,1985,year,,ACTUAL,"блок 129, междупластье КрII–АБ",SKRU1:BLK:129,не указан в SRC-021; СКРУ-1 по сопоставлению схем (DERIVATION: соседство блока 129 совпадает с SRC-014 Рис.3.1),,КрII;АБ,MINING_VKM_CONTEXT,GENERAL_OR_UNSTATED,,,,VKM-SRC-021,pdf p.3 (printed 60); пример блок 129,EV-VN-S021-0033,EV-MIN-0283;EV-RMR-1182,FACT,FIELD_OBSERVATION,UNSTATED,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,~8-9 years after end of mining; key documented delayed regime change (interseam collapse) for dynamic subsidence modelling.
CHR-0113,"Приказы о поправочных коэффициентах к нормам выработки: №727/55 от 19.10.84 (0,9 — электровозная откатка); №615/53 от 31.08.86 (0,85 — работа комплекса без бункера-перегружателя)",normative,NORMATIVE_IN_FORCE,,INFORMATION,,1984-10-19,,1984-10-19,day,,,,N/A,нормирование труда на калийных рудниках (Уралкалий/объединение),VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-020,pdf p.221 (printed 221); §6.5 (Коэффициенты),EV-VN-S020-0410,,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,Two dated internal orders; indicates electric-locomotive haulage in use (1984) and operation without bunker-loader (1986).
CHR-0114,"Нормативные документы, действующие при работе комбайнов (на 1998): ЕПБ (Недра, 1996); Нормативы по безопасности забойных машин и комплексов для калийных рудников (Минск, 1985); Правила безопасности в угольных и сланцевых шахтах (Недра, 1986)",normative,NORMATIVE_IN_FORCE,,INFORMATION,,1985,1996,1985,year,1996,year,,N/A,калийные рудники,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-020,pdf p.249 (printed 251); §7.2.1,EV-VN-S020-0431,,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0115,"на руднике СКРУ-1 с 1985 г. рост себестоимости добычи из-за резкого увеличения непроизводительных затрат (закладка), разбросанности фронта очистных работ и устаревшего оборудования",backfill,OTHER,экономический показатель: рост затрат на закладку с 1985 г. (запись status INTERPOLATION),PHYSICAL,,1985,,1985,year,,,,ACTUAL,СКРУ-1 (рудник),MINE:SKRU1,СКРУ-1,СКРУ-1,,MINING_SKRU1,SKRU1_DIRECT,,CC-18,,VKM-SRC-037,pdf p.129 (printed 257); §7.2.1 (текст перед табл. 7.10),EV-VN-S037-0765,,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,KEY for SKRU-1 3D+time: indicates a sharp increase of backfilling (закладка) at SKRU-1 from ~1985 and a dispersed (scattered) mining front. Volumes/locations not given. Note printed name 'СКРУ-1' here vs 'СКПРУ-1' in tables — alias confirmed on same page (Табл. 7.10 СКПРУ-1). Visually confirmed.
CHR-0116,"Выпуск «Указаний по охране зданий, сооружений и природных объектов от вредного влияния подземных горных разработок и по охране рудников от затопления в условиях ВКМ» (ВНИИГ, Л.)",normative,NORMATIVE_IN_FORCE,,INFORMATION,,1985,,1985,year,,,,N/A,нормативная база горных работ ВКМ,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-037,"pdf p.230 (printed 459); Список литературы, № 20",EV-VN-S037-1233,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_65,Normative-in-force timeline for the 1990/1992 Руководство.
CHR-0117,"Shaft No.5 SKRU-2: sinking 1985 - July 1988; commissioning postponed, not connected to workings; from 1996 in 'maintenance mode' with control operations per ЕПБ",shaft,SHAFT_SINKING,,PHYSICAL,,1985,1988-07,1985,year,1988-07,month,,ACTUAL,ствол № 5 СКРУ-2,MINE:SKRU2,СКРУ-2,СКРУ-2,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-040,pdf p.26 (printed 26); §1.2.2,EV-VN-S040-0075,,FACT,LITERATURE_CITED,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,cited_ref [51] Ярушин 2009 report
CHR-0118,Accident and flooding of mine БКПРУ-3,flooding,FLOODING,,PHYSICAL,,1986,,1986,year,,,,ACTUAL,БКПРУ-3 (Berezniki),MINE:BKPRU3,другой объект ВКМ,БКПРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-011,pdf p.3 (printed 5); Предисловие (С. Квиткин),EV-VN-S011-0006,,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,"Preface author S. Kvitkin. Neighbouring mine, not SKRU-1; relevant as flooding/destruction lifecycle analogue."
CHR-0119,Mine floodings due to accidents (groundwater breakthrough): BKPRU-3 (Balakhontsevsky area) 1986; BKPRU-1 (Berezniki area) 2006,flooding,FLOODING,,PHYSICAL,,1986,2006,1986,year,2006,year,,ACTUAL,БКПРУ-3; БКПРУ-1,MINE:BKPRU3;MINE:BKPRU1,ВКМ (регионально),БКПРУ-1;БКПРУ-3,,MINING_VKM_CONTEXT,VKM_REGIONAL_CONTEXT,,CC-01,,VKM-SRC-011,pdf p.147 (printed 292-293); Прилож. 2 «История открытия и освоения месторождения»; табл. с.294 сноски,EV-VN-S011-2709,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0120,Flooding of the 3rd Potash Mine Directorate mine (БКПРУ-3) by above-salt waters; capacity 8.2 Mt ore/yr,flooding,FLOODING,,PHYSICAL,,1986,,1986,year,,,,ACTUAL,рудник БКПРУ-3,MINE:BKPRU3,БКПРУ-3,БКПРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-014,pdf p.10 (printed 10); §1.1,EV-VN-S014-0030,EV-GEO-0280,FACT,DESCRIPTIVE,BKPRU3,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,scope enumeration lacks BKPRU3; used 'BKPRU3' string — consider OTHER_VKM_SITE.
CHR-0121,Catastrophic collapse (провал) at БКРУ-3 mine leading to its complete flooding,flooding,FLOODING,,PHYSICAL,,1986,,1986,year,,,,ACTUAL,"БКРУ-3 (= БКПРУ-3), Березники",MINE:BKPRU3,БКПРУ-3,БКПРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-04,,VKM-SRC-018,pdf p.4; p.4,EV-VN-S018-0025,EV-GEO-0272,FACT,DESCRIPTIVE,BKPRU3,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_68,Printed as 'БКРУ-3'. Location within AZ = author's claim (map overlay not shown at mine scale).
CHR-0122,БКПРУ-3 flooded,flooding,FLOODING,,PHYSICAL,,1986,,1986,year,,,,ACTUAL,БКПРУ-3,MINE:BKPRU3,БКПРУ-3,БКПРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-01,,VKM-SRC-021,pdf p.2 (printed 59); введение,EV-VN-S021-0010,EV-GEO-0355;EV-MIN-0287,FACT,DESCRIPTIVE,BKPRU3,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0123,Затопление рудников БКПРУ-3 и БКПРУ-1 (прорыв вод); по тексту дата '1986 г.' отнесена к обоим,flooding,FLOODING,искажённая хронология во введении (CC-01),PHYSICAL,,1986,,1986,year,,,,ACTUAL,"БКПРУ-3, БКПРУ-1",MINE:BKPRU3;MINE:BKPRU1,другой объект ВКМ,БКПРУ-1;БКПРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-01,,VKM-SRC-023,pdf p.10 (printed 10); rendered p.10; Введение,EV-VN-S023-0024,,FACT,LITERATURE_CITED,OTHER_VKM_SITE,NOT_APPLICABLE,LOW,DOCX_TEXT,EXACT,"Sentence is garbled: generally known chronology is БКПРУ-3 flooded 1986, БКПРУ-1 flooded 2006, СКРУ-2 flooded 2014. Text as printed attributes 1986 to both and 2006+2014 to СКРУ-2 suspension. See conflict_note. No reference given. Also: '7 mines built within VKMKS'."
CHR-0124,"Flooding of БКПРУ-3 (1986) and БКПРУ-1 (2006) after loss of ВЗТ integrity (e.g., pillar collapse)",flooding,FLOODING,,PHYSICAL,,1986,2006,1986,year,2006,year,,ACTUAL,БКПРУ-3; БКПРУ-1,MINE:BKPRU3;MINE:BKPRU1,другой объект ВКМ,БКПРУ-1;БКПРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-01,,VKM-SRC-023,pdf p.35 (printed 35); rendered p.35; §2.3,EV-VN-S023-0168,EV-GEO-0255,FACT,LITERATURE_CITED,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,DOCX_TEXT,EXACT,[25]. Written 'БКПР-3/БКПР-1'. Consistent with general literature; contradicts the introduction (p.10).
CHR-0125,Flooding of the Third Berezniki mine (БКПРУ-3),flooding,FLOODING,,PHYSICAL,,1986,,1986,year,,,,ACTUAL,БКПРУ-3 (Третий Березниковский рудник),MINE:BKPRU3,другой объект ВКМ,БКПРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-025,pdf p.5 (printed 5); Введение,EV-VN-S025-0009,,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_61,
CHR-0126,Геологические исследования ВНИИГ 1986–1989 гг.; выделение Троицкого надвига в юго-восточной части ВКМ,publication,PUBLICATION,,INFORMATION,,1986,1989,1986,year,1989,year,,ACTUAL,Троицкий надвиг,VKM,ВКМ (регионально),,,BIBLIOGRAPHIC/INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-037,pdf p.7 (printed 13); §1.1.3,EV-VN-S037-0095,,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,
CHR-0127,"Выпуск «Инструкции по применению анкерной крепи на рудниках ВКМ» (Уралкалий) и типовых паспортов крепления анкерной крепью ПО «Сильвинит» и ПО «Уралкалий» [18],[19]",normative,NORMATIVE_IN_FORCE,,INFORMATION,,1986,,1986,year,,,,N/A,нормативная база горных работ ВКМ,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-037,"pdf p.230 (printed 459); Список литературы, № 8",EV-VN-S037-1237,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Normative-in-force timeline for the 1990/1992 Руководство.
CHR-0128,BKPRU-3 flooding: >250 thousand m3 saturated brines entered mine by 1986-03-10,flooding,FLOODING,,PHYSICAL,,1986-01,1986-03-10,1986-01,month,1986-03-10,day,,ACTUAL,рудник БКПРУ-3,MINE:BKPRU3,БКПРУ-3,БКПРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-02,,VKM-SRC-011,pdf p.39 (printed 76-77); текст с.77,EV-VN-S011-0728,,FACT,MEASURED,BKPRU3,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0129,"BKPRU-3 brine inflow timeline: early Jan 1986 10 m3/h in chamber No.50, western half-block of block 8 (mining continued); 1 Mar 150 m3/h; 9 Mar ~5000 m3/h; 12 Mar brine reached shaft-bottom loading points; ~300 Mt recoverable reserves lost; end of July 1986 surface sinkhole formed with gas explosion",flooding,WATER_INFLOW,хронология притока → затопление,PHYSICAL,,1986-01,1986-07,1986-01,month,1986-07,month,,ACTUAL,"БКПРУ-3, 8-й блок",MINE:BKPRU3,другой объект ВКМ,БКПРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-02;CC-04,,VKM-SRC-025,pdf p.19 (printed 19); §1.3,EV-VN-S025-0140,EV-MIN-0340,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_82,Inflow rates as printed (м3/ч). Timeline details new vs EV-MIN-0340 (which gives official cause). Official cause: mismatch of parameters/order of stoping to conditions of block 8.
CHR-0130,"BKPRU-3 accident: 1986-01-11 brine inflow from roof of a chamber in 4th western panel; spread to neighbouring chambers, grouting failed; 1986-07-23 gas explosion in the leaching cavity and rock collapse -> dynamic surface subsidence, sinkhole diameter 130 m; mine completely flooded; no further sinkholes formed",flooding,WATER_INFLOW,"приток из кровли камеры → затопление → взрыв газа, провал",PHYSICAL,,1986-01-11,1986-07-23,1986-01-11,day,1986-07-23,day,,ACTUAL,"БКПРУ-3, 4-я западная панель",MINE:BKPRU3,БКПРУ-3,БКПРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-02;CC-04,,VKM-SRC-040,"pdf p.35 (printed 35-36); §1.3, p.35-36",EV-VN-S040-0098,,FACT,LITERATURE_CITED,BKPRU3,FIELD,HIGH,TEXT_LAYER,NOT_FOUND,No citation given. Sinkhole diameter 130 m. BKPRU-3 operated ~15 years before flooding.
CHR-0131,BKPRU-3 water inrush and sinkhole: brine inflow locations fixed 1986-01-15; sinkhole contour in Quaternary as of 1986-08-01; contour in bedrock as of 1988-08-01; photo August 1986,accident,COLLAPSE,провал + водоприток БКПРУ-3,PHYSICAL,,1986-01-15,1988-08-01,1986-01-15,day,1988-08-01,day,,STATE_SNAPSHOT,"рудник БКПРУ-3 (8-й блок?, провал над камерами)",MINE:BKPRU3,БКПРУ-3,БКПРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-02,,VKM-SRC-011,pdf p.33 (printed 64-65); Рис. 1.58 легенда; Рис. 1.60,EV-VN-S011-0596,,FACT,FIELD_OBSERVATION,BKPRU3,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,"Dates printed in YY.MM.DD format ('86.08.01.', '88.08.01', '86.01.15'); interpretation as 1986-08-01 etc. is mine (format consistent). Block designation '8 бл.' read from map drift labels."
CHR-0132,discovery of oil shows in workings in upper ПдКС within a through-going replacement zone,other,GEOLOGICAL_MODEL_UPDATE,обнаружение нефтепроявлений,INFORMATION,,1987,,1987,year,,,,ACTUAL,"БКПРУ-4, р-н скв. 484",MINE:BKPRU4,БКПРУ-4,БКПРУ-4,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-011,"pdf p.92 (printed 182-183); с.182; Рис. 2.107, 2.111",EV-VN-S011-1637,,FACT,FIELD_OBSERVATION,BKPRU4,FIELD,HIGH,TEXT_LAYER,EXACT,
CHR-0133,БКПРУ-4 commissioned (год ввода в действие),mining_start,MINE_COMMISSIONING,,PHYSICAL,,1987,,1987,year,,,,ACTUAL,БКПРУ-4 / Быгельско-Троицкий участок,MINE:BKPRU4,БКПРУ-4,БКПРУ-4,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-011,"pdf p.148 (printed 294-295); Прилож. 2, Таблица (с.294)",EV-VN-S011-2725,,FACT,DESCRIPTIVE,BKPRU4,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,
