row_id,category,variable,variable_as_recorded,symbol,material_lithology,unit_seam,value_as_printed,value_point,value_min,value_max,unit_as_printed,multi_value,test_method,n_samples,conditions,scale,scale_prev_release,site_scope,site_as_printed,source_id,pdf_page,printed_page,locator,vn_ids,prev_parameter_ids,prev_evidence_ids,origin,extraction_method,visual_confirmation,quote_check,status,evidence_type,original_or_cited,confidence,transfer_status_SKRU1,status_if_used_for_SKRU1,law_id,notes
MR-MECH-0167,modulus,deformation_modulus,deformation_modulus,Dпр,каменная соль,KR2,"1,0",1.0,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0174,EV-RMR-0174,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0168,modulus,youngs_modulus,youngs_modulus,E,каменная соль,KR2,"12,62",12.62,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0175,EV-RMR-0175,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0169,modulus,damage_softening,damage_softening,M,каменная соль,KR2,"0,46",0.46,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0176,EV-RMR-0176,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0170,modulus,deformation_modulus,deformation_modulus,Dпр,сильвинит,KR2,"0,94",0.94,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0181,EV-RMR-0181,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0171,modulus,youngs_modulus,youngs_modulus,E,сильвинит,KR2,"12,37",12.37,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0182,EV-RMR-0182,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0172,modulus,damage_softening,damage_softening,M,сильвинит,KR2,"0,45",0.45,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0183,EV-RMR-0183,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0173,modulus,deformation_modulus,deformation_modulus,Dпр,каменная соль,MPS,"0,96",0.96,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0188,EV-RMR-0188,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0174,modulus,youngs_modulus,youngs_modulus,E,каменная соль,MPS,"12,64",12.64,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0189,EV-RMR-0189,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0175,modulus,damage_softening,damage_softening,M,каменная соль,MPS,"0,47",0.47,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0190,EV-RMR-0190,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0176,modulus,deformation_modulus,deformation_modulus,Dпр,сильвинит,KR3,"0,82",0.82,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0195,EV-RMR-0195,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0177,modulus,youngs_modulus,youngs_modulus,E,сильвинит,KR3,"10,71",10.71,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0196,EV-RMR-0196,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0178,modulus,damage_softening,damage_softening,M,сильвинит,KR3,"0,43",0.43,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0197,EV-RMR-0197,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0179,modulus,deformation_modulus,deformation_modulus,Dпр,каменная соль,MPS,"0,92",0.92,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0202,EV-RMR-0202,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0180,modulus,youngs_modulus,youngs_modulus,E,каменная соль,MPS,"12,59",12.59,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0203,EV-RMR-0203,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0181,modulus,damage_softening,damage_softening,M,каменная соль,MPS,"0,47",0.47,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0204,EV-RMR-0204,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0182,modulus,deformation_modulus,deformation_modulus,Dпр,сильвинит,KR3,"0,91",0.91,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0209,EV-RMR-0209,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0183,modulus,youngs_modulus,youngs_modulus,E,сильвинит,KR3,"11,65",11.65,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0210,EV-RMR-0210,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0184,modulus,damage_softening,damage_softening,M,сильвинит,KR3,"0,48",0.48,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0211,EV-RMR-0211,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0185,modulus,deformation_modulus,deformation_modulus,Dпр,каменная соль,MPS,"0,92",0.92,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0216,EV-RMR-0216,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0186,modulus,youngs_modulus,youngs_modulus,E,каменная соль,MPS,"13,58",13.58,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0217,EV-RMR-0217,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0187,modulus,damage_softening,damage_softening,M,каменная соль,MPS,"0,43",0.43,,,ГПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0218,EV-RMR-0218,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
