row_id,row_kind,mine_scope,mines_named_in_text,target_as_printed,spatial_entity_ids,seam,method_as_printed,method_vkm,material_as_printed,period_mining_as_printed,period_backfill_as_printed,delay_as_printed,fill_ratio_as_printed,unfilled_gap_as_printed,density_as_printed,strength_deformation_as_printed,compaction_as_printed,convergence_relation_as_printed,purpose_as_printed,other_parameters_as_printed,design_actual_label,label_basis,visual_recheck,conflict_ids,event_ids,skru1_relevance,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
BF-0035,backfill_record,аналог: другое калийное месторождение,,,AN:GREM:MF,,mandatory backfill of mined-out space; hydraulic (гидрозакладка) inferred from infrastructure names,hydraulic,"not stated in §2 (hydraulic backfill complex implied: 'гидрозакладочный комплекс', 'гидрозакладочные штреки', brines from backfill sites)",,,,,,,,,,purpose=minimize risk of collapses and protect workings from water inflow,,DESIGN,evidence_type=DESIGN_VALUE,,,,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,VKM-SRC-024,pdf p.16 (printed 16); §2 (pp.12-16),EV-VN-S024-0038,,ANALOGUE,DESIGN_VALUE,OTHER_POTASH_SITE,DESIGN,HIGH,TEXT_LAYER,EXACT,Method type 'hydraulic' is my inference from names of workings/complex; source does not describe backfill material or ratio in c1 pages.
BF-0036,backfill_record,аналог: другое калийное месторождение,,,AN:GREM:MF,,hydraulic backfilling via main hydraulic-backfill drifts,hydraulic,hydraulic backfill (гидрозакладка) — material not described in chunk,,,,,,,,,,,"{""evidence"": ""name of working 'Главный северо-западный гидрозакладочный штрек'; conclusion p.86 lists 'гидрозакладочные мероприятия' in mining part (details in c1)""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики; проект/факт не различены,,,,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,VKM-SRC-024,pdf p.80 (printed 80); p.80; p.86,EV-VN-S024-0333,,FACT,DESCRIPTIVE,OTHER_POTASH_SITE,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,
BF-0037,backfill_record,аналог: другое калийное месторождение,,,AN:GREM:MF,,block technology of hydraulic backfilling of mined-out space,hydraulic,slimes (шламы) and salt (halite) tailings — sentence continues p.127,,,,,,,,,,,,DESIGN,evidence_type=DESIGN_VALUE,,,,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,VKM-SRC-024,pdf p.126 (printed 126); Прил.1 §2.5.1 Технология ведения гидрозакладочных работ,EV-VN-S024-0431,,FACT,DESIGN_VALUE,OTHER_POTASH_SITE,DESIGN,HIGH,TEXT_LAYER,EXACT,Details on p.127 (next batch).
BF-0038,backfill_record,аналог: другое калийное месторождение,,,AN:GREM:MF,,"block hydraulic backfilling: chamber preparation; slime-retaining bulkheads and sills; construction of fill mass; brine removal. Backfill block = 3 chambers; slime first into outer chambers, then salt tailings; face slurry pipeline in the middle chamber, adjacent chambers fed through inclined boreholes Ø250 мм drilled under chamber roof at 15º–20º; feed by residual pipeline pressure",hydraulic,slime pulp (шламовая пульпа) and salt-tailings pulp (солевая пульпа / солеотходы),,,,,,,,,,,"{""slime_share"": ""не менее 8% от общего количества закладочного материала в камере"", ""borehole_diameter_mm"": 250, ""borehole_angle_deg"": ""15–20"", ""seal"": ""pipe stub 50-60 см sealed with greased rope or reusable rubber seal""}",DESIGN,evidence_type=DESIGN_VALUE,,,,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,VKM-SRC-024,pdf p.127 (printed 127); Прил.1 §2.5.1 (pp.126-127),EV-VN-S024-0432,,FACT,DESIGN_VALUE,OTHER_POTASH_SITE,DESIGN,HIGH,TEXT_LAYER,EXACT,Design technology of non-VKM mine. Quote p.127.
BF-0039,backfill_record,аналог: другое калийное месторождение,,,AN:GREM:MF,,sequential slime then salt-tailings placement; settling of slime pulp and brine clarification before salt tailings; shield (щитовые) retaining bulkheads along chamber length + extra discharge points to increase degree of filling,paste,slime layer overlain by salt tailings,,,slime pulp settling and brine clarification before salt-tailings placement (duration not given),,,,,slime layer compacted by overlying salt tailings with brine squeezed out,,,"{""organisation"": ""per backfilled panel: 2 backfill blocks in operation (alternating slime and salt pulp), 1 in reserve, 1 under preparation"", ""drainage"": ""clarified brine drains to lower working (block extraction or ventilation drift) → block pump-station brine collector or panel ventilation (drainage) drift → district pump station collector""}",DESIGN,evidence_type=DESIGN_VALUE,,,,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,VKM-SRC-024,pdf p.128 (printed 128); Прил.1 §2.5.1,EV-VN-S024-0434,,FACT,DESIGN_VALUE,OTHER_POTASH_SITE,DESIGN,MEDIUM,TEXT_LAYER,EXACT,Mechanism: consolidation of backfill (slime) under load — relevant for time-dependent backfill compaction in a 3D+time world (qualitative only).
BF-0040,backfill_record,ВКМ (регионально),,,VKM,,закладка отработанных камер,unknown,солеотходы (salt tailings/waste),,,,,,,,,,purpose=reduce environmental impact; additional flooding protection,"{""ref"": ""[53]""}",UNRESOLVED,evidence_type=LITERATURE_CITED: описание практики; проект/факт не различены,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-025,pdf p.17 (printed 17); §1.3,EV-VN-S025-0131,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_76,
BF-0041,backfill_record,ВКМ (регионально),,,VKM,,hydraulic backfilling,hydraulic,hydraulic backfill (гидрозакладка) with brines,,,,,,,,,side_effect=brines of hydraulic backfill increase moisture of surrounding salt massif,,,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики; проект/факт не различены,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-025,pdf p.121 (printed 121); §4.5 p.121,EV-VN-S025-0659,,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,
BF-0042,backfill_record,ВКМ (регионально),,,VKM,,закладка выработанного пространства (backfilling of mined-out space),unknown,not specified,,,,,,,,,,purpose=reduce deflection of ВЗТ layers and surface subsidence; additional flood protection; protection of undermined buildings/structures/natural objects,"{""status"": ""normative requirement ('должна применяться')""}",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-026,pdf p.9 (printed 9); §2,EV-VN-S026-0047,EV-MIN-0532,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
BF-0043,backfill_record,Усольский (УКК),,,MF:USOLSKY,,без закладки (проект),none,,,,,0,,,,,,,"{""note"": ""design intent as of 2017; actual practice unknown""}",DESIGN,проект УКК 2017 — без закладки; фактическая практика неизвестна,,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-027,pdf p.4 (printed 59); § проектная система,EV-VN-S027-0029,EV-MIN-0725,FACT,DESIGN_VALUE,USOLSKY,DESIGN,HIGH,TEXT_LAYER,EXACT,
BF-0044,backfill_record,общий метод,,,,,сухая закладка с доставкой самоходными вагонами,dry,закладочный материал (не уточнён),,,,,,,,,,,,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики; проект/факт не различены,,,,GENERAL_OR_UNSTATED,VKM-SRC-028,"pdf p.10; разд.1, п.2",EV-VN-S028-0024,,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,General statement (includes non-potash mines); not specific to SKRU-1 backfill practice.
BF-0045,backfill_record,ВКМ (регионально),,,VKM,,гидрозакладочные работы,hydraulic,гидрозакладка (рассолы),,,,,,,,,side_effect=рассолы гидрозакладки повышают влажность приконтурного массива → ослабление глинистых прослоев в целиках,,,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики; проект/факт не различены,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-033,pdf p.1 (printed 7); Введение,EV-VN-S033-0007,EV-MIN-1061,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,NOT_FOUND,
BF-0046,backfill_record,БКПРУ-4,БКПРУ-4,site=1 ЮЗП БКПРУ-4,MF:BKPRU4,,гидравлическая закладка,hydraulic,не указан,,,≈7 лет после отработки КрII (2013),,,,,,,,,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики; проект/факт не различены,,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-034,pdf p.2 (printed 40); § участок 1,EV-VN-S034-0014,EV-MIN-1084,FACT,DESCRIPTIVE,BKPRU4,FIELD,HIGH,TEXT_LAYER,EXACT,Material not stated in source.
BF-0047,backfill_record,ВКМ (регионально),,,VKM,,гидрозакладка,hydraulic,гидрозакладочный массив,,,,,,,"ucs_MPa=3,5—4,0",,scale_effect=не обнаружен,,"{""age_years"": ""10"", ""data_source"": ""Шинкевич С.Р. (рис. 1.11, кр.7)""}",ACTUAL,LAB_TEST (лабораторная/образцовая шкала — LAB ≠ MASSIF),,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.12 (printed 22); §1.2.1, масштабный эффект, Рис. 1.11 прямая 7",EV-VN-S037-0135,,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_68,Возраст массива 10 лет — важно для time-dependent backfill stiffness; рудник не указан.
BF-0048,backfill_record,СКРУ-2,СКРУ-2,mine=СКПРУ-2,MF:SKRU2,,размещение в отработанных камерах (сухая/навал — способ не указан на схеме),dry,солеотходы (галитовые отходы),,,,,,,,,,,,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики; проект/факт не различены,,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,"pdf p.22 (printed 43); Рис. 1.18, поз. 7",EV-VN-S037-0220,,FACT,DESCRIPTIVE,SKRU2,DESIGN,MEDIUM,VISUAL_READ,NOT_FOUND,
BF-0049,backfill_record,ВКМ (регионально),,where=сильвинитовые пласты в районах городской застройки и в «зонах смягчения»; карналлитовый пласт В | target_extraction=до 60 %,VKM,,"закладка выработанного пространства камер, включена в технологический процесс очистной выемки",unknown,отходы обогащения (галитовые) и порода от проходки полевых выработок,,,,,,,,,,,"{""trend"": ""объём закладки ежегодно увеличивается""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики; проект/факт не различены,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.23 (printed 45-46); §1.3.3, закладка",EV-VN-S037-0231,,FACT,DESCRIPTIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Для СКРУ-1 (под г. Соликамском) критично: закладка под застройкой и обязательная закладка пласта В. Конкретные объёмы/даты закладки для СКРУ-1 не даны.
BF-0050,backfill_record,СКРУ-1,,,SKRU1:W:BACKFILL_COMPLEX,,закладочный комплекс; закладочные штреки по карналлитовому направлению,unknown,not stated (закладка),,,,,,,,,,,"{""infrastructure"": ""транспортный штрек закладочного комплекса; главный ЮВ карналлитовый закладочный штрек; главный СВ карналлитовый закладочный конвейерный штрек""}",DESIGN,evidence_type=DESIGN_VALUE,,,,SKRU1_DIRECT,VKM-SRC-037,"pdf p.38 (printed 74); рис. 2.8 (выработки 4, 6, 15)",EV-VN-S037-0319,,FACT,DESIGN_VALUE,SKRU1,DESIGN,HIGH,VISUAL_READ,NOT_FOUND,Evidence that SKPRU-1 carnallite mining was served by a backfill complex (early 1990s design). No volumes.
BF-0051,backfill_record,ВКМ (регионально),,,VKM,,размещение в отработанных камерах совместно с солеотходами; в специальных выработках в соляном массиве ниже промышленных пластов и маркирующей глины,unknown,глинисто-солевые шламы + солеотходы,,,,,,,,,,,"{""cross_refs"": ""разд. 2.9, 4.4, 4.5, 4.6""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики; проект/факт не различены,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.42 (printed 82-83); §2.8, с.82–83",EV-VN-S037-0339,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,Sludge (clay-salt slime) disposal underground: part of backfill history of mined-out chambers.
BF-0052,backfill_record,БКПРУ-4,,,MF:BKPRU4,,закладка камер первой стадии перед выемкой камер второй стадии (двухстадийная выемка),unknown,солеотходы (галитовые отходы обогащения),,,до отработки камер второй стадии (срок не указан),,,,,,,,"{""fig_3_22"": ""камеры 1-й стадии заштрихованы точками (заложены), камеры 2-й стадии — пунктир""}",DESIGN,evidence_type=DESIGN_VALUE,,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,"pdf p.51 (printed 101); §3.6, с.101; рис. 3.22",EV-VN-S037-0386,,FACT,DESIGN_VALUE,BKPRU4,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_75,"Project (design) decision, not an as-built record; fill ratio not given."
BF-0053,backfill_record,СКРУ-2,СКРУ-2,"mine=СКПРУ-2 | seams=Красный-II, АБ, В",MF:SKRU2,,гидравлическая закладка очистных камер,hydraulic,гидрозакладка (закладочная пульпа; галитовые отходы — по контексту разд.; материал в §3.18 явно не назван),,,традиционная технология: 10—20 лет между выемкой камеры и ее закладкой; новая: до 2 лет,,,,,,,,"{""status"": ""опытно-промышленный участок, показатели «согласно проекту»""}",DESIGN,опытно-промышленный участок «согласно проекту»; традиционная задержка 10–20 лет — описание практики,,MC-BF-02;CC-18,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,pdf p.66 (printed 130); §3.18 (с.130),EV-VN-S037-0455,,FACT,NORMATIVE,SKRU2,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_79,"KEY for time-dependent world: the usual delay between chamber extraction and hydraulic backfill in traditional practice = 10–20 years; i.e., chambers stand open for a decade+ before backfill. Neighbouring mine; applicability to SKRU-1 not stated here. Visually confirmed (p66 render)."
BF-0054,backfill_record,ВКМ (регионально),,,VKM,,механическая закладка: скреперными лебедками (в один слой; в основном карналлитовый пласт В) или самоходными вагонами 5ВС-15М (в основном в два слоя),dry,солеотходы обогатительной фабрики (галитовые),,,,,"first_layer_clearance=при закладке первого слоя выдерживают расстояние до кровли 2,8—2,5 м",,,колеса вагона постепенно уплотняют массив при прямом ходе (первый слой),,,"{""scraper_capacity"": ""до 500 тыс. т/год"", ""second_layer"": ""обратный ход, разгрузка с поднятым кузовом, заполнение оставшегося пространства""}",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,pdf p.71 (printed 141-143); §4.2 (с.141–143),EV-VN-S037-0474,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,Visually confirmed (p71–72).
BF-0055,backfill_record,ВКМ (регионально),,,VKM,,механическая закладка самоходным вагоном в два слоя,dry,солеотходы,,,,,"roof_gap_after_second_layer=0,2—1,0 м (незаполненный зазор под кровлей, рис.4.4)",,,,,,"{""slope_angle"": ""угол откоса закладки 38° (рис.4.3, 4.4)"", ""first_layer"": ""высота свободного пространства над первым слоем 2,5 м (рис.4.3); толщина слоя на рис.4.4 1,4 м"", ""unload_reach"": ""3,2 м (рис.4.3); 1,6—2,3 м (рис.4.4)""}",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.72 (printed 143); Рис. 4.3, 4.4 (с.143)",EV-VN-S037-0477,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,MEDIUM,VISUAL_READ,NOT_FOUND,"Labels read at 300 dpi. The 0,2–1,0 m unfilled gap under the roof after mechanical backfill = backfill does not contact the roof initially; load transfer to backfill only after roof convergence closes the gap (interpretation, not stated)."
BF-0056,backfill_record,ВКМ (регионально),,"parallel_sites=одновременно в работе не все участки: из 4 — не более 3, 4-й резервный",VKM,,"гидравлическая закладка: приготовление пульпы (бак или смесительная воронка), транспорт по пульпопроводам, перемычки для удержания пульпы и фильтрации рассола",hydraulic,"солеотходы крупностью до 1,2 мм (опыт — до 3,5 мм) в рассоле (пульпа)",,,,,,,,,,,"{""pulp_node_location"": ""у ствола, если тракт отходов в 100—150 м от ствола; иначе на фабрике (грунтовой насос)"", ""pipelines"": ""сталь (износ ~1 мм на 100 тыс. т), биметалл/каменное литье (в 7—10 раз износостойче), пластмасса (0,5—0,6 МПа) на участке"", ""bulkheads"": ""валы из закладочного материала (до 150 т/ч), подпорные деревянные щиты, насыпные, фильтрующие со сливным окном, фильтрующие с рудным целичком 0,5—1,0 м, буровзрывные (взрывание кровли)"", ""labour"": ""производительность труда в 1,3—1,5 раза выше, чем при механической""}",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,pdf p.72 (printed 143-147); §4.3 (с.143–147),EV-VN-S037-0478,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_79,Visually confirmed (p72–75). Parameter calculation of hydrobackfill complexes in §8.6.3 (outside this chunk).
BF-0057,backfill_record,ВКМ (регионально),,,VKM,,размещение шлама в отработанных камерах совместно с гидравлической закладкой солеотходов,hydraulic,глинисто-солевой шлам (пульпа 1300—1450 кг/м3) раздельно или в смеси с солеотходами,,,,"табл.4.1: а (в каждую четвертую камеру) 0,6—0,65; б (в каждую камеру, смесь) 0,65—0,85",,пульпа шлама 1300—1450 кг/м3,,,,,"{""bulkheads"": ""ширина гребня 3—5 м, откосы 1:2,5; уровень шлама у фильтрующей перемычки ≤ 1 м"", ""insoluble_residue"": ""в смеси н.о. ≤ 5 % (для сохранения свойств закладочного массива); вариант а — н.о. 20—60 %"", ""specific_saltwaste"": ""7—15 т/т (а); 20 т/т (б)"", ""brine_return"": ""дренажная сеть участка → участковая насосная → рассолопровод → центральная насосная → поверхность (фабрика или шламохранилище)""}",DESIGN,evidence_type=NORMATIVE,,MC-BF-03,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.76 (printed 150); §4.4 (с.150), рис. 4.9, 4.10, табл. 4.1",EV-VN-S037-0489,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Table 4.1 values visually confirmed at 300 dpi.
BF-0058,backfill_record,ВКМ (регионально),,,VKM,,размещение шлама совместно с механической закладкой солеотходов,dry,"шлам раздельно или смесь шлама с солеотходами (приготовление на участке, узел смешения)",,,,"табл.4.2: а (в каждую четвертую камеру) 0,6—0,65; б (в каждую камеру) 0,75—0,8",,,,,,,"{""mix_moisture"": ""8—10 %"", ""insoluble_residue"": ""≤ 5 % (смесь); 20—60 % (а)"", ""specific_saltwaste"": ""7—15 т/т (а); 20 т/т (б)"", ""fig_4.12"": ""откосы 36° и 15°; зазор под кровлей над I слоем 2—2,5 м (рис.4.12 б); I и II слои""}",DESIGN,evidence_type=NORMATIVE,,MC-BF-03,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.77 (printed 151-153); §4.5 (с.151–153), рис. 4.11, 4.12, табл. 4.2",EV-VN-S037-0492,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Table 4.2 lower rows: OCR ""980,9"" = visual 0,8—0,9 (потонная ставка); себестоимость 0,62—0,65 | 0,7—0,73."
BF-0059,backfill_record,ВКМ (регионально),,,VKM,,"размещение в специально проходимых камерах шламового горизонта (подстилающая каменная соль), подача по скважине самотеком",unknown,глинисто-солевой шлам,,,время накопления—отстаивания на поверхности определяется режимом фабрики и свойствами шлама,"0,9—0,95",,пульпа 1300—1400 (исх.) / 1400—1450 (отстоявшаяся) кг/м3; массив 1500—1550 кг/м3,,,,,"{""level_rule"": ""пульпа накапливается до уровня 0,5 м ниже гребня насыпной перемычки"", ""specific_rock"": ""2,5—3 т/т"", ""rock_from_development"": ""порода от проходки камер транспортируется на выемочный горизонт пласта Кр-II и закладывается в отработанные камеры самоходным вагоном""}",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,pdf p.78 (printed 154-155); §4.6 (с.154–155),EV-VN-S037-0497,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"OCR ""5—3"" corrected visually to ""2,5—3""."
BF-0060,backfill_record,СКРУ-1,СКРУ-1,,MINE:SKRU1,,не указан,unknown,не указан,,,,,,,,,,,"{""onset"": ""с 1985 г. резкое увеличение затрат на закладку на СКРУ-1 (косвенный признак роста объёмов закладочных работ)""}",UNRESOLVED,косвенный экономический признак (status INTERPOLATION в записи),,,,SKRU1_DIRECT,VKM-SRC-037,pdf p.129 (printed 257); §7.2.1,EV-VN-S037-0766,,INTERPOLATION,INTERPRETATION,SKRU1,NOT_APPLICABLE,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,"Status INTERPOLATION: the source states cost increase due to backfill; the growth of backfill volume is an inference from cost, not a stated volume."
BF-0061,backfill_record,ВКМ (регионально),,,VKM,,гидравлическая / механическая,hydraulic;dry,гидравлическая (галитовые отходы) и механическая закладка,,,,A — коэффициент заполнения камер (значения не заданы здесь),,,,"коэффициент усадки B: гидр. 0,16 (H≤200 м), 0,18 (H>200 м); мех. 0,21 (H≤200 м), 0,24 (H>200 м)",,role=снижение конечного оседания множителем [1−A(1−B)],"{""depth_threshold_m"": 200}",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,pdf p.170 (printed 338); к (8.136),EV-VN-S037-0928,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,New. Depth-dependent backfill shrinkage coefficients — key parameters for backfilled panels in 3D+time world.
BF-0062,backfill_record,ВКМ (регионально),,,VKM,,скреперная закладка (лебёдки + конвейер),dry,солеотходы (галитовые отходы обогащения),,,,"K_з — расчётный коэффициент заполнения камеры (в примере 0,75)",,,,"плотность закладочного массива в 1,08—1,11 раза больше плотности солеотходов в скреперном ковше",,,"{""formula"": ""T_з = (1,08…1,11)·L_к·S_к·K_з/Q_см (8.153)""}",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.173 (printed 344-345); §8.6.1, (8.153)",EV-VN-S037-0960,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"New. Visual 130 dpi confirms 1,08—1,11."
BF-0063,backfill_record,общий метод,,,,,"скреперная лебёдка «Калий-4», 3 лебёдки на конвейер 2,5 м³/мин",dry,солеотходы,,,"время закладки камеры 86,3 смены (учебный пример)",0.75,,,,"1,1",,,"{""chamber_length_m"": 200, ""chamber_section_m2"": 80, ""shift_min"": 420, ""Q_sm_m3"": 153, ""L1_m"": 87}",TEACHING_EXAMPLE,evidence_type=TEACHING_EXAMPLE,,,,GENERAL_OR_UNSTATED,VKM-SRC-037,"pdf p.173 (printed 345-346); §8.6.1, Пример 1",EV-VN-S037-0962,,FACT,TEACHING_EXAMPLE,GENERAL_METHOD,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Worked example (not measured). Gives order of magnitude: backfilling one 200 m chamber takes ~86 shifts (~1 month at 3 shifts/day — interpretation) — relevant to backfill delay timing in 3D+time world.
BF-0064,backfill_record,ВКМ (регионально),,,VKM,,закладка самоходными вагонами (5ВС-15М) в два слоя,dry,закладочный материал (солеотходы),,,,"неполное: остаётся зазор под кровлей Δh_з = 0,8—1,0 м","gap_under_roof_m=0,8—1,0",,,,,,"{""h2_m"": 2.5}",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,pdf p.174 (printed 347); §8.6.2,EV-VN-S037-0965,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"New and important for A (fill ratio): unfilled roof gap 0,8–1,0 m is systematic for wagon backfill — directly limits A and hence subsidence reduction via (8.136)."
BF-0065,backfill_record,общий метод,,,,,2 вагона 5ВС-15М + скреперная лебёдка; два слоя,dry,солеотходы,,,время закладки: слой 1 — 1074 + 4670 мин; слой 2 — 583 + 2483 мин (с учётом регулировок),"не указан явно; верхний зазор Δh=1,0 м",,,,,,,"{""chamber_height_m"": 6, ""chamber_width_m"": 15, ""chamber_length_m"": 150, ""inclination_deg"": ""+1"", ""Q_avg_m3_min"": 0.89, ""Q_shift_m3"": 280}",TEACHING_EXAMPLE,evidence_type=TEACHING_EXAMPLE,,,,GENERAL_OR_UNSTATED,VKM-SRC-037,"pdf p.177 (printed 353); §8.6.2, Пример",EV-VN-S037-0975,,FACT,TEACHING_EXAMPLE,GENERAL_METHOD,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Worked example; visual 130 dpi (OCR ""Нк=б6 м"" = 6 m). Example refers to «табл. 8.29» for operation times though they are in Табл. 8.28 (misreference)."
BF-0066,backfill_record,ВКМ (регионально),,,VKM,,гидравлическая закладка (гидротранспорт по стволу и пульпопроводу),hydraulic,солевая пульпа (солеотходы в рассоле),,,,,,"пульпа max 1,65—1,59 т/м³; рассол 1,23 т/м³",,,,,"{""pulp_concentration"": ""0,2—0,25"", ""temperature_C"": ""15—20"", ""critical_velocity"": ""2 м/с (d≤1 мм); 3,5 м/с (d≈3 мм)"", ""working_velocity"": ""1,1 v_кр""}",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,pdf p.180 (printed 358); §8.6.3,EV-VN-S037-0983,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_61,New. Hydraulic backfill brings large brine volumes underground — relevant to hydro regime of mined-out space.
BF-0067,backfill_record,ВКМ (регионально),,,VKM,,"самоходные вагоны 5ВС-15М, отсыпка кучами послойно, заезд на слой по наклонной разделке горловины",dry,солеотходы (механическая закладка),,,,,"void_types=[""зазор между вершинами куч и кровлей Δhз"", ""пустоты между кучами Δhк"", ""незаполненный объем в горловине Δhг""]",,,,,,"{""figure"": ""Рис. 8.23 (схема с разрезом A-A, слои закладки, горловина, заезд под углом β, угол откоса φ)""}",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.182 (printed 362); §8.6.4, с.362-363, рис. 8.23",EV-VN-S037-1017,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,
BF-0068,backfill_record,ВКМ (регионально),,,VKM,,"гидрозакладка камер двух сближенных пластов: верхний пласт — несколько точек слива (пульпопровод в камере), нижний пласт — через скважины, пробуренные из камеры верхнего пласта",hydraulic,гидрозакладочная пульпа солеотходов,,,,,,,,,,,"{""figure"": ""Рис. 8.25: две камеры (верхний hв и нижний hн пласт), междупластье с блоками целика, клиновидные пустоты под кровлей между точками слива (шаги Lв, Lп.в, Lскв, Lп.н)"", ""geometry_notes"": ""профиль закладки — «пилообразный» с максимумами у точек слива и зазорами у кровли между ними""}",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.184 (printed 366); рис. 8.25, с.366; §8.6.5, с.366-367",EV-VN-S037-1039,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,VISUAL_READ,NOT_FOUND,Multi-seam backfill geometry: backfill surface is sawtooth with wedge voids under the roof between discharge points — a geometric input for effective backfill contact in 3D.
