cat_id,obs_class,schema_modality,item_kind,observable,equipment_method,spatial_support,time_support,cadence_revisit,precision_error,datum_reference,crs_note,site_attribution_strict,scope,latent_state_link,values_in_corpus,values_summary,usable_for_skru1,information_availability,source_id,locator,vn_ids,existing_evidence_ids,status,evidence_type,scale,confidence,extraction_method,quote_check,visual_recheck,origin,record_kind,notes
MON-0188,INSAR,insar,CITED_DESCRIPTION,phase difference -> path length -> absolute heights of relief and surface displacements,method: InSAR,unstated,dates: InSAR applied to earthquakes since 1990s; publ=2022,,single-pass advantageous: time lag in two-pass affects moisture and atmosphere state -> phase difference -> accuracy,,не указано,общий метод (без площадки),GENERAL_METHOD,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,SPEC_OR_DESCRIPTION_ONLY,"interferogram = set of colour fringes, isolines of distance surface-radar (Балдина, Чеснокова, 2011)",METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2022 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-006,p52 [§5.1],EV-VN-S006-0124,EV-MON-0137,FACT,LITERATURE_CITED,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,"Duplicates EV-MON-0137 (two-pass vs single-pass); adds definition of interferogram fringes and the cited ref Балдина, Чеснокова 2011. For VKM: repeat-pass InSAR is the only operational mode for deformation; atmospheric/moisture decorrelation is an observation-operator error term."
MON-0189,INSAR,insar,CITED_DESCRIPTION,landslide deformation time series and velocity maps,method: InSAR,unstated | ids: Tazones lighthouse (N Spain); Granada coast (Andalusia); Karnali basin (Nepal),dates: Envisat 2002–2012; Sentinel-1 2014–2019 (Tazones); publ=2022,,InSAR suitable for slow movements from centimetres to several decimetres per year (Karnali),,не указано,вне ВКМ,NON_VKM,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,SPEC_OR_DESCRIPTION_ONLY,Granada: Sentinel-1 time-series velocity map largely coincides with ground-based displacement map,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2022 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-006,p79 [§6.4 p.79],EV-VN-S006-0184,,FACT,LITERATURE_CITED,FIELD,MEDIUM,TEXT_LAYER,EXACT,,merged,monitoring_observation,"Cited Смирнова, Кирсанов 2021. Shows archive continuity gap Envisat->Sentinel-1 (2012–2014) — an information-lifecycle issue also affecting VKM InSAR histories. Validation statement: InSAR vs ground-based maps 'mostly coincide' (qualitative)."
MON-0190,INSAR,insar,CITED_DESCRIPTION,landslide slope displacements; interferometric coherence time series,method: InSAR,unstated | ids: Bureya river landslide,"dates: Sentinel-1, 2016–2018; publ=2022",,,,не указано,вне ВКМ,NON_VKM,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,SPEC_OR_DESCRIPTION_ONLY,displacements measured in cold season when coherence is sufficiently high; change of coherence over time used to infer abrupt activation of landslide processes,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2022 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-006,p80 [§6.4 p.80],EV-VN-S006-0187,,FACT,LITERATURE_CITED,FIELD,MEDIUM,TEXT_LAYER,EXACT,,merged,monitoring_observation,"Cited Захарова, Захаров 2019; Бондур и др. 2019. Relevant for VKM InSAR operator: coherence is season-dependent (here higher in cold season; VKM has long snow season whose effect on coherence is not addressed); coherence loss itself can indicate surface change."
MON-0191,INSAR,insar,CITED_DESCRIPTION,"landslide displacement fields; active, periodically activating, temporarily stable slopes; new slow landslides not seen in ground data",method: InSAR,unstated | ids: Большой Сочи,dates: ALOS PALSAR 2007–2010; Sentinel-1 ascending+descending 2015–2016; publ=2022,,,,не указано,вне ВКМ,NON_VKM,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,SPEC_OR_DESCRIPTION_ONLY,"L-band wavelength printed as 23,5 см; processing: DInSAR, PS-InSAR (SNAP, StaMPS/MTI), SBAS (ENVI SARscape)",METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2022 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-006,p80 [§6.4 p.80],EV-VN-S006-0188,,FACT,LITERATURE_CITED,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_66,,merged,monitoring_observation,"Cited Смольянинова и др., 2018. Methodological template for VKM InSAR processing chain (asc+desc geometry to separate components; PS vs SBAS). Visual check p80 confirms '23,5 см', '2007–2010', '2015–2016'."
MON-0192,INSAR,insar,SYSTEM_DESCRIPTION,cryogenic (frost heave/thaw) deformations of moist soils,method: InSAR,unstated,publ=2022,,,,не указано,общий метод (без площадки),GENERAL_METHOD,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,SPEC_OR_DESCRIPTION_ONLY,DInSAR used for cryogenic deformations of wet soils,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2022 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-006,p84 [§6.5 p.84],EV-VN-S006-0196,,FACT,DESCRIPTIVE,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,,merged,monitoring_observation,"Implication for VKM (interpretation, not in source): seasonal freeze-thaw deformation of moist near-surface soils is itself visible to DInSAR and is a non-mining seasonal component of InSAR displacement."
MON-0193,INSAR,insar,DATASET,"vertical displacement maps (multitemporal DInSAR, pairwise)",method: InSAR,"site | Saint Petersburg, Frunze district",measurement_date=2018-06/2019-05; dates: June 2018 - May 2019; publ=2020,,not quantified in abstract,unstated,не указано,вне ВКМ,NON_VKM,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,TEXT_VALUES,"41 Sentinel-1 images -> 40 maps of vertical displacements; max 25 cm recorded (Frunze district, utility-breakthrough accident)",METHOD_ANALOGUE_ONLY (вне ВКМ),публично не ранее 2020 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-007,p1 [Summary (EN); also p2 RU abstract],EV-VN-S007-0002,EV-MON-0140,FACT,MEASURED,FIELD,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,Duplicates EV-MON-0140. Non-VKM; only method-transfer value.
MON-0194,INSAR,insar,METHOD_PROPERTY,InSAR validation requirement,,unstated,publ=2020,,,,не указано,общий метод (без площадки),GENERAL_METHOD,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,SPEC_OR_DESCRIPTION_ONLY,"DInSAR and all series methods require ground observations for verification; Prato (Italy) 2002 ERS-1/2 study showed relatively constant deformation rate [4, 11-14].",METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2020 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-007,"p4 [Введение, verification need]",EV-VN-S007-0012,,FACT,INTERPRETATION,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,claim,Supports project rule InSAR != levelling; InSAR needs ground truth.
MON-0195,INSAR,insar,DATASET,LOS phase -> vertical displacement,method: InSAR,site | Saint Petersburg | ids: relative orbit 7; IW1 bursts 5-7,"measurement_date=2018-06-11/2019-05-01; dates: 2018: 11,17,23,29 Jun; 5,11,17,23,29 Jul; 4,10,16,22,28 Aug; 9,15,21,27 Sep; 3,9,15,21,27 Oct; 2,8,14,26 Nov; 8,20 Dec; 2019: 1,13,25 Jan; 6,18 Feb; 2,14,26 Mar; 7,19 Apr; 1 May; publ=2020",,not given in table,unstated,не указано,вне ВКМ,NON_VKM,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,TABLE_VALUES,C-band 5.4 GHz / 5.6 cm; IW; SLC; swath 250 km; pixel 5x20 m; VV; descending; baseline up to 200 m; 41 images; 348.5 GB,METHOD_ANALOGUE_ONLY (вне ВКМ),публично не ранее 2020 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-007,p5 [Таблица «Характеристика использованных радиолокационных снимков Sentinel-1»],EV-VN-S007-0016,EV-MON-0140,FACT,MEASURED,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_65,,merged,monitoring_observation,Full acquisition parameter table not captured in existing evidence (only counts). Text layer visually confirmed on rendered p5.
MON-0196,INSAR,insar,DATASET,surface height change (pairwise DInSAR map),method: InSAR,"site | Saint Petersburg, Zamshina St.",event_date=2018-07-09; dates: 2018-07-09 (pipe burst; map for that date); publ=2020,,unstated,"unstated; map legend 'Смещения, м' classes -0.2, -0.1, 0.0, 0.1, 0.2",см. datum_reference,вне ВКМ,NON_VKM,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,FIGURE_READ (подписи/легенды/классы),localized red cluster (subsidence) near Zamshina St.; subsidence mainly in N and S of city at construction sites (temporary deformation),METHOD_ANALOGUE_ONLY (вне ВКМ),публично не ранее 2020 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-007,p7 [Результаты; Рис. 6],EV-VN-S007-0025,,FACT,MEASURED,FIELD,MEDIUM,VISUAL_READ,EXACT,,merged,monitoring_observation,Fig.6 legend classes read visually at 130 dpi (small; MEDIUM).
MON-0197,INSAR,insar,DATASET,"'оседание, см' time series at accident site from QGIS raster statistics over 40 maps",method: InSAR,"point | Budapeshtskaya/Dimitrova crossroads, Frunze district, St Petersburg","event_date=2019-04-24; measurement_date=2019-03-02/2019-05-01; dates: 2019-03-02, 03-14, 03-26, 04-07, 04-19, (04-24 accident: no data), 05-01; publ=2020",,unstated,unstated; relative to first date presumably,"географические координаты, датум не указан",вне ВКМ,NON_VKM,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,TABLE_VALUES,"Fig.7 table (visual, 300 dpi): 2 марта 2019: -2; 14 марта: -5; 26 марта: -7; 7 апреля: -14; 19 апреля: -25; 24 апреля 2019 (highlighted): blank; 1 мая: 0 (cm). Dashed line extrapolates to ~-35 at 24 April without data point (graph drawing only).",METHOD_ANALOGUE_ONLY (вне ВКМ),публично не ранее 2020 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-007,p8 [Рис. 7 (график + таблица значений)],EV-VN-S007-0026,EV-MON-0140,FACT,MEASURED,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,,merged,monitoring_observation,"Precursor subsidence ~2 months before collapse (hot-water pipe leak, bus fell in). Whether values are cumulative or per-pair is not stated. Zero on 1 May interpreted by author as repair; alternative (decorrelation/unwrapping reset) not discussed. Non-VKM analogue for precursor detection only."
MON-0198,INSAR,insar,DATASET,"interferograms, vertical displacement maps, SBAS; Landsat multispectral",method: InSAR,district | Kuzbass (most seismically active zone),measurement_date=2007/2014; dates: 2007–2014; publ=2016,,not given,not given,см. datum_reference,вне ВКМ,NON_VKM,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,TEXT_VALUES,">50 images ALOS (L-band), COSMO-SkyMed (X-band), Landsat 7-8",METHOD_ANALOGUE_ONLY (вне ВКМ),публично не ранее 2016 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-008,"p3 [§2, data base]",EV-VN-S008-0009,,FACT,MEASURED,FIELD,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,
MON-0199,INSAR,insar,DATASET,"interferogram (Fig.3); vertical displacement map, m (Fig.4)",method: InSAR,district | Kuzbass study area,event_date=2013; dates: 2013 (exact dates not given); publ=2016,,not given,"none shown (no coordinates, no scale bar)",см. datum_reference,вне ВКМ,NON_VKM,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,FIGURE_READ (подписи/легенды/классы),"Fig.4 legend (visual, 400 dpi): -0.08 – -0.02; -0.01 – -0.01 (x6 classes); 0.00 – 0.00 (x8 classes); 0.00 – 0.03 m",METHOD_ANALOGUE_ONLY (вне ВКМ),публично не ранее 2016 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-008,"p5 [Рис. 3, Рис. 4 (SKY-MED 2013)]",EV-VN-S008-0012,,FACT,MEASURED,FIELD,MEDIUM,VISUAL_READ,EXACT_ADJACENT_PAGE,,merged,monitoring_observation,Legend rounding to 0.01 m makes classes indistinguishable; map lacks georeference; LOS-to-vertical conversion not described.
MON-0200,INSAR,insar,DATASET,PS mean vertical displacement rate,method: InSAR,"district | Kuzbass (mine fields and open pits; settlements Драченино, Бабаново, Новопестерево, Кулебакино, Мал. Салаирка, Родниковый etc.)",measurement_date=2011/2014; dates: 2011–2014; publ=2016,,not given,"basemap Google/DigitalGlobe © 2014, scale bar 15.0 km; no CRS",см. datum_reference,вне ВКМ,NON_VKM,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,FIGURE_READ (подписи/легенды/классы),Fig.6 colour scale -40 mm/год (blue) .. 40 mm/год (red); mine-field and open-pit boundaries overlaid; used for geodynamic zoning of technogenically affected zones,METHOD_ANALOGUE_ONLY (вне ВКМ),публично не ранее 2016 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-008,p7 [Рис. 6; PS method 2011–2014],EV-VN-S008-0016,,FACT,MEASURED,FIELD,MEDIUM,VISUAL_READ,EXACT,,merged,monitoring_observation,PS points mostly around built-up areas; sparse in fields/forest — demonstrates PS coverage limitation over non-urban terrain.
MON-0201,INSAR,insar,DATASET_METADATA,SAR SLC acquisitions,method: InSAR,"deposit | Starobin potash deposit (Soligorsk, Belarus)","measurement_date=2011-09-19/2011-10-06; dates: 2011-09-19, 09-20, 09-23, 10-05, 10-06 all 16:28; publ=2012",,,,не указано,АНАЛОГ: Старобин (Беларусь),OTHER_POTASH_SITE,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,TABLE_VALUES,"COSMO-SkyMed (X-band), HH, 3 m resolution, scene 40x40 km; new tasking supplied by Sovzond; coverage (Fig.1) frame spans Слуцк, Старые Дороги, Солигорск, Любань",METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,p2 [Таблица 1 «Исходные радиолокационные данные»],EV-VN-S009-0012,EV-MON-0122,ANALOGUE,MEASURED,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,,merged,monitoring_observation,
MON-0202,INSAR,insar,DATASET_METADATA,insar_perpendicular_baseline,,"deposit | Starobin potash deposit (Soligorsk, Belarus)",publ=2012,,,,не указано,АНАЛОГ: Старобин (Беларусь),OTHER_POTASH_SITE,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,TEXT_VALUES,"11,9 м при критической 4340 м (0,25%)",METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,p3 [§2 Расчет базовой линии (displacement pair)],EV-VN-S009-0016,EV-MON-0123,ANALOGUE,MEASURED,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,merged,parameter,
MON-0203,INSAR,insar,METHOD_PROPERTY,dem_mean_error,,"deposit | Starobin potash deposit (Soligorsk, Belarus)",publ=2012,,,,не указано,АНАЛОГ: Старобин (Беларусь),OTHER_POTASH_SITE,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,SPEC_OR_DESCRIPTION_ONLY,"1,44 м",METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,p3 [DEM accuracy],EV-VN-S009-0018,EV-MON-0124,ANALOGUE,MEASURED,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,merged,parameter,
MON-0204,INSAR,insar,METHOD_PROPERTY,insar_coherence,,"deposit | Starobin potash deposit (Soligorsk, Belarus)",publ=2012,,,,не указано,АНАЛОГ: Старобин (Беларусь),OTHER_POTASH_SITE,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,SPEC_OR_DESCRIPTION_ONLY,"0–1; displayed 0,1–1; low over water and tilled farmland",METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,p4 [§4 Фильтрация; когерентность; Рис. 6],EV-VN-S009-0020,EV-MON-0125,ANALOGUE,MEASURED,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_88,,merged,parameter,"Coherence loss drivers (water, ploughed fields) are relevant to VKM (Kama reservoir, agricultural land, forest, snow in winter)."
MON-0205,INSAR,insar,METHOD_PROPERTY,insar_gcp_count,,"deposit | Starobin potash deposit (Soligorsk, Belarus)",publ=2012,,,,не указано,АНАЛОГ: Старобин (Беларусь),OTHER_POTASH_SITE,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,SPEC_OR_DESCRIPTION_ONLY,19,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,p4 [§6 Создание файла опорных точек],EV-VN-S009-0022,,ANALOGUE,DESIGN_VALUE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,parameter,"Reference/datum of displacements = assumed-stable GCP areas, not tied to geodetic benchmarks — important for comparing InSAR with levelling (datum mismatch)."
MON-0206,INSAR,insar,CONFLICT,Direction of LOS-to-vertical conversion: source multiplies LOS by cos(θ); under the vertical-only assumption standard projection is division by cos(θ). Source may also use SARscape's own vertical option (not described).,,unstated,publ=2012,,,,не указано,общий метод (LOS→вертикаль),GENERAL_METHOD,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,TEXT_VALUES,× cos θ vs ÷ cos θ,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,p4 [§8 vs standard LOS geometry],EV-VN-S009-0024,,FACT,INTERPRETATION,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,,merged,conflict_note,Not a computation; methodological note. Affects the GPS vs InSAR comparison interpretation (InSAR values systematically smaller).
MON-0207,INSAR,insar,DATASET_METADATA,insar_output_grid,,"deposit | Starobin potash deposit (Soligorsk, Belarus)",publ=2012,,,,не указано,АНАЛОГ: Старобин (Беларусь),OTHER_POTASH_SITE,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,TEXT_VALUES,"pixel 10 м (4x multilook); interpolation window 10; coherence threshold 0,1; UTM WGS84 Zone 35 North",METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,p4 [§8 output parameters],EV-VN-S009-0025,EV-MON-0126,ANALOGUE,DESIGN_VALUE,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_82,,merged,parameter,
MON-0208,INSAR,insar,DATASET,vertical displacement (13-day X-band DInSAR),method: InSAR,"deposit | Starobin potash deposit (Soligorsk, Belarus)",measurement_date=2011-09-23/2011-10-06; dates: 2011-09-23..2011-10-06; publ=2012,,not given here,UTM WGS84 35N,UTM WGS84 35N (аналог),"АНАЛОГ: Старобин (Беларусь), лава",OTHER_POTASH_SITE,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,TEXT_VALUES,-9 cm (subsidence) .. +4 cm (uplift); concentric dark-violet troughs correspond as a rule to longwall faces (забой лавы) worked during the acquisition period; green = stable; red = uplift,ANALOGUE_ONLY (другое калийное м-е),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,p5 [Рис. 9 description; range],EV-VN-S009-0027,EV-MON-0129,ANALOGUE,MEASURED,FIELD,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,Conflicts with p8 statement '-8.7 .. +3.2 cm'; see conflict_note.
MON-0209,INSAR,insar,METHOD_PROPERTY,InSAR vs GPS discrepancy explanation,,survey_line | line 650–663a,publ=2012,,,,не указано,АНАЛОГ: Старобин,OTHER_POTASH_SITE,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,SPEC_OR_DESCRIPTION_ONLY,"Authors attribute GPS–InSAR differences solely to different observation periods (35 vs 13 d, common start 23.09.2011); Fig.12 profile along line 650–663a: InSAR profile (13 d) vs GPS (35 d) with linear interpolation between points showing distortion; Fig.13: 4 per-point plots (661, 662, 663, 663a) of displacement vs day; authors claim 'positive correlation' (no coefficient). They also argue ground data are only at points and interpolation distorts the picture.",METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,"p7 [Сравнение GPS vs InSAR; Рис. 12, Рис. 13]",EV-VN-S009-0035,EV-MON-0128,ANALOGUE,INTERPRETATION,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,FUZZY_65,,merged,claim,"Alternative error sources not discussed: LOS projection (×cosθ), unwrapping, atmospheric delay, reference (GCP) datum, X-band decorrelation. Useful as a cautionary analogue for InSAR-levelling comparison design (need matched epochs)."
MON-0210,INSAR,insar,DATASET,13-day vertical displacement troughs vs mine plan (active longwall faces),method: InSAR,mine_field | Starobin mine field (mine plan overlay),dates: 2011-09-23..2011-10-06; publ=2012,,,,не указано,АНАЛОГ: Старобин (сопоставление с планом горных работ),OTHER_POTASH_SITE,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,FIGURE_READ (подписи/легенды/классы),"Fig.14 legend (visual 300 dpi): забой лавы (red); просадки (m): -0.11 to 0.09 [sic, sign missing], -0.09 to -0.07, -0.07 to -0.05, -0.05 to -0.03, -0.03 to -0.01. Nearly all longwall faces sit at the centre of detected troughs.",ANALOGUE_ONLY (другое калийное м-е),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,"p8 [Рис. 14 План горных работ, совмещенный с картой вертикальных смещений]",EV-VN-S009-0037,EV-MON-0130,ANALOGUE,MEASURED,FIELD,MEDIUM,VISUAL_READ,FUZZY_76,,merged,monitoring_observation,
MON-0211,INSAR,insar,METHOD_PROPERTY,trough_centre_offset,,mine_field | Starobin,publ=2012,,,,не указано,АНАЛОГ: Старобин,OTHER_POTASH_SITE,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,SPEC_OR_DESCRIPTION_ONLY,от нескольких метров до нескольких десятков метров,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,p8 [Отклонение центров мульд],EV-VN-S009-0038,EV-MON-0131,ANALOGUE,INTERPRETATION,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,FUZZY_64,,merged,parameter,Belaruskali specialists confirmed that the map recognises the 'absolute majority' of zones deformed in Sep–Oct 2011.
MON-0212,INSAR,insar,CONFLICT,Inconsistent displacement range for the same 13-day map,,"deposit | Starobin potash deposit (Soligorsk, Belarus)",publ=2012,,,,не указано,АНАЛОГ: Старобин,OTHER_POTASH_SITE,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,TEXT_VALUES,min: -9 / -8.7 cm (legend class to -11 cm); max: +4 / +3.2 / +5 cm,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,"p8 [Выводы п.1 vs §8 (p5) vs map legend (p9, Рис. 14–16)]",EV-VN-S009-0039,EV-MON-0129,FACT,DESCRIPTIVE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,conflict_note,"Existing EV-MON-0129 took -8.7..+3.2; the range is not uniquely defined in the source. Also '3,2 см' equals InSAR value at point 663a (Table 2), possibly conflated."
