scenario_id,latent_world_id,dynamic_mechanism,experiment_role,observation_condition,missingness_mechanism,measurement_error_mechanism,base_seed,latent_seed,generator_seed,numeric_constraint_id,empirical_profile,empirical_period,nominal_interval_years,readable_min_magnitude_mm,reference_upper_mm,reference_floor_mm,structural_shape,temporal_parameters_json,process_motivation,observation_modality,pseudo_transition,numeric_scale_constrained,temporal_law_empirically_identified
V2-W031-O3,V2-W031,saturating_acceleration,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,1582216170,1636378303,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.20920298465352022,""events"":[[0.29358581332618355,0.05570024272638036,0.45],[0.7220239541893197,0.07241031554429447,0.4]],""onset"":0.4982616546532015,""power"":2.884399626158931,""steepness"":13.334719979291656,""tau"":0.24993987979494275}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W031-O4,V2-W031,saturating_acceleration,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,1582216170,1955904265,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.20920298465352022,""events"":[[0.29358581332618355,0.05570024272638036,0.45],[0.7220239541893197,0.07241031554429447,0.4]],""onset"":0.4982616546532015,""power"":2.884399626158931,""steepness"":13.334719979291656,""tau"":0.24993987979494275}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_reflector_contamination,False,True,False
V2-W031-O5,V2-W031,saturating_acceleration,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,1582216170,3644799441,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.20920298465352022,""events"":[[0.29358581332618355,0.05570024272638036,0.45],[0.7220239541893197,0.07241031554429447,0.4]],""onset"":0.4982616546532015,""power"":2.884399626158931,""steepness"":13.334719979291656,""tau"":0.24993987979494275}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W032-O1,V2-W032,saturating_acceleration,development,ordinary_independent,independent,ordinary_noise,104729,1900715967,3288759497,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.22724378552599658,""events"":[[0.22812387108354693,0.0573981831590404,0.45],[0.6565547328008448,0.07461763810675252,0.4]],""onset"":0.3395754896699072,""power"":2.771021122996041,""steepness"":11.279672739140391,""tau"":0.2984760771334224}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W032-O2,V2-W032,saturating_acceleration,development,long_gap_gross,long_gap,gross_error,104729,1900715967,2188154638,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.22724378552599658,""events"":[[0.22812387108354693,0.0573981831590404,0.45],[0.6565547328008448,0.07461763810675252,0.4]],""onset"":0.3395754896699072,""power"":2.771021122996041,""steepness"":11.279672739140391,""tau"":0.2984760771334224}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W032-O3,V2-W032,saturating_acceleration,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,1900715967,2715398985,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.22724378552599658,""events"":[[0.22812387108354693,0.0573981831590404,0.45],[0.6565547328008448,0.07461763810675252,0.4]],""onset"":0.3395754896699072,""power"":2.771021122996041,""steepness"":11.279672739140391,""tau"":0.2984760771334224}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W032-O4,V2-W032,saturating_acceleration,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,1900715967,1010905973,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.22724378552599658,""events"":[[0.22812387108354693,0.0573981831590404,0.45],[0.6565547328008448,0.07461763810675252,0.4]],""onset"":0.3395754896699072,""power"":2.771021122996041,""steepness"":11.279672739140391,""tau"":0.2984760771334224}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_reflector_contamination,False,True,False
V2-W032-O5,V2-W032,saturating_acceleration,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,1900715967,1652317866,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.22724378552599658,""events"":[[0.22812387108354693,0.0573981831590404,0.45],[0.6565547328008448,0.07461763810675252,0.4]],""onset"":0.3395754896699072,""power"":2.771021122996041,""steepness"":11.279672739140391,""tau"":0.2984760771334224}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W033-O1,V2-W033,saturating_acceleration,development,ordinary_independent,independent,ordinary_noise,104729,1355431227,3361029257,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.3569101965206506,""events"":[[0.29217462736646505,0.04648942544697908,0.45],[0.7465692165999638,0.060436253081072804,0.4]],""onset"":0.6773686979301523,""power"":1.8004302412325177,""steepness"":9.669675010672869,""tau"":0.42601814015319645}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W033-O2,V2-W033,saturating_acceleration,development,long_gap_gross,long_gap,gross_error,104729,1355431227,1151725639,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.3569101965206506,""events"":[[0.29217462736646505,0.04648942544697908,0.45],[0.7465692165999638,0.060436253081072804,0.4]],""onset"":0.6773686979301523,""power"":1.8004302412325177,""steepness"":9.669675010672869,""tau"":0.42601814015319645}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W033-O3,V2-W033,saturating_acceleration,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,1355431227,3447134159,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.3569101965206506,""events"":[[0.29217462736646505,0.04648942544697908,0.45],[0.7465692165999638,0.060436253081072804,0.4]],""onset"":0.6773686979301523,""power"":1.8004302412325177,""steepness"":9.669675010672869,""tau"":0.42601814015319645}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W033-O4,V2-W033,saturating_acceleration,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,1355431227,1901190593,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.3569101965206506,""events"":[[0.29217462736646505,0.04648942544697908,0.45],[0.7465692165999638,0.060436253081072804,0.4]],""onset"":0.6773686979301523,""power"":1.8004302412325177,""steepness"":9.669675010672869,""tau"":0.42601814015319645}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_reflector_contamination,False,True,False
V2-W033-O5,V2-W033,saturating_acceleration,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,1355431227,1503997572,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.3569101965206506,""events"":[[0.29217462736646505,0.04648942544697908,0.45],[0.7465692165999638,0.060436253081072804,0.4]],""onset"":0.6773686979301523,""power"":1.8004302412325177,""steepness"":9.669675010672869,""tau"":0.42601814015319645}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W034-O1,V2-W034,saturating_acceleration,development,ordinary_independent,independent,ordinary_noise,104729,4090025803,3325418156,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.24401675960434419,""events"":[[0.2493886725817546,0.04222801906562583,0.45],[0.6746017370739406,0.05489642478531358,0.4]],""onset"":0.6153438146941116,""power"":2.6457359205361497,""steepness"":9.176819024942223,""tau"":0.3662492707572882}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W034-O2,V2-W034,saturating_acceleration,development,long_gap_gross,long_gap,gross_error,104729,4090025803,946987017,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.24401675960434419,""events"":[[0.2493886725817546,0.04222801906562583,0.45],[0.6746017370739406,0.05489642478531358,0.4]],""onset"":0.6153438146941116,""power"":2.6457359205361497,""steepness"":9.176819024942223,""tau"":0.3662492707572882}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W034-O3,V2-W034,saturating_acceleration,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,4090025803,677697025,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.24401675960434419,""events"":[[0.2493886725817546,0.04222801906562583,0.45],[0.6746017370739406,0.05489642478531358,0.4]],""onset"":0.6153438146941116,""power"":2.6457359205361497,""steepness"":9.176819024942223,""tau"":0.3662492707572882}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W034-O4,V2-W034,saturating_acceleration,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,4090025803,2889838937,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.24401675960434419,""events"":[[0.2493886725817546,0.04222801906562583,0.45],[0.6746017370739406,0.05489642478531358,0.4]],""onset"":0.6153438146941116,""power"":2.6457359205361497,""steepness"":9.176819024942223,""tau"":0.3662492707572882}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_reflector_contamination,False,True,False
V2-W034-O5,V2-W034,saturating_acceleration,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,4090025803,3600864431,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.24401675960434419,""events"":[[0.2493886725817546,0.04222801906562583,0.45],[0.6746017370739406,0.05489642478531358,0.4]],""onset"":0.6153438146941116,""power"":2.6457359205361497,""steepness"":9.176819024942223,""tau"":0.3662492707572882}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W035-O1,V2-W035,saturating_acceleration,development,ordinary_independent,independent,ordinary_noise,104729,688788775,2503333335,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.4944782328185485,""events"":[[0.32312896233142974,0.05446228947931267,0.45],[0.7129160253856185,0.07080097632310647,0.4]],""onset"":0.4176012151768731,""power"":2.700765033614016,""steepness"":13.935362664430592,""tau"":0.4223384500302977}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W035-O2,V2-W035,saturating_acceleration,development,long_gap_gross,long_gap,gross_error,104729,688788775,717856424,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.4944782328185485,""events"":[[0.32312896233142974,0.05446228947931267,0.45],[0.7129160253856185,0.07080097632310647,0.4]],""onset"":0.4176012151768731,""power"":2.700765033614016,""steepness"":13.935362664430592,""tau"":0.4223384500302977}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W035-O3,V2-W035,saturating_acceleration,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,688788775,3606457328,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.4944782328185485,""events"":[[0.32312896233142974,0.05446228947931267,0.45],[0.7129160253856185,0.07080097632310647,0.4]],""onset"":0.4176012151768731,""power"":2.700765033614016,""steepness"":13.935362664430592,""tau"":0.4223384500302977}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W035-O4,V2-W035,saturating_acceleration,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,688788775,2605594360,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.4944782328185485,""events"":[[0.32312896233142974,0.05446228947931267,0.45],[0.7129160253856185,0.07080097632310647,0.4]],""onset"":0.4176012151768731,""power"":2.700765033614016,""steepness"":13.935362664430592,""tau"":0.4223384500302977}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_reflector_contamination,False,True,False
V2-W035-O5,V2-W035,saturating_acceleration,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,688788775,335978788,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.4944782328185485,""events"":[[0.32312896233142974,0.05446228947931267,0.45],[0.7129160253856185,0.07080097632310647,0.4]],""onset"":0.4176012151768731,""power"":2.700765033614016,""steepness"":13.935362664430592,""tau"":0.4223384500302977}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W036-O1,V2-W036,saturating_acceleration,development,ordinary_independent,independent,ordinary_noise,104729,1397378960,2256595273,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.4699699920506812,""events"":[[0.2479519704988082,0.062034770234517235,0.45],[0.6676003682983276,0.0806452013048724,0.4]],""onset"":0.4418453348197613,""power"":2.7656267046446876,""steepness"":10.371325438198607,""tau"":0.4367207974502682}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W036-O2,V2-W036,saturating_acceleration,development,long_gap_gross,long_gap,gross_error,104729,1397378960,1510985521,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.4699699920506812,""events"":[[0.2479519704988082,0.062034770234517235,0.45],[0.6676003682983276,0.0806452013048724,0.4]],""onset"":0.4418453348197613,""power"":2.7656267046446876,""steepness"":10.371325438198607,""tau"":0.4367207974502682}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W036-O3,V2-W036,saturating_acceleration,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,1397378960,1832217432,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.4699699920506812,""events"":[[0.2479519704988082,0.062034770234517235,0.45],[0.6676003682983276,0.0806452013048724,0.4]],""onset"":0.4418453348197613,""power"":2.7656267046446876,""steepness"":10.371325438198607,""tau"":0.4367207974502682}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W036-O4,V2-W036,saturating_acceleration,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,1397378960,3754249563,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.4699699920506812,""events"":[[0.2479519704988082,0.062034770234517235,0.45],[0.6676003682983276,0.0806452013048724,0.4]],""onset"":0.4418453348197613,""power"":2.7656267046446876,""steepness"":10.371325438198607,""tau"":0.4367207974502682}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_reflector_contamination,False,True,False
V2-W036-O5,V2-W036,saturating_acceleration,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,1397378960,2761896181,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.4699699920506812,""events"":[[0.2479519704988082,0.062034770234517235,0.45],[0.6676003682983276,0.0806452013048724,0.4]],""onset"":0.4418453348197613,""power"":2.7656267046446876,""steepness"":10.371325438198607,""tau"":0.4367207974502682}",BAB-ACCELERATION-SCREEN;bounded_velocity_softplus_stress,synthetic_leveling_proxy,False,True,False
V2-W037-O1,V2-W037,temporary_acceleration,development,ordinary_independent,independent,ordinary_noise,104729,4229333144,975563224,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.3768790087983961,""events"":[[0.26466999777395595,0.06986379358707215,0.45]],""onset"":0.3208308526457802,""power"":1.596561434745241,""steepness"":10.316601651658953,""tau"":0.32033091279143805}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W037-O2,V2-W037,temporary_acceleration,development,long_gap_gross,long_gap,gross_error,104729,4229333144,258644430,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.3768790087983961,""events"":[[0.26466999777395595,0.06986379358707215,0.45]],""onset"":0.3208308526457802,""power"":1.596561434745241,""steepness"":10.316601651658953,""tau"":0.32033091279143805}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W037-O3,V2-W037,temporary_acceleration,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,4229333144,3702866687,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.3768790087983961,""events"":[[0.26466999777395595,0.06986379358707215,0.45]],""onset"":0.3208308526457802,""power"":1.596561434745241,""steepness"":10.316601651658953,""tau"":0.32033091279143805}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W037-O4,V2-W037,temporary_acceleration,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,4229333144,2588839054,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.3768790087983961,""events"":[[0.26466999777395595,0.06986379358707215,0.45]],""onset"":0.3208308526457802,""power"":1.596561434745241,""steepness"":10.316601651658953,""tau"":0.32033091279143805}",finite_episode_negative_acceleration_recovery_stress,synthetic_reflector_contamination,False,True,False
V2-W037-O5,V2-W037,temporary_acceleration,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,4229333144,4269405652,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.3768790087983961,""events"":[[0.26466999777395595,0.06986379358707215,0.45]],""onset"":0.3208308526457802,""power"":1.596561434745241,""steepness"":10.316601651658953,""tau"":0.32033091279143805}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W038-O1,V2-W038,temporary_acceleration,development,ordinary_independent,independent,ordinary_noise,104729,3462488900,3908717496,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.36471380336259707,""events"":[[0.3570376603719101,0.06670262492016449,0.45]],""onset"":0.53131057673138,""power"":2.8576268837932175,""steepness"":6.263362217779109,""tau"":0.3452459448472316}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W038-O2,V2-W038,temporary_acceleration,development,long_gap_gross,long_gap,gross_error,104729,3462488900,4030580955,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.36471380336259707,""events"":[[0.3570376603719101,0.06670262492016449,0.45]],""onset"":0.53131057673138,""power"":2.8576268837932175,""steepness"":6.263362217779109,""tau"":0.3452459448472316}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W038-O3,V2-W038,temporary_acceleration,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,3462488900,4264783847,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.36471380336259707,""events"":[[0.3570376603719101,0.06670262492016449,0.45]],""onset"":0.53131057673138,""power"":2.8576268837932175,""steepness"":6.263362217779109,""tau"":0.3452459448472316}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W038-O4,V2-W038,temporary_acceleration,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,3462488900,403111798,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.36471380336259707,""events"":[[0.3570376603719101,0.06670262492016449,0.45]],""onset"":0.53131057673138,""power"":2.8576268837932175,""steepness"":6.263362217779109,""tau"":0.3452459448472316}",finite_episode_negative_acceleration_recovery_stress,synthetic_reflector_contamination,False,True,False
V2-W038-O5,V2-W038,temporary_acceleration,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,3462488900,4092041473,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.36471380336259707,""events"":[[0.3570376603719101,0.06670262492016449,0.45]],""onset"":0.53131057673138,""power"":2.8576268837932175,""steepness"":6.263362217779109,""tau"":0.3452459448472316}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W039-O1,V2-W039,temporary_acceleration,development,ordinary_independent,independent,ordinary_noise,104729,2654181453,1388016847,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.23368935402297086,""events"":[[0.3631875259313523,0.04726350044427474,0.45]],""onset"":0.4408748207068202,""power"":1.686567495131435,""steepness"":10.400612138750645,""tau"":0.14287170867543567}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W039-O2,V2-W039,temporary_acceleration,development,long_gap_gross,long_gap,gross_error,104729,2654181453,400456733,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.23368935402297086,""events"":[[0.3631875259313523,0.04726350044427474,0.45]],""onset"":0.4408748207068202,""power"":1.686567495131435,""steepness"":10.400612138750645,""tau"":0.14287170867543567}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W039-O3,V2-W039,temporary_acceleration,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,2654181453,2206974602,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.23368935402297086,""events"":[[0.3631875259313523,0.04726350044427474,0.45]],""onset"":0.4408748207068202,""power"":1.686567495131435,""steepness"":10.400612138750645,""tau"":0.14287170867543567}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W039-O4,V2-W039,temporary_acceleration,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,2654181453,2642002975,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.23368935402297086,""events"":[[0.3631875259313523,0.04726350044427474,0.45]],""onset"":0.4408748207068202,""power"":1.686567495131435,""steepness"":10.400612138750645,""tau"":0.14287170867543567}",finite_episode_negative_acceleration_recovery_stress,synthetic_reflector_contamination,False,True,False
V2-W039-O5,V2-W039,temporary_acceleration,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,2654181453,2902241045,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.23368935402297086,""events"":[[0.3631875259313523,0.04726350044427474,0.45]],""onset"":0.4408748207068202,""power"":1.686567495131435,""steepness"":10.400612138750645,""tau"":0.14287170867543567}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W040-O1,V2-W040,temporary_acceleration,development,ordinary_independent,independent,ordinary_noise,104729,4066923689,1405325862,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.2134206798440482,""events"":[[0.31061065443164626,0.046260286507716145,0.45]],""onset"":0.44056197499183813,""power"":2.5570562509200117,""steepness"":10.64119023694623,""tau"":0.18330685397674512}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W040-O2,V2-W040,temporary_acceleration,development,long_gap_gross,long_gap,gross_error,104729,4066923689,3057890570,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.2134206798440482,""events"":[[0.31061065443164626,0.046260286507716145,0.45]],""onset"":0.44056197499183813,""power"":2.5570562509200117,""steepness"":10.64119023694623,""tau"":0.18330685397674512}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W040-O3,V2-W040,temporary_acceleration,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,4066923689,1448366280,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.2134206798440482,""events"":[[0.31061065443164626,0.046260286507716145,0.45]],""onset"":0.44056197499183813,""power"":2.5570562509200117,""steepness"":10.64119023694623,""tau"":0.18330685397674512}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
V2-W040-O4,V2-W040,temporary_acceleration,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,4066923689,876932704,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.2134206798440482,""events"":[[0.31061065443164626,0.046260286507716145,0.45]],""onset"":0.44056197499183813,""power"":2.5570562509200117,""steepness"":10.64119023694623,""tau"":0.18330685397674512}",finite_episode_negative_acceleration_recovery_stress,synthetic_reflector_contamination,False,True,False
V2-W040-O5,V2-W040,temporary_acceleration,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,4066923689,1961871549,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.2134206798440482,""events"":[[0.31061065443164626,0.046260286507716145,0.45]],""onset"":0.44056197499183813,""power"":2.5570562509200117,""steepness"":10.64119023694623,""tau"":0.18330685397674512}",finite_episode_negative_acceleration_recovery_stress,synthetic_leveling_proxy,False,True,False
