sample_id,point_id,profile_id,zone_id,sequence_position,history_position,observation_id,campaign_id,observation_date,last_settlement_mm,last_rate_mm_y,current_standard_uncertainty_mm,days_since_previous_observation,missing_campaigns_since_previous,current_campaign_type,padding_mask,observation_mask,missing_campaign_mask
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,0,0,,,,,,,,0,,1,0,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,1,0,,,,,,,,0,,1,0,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,2,0,,,,,,,,0,,1,0,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,3,0,,,,,,,,0,,1,0,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,4,0,,,,,,,,0,,1,0,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,5,0,,,,,,,,0,,1,0,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,6,0,,,,,,,,0,,1,0,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,7,0,,,,,,,,0,,1,0,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,8,0,,,,,,,,0,,1,0,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,9,0,,,,,,,,0,,1,0,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,10,0,,,,,,,,0,,1,0,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,11,0,,,,,,,,0,,1,0,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,12,1,P-V06-W005::C001,C001,2018-05-15,73.02360969,,1.373105631,0.0,0,full,0,1,0
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,13,2,P-V06-W005::C003,C003,2018-10-16,104.252835,74.06801652258117,0.7632045003,154.0,1,full,0,1,1
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,14,3,P-V06-W005::C005,C005,2019-05-14,146.0549847,72.70588179964285,0.7249194628,210.0,1,full,0,1,1
P-V06-W005::C007::C008,P-V06-W005,P-V06,GEO_NE,15,4,P-V06-W005::C007,C007,2019-11-05,173.827482,57.96516936471428,1.513247864,175.0,1,full,0,1,1
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,0,0,,,,,,,,0,,1,0,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,1,0,,,,,,,,0,,1,0,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,2,0,,,,,,,,0,,1,0,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,3,0,,,,,,,,0,,1,0,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,4,0,,,,,,,,0,,1,0,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,5,0,,,,,,,,0,,1,0,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,6,0,,,,,,,,0,,1,0,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,7,0,,,,,,,,0,,1,0,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,8,0,,,,,,,,0,,1,0,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,9,0,,,,,,,,0,,1,0,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,10,0,,,,,,,,0,,1,0,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,11,0,,,,,,,,0,,1,0,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,12,1,P-V06-W006::C001,C001,2018-05-15,41.27440179,,1.33599469,0.0,0,full,0,1,0
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,13,2,P-V06-W006::C003,C003,2018-10-16,59.94961741,44.29300328055196,0.7470861054,154.0,1,full,0,1,1
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,14,3,P-V06-W006::C005,C005,2019-05-14,83.06908822,40.21136530167856,0.7053997827,210.0,1,full,0,1,1
P-V06-W006::C007::C008,P-V06-W006,P-V06,GEO_NE,15,4,P-V06-W006::C007,C007,2019-11-05,99.36772568,34.01758475580002,1.463679456,175.0,1,full,0,1,1
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,0,0,,,,,,,,0,,1,0,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,1,0,,,,,,,,0,,1,0,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,2,0,,,,,,,,0,,1,0,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,3,0,,,,,,,,0,,1,0,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,4,0,,,,,,,,0,,1,0,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,5,0,,,,,,,,0,,1,0,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,6,0,,,,,,,,0,,1,0,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,7,0,,,,,,,,0,,1,0,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,8,0,,,,,,,,0,,1,0,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,9,0,,,,,,,,0,,1,0,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,10,0,,,,,,,,0,,1,0,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,11,0,,,,,,,,0,,1,0,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,12,1,P-V06-W007::C001,C001,2018-05-15,42.64248396,,1.303641133,0.0,0,full,0,1,0
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,13,2,P-V06-W007::C003,C003,2018-10-16,61.99924839,45.909468883490256,0.7329144765,154.0,1,full,0,1,1
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,14,3,P-V06-W007::C005,C005,2019-05-14,83.26553518,36.98814880975,0.6883780354,210.0,1,full,0,1,1
P-V06-W007::C007::C008,P-V06-W007,P-V06,GEO_NE,15,4,P-V06-W007::C007,C007,2019-11-05,99.31919662,33.50628480548571,1.424275677,175.0,1,full,0,1,1
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,0,0,,,,,,,,0,,1,0,0
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,1,0,,,,,,,,0,,1,0,0
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,2,0,,,,,,,,0,,1,0,0
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,3,0,,,,,,,,0,,1,0,0
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,4,0,,,,,,,,0,,1,0,0
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,5,0,,,,,,,,0,,1,0,0
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,6,0,,,,,,,,0,,1,0,0
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,7,0,,,,,,,,0,,1,0,0
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,8,0,,,,,,,,0,,1,0,0
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,9,0,,,,,,,,0,,1,0,0
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,10,0,,,,,,,,0,,1,0,0
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,11,1,P-D01-W001::C001,C001,2018-05-15,109.2782578,,0.6993479845,0.0,0,full,0,1,0
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,12,2,P-D01-W001::C003,C003,2018-10-16,118.4948219,21.859415828084412,1.195493857,154.0,1,full,0,1,1
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,13,3,P-D01-W001::C005,C005,2019-05-14,129.043539,18.347232956071437,0.7051966072,210.0,1,full,0,1,1
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,14,4,P-D01-W001::C007,C007,2019-11-05,139.0074349,20.796074156999964,0.8360339459,175.0,1,full,0,1,1
P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,15,5,P-D01-W001::C008,C008,2020-04-21,146.778657,16.895469476339322,1.160798797,168.0,0,full,0,1,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,0,0,,,,,,,,0,,1,0,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,1,0,,,,,,,,0,,1,0,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,2,0,,,,,,,,0,,1,0,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,3,0,,,,,,,,0,,1,0,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,4,0,,,,,,,,0,,1,0,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,5,0,,,,,,,,0,,1,0,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,6,0,,,,,,,,0,,1,0,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,7,0,,,,,,,,0,,1,0,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,8,0,,,,,,,,0,,1,0,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,9,0,,,,,,,,0,,1,0,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,10,0,,,,,,,,0,,1,0,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,11,1,P-D01-W002::C001,C001,2018-05-15,169.0766724,,0.7191656209,0.0,0,full,0,1,0
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,12,2,P-D01-W002::C003,C003,2018-10-16,206.4991538,88.75689176201294,1.156097627,154.0,1,full,0,1,1
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,13,3,P-D01-W002::C005,C005,2019-05-14,253.8984268,82.44087839642862,0.7228996807,210.0,1,full,0,1,1
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,14,4,P-D01-W002::C007,C007,2019-11-05,288.6072528,72.44227826571432,0.853318325,175.0,1,full,0,1,1
P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,15,5,P-D01-W002::C008,C008,2020-04-21,319.1776091,66.46322999151776,1.190305509,168.0,0,full,0,1,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,0,0,,,,,,,,0,,1,0,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,1,0,,,,,,,,0,,1,0,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,2,0,,,,,,,,0,,1,0,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,3,0,,,,,,,,0,,1,0,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,4,0,,,,,,,,0,,1,0,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,5,0,,,,,,,,0,,1,0,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,6,0,,,,,,,,0,,1,0,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,7,0,,,,,,,,0,,1,0,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,8,0,,,,,,,,0,,1,0,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,9,0,,,,,,,,0,,1,0,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,10,0,,,,,,,,0,,1,0,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,11,1,P-D01-W005::C001,C001,2018-05-15,184.86102,,0.7449522743,0.0,0,full,0,1,0
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,12,2,P-D01-W005::C003,C003,2018-10-16,199.3206971,34.294786108928555,1.010481506,154.0,1,full,0,1,1
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,13,3,P-D01-W005::C005,C005,2019-05-14,219.410413,34.941755868928595,0.7418657603,210.0,1,full,0,1,1
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,14,4,P-D01-W005::C007,C007,2019-11-05,237.0097546,36.732340110857145,0.8636675608,175.0,1,full,0,1,1
P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,15,5,P-D01-W005::C008,C008,2020-04-21,250.9331825,30.271024050446382,1.225971399,168.0,0,full,0,1,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,0,0,,,,,,,,0,,1,0,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,1,0,,,,,,,,0,,1,0,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,2,0,,,,,,,,0,,1,0,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,3,0,,,,,,,,0,,1,0,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,4,0,,,,,,,,0,,1,0,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,5,0,,,,,,,,0,,1,0,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,6,0,,,,,,,,0,,1,0,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,7,0,,,,,,,,0,,1,0,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,8,0,,,,,,,,0,,1,0,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,9,0,,,,,,,,0,,1,0,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,10,0,,,,,,,,0,,1,0,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,11,1,P-D01-W006::C001,C001,2018-05-15,184.2245707,,0.7369117504,0.0,0,full,0,1,0
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,12,2,P-D01-W006::C003,C003,2018-10-16,204.805317,48.8124518576299,0.9388117046,154.0,1,full,0,1,1
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,13,3,P-D01-W006::C005,C005,2019-05-14,228.2596377,40.79376493178573,0.7306618889,210.0,1,full,0,1,1
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,14,4,P-D01-W006::C007,C007,2019-11-05,246.8079327,38.71294142142856,0.8446637551,175.0,1,full,0,1,1
P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,15,5,P-D01-W006::C008,C008,2020-04-21,258.6233448,25.68797184241066,1.21121964,168.0,0,full,0,1,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,0,0,,,,,,,,0,,1,0,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,1,0,,,,,,,,0,,1,0,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,2,0,,,,,,,,0,,1,0,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,3,0,,,,,,,,0,,1,0,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,4,0,,,,,,,,0,,1,0,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,5,0,,,,,,,,0,,1,0,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,6,0,,,,,,,,0,,1,0,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,7,0,,,,,,,,0,,1,0,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,8,0,,,,,,,,0,,1,0,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,9,0,,,,,,,,0,,1,0,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,10,0,,,,,,,,0,,1,0,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,11,1,P-D01-W007::C001,C001,2018-05-15,49.74490201,,0.7180493288,0.0,0,full,0,1,0
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,12,2,P-D01-W007::C003,C003,2018-10-16,73.70716728,56.832580453685054,0.8655788251,154.0,1,full,0,1,1
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,13,3,P-D01-W007::C005,C005,2019-05-14,101.2985393,47.98927919192859,0.7085152235,210.0,1,full,0,1,1
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,14,4,P-D01-W007::C007,C007,2019-11-05,123.1442104,45.59503639585715,0.8123833471,175.0,1,full,0,1,1
P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,15,5,P-D01-W007::C008,C008,2020-04-21,138.3031219,32.95709777008929,1.179483642,168.0,0,full,0,1,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,0,0,,,,,,,,0,,1,0,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,1,0,,,,,,,,0,,1,0,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,2,0,,,,,,,,0,,1,0,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,3,0,,,,,,,,0,,1,0,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,4,0,,,,,,,,0,,1,0,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,5,0,,,,,,,,0,,1,0,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,6,0,,,,,,,,0,,1,0,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,7,0,,,,,,,,0,,1,0,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,8,0,,,,,,,,0,,1,0,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,9,0,,,,,,,,0,,1,0,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,10,1,P-H03-W001::C001,C001,2018-05-15,80.316214,,0.7091169123,0.0,0,full,0,1,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,11,2,P-H03-W001::C002,C002,2018-07-10,93.50308219,86.00899297138392,0.6970109979,56.0,0,focused,0,1,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,12,3,P-H03-W001::C003,C003,2018-10-16,116.5301329,85.82275787579081,0.6827676998,98.0,0,full,0,1,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,13,4,P-H03-W001::C005,C005,2019-05-14,159.848884,75.34368494892857,1.184582569,210.0,1,full,0,1,1
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,14,5,P-H03-W001::C006,C006,2019-08-27,180.1416563,70.5898579292857,0.9496653003,105.0,0,focused,0,1,0
P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,15,6,P-H03-W001::C008,C008,2020-04-21,219.5312819,60.44983508571431,1.130338411,238.0,1,full,0,1,1
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,0,0,,,,,,,,0,,1,0,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,1,0,,,,,,,,0,,1,0,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,2,0,,,,,,,,0,,1,0,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,3,0,,,,,,,,0,,1,0,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,4,0,,,,,,,,0,,1,0,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,5,0,,,,,,,,0,,1,0,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,6,0,,,,,,,,0,,1,0,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,7,0,,,,,,,,0,,1,0,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,8,0,,,,,,,,0,,1,0,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,9,1,P-H03-W002::C001,C001,2018-05-15,189.1787222,,0.7320570472,0.0,0,full,0,1,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,10,2,P-H03-W002::C002,C002,2018-07-10,203.4823682,93.2929768124999,0.7250085579,56.0,0,focused,0,1,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,11,3,P-H03-W002::C003,C003,2018-10-16,223.3010373,73.86498866096937,0.7083248377,98.0,0,full,0,1,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,12,4,P-H03-W002::C005,C005,2019-05-14,266.4363236,75.02458724321427,1.221402327,210.0,1,full,0,1,1
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,13,5,P-H03-W002::C006,C006,2019-08-27,285.562259,66.53093242714286,0.9784150946,105.0,0,focused,0,1,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,14,6,P-H03-W002::C007,C007,2019-11-05,297.0121273,59.74377709392852,1.196358896,70.0,0,full,0,1,0
P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,15,7,P-H03-W002::C008,C008,2020-04-21,321.5033966,53.24664352276785,1.175988156,168.0,0,full,0,1,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,0,0,,,,,,,,0,,1,0,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,1,0,,,,,,,,0,,1,0,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,2,0,,,,,,,,0,,1,0,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,3,0,,,,,,,,0,,1,0,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,4,0,,,,,,,,0,,1,0,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,5,0,,,,,,,,0,,1,0,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,6,0,,,,,,,,0,,1,0,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,7,0,,,,,,,,0,,1,0,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,8,0,,,,,,,,0,,1,0,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,9,1,P-H03-W004::C001,C001,2018-05-15,429.1426626,,0.7436560902,0.0,0,full,0,1,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,10,2,P-H03-W004::C002,C002,2018-07-10,444.1548652,97.91441070803586,0.7419423821,56.0,0,focused,0,1,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,11,3,P-H03-W004::C003,C003,2018-10-16,466.7451942,84.19507823724489,0.7213886512,98.0,0,full,0,1,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,12,4,P-H03-W004::C005,C005,2019-05-14,515.9965996,85.66226582071421,1.237234804,210.0,1,full,0,1,1
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,13,5,P-H03-W004::C006,C006,2019-08-27,537.3332586,74.22109237857161,0.9901010661,105.0,0,focused,0,1,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,14,6,P-H03-W004::C007,C007,2019-11-05,551.0040565,71.33227047107155,1.216113412,70.0,0,full,0,1,0
P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,15,7,P-H03-W004::C008,C008,2020-04-21,578.421773,59.60905328348211,1.202381777,168.0,0,full,0,1,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,0,0,,,,,,,,0,,1,0,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,1,0,,,,,,,,0,,1,0,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,2,0,,,,,,,,0,,1,0,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,3,0,,,,,,,,0,,1,0,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,4,0,,,,,,,,0,,1,0,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,5,0,,,,,,,,0,,1,0,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,6,0,,,,,,,,0,,1,0,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,7,0,,,,,,,,0,,1,0,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,8,0,,,,,,,,0,,1,0,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,9,1,P-H03-W005::C001,C001,2018-05-15,191.4634162,,0.7407579546,0.0,0,full,0,1,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,10,2,P-H03-W005::C002,C002,2018-07-10,206.3718769,97.23777269062487,0.7441280577,56.0,0,focused,0,1,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,11,3,P-H03-W005::C003,C003,2018-10-16,228.473607,82.37405019413265,0.7185505072,98.0,0,full,0,1,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,12,4,P-H03-W005::C005,C005,2019-05-14,276.4918196,83.51739120071429,1.226943275,210.0,1,full,0,1,1
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,13,5,P-H03-W005::C006,C006,2019-08-27,295.863147,67.384546027143,0.9806803031,105.0,0,focused,0,1,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,14,6,P-H03-W005::C007,C007,2019-11-05,309.5383534,71.3552733942856,1.213526114,70.0,0,full,0,1,0
P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,15,7,P-H03-W005::C008,C008,2020-04-21,339.6496613,65.46520958616068,1.203535027,168.0,0,full,0,1,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,0,0,,,,,,,,0,,1,0,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,1,0,,,,,,,,0,,1,0,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,2,0,,,,,,,,0,,1,0,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,3,0,,,,,,,,0,,1,0,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,4,0,,,,,,,,0,,1,0,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,5,0,,,,,,,,0,,1,0,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,6,0,,,,,,,,0,,1,0,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,7,0,,,,,,,,0,,1,0,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,8,0,,,,,,,,0,,1,0,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,9,1,P-H03-W006::C001,C001,2018-05-15,167.6996403,,0.7368219607,0.0,0,full,0,1,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,10,2,P-H03-W006::C002,C002,2018-07-10,183.8827598,105.55150709598217,0.7418641499,56.0,0,focused,0,1,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,11,3,P-H03-W006::C003,C003,2018-10-16,208.3901066,91.33988182346936,0.7143484662,98.0,0,full,0,1,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,12,4,P-H03-W006::C005,C005,2019-05-14,259.6041955,89.07593319392859,1.218127046,210.0,1,full,0,1,1
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,13,5,P-H03-W006::C006,C006,2019-08-27,284.2186416,85.62310893357146,0.9731806826,105.0,0,focused,0,1,0
P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,14,6,P-H03-W006::C007,C007,2019-11-05,299.5452998,79.97231296499999,1.208096504,70.0,0,full,0,1,0
