sample_id,point_id,profile_id,zone_id,current_campaign_id,current_date,target_campaign_id,target_date,history_length_raw,history_length_used,max_sequence_length,padding_count,truncated,observation_ids_json,observation_dates_json,delta_t_days_json,padding_mask_json,missing_campaign_mask_json,missing_campaign_counts_json,actual_history_end_date,future_observation_count,target_observation_present,past_only_proof,sequence_sha256,fold_provenance_relation,outer_assignment_source,inner_assignment_source,held_group_metadata_only
P-H04-W004::C007::C008,P-H04-W004,P-H04,GEO_SW,C007,2019-11-05,C008,2020-04-21,3,3,16,13,False,"[""P-H04-W004::C001"",""P-H04-W004::C003"",""P-H04-W004::C007""]","[""2018-05-15"",""2018-10-16"",""2019-11-05""]","[0,154,385]","[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2]",2019-11-05,0,False,True,ba4c20181bf043262f90add2e207f627b91ac3ce5313f0adde4721d574b7223a,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W005::C007::C008,P-H04-W005,P-H04,GEO_SW,C007,2019-11-05,C008,2020-04-21,3,3,16,13,False,"[""P-H04-W005::C001"",""P-H04-W005::C003"",""P-H04-W005::C007""]","[""2018-05-15"",""2018-10-16"",""2019-11-05""]","[0,154,385]","[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2]",2019-11-05,0,False,True,f37e482f81d5d9a6e62762c70d083602b9483aa33b536436cc038758d98b71e3,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W006::C007::C008,P-H04-W006,P-H04,GEO_SW,C007,2019-11-05,C008,2020-04-21,3,3,16,13,False,"[""P-H04-W006::C001"",""P-H04-W006::C003"",""P-H04-W006::C007""]","[""2018-05-15"",""2018-10-16"",""2019-11-05""]","[0,154,385]","[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2]",2019-11-05,0,False,True,4277c3881ac477689994aa74316f25a112358fc76aa15296e4de966be618a2a5,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W007::C007::C008,P-H04-W007,P-H04,GEO_SW,C007,2019-11-05,C008,2020-04-21,3,3,16,13,False,"[""P-H04-W007::C001"",""P-H04-W007::C003"",""P-H04-W007::C007""]","[""2018-05-15"",""2018-10-16"",""2019-11-05""]","[0,154,385]","[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2]",2019-11-05,0,False,True,fc6d6a6c48ff4a19ffd6c3679add70dabe0def7f663c34e557c6d4db8df34917,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H05-W001::C007::C008,P-H05-W001,P-H05,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H05-W001::C001"",""P-H05-W001::C003"",""P-H05-W001::C005"",""P-H05-W001::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,73b896e993b505eb0486eed0abd7571b1fecfb5e2515b0a1fa244b43a917a3fd,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H05-W002::C007::C008,P-H05-W002,P-H05,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H05-W002::C001"",""P-H05-W002::C003"",""P-H05-W002::C005"",""P-H05-W002::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,dfeb7debd5320b439b0e5edabc7d474bd3eb77ba6e7f241df732197200721e59,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H05-W003::C007::C008,P-H05-W003,P-H05,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H05-W003::C001"",""P-H05-W003::C003"",""P-H05-W003::C005"",""P-H05-W003::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,fd4b60abf075bc5dd3beeedf8df7a12d5232a712419556943fb78560411f5207,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H05-W004::C007::C008,P-H05-W004,P-H05,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H05-W004::C001"",""P-H05-W004::C003"",""P-H05-W004::C005"",""P-H05-W004::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,0a29cc855030499a765b28f6be06077439a091478b288f5d2cb6d181c4c92dfb,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H05-W006::C007::C008,P-H05-W006,P-H05,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H05-W006::C001"",""P-H05-W006::C003"",""P-H05-W006::C005"",""P-H05-W006::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,777e81ee9718c7f44309d9ca595f24549916dbe2cdd1c096aafc087f541d55b8,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H05-W007::C007::C008,P-H05-W007,P-H05,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H05-W007::C001"",""P-H05-W007::C003"",""P-H05-W007::C005"",""P-H05-W007::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,4d94c1ee1271d0246d184d1b560fa8a077de5a9ae0d6fc7a046532d4ff1db4a2,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H06-W001::C007::C008,P-H06-W001,P-H06,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H06-W001::C001"",""P-H06-W001::C003"",""P-H06-W001::C005"",""P-H06-W001::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,4d81baa3ccec4264568f44d745f2b0a4c19f5e6a99d88640ec62c3c4cb14fd62,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H06-W002::C007::C008,P-H06-W002,P-H06,GEO_NE,C007,2019-11-05,C008,2020-04-21,3,3,16,13,False,"[""P-H06-W002::C001"",""P-H06-W002::C005"",""P-H06-W002::C007""]","[""2018-05-15"",""2019-05-14"",""2019-11-05""]","[0,364,175]","[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1]",2019-11-05,0,False,True,451054e94c8f2b51073757631551213e70a30d972759f3d5b6729f9d360b2123,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H06-W003::C007::C008,P-H06-W003,P-H06,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H06-W003::C001"",""P-H06-W003::C003"",""P-H06-W003::C005"",""P-H06-W003::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,47ed0fe8caca8e6c06cad35e04155dd770dd5fbaf3d624e692773b651146155c,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H06-W004::C007::C008,P-H06-W004,P-H06,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H06-W004::C001"",""P-H06-W004::C003"",""P-H06-W004::C005"",""P-H06-W004::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,81f9d8b33cb35b517aec6a8d104a341a5bb41afa6f5523d14d65b7d65fe74d95,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H06-W005::C007::C008,P-H06-W005,P-H06,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H06-W005::C001"",""P-H06-W005::C003"",""P-H06-W005::C005"",""P-H06-W005::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,5aae1a4a012f2ae74e8e36b93f58e1bfe7704192358d0d0187996244f431e285,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H06-W006::C007::C008,P-H06-W006,P-H06,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H06-W006::C001"",""P-H06-W006::C003"",""P-H06-W006::C005"",""P-H06-W006::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,0ec8265b4f6ed9ccf89ec65f57e028eb489e6baa2e9dee2b5263736bd4468e07,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H06-W007::C007::C008,P-H06-W007,P-H06,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H06-W007::C001"",""P-H06-W007::C003"",""P-H06-W007::C005"",""P-H06-W007::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,b740041e5e4c65d5068cc12d01fb1ab049f74712e921c492c27dbeb0bdab0058,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H07-W001::C007::C008,P-H07-W001,P-H07,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H07-W001::C001"",""P-H07-W001::C003"",""P-H07-W001::C005"",""P-H07-W001::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,143e38e4c6087adab69ed7b1325390da025742f04d97a0cb74208b82c789778c,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H07-W002::C007::C008,P-H07-W002,P-H07,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H07-W002::C001"",""P-H07-W002::C003"",""P-H07-W002::C005"",""P-H07-W002::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,8caf948d43f86776bb3ed02fbea2f8e1cb0b9c54a8fd397058f61342cff645d9,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H07-W003::C007::C008,P-H07-W003,P-H07,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H07-W003::C001"",""P-H07-W003::C003"",""P-H07-W003::C005"",""P-H07-W003::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,e05acb9e8ec90a8bb905510b3cced98fc4888f7f174f8c70b7a997676369362e,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H07-W004::C007::C008,P-H07-W004,P-H07,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H07-W004::C001"",""P-H07-W004::C003"",""P-H07-W004::C005"",""P-H07-W004::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,adcf52292302e1ed5dff5f871f6064db246a6af757ff9b03e6f9d89d409a390a,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H07-W005::C007::C008,P-H07-W005,P-H07,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H07-W005::C001"",""P-H07-W005::C003"",""P-H07-W005::C005"",""P-H07-W005::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,edfa6425790fb9e0d4a164e1bea08a79b556b0856442a31d2c89389ea847bfef,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H07-W007::C007::C008,P-H07-W007,P-H07,GEO_NE,C007,2019-11-05,C008,2020-04-21,4,4,16,12,False,"[""P-H07-W007::C001"",""P-H07-W007::C003"",""P-H07-W007::C005"",""P-H07-W007::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,154,210,175]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]",2019-11-05,0,False,True,91a91f48409a42bc399801c2c7afa79e5ce232505df373b475b89a2e5aeb030d,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-V01-W001::C007::C008,P-V01-W001,P-V01,GEO_SW,C007,2019-11-05,C008,2020-04-21,6,6,16,10,False,"[""P-V01-W001::C001"",""P-V01-W001::C002"",""P-V01-W001::C003"",""P-V01-W001::C004"",""P-V01-W001::C005"",""P-V01-W001::C007""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-02-12"",""2019-05-14"",""2019-11-05""]","[0,56,98,119,91,175]","[1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]",2019-11-05,0,False,True,8212280b89f078ba0ff168fa6fd30da0d8f71e716d38236d15921cad94c691b7,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-V01-W002::C007::C008,P-V01-W002,P-V01,GEO_SW,C007,2019-11-05,C008,2020-04-21,5,5,16,11,False,"[""P-V01-W002::C001"",""P-V01-W002::C002"",""P-V01-W002::C004"",""P-V01-W002::C005"",""P-V01-W002::C007""]","[""2018-05-15"",""2018-07-10"",""2019-02-12"",""2019-05-14"",""2019-11-05""]","[0,56,217,91,175]","[1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1]",2019-11-05,0,False,True,e184a559e96c0acf5c8a9e7fb36fd84552d8aca766aebc9fb31c3b98d3cdc438,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-V01-W003::C007::C008,P-V01-W003,P-V01,GEO_SW,C007,2019-11-05,C008,2020-04-21,6,6,16,10,False,"[""P-V01-W003::C001"",""P-V01-W003::C002"",""P-V01-W003::C003"",""P-V01-W003::C004"",""P-V01-W003::C005"",""P-V01-W003::C007""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-02-12"",""2019-05-14"",""2019-11-05""]","[0,56,98,119,91,175]","[1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]",2019-11-05,0,False,True,90825c917979e92b0ee02a631bbb776fc039afe3eb446e3c1748a950805a20db,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-V01-W004::C007::C008,P-V01-W004,P-V01,GEO_SW,C007,2019-11-05,C008,2020-04-21,6,6,16,10,False,"[""P-V01-W004::C001"",""P-V01-W004::C002"",""P-V01-W004::C003"",""P-V01-W004::C004"",""P-V01-W004::C005"",""P-V01-W004::C007""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-02-12"",""2019-05-14"",""2019-11-05""]","[0,56,98,119,91,175]","[1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]",2019-11-05,0,False,True,6e07ca419542237c2c2616b5c0f8de449610c7ad38671e7faaefc57d75ee7075,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-V01-W005::C007::C008,P-V01-W005,P-V01,GEO_SW,C007,2019-11-05,C008,2020-04-21,5,5,16,11,False,"[""P-V01-W005::C001"",""P-V01-W005::C002"",""P-V01-W005::C003"",""P-V01-W005::C005"",""P-V01-W005::C007""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,56,98,210,175]","[1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1]",2019-11-05,0,False,True,c168dbc6be01e7acdd8fa0deca16082e44534f6524611a6536a8b758731a4add,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-V01-W006::C007::C008,P-V01-W006,P-V01,GEO_SW,C007,2019-11-05,C008,2020-04-21,5,5,16,11,False,"[""P-V01-W006::C001"",""P-V01-W006::C002"",""P-V01-W006::C003"",""P-V01-W006::C005"",""P-V01-W006::C007""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-05-14"",""2019-11-05""]","[0,56,98,210,175]","[1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1]",2019-11-05,0,False,True,b02bfcec8e5003e63d68eb7164c8ea28f3b604d1d3f61d9243b6c42a4956f031,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-V01-W007::C007::C008,P-V01-W007,P-V01,GEO_SW,C007,2019-11-05,C008,2020-04-21,6,6,16,10,False,"[""P-V01-W007::C001"",""P-V01-W007::C002"",""P-V01-W007::C003"",""P-V01-W007::C004"",""P-V01-W007::C005"",""P-V01-W007::C007""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-02-12"",""2019-05-14"",""2019-11-05""]","[0,56,98,119,91,175]","[1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]",2019-11-05,0,False,True,867f58009c89a9deb3f925f7be2418665a245f24cc59ad39d633a93fc2801846,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-V02-W001::C007::C008,P-V02-W001,P-V02,GEO_SW,C007,2019-11-05,C008,2020-04-21,5,5,16,11,False,"[""P-V02-W001::C001"",""P-V02-W001::C003"",""P-V02-W001::C005"",""P-V02-W001::C006"",""P-V02-W001::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-08-27"",""2019-11-05""]","[0,154,210,105,70]","[1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0]",2019-11-05,0,False,True,17a8473a599a5cf31f28b84b79781b5e4d44b12f81e5b607e21662a0be507427,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-V02-W002::C007::C008,P-V02-W002,P-V02,GEO_SW,C007,2019-11-05,C008,2020-04-21,5,5,16,11,False,"[""P-V02-W002::C001"",""P-V02-W002::C003"",""P-V02-W002::C005"",""P-V02-W002::C006"",""P-V02-W002::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-08-27"",""2019-11-05""]","[0,154,210,105,70]","[1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0]",2019-11-05,0,False,True,7cbbfa2437e868a40195d65993c6c05554cd2e82b8b3b834f5a4f3cb0d0ca231,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-V02-W003::C007::C008,P-V02-W003,P-V02,GEO_NW,C007,2019-11-05,C008,2020-04-21,5,5,16,11,False,"[""P-V02-W003::C001"",""P-V02-W003::C003"",""P-V02-W003::C005"",""P-V02-W003::C006"",""P-V02-W003::C007""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-08-27"",""2019-11-05""]","[0,154,210,105,70]","[1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0]",2019-11-05,0,False,True,dce7081f92ee23c3e248651e62ed8a242949234be70b18eb27c3cb1494a809b2,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
