level,design,fold_id,parent_fold_id,held_out_key,held_out_group,validation_target_date,train_origins,validation_origins,train_sequence_pairs_sha256,validation_sequence_pairs_sha256,train_input_date_max,validation_input_date_max,train_target_date_max,validation_target_date_min,forward_only,future_observations_in_inputs,target_observations_in_inputs,held_group_absent_from_train,held_group_validation_contract,preprocessing_fit_role,early_stopping_scope,assignment_source,assignment_sha256,benchmark_plan_sha256,benchmark_plan_id
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H01__inner_3_2022-07-19,lpo_2022-10-18_P-H01,profile_id,P-H01,2022-07-19,567,13,1698bee27b6c1a94a4a41124d92d3c67efa96bdba2e3e2654f0afd747d01f19d,53847f812e9679d35c8ccc885e67138bccf76ca6efcf704e2cf566c1b506ac17,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H02__inner_1_2022-03-01,lpo_2022-10-18_P-H02,profile_id,P-H02,2022-03-01,470,14,9eee876a0a8026e145a44bbe57aa6222d6577cedd18d26ff7b3c182338336c00,baa127dc377d14a943bf7c5e7dc2bc49cb4fbb6b4bfc7fa7e4552964e94e8504,2021-07-13,2021-11-02,2021-11-02,2022-03-01,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H02__inner_2_2022-05-17,lpo_2022-10-18_P-H02,profile_id,P-H02,2022-05-17,484,83,59cd1098ac97161da657ac7430cf476cbe1c093ed485cf89202ea6c810609e2c,7c2c64136757686b7c6d2f8d4fb554d3b302583040063e20fd60b21fb07b61d1,2021-11-02,2022-03-01,2022-03-01,2022-05-17,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H02__inner_3_2022-07-19,lpo_2022-10-18_P-H02,profile_id,P-H02,2022-07-19,567,13,35472a3fcd2834e56874ff4026d2f08d272258235fbaa182ec701ab997fb7eb6,53847f812e9679d35c8ccc885e67138bccf76ca6efcf704e2cf566c1b506ac17,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H03__inner_1_2022-03-01,lpo_2022-10-18_P-H03,profile_id,P-H03,2022-03-01,452,14,512ce7eb6bd2f54ff42b1cc38f119b23d472e3ba8a13c8a490b839dcd95085ae,baa127dc377d14a943bf7c5e7dc2bc49cb4fbb6b4bfc7fa7e4552964e94e8504,2021-07-13,2021-11-02,2021-11-02,2022-03-01,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H03__inner_2_2022-05-17,lpo_2022-10-18_P-H03,profile_id,P-H03,2022-05-17,466,83,4a2f63a627c93503a4ffc30e85894d1c048a21e787dbf2271815823fb1aa8a32,1b4cb0d28d81c4f97dc6d56e8e579f99cac378345ff70e6d28830646df14be90,2021-11-02,2022-03-01,2022-03-01,2022-05-17,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H03__inner_3_2022-07-19,lpo_2022-10-18_P-H03,profile_id,P-H03,2022-07-19,549,9,c486f5f7ee0b5ab743238585fc0deabf24502cae044938b34b78615d45730b26,a32b8e7182e997dda21b836bc9e55ee1d3beed46def740d3f27826443a34e6e4,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H04__inner_1_2022-03-01,lpo_2022-10-18_P-H04,profile_id,P-H04,2022-03-01,461,7,dacec358dcbd22e2f1510bc0c9d557db60c576cd4f5a5444404eb0fe4a2f1d38,2f126d8e7a39792ced992393e971c7fc1ad2bef1dab042b62b42f49b64abcac8,2021-07-13,2021-11-02,2021-11-02,2022-03-01,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H04__inner_2_2022-05-17,lpo_2022-10-18_P-H04,profile_id,P-H04,2022-05-17,468,82,fba8b97e835e308a7f14a55b475c548ab4aa8d1f0ac2019c6cf9b1d47c829a52,6928ce076744dafb1476f5bec9d38f814835158b35144de792dee97e5651a02d,2021-11-02,2022-03-01,2022-03-01,2022-05-17,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H04__inner_3_2022-07-19,lpo_2022-10-18_P-H04,profile_id,P-H04,2022-07-19,550,8,155f1a75cf6d9d7f92d58eb2c7ab684bfcdea57c68c29811087901f969a22e67,42fa45a76a498f0e26cae7b260f18fbe44ddefb42d5ffe03b2298e79d198ce46,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H05__inner_1_2022-03-01,lpo_2022-10-18_P-H05,profile_id,P-H05,2022-03-01,470,14,6d3342acbddb11c0d7df71500b28bded85ebee3389bfaac3903f14b583ed98a3,baa127dc377d14a943bf7c5e7dc2bc49cb4fbb6b4bfc7fa7e4552964e94e8504,2021-07-13,2021-11-02,2021-11-02,2022-03-01,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H05__inner_2_2022-05-17,lpo_2022-10-18_P-H05,profile_id,P-H05,2022-05-17,484,82,d473588894033c21fd7ac9a9020bb2ce610186c5004970ebfbc61f4ec6d3963c,a4fc680e1555e724dec89456c690ac30671de1969ba4e59c3b8422d2bea758c8,2021-11-02,2022-03-01,2022-03-01,2022-05-17,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H05__inner_3_2022-07-19,lpo_2022-10-18_P-H05,profile_id,P-H05,2022-07-19,566,13,213ff083e3a3969635debbd3f5653ea9af65182d6eef1448b2564e5366db2bb0,53847f812e9679d35c8ccc885e67138bccf76ca6efcf704e2cf566c1b506ac17,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H06__inner_1_2022-03-01,lpo_2022-10-18_P-H06,profile_id,P-H06,2022-03-01,471,14,38161bc594151c5dca7dbd87712b022baeab465e10aaff083a46ccdf63dacceb,baa127dc377d14a943bf7c5e7dc2bc49cb4fbb6b4bfc7fa7e4552964e94e8504,2021-07-13,2021-11-02,2021-11-02,2022-03-01,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H06__inner_2_2022-05-17,lpo_2022-10-18_P-H06,profile_id,P-H06,2022-05-17,485,82,e0ef563b76cae09e4833e3f48e50331f16f7821a2d3789ff09109aa1d84ef01b,f225d027d2c0af6afe3493c5c61d28bbf71279414e0822f95b94bcdd2cc768be,2021-11-02,2022-03-01,2022-03-01,2022-05-17,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H06__inner_3_2022-07-19,lpo_2022-10-18_P-H06,profile_id,P-H06,2022-07-19,567,13,7dd40ec3c56b7607e19a0ccdbb869cef2fc096d66cc6c134eb1dff715178d93a,53847f812e9679d35c8ccc885e67138bccf76ca6efcf704e2cf566c1b506ac17,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H07__inner_1_2022-03-01,lpo_2022-10-18_P-H07,profile_id,P-H07,2022-03-01,484,14,d874557ecefa6725ded78e8adea2737de72b9685820d8844487b82117c71f08e,baa127dc377d14a943bf7c5e7dc2bc49cb4fbb6b4bfc7fa7e4552964e94e8504,2021-07-13,2021-11-02,2021-11-02,2022-03-01,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H07__inner_2_2022-05-17,lpo_2022-10-18_P-H07,profile_id,P-H07,2022-05-17,498,83,ecbf3cac84abfcb95ede4e4f713fd72a25026f640fa5025320853d3c594e2064,adc9bfc8e13a7a4d78190f882ff58f60c304fa6253e525797c3320e6e8e392c8,2021-11-02,2022-03-01,2022-03-01,2022-05-17,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-H07__inner_3_2022-07-19,lpo_2022-10-18_P-H07,profile_id,P-H07,2022-07-19,581,13,7a5bab3688267d0010f3f806985286c4a2461aebe4c2f165e49293e3a396dfc6,53847f812e9679d35c8ccc885e67138bccf76ca6efcf704e2cf566c1b506ac17,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V01__inner_1_2022-03-01,lpo_2022-10-18_P-V01,profile_id,P-V01,2022-03-01,456,14,84127b6db46b058db3fdee1a672553efbb3570f18783e61aa924bdfa0cbc6c35,baa127dc377d14a943bf7c5e7dc2bc49cb4fbb6b4bfc7fa7e4552964e94e8504,2021-07-13,2021-11-02,2021-11-02,2022-03-01,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V01__inner_2_2022-05-17,lpo_2022-10-18_P-V01,profile_id,P-V01,2022-05-17,470,83,5d93c9725e459323b21b0e551085d09d1a5f90ca00d3878173a9f556637d83ba,f474e49e9b9cdafdfaff77ab339224123f9b84433ab14ed68ac0cbae571cce87,2021-11-02,2022-03-01,2022-03-01,2022-05-17,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V01__inner_3_2022-07-19,lpo_2022-10-18_P-V01,profile_id,P-V01,2022-07-19,553,13,6ea582b61d21eb65dabeae597d6bbd9790413ba361f4aab3ca8801d84e466659,53847f812e9679d35c8ccc885e67138bccf76ca6efcf704e2cf566c1b506ac17,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V02__inner_1_2022-03-01,lpo_2022-10-18_P-V02,profile_id,P-V02,2022-03-01,456,14,8dbfcb89d9654196a83c69ae966ed4892bdabb2f66b996c4569fa646f067ac74,baa127dc377d14a943bf7c5e7dc2bc49cb4fbb6b4bfc7fa7e4552964e94e8504,2021-07-13,2021-11-02,2021-11-02,2022-03-01,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V02__inner_2_2022-05-17,lpo_2022-10-18_P-V02,profile_id,P-V02,2022-05-17,470,83,aa1fc05c9a81a9614016881b9dbe88c13f7fe50239a058cfe6c47a72523c4798,ead20cc7a80a8315b886bc2a553aeb74d44af8d759e3808e2bd603643288a591,2021-11-02,2022-03-01,2022-03-01,2022-05-17,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V02__inner_3_2022-07-19,lpo_2022-10-18_P-V02,profile_id,P-V02,2022-07-19,553,13,da4d79f20d84ea1bca0c008ae14f687939d8383184c4e6529193fe617f9090e9,53847f812e9679d35c8ccc885e67138bccf76ca6efcf704e2cf566c1b506ac17,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V03__inner_1_2022-03-01,lpo_2022-10-18_P-V03,profile_id,P-V03,2022-03-01,468,14,f2594dc5930ee60e1495b46d9576faab3d02e455d94cb293dfb52777cfc2cf9b,baa127dc377d14a943bf7c5e7dc2bc49cb4fbb6b4bfc7fa7e4552964e94e8504,2021-07-13,2021-11-02,2021-11-02,2022-03-01,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V03__inner_2_2022-05-17,lpo_2022-10-18_P-V03,profile_id,P-V03,2022-05-17,482,82,fffb871ca76385ce1c3800b8a47e398970da137e11958894bf6d51a32b315b48,fcaaf2e1db355e8dfde288e1897ec4463fa41f22e4f5cb34fde4aeeccefca175,2021-11-02,2022-03-01,2022-03-01,2022-05-17,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V03__inner_3_2022-07-19,lpo_2022-10-18_P-V03,profile_id,P-V03,2022-07-19,564,13,b4843bedba5d155fb33591f86725f72edf6b85668c67af632a102e635233c7be,53847f812e9679d35c8ccc885e67138bccf76ca6efcf704e2cf566c1b506ac17,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V04__inner_1_2022-03-01,lpo_2022-10-18_P-V04,profile_id,P-V04,2022-03-01,474,14,a4ef00e498b2904968ec729a92d21496d4ebbf4299da7ae409a538a0dc88270b,baa127dc377d14a943bf7c5e7dc2bc49cb4fbb6b4bfc7fa7e4552964e94e8504,2021-07-13,2021-11-02,2021-11-02,2022-03-01,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V04__inner_2_2022-05-17,lpo_2022-10-18_P-V04,profile_id,P-V04,2022-05-17,488,84,2f07135c07e0b0fef60b899860f2251e92ce205b07f9ccd97d9b325e606e337b,d4a98f23c2c3db87512f488b7dd9ea30e77274d7b2094e43c463391d9c236765,2021-11-02,2022-03-01,2022-03-01,2022-05-17,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V04__inner_3_2022-07-19,lpo_2022-10-18_P-V04,profile_id,P-V04,2022-07-19,572,13,0a8f60af557b54e8b4a6b242a05561396f8853f2544a5f1f790009f46f838a21,53847f812e9679d35c8ccc885e67138bccf76ca6efcf704e2cf566c1b506ac17,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V05__inner_1_2022-03-01,lpo_2022-10-18_P-V05,profile_id,P-V05,2022-03-01,475,14,b1e09445effc75bd00be1ddd4a9e692f2eee673fdc91a088e5789128cbbf0593,baa127dc377d14a943bf7c5e7dc2bc49cb4fbb6b4bfc7fa7e4552964e94e8504,2021-07-13,2021-11-02,2021-11-02,2022-03-01,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V05__inner_2_2022-05-17,lpo_2022-10-18_P-V05,profile_id,P-V05,2022-05-17,489,83,ca9286cfb4ca4f719e6aef531b21cb1680e55d3158904dd5983a04677cf04e58,3560fd79783a80d308b61214829ae34e2b235a7ea2ec2f8d732ae0db152e399b,2021-11-02,2022-03-01,2022-03-01,2022-05-17,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V05__inner_3_2022-07-19,lpo_2022-10-18_P-V05,profile_id,P-V05,2022-07-19,572,13,1a4d6d5728a5765616cfe7ce5bbb651457af7f0908ab12ae3541015880173134,53847f812e9679d35c8ccc885e67138bccf76ca6efcf704e2cf566c1b506ac17,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V06__inner_1_2022-03-01,lpo_2022-10-18_P-V06,profile_id,P-V06,2022-03-01,468,14,dd77c5964af4c11f4cde694d91c26d26958f33dcb9f3f36dcd1d30b1f5c41b92,baa127dc377d14a943bf7c5e7dc2bc49cb4fbb6b4bfc7fa7e4552964e94e8504,2021-07-13,2021-11-02,2021-11-02,2022-03-01,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V06__inner_2_2022-05-17,lpo_2022-10-18_P-V06,profile_id,P-V06,2022-05-17,482,82,19740a27091ed2367308b60e3ae31af6c33951782fb6c85882a4ba83e37aa72c,5679d4af96678799c9685f5199a82c3e01a9a32f3c23970473f0736d496de2b4,2021-11-02,2022-03-01,2022-03-01,2022-05-17,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
inner,spatiotemporal_leave_profile_out,lpo_2022-10-18_P-V06__inner_3_2022-07-19,lpo_2022-10-18_P-V06,profile_id,P-V06,2022-07-19,564,13,31b494a533d7bbc5606c548f2413e41209a31026e1adbb1bb25472a295683aad,53847f812e9679d35c8ccc885e67138bccf76ca6efcf704e2cf566c1b506ac17,2022-03-01,2022-05-17,2022-05-17,2022-07-19,True,0,0,True,True,train,inner_rolling_validation_within_t1_v1_train,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,544bfd62a0bcd27d77692345e4617ecd7a3f4c9e6ef1b2078c47f603ea1937ed,bc4fdad1ab2d003804eec134ebacc493f33db3f37d55f10e3f8c31ea93b4f20a,t1_train_benchmark_v1
