acquisition_id,date,insar_point_id,true_vertical_settlement_relative_mm,true_east_displacement_relative_mm,true_LOS_relative_mm,use_class
TSX-2020-17,2020-10-21,PS-00027,10.46379362,-0.2942150767,-8.638322144,evaluation_only
TSX-2020-18,2020-11-01,PS-00027,11.08320009,-0.3116312002,-9.149669447,evaluation_only
TSX-2021-01,2021-04-26,PS-00027,22.34705874,-0.6283420567,-18.44848049,evaluation_only
TSX-2021-02,2021-05-07,PS-00027,23.14923302,-0.6508971428,-19.11071066,evaluation_only
TSX-2021-03,2021-05-18,PS-00027,23.97768778,-0.6741911687,-19.79463652,evaluation_only
TSX-2021-04,2021-05-29,PS-00027,24.83317117,-0.6982451708,-20.50087572,evaluation_only
TSX-2021-05,2021-06-09,PS-00027,25.7159193,-0.7230657873,-21.22962315,evaluation_only
TSX-2021-06,2021-06-20,PS-00027,26.62674306,-0.7486758185,-21.98154824,evaluation_only
TSX-2021-07,2021-07-01,PS-00027,27.56769806,-0.7751330632,-22.75834801,evaluation_only
TSX-2021-08,2021-07-12,PS-00027,28.53901525,-0.8024440149,-23.5602131,evaluation_only
TSX-2021-09,2021-07-23,PS-00027,29.53992739,-0.8305871007,-24.38651012,evaluation_only
TSX-2021-10,2021-08-03,PS-00027,30.56919769,-0.8595275454,-25.23621805,evaluation_only
TSX-2021-11,2021-08-14,PS-00027,31.62615742,-0.889246546,-26.10878483,evaluation_only
TSX-2021-12,2021-08-25,PS-00027,32.71071235,-0.9197414528,-27.00413265,evaluation_only
TSX-2021-13,2021-09-05,PS-00027,33.82094294,-0.9509582935,-27.92067687,evaluation_only
TSX-2021-14,2021-09-16,PS-00027,34.95551794,-0.9828596367,-28.85731846,evaluation_only
TSX-2021-15,2021-09-27,PS-00027,36.11369932,-1.015424731,-29.81344816,evaluation_only
TSX-2021-16,2021-10-08,PS-00027,37.29433939,-1.048621306,-30.7881185,evaluation_only
TSX-2020-01,2020-04-28,PS-00028,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00028,0.3403355169,0.01280397328,-0.2678112303,evaluation_only
TSX-2020-03,2020-05-20,PS-00028,0.6827174201,0.02568493493,-0.5372327693,evaluation_only
TSX-2020-04,2020-05-31,PS-00028,1.027369292,0.03865129647,-0.8084405544,evaluation_only
TSX-2020-05,2020-06-11,PS-00028,1.374506233,0.05171115035,-1.08160385,evaluation_only
TSX-2020-06,2020-06-22,PS-00028,1.724443512,0.06487635747,-1.356970741,evaluation_only
TSX-2020-07,2020-07-03,PS-00028,2.077682108,0.07816576548,-1.63493545,evaluation_only
TSX-2020-08,2020-07-14,PS-00028,2.434629948,0.09159472125,-1.915818976,evaluation_only
TSX-2020-09,2020-07-25,PS-00028,2.795665497,0.1051774633,-2.199919136,evaluation_only
TSX-2020-10,2020-08-05,PS-00028,3.161148221,0.1189275152,-2.487518793,evaluation_only
TSX-2020-11,2020-08-16,PS-00028,3.531606664,0.1328647618,-2.779033861,evaluation_only
TSX-2020-12,2020-08-27,PS-00028,3.907756025,0.1470161099,-3.075027133,evaluation_only
TSX-2020-13,2020-09-07,PS-00028,4.290069289,0.161399354,-3.375870802,evaluation_only
TSX-2020-14,2020-09-18,PS-00028,4.679244077,0.1760407397,-3.682113829,evaluation_only
TSX-2020-15,2020-09-29,PS-00028,5.07622396,0.1909757658,-3.994498712,evaluation_only
TSX-2020-16,2020-10-10,PS-00028,5.482048757,0.2062435518,-4.31384369,evaluation_only
TSX-2020-17,2020-10-21,PS-00028,5.897655474,0.2218793495,-4.640886096,evaluation_only
TSX-2020-18,2020-11-01,PS-00028,6.323561497,0.2379026239,-4.976033063,evaluation_only
TSX-2021-01,2021-04-26,PS-00028,15.98064655,0.6012178022,-12.57522768,evaluation_only
TSX-2021-02,2021-05-07,PS-00028,16.77177935,0.6309814992,-13.1977729,evaluation_only
TSX-2021-03,2021-05-18,PS-00028,17.59265306,0.6618640974,-13.84372134,evaluation_only
TSX-2021-04,2021-05-29,PS-00028,18.44258514,0.6938399188,-14.51253593,evaluation_only
TSX-2021-05,2021-06-09,PS-00028,19.92981521,0.7497919223,-15.68284256,evaluation_only
TSX-2021-06,2021-06-20,PS-00028,22.05385132,0.8297016006,-17.35425415,evaluation_only
TSX-2021-07,2021-07-01,PS-00028,24.20600365,0.9106690563,-19.04779048,evaluation_only
TSX-2021-08,2021-07-12,PS-00028,26.38539948,0.9926614567,-20.76276482,evaluation_only
TSX-2021-09,2021-07-23,PS-00028,28.59048558,1.075620367,-22.49795492,evaluation_only
TSX-2021-10,2021-08-03,PS-00028,30.81953931,1.159480978,-24.25200525,evaluation_only
TSX-2021-11,2021-08-14,PS-00028,33.07137652,1.24419874,-26.02398397,evaluation_only
TSX-2021-12,2021-08-25,PS-00028,35.34534543,1.329749133,-27.8133782,evaluation_only
TSX-2021-13,2021-09-05,PS-00028,37.63961876,1.416063411,-29.61875005,evaluation_only
TSX-2021-14,2021-09-16,PS-00028,39.95288198,1.503092119,-31.43906512,evaluation_only
TSX-2021-15,2021-09-27,PS-00028,42.28431915,1.590804561,-33.27368133,evaluation_only
TSX-2021-16,2021-10-08,PS-00028,44.63290604,1.679162203,-35.12179271,evaluation_only
TSX-2020-01,2020-04-28,PS-00029,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00029,0.296106507,0.009500522371,-0.2339709294,evaluation_only
TSX-2020-03,2020-05-20,PS-00029,0.5938457678,0.01905343134,-0.4692319922,evaluation_only
TSX-2020-04,2020-05-31,PS-00029,0.8934077352,0.02866482152,-0.7059332813,evaluation_only
TSX-2020-05,2020-06-11,PS-00029,1.194975188,0.03834055734,-0.9442192211,evaluation_only
TSX-2020-06,2020-06-22,PS-00029,1.498815417,0.04808921473,-1.184301012,evaluation_only
TSX-2020-07,2020-07-03,PS-00029,1.805352408,0.05792439724,-1.426513672,evaluation_only
TSX-2020-08,2020-07-14,PS-00029,2.114931609,0.06785718851,-1.671130159,evaluation_only
TSX-2020-09,2020-07-25,PS-00029,2.42787359,0.07789787394,-1.918403773,evaluation_only
TSX-2020-10,2020-08-05,PS-00029,2.744482871,0.088056224,-2.168575133,evaluation_only
TSX-2020-11,2020-08-16,PS-00029,3.065206633,0.09834658645,-2.421997584,evaluation_only
TSX-2020-12,2020-08-27,PS-00029,3.390649558,0.1087883623,-2.679148919,evaluation_only
TSX-2020-13,2020-09-07,PS-00029,3.721211912,0.1193943942,-2.940345413,evaluation_only
TSX-2020-14,2020-09-18,PS-00029,4.057483511,0.1301836061,-3.206053111,evaluation_only
TSX-2020-15,2020-09-29,PS-00029,4.400261703,0.1411815808,-3.476902046,evaluation_only
TSX-2020-16,2020-10-10,PS-00029,4.750425042,0.1524165066,-3.753586415,evaluation_only
TSX-2020-17,2020-10-21,PS-00029,5.108765309,0.1639137876,-4.036731848,evaluation_only
TSX-2020-18,2020-11-01,PS-00029,5.475720163,0.1756874661,-4.326684166,evaluation_only
TSX-2021-01,2021-04-26,PS-00029,13.7364631,0.4407318713,-10.85397639,evaluation_only
TSX-2021-02,2021-05-07,PS-00029,14.41046598,0.462357129,-11.38654518,evaluation_only
TSX-2021-03,2021-05-18,PS-00029,15.10950632,0.4847857086,-11.9388975,evaluation_only
TSX-2021-04,2021-05-29,PS-00029,15.83300896,0.5079991565,-12.51057891,evaluation_only
TSX-2021-05,2021-06-09,PS-00029,17.02278262,0.5461728239,-13.4506881,evaluation_only
TSX-2021-06,2021-06-20,PS-00029,18.67841299,0.5992934172,-14.7588977,evaluation_only
TSX-2021-07,2021-07-01,PS-00029,20.35771297,0.6531734456,-16.08581004,evaluation_only
TSX-2021-08,2021-07-12,PS-00029,22.05994688,0.7077893052,-17.43084381,evaluation_only
TSX-2021-09,2021-07-23,PS-00029,23.78380478,0.7630989662,-18.79296394,evaluation_only
TSX-2021-10,2021-08-03,PS-00029,25.52783373,0.8190558115,-20.17102239,evaluation_only
TSX-2021-11,2021-08-14,PS-00029,27.29103519,0.8756278036,-21.56423016,evaluation_only
TSX-2021-12,2021-08-25,PS-00029,29.0728599,0.9327973189,-22.97215323,evaluation_only
TSX-2021-13,2021-09-05,PS-00029,30.87176658,0.9905149062,-24.39357376,evaluation_only
TSX-2021-14,2021-09-16,PS-00029,32.68664666,1.048744997,-25.8276158,evaluation_only
TSX-2021-15,2021-09-27,PS-00029,34.51681231,1.107465522,-27.27373585,evaluation_only
TSX-2021-16,2021-10-08,PS-00029,36.36139988,1.166648773,-28.7312515,evaluation_only
TSX-2020-01,2020-04-28,PS-00030,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00030,0.3905603896,0.0310214048,-0.2977360683,evaluation_only
TSX-2020-03,2020-05-20,PS-00030,0.7811461929,0.06204482817,-0.5954915102,evaluation_only
TSX-2020-04,2020-05-31,PS-00030,1.171761077,0.09307056136,-0.8932691213,evaluation_only
TSX-2020-05,2020-06-11,PS-00030,1.562408572,0.1240988848,-1.191071593,evaluation_only
TSX-2020-06,2020-06-22,PS-00030,1.953093806,0.1551302057,-1.488902834,evaluation_only
TSX-2020-07,2020-07-03,PS-00030,2.34382487,0.1861651668,-1.786769012,evaluation_only
TSX-2020-08,2020-07-14,PS-00030,2.734608367,0.2172042926,-2.084675162,evaluation_only
TSX-2020-09,2020-07-25,PS-00030,3.125450429,0.2482480701,-2.382625958,evaluation_only
TSX-2020-10,2020-08-05,PS-00030,3.516356886,0.2792969623,-2.680625844,evaluation_only
TSX-2020-11,2020-08-16,PS-00030,3.907336262,0.3103516463,-2.978681318,evaluation_only
TSX-2020-12,2020-08-27,PS-00030,4.298400061,0.3414130359,-3.276801151,evaluation_only
TSX-2020-13,2020-09-07,PS-00030,4.689555919,0.3724817375,-3.574991163,evaluation_only
TSX-2020-14,2020-09-18,PS-00030,5.080815056,0.4035586424,-3.873259907,evaluation_only
TSX-2020-15,2020-09-29,PS-00030,5.472192617,0.4346449534,-4.17161893,evaluation_only
TSX-2020-16,2020-10-10,PS-00030,5.863705282,0.4657419955,-4.470080947,evaluation_only
TSX-2020-17,2020-10-21,PS-00030,6.255368088,0.496850963,-4.768657421,evaluation_only
TSX-2020-18,2020-11-01,PS-00030,6.647189375,0.5279725182,-5.067354709,evaluation_only
TSX-2021-01,2021-04-26,PS-00030,12.96098316,1.029464113,-9.880551814,evaluation_only
TSX-2021-02,2021-05-07,PS-00030,13.35854476,1.06104161,-10.18362512,evaluation_only
TSX-2021-03,2021-05-18,PS-00030,13.75657644,1.092656444,-10.48705678,evaluation_only
TSX-2021-04,2021-05-29,PS-00030,14.15506735,1.124307753,-10.79083852,evaluation_only
TSX-2021-05,2021-06-09,PS-00030,15.14547659,1.202973913,-11.54585762,evaluation_only
TSX-2021-06,2021-06-20,PS-00030,16.72779637,1.328654305,-12.75210814,evaluation_only
TSX-2021-07,2021-07-01,PS-00030,18.31056054,1.454369992,-13.95869742,evaluation_only
TSX-2021-08,2021-07-12,PS-00030,19.89375522,1.580119875,-15.1656149,evaluation_only
TSX-2021-09,2021-07-23,PS-00030,21.47735569,1.705901988,-16.37284171,evaluation_only
TSX-2021-10,2021-08-03,PS-00030,23.06133449,1.831714152,-17.58035695,evaluation_only
TSX-2021-11,2021-08-14,PS-00030,24.6456728,1.95755487,-18.78814625,evaluation_only
TSX-2021-12,2021-08-25,PS-00030,26.23036027,2.083423321,-19.99620172,evaluation_only
TSX-2021-13,2021-09-05,PS-00030,27.81536778,2.209317193,-21.20450118,evaluation_only
TSX-2021-14,2021-09-16,PS-00030,29.40067441,2.335234824,-22.41302866,evaluation_only
TSX-2021-15,2021-09-27,PS-00030,30.9862672,2.461175183,-23.62177428,evaluation_only
TSX-2021-16,2021-10-08,PS-00030,32.57212984,2.587136976,-24.83072563,evaluation_only
TSX-2020-01,2020-04-28,PS-00031,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00031,0.3744342819,-0.0248414542,-0.3175251377,evaluation_only
TSX-2020-03,2020-05-20,PS-00031,0.7451356717,-0.04943525355,-0.6318847345,evaluation_only
TSX-2020-04,2020-05-31,PS-00031,1.112261063,-0.07379180698,-0.9432118379,evaluation_only
TSX-2020-05,2020-06-11,PS-00031,1.475965029,-0.0979213695,-1.251637528,evaluation_only
TSX-2020-06,2020-06-22,PS-00031,1.836431874,-0.1218361686,-1.557318098,evaluation_only
TSX-2020-07,2020-07-03,PS-00031,2.193901914,-0.1455521478,-1.860457339,evaluation_only
TSX-2020-08,2020-07-14,PS-00031,2.548591727,-0.1690836757,-2.16123891,evaluation_only
TSX-2020-09,2020-07-25,PS-00031,2.900712745,-0.1924447795,-2.459842109,evaluation_only
TSX-2020-10,2020-08-05,PS-00031,3.250472989,-0.2156492602,-2.756443342,evaluation_only
TSX-2020-11,2020-08-16,PS-00031,3.59813771,-0.2387147157,-3.051267545,evaluation_only
TSX-2020-12,2020-08-27,PS-00031,3.944037058,-0.2616630493,-3.344594687,evaluation_only
TSX-2020-13,2020-09-07,PS-00031,4.288431225,-0.2845115232,-3.636645417,evaluation_only
TSX-2020-14,2020-09-18,PS-00031,4.63166287,-0.3072828708,-3.927710314,evaluation_only
TSX-2020-15,2020-09-29,PS-00031,4.974167608,-0.3300059925,-4.218158783,evaluation_only
TSX-2020-16,2020-10-10,PS-00031,5.316432894,-0.3527132281,-4.508404195,evaluation_only
TSX-2020-17,2020-10-21,PS-00031,5.658927831,-0.3754356996,-4.798844352,evaluation_only
TSX-2020-18,2020-11-01,PS-00031,6.001988167,-0.3981956819,-5.089763977,evaluation_only
TSX-2021-01,2021-04-26,PS-00031,12.56274253,-0.8334621274,-10.65336895,evaluation_only
TSX-2021-02,2021-05-07,PS-00031,13.04848144,-0.8656879718,-11.06528186,evaluation_only
TSX-2021-03,2021-05-18,PS-00031,13.55239887,-0.8991198515,-11.49261039,evaluation_only
TSX-2021-04,2021-05-29,PS-00031,14.0749031,-0.9337848527,-11.93570077,evaluation_only
TSX-2021-05,2021-06-09,PS-00031,14.6160727,-0.969688189,-12.39461962,evaluation_only
TSX-2021-06,2021-06-20,PS-00031,15.17636459,-1.006860174,-12.86975443,evaluation_only
TSX-2021-07,2021-07-01,PS-00031,15.75704938,-1.045385103,-13.36218267,evaluation_only
TSX-2021-08,2021-07-12,PS-00031,16.3582117,-1.085268594,-13.87197614,evaluation_only
TSX-2021-09,2021-07-23,PS-00031,16.97929384,-1.126473645,-14.39866187,evaluation_only
TSX-2021-10,2021-08-03,PS-00031,17.61944419,-1.168943756,-14.94151768,evaluation_only
TSX-2021-11,2021-08-14,PS-00031,18.27818506,-1.212647236,-15.5001385,evaluation_only
TSX-2021-12,2021-08-25,PS-00031,18.95541629,-1.25757744,-16.07443939,evaluation_only
TSX-2021-13,2021-09-05,PS-00031,19.64986675,-1.303650036,-16.6633424,evaluation_only
TSX-2021-14,2021-09-16,PS-00031,20.36065011,-1.350806221,-17.26609593,evaluation_only
TSX-2021-15,2021-09-27,PS-00031,21.08726708,-1.39901287,-17.88227656,evaluation_only
TSX-2021-16,2021-10-08,PS-00031,21.82895867,-1.44821963,-18.51124067,evaluation_only
TSX-2020-01,2020-04-28,PS-00032,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00032,0.5080046226,-0.02120284943,-0.4234470951,evaluation_only
TSX-2020-03,2020-05-20,PS-00032,1.014567138,-0.0423455089,-0.8456921223,evaluation_only
TSX-2020-04,2020-05-31,PS-00032,1.520006834,-0.06344130466,-1.267001223,evaluation_only
TSX-2020-05,2020-06-11,PS-00032,2.024632172,-0.08450311117,-1.687631517,evaluation_only
TSX-2020-06,2020-06-22,PS-00032,2.528870297,-0.1055487564,-2.107939049,evaluation_only
TSX-2020-07,2020-07-03,PS-00032,3.033369007,-0.1266052777,-2.528463792,evaluation_only
TSX-2020-08,2020-07-14,PS-00032,3.538664505,-0.147695055,-2.949652697,evaluation_only
TSX-2020-09,2020-07-25,PS-00032,4.045257205,-0.1688389743,-3.371922885,evaluation_only
TSX-2020-10,2020-08-05,PS-00032,4.55362421,-0.1900569487,-3.795672043,evaluation_only
TSX-2020-11,2020-08-16,PS-00032,5.06444349,-0.2113772749,-4.221465295,evaluation_only
TSX-2020-12,2020-08-27,PS-00032,5.578614851,-0.2328375087,-4.650052674,evaluation_only
TSX-2020-13,2020-09-07,PS-00032,6.096748763,-0.2544631295,-5.081943035,evaluation_only
TSX-2020-14,2020-09-18,PS-00032,6.619722822,-0.276290766,-5.517867899,evaluation_only
TSX-2020-15,2020-09-29,PS-00032,7.148707164,-0.2983692567,-5.958802632,evaluation_only
TSX-2020-16,2020-10-10,PS-00032,7.684986052,-0.3207522037,-6.405817733,evaluation_only
TSX-2020-17,2020-10-21,PS-00032,8.229720611,-0.3434880693,-6.859881055,evaluation_only
TSX-2020-18,2020-11-01,PS-00032,8.783571211,-0.3666044158,-7.32154305,evaluation_only
TSX-2021-01,2021-04-26,PS-00032,20.65041911,-0.8618971319,-17.21315043,evaluation_only
TSX-2021-02,2021-05-07,PS-00032,21.59205934,-0.9011988531,-17.99805435,evaluation_only
TSX-2021-03,2021-05-18,PS-00032,22.56668934,-0.9418774852,-18.81045688,evaluation_only
TSX-2021-04,2021-05-29,PS-00032,23.57352976,-0.9839004998,-19.64970839,evaluation_only
TSX-2021-05,2021-06-09,PS-00032,24.61440865,-1.027344196,-20.51733267,evaluation_only
TSX-2021-06,2021-06-20,PS-00032,25.68877292,-1.072185488,-21.41286868,evaluation_only
TSX-2021-07,2021-07-01,PS-00032,26.79432466,-1.118328468,-22.33440098,evaluation_only
TSX-2021-08,2021-07-12,PS-00032,27.93005577,-1.16573106,-23.2810893,evaluation_only
TSX-2021-09,2021-07-23,PS-00032,29.09414621,-1.2143173,-24.25141652,evaluation_only
TSX-2021-10,2021-08-03,PS-00032,30.28457332,-1.264002766,-25.24369667,evaluation_only
TSX-2021-11,2021-08-14,PS-00032,31.49995608,-1.31472982,-26.25677859,evaluation_only
TSX-2021-12,2021-08-25,PS-00032,32.73954778,-1.366467294,-27.29003986,evaluation_only
TSX-2021-13,2021-09-05,PS-00032,34.00119943,-1.419125496,-28.34168921,evaluation_only
TSX-2021-14,2021-09-16,PS-00032,35.28337302,-1.472640233,-29.4104446,evaluation_only
TSX-2021-15,2021-09-27,PS-00032,36.58512463,-1.526972107,-30.49551925,evaluation_only
TSX-2021-16,2021-10-08,PS-00032,37.90526149,-1.582071336,-31.59591892,evaluation_only
TSX-2020-01,2020-04-28,PS-00033,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00033,0.3855444952,0.02987804187,-0.2943501763,evaluation_only
TSX-2020-03,2020-05-20,PS-00033,0.7710883529,0.05975603434,-0.5886998659,evaluation_only
TSX-2020-04,2020-05-31,PS-00033,1.156631816,0.08963399621,-0.8830492541,evaluation_only
TSX-2020-05,2020-06-11,PS-00033,1.542175118,0.1195119457,-1.17739852,evaluation_only
TSX-2020-06,2020-06-22,PS-00033,1.927718587,0.149389908,-1.471747913,evaluation_only
TSX-2020-07,2020-07-03,PS-00033,2.313262722,0.179267922,-1.766097814,evaluation_only
TSX-2020-08,2020-07-14,PS-00033,2.698807936,0.2091460195,-2.060448539,evaluation_only
TSX-2020-09,2020-07-25,PS-00033,3.084354613,0.2390242305,-2.354800381,evaluation_only
TSX-2020-10,2020-08-05,PS-00033,3.46990312,0.2689025832,-2.64915362,evaluation_only
TSX-2020-11,2020-08-16,PS-00033,3.85545398,0.2987811183,-2.943508656,evaluation_only
TSX-2020-12,2020-08-27,PS-00033,4.241007889,0.3286598898,-3.23786602,evaluation_only
TSX-2020-13,2020-09-07,PS-00033,4.62656532,0.3585389341,-3.532226071,evaluation_only
TSX-2020-14,2020-09-18,PS-00033,5.01212695,0.3884183039,-3.82658933,evaluation_only
TSX-2020-15,2020-09-29,PS-00033,5.397693689,0.4182980695,-4.120956489,evaluation_only
TSX-2020-16,2020-10-10,PS-00033,5.783266533,0.4481783083,-4.415328309,evaluation_only
TSX-2020-17,2020-10-21,PS-00033,6.168846385,0.4780590901,-4.709705478,evaluation_only
TSX-2020-18,2020-11-01,PS-00033,6.554433753,0.5079404545,-5.004088386,evaluation_only
TSX-2021-01,2021-04-26,PS-00033,12.72622653,0.9862278771,-9.716043333,evaluation_only
TSX-2021-02,2021-05-07,PS-00033,13.11212269,1.016133172,-10.01066199,evaluation_only
TSX-2021-03,2021-05-18,PS-00033,13.49804492,1.046040486,-10.30530056,evaluation_only
TSX-2021-04,2021-05-29,PS-00033,13.8839926,1.075949773,-10.59995855,evaluation_only
TSX-2021-05,2021-06-09,PS-00033,14.34900561,1.111986283,-10.95498025,evaluation_only
TSX-2021-06,2021-06-20,PS-00033,14.89308351,1.154149983,-11.37036532,evaluation_only
TSX-2021-07,2021-07-01,PS-00033,15.43718605,1.196315592,-11.7857692,evaluation_only
TSX-2021-08,2021-07-12,PS-00033,15.98131244,1.23848305,-12.20119128,evaluation_only
TSX-2021-09,2021-07-23,PS-00033,16.52546125,1.280652245,-12.61663049,evaluation_only
TSX-2021-10,2021-08-03,PS-00033,17.06963091,1.322823055,-13.03208561,evaluation_only
TSX-2021-11,2021-08-14,PS-00033,17.61382032,1.364995397,-13.44755581,evaluation_only
TSX-2021-12,2021-08-25,PS-00033,18.15802891,1.407169224,-13.86304065,evaluation_only
TSX-2021-13,2021-09-05,PS-00033,18.70225498,1.449344406,-14.27853884,evaluation_only
TSX-2021-14,2021-09-16,PS-00033,19.24649734,1.49152085,-14.69404947,evaluation_only
TSX-2021-15,2021-09-27,PS-00033,19.79075524,1.5336985,-15.10957196,evaluation_only
TSX-2021-16,2021-10-08,PS-00033,20.33502776,1.575877281,-15.52510561,evaluation_only
TSX-2020-01,2020-04-28,PS-00034,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00034,0.2424441134,-0.01551425733,-0.2052604595,evaluation_only
TSX-2020-03,2020-05-20,PS-00034,0.4883833048,-0.03125216843,-0.4134799571,evaluation_only
TSX-2020-04,2020-05-31,PS-00034,0.7382238282,-0.04723972992,-0.6250024392,evaluation_only
TSX-2020-05,2020-06-11,PS-00034,0.9923567488,-0.06350196649,-0.8401589936,evaluation_only
TSX-2020-06,2020-06-22,PS-00034,1.251353028,-0.08007541458,-1.059433014,evaluation_only
TSX-2020-07,2020-07-03,PS-00034,1.516117201,-0.09701795631,-1.283590305,evaluation_only
TSX-2020-08,2020-07-14,PS-00034,1.787387019,-0.1143768012,-1.513255471,evaluation_only
TSX-2020-09,2020-07-25,PS-00034,2.065847618,-0.1321957919,-1.749008568,evaluation_only
TSX-2020-10,2020-08-05,PS-00034,2.352150208,-0.1505165999,-1.991400929,evaluation_only
TSX-2020-11,2020-08-16,PS-00034,2.647250152,-0.1694003599,-2.241241394,evaluation_only
TSX-2020-12,2020-08-27,PS-00034,2.952438719,-0.1889297018,-2.499623191,evaluation_only
TSX-2020-13,2020-09-07,PS-00034,3.268572395,-0.2091594328,-2.767271445,evaluation_only
TSX-2020-14,2020-09-18,PS-00034,3.596912239,-0.2301702495,-3.045253807,evaluation_only
TSX-2020-15,2020-09-29,PS-00034,3.939162449,-0.2520712054,-3.335013102,evaluation_only
TSX-2020-16,2020-10-10,PS-00034,4.297201804,-0.2749825255,-3.63813996,evaluation_only
TSX-2020-17,2020-10-21,PS-00034,4.672725373,-0.2990126791,-3.95606948,evaluation_only
TSX-2020-18,2020-11-01,PS-00034,5.066674086,-0.3242218773,-4.289598278,evaluation_only
TSX-2021-01,2021-04-26,PS-00034,16.50498831,-1.056171801,-13.97361825,evaluation_only
TSX-2021-02,2021-05-07,PS-00034,17.55902534,-1.123620754,-14.86599761,evaluation_only
TSX-2021-03,2021-05-18,PS-00034,18.66724697,-1.194537038,-15.80425129,evaluation_only
TSX-2021-04,2021-05-29,PS-00034,19.8284714,-1.268845028,-16.78737873,evaluation_only
TSX-2021-05,2021-06-09,PS-00034,21.04088012,-1.346428354,-17.81384032,evaluation_only
TSX-2021-06,2021-06-20,PS-00034,22.30363303,-1.427233259,-18.88292482,evaluation_only
TSX-2021-07,2021-07-01,PS-00034,23.61784707,-1.511331218,-19.99557786,evaluation_only
TSX-2021-08,2021-07-12,PS-00034,24.98197932,-1.598623495,-21.15049314,evaluation_only
TSX-2021-09,2021-07-23,PS-00034,26.39323237,-1.688931082,-22.3453023,evaluation_only
TSX-2021-10,2021-08-03,PS-00034,27.84848663,-1.782054354,-23.57736422,evaluation_only
TSX-2021-11,2021-08-14,PS-00034,29.34560531,-1.877856575,-24.84486981,evaluation_only
TSX-2021-12,2021-08-25,PS-00034,30.8834238,-1.97626322,-26.14683308,evaluation_only
TSX-2021-13,2021-09-05,PS-00034,32.45860605,-2.077060811,-27.48042962,evaluation_only
TSX-2021-14,2021-09-16,PS-00034,34.06875389,-2.180095889,-28.84362909,evaluation_only
TSX-2021-15,2021-09-27,PS-00034,35.71238217,-2.285273415,-30.2351741,evaluation_only
TSX-2021-16,2021-10-08,PS-00034,37.38761707,-2.392473482,-31.65347822,evaluation_only
TSX-2020-01,2020-04-28,PS-00035,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00035,0.3854510415,0.005414436159,-0.3086539174,evaluation_only
TSX-2020-03,2020-05-20,PS-00035,0.7669549622,0.01077342706,-0.6141471368,evaluation_only
TSX-2020-04,2020-05-31,PS-00035,1.144565427,0.01607772653,-0.9165226313,evaluation_only
TSX-2020-05,2020-06-11,PS-00035,1.518335372,0.02132807816,-1.21582279,evaluation_only
TSX-2020-06,2020-06-22,PS-00035,1.888317013,0.02652521543,-1.512089424,evaluation_only
TSX-2020-07,2020-07-03,PS-00035,2.254561855,0.03166986184,-1.805363778,evaluation_only
TSX-2020-08,2020-07-14,PS-00035,2.617120705,0.03676273107,-2.095686536,evaluation_only
TSX-2020-09,2020-07-25,PS-00035,2.976043678,0.04180452707,-2.383097827,evaluation_only
TSX-2020-10,2020-08-05,PS-00035,3.331380207,0.04679594425,-2.667637236,evaluation_only
TSX-2020-11,2020-08-16,PS-00035,3.683179053,0.05173766755,-2.949343809,evaluation_only
TSX-2020-12,2020-08-27,PS-00035,4.031488316,0.05663037263,-3.228256062,evaluation_only
TSX-2020-13,2020-09-07,PS-00035,4.37635544,0.06147472593,-3.504411987,evaluation_only
TSX-2020-14,2020-09-18,PS-00035,4.717827225,0.06627138486,-3.777849059,evaluation_only
TSX-2020-15,2020-09-29,PS-00035,5.055949834,0.07102099787,-4.048604243,evaluation_only
TSX-2020-16,2020-10-10,PS-00035,5.390768804,0.07572420462,-4.316714005,evaluation_only
TSX-2020-17,2020-10-21,PS-00035,5.722329052,0.08038163604,-4.58221431,evaluation_only
TSX-2020-18,2020-11-01,PS-00035,6.050674883,0.08499391452,-4.845140638,evaluation_only
TSX-2021-01,2021-04-26,PS-00035,10.91420168,0.1533119433,-8.739660142,evaluation_only
TSX-2021-02,2021-05-07,PS-00035,11.19412812,0.1572440739,-8.963814137,evaluation_only
TSX-2021-03,2021-05-18,PS-00035,11.47154217,0.1611409129,-9.185956314,evaluation_only
TSX-2021-04,2021-05-29,PS-00035,11.74647799,0.1650029403,-9.406114026,evaluation_only
TSX-2021-05,2021-06-09,PS-00035,12.01896929,0.1688306293,-9.624314253,evaluation_only
TSX-2021-06,2021-06-20,PS-00035,12.28904928,0.1726244467,-9.840583609,evaluation_only
TSX-2021-07,2021-07-01,PS-00035,12.55675076,0.1763848532,-10.05494835,evaluation_only
TSX-2021-08,2021-07-12,PS-00035,12.82210607,0.1801123029,-10.26743436,evaluation_only
TSX-2021-09,2021-07-23,PS-00035,13.08514711,0.183807244,-10.4780672,evaluation_only
TSX-2021-10,2021-08-03,PS-00035,13.34590533,0.1874701184,-10.68687205,evaluation_only
TSX-2021-11,2021-08-14,PS-00035,13.60441177,0.191101362,-10.89387376,evaluation_only
