realization_id,point_id,date,true_settlement_mm,provenance
R04,P-V04-W005,2019-01-01,291.4844297,S
R04,P-V04-W005,2019-04-01,291.4844297,S
R04,P-V04-W005,2019-07-01,292.893848,S
R04,P-V04-W005,2019-10-01,294.1182731,S
R04,P-V04-W005,2020-01-01,294.1182731,S
R04,P-V04-W005,2020-04-01,294.5030319,S
R04,P-V04-W005,2020-07-01,295.0229754,S
R04,P-V04-W005,2020-10-01,295.0229754,S
R04,P-V04-W005,2021-01-01,295.0229754,S
R04,P-V04-W005,2021-04-01,295.0229754,S
R04,P-V04-W005,2021-07-01,296.4811469,S
R04,P-V04-W005,2021-10-01,296.4811469,S
R04,P-V04-W005,2022-01-01,296.4811469,S
R04,P-V04-W005,2022-04-01,296.4811469,S
R04,P-V04-W005,2022-07-01,296.4811469,S
R04,P-V04-W005,2022-10-01,296.4811469,S
R04,P-V04-W005,2023-01-01,296.4811469,S
R04,P-V04-W005,2023-04-01,296.4811469,S
R04,P-V04-W005,2023-07-01,296.4811469,S
R04,P-V04-W005,2023-10-01,297.3084971,S
R04,P-V04-W005,2024-01-01,297.8662203,S
R04,P-V04-W005,2024-04-01,298.3505796,S
R04,P-V04-W005,2024-07-01,298.6389414,S
R04,P-V04-W005,2024-10-01,298.6389414,S
R04,P-V04-W005,2025-01-01,299.726542,S
R04,P-V04-W005,2025-04-01,300.7581873,S
R04,P-V04-W005,2025-07-01,300.7581873,S
R04,P-V04-W005,2025-10-01,301.029709,S
R04,P-V04-W006,2018-01-01,234.9422204,S
R04,P-V04-W006,2018-04-01,235.9603617,S
R04,P-V04-W006,2018-07-01,237.0418254,S
R04,P-V04-W006,2018-10-01,237.0418254,S
R04,P-V04-W006,2019-01-01,238.0435843,S
R04,P-V04-W006,2019-04-01,239.6236747,S
R04,P-V04-W006,2019-07-01,239.9739679,S
R04,P-V04-W006,2019-10-01,240.2616778,S
R04,P-V04-W006,2020-01-01,241.1002995,S
R04,P-V04-W006,2020-04-01,241.2022565,S
R04,P-V04-W006,2020-07-01,242.0511825,S
R04,P-V04-W006,2020-10-01,242.0511825,S
R04,P-V04-W006,2021-01-01,242.0511825,S
R04,P-V04-W006,2021-04-01,242.0511825,S
R04,P-V04-W006,2021-07-01,242.850712,S
R04,P-V04-W006,2021-10-01,242.850712,S
R04,P-V04-W006,2022-01-01,244.095356,S
R04,P-V04-W006,2022-04-01,244.095356,S
R04,P-V04-W006,2022-07-01,244.095356,S
R04,P-V04-W006,2022-10-01,244.095356,S
R04,P-V04-W006,2023-01-01,244.095356,S
R04,P-V04-W006,2023-04-01,244.095356,S
R04,P-V04-W006,2023-07-01,244.5605395,S
R04,P-V04-W006,2023-10-01,245.8327381,S
R04,P-V04-W006,2024-01-01,245.991218,S
R04,P-V04-W006,2024-04-01,248.8643908,S
R04,P-V04-W006,2024-07-01,249.3680149,S
R04,P-V04-W006,2024-10-01,249.5318648,S
R04,P-V04-W006,2025-01-01,249.7884568,S
R04,P-V04-W006,2025-04-01,250.8020646,S
R04,P-V04-W006,2025-07-01,252.2263901,S
R04,P-V04-W006,2025-10-01,252.2263901,S
R04,P-V04-W007,2018-01-01,183.8686348,S
R04,P-V04-W007,2018-04-01,193.8532758,S
R04,P-V04-W007,2018-07-01,201.1878053,S
R04,P-V04-W007,2018-10-01,207.9507235,S
R04,P-V04-W007,2019-01-01,216.3620928,S
R04,P-V04-W007,2019-04-01,225.1037647,S
R04,P-V04-W007,2019-07-01,233.3677027,S
R04,P-V04-W007,2019-10-01,241.1740307,S
R04,P-V04-W007,2020-01-01,248.9475005,S
R04,P-V04-W007,2020-04-01,257.6189812,S
R04,P-V04-W007,2020-07-01,266.2977844,S
R04,P-V04-W007,2020-10-01,273.5853246,S
R04,P-V04-W007,2021-01-01,282.4367569,S
R04,P-V04-W007,2021-04-01,290.6547519,S
R04,P-V04-W007,2021-07-01,298.6200857,S
R04,P-V04-W007,2021-10-01,307.9092543,S
R04,P-V04-W007,2022-01-01,317.9427914,S
R04,P-V04-W007,2022-04-01,326.10831,S
R04,P-V04-W007,2022-07-01,336.1334486,S
R04,P-V04-W007,2022-10-01,345.5763392,S
R04,P-V04-W007,2023-01-01,356.6194884,S
R04,P-V04-W007,2023-04-01,365.1832244,S
R04,P-V04-W007,2023-07-01,374.9682439,S
R04,P-V04-W007,2023-10-01,382.3238587,S
R04,P-V04-W007,2024-01-01,389.8352905,S
R04,P-V04-W007,2024-04-01,397.5947135,S
R04,P-V04-W007,2024-07-01,405.7255039,S
R04,P-V04-W007,2024-10-01,412.7417678,S
R04,P-V04-W007,2025-01-01,419.6783826,S
R04,P-V04-W007,2025-04-01,428.4667906,S
R04,P-V04-W007,2025-07-01,436.3683114,S
R04,P-V04-W007,2025-10-01,443.7600505,S
R04,P-V05-REF-A,2018-01-01,0,S
R04,P-V05-REF-A,2018-04-01,0,S
R04,P-V05-REF-A,2018-07-01,0,S
R04,P-V05-REF-A,2018-10-01,0,S
R04,P-V05-REF-A,2019-01-01,0,S
R04,P-V05-REF-A,2019-04-01,0,S
R04,P-V05-REF-A,2019-07-01,0,S
R04,P-V05-REF-A,2019-10-01,0,S
R04,P-V05-REF-A,2020-01-01,0,S
R04,P-V05-REF-A,2020-04-01,0,S
R04,P-V05-REF-A,2020-07-01,0,S
R04,P-V05-REF-A,2020-10-01,0,S
R04,P-V05-REF-A,2021-01-01,0,S
R04,P-V05-REF-A,2021-04-01,0,S
R04,P-V05-REF-A,2021-07-01,0,S
R04,P-V05-REF-A,2021-10-01,0,S
R04,P-V05-REF-A,2022-01-01,0,S
R04,P-V05-REF-A,2022-04-01,0,S
R04,P-V05-REF-A,2022-07-01,0,S
R04,P-V05-REF-A,2022-10-01,0,S
R04,P-V05-REF-A,2023-01-01,0,S
R04,P-V05-REF-A,2023-04-01,0,S
R04,P-V05-REF-A,2023-07-01,0,S
R04,P-V05-REF-A,2023-10-01,0,S
R04,P-V05-REF-A,2024-01-01,0,S
R04,P-V05-REF-A,2024-04-01,0,S
R04,P-V05-REF-A,2024-07-01,0,S
R04,P-V05-REF-A,2024-10-01,0,S
R04,P-V05-REF-A,2025-01-01,0,S
R04,P-V05-REF-A,2025-04-01,0,S
R04,P-V05-REF-A,2025-07-01,0,S
R04,P-V05-REF-A,2025-10-01,0,S
R04,P-V05-REF-B,2018-01-01,0,S
R04,P-V05-REF-B,2018-04-01,0,S
R04,P-V05-REF-B,2018-07-01,0,S
R04,P-V05-REF-B,2018-10-01,0,S
R04,P-V05-REF-B,2019-01-01,0,S
R04,P-V05-REF-B,2019-04-01,0,S
R04,P-V05-REF-B,2019-07-01,0,S
R04,P-V05-REF-B,2019-10-01,0,S
R04,P-V05-REF-B,2020-01-01,0,S
R04,P-V05-REF-B,2020-04-01,0,S
R04,P-V05-REF-B,2020-07-01,0,S
R04,P-V05-REF-B,2020-10-01,0,S
R04,P-V05-REF-B,2021-01-01,0,S
R04,P-V05-REF-B,2021-04-01,0,S
R04,P-V05-REF-B,2021-07-01,0,S
R04,P-V05-REF-B,2021-10-01,0,S
R04,P-V05-REF-B,2022-01-01,0,S
R04,P-V05-REF-B,2022-04-01,0,S
R04,P-V05-REF-B,2022-07-01,0,S
R04,P-V05-REF-B,2022-10-01,0,S
R04,P-V05-REF-B,2023-01-01,0,S
R04,P-V05-REF-B,2023-04-01,0,S
R04,P-V05-REF-B,2023-07-01,0,S
R04,P-V05-REF-B,2023-10-01,0,S
R04,P-V05-REF-B,2024-01-01,0,S
R04,P-V05-REF-B,2024-04-01,0,S
R04,P-V05-REF-B,2024-07-01,0,S
R04,P-V05-REF-B,2024-10-01,0,S
R04,P-V05-REF-B,2025-01-01,0,S
R04,P-V05-REF-B,2025-04-01,0,S
R04,P-V05-REF-B,2025-07-01,0,S
R04,P-V05-REF-B,2025-10-01,0,S
R04,P-V05-W001,2018-01-01,1205.448915,S
R04,P-V05-W001,2018-04-01,1210.585499,S
R04,P-V05-W001,2018-07-01,1216.73659,S
R04,P-V05-W001,2018-10-01,1222.691219,S
R04,P-V05-W001,2019-01-01,1229.369634,S
R04,P-V05-W001,2019-04-01,1234.75871,S
R04,P-V05-W001,2019-07-01,1241.514549,S
R04,P-V05-W001,2019-10-01,1247.834206,S
R04,P-V05-W001,2020-01-01,1255.85868,S
R04,P-V05-W001,2020-04-01,1261.043403,S
R04,P-V05-W001,2020-07-01,1267.090362,S
R04,P-V05-W001,2020-10-01,1273.10315,S
R04,P-V05-W001,2021-01-01,1279.078524,S
R04,P-V05-W001,2021-04-01,1284.787469,S
R04,P-V05-W001,2021-07-01,1291.286533,S
R04,P-V05-W001,2021-10-01,1296.193595,S
R04,P-V05-W001,2022-01-01,1302.950424,S
R04,P-V05-W001,2022-04-01,1308.300264,S
R04,P-V05-W001,2022-07-01,1313.963044,S
R04,P-V05-W001,2022-10-01,1321.159715,S
R04,P-V05-W001,2023-01-01,1329.220438,S
R04,P-V05-W001,2023-04-01,1334.864294,S
R04,P-V05-W001,2023-07-01,1340.437836,S
R04,P-V05-W001,2023-10-01,1346.415423,S
R04,P-V05-W001,2024-01-01,1351.383521,S
R04,P-V05-W001,2024-04-01,1357.383901,S
R04,P-V05-W001,2024-07-01,1362.45552,S
R04,P-V05-W001,2024-10-01,1366.834011,S
R04,P-V05-W001,2025-01-01,1376.947585,S
R04,P-V05-W001,2025-04-01,1391.917127,S
R04,P-V05-W001,2025-07-01,1413.9998,S
R04,P-V05-W001,2025-10-01,1445.653835,S
R04,P-V05-W002,2018-01-01,1284.147065,S
R04,P-V05-W002,2018-04-01,1309.421809,S
R04,P-V05-W002,2018-07-01,1330.449911,S
R04,P-V05-W002,2018-10-01,1350.666697,S
R04,P-V05-W002,2019-01-01,1369.361857,S
R04,P-V05-W002,2019-04-01,1385.492938,S
R04,P-V05-W002,2019-07-01,1401.421197,S
R04,P-V05-W002,2019-10-01,1414.062753,S
R04,P-V05-W002,2020-01-01,1427.959533,S
R04,P-V05-W002,2020-04-01,1440.068549,S
R04,P-V05-W002,2020-07-01,1452.627217,S
R04,P-V05-W002,2020-10-01,1461.402422,S
R04,P-V05-W002,2021-01-01,1471.126951,S
R04,P-V05-W002,2021-04-01,1478.821587,S
R04,P-V05-W002,2021-07-01,1485.748701,S
R04,P-V05-W002,2021-10-01,1493.119598,S
R04,P-V05-W002,2022-01-01,1500.364618,S
R04,P-V05-W002,2022-04-01,1506.711994,S
R04,P-V05-W002,2022-07-01,1512.38386,S
R04,P-V05-W002,2022-10-01,1518.78867,S
R04,P-V05-W002,2023-01-01,1524.964773,S
R04,P-V05-W002,2023-04-01,1530.777229,S
R04,P-V05-W002,2023-07-01,1534.642856,S
R04,P-V05-W002,2023-10-01,1539.315832,S
R04,P-V05-W002,2024-01-01,1546.333979,S
R04,P-V05-W002,2024-04-01,1551.765852,S
R04,P-V05-W002,2024-07-01,1555.194741,S
R04,P-V05-W002,2024-10-01,1558.646472,S
R04,P-V05-W002,2025-01-01,1563.126925,S
R04,P-V05-W002,2025-04-01,1565.766869,S
R04,P-V05-W002,2025-07-01,1567.27549,S
R04,P-V05-W002,2025-10-01,1568.772872,S
R04,P-V05-W003,2018-01-01,1237.141077,S
R04,P-V05-W003,2018-04-01,1245.135323,S
R04,P-V05-W003,2018-07-01,1254.285851,S
R04,P-V05-W003,2018-10-01,1263.816363,S
R04,P-V05-W003,2019-01-01,1272.461674,S
R04,P-V05-W003,2019-04-01,1279.745463,S
R04,P-V05-W003,2019-07-01,1287.859259,S
R04,P-V05-W003,2019-10-01,1297.564344,S
R04,P-V05-W003,2020-01-01,1305.335528,S
R04,P-V05-W003,2020-04-01,1309.821916,S
R04,P-V05-W003,2020-07-01,1316.402279,S
R04,P-V05-W003,2020-10-01,1323.090196,S
R04,P-V05-W003,2021-01-01,1330.055312,S
R04,P-V05-W003,2021-04-01,1337.211702,S
R04,P-V05-W003,2021-07-01,1344.023302,S
R04,P-V05-W003,2021-10-01,1351.769265,S
R04,P-V05-W003,2022-01-01,1358.556039,S
R04,P-V05-W003,2022-04-01,1365.906934,S
R04,P-V05-W003,2022-07-01,1374.429545,S
R04,P-V05-W003,2022-10-01,1384.609031,S
R04,P-V05-W003,2023-01-01,1392.805706,S
R04,P-V05-W003,2023-04-01,1399.28046,S
R04,P-V05-W003,2023-07-01,1404.892361,S
R04,P-V05-W003,2023-10-01,1414.350181,S
R04,P-V05-W003,2024-01-01,1419.819298,S
R04,P-V05-W003,2024-04-01,1425.235812,S
R04,P-V05-W003,2024-07-01,1432.191866,S
R04,P-V05-W003,2024-10-01,1441.803186,S
R04,P-V05-W003,2025-01-01,1451.027442,S
R04,P-V05-W003,2025-04-01,1459.252905,S
R04,P-V05-W003,2025-07-01,1464.882591,S
R04,P-V05-W003,2025-10-01,1472.927023,S
R04,P-V05-W004,2018-01-01,1332.350992,S
R04,P-V05-W004,2018-04-01,1340.245129,S
R04,P-V05-W004,2018-07-01,1350.618831,S
R04,P-V05-W004,2018-10-01,1360.903862,S
R04,P-V05-W004,2019-01-01,1370.577769,S
R04,P-V05-W004,2019-04-01,1379.971593,S
R04,P-V05-W004,2019-07-01,1390.316015,S
R04,P-V05-W004,2019-10-01,1401.117953,S
R04,P-V05-W004,2020-01-01,1409.741396,S
R04,P-V05-W004,2020-04-01,1418.118478,S
R04,P-V05-W004,2020-07-01,1428.12011,S
R04,P-V05-W004,2020-10-01,1438.426912,S
R04,P-V05-W004,2021-01-01,1447.289253,S
R04,P-V05-W004,2021-04-01,1455.455047,S
R04,P-V05-W004,2021-07-01,1466.470604,S
R04,P-V05-W004,2021-10-01,1475.611408,S
R04,P-V05-W004,2022-01-01,1483.690998,S
R04,P-V05-W004,2022-04-01,1491.384117,S
R04,P-V05-W004,2022-07-01,1502.124848,S
R04,P-V05-W004,2022-10-01,1510.662583,S
R04,P-V05-W004,2023-01-01,1519.231108,S
R04,P-V05-W004,2023-04-01,1529.310679,S
R04,P-V05-W004,2023-07-01,1539.892293,S
R04,P-V05-W004,2023-10-01,1547.718455,S
R04,P-V05-W004,2024-01-01,1556.959303,S
R04,P-V05-W004,2024-04-01,1567.419964,S
R04,P-V05-W004,2024-07-01,1575.970195,S
R04,P-V05-W004,2024-10-01,1585.737746,S
R04,P-V05-W004,2025-01-01,1595.956459,S
R04,P-V05-W004,2025-04-01,1604.180892,S
R04,P-V05-W004,2025-07-01,1612.965827,S
R04,P-V05-W004,2025-10-01,1621.542706,S
R04,P-V05-W005,2018-01-01,1408.440589,S
R04,P-V05-W005,2018-04-01,1417.668548,S
R04,P-V05-W005,2018-07-01,1426.75802,S
R04,P-V05-W005,2018-10-01,1434.883713,S
R04,P-V05-W005,2019-01-01,1444.110266,S
R04,P-V05-W005,2019-04-01,1455.639082,S
R04,P-V05-W005,2019-07-01,1463.669146,S
R04,P-V05-W005,2019-10-01,1471.58049,S
R04,P-V05-W005,2020-01-01,1479.857664,S
R04,P-V05-W005,2020-04-01,1489.284371,S
R04,P-V05-W005,2020-07-01,1498.669232,S
R04,P-V05-W005,2020-10-01,1506.102804,S
R04,P-V05-W005,2021-01-01,1515.528552,S
R04,P-V05-W005,2021-04-01,1524.870099,S
R04,P-V05-W005,2021-07-01,1532.774535,S
R04,P-V05-W005,2021-10-01,1541.824154,S
R04,P-V05-W005,2022-01-01,1552.386957,S
R04,P-V05-W005,2022-04-01,1562.359189,S
R04,P-V05-W005,2022-07-01,1572.217163,S
R04,P-V05-W005,2022-10-01,1579.370801,S
R04,P-V05-W005,2023-01-01,1588.487774,S
R04,P-V05-W005,2023-04-01,1598.366659,S
R04,P-V05-W005,2023-07-01,1609.152388,S
R04,P-V05-W005,2023-10-01,1617.018577,S
R04,P-V05-W005,2024-01-01,1626.342216,S
R04,P-V05-W005,2024-04-01,1634.572183,S
R04,P-V05-W005,2024-07-01,1641.810774,S
R04,P-V05-W005,2024-10-01,1650.085661,S
R04,P-V05-W005,2025-01-01,1659.642672,S
R04,P-V05-W005,2025-04-01,1670.123818,S
R04,P-V05-W005,2025-07-01,1679.490323,S
R04,P-V05-W005,2025-10-01,1688.295194,S
R04,P-V05-W006,2018-01-01,1471.934961,S
R04,P-V05-W006,2018-04-01,1477.019532,S
R04,P-V05-W006,2018-07-01,1483.794409,S
R04,P-V05-W006,2018-10-01,1491.475959,S
R04,P-V05-W006,2019-01-01,1495.858187,S
R04,P-V05-W006,2019-04-01,1500.783187,S
R04,P-V05-W006,2019-07-01,1507.5784,S
R04,P-V05-W006,2019-10-01,1513.090583,S
R04,P-V05-W006,2020-01-01,1517.254723,S
R04,P-V05-W006,2020-04-01,1523.528655,S
R04,P-V05-W006,2020-07-01,1529.833164,S
R04,P-V05-W006,2020-10-01,1536.976557,S
R04,P-V05-W006,2021-01-01,1541.867841,S
R04,P-V05-W006,2021-04-01,1546.45826,S
R04,P-V05-W006,2021-07-01,1552.499024,S
R04,P-V05-W006,2021-10-01,1559.387997,S
R04,P-V05-W006,2022-01-01,1564.961317,S
R04,P-V05-W006,2022-04-01,1570.90799,S
R04,P-V05-W006,2022-07-01,1575.924906,S
R04,P-V05-W006,2022-10-01,1582.356997,S
R04,P-V05-W006,2023-01-01,1587.505661,S
R04,P-V05-W006,2023-04-01,1593.344903,S
R04,P-V05-W006,2023-07-01,1599.467975,S
R04,P-V05-W006,2023-10-01,1606.299888,S
R04,P-V05-W006,2024-01-01,1611.950103,S
R04,P-V05-W006,2024-04-01,1617.91312,S
R04,P-V05-W006,2024-07-01,1626.254859,S
R04,P-V05-W006,2024-10-01,1633.340929,S
R04,P-V05-W006,2025-01-01,1639.790213,S
R04,P-V05-W006,2025-04-01,1650.129458,S
R04,P-V05-W006,2025-07-01,1667.390578,S
R04,P-V05-W006,2025-10-01,1693.913974,S
R04,P-V05-W007,2018-01-01,1649.875985,S
R04,P-V05-W007,2018-04-01,1656.713957,S
R04,P-V05-W007,2018-07-01,1665.200892,S
R04,P-V05-W007,2018-10-01,1673.454046,S
R04,P-V05-W007,2019-01-01,1681.65972,S
R04,P-V05-W007,2019-04-01,1689.591955,S
R04,P-V05-W007,2019-07-01,1698.468817,S
R04,P-V05-W007,2019-10-01,1707.9396,S
R04,P-V05-W007,2020-01-01,1715.692718,S
R04,P-V05-W007,2020-04-01,1723.008515,S
R04,P-V05-W007,2020-07-01,1731.53182,S
R04,P-V05-W007,2020-10-01,1741.672567,S
R04,P-V05-W007,2021-01-01,1752.046313,S
R04,P-V05-W007,2021-04-01,1762.407421,S
R04,P-V05-W007,2021-07-01,1772.339414,S
R04,P-V05-W007,2021-10-01,1780.399569,S
R04,P-V05-W007,2022-01-01,1786.903628,S
R04,P-V05-W007,2022-04-01,1792.071056,S
R04,P-V05-W007,2022-07-01,1799.00633,S
R04,P-V05-W007,2022-10-01,1808.761295,S
R04,P-V05-W007,2023-01-01,1818.141348,S
R04,P-V05-W007,2023-04-01,1825.340972,S
R04,P-V05-W007,2023-07-01,1833.218663,S
R04,P-V05-W007,2023-10-01,1844.070684,S
R04,P-V05-W007,2024-01-01,1852.083221,S
R04,P-V05-W007,2024-04-01,1859.209409,S
R04,P-V05-W007,2024-07-01,1868.658463,S
R04,P-V05-W007,2024-10-01,1877.445293,S
R04,P-V05-W007,2025-01-01,1886.17234,S
R04,P-V05-W007,2025-04-01,1893.145439,S
R04,P-V05-W007,2025-07-01,1900.904178,S
R04,P-V05-W007,2025-10-01,1909.017325,S
R04,P-V06-REF-A,2018-01-01,0,S
R04,P-V06-REF-A,2018-04-01,0,S
R04,P-V06-REF-A,2018-07-01,0,S
R04,P-V06-REF-A,2018-10-01,0,S
R04,P-V06-REF-A,2019-01-01,0,S
R04,P-V06-REF-A,2019-04-01,0,S
R04,P-V06-REF-A,2019-07-01,0,S
R04,P-V06-REF-A,2019-10-01,0,S
R04,P-V06-REF-A,2020-01-01,0,S
R04,P-V06-REF-A,2020-04-01,0,S
R04,P-V06-REF-A,2020-07-01,0,S
R04,P-V06-REF-A,2020-10-01,0,S
R04,P-V06-REF-A,2021-01-01,0,S
R04,P-V06-REF-A,2021-04-01,0,S
R04,P-V06-REF-A,2021-07-01,0,S
R04,P-V06-REF-A,2021-10-01,0,S
R04,P-V06-REF-A,2022-01-01,0,S
R04,P-V06-REF-A,2022-04-01,0,S
R04,P-V06-REF-A,2022-07-01,0,S
R04,P-V06-REF-A,2022-10-01,0,S
R04,P-V06-REF-A,2023-01-01,0,S
R04,P-V06-REF-A,2023-04-01,0,S
R04,P-V06-REF-A,2023-07-01,0,S
R04,P-V06-REF-A,2023-10-01,0,S
R04,P-V06-REF-A,2024-01-01,0,S
R04,P-V06-REF-A,2024-04-01,0,S
R04,P-V06-REF-A,2024-07-01,0,S
R04,P-V06-REF-A,2024-10-01,0,S
R04,P-V06-REF-A,2025-01-01,0,S
R04,P-V06-REF-A,2025-04-01,0,S
R04,P-V06-REF-A,2025-07-01,0,S
R04,P-V06-REF-A,2025-10-01,0,S
R04,P-V06-REF-B,2018-01-01,0,S
R04,P-V06-REF-B,2018-04-01,0,S
R04,P-V06-REF-B,2018-07-01,0,S
R04,P-V06-REF-B,2018-10-01,0,S
R04,P-V06-REF-B,2019-01-01,0,S
R04,P-V06-REF-B,2019-04-01,0,S
R04,P-V06-REF-B,2019-07-01,0,S
R04,P-V06-REF-B,2019-10-01,0,S
R04,P-V06-REF-B,2020-01-01,0,S
R04,P-V06-REF-B,2020-04-01,0,S
R04,P-V06-REF-B,2020-07-01,0,S
R04,P-V06-REF-B,2020-10-01,0,S
R04,P-V06-REF-B,2021-01-01,0,S
R04,P-V06-REF-B,2021-04-01,0,S
R04,P-V06-REF-B,2021-07-01,0,S
R04,P-V06-REF-B,2021-10-01,0,S
R04,P-V06-REF-B,2022-01-01,0,S
R04,P-V06-REF-B,2022-04-01,0,S
R04,P-V06-REF-B,2022-07-01,0,S
R04,P-V06-REF-B,2022-10-01,0,S
R04,P-V06-REF-B,2023-01-01,0,S
R04,P-V06-REF-B,2023-04-01,0,S
R04,P-V06-REF-B,2023-07-01,0,S
R04,P-V06-REF-B,2023-10-01,0,S
R04,P-V06-REF-B,2024-01-01,0,S
R04,P-V06-REF-B,2024-04-01,0,S
R04,P-V06-REF-B,2024-07-01,0,S
R04,P-V06-REF-B,2024-10-01,0,S
R04,P-V06-REF-B,2025-01-01,0,S
R04,P-V06-REF-B,2025-04-01,0,S
R04,P-V06-REF-B,2025-07-01,0,S
R04,P-V06-REF-B,2025-10-01,0,S
R04,P-V06-W001,2018-01-01,0.683934804,S
R04,P-V06-W001,2018-04-01,1.956700424,S
R04,P-V06-W001,2018-07-01,1.956700424,S
R04,P-V06-W001,2018-10-01,1.956700424,S
R04,P-V06-W001,2019-01-01,2.048630072,S
R04,P-V06-W001,2019-04-01,2.048630072,S
R04,P-V06-W001,2019-07-01,2.048630072,S
R04,P-V06-W001,2019-10-01,2.048630072,S
R04,P-V06-W001,2020-01-01,2.048630072,S
R04,P-V06-W001,2020-04-01,2.048630072,S
R04,P-V06-W001,2020-07-01,2.048630072,S
R04,P-V06-W001,2020-10-01,2.048630072,S
R04,P-V06-W001,2021-01-01,2.048630072,S
R04,P-V06-W001,2021-04-01,2.048630072,S
R04,P-V06-W001,2021-07-01,2.048630072,S
R04,P-V06-W001,2021-10-01,2.048630072,S
R04,P-V06-W001,2022-01-01,2.048630072,S
R04,P-V06-W001,2022-04-01,2.048630072,S
R04,P-V06-W001,2022-07-01,2.048630072,S
R04,P-V06-W001,2022-10-01,6.851317614,S
R04,P-V06-W001,2023-01-01,13.77853557,S
R04,P-V06-W001,2023-04-01,21.7302022,S
R04,P-V06-W001,2023-07-01,28.18345144,S
R04,P-V06-W001,2023-10-01,35.49387746,S
R04,P-V06-W001,2024-01-01,42.49243718,S
R04,P-V06-W001,2024-04-01,49.32987768,S
R04,P-V06-W001,2024-07-01,56.1503512,S
R04,P-V06-W001,2024-10-01,62.83330818,S
R04,P-V06-W001,2025-01-01,69.31146761,S
R04,P-V06-W001,2025-04-01,76.4820098,S
R04,P-V06-W001,2025-07-01,82.17672503,S
R04,P-V06-W001,2025-10-01,88.86729909,S
R04,P-V06-W002,2018-01-01,80.79385212,S
R04,P-V06-W002,2018-04-01,85.52490956,S
R04,P-V06-W002,2018-07-01,90.56587017,S
R04,P-V06-W002,2018-10-01,95.75060404,S
R04,P-V06-W002,2019-01-01,100.2197991,S
R04,P-V06-W002,2019-04-01,105.1928567,S
R04,P-V06-W002,2019-07-01,110.6931163,S
R04,P-V06-W002,2019-10-01,114.230904,S
R04,P-V06-W002,2020-01-01,117.4821047,S
R04,P-V06-W002,2020-04-01,121.8442694,S
R04,P-V06-W002,2020-07-01,126.7280382,S
R04,P-V06-W002,2020-10-01,130.1848554,S
R04,P-V06-W002,2021-01-01,133.333956,S
R04,P-V06-W002,2021-04-01,137.5104869,S
R04,P-V06-W002,2021-07-01,142.7131437,S
R04,P-V06-W002,2021-10-01,147.7866516,S
R04,P-V06-W002,2022-01-01,151.4339799,S
R04,P-V06-W002,2022-04-01,156.4370737,S
R04,P-V06-W002,2022-07-01,161.7427791,S
R04,P-V06-W002,2022-10-01,167.5385324,S
R04,P-V06-W002,2023-01-01,171.0003733,S
R04,P-V06-W002,2023-04-01,176.8449124,S
R04,P-V06-W002,2023-07-01,181.1457725,S
R04,P-V06-W002,2023-10-01,184.5413154,S
R04,P-V06-W002,2024-01-01,189.0082199,S
R04,P-V06-W002,2024-04-01,194.8637255,S
R04,P-V06-W002,2024-07-01,202.0754076,S
R04,P-V06-W002,2024-10-01,210.1233314,S
R04,P-V06-W002,2025-01-01,218.3574966,S
R04,P-V06-W002,2025-04-01,230.4310202,S
R04,P-V06-W002,2025-07-01,244.9257552,S
R04,P-V06-W002,2025-10-01,263.8193922,S
R04,P-V06-W003,2018-01-01,32.93980042,S
R04,P-V06-W003,2018-04-01,39.34391827,S
R04,P-V06-W003,2018-07-01,46.91162695,S
R04,P-V06-W003,2018-10-01,56.06503454,S
R04,P-V06-W003,2019-01-01,63.37322567,S
R04,P-V06-W003,2019-04-01,72.36247971,S
R04,P-V06-W003,2019-07-01,80.36557045,S
R04,P-V06-W003,2019-10-01,89.15244221,S
R04,P-V06-W003,2020-01-01,98.60761666,S
R04,P-V06-W003,2020-04-01,106.30319,S
R04,P-V06-W003,2020-07-01,115.8860766,S
R04,P-V06-W003,2020-10-01,124.0544232,S
R04,P-V06-W003,2021-01-01,134.2202836,S
R04,P-V06-W003,2021-04-01,142.0959987,S
R04,P-V06-W003,2021-07-01,150.4061249,S
R04,P-V06-W003,2021-10-01,158.6882139,S
R04,P-V06-W003,2022-01-01,166.4580464,S
R04,P-V06-W003,2022-04-01,174.8285693,S
R04,P-V06-W003,2022-07-01,183.1938949,S
R04,P-V06-W003,2022-10-01,190.6968878,S
R04,P-V06-W003,2023-01-01,199.1421764,S
R04,P-V06-W003,2023-04-01,208.7478645,S
R04,P-V06-W003,2023-07-01,218.3648271,S
R04,P-V06-W003,2023-10-01,226.8840075,S
R04,P-V06-W003,2024-01-01,233.9220033,S
R04,P-V06-W003,2024-04-01,241.6609502,S
R04,P-V06-W003,2024-07-01,250.375873,S
R04,P-V06-W003,2024-10-01,257.8202011,S
R04,P-V06-W003,2025-01-01,264.3091435,S
R04,P-V06-W003,2025-04-01,270.497944,S
R04,P-V06-W003,2025-07-01,278.6521722,S
R04,P-V06-W003,2025-10-01,319.9685936,S
R04,P-V06-W004,2018-01-01,38.04494705,S
R04,P-V06-W004,2018-04-01,51.82725472,S
R04,P-V06-W004,2018-07-01,64.22532567,S
R04,P-V06-W004,2018-10-01,74.10375078,S
R04,P-V06-W004,2019-01-01,84.20022161,S
R04,P-V06-W004,2019-04-01,92.76257434,S
R04,P-V06-W004,2019-07-01,102.0426756,S
R04,P-V06-W004,2019-10-01,110.6178903,S
