sample_id,early_acceleration_label,current_true_rate_mm_y,max_true_rate_next_180d_mm_y,max_true_acceleration_next_180d_mm_y2,days_to_hidden_event,process_family,use_class
P-H02-W006::C012::C014,0,21.10602729,19.24328431,12.06402796,989,reactivated,evaluation_only
P-H02-W006::C014::C016,0,16.37027292,21.60135187,27.30451309,821,reactivated,evaluation_only
P-H02-W006::C016::C018,0,19.70426843,18.63592364,15.89898191,625,reactivated,evaluation_only
P-H02-W006::C018::C019,0,14.27963205,24.72453401,40.95199352,471,reactivated,evaluation_only
P-H02-W006::C019::C020,0,17.82664602,34.16566125,40.95199352,380,reactivated,evaluation_only
P-H02-W006::C020::C021,1,30.06135475,57.32059753,90.9911369,261,reactivated,evaluation_only
P-H02-W006::C021::C022,1,35.42327188,72.81089899,107.1879281,191,reactivated,evaluation_only
P-H02-W006::C022::C024,1,58.87492234,109.9354205,112.0533078,86,reactivated,evaluation_only
P-H02-W006::C024::C026,1,112.2371695,138.4442257,77.68616191,,reactivated,evaluation_only
P-H02-W006::C026::C027,1,126.222795,152.318017,75.68735591,,reactivated,evaluation_only
P-H02-W006::C027::C028,0,150.6514731,153.8995667,18.30486022,,reactivated,evaluation_only
P-H02-W006::C028::C029,0,150.0965193,153.8995667,18.30486022,,reactivated,evaluation_only
P-H02-W007::C005::C007,0,35.10237855,35.80066532,6.840964076,,uniform_creep,evaluation_only
P-H02-W007::C007::C008,0,35.38924877,34.92314686,17.38733301,,uniform_creep,evaluation_only
P-H02-W007::C008::C010,0,34.67515896,40.13778642,19.50591808,,uniform_creep,evaluation_only
P-H02-W007::C010::C012,0,39.62952532,39.97787654,22.47101126,,uniform_creep,evaluation_only
P-H02-W007::C012::C014,0,36.97011488,43.18351766,38.55064429,,uniform_creep,evaluation_only
P-H02-W007::C014::C016,0,35.67564313,37.85557352,45.39417403,,uniform_creep,evaluation_only
P-H02-W007::C016::C018,0,38.75340789,41.56547717,34.27921235,,uniform_creep,evaluation_only
P-H02-W007::C018::C019,0,35.57562305,35.84268569,22.6283718,,uniform_creep,evaluation_only
P-H02-W007::C019::C020,0,32.64841802,39.21433392,22.6283718,,uniform_creep,evaluation_only
P-H02-W007::C020::C021,0,36.79198627,39.52107893,18.98896441,,uniform_creep,evaluation_only
P-H02-W007::C021::C022,0,39.45181392,39.52107893,16.72948717,,uniform_creep,evaluation_only
P-H02-W007::C022::C024,0,36.52530242,39.77493621,29.08199917,,uniform_creep,evaluation_only
P-H02-W007::C024::C026,0,41.19621983,46.06536346,41.50935838,,uniform_creep,evaluation_only
P-H02-W007::C026::C027,0,45.07833203,41.71160409,6.598190355,,uniform_creep,evaluation_only
P-H02-W007::C027::C029,0,41.66154164,41.81775775,-2.142146965,,uniform_creep,evaluation_only
P-H03-W001::C003::C005,0,80.7152488,80.8170035,9.166690686,,decaying,evaluation_only
P-H03-W001::C005::C006,0,72.00442666,71.369663,5.123337865,,decaying,evaluation_only
P-H03-W001::C006::C008,0,70.97656491,71.02252716,-3.585898263,,decaying,evaluation_only
P-H03-W001::C008::C009,0,59.93539267,61.11217709,6.399973269,,decaying,evaluation_only
P-H03-W001::C009::C010,0,60.58216738,61.11217709,-5.308759253,,decaying,evaluation_only
P-H03-W001::C010::C012,0,56.69508958,56.34908818,3.031028784,,decaying,evaluation_only
P-H03-W001::C012::C014,0,51.62472835,52.92915902,8.876736676,,decaying,evaluation_only
P-H03-W001::C014::C016,0,48.83066077,48.26282286,-3.666204585,,decaying,evaluation_only
P-H03-W001::C016::C017,0,41.58153325,42.84729268,12.00605266,,decaying,evaluation_only
P-H03-W001::C017::C018,0,42.3282808,42.84729268,0.09654151577,,decaying,evaluation_only
P-H03-W001::C018::C020,0,39.86694185,40.34269514,0.09654151577,,decaying,evaluation_only
P-H03-W001::C020::C021,0,34.65806722,36.49116955,13.8765894,,decaying,evaluation_only
P-H03-W001::C021::C022,0,35.10189856,35.87149752,-3.71803217,,decaying,evaluation_only
P-H03-W001::C022::C024,0,33.65858579,33.29834847,12.55523884,,decaying,evaluation_only
P-H03-W001::C024::C025,0,33.32001461,33.63708586,2.032424332,,decaying,evaluation_only
P-H03-W001::C025::C029,0,33.51220928,33.15318913,-3.454617104,,decaying,evaluation_only
P-H03-W002::C003::C005,0,73.3090237,75.75624369,10.44845032,,decaying,evaluation_only
P-H03-W002::C005::C006,0,70.22076835,70.67865832,-1.748655496,,decaying,evaluation_only
P-H03-W002::C006::C007,0,62.92847621,61.54652323,-3.701598576,,decaying,evaluation_only
P-H03-W002::C007::C008,0,60.82733086,60.16264561,40.35778308,,decaying,evaluation_only
P-H03-W002::C008::C009,0,51.64296773,60.42655954,49.14335176,,decaying,evaluation_only
P-H03-W002::C009::C010,0,57.29131058,60.42655954,17.06387549,,decaying,evaluation_only
P-H03-W002::C010::C012,0,51.59341295,52.92914939,11.48957834,,decaying,evaluation_only
P-H03-W002::C012::C016,0,52.96369735,52.32397987,16.06853016,,decaying,evaluation_only
P-H03-W002::C016::C017,0,47.66553812,47.60593515,1.650995829,,decaying,evaluation_only
P-H03-W002::C017::C018,0,46.88374764,47.60593515,-1.648655371,,decaying,evaluation_only
P-H03-W002::C018::C020,0,40.49085972,39.89089099,42.5335222,,decaying,evaluation_only
P-H03-W002::C020::C021,0,41.73731156,41.8038154,-2.031924072,,decaying,evaluation_only
P-H03-W002::C021::C022,0,36.04443974,35.11799665,-2.031924072,,decaying,evaluation_only
P-H03-W002::C022::C024,0,29.03537285,34.29034916,36.72413597,,decaying,evaluation_only
P-H03-W002::C024::C025,0,35.38271547,36.89522267,11.31115091,,decaying,evaluation_only
P-H03-W002::C025::C027,0,31.01492752,25.9794994,23.56834795,,decaying,evaluation_only
P-H03-W002::C027::C029,0,25.02295365,26.39130308,47.33340611,,decaying,evaluation_only
P-H03-W003::C003::C005,0,81.2689378,82.01273006,11.0814302,,decaying,evaluation_only
P-H03-W003::C005::C006,0,76.92065757,73.96084244,5.019748231,,decaying,evaluation_only
P-H03-W003::C006::C007,0,67.79949544,67.63160963,7.346371403,,decaying,evaluation_only
P-H03-W003::C007::C008,0,62.92317457,65.68855723,7.346371403,,decaying,evaluation_only
P-H03-W003::C008::C010,0,61.64658794,60.95224889,-14.91538986,,decaying,evaluation_only
P-H03-W003::C010::C012,0,46.86557304,55.27642603,35.169299,,decaying,evaluation_only
P-H03-W003::C012::C014,0,52.02857409,50.71863376,6.168021924,,decaying,evaluation_only
P-H03-W003::C014::C016,0,41.2586392,44.8649751,29.76699499,,decaying,evaluation_only
P-H03-W003::C016::C018,0,43.67271324,43.25004866,-16.16820636,,decaying,evaluation_only
P-H03-W003::C018::C020,0,34.53381174,40.03398674,36.47758227,,decaying,evaluation_only
P-H03-W003::C020::C021,0,34.45155207,31.26597007,22.76504051,,decaying,evaluation_only
P-H03-W003::C021::C022,0,29.10252973,30.5317396,22.76504051,,decaying,evaluation_only
P-H03-W003::C022::C024,0,29.73507168,32.38132574,18.92807148,,decaying,evaluation_only
P-H03-W003::C024::C029,0,27.6876253,27.3930237,23.68616147,,decaying,evaluation_only
P-H03-W004::C003::C005,0,89.97153392,90.0664726,-4.662194848,,decaying,evaluation_only
P-H03-W004::C005::C006,0,74.24040894,80.60843545,41.8251129,,decaying,evaluation_only
P-H03-W004::C006::C007,0,78.59875921,78.21228301,3.876757177,,decaying,evaluation_only
P-H03-W004::C007::C008,0,64.21608279,67.36432139,46.80217218,,decaying,evaluation_only
P-H03-W004::C008::C009,0,67.02906396,66.86143525,8.588447178,,decaying,evaluation_only
P-H03-W004::C009::C010,0,65.63911117,66.10001507,8.588447178,,decaying,evaluation_only
P-H03-W004::C010::C012,0,58.70210058,57.80979696,0.3796872339,,decaying,evaluation_only
P-H03-W004::C012::C014,0,48.20439017,50.60159692,13.32107909,,decaying,evaluation_only
P-H03-W004::C014::C016,0,35.35782017,46.10409528,65.72764359,,decaying,evaluation_only
P-H03-W004::C016::C017,0,46.12920929,46.27251809,41.85156595,,decaying,evaluation_only
P-H03-W004::C017::C018,0,44.12781255,46.03442873,41.85156595,,decaying,evaluation_only
P-H03-W004::C018::C020,0,40.12585411,46.03442873,41.85156595,,decaying,evaluation_only
P-H03-W004::C020::C021,0,37.98630577,36.05062567,7.398108172,,decaying,evaluation_only
P-H03-W004::C021::C022,0,35.45093686,36.05062567,7.398108172,,decaying,evaluation_only
P-H03-W004::C022::C024,0,33.62153176,31.32857475,41.23284427,,decaying,evaluation_only
P-H03-W004::C024::C025,0,32.44781799,35.83757194,30.4178321,,decaying,evaluation_only
P-H03-W004::C025::C027,0,35.35343149,33.96152769,-15.25763578,,decaying,evaluation_only
P-H03-W004::C027::C029,0,20.85489224,19.41088556,17.39545955,,decaying,evaluation_only
P-H03-W005::C003::C005,0,85.29984977,85.72368918,1.250230059,,decaying,evaluation_only
P-H03-W005::C005::C006,0,73.87483466,71.28568411,14.00296702,,decaying,evaluation_only
P-H03-W005::C006::C007,0,68.46698109,70.5879946,14.00296702,,decaying,evaluation_only
P-H03-W005::C007::C008,0,70.51249932,70.5879946,-8.464308211,,decaying,evaluation_only
P-H03-W005::C008::C009,0,63.16115653,62.73572906,7.523181497,,decaying,evaluation_only
P-H03-W005::C009::C010,0,59.60705919,57.66475046,10.2561087,,decaying,evaluation_only
P-H03-W005::C010::C012,0,56.14113623,57.57848108,10.2561087,,decaying,evaluation_only
P-H03-W005::C012::C014,0,48.77170206,48.70174806,24.39184534,,decaying,evaluation_only
P-H03-W005::C014::C016,0,48.71442639,49.38022205,4.070843913,,decaying,evaluation_only
P-H03-W005::C016::C018,0,39.37509599,40.57467102,20.43533234,,decaying,evaluation_only
P-H03-W005::C018::C020,0,39.57744342,41.7724129,20.43533234,,decaying,evaluation_only
P-H03-W005::C020::C021,0,30.58261356,32.89182387,13.88131511,,decaying,evaluation_only
P-H03-W005::C021::C022,0,29.94907966,33.46923513,13.88131511,,decaying,evaluation_only
P-H03-W005::C022::C024,0,32.95155454,33.54942437,3.464467537,,decaying,evaluation_only
P-H03-W005::C024::C025,0,28.37663778,30.00509612,19.46548462,,decaying,evaluation_only
P-H03-W005::C025::C027,0,25.95973459,30.49210083,19.46548462,,decaying,evaluation_only
P-H03-W005::C027::C029,0,20.27546683,24.91204093,22.17457185,,decaying,evaluation_only
P-H03-W006::C003::C005,0,92.87583359,88.94328941,31.56873138,,decaying,evaluation_only
P-H03-W006::C005::C006,0,89.08434894,88.93465458,-7.811287028,,decaying,evaluation_only
P-H03-W006::C006::C007,0,85.48874791,85.07643531,-12.4612411,,decaying,evaluation_only
P-H03-W006::C007::C008,0,74.65887982,72.86639308,33.2388887,,decaying,evaluation_only
P-H03-W006::C008::C009,0,68.33206764,69.32797032,21.41853223,,decaying,evaluation_only
P-H03-W006::C009::C010,0,69.00791677,69.32797032,21.41853223,,decaying,evaluation_only
P-H03-W006::C010::C012,0,67.46730732,66.29215174,29.45134325,,decaying,evaluation_only
P-H03-W006::C012::C014,0,56.81028324,56.28263035,22.23587563,,decaying,evaluation_only
P-H03-W006::C014::C016,0,53.84033512,47.70290784,46.56655135,,decaying,evaluation_only
P-H03-W006::C016::C017,0,44.37526147,46.56652225,15.77096986,,decaying,evaluation_only
P-H03-W006::C017::C018,0,45.18444244,46.56652225,15.77096986,,decaying,evaluation_only
P-H03-W006::C018::C020,0,45.81318495,46.39045976,-15.70449754,,decaying,evaluation_only
P-H03-W006::C020::C021,0,35.65549261,51.06083076,66.61028194,,decaying,evaluation_only
P-H03-W006::C021::C022,0,40.59322815,51.06083076,66.61028194,,decaying,evaluation_only
P-H03-W006::C022::C024,0,44.23019168,37.95302423,21.94574555,,decaying,evaluation_only
P-H03-W006::C024::C029,0,30.09977339,30.0519402,23.3553689,,decaying,evaluation_only
P-H03-W007::C003::C005,0,15.29592271,19.60313033,28.53521608,1477,accelerating,evaluation_only
P-H03-W007::C005::C006,0,16.308884,20.08859659,22.48661317,1267,accelerating,evaluation_only
P-H03-W007::C006::C007,0,18.11982736,20.64956263,11.56340835,1162,accelerating,evaluation_only
P-H03-W007::C007::C008,0,19.75011876,21.17463726,4.634330136,1092,accelerating,evaluation_only
P-H03-W007::C008::C010,0,19.17558053,20.42353515,19.65260629,924,accelerating,evaluation_only
P-H03-W007::C010::C012,0,19.87035029,22.40474733,16.46706129,742,accelerating,evaluation_only
P-H03-W007::C012::C014,0,22.09683333,25.55217043,26.94124692,532,accelerating,evaluation_only
P-H03-W007::C014::C016,0,25.63972086,41.3080099,45.44516091,364,accelerating,evaluation_only
P-H03-W007::C016::C020,1,42.94554932,79.77531944,101.5313406,168,accelerating,evaluation_only
P-H03-W007::C020::C021,0,125.9917254,140.1237937,41.06684978,,accelerating,evaluation_only
P-H03-W007::C021::C022,0,132.6957278,140.3883546,31.81904559,,accelerating,evaluation_only
P-H03-W007::C022::C024,0,140.1488222,143.8715724,21.73581721,,accelerating,evaluation_only
P-H03-W007::C024::C025,0,142.4002838,141.7693227,17.99733228,,accelerating,evaluation_only
P-H03-W007::C025::C027,0,140.0148848,143.3622302,17.99733228,,accelerating,evaluation_only
P-H03-W007::C027::C029,0,141.6216659,142.2329079,7.302683712,,accelerating,evaluation_only
P-H04-W001::C007::C008,0,27.16661895,39.85746964,66.47486671,1700,reactivated,evaluation_only
P-H04-W001::C008::C010,0,38.78419693,39.85746964,16.5952633,1532,reactivated,evaluation_only
P-H04-W001::C010::C011,0,27.4653672,30.85902893,45.75215814,1350,reactivated,evaluation_only
P-H04-W001::C011::C012,0,26.19752725,38.80599799,53.25724854,1252,reactivated,evaluation_only
P-H04-W001::C012::C013,0,35.71325116,38.80599799,36.24283163,1140,reactivated,evaluation_only
P-H04-W001::C013::C014,0,36.73510466,34.73513279,4.241710103,1084,reactivated,evaluation_only
P-H04-W001::C014::C015,0,22.61819657,23.57399157,15.81567399,972,reactivated,evaluation_only
P-H04-W001::C015::C016,0,23.57399157,23.48530053,-8.213025447,853,reactivated,evaluation_only
P-H04-W001::C016::C018,0,20.5764965,19.39953242,8.196518982,776,reactivated,evaluation_only
P-H04-W001::C018::C020,0,13.77326725,25.40071739,63.03730119,622,reactivated,evaluation_only
P-H04-W001::C020::C022,0,32.72877239,36.21764665,32.36993309,412,reactivated,evaluation_only
P-H04-W001::C022::C024,1,31.499741,78.14278192,122.6202378,237,reactivated,evaluation_only
P-H04-W001::C024::C025,1,82.58691132,112.3128124,105.8424864,48,reactivated,evaluation_only
P-H04-W001::C025::C028,1,92.74924314,121.8907644,105.8424864,,reactivated,evaluation_only
P-H04-W001::C028::C029,0,154.8933476,155.6480585,95.62212635,,reactivated,evaluation_only
P-H04-W002::C007::C008,0,30.95285081,33.46529395,27.41198297,1031,step_change,evaluation_only
P-H04-W002::C008::C010,0,33.08339865,40.11857384,33.02697477,863,step_change,evaluation_only
P-H04-W002::C010::C011,0,35.29079177,32.71229003,50.38538038,681,step_change,evaluation_only
P-H04-W002::C011::C012,0,29.49160138,36.83121715,50.38538038,583,step_change,evaluation_only
P-H04-W002::C012::C013,0,35.96612053,37.92978268,16.05656797,471,step_change,evaluation_only
P-H04-W002::C013::C014,0,36.21810925,37.92978268,17.20989465,415,step_change,evaluation_only
P-H04-W002::C014::C015,0,22.08506054,27.50941456,59.13629542,303,step_change,evaluation_only
P-H04-W002::C015::C016,0,23.52067475,36.12274866,986.429925,184,step_change,evaluation_only
P-H04-W002::C016::C017,1,28.13793164,194.0672263,986.429925,107,step_change,evaluation_only
P-H04-W002::C017::C018,1,33.41350258,194.0672263,986.429925,44,step_change,evaluation_only
P-H04-W002::C018::C020,0,127.0103166,79.73646269,31.78688293,,step_change,evaluation_only
P-H04-W002::C020::C022,0,81.45372523,82.64717126,29.84904384,,step_change,evaluation_only
P-H04-W003::C007::C008,0,29.54460777,34.99215132,21.81916363,1396,step_change,evaluation_only
P-H04-W003::C008::C010,0,34.74453951,34.62073361,2.481930636,1228,step_change,evaluation_only
P-H04-W003::C010::C011,0,26.47765556,33.11569903,29.68164541,1046,step_change,evaluation_only
P-H04-W003::C011::C012,0,32.97968217,33.11569903,14.68631313,948,step_change,evaluation_only
P-H04-W003::C012::C013,0,32.58327051,33.24204174,13.8191021,836,step_change,evaluation_only
P-H04-W003::C013::C014,0,31.06088952,34.2191055,13.8191021,780,step_change,evaluation_only
P-H04-W003::C014::C015,0,33.24090384,34.2191055,5.862382595,668,step_change,evaluation_only
P-H04-W003::C015::C016,0,33.42571134,32.16647006,27.28852995,549,step_change,evaluation_only
P-H04-W003::C016::C017,0,28.82398312,35.55409015,34.31478891,472,step_change,evaluation_only
P-H04-W003::C017::C018,0,27.6561966,35.82759458,34.31478891,409,step_change,evaluation_only
P-H04-W003::C018::C020,0,34.68860488,35.82759458,13.13961662,318,step_change,evaluation_only
P-H04-W003::C020::C022,1,30.2967736,192.3388983,983.0099125,108,step_change,evaluation_only
P-H04-W003::C022::C024,0,188.3131357,187.5757149,46.84661383,,step_change,evaluation_only
P-H04-W003::C024::C025,0,80.46908042,80.90888782,25.94175817,,step_change,evaluation_only
P-H04-W003::C025::C027,0,75.33360856,80.81040856,25.94175817,,step_change,evaluation_only
P-H04-W003::C027::C028,0,76.01466976,79.91945804,34.95022663,,step_change,evaluation_only
P-H04-W003::C028::C029,0,78.93380699,79.91945804,23.54695369,,step_change,evaluation_only
P-H04-W004::C007::C008,0,32.16365934,31.22949916,-8.306229456,1915,reactivated,evaluation_only
P-H04-W004::C008::C010,0,23.57544751,25.27394856,14.02562229,1747,reactivated,evaluation_only
P-H04-W004::C010::C011,0,25.44856245,26.1360987,4.563844289,1565,reactivated,evaluation_only
P-H04-W004::C011::C012,0,22.70436411,22.67158248,17.35706703,1467,reactivated,evaluation_only
P-H04-W004::C012::C013,0,18.19621319,23.1090987,17.35706703,1355,reactivated,evaluation_only
P-H04-W004::C013::C014,0,19.20116618,23.27548083,16.7712364,1299,reactivated,evaluation_only
P-H04-W004::C014::C015,0,22.4557328,23.27548083,-5.465559788,1187,reactivated,evaluation_only
P-H04-W004::C015::C016,0,18.36122489,17.06823286,21.2468558,1068,reactivated,evaluation_only
P-H04-W004::C016::C017,0,14.62208863,21.71965806,21.2468558,991,reactivated,evaluation_only
P-H04-W004::C017::C018,0,16.80076627,21.71965806,21.2468558,928,reactivated,evaluation_only
P-H04-W004::C018::C020,0,20.85806645,21.71965806,2.827892405,837,reactivated,evaluation_only
P-H04-W004::C020::C022,0,13.19473995,20.92009756,27.8813698,627,reactivated,evaluation_only
P-H04-W004::C022::C024,0,20.99619608,21.30059013,23.25308027,452,reactivated,evaluation_only
P-H04-W004::C024::C027,1,17.94194159,55.00324582,116.746475,263,reactivated,evaluation_only
P-H04-W005::C007::C008,0,32.87283952,33.57661214,29.61404601,1731,step_change,evaluation_only
P-H04-W005::C008::C010,0,30.07108027,33.52105533,19.42295026,1563,step_change,evaluation_only
P-H04-W005::C010::C011,0,32.15007422,32.17617403,4.975124238,1381,step_change,evaluation_only
P-H04-W005::C011::C012,0,31.29483165,34.07982973,20.14219165,1283,step_change,evaluation_only
P-H04-W005::C012::C013,0,31.63598826,34.07982973,20.14219165,1171,step_change,evaluation_only
P-H04-W005::C013::C014,0,33.99486146,33.86032836,11.34225389,1115,step_change,evaluation_only
P-H04-W005::C014::C015,0,32.5392853,33.11749501,15.65852728,1003,step_change,evaluation_only
P-H04-W005::C015::C016,0,30.50774046,33.11749501,15.65852728,884,step_change,evaluation_only
P-H04-W005::C016::C017,0,32.75328181,32.41183193,1.88963701,807,step_change,evaluation_only
P-H04-W005::C017::C018,0,30.33572603,30.2023414,6.176657172,744,step_change,evaluation_only
P-H04-W005::C018::C020,0,28.23200945,30.24979221,10.42758417,653,step_change,evaluation_only
P-H04-W005::C020::C024,0,27.9899519,31.61045527,10.61257879,443,step_change,evaluation_only
P-H04-W005::C024::C025,1,32.20886588,176.3256628,858.3771733,79,step_change,evaluation_only
P-H04-W005::C025::C027,1,70.33165241,176.3256628,855.8852691,23,step_change,evaluation_only
P-H04-W005::C027::C028,0,77.45766041,78.22849066,9.466637852,,step_change,evaluation_only
P-H04-W005::C028::C029,0,76.71498926,76.35174893,9.466637852,,step_change,evaluation_only
P-H04-W006::C007::C008,0,26.67792825,32.46588889,22.44100637,1243,accelerating,evaluation_only
P-H04-W006::C008::C010,0,32.46284761,32.46132697,-0.8438915679,1075,accelerating,evaluation_only
P-H04-W006::C010::C011,0,21.44704195,26.04030455,32.99590613,893,accelerating,evaluation_only
P-H04-W006::C011::C012,0,22.81381862,30.09910023,32.99590613,795,accelerating,evaluation_only
P-H04-W006::C012::C013,0,29.78388157,30.48232835,12.84058974,683,accelerating,evaluation_only
P-H04-W006::C013::C014,0,29.42109593,30.48232835,41.59135956,627,accelerating,evaluation_only
P-H04-W006::C014::C015,0,20.65743569,43.47077604,56.97876836,515,accelerating,evaluation_only
P-H04-W006::C015::C016,0,33.97431465,46.25059088,56.97876836,396,accelerating,evaluation_only
P-H04-W006::C016::C017,0,43.89105858,55.06476417,42.04964265,319,accelerating,evaluation_only
P-H04-W006::C017::C018,0,46.21866145,66.53271805,90.93236846,256,accelerating,evaluation_only
P-H04-W006::C018::C020,1,53.79701362,85.14111285,90.93236846,165,accelerating,evaluation_only
P-H04-W006::C020::C022,0,95.29568487,116.8791171,76.28282439,,accelerating,evaluation_only
P-H04-W006::C022::C024,0,118.0714767,136.2004269,70.19990598,,accelerating,evaluation_only
P-H04-W006::C024::C025,0,136.1909558,145.5134884,48.65394557,,accelerating,evaluation_only
P-H04-W006::C025::C027,0,143.099378,147.275295,34.10484499,,accelerating,evaluation_only
P-H04-W006::C027::C028,0,154.5665921,155.0745157,-1.580977895,,accelerating,evaluation_only
P-H04-W006::C028::C029,0,152.4916104,151.8717132,-1.580977895,,accelerating,evaluation_only
P-H04-W007::C007::C008,0,46.22700642,48.02155526,11.3175693,,decaying,evaluation_only
P-H04-W007::C008::C010,0,43.47857569,43.57161268,23.24333238,,decaying,evaluation_only
P-H04-W007::C010::C011,0,40.10085186,42.41990328,23.66898586,,decaying,evaluation_only
P-H04-W007::C011::C012,0,39.56523715,39.6818753,6.049323125,,decaying,evaluation_only
P-H04-W007::C012::C013,0,36.01858077,36.2151172,3.314940996,,decaying,evaluation_only
P-H04-W007::C013::C014,0,35.30063016,35.49379733,16.06862581,,decaying,evaluation_only
P-H04-W007::C014::C015,0,34.98656199,34.75613812,16.06862581,,decaying,evaluation_only
P-H04-W007::C015::C016,0,31.93185461,33.62518566,18.60494748,,decaying,evaluation_only
P-H04-W007::C016::C018,0,29.37589035,28.73899234,18.60494748,,decaying,evaluation_only
P-H04-W007::C018::C020,0,26.87435559,29.98314056,26.36154323,,decaying,evaluation_only
P-H04-W007::C020::C022,0,22.49009946,21.32275075,15.74514576,,decaying,evaluation_only
P-H04-W007::C022::C024,0,20.92941254,23.00806338,24.5802736,,decaying,evaluation_only
P-H04-W007::C024::C028,0,19.59267933,24.21759694,31.78766785,,decaying,evaluation_only
P-H04-W007::C028::C029,0,17.69851021,19.3449829,9.487120199,,decaying,evaluation_only
P-H05-W001::C005::C007,0,34.43346339,48.34519697,41.85723505,,uniform_creep,evaluation_only
P-H05-W001::C007::C008,0,48.37375605,48.55939005,-4.556252139,,uniform_creep,evaluation_only
P-H05-W001::C008::C010,0,29.0200305,39.54954521,42.39158158,,uniform_creep,evaluation_only
P-H05-W001::C010::C012,0,41.82051556,43.34385346,20.89289149,,uniform_creep,evaluation_only
P-H05-W001::C012::C014,0,37.14910525,40.9930948,42.23570757,,uniform_creep,evaluation_only
P-H05-W001::C014::C016,0,41.07776861,45.11512508,24.73218172,,uniform_creep,evaluation_only
P-H05-W001::C016::C018,0,34.78492316,48.76314219,43.58055546,,uniform_creep,evaluation_only
P-H05-W001::C018::C020,0,47.11289344,48.76314219,20.50739736,,uniform_creep,evaluation_only
P-H05-W001::C020::C022,0,33.60901271,40.6386999,27.25008377,,uniform_creep,evaluation_only
P-H05-W001::C022::C024,0,35.23866033,41.10003768,41.75868213,,uniform_creep,evaluation_only
P-H05-W001::C024::C027,0,32.79438636,37.14521286,36.88180565,,uniform_creep,evaluation_only
P-H05-W001::C027::C029,0,36.92867593,48.46364535,49.20010414,,uniform_creep,evaluation_only
P-H05-W002::C005::C007,0,67.83408865,67.29983212,-1.334001111,,decaying,evaluation_only
P-H05-W002::C007::C008,0,60.92264849,60.40459948,-1.366799786,,decaying,evaluation_only
P-H05-W002::C008::C010,0,55.56959481,55.35675337,-8.463479438,,decaying,evaluation_only
P-H05-W002::C010::C012,0,48.74150762,48.56254594,10.05808367,,decaying,evaluation_only
P-H05-W002::C012::C014,0,39.4271815,43.2771065,24.80555994,,decaying,evaluation_only
P-H05-W002::C014::C016,0,38.22918948,36.68051415,13.67760364,,decaying,evaluation_only
P-H05-W002::C016::C020,0,35.29690151,36.55154339,5.697624522,,decaying,evaluation_only
P-H05-W002::C020::C022,0,31.86534364,32.90219652,10.47854496,,decaying,evaluation_only
P-H05-W002::C022::C024,0,27.08573524,26.50944418,7.502239622,,decaying,evaluation_only
P-H05-W002::C024::C027,0,24.5610468,27.90860166,25.2833125,,decaying,evaluation_only
P-H05-W002::C027::C029,0,24.78045619,24.80035195,9.259400359,,decaying,evaluation_only
P-H05-W003::C005::C007,0,58.10466047,56.24563205,-3.570461236,,decaying,evaluation_only
P-H05-W003::C007::C008,0,48.45820794,49.35991808,5.094362727,,decaying,evaluation_only
P-H05-W003::C008::C010,0,47.03897602,46.73541556,4.271750205,,decaying,evaluation_only
P-H05-W003::C010::C012,0,37.26123288,37.82070695,4.333845189,,decaying,evaluation_only
P-H05-W003::C012::C014,0,32.44695903,31.26644873,0.06093845256,,decaying,evaluation_only
P-H05-W003::C014::C016,0,26.96641977,27.45204524,10.89351684,,decaying,evaluation_only
P-H05-W003::C016::C018,0,24.5669342,24.50001106,3.026842637,,decaying,evaluation_only
P-H05-W003::C018::C020,0,20.83529783,22.13747722,7.349928657,,decaying,evaluation_only
P-H05-W004::C005::C007,0,24.19114025,23.56024927,21.02122527,1601,accelerating,evaluation_only
P-H05-W004::C007::C008,0,17.49384505,25.57446589,34.73696096,1426,accelerating,evaluation_only
P-H05-W004::C008::C010,0,25.23732608,25.06875618,8.723717377,1258,accelerating,evaluation_only
P-H05-W004::C010::C012,0,21.10581538,27.38325799,29.44749532,1076,accelerating,evaluation_only
P-H05-W004::C012::C014,0,25.06823247,25.82516377,11.03412168,866,accelerating,evaluation_only
P-H05-W004::C014::C016,0,24.33621988,30.32366659,20.944136,698,accelerating,evaluation_only
P-H05-W004::C016::C018,0,31.26789825,36.32036906,43.98551576,502,accelerating,evaluation_only
P-H05-W004::C018::C022,0,35.46693845,55.79183796,62.88947763,348,accelerating,evaluation_only
P-H05-W004::C022::C024,1,86.5382907,115.0539282,87.91854658,,accelerating,evaluation_only
P-H05-W004::C024::C027,0,117.0611848,129.8589496,43.79859615,,accelerating,evaluation_only
P-H05-W004::C027::C029,0,138.3222722,138.6392378,51.5497922,,accelerating,evaluation_only
P-H05-W005::C005::C007,0,14.9960482,21.54770926,38.89064295,1753,accelerating,evaluation_only
P-H05-W005::C007::C010,0,19.83770433,25.86571384,28.58072914,1578,accelerating,evaluation_only
P-H05-W005::C010::C012,0,16.34412547,25.10768293,62.13233617,1228,accelerating,evaluation_only
P-H05-W005::C012::C014,0,12.16837254,18.85946045,32.49920002,1018,accelerating,evaluation_only
P-H05-W005::C014::C016,0,14.00112038,24.75721751,72.44579622,850,accelerating,evaluation_only
P-H05-W005::C016::C018,0,19.0248043,27.21436915,39.29569909,654,accelerating,evaluation_only
P-H05-W005::C018::C022,0,25.93183031,32.41808696,30.85857024,500,accelerating,evaluation_only
P-H05-W005::C022::C024,1,55.55688693,88.82972085,116.0642662,115,accelerating,evaluation_only
