point_id,date,true_settlement_mm,true_velocity_mm_y,true_acceleration_mm_y2,process_family,regime_stage,source_reference_year,source_reference_date,reference_period_status,provenance
P-D01-REF-A,2018-01-01,0,0,0,stable_reference,stable_reference,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2021-02-01,458.8799289,30.48547007,18.4990315,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2021-03-01,461.1382937,28.43365375,-2.052687881,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2021-04-01,463.6241079,30.14335542,50.38538038,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2021-05-01,466.3746037,36.83121715,30.66199558,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2021-06-01,469.4336483,35.25368802,-10.16498876,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2021-07-01,472.3244384,35.13705235,16.05656797,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2021-08-01,475.4251529,37.92978268,-24.19170952,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2021-09-01,478.3547646,31.10510077,-84.15162583,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2021-10-01,480.6138863,23.90451171,-54.95611469,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2021-11-01,482.5596194,21.94574832,13.32362015,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2021-12-01,484.5337822,26.12511507,17.20989465,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2022-01-01,486.6954722,24.81406409,-50.83049843,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2022-02-01,488.4976492,17.65336533,-7.760336059,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2022-03-01,490.0758465,23.52067475,59.13629542,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2022-04-01,492.2413944,27.50941456,21.97052184,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2022-05-01,494.487466,27.18242839,9.145808238,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2022-06-01,496.873093,29.03371594,14.8788623,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2022-07-01,499.2836044,29.66223878,42.53419637,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2022-08-01,502.0753014,36.12274866,986.429925,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2022-09-01,511.8438013,194.0672263,919.6150071,step_change,step_transition,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2022-10-01,527.5916101,189.3919165,-710.5799514,step_change,step_transition,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2022-11-01,538.8385693,75.63723437,-678.1526115,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2022-12-01,545.0810216,76.36648126,24.59536992,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2023-01-01,551.7055134,79.73646269,13.01823358,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2023-02-01,558.4220804,78.53618686,-22.86087337,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2023-03-01,564.3426144,75.92631713,0.205502061,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2023-04-01,570.8989448,78.5704372,31.78688293,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2023-05-01,577.4613501,81.22413095,18.76913155,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2023-06-01,584.3752522,81.69862579,-21.31080197,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2023-07-01,590.9202606,77.67233062,-7.574790739,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2023-08-01,597.6298612,80.43616067,29.84904384,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2023-09-01,604.5505776,82.64717126,-14.31090085,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2023-10-01,611.1500922,78.05101053,-36.95777149,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2023-11-01,617.7081965,76.48754268,-30.06013216,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2023-12-01,623.8489986,73.0409885,-1.089742307,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2024-01-01,630.1867866,76.30591896,23.50921296,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2024-02-01,636.6908501,76.95919066,-0.1297577285,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2024-03-01,642.7744381,76.28429267,53.18039248,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2024-04-01,649.6537171,85.82258941,34.54156209,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2024-05-01,656.547508,82.04121969,-13.94037964,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2024-06-01,663.5724947,83.4991928,-13.23726857,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2024-07-01,670.2802648,79.83500826,-40.62859786,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2024-08-01,676.92427,76.72775982,4.683289268,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2024-09-01,683.6013991,80.61555647,-5.436706965,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2024-10-01,690.0259247,75.821642,-28.01312432,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2024-11-01,696.4664705,75.94670242,-4.630739429,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2024-12-01,702.667561,75.04985209,-31.02104457,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2025-01-01,708.8559495,70.77652832,-9.653645596,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2025-02-01,714.9760599,73.44091116,44.36787002,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2025-03-01,720.7873376,78.17117333,8.083174873,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2025-04-01,727.2784227,74.78810697,22.53663886,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2025-05-01,733.7143729,81.92727981,66.82996636,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2025-06-01,740.8375285,85.9264347,1.955032198,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2025-07-01,747.7442863,82.2531185,-23.87595711,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2025-08-01,754.7124,81.94710851,-10.62174698,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2025-09-01,761.6053884,80.48282734,-30.12590429,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2025-10-01,768.0698217,76.92612446,-35.89255237,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2025-11-01,774.495876,74.50073528,-17.48389033,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W002,2025-12-01,780.5949675,74.01214274,-5.863110457,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2018-01-01,598.2541901,32.48231193,-33.0579166,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2018-02-01,600.8941679,29.72748555,-15.1663324,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2018-03-01,603.1817765,29.95458987,15.18285225,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2018-04-01,605.8218711,32.25796093,-17.65358943,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2018-05-01,608.255969,27.01232496,-38.32630408,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2018-06-01,610.5001301,25.87024358,3.397434321,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2018-07-01,612.695153,27.57856402,9.01007793,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2018-08-01,615.0270696,27.37192323,20.15617656,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2018-09-01,617.5015465,30.93792678,51.71747098,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2018-10-01,620.2501883,35.99150173,28.76316873,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2018-11-01,623.2938871,35.73178823,-28.60882368,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2018-12-01,626.0435854,31.22336445,-20.50870642,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2019-01-01,628.7398867,32.31367049,15.47078013,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2019-02-01,631.5456094,33.80182781,-7.963589742,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2019-03-01,634.0289366,30.98640554,7.116591315,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2019-04-01,636.8286687,34.98792636,-0.3915930314,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2019-05-01,639.5354065,30.92114003,-26.40936114,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2019-06-01,642.1455813,30.58636617,-21.13631307,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2019-07-01,644.5268868,27.39842118,-16.09430686,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2019-08-01,646.8737375,27.90398169,10.61770596,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2019-09-01,649.295685,29.16803884,19.4035333,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2019-10-01,651.7723151,31.13790391,2.527138776,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2019-11-01,654.3493734,29.58922864,-11.2999908,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2019-12-01,656.7659566,29.25457211,19.86397535,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2020-01-01,659.4035861,32.8998912,21.81916363,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2020-02-01,662.1955378,32.89109938,6.671935185,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2020-03-01,664.8515083,34.0118804,12.60631162,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2020-04-01,667.7798108,34.99215132,3.653119256,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2020-05-01,670.6386562,34.62073361,-33.66342627,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2020-06-01,673.3547023,29.38158027,-13.08087727,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2020-07-01,675.8936004,32.4405874,2.481930636,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2020-08-01,678.5346825,29.79523538,-11.89519787,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2020-09-01,681.0916326,30.45805442,-29.29479251,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2020-10-01,683.3655884,24.91276996,-17.95230034,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2020-11-01,685.58837,27.46600436,29.40117864,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2020-12-01,687.9406892,29.8129664,29.68164541,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2021-01-01,690.5813507,32.41294526,19.8163958,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2021-02-01,693.3621693,33.11569903,-11.81043786,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2021-03-01,695.7984276,30.44453895,-11.76042971,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2021-04-01,698.4125346,31.15562741,14.68631313,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2021-05-01,701.0428378,32.89225781,7.039097815,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2021-06-01,703.8106039,32.32881038,-13.63426735,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2021-07-01,706.3957657,30.61987992,-3.417934016,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2021-08-01,709.0429253,31.75915471,1.913868831,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2021-09-01,711.7036213,30.93885806,8.110646474,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2021-10-01,714.3340027,33.11092913,13.8191021,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2021-11-01,717.1498029,33.24204174,0.5818536268,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2021-12-01,719.8787535,33.20790473,5.862382595,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2022-01-01,722.7401325,34.2191055,3.740074097,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2022-02-01,725.6279641,33.83125041,-4.760364961,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2022-03-01,728.2059175,33.42571134,-9.988682132,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2022-04-01,730.9894324,32.16647006,-15.59247126,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2022-05-01,733.5764318,30.82696613,-31.32170106,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2022-06-01,736.028133,26.94618655,-21.20397729,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2022-07-01,738.2556138,27.29296992,5.83404263,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2022-08-01,740.5986068,27.91852699,27.28852995,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2022-09-01,743.1346056,31.84105824,34.31478891,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2022-10-01,745.82367,33.63765847,22.27819146,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2022-11-01,748.7599386,35.55409015,13.13961662,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2022-12-01,751.6914246,35.82759458,-11.72008083,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2023-01-01,754.6377332,33.60074335,-26.81974826,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2023-02-01,757.3943517,31.35763653,-6.132351183,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2023-03-01,759.8450252,32.57868482,-4.848211448,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2023-04-01,762.5239805,30.54960129,-11.12472159,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2023-05-01,765.0403734,30.72456455,-4.254828303,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2023-06-01,767.6105525,29.84046324,-14.87820893,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2023-07-01,769.9959869,28.24486307,-8.01930204,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2023-08-01,772.4042169,28.5039129,961.8959549,step_change,background,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2023-09-01,781.6157266,188.5608555,983.0099125,step_change,step_transition,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2023-10-01,797.258427,192.3388983,-0.3801879603,step_change,step_transition,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2023-11-01,813.4198617,188.4974909,-28.57910034,step_change,step_transition,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2023-12-01,828.8643465,187.5757149,-656.9543207,step_change,step_transition,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2024-01-01,840.1771534,79.00510411,-638.5169251,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2024-02-01,846.9738697,81.1562274,46.84661383,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2024-03-01,853.6420475,86.81287308,25.32815676,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2024-04-01,860.9492402,85.37758686,-39.96858797,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2024-05-01,867.7471469,80.15144175,-26.81219426,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2024-06-01,874.5820138,80.90888782,-31.70660009,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2024-07-01,880.9793812,74.8670084,-25.4028229,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2024-08-01,887.4103255,76.675084,9.718642793,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2024-09-01,893.9100077,76.4867822,15.27116082,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2024-10-01,900.3045482,79.22027747,25.94175817,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2024-11-01,907.0957203,80.81040856,-4.9567521,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2024-12-01,913.6338953,78.39415212,-24.43800361,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2025-01-01,920.2171648,76.73740796,-3.78040772,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2025-02-01,926.7736963,77.76408417,5.597659383,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2025-03-01,932.7314844,77.67035119,-22.52544006,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2025-04-01,939.1682894,74.00984416,-29.19629298,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2025-05-01,945.1976178,72.80430236,-6.040085144,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2025-06-01,951.3852036,73.0031633,4.323023821,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2025-07-01,957.4027794,73.52480633,25.18293423,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2025-08-01,963.7990543,77.20031901,34.95022663,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2025-09-01,970.4425247,79.3498441,-7.232119505,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2025-10-01,976.8221883,75.99496576,-8.053004213,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2025-11-01,983.3575503,78.00767673,23.54695369,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W003,2025-12-01,989.8432642,79.91945804,22.94137564,step_change,post_step,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2018-01-01,22.93646551,63.80622647,-34.78596418,reactivated,active_initial,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2018-02-01,28.2288985,60.90739612,-52.54005651,reactivated,active_initial,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2018-03-01,32.67351794,55.04955038,-48.48361417,reactivated,active_initial,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2018-04-01,37.25143261,52.82679376,-17.6366059,reactivated,active_initial,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2018-05-01,41.56095663,52.11011607,-15.00026487,reactivated,active_initial,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2018-06-01,45.90803786,50.32674961,-21.84926663,reactivated,active_initial,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2018-07-01,49.96534058,48.46857163,-16.80469133,reactivated,active_initial,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2018-08-01,54.03903082,47.52596772,-6.944431944,reactivated,active_initial,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2018-09-01,58.06360461,47.3111663,7.427698242,reactivated,active_initial,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2018-10-01,62.00919326,48.76391743,9.862434809,reactivated,active_initial,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2018-11-01,66.15605638,48.95490544,-9.154271368,reactivated,active_initial,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2018-12-01,70.10649215,47.23820554,-22.0922178,reactivated,active_initial,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2019-01-01,74.03235569,45.27286914,-22.2956773,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2019-02-01,77.80052678,43.52225932,-29.46405423,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2019-03-01,81.01581039,40.36219343,-36.23291386,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2019-04-01,84.3193212,37.48344034,-29.09710728,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2019-05-01,87.3171083,35.51267555,-21.62863737,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2019-06-01,90.26184702,33.87866745,-7.477002927,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2019-07-01,93.06041687,34.2665084,0.3792583861,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2019-08-01,95.95495479,33.94187718,2.556940033,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2019-09-01,98.86757739,34.69266507,4.888269095,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2019-10-01,101.7197028,34.75658869,-14.3117327,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2019-11-01,104.5656753,32.30737629,-21.16253718,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2019-12-01,107.1749926,31.22949916,-10.39698679,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
P-H04-W004,2020-01-01,109.7977515,30.57454516,-16.37504517,reactivated,decaying,2022,,year_supported_exact_date_unknown; technical_midyear_conditioning_private,R/S
