campaign_id,date,profile_id,point_id,true_settlement_mm,observed_settlement_mm,residual_mm,standard_uncertainty_mm,use_class
C007,2019-11-05,P-V01,P-V01-W004,136.7601926,137.5421673,0.7819746893,0.7884557185,evaluation_only
C007,2019-11-05,P-V01,P-V01-W005,790.2253059,790.3317202,0.1064143131,0.7857154496,evaluation_only
C007,2019-11-05,P-V01,P-V01-W006,336.0413653,335.6942828,-0.3470825494,0.7723001505,evaluation_only
C007,2019-11-05,P-V01,P-V01-W007,307.9437292,307.2961102,-0.6476190014,0.7474199057,evaluation_only
C007,2019-11-05,P-V01,P-V01-REF-B,0,-1.398233718,-1.398233718,0.6,evaluation_only
C007,2019-11-05,P-V02,P-V02-REF-A,0,-0.319553277,-0.319553277,0.6,evaluation_only
C007,2019-11-05,P-V02,P-V02-W001,220.1572699,220.495702,0.3384320479,0.7109688462,evaluation_only
C007,2019-11-05,P-V02,P-V02-W002,183.2834307,183.5739293,0.290498594,0.7237903958,evaluation_only
C007,2019-11-05,P-V02,P-V02-W003,20.15953747,20.31309506,0.1535575891,0.7336098151,evaluation_only
C007,2019-11-05,P-V02,P-V02-W004,36.79418714,36.74191561,-0.05227153043,0.7342314673,evaluation_only
C007,2019-11-05,P-V02,P-V02-W005,181.1006756,180.903802,-0.1968736391,0.731505751,evaluation_only
C007,2019-11-05,P-V02,P-V02-W006,263.9425956,263.0548775,-0.8877180931,0.7176207463,evaluation_only
C007,2019-11-05,P-V02,P-V02-W007,59.11924556,58.80131237,-0.3179331916,0.7008044036,evaluation_only
C007,2019-11-05,P-V02,P-V02-REF-B,0,0.2542083635,0.2542083635,0.6,evaluation_only
C007,2019-11-05,P-V03,P-V03-REF-A,0,0.3665948071,0.3665948071,0.6,evaluation_only
C007,2019-11-05,P-V03,P-V03-W001,413.2956479,413.7538816,0.4582337221,0.6770637046,evaluation_only
C007,2019-11-05,P-V03,P-V03-W002,413.5026105,413.8423392,0.3397286778,0.6916355808,evaluation_only
C007,2019-11-05,P-V03,P-V03-W003,1276.331712,1276.647405,0.3156930628,0.7008333466,evaluation_only
C007,2019-11-05,P-V03,P-V03-W004,1613.646021,1613.693808,0.04778705713,0.7051141168,evaluation_only
C007,2019-11-05,P-V03,P-V03-W005,380.8615314,381.1509462,0.289414792,0.7038682651,evaluation_only
C007,2019-11-05,P-V03,P-V03-W006,339.4766726,339.8398278,0.3631551714,0.6985905185,evaluation_only
C007,2019-11-05,P-V03,P-V03-W007,208.8961088,209.5537021,0.6575932613,0.6905284356,evaluation_only
C007,2019-11-05,P-V03,P-V03-REF-B,0,-0.3207116592,-0.3207116592,0.6,evaluation_only
C007,2019-11-05,P-V04,P-V04-REF-A,0,0.5129256558,0.5129256558,0.727706293,evaluation_only
C007,2019-11-05,P-V04,P-V04-W001,188.3521451,188.3623366,0.01019154238,0.9447090857,evaluation_only
C007,2019-11-05,P-V04,P-V04-W002,190.6586582,190.5551425,-0.1035157502,0.9581077065,evaluation_only
C007,2019-11-05,P-V04,P-V04-W004,325.824119,325.8820101,0.05789106124,0.9720147373,evaluation_only
C007,2019-11-05,P-V04,P-V04-W005,330.1151315,329.8052781,-0.3098533866,0.9680757917,evaluation_only
C007,2019-11-05,P-V04,P-V04-W006,230.3897312,229.9865647,-0.4031664387,0.95896143,evaluation_only
C007,2019-11-05,P-V04,P-V04-W007,256.3541722,256.5378856,0.183713411,0.9405230283,evaluation_only
C007,2019-11-05,P-V04,P-V04-REF-B,0,0.5390535672,0.5390535672,0.7128667635,evaluation_only
C007,2019-11-05,P-V05,P-V05-REF-A,0,-0.121069365,-0.121069365,0.6,evaluation_only
C007,2019-11-05,P-V05,P-V05-W002,1401.827802,1402.292514,0.4647124927,0.6887432337,evaluation_only
C007,2019-11-05,P-V05,P-V05-W003,1408.760059,1408.981763,0.2217033979,0.6920198967,evaluation_only
C007,2019-11-05,P-V05,P-V05-W004,1302.582446,1302.130222,-0.4522239095,0.6930347909,evaluation_only
C007,2019-11-05,P-V05,P-V05-W005,1379.763893,1379.28249,-0.4814029826,0.6883217648,evaluation_only
C007,2019-11-05,P-V05,P-V05-W006,1414.156614,1413.679522,-0.477091812,0.6816932482,evaluation_only
C007,2019-11-05,P-V05,P-V05-W007,1659.273951,1658.678153,-0.5957982656,0.6668730841,evaluation_only
C007,2019-11-05,P-V05,P-V05-REF-B,0,0.08249407082,0.08249407082,0.6,evaluation_only
C007,2019-11-05,P-V06,P-V06-REF-A,0,1.041465613,1.041465613,1.197472326,evaluation_only
C007,2019-11-05,P-V06,P-V06-W001,0,0.6361495959,0.6361495959,1.491817266,evaluation_only
C007,2019-11-05,P-V06,P-V06-W002,139.6022571,139.6644257,0.06216860269,1.52734716,evaluation_only
C007,2019-11-05,P-V06,P-V06-W003,91.39873123,91.4606841,0.06195286827,1.535242242,evaluation_only
C007,2019-11-05,P-V06,P-V06-W004,127.9733567,127.5735276,-0.3998290126,1.530028509,evaluation_only
C007,2019-11-05,P-V06,P-V06-W005,174.0924001,173.827482,-0.2649180658,1.513247864,evaluation_only
C007,2019-11-05,P-V06,P-V06-W006,98.86751296,99.36772568,0.5002127213,1.463679456,evaluation_only
C007,2019-11-05,P-V06,P-V06-W007,99.50041171,99.31919662,-0.1812150824,1.424275677,evaluation_only
C007,2019-11-05,P-V06,P-V06-REF-B,0,0.1323951155,0.1323951155,0.9960765837,evaluation_only
C008,2020-04-21,P-D01,P-D01-REF-A,0,-0.6482323737,-0.6482323737,0.8664539105,evaluation_only
C008,2020-04-21,P-D01,P-D01-W001,148.6370028,146.778657,-1.858345803,1.160798797,evaluation_only
C008,2020-04-21,P-D01,P-D01-W002,321.0795845,319.1776091,-1.901975393,1.190305509,evaluation_only
C008,2020-04-21,P-D01,P-D01-W003,425.9165565,424.4279906,-1.488565872,1.208959984,evaluation_only
C008,2020-04-21,P-D01,P-D01-W004,426.2377664,424.9194025,-1.318363894,1.225655853,evaluation_only
C008,2020-04-21,P-D01,P-D01-W005,252.4962839,250.9331825,-1.563101491,1.225971399,evaluation_only
C008,2020-04-21,P-D01,P-D01-W006,259.502377,258.6233448,-0.8790321721,1.21121964,evaluation_only
C008,2020-04-21,P-D01,P-D01-W007,139.3723108,138.3031219,-1.069188922,1.179483642,evaluation_only
C008,2020-04-21,P-D01,P-D01-REF-B,0,-1.093026228,-1.093026228,0.9223104035,evaluation_only
C008,2020-04-21,P-H01,P-H01-REF-A,0,0.1169052319,0.1169052319,0.6,evaluation_only
C008,2020-04-21,P-H01,P-H01-W001,113.5608945,114.1990091,0.6381146381,0.7199526787,evaluation_only
C008,2020-04-21,P-H01,P-H01-W002,49.35110111,50.81494921,1.463848104,0.7703333749,evaluation_only
C008,2020-04-21,P-H01,P-H01-W003,303.3292298,305.5227537,2.193523898,0.8100743858,evaluation_only
C008,2020-04-21,P-H01,P-H01-W004,150.37936,152.0788455,1.69948553,0.8208576885,evaluation_only
C008,2020-04-21,P-H01,P-H01-W005,322.1488865,323.5629238,1.414037242,0.8155698927,evaluation_only
C008,2020-04-21,P-H01,P-H01-W007,175.054014,176.2246023,1.170588378,0.7398377345,evaluation_only
C008,2020-04-21,P-H01,P-H01-REF-B,0,0.3240779209,0.3240779209,0.6,evaluation_only
C008,2020-04-21,P-H02,P-H02-REF-A,0,0.9240687467,0.9240687467,0.8746627872,evaluation_only
C008,2020-04-21,P-H02,P-H02-W002,364.7143282,365.3918315,0.6775033042,1.257299118,evaluation_only
C008,2020-04-21,P-H02,P-H02-W003,156.3426554,157.0751387,0.7324832343,1.285373112,evaluation_only
C008,2020-04-21,P-H02,P-H02-W004,142.5115616,142.6615357,0.149974102,1.293303209,evaluation_only
C008,2020-04-21,P-H02,P-H02-W005,22.65237681,22.38603413,-0.2663426848,1.285556811,evaluation_only
C008,2020-04-21,P-H02,P-H02-W006,268.2534985,267.5489217,-0.7045767756,1.270807858,evaluation_only
C008,2020-04-21,P-H02,P-H02-W007,233.0921588,232.5123762,-0.5797826362,1.223714721,evaluation_only
C008,2020-04-21,P-H02,P-H02-REF-B,0,-1.159208276,-1.159208276,0.8887318605,evaluation_only
C008,2020-04-21,P-H03,P-H03-REF-A,0,-0.08927940866,-0.08927940866,0.791546955,evaluation_only
C008,2020-04-21,P-H03,P-H03-W001,220.544679,219.5312819,-1.013397104,1.130338411,evaluation_only
C008,2020-04-21,P-H03,P-H03-W002,321.9964214,321.5033966,-0.493024871,1.175988156,evaluation_only
C008,2020-04-21,P-H03,P-H03-W003,307.1525678,306.5961389,-0.5564288328,1.189968247,evaluation_only
C008,2020-04-21,P-H03,P-H03-W004,579.5380998,578.421773,-1.116326791,1.202381777,evaluation_only
C008,2020-04-21,P-H03,P-H03-W005,340.6113315,339.6496613,-0.9616701432,1.203535027,evaluation_only
C008,2020-04-21,P-H03,P-H03-W006,331.5249528,330.6033027,-0.9216500979,1.198786711,evaluation_only
C008,2020-04-21,P-H03,P-H03-W007,512.789638,512.3460811,-0.4435568969,1.167141036,evaluation_only
C008,2020-04-21,P-H03,P-H03-REF-B,0,0.5684307009,0.5684307009,0.9085421046,evaluation_only
C008,2020-04-21,P-H04,P-H04-REF-A,0,-1.314017068,-1.314017068,0.7814545907,evaluation_only
C008,2020-04-21,P-H04,P-H04-W001,126.3855347,125.7623064,-0.6232283389,1.020891042,evaluation_only
C008,2020-04-21,P-H04,P-H04-W002,431.646415,430.8627328,-0.783682201,1.046146317,evaluation_only
C008,2020-04-21,P-H04,P-H04-W003,669.6857077,668.8007882,-0.8849194937,1.072187433,evaluation_only
C008,2020-04-21,P-H04,P-H04-W004,117.9747336,117.0080642,-0.9666694441,1.0783805,evaluation_only
C008,2020-04-21,P-H04,P-H04-W005,106.8463077,106.4470758,-0.3992319552,1.072900642,evaluation_only
C008,2020-04-21,P-H04,P-H04-W006,133.738233,133.6977734,-0.04045961918,1.049694141,evaluation_only
C008,2020-04-21,P-H04,P-H04-W007,156.3004994,156.3449351,0.04443575116,1.011317998,evaluation_only
C008,2020-04-21,P-H04,P-H04-REF-B,0,-1.327206622,-1.327206622,0.754964139,evaluation_only
C008,2020-04-21,P-H05,P-H05-REF-A,0,-0.5433292696,-0.5433292696,0.6,evaluation_only
C008,2020-04-21,P-H05,P-H05-W001,1272.521835,1272.267078,-0.254757667,0.7474619294,evaluation_only
C008,2020-04-21,P-H05,P-H05-W002,1183.126698,1183.694921,0.5682235613,0.7810213598,evaluation_only
C008,2020-04-21,P-H05,P-H05-W003,1303.487744,1303.858919,0.37117486,0.7975427988,evaluation_only
C008,2020-04-21,P-H05,P-H05-W004,1555.421995,1555.835222,0.4132270027,0.8006661374,evaluation_only
C008,2020-04-21,P-H05,P-H05-W006,1333.561857,1332.931735,-0.6301222902,0.757456961,evaluation_only
C008,2020-04-21,P-H05,P-H05-W007,766.8152968,766.2006601,-0.6146366735,0.7139502471,evaluation_only
C008,2020-04-21,P-H05,P-H05-REF-B,0,-1.002755565,-1.002755565,0.6,evaluation_only
C008,2020-04-21,P-H06,P-H06-REF-A,0,-0.02836476477,-0.02836476477,0.6,evaluation_only
C008,2020-04-21,P-H06,P-H06-W001,328.865986,329.1936909,0.3277048449,0.7500487935,evaluation_only
C008,2020-04-21,P-H06,P-H06-W002,171.8794944,172.8811558,1.001661409,0.7825612681,evaluation_only
C008,2020-04-21,P-H06,P-H06-W003,327.9032013,329.7354754,1.832274067,0.7979754192,evaluation_only
C008,2020-04-21,P-H06,P-H06-W004,328.8146959,330.4269526,1.612256699,0.8005338282,evaluation_only
C008,2020-04-21,P-H06,P-H06-W005,151.2258869,152.3593711,1.133484112,0.7920199711,evaluation_only
C008,2020-04-21,P-H06,P-H06-W006,328.7898571,329.5624754,0.7726183121,0.7540687562,evaluation_only
C008,2020-04-21,P-H06,P-H06-W007,54.62533192,54.78579103,0.1604591135,0.730159245,evaluation_only
C008,2020-04-21,P-H06,P-H06-REF-B,0,0.3154798562,0.3154798562,0.6,evaluation_only
C008,2020-04-21,P-H07,P-H07-REF-A,0,-0.2343428405,-0.2343428405,0.6,evaluation_only
C008,2020-04-21,P-H07,P-H07-W001,140.2004692,139.2425782,-0.9578909819,0.7076816192,evaluation_only
C008,2020-04-21,P-H07,P-H07-W002,224.4802574,223.4358264,-1.044430915,0.7247411837,evaluation_only
C008,2020-04-21,P-H07,P-H07-W003,262.5262141,261.6585714,-0.867642713,0.7412810614,evaluation_only
C008,2020-04-21,P-H07,P-H07-W004,246.3718039,245.7755697,-0.5962342754,0.744021206,evaluation_only
C008,2020-04-21,P-H07,P-H07-W005,34.46556663,34.81435972,0.3487930895,0.7405433512,evaluation_only
C008,2020-04-21,P-H07,P-H07-W007,33.88067043,34.63998761,0.7593171748,0.716893739,evaluation_only
C008,2020-04-21,P-H07,P-H07-REF-B,0,0.2850786616,0.2850786616,0.6,evaluation_only
C008,2020-04-21,P-V01,P-V01-REF-A,0,-0.2754489677,-0.2754489677,0.6,evaluation_only
C008,2020-04-21,P-V01,P-V01-W001,105.8987673,106.1685174,0.2697501536,0.7530124719,evaluation_only
C008,2020-04-21,P-V01,P-V01-W002,102.2113636,102.4319753,0.2206117864,0.7786841031,evaluation_only
C008,2020-04-21,P-V01,P-V01-W003,124.5205347,125.2820808,0.7615461269,0.7931309698,evaluation_only
C008,2020-04-21,P-V01,P-V01-W004,155.8875573,156.8081001,0.9205427842,0.7956483756,evaluation_only
C008,2020-04-21,P-V01,P-V01-W005,818.0707654,819.4437001,1.372934603,0.7904760529,evaluation_only
C008,2020-04-21,P-V01,P-V01-W006,352.0120806,352.5778421,0.5657614833,0.7752739001,evaluation_only
C008,2020-04-21,P-V01,P-V01-W007,336.5373234,337.6083693,1.071045982,0.7486818542,evaluation_only
C008,2020-04-21,P-V01,P-V01-REF-B,0,0.68933508,0.68933508,0.6,evaluation_only
C008,2020-04-21,P-V02,P-V02-REF-A,0,1.111038213,1.111038213,0.6,evaluation_only
C008,2020-04-21,P-V02,P-V02-W001,245.8746503,246.4827358,0.6080854812,0.7792268694,evaluation_only
C008,2020-04-21,P-V02,P-V02-W002,211.8256118,212.4121785,0.586566761,0.7965459609,evaluation_only
C008,2020-04-21,P-V02,P-V02-W003,23.65935217,24.01004746,0.3506952894,0.8111508208,evaluation_only
C008,2020-04-21,P-V02,P-V02-W004,43.25913716,43.62313941,0.3640022532,0.8134612232,evaluation_only
C008,2020-04-21,P-V02,P-V02-W005,208.4038049,208.6577609,0.2539559213,0.8117793396,evaluation_only
C008,2020-04-21,P-V02,P-V02-W006,275.9702959,276.5538551,0.5835591771,0.7982077467,evaluation_only
C008,2020-04-21,P-V02,P-V02-W007,69.75671514,70.13102113,0.3743059876,0.7803607121,evaluation_only
C008,2020-04-21,P-V02,P-V02-REF-B,0,-0.6064486638,-0.6064486638,0.6,evaluation_only
C008,2020-04-21,P-V03,P-V03-REF-A,0,0.3829527583,0.3829527583,0.6,evaluation_only
C008,2020-04-21,P-V03,P-V03-W001,429.1996299,429.9653616,0.7657316857,0.6957996582,evaluation_only
C008,2020-04-21,P-V03,P-V03-W002,431.4776939,432.5672705,1.089576623,0.7095771831,evaluation_only
C008,2020-04-21,P-V03,P-V03-W003,1293.1281,1293.977485,0.8493857022,0.7183684918,evaluation_only
C008,2020-04-21,P-V03,P-V03-W004,1622.124308,1623.166166,1.041857946,0.7225603944,evaluation_only
C008,2020-04-21,P-V03,P-V03-W005,396.9786059,398.2266088,1.248002947,0.7218260341,evaluation_only
C008,2020-04-21,P-V03,P-V03-W006,356.5506051,357.4443852,0.8937800793,0.7171355273,evaluation_only
C008,2020-04-21,P-V03,P-V03-W007,209.6292109,210.2846065,0.6553956155,0.7098646323,evaluation_only
C008,2020-04-21,P-V03,P-V03-REF-B,0,-0.7685324094,-0.7685324094,0.6,evaluation_only
C008,2020-04-21,P-V04,P-V04-REF-A,0,0.168865936,0.168865936,0.7862716791,evaluation_only
C008,2020-04-21,P-V04,P-V04-W001,190.3083513,190.538521,0.2301697236,1.076602129,evaluation_only
C008,2020-04-21,P-V04,P-V04-W002,191.7789477,192.222091,0.4431433564,1.09663387,evaluation_only
C008,2020-04-21,P-V04,P-V04-W003,191.9189588,192.2879905,0.3690316596,1.115593214,evaluation_only
C008,2020-04-21,P-V04,P-V04-W004,327.1424032,327.4162383,0.2738351467,1.128138261,evaluation_only
C008,2020-04-21,P-V04,P-V04-W005,330.936158,330.9081175,-0.02804049574,1.127460559,evaluation_only
C008,2020-04-21,P-V04,P-V04-W006,231.4633723,231.5496389,0.08626659224,1.121994983,evaluation_only
C008,2020-04-21,P-V04,P-V04-W007,272.8521228,272.6324686,-0.2196542283,1.107535821,evaluation_only
C008,2020-04-21,P-V04,P-V04-REF-B,0,-0.005098593903,-0.005098593903,0.895021058,evaluation_only
C008,2020-04-21,P-V05,P-V05-REF-A,0,1.617037212,1.617037212,0.7739471551,evaluation_only
C008,2020-04-21,P-V05,P-V05-W001,1224.629806,1225.384197,0.7543903345,1.016154008,evaluation_only
C008,2020-04-21,P-V05,P-V05-W002,1424.320772,1425.386838,1.066066696,1.041207003,evaluation_only
C008,2020-04-21,P-V05,P-V05-W003,1422.56413,1423.384652,0.8205226868,1.044881616,evaluation_only
C008,2020-04-21,P-V05,P-V05-W004,1317.864264,1317.895561,0.0312975408,1.044892235,evaluation_only
C008,2020-04-21,P-V05,P-V05-W005,1395.613125,1395.949345,0.3362197485,1.036836502,evaluation_only
C008,2020-04-21,P-V05,P-V05-W006,1423.245956,1423.883319,0.6373631725,1.026589694,evaluation_only
C008,2020-04-21,P-V05,P-V05-W007,1674.001374,1674.711027,0.7096527998,1.00445205,evaluation_only
C008,2020-04-21,P-V05,P-V05-REF-B,0,-0.01221929804,-0.01221929804,0.7316304773,evaluation_only
C008,2020-04-21,P-V06,P-V06-REF-A,0,-0.712629881,-0.712629881,0.6061844533,evaluation_only
C008,2020-04-21,P-V06,P-V06-W001,0,-0.8131495063,-0.8131495063,0.8200742593,evaluation_only
C008,2020-04-21,P-V06,P-V06-W002,148.5307984,147.2565528,-1.274245595,0.8509649607,evaluation_only
C008,2020-04-21,P-V06,P-V06-W004,142.4258688,140.8925774,-1.53329136,0.8697611219,evaluation_only
C008,2020-04-21,P-V06,P-V06-W005,201.0490104,199.9134368,-1.135573605,0.8666472901,evaluation_only
C008,2020-04-21,P-V06,P-V06-W006,112.5268731,111.9791873,-0.5476857928,0.8497421471,evaluation_only
C008,2020-04-21,P-V06,P-V06-W007,112.4473709,111.9337806,-0.5135902827,0.83405463,evaluation_only
C008,2020-04-21,P-V06,P-V06-REF-B,0,-0.08519114212,-0.08519114212,0.6475865413,evaluation_only
C009,2020-06-02,P-D01,P-D01-REF-A,0,0.4727890362,0.4727890362,0.6,evaluation_only
C009,2020-06-02,P-D01,P-D01-W001,151.5904025,152.2151451,0.6247426357,0.7128764186,evaluation_only
C009,2020-06-02,P-D01,P-D01-W002,328.8612993,329.4193158,0.5580165879,0.7259817878,evaluation_only
C009,2020-06-02,P-D01,P-D01-W005,255.6808857,255.8101593,0.1292736695,0.7319483532,evaluation_only
C009,2020-06-02,P-D01,P-D01-W006,262.0668419,261.9847151,-0.08212684022,0.7161916404,evaluation_only
C009,2020-06-02,P-D01,P-D01-W007,142.7496644,143.6118068,0.8621424228,0.6890203981,evaluation_only
C009,2020-06-02,P-D01,P-D01-REF-B,0,0.4111976085,0.4111976085,0.6,evaluation_only
C009,2020-06-02,P-H03,P-H03-REF-A,0,-0.1984493126,-0.1984493126,0.6,evaluation_only
C009,2020-06-02,P-H03,P-H03-W001,227.4689422,227.083663,-0.3852792716,0.7247580279,evaluation_only
C009,2020-06-02,P-H03,P-H03-W002,328.206598,327.7021766,-0.5044213487,0.7446792875,evaluation_only
C009,2020-06-02,P-H03,P-H03-W004,587.1785011,586.7433032,-0.4351979115,0.7535517963,evaluation_only
C009,2020-06-02,P-H03,P-H03-W005,347.7017064,347.3672787,-0.334427749,0.7486872012,evaluation_only
C009,2020-06-02,P-H03,P-H03-W006,339.4414627,339.0819567,-0.3595059929,0.7442137242,evaluation_only
C009,2020-06-02,P-H03,P-H03-REF-B,0,-0.4734746664,-0.4734746664,0.6,evaluation_only
C009,2020-06-02,P-V01,P-V01-REF-A,0,0.007664941506,0.007664941506,0.6990068064,evaluation_only
C009,2020-06-02,P-V01,P-V01-W003,128.008964,128.5584727,0.549508699,0.9390856868,evaluation_only
C009,2020-06-02,P-V01,P-V01-W004,160.0771252,160.6058342,0.5287089546,0.9430783524,evaluation_only
C009,2020-06-02,P-V01,P-V01-W005,824.2778713,824.8979346,0.6200632578,0.9384242861,evaluation_only
C009,2020-06-02,P-V01,P-V01-W006,356.1470068,356.1442856,-0.002721200469,0.9209492192,evaluation_only
C009,2020-06-02,P-V01,P-V01-W007,343.0279999,342.3226703,-0.7053296312,0.8893517362,evaluation_only
C009,2020-06-02,P-V01,P-V01-REF-B,0,-1.156481651,-1.156481651,0.6844770582,evaluation_only
C010,2020-10-20,P-D01,P-D01-REF-A,0,-0.6614065436,-0.6614065436,0.6,evaluation_only
C010,2020-10-20,P-D01,P-D01-W001,164.2653061,163.9367049,-0.3286012018,0.7271776956,evaluation_only
C010,2020-10-20,P-D01,P-D01-W002,351.5547161,350.9983126,-0.5564035012,0.7405381885,evaluation_only
C010,2020-10-20,P-D01,P-D01-W003,427.5608646,427.1755913,-0.3852732943,0.7479469121,evaluation_only
C010,2020-10-20,P-D01,P-D01-W004,427.4269689,427.1044917,-0.3224771795,0.751221368,evaluation_only
C010,2020-10-20,P-D01,P-D01-W005,267.8508534,267.4803515,-0.3705019913,0.747117944,evaluation_only
C010,2020-10-20,P-D01,P-D01-W006,271.0143091,270.2240782,-0.7902309213,0.7310086359,evaluation_only
C010,2020-10-20,P-D01,P-D01-W007,154.2311932,153.3804422,-0.8507510142,0.7042389021,evaluation_only
C010,2020-10-20,P-D01,P-D01-REF-B,0,-0.04591521989,-0.04591521989,0.6,evaluation_only
C010,2020-10-20,P-H01,P-H01-REF-A,0,-0.6749731421,-0.6749731421,0.8574179867,evaluation_only
C010,2020-10-20,P-H01,P-H01-W001,128.6355338,127.6600226,-0.9755111818,1.220123858,evaluation_only
C010,2020-10-20,P-H01,P-H01-W002,60.29318609,59.49572019,-0.7974658992,1.297571675,evaluation_only
C010,2020-10-20,P-H01,P-H01-W003,316.9666962,316.1104372,-0.856259044,1.355723618,evaluation_only
C010,2020-10-20,P-H01,P-H01-W004,169.6925104,169.1419523,-0.5505581731,1.368231099,evaluation_only
C010,2020-10-20,P-H01,P-H01-W005,352.197005,352.270999,0.0739939471,1.351152631,evaluation_only
C010,2020-10-20,P-H01,P-H01-W006,282.0039729,282.3611215,0.3571486264,1.305228315,evaluation_only
C010,2020-10-20,P-H01,P-H01-W007,191.8880836,192.0530747,0.1649911314,1.204424099,evaluation_only
C010,2020-10-20,P-H01,P-H01-REF-B,0,-0.3329774975,-0.3329774975,0.8187077433,evaluation_only
C010,2020-10-20,P-H02,P-H02-REF-A,0,-0.02967516855,-0.02967516855,0.6077088904,evaluation_only
C010,2020-10-20,P-H02,P-H02-W001,269.3685942,270.3847508,1.016156577,0.8345622468,evaluation_only
C010,2020-10-20,P-H02,P-H02-W003,169.2249668,169.8072821,0.5823152848,0.8819536445,evaluation_only
C010,2020-10-20,P-H02,P-H02-W004,156.4923305,156.8670151,0.3746846145,0.8894518921,evaluation_only
C010,2020-10-20,P-H02,P-H02-W005,26.37284211,27.01006484,0.6372227338,0.8891590038,evaluation_only
C010,2020-10-20,P-H02,P-H02-W006,279.6502802,280.3947425,0.7444622694,0.8824321754,evaluation_only
C010,2020-10-20,P-H02,P-H02-W007,252.085605,252.7278351,0.6422300622,0.8580753602,evaluation_only
C010,2020-10-20,P-H02,P-H02-REF-B,0,0.4622806769,0.4622806769,0.6765679153,evaluation_only
C010,2020-10-20,P-H03,P-H03-REF-A,0,-0.6275345604,-0.6275345604,0.6,evaluation_only
C010,2020-10-20,P-H03,P-H03-W001,250.1787095,249.7898791,-0.3888303626,0.7181774923,evaluation_only
C010,2020-10-20,P-H03,P-H03-W002,349.2282724,348.7009368,-0.527335579,0.7408014251,evaluation_only
C010,2020-10-20,P-H03,P-H03-W003,333.7895445,333.1814668,-0.6080776994,0.7473665209,evaluation_only
C010,2020-10-20,P-H03,P-H03-W004,610.8261826,610.2074052,-0.6187774368,0.7525509997,evaluation_only
C010,2020-10-20,P-H03,P-H03-W005,369.2533448,368.9577837,-0.2955611322,0.7502988778,evaluation_only
C010,2020-10-20,P-H03,P-H03-W006,364.7646934,364.2680839,-0.496609503,0.7466827475,evaluation_only
C010,2020-10-20,P-H03,P-H03-W007,522.1951638,522.0069581,-0.1882057536,0.7258342918,evaluation_only
C010,2020-10-20,P-H03,P-H03-REF-B,0,0.4365230644,0.4365230644,0.6,evaluation_only
C010,2020-10-20,P-H04,P-H04-REF-A,0,0.7786722434,0.7786722434,0.6,evaluation_only
C010,2020-10-20,P-H04,P-H04-W001,143.5110836,144.6462441,1.1351605,0.7101747387,evaluation_only
C010,2020-10-20,P-H04,P-H04-W002,450.3256365,451.3314493,1.005812858,0.7329498761,evaluation_only
C010,2020-10-20,P-H04,P-H04-W003,684.7279384,685.8453421,1.117403678,0.7587966971,evaluation_only
C010,2020-10-20,P-H04,P-H04-W004,130.1056539,131.8215421,1.715888229,0.7699549357,evaluation_only
C010,2020-10-20,P-H04,P-H04-W005,122.6486913,124.8801614,2.23147006,0.769905986,evaluation_only
C010,2020-10-20,P-H04,P-H04-W006,147.1649296,149.1646727,1.999743113,0.7596223375,evaluation_only
C010,2020-10-20,P-H04,P-H04-W007,176.2955195,178.6162029,2.32068343,0.738408356,evaluation_only
C010,2020-10-20,P-H04,P-H04-REF-B,0,1.739133781,1.739133781,0.6,evaluation_only
C010,2020-10-20,P-H05,P-H05-REF-A,0,-0.5691800694,-0.5691800694,1.02023852,evaluation_only
C010,2020-10-20,P-H05,P-H05-W001,1289.947746,1288.298942,-1.648804249,1.388986323,evaluation_only
C010,2020-10-20,P-H05,P-H05-W002,1209.208328,1207.59343,-1.614897994,1.461981236,evaluation_only
C010,2020-10-20,P-H05,P-H05-W003,1323.470438,1321.581348,-1.889089561,1.501304081,evaluation_only
C010,2020-10-20,P-H05,P-H05-W004,1566.603793,1564.339941,-2.263851597,1.519696206,evaluation_only
C010,2020-10-20,P-H05,P-H05-W005,1206.405121,1205.337064,-1.068056969,1.503611347,evaluation_only
C010,2020-10-20,P-H05,P-H05-W006,1341.760113,1341.338319,-0.4217945892,1.459209921,evaluation_only
C010,2020-10-20,P-H05,P-H05-W007,782.551805,781.9744603,-0.5773446185,1.389916246,evaluation_only
C010,2020-10-20,P-H05,P-H05-REF-B,0,-0.3652939224,-0.3652939224,1.022548935,evaluation_only
C010,2020-10-20,P-H06,P-H06-REF-A,0,-0.8693363758,-0.8693363758,0.6,evaluation_only
C010,2020-10-20,P-H06,P-H06-W001,330.2067886,329.1078685,-1.098920053,0.8043622482,evaluation_only
C010,2020-10-20,P-H06,P-H06-W002,173.4408672,172.5618139,-0.8790533248,0.8478910187,evaluation_only
C010,2020-10-20,P-H06,P-H06-W003,329.4065883,328.5754211,-0.8311672106,0.8698006531,evaluation_only
C010,2020-10-20,P-H06,P-H06-W004,329.5959933,328.8039637,-0.792029617,0.8755512456,evaluation_only
C010,2020-10-20,P-H06,P-H06-W005,152.6483931,151.7608699,-0.8875231601,0.8680268065,evaluation_only
C010,2020-10-20,P-H06,P-H06-W006,329.3775059,329.5654771,0.1879712757,0.8265249011,evaluation_only
C010,2020-10-20,P-H06,P-H06-REF-B,0,0.06106220678,0.06106220678,0.6,evaluation_only
C010,2020-10-20,P-V01,P-V01-REF-A,0,0.3229769439,0.3229769439,0.6993735279,evaluation_only
