campaign_id,date,point_id,true_dx_mm,true_dy_mm,observed_dx_mm,observed_dy_mm,residual_dx_mm,residual_dy_mm,use_class
C007,2019-11-05,P-V06-REF-B,-0,0,-1.828792891,-0.2468128079,-1.828792891,-0.2468128079,evaluation_only
C008,2020-04-21,P-D01-REF-A,0,0,0.7845234777,-0.2216223796,0.7845234777,-0.2216223796,evaluation_only
C008,2020-04-21,P-D01-W001,2.480374232,1.638574719,2.127105256,4.0223856,-0.3532689766,2.383810881,evaluation_only
C008,2020-04-21,P-D01-W002,5.237843227,3.721472935,7.915820528,5.932825337,2.677977301,2.211352402,evaluation_only
C008,2020-04-21,P-D01-W003,6.820415778,5.129824424,7.099843547,9.131190939,0.2794277698,4.001366515,evaluation_only
C008,2020-04-21,P-D01-W004,-7.588866464,-3.978245685,-7.716788514,-5.077766617,-0.1279220502,-1.099520932,evaluation_only
C008,2020-04-21,P-D01-W005,-4.568001453,-2.246930339,-6.366088037,-6.856967236,-1.798086583,-4.610036897,evaluation_only
C008,2020-04-21,P-D01-W006,-4.776661186,-2.185286305,-4.69498199,-3.336263698,0.08167919633,-1.150977394,evaluation_only
C008,2020-04-21,P-D01-W007,-2.595909611,-1.127519966,-3.766731769,0.4808491416,-1.170822157,1.608369108,evaluation_only
C008,2020-04-21,P-D01-REF-B,-0,0,-1.495882032,0.2464695018,-1.495882032,0.2464695018,evaluation_only
C008,2020-04-21,P-H01-REF-A,0,0,-0.5131600729,0.8125818713,-0.5131600729,0.8125818713,evaluation_only
C008,2020-04-21,P-H01-W001,2.271217889,0,2.351999307,0.728048446,0.08078141741,0.728048446,evaluation_only
C008,2020-04-21,P-H01-W002,0.9870220221,0.06370111753,4.630115894,1.295023991,3.643093872,1.231322873,evaluation_only
C008,2020-04-21,P-H01-W003,6.066584596,0.8179471852,5.475431203,8.256400872,-0.5911533925,7.438453687,evaluation_only
C008,2020-04-21,P-H01-W004,3.0075872,0.5118206625,4.195625391,5.131816305,1.18803819,4.619995642,evaluation_only
C008,2020-04-21,P-H01-W005,-6.44297773,1.266700061,-5.124862739,-7.401403825,1.318114991,-8.668103886,evaluation_only
C008,2020-04-21,P-H01-W007,-3.501080279,0.596683703,-3.497093075,-1.578712723,0.003987204192,-2.175396426,evaluation_only
C008,2020-04-21,P-H01-REF-B,-0,0,-0.7506432088,-0.4306596179,-0.7506432088,-0.4306596179,evaluation_only
C008,2020-04-21,P-H02-REF-A,0,0,0.3489524874,2.183538619,0.3489524874,2.183538619,evaluation_only
C008,2020-04-21,P-H02-W002,7.294286564,0.3082200008,8.437064688,6.90042083,1.142778124,6.592200829,evaluation_only
C008,2020-04-21,P-H02-W003,3.126853108,0.2388398454,4.957174487,5.44828736,1.830321378,5.209447515,evaluation_only
C008,2020-04-21,P-H02-W004,-2.850231231,0.3015384576,-2.7241577,0.9182810802,0.1260735312,0.6167426227,evaluation_only
C008,2020-04-21,P-H02-W005,-0.4530475362,0.066093469,-2.381562474,-1.438650686,-1.928514938,-1.504744155,evaluation_only
C008,2020-04-21,P-H02-W006,-5.36506997,0.8756699414,-4.431531999,-5.815563149,0.9335379706,-6.69123309,evaluation_only
C008,2020-04-21,P-H02-W007,-4.661843177,0.8646259058,-1.796796886,-1.801852397,2.86504629,-2.666478303,evaluation_only
C008,2020-04-21,P-H02-REF-B,-0,0,0.4171702258,-0.037813969,0.4171702258,-0.037813969,evaluation_only
C008,2020-04-21,P-H03-REF-A,0,0,0.9075351497,0.9224139638,0.9075351497,0.9224139638,evaluation_only
C008,2020-04-21,P-H03-W001,4.41089358,0,3.864555384,4.462482102,-0.5463381964,4.462482102,evaluation_only
C008,2020-04-21,P-H03-W002,6.439928429,0.2487396509,7.608842022,7.61456324,1.168913594,7.365823589,evaluation_only
C008,2020-04-21,P-H03-W003,6.143051355,0.3351839707,8.307849021,6.918321213,2.164797666,6.583137243,evaluation_only
C008,2020-04-21,P-H03-W004,11.590762,0.9968326266,11.18803977,11.73195863,-0.4027222225,10.73512601,evaluation_only
C008,2020-04-21,P-H03-W005,-6.812226629,0.8623485517,-4.847582181,-5.385277169,1.964644448,-6.247625721,evaluation_only
C008,2020-04-21,P-H03-W006,-6.630499056,0.8683740882,-4.929756138,-4.186903859,1.700742919,-5.055277947,evaluation_only
C008,2020-04-21,P-H03-W007,-10.25579276,1.68277347,-10.11509086,-11.04395137,0.1407019013,-12.72672484,evaluation_only
C008,2020-04-21,P-H03-REF-B,-0,0,-1.68983006,1.261937215,-1.68983006,1.261937215,evaluation_only
C008,2020-04-21,P-H04-REF-A,0,0,-1.095342745,2.313918911,-1.095342745,2.313918911,evaluation_only
C008,2020-04-21,P-H04-W001,2.527710694,0,1.788546646,3.549751264,-0.7391640479,3.549751264,evaluation_only
C008,2020-04-21,P-H04-W002,8.632928299,0.3013023036,9.120066744,9.697249506,0.4871384449,9.395947202,evaluation_only
C008,2020-04-21,P-H04-W003,13.39371415,1.147154259,14.44131308,15.21350984,1.047598923,14.06635558,evaluation_only
C008,2020-04-21,P-H04-W004,-2.359494672,0.3080487942,-2.891038419,-0.7354606651,-0.531543747,-1.043509459,evaluation_only
C008,2020-04-21,P-H04-W005,-2.136926154,0.3310315632,-4.755613176,0.09410784784,-2.618687021,-0.2369237154,evaluation_only
C008,2020-04-21,P-H04-W006,-2.674764661,0.4830009062,-3.50229941,-4.286317512,-0.8275347488,-4.769318418,evaluation_only
C008,2020-04-21,P-H04-W007,-3.126009987,0.6074839674,-2.811231297,-3.274043657,0.31477869,-3.881527624,evaluation_only
C008,2020-04-21,P-H04-REF-B,-0,0,0.3531070952,1.489036191,0.3531070952,1.489036191,evaluation_only
C008,2020-04-21,P-H05-REF-A,0,0,1.322261542,1.618994951,1.322261542,1.618994951,evaluation_only
C008,2020-04-21,P-H05-W001,25.45043671,0,24.12964534,26.25094941,-1.320791365,26.25094941,evaluation_only
C008,2020-04-21,P-H05-W002,23.66253396,1.422146452,22.07368605,25.26207501,-1.58884791,23.83992856,evaluation_only
C008,2020-04-21,P-H05-W003,26.06975488,2.729549668,25.96503154,26.16008331,-0.1047233405,23.43053364,evaluation_only
C008,2020-04-21,P-H05-W004,-31.10843991,4.969508671,-32.96020029,-31.73599562,-1.851760385,-36.70550429,evaluation_only
C008,2020-04-21,P-H05-W006,-26.67123714,5.325532143,-24.82854976,-25.46817187,1.842687381,-30.79370402,evaluation_only
C008,2020-04-21,P-H05-W007,-15.33630594,2.99438502,-14.25611694,-15.22709793,1.080188994,-18.22148295,evaluation_only
C008,2020-04-21,P-H05-REF-B,-0,0,-1.205140008,0.8510728733,-1.205140008,0.8510728733,evaluation_only
C008,2020-04-21,P-H06-REF-A,0,0,1.597876673,1.675539322,1.597876673,1.675539322,evaluation_only
C008,2020-04-21,P-H06-W001,6.577319721,0,5.559268152,5.029760845,-1.018051569,5.029760845,evaluation_only
C008,2020-04-21,P-H06-W002,3.437589888,0.2147734359,1.530678939,4.1815291,-1.906910949,3.966755665,evaluation_only
C008,2020-04-21,P-H06-W003,6.558064026,0.7377970677,7.064369432,7.26243732,0.5063054063,6.524640252,evaluation_only
C008,2020-04-21,P-H06-W004,-6.576293918,0.9581300224,-10.4593382,-6.19837785,-3.883044281,-7.156507873,evaluation_only
C008,2020-04-21,P-H06-W005,-3.024517739,0.5294305639,-2.029042657,-4.175376009,0.9954750815,-4.704806572,evaluation_only
C008,2020-04-21,P-H06-W006,-6.575797141,1.308940743,-7.717157444,-5.645282855,-1.141360303,-6.954223599,evaluation_only
C008,2020-04-21,P-H06-W007,-1.092506638,0.2178078351,-0.6250154793,1.177685329,0.4674911591,0.9598774943,evaluation_only
C008,2020-04-21,P-H06-REF-B,-0,0,0.07608691838,-0.06534564998,0.07608691838,-0.06534564998,evaluation_only
C008,2020-04-21,P-H07-REF-A,0,0,0.2624449039,1.059262808,0.2624449039,1.059262808,evaluation_only
C008,2020-04-21,P-H07-W001,2.804009384,0,2.178850794,5.11335815,-0.6251585892,5.11335815,evaluation_only
C008,2020-04-21,P-H07-W002,4.489605147,0.1483016313,4.394937793,6.106822573,-0.09466735449,5.958520941,evaluation_only
C008,2020-04-21,P-H07-W003,-5.250524282,0.4209663361,-6.213900357,-4.54973613,-0.9633760755,-4.970702466,evaluation_only
C008,2020-04-21,P-H07-W004,-4.927436079,0.4889950632,-6.066134507,-4.586340561,-1.138698428,-5.075335624,evaluation_only
C008,2020-04-21,P-H07-W005,-0.6893113327,0.09071183556,-0.2961430486,0.5002506072,0.3931682841,0.4095387716,evaluation_only
C008,2020-04-21,P-H07-W007,-0.6776134087,0.1185190866,1.282653489,-1.100671999,1.960266897,-1.219191086,evaluation_only
C008,2020-04-21,P-H07-REF-B,-0,0,-0.03482884245,1.017075081,-0.03482884245,1.017075081,evaluation_only
C008,2020-04-21,P-V01-REF-A,0,0,-0.2460806273,0.8886065523,-0.2460806273,0.8886065523,evaluation_only
C008,2020-04-21,P-V01-W001,0,2.117975346,-0.06909885624,0.8567954537,-0.06909885624,-1.261179892,evaluation_only
C008,2020-04-21,P-V01-W002,-0.09404922137,2.044227271,0.2864499167,-1.705683462,0.380499138,-3.749910733,evaluation_only
C008,2020-04-21,P-V01-W003,-0.2356249935,2.490410694,0.04341423424,1.107752316,0.2790392277,-1.382658378,evaluation_only
C008,2020-04-21,P-V01-W004,-0.3646547578,3.117751145,-0.03753458261,-0.6122990141,0.3271201752,-3.730050159,evaluation_only
C008,2020-04-21,P-V01-W005,-2.609124879,-16.36141531,-0.8439387297,-1.050361331,1.76518615,15.31105398,evaluation_only
C008,2020-04-21,P-V01-W006,-1.27150941,-7.040241613,-3.897949904,-1.203538419,-2.626440493,5.836703194,evaluation_only
C008,2020-04-21,P-V01-W007,-1.311488518,-6.730746467,-1.470616102,0.02363215372,-0.1591275843,6.754378621,evaluation_only
C008,2020-04-21,P-V01-REF-B,-0,0,-1.833002179,1.253052743,-1.833002179,1.253052743,evaluation_only
C008,2020-04-21,P-V02-REF-A,0,0,-0.3776841539,1.16097232,-0.3776841539,1.16097232,evaluation_only
C008,2020-04-21,P-V02-W001,0,4.917493007,3.092456336,1.58369507,3.092456336,-3.333797936,evaluation_only
C008,2020-04-21,P-V02-W002,-0.1318465971,4.236512236,-0.07664698565,1.125657535,0.05519961143,-3.110854701,evaluation_only
C008,2020-04-21,P-V02-W003,-0.03133140599,0.4731870435,0.2602696762,-0.3727324923,0.2916010822,-0.8459195358,evaluation_only
C008,2020-04-21,P-V02-W004,-0.07528402121,-0.8651827432,-2.284124242,2.836718137,-2.20884022,3.70190088,evaluation_only
C008,2020-04-21,P-V02-W005,-0.443423537,-4.168076099,-0.2191748269,-1.946083879,0.2242487101,2.221992219,evaluation_only
C008,2020-04-21,P-V02-W006,-0.7485172691,-5.519405919,-0.2228985755,0.6055824824,0.5256186936,6.124988401,evaluation_only
C008,2020-04-21,P-V02-W007,-0.2215589666,-1.395134303,-0.03379793895,-0.6109297978,0.1877610276,0.7842045051,evaluation_only
C008,2020-04-21,P-V02-REF-B,-0,0,-0.4825124882,1.527570995,-0.4825124882,1.527570995,evaluation_only
C008,2020-04-21,P-V03-REF-A,0,0,1.070260894,0.6570352745,1.070260894,0.6570352745,evaluation_only
C008,2020-04-21,P-V03-W001,0,8.583992598,-0.3221389969,1.769243431,-0.3221389969,-6.814749167,evaluation_only
C008,2020-04-21,P-V03-W002,-0.241072803,8.629553878,0.3006112493,-2.026499162,0.5416840523,-10.65605304,evaluation_only
C008,2020-04-21,P-V03-W003,-1.384284937,25.86256199,-0.4099885194,0.7037047737,0.9742964178,-25.15885722,evaluation_only
C008,2020-04-21,P-V03-W004,-2.330922789,-32.44248616,-0.5711553049,-3.087023925,1.759767485,29.35546224,evaluation_only
C008,2020-04-21,P-V03-W005,-0.8348737694,-7.939572118,-3.768029501,0.2665344447,-2.933155731,8.206106563,evaluation_only
C008,2020-04-21,P-V03-W006,-0.8530723479,-7.131012102,0.4182851307,1.272280699,1.271357479,8.4032928,evaluation_only
C008,2020-04-21,P-V03-W007,-0.5534328836,-4.192584218,-0.6683665349,0.8806063097,-0.1149336513,5.073190528,evaluation_only
C008,2020-04-21,P-V03-REF-B,-0,0,-1.76123879,0.2872190149,-1.76123879,0.2872190149,evaluation_only
C008,2020-04-21,P-V04-REF-A,0,0,-0.5233760033,1.558197402,-0.5233760033,1.558197402,evaluation_only
C008,2020-04-21,P-V04-W001,0,3.806167026,-1.198588354,-0.1875173449,-1.198588354,-3.993684371,evaluation_only
C008,2020-04-21,P-V04-W002,-0.07080504467,3.835578953,0.342573015,3.632584234,0.4133780597,-0.202994719,evaluation_only
C008,2020-04-21,P-V04-W003,-0.1929959025,3.838379176,-0.9181880633,-0.1924630302,-0.7251921608,-4.030842206,evaluation_only
C008,2020-04-21,P-V04-W004,-0.5801955771,-6.542848064,-0.7504704116,0.4534967254,-0.1702748345,6.996344789,evaluation_only
C008,2020-04-21,P-V04-W005,-0.650786444,-6.618723161,0.130438679,2.460703326,0.781225123,9.079426487,evaluation_only
C008,2020-04-21,P-V04-W006,-0.5363706483,-4.629267445,2.212658865,-1.529699662,2.749029513,3.099567783,evaluation_only
C008,2020-04-21,P-V04-W007,-0.7668861219,-5.457042456,-0.07645809736,0.4709447597,0.6904280245,5.927987216,evaluation_only
C008,2020-04-21,P-V04-REF-B,-0,0,0.9102933591,2.457111589,0.9102933591,2.457111589,evaluation_only
C008,2020-04-21,P-V05-REF-A,0,0,0.07844298116,0.7845141694,0.07844298116,0.7845141694,evaluation_only
C008,2020-04-21,P-V05-W001,0,24.49259613,0.7018104327,0.522034929,0.7018104327,-23.9705612,evaluation_only
C008,2020-04-21,P-V05-W002,-1.215571636,28.48641543,-3.495060415,-2.44562646,-2.279488779,-30.93204189,evaluation_only
C008,2020-04-21,P-V05-W003,-1.433711553,28.4512826,-2.730729108,-1.861664248,-1.297017555,-30.31294684,evaluation_only
C008,2020-04-21,P-V05-W004,-2.047288617,26.35728527,-1.75259013,-1.108328818,0.2946984871,-27.46561409,evaluation_only
C008,2020-04-21,P-V05-W005,-2.963919443,-27.9122625,-3.635379788,-2.956813837,-0.6714603452,24.95544866,evaluation_only
C008,2020-04-21,P-V05-W006,-3.35245203,-28.46491912,-3.929727161,1.116921653,-0.5772751314,29.58184077,evaluation_only
C008,2020-04-21,P-V05-W007,-4.739381189,-33.48002748,-3.846849658,-5.360236792,0.8925315315,28.11979069,evaluation_only
C008,2020-04-21,P-V05-REF-B,-0,0,1.245050603,0.4029453363,1.245050603,0.4029453363,evaluation_only
C008,2020-04-21,P-V06-REF-A,0,0,-0.1398852698,-0.07408437507,-0.1398852698,-0.07408437507,evaluation_only
C008,2020-04-21,P-V06-W001,0,0,-0.6751069885,0.009924820696,-0.6751069885,0.009924820696,evaluation_only
C008,2020-04-21,P-V06-W002,-0.1280487913,2.970615968,1.773901075,0.1421705348,1.901949866,-2.828445433,evaluation_only
C008,2020-04-21,P-V06-W004,-0.3353033526,2.848517376,-1.946992756,0.8102816372,-1.611689403,-2.038235739,evaluation_only
C008,2020-04-21,P-V06-W005,-0.5700405962,-4.020980209,2.038256416,-1.543984823,2.608297012,2.476995386,evaluation_only
C008,2020-04-21,P-V06-W006,-0.381933542,-2.250537462,-1.884766713,0.2892902511,-1.502833171,2.539827713,evaluation_only
C008,2020-04-21,P-V06-W007,-0.4099591375,-2.248947417,0.008136994114,-0.288455992,0.4180961317,1.960491425,evaluation_only
C008,2020-04-21,P-V06-REF-B,-0,0,-0.1283390277,-0.01405074632,-0.1283390277,-0.01405074632,evaluation_only
C009,2020-06-02,P-D01-REF-A,0,0,1.357488559,0.6655818179,1.357488559,0.6655818179,evaluation_only
C009,2020-06-02,P-D01-W001,2.529658975,1.671133004,3.593557021,0.4438909154,1.063898046,-1.227242089,evaluation_only
C009,2020-06-02,P-D01-W002,5.364788084,3.8116669,6.489482256,4.573161509,1.124694172,0.7614946088,evaluation_only
C009,2020-06-02,P-D01-W005,-4.625615233,-2.275269679,-5.369656312,-5.620281484,-0.7440410792,-3.345011805,evaluation_only
C009,2020-06-02,P-D01-W006,-4.823865302,-2.20688183,-2.160175175,-6.945612202,2.663690127,-4.738730372,evaluation_only
C009,2020-06-02,P-D01-W007,-2.658815253,-1.154842708,-4.543534313,-1.467317203,-1.88471906,-0.3124744952,evaluation_only
C009,2020-06-02,P-D01-REF-B,-0,0,-0.434376179,-0.5236204161,-0.434376179,-0.5236204161,evaluation_only
C009,2020-06-02,P-H03-REF-A,0,0,0.9332630435,0.1194484007,0.9332630435,0.1194484007,evaluation_only
C009,2020-06-02,P-H03-W001,4.549378845,0,3.907782405,0.5955362289,-0.6415964397,0.5955362289,evaluation_only
C009,2020-06-02,P-H03-W002,6.56413196,0.2535369624,7.104860916,6.866604577,0.5407289566,6.613067615,evaluation_only
C009,2020-06-02,P-H03-W004,11.74357002,1.009974474,11.58280827,13.20293616,-0.1607617532,12.19296169,evaluation_only
C009,2020-06-02,P-H03-W005,-6.954034128,0.8802997295,-7.265643475,-7.050799746,-0.3116093465,-7.931099476,evaluation_only
C009,2020-06-02,P-H03-W006,-6.788829254,0.8891100598,-8.920149162,-6.483950161,-2.131319908,-7.373060221,evaluation_only
C009,2020-06-02,P-H03-REF-B,-0,0,0.4060276731,-0.09171659981,0.4060276731,-0.09171659981,evaluation_only
C009,2020-06-02,P-V01-REF-A,0,0,-0.9081148973,-0.3898457811,-0.9081148973,-0.3898457811,evaluation_only
C009,2020-06-02,P-V01-W003,-0.2422260022,2.56017928,-0.147785968,-0.6411911441,0.09444003416,-3.201370424,evaluation_only
C009,2020-06-02,P-V01-W004,-0.3744550646,3.201542504,-0.6652667303,1.808827191,-0.2908116657,-1.392715313,evaluation_only
C009,2020-06-02,P-V01-W005,-2.628921595,-16.48555743,-1.909797128,-1.323301131,0.719124467,15.1622563,evaluation_only
C009,2020-06-02,P-V01-W006,-1.286445254,-7.122940136,-1.383620132,-1.13022048,-0.09717487753,5.992719656,evaluation_only
C009,2020-06-02,P-V01-W007,-1.336782734,-6.860559998,-2.004788083,-3.195260044,-0.6680053495,3.665299955,evaluation_only
C009,2020-06-02,P-V01-REF-B,-0,0,-0.490274434,0.1670341508,-0.490274434,0.1670341508,evaluation_only
C010,2020-10-20,P-D01-REF-A,0,0,-1.278317827,0.9323750361,-1.278317827,0.9323750361,evaluation_only
C010,2020-10-20,P-D01-W001,2.741170939,1.810861176,2.846550481,5.023629878,0.1053795426,3.212768702,evaluation_only
C010,2020-10-20,P-D01-W002,5.734990879,4.074694949,3.021594677,6.014868216,-2.713396202,1.940173267,evaluation_only
C010,2020-10-20,P-D01-W003,6.846746909,5.1496288,4.235094627,6.315653523,-2.611652281,1.166024723,evaluation_only
C010,2020-10-20,P-D01-W004,-7.610039386,-3.989344982,-8.555663154,-7.191155347,-0.9456237687,-3.201810365,evaluation_only
C010,2020-10-20,P-D01-W005,-4.845786515,-2.383568579,-3.876325546,-4.709993311,0.9694609696,-2.326424731,evaluation_only
C010,2020-10-20,P-D01-W006,-4.988561362,-2.28222903,-6.16780525,-6.388643155,-1.179243889,-4.106414125,evaluation_only
C010,2020-10-20,P-D01-W007,-2.872666991,-1.247728109,-3.443596849,-2.248108978,-0.5709298579,-1.000380869,evaluation_only
C010,2020-10-20,P-D01-REF-B,-0,0,-1.775511913,1.786478663,-1.775511913,1.786478663,evaluation_only
C010,2020-10-20,P-H01-REF-A,0,0,-0.1820506439,0.3738925218,-0.1820506439,0.3738925218,evaluation_only
C010,2020-10-20,P-H01-W001,2.572710676,0,1.276846106,1.592163937,-1.29586457,1.592163937,evaluation_only
C010,2020-10-20,P-H01-W002,1.205863722,0.07782487618,0.2290274056,2.152482996,-0.9768363161,2.07465812,evaluation_only
C010,2020-10-20,P-H01-W003,6.339333924,0.8547215089,4.463474569,8.341032409,-1.875859355,7.4863109,evaluation_only
C010,2020-10-20,P-H01-W004,3.393850209,0.5775535493,5.447002651,4.276974443,2.053152442,3.699420893,evaluation_only
C010,2020-10-20,P-H01-W005,-7.043940101,1.384850255,-7.746920541,-7.02979586,-0.7029804401,-8.414646115,evaluation_only
C010,2020-10-20,P-H01-W006,-5.640079458,1.111753161,-5.94786449,-1.97998874,-0.3077850323,-3.091741901,evaluation_only
C010,2020-10-20,P-H01-W007,-3.837761672,0.6540637926,-2.326329794,-2.413785324,1.511431878,-3.067849116,evaluation_only
C010,2020-10-20,P-H01-REF-B,-0,0,-1.006267265,1.39724972,-1.006267265,1.39724972,evaluation_only
C010,2020-10-20,P-H02-REF-A,0,0,-1.814551738,1.307189184,-1.814551738,1.307189184,evaluation_only
C010,2020-10-20,P-H02-W001,5.387371884,0,3.0802201,4.85043602,-2.307151784,4.85043602,evaluation_only
C010,2020-10-20,P-H02-W003,3.384499336,0.2585197546,4.474504132,4.510223326,1.090004795,4.251703571,evaluation_only
C010,2020-10-20,P-H02-W004,-3.12984661,0.3311201943,-4.447950748,0.9934828831,-1.318104137,0.6623626887,evaluation_only
C010,2020-10-20,P-H02-W005,-0.5274568421,0.07694877393,-0.1173912042,0.9926059343,0.4100656379,0.9156571603,evaluation_only
C010,2020-10-20,P-H02-W006,-5.593005604,0.9128728828,-8.498474127,-3.385832243,-2.905468523,-4.298705126,evaluation_only
C010,2020-10-20,P-H02-W007,-5.041712101,0.9350796942,-5.527236781,-4.599342143,-0.4855246797,-5.534421837,evaluation_only
C010,2020-10-20,P-H02-REF-B,-0,0,0.1970797836,1.393778278,0.1970797836,1.393778278,evaluation_only
C010,2020-10-20,P-H03-REF-A,0,0,-1.73075372,0.5766610307,-1.73075372,0.5766610307,evaluation_only
C010,2020-10-20,P-H03-W001,5.00357419,0,4.441082654,6.538776911,-0.562491536,6.538776911,evaluation_only
C010,2020-10-20,P-H03-W002,6.984565447,0.2697760371,4.939685022,8.641313955,-2.044880425,8.371537918,evaluation_only
C010,2020-10-20,P-H03-W003,6.67579089,0.3642518952,6.905698264,7.416571048,0.2299073731,7.052319153,evaluation_only
C010,2020-10-20,P-H03-W004,12.21652365,1.050649592,12.61849019,12.7519321,0.4019665387,11.70128251,evaluation_only
C010,2020-10-20,P-H03-W005,-7.385066896,0.9348634578,-8.862245879,-5.767306922,-1.477178983,-6.702170379,evaluation_only
C010,2020-10-20,P-H03-W006,-7.295293867,0.9554400213,-5.192939251,-5.50159624,2.102354616,-6.457036261,evaluation_only
C010,2020-10-20,P-H03-W007,-10.44390328,1.713638698,-11.54704894,-8.348412247,-1.103145662,-10.06205095,evaluation_only
C010,2020-10-20,P-H03-REF-B,-0,0,-3.689483251,0.705768118,-3.689483251,0.705768118,evaluation_only
C010,2020-10-20,P-H04-REF-A,0,0,-1.789694219,0.9406728286,-1.789694219,0.9406728286,evaluation_only
C010,2020-10-20,P-H04-W001,2.870221671,0,2.56913693,5.884436523,-0.3010847411,5.884436523,evaluation_only
C010,2020-10-20,P-H04-W002,9.00651273,0.3143409674,8.298258693,10.71944368,-0.7082540371,10.40510271,evaluation_only
C010,2020-10-20,P-H04-W003,13.69455877,1.172921211,13.52410523,14.10754907,-0.1704535433,12.93462786,evaluation_only
C010,2020-10-20,P-H04-W004,-2.602113078,0.339724351,-4.312819091,-1.293248263,-1.710706013,-1.632972614,evaluation_only
C010,2020-10-20,P-H04-W005,-2.452973826,0.3799905573,-6.37820187,-2.412819197,-3.925228043,-2.792809755,evaluation_only
C010,2020-10-20,P-H04-W006,-2.943298591,0.5314919505,-4.716948645,-1.113275546,-1.773650054,-1.644767496,evaluation_only
C010,2020-10-20,P-H04-W007,-3.525910389,0.6851974372,-6.455923678,-3.414799495,-2.930013289,-4.099996932,evaluation_only
C010,2020-10-20,P-H04-REF-B,-0,0,-1.27378881,0.7737481328,-1.27378881,0.7737481328,evaluation_only
C010,2020-10-20,P-H05-REF-A,0,0,-1.5098983,1.25985877,-1.5098983,1.25985877,evaluation_only
C010,2020-10-20,P-H05-W001,25.79895492,0,22.48378172,25.19886736,-3.315173201,25.19886736,evaluation_only
C010,2020-10-20,P-H05-W002,24.18416656,1.453497191,23.447028,26.03406486,-0.7371385548,24.58056767,evaluation_only
C010,2020-10-20,P-H05-W003,26.46940876,2.77139414,26.41477728,29.71934377,-0.05463148091,26.94794963,evaluation_only
C010,2020-10-20,P-H05-W004,-31.33207585,5.005234048,-30.94846285,-29.4849838,0.3836130003,-34.49021785,evaluation_only
C010,2020-10-20,P-H05-W005,-24.12810242,4.505748233,-22.70869677,-23.17121041,1.419405656,-27.67695864,evaluation_only
C010,2020-10-20,P-H05-W006,-26.83520226,5.35827159,-28.94156028,-26.82660235,-2.10635802,-32.18487394,evaluation_only
C010,2020-10-20,P-H05-W007,-15.6510361,3.055835495,-17.6022239,-14.68966706,-1.951187803,-17.74550256,evaluation_only
C010,2020-10-20,P-H05-REF-B,-0,0,-0.7940852593,0.3651286639,-0.7940852593,0.3651286639,evaluation_only
C010,2020-10-20,P-H06-REF-A,0,0,-1.690289596,2.2293006,-1.690289596,2.2293006,evaluation_only
C010,2020-10-20,P-H06-W001,6.604135771,0,4.214957538,10.1062536,-2.389178233,10.1062536,evaluation_only
C010,2020-10-20,P-H06-W002,3.468817345,0.2167244622,2.000968559,6.513527686,-1.467848786,6.296803224,evaluation_only
C010,2020-10-20,P-H06-W003,6.588131766,0.7411797566,3.973890761,7.386122785,-2.614241005,6.644943029,evaluation_only
C010,2020-10-20,P-H06-W004,-6.591919867,0.9604066376,-9.510943681,-5.310165828,-2.919023814,-6.270572465,evaluation_only
C010,2020-10-20,P-H06-W005,-3.052967861,0.5344106518,-0.6855589445,-2.273353621,2.367408917,-2.807764273,evaluation_only
C010,2020-10-20,P-H06-W006,-6.587550117,1.311280224,-8.422658874,-7.366534136,-1.835108757,-8.67781436,evaluation_only
C010,2020-10-20,P-H06-REF-B,-0,0,-1.711812989,-0.04365715291,-1.711812989,-0.04365715291,evaluation_only
C010,2020-10-20,P-V01-REF-A,0,0,-1.175574969,1.289718106,-1.175574969,1.289718106,evaluation_only
C010,2020-10-20,P-V01-W001,0,2.431497746,-2.092113932,0.9393938189,-2.092113932,-1.492103927,evaluation_only
C010,2020-10-20,P-V01-W002,-0.1095897864,2.382012596,-0.6126555871,0.9018779547,-0.5030658008,-1.480134642,evaluation_only
C010,2020-10-20,P-V01-W003,-0.2623792666,2.773186841,-0.565947261,2.303444718,-0.3035679944,-0.4697421232,evaluation_only
C010,2020-10-20,P-V01-W004,-0.4021294419,3.43815486,-0.06018587319,0.2076560291,0.3419435687,-3.230498831,evaluation_only
C010,2020-10-20,P-V01-W005,-2.690128222,-16.86937464,-3.66645815,0.1215796853,-0.9763299277,16.99095433,evaluation_only
C010,2020-10-20,P-V01-W006,-1.339156933,-7.414800306,-0.8765524085,-0.8517921674,0.4626045243,6.563008138,evaluation_only
C010,2020-10-20,P-V01-REF-B,-0,0,-0.501296115,0.7310768917,-0.501296115,0.7310768917,evaluation_only
C010,2020-10-20,P-V02-REF-A,0,0,-1.33756435,1.066034073,-1.33756435,1.066034073,evaluation_only
C010,2020-10-20,P-V02-W001,0,5.433170075,0.2796827513,2.871652327,0.2796827513,-2.561517748,evaluation_only
C010,2020-10-20,P-V02-W002,-0.1491621449,4.792897701,-3.786920479,-1.227361245,-3.637758334,-6.020258946,evaluation_only
C010,2020-10-20,P-V02-W003,-0.03652431965,0.5516137652,-0.7854546473,-2.560673399,-0.7489303277,-3.112287164,evaluation_only
C010,2020-10-20,P-V02-W004,-0.08992724844,-1.033466362,-1.046451805,1.211918613,-0.9565245561,2.245384975,evaluation_only
C010,2020-10-20,P-V02-W005,-0.5006977079,-4.706439723,-1.752011321,1.392318247,-1.251313613,6.098757971,evaluation_only
C010,2020-10-20,P-V02-W006,-0.7847717464,-5.786738664,-1.261122808,1.982100451,-0.4763510614,7.768839115,evaluation_only
