sample_id,early_acceleration_label,days_to_event,true_velocity_mm_y,event_onset_date
ST-026::2024-11-01,0,-762,183.686985,2022-10-01
ST-026::2025-02-01,0,-854,179.8282938,2022-10-01
ST-026::2025-05-01,0,-943,182.9800029,2022-10-01
ST-026::2025-08-01,0,-1035,178.8855587,2022-10-01
ST-026::2025-11-01,0,-1127,178.5032385,2022-10-01
ST-027::2022-10-01,0,182,43.15608249,2023-04-01
ST-027::2022-11-01,1,151,52.54952712,2023-04-01
ST-027::2022-12-01,1,121,70.52461413,2023-04-01
ST-027::2023-02-01,1,59,134.4400842,2023-04-01
ST-027::2023-03-01,1,31,163.103619,2023-04-01
ST-027::2023-05-01,0,-30,174.59843,2023-04-01
ST-027::2023-06-01,0,-61,154.747841,2023-04-01
ST-027::2023-08-01,0,-122,107.1950165,2023-04-01
ST-027::2023-10-01,0,-183,73.78263296,2023-04-01
ST-027::2023-11-01,0,-214,64.3504167,2023-04-01
ST-027::2024-01-01,0,-275,63.71477373,2023-04-01
ST-027::2024-02-01,0,-306,66.55940732,2023-04-01
ST-027::2024-05-01,0,-396,60.48460456,2023-04-01
ST-027::2024-08-01,0,-488,59.82022051,2023-04-01
ST-027::2025-02-01,0,-672,62.47481892,2023-04-01
ST-027::2025-05-01,0,-761,62.87556585,2023-04-01
ST-027::2025-08-01,0,-853,63.15010186,2023-04-01
ST-027::2025-11-01,0,-945,64.8778802,2023-04-01
ST-028::2022-11-01,0,334,51.36720042,2023-10-01
ST-028::2023-01-01,0,273,50.44430506,2023-10-01
ST-028::2023-02-01,0,242,48.7560734,2023-10-01
ST-028::2023-04-01,0,183,55.23126552,2023-10-01
ST-028::2023-05-01,1,153,61.12959638,2023-10-01
ST-028::2023-06-01,1,122,67.72370952,2023-10-01
ST-028::2023-08-01,1,61,81.67470762,2023-10-01
ST-028::2023-09-01,1,30,88.06704061,2023-10-01
ST-028::2023-11-01,0,-31,108.135667,2023-10-01
ST-028::2023-12-01,0,-61,113.8738154,2023-10-01
ST-028::2024-02-01,0,-123,130.9960873,2023-10-01
ST-028::2024-04-01,0,-183,137.8900029,2023-10-01
ST-028::2024-05-01,0,-213,141.0534896,2023-10-01
ST-028::2024-07-01,0,-274,141.2418919,2023-10-01
ST-028::2024-08-01,0,-305,145.469914,2023-10-01
ST-028::2024-11-01,0,-397,146.303952,2023-10-01
ST-028::2025-02-01,0,-489,148.5302911,2023-10-01
ST-028::2025-05-01,0,-578,146.1170006,2023-10-01
ST-028::2025-08-01,0,-670,146.7252791,2023-10-01
ST-028::2025-11-01,0,-762,146.4687066,2023-10-01
ST-029::2022-11-01,0,517,37.07143285,2024-04-01
ST-029::2023-02-01,0,425,37.14685185,2024-04-01
ST-029::2023-05-01,0,336,36.79030964,2024-04-01
ST-029::2023-07-01,0,275,30.83292465,2024-04-01
ST-029::2023-08-01,0,244,39.39823926,2024-04-01
ST-029::2023-10-01,0,183,36.26810552,2024-04-01
ST-029::2023-11-01,1,152,36.46864226,2024-04-01
ST-029::2023-12-01,1,122,34.04661996,2024-04-01
ST-029::2024-03-01,1,31,36.24835429,2024-04-01
ST-029::2024-05-01,0,-30,180.3701702,2024-04-01
ST-029::2024-06-01,0,-61,184.4082024,2024-04-01
ST-029::2024-08-01,0,-122,180.6818157,2024-04-01
ST-029::2024-10-01,0,-183,183.8448996,2024-04-01
ST-029::2024-11-01,0,-214,181.8891791,2024-04-01
ST-029::2025-01-01,0,-275,181.8110965,2024-04-01
ST-029::2025-02-01,0,-306,187.5983969,2024-04-01
ST-029::2025-05-01,0,-395,181.8742292,2024-04-01
ST-029::2025-08-01,0,-487,185.673598,2024-04-01
ST-029::2025-11-01,0,-579,178.5488863,2024-04-01
ST-030::2022-11-01,0,700,32.31226436,2024-10-01
ST-030::2023-02-01,0,608,32.56343615,2024-10-01
ST-030::2023-05-01,0,519,35.66986914,2024-10-01
ST-030::2023-08-01,0,427,36.37362927,2024-10-01
ST-030::2023-11-01,0,335,35.07697987,2024-10-01
ST-030::2024-01-01,0,274,37.74239721,2024-10-01
ST-030::2024-02-01,0,243,40.56043525,2024-10-01
ST-030::2024-04-01,0,183,42.7861843,2024-10-01
ST-030::2024-05-01,1,153,43.10433933,2024-10-01
ST-030::2024-06-01,1,122,46.43613397,2024-10-01
ST-030::2024-08-01,1,61,54.50846659,2024-10-01
ST-030::2024-09-01,1,30,57.11589872,2024-10-01
ST-030::2024-11-01,0,-31,74.41141555,2024-10-01
ST-030::2024-12-01,0,-61,86.45658922,2024-10-01
ST-030::2025-02-01,0,-123,105.2960614,2024-10-01
ST-030::2025-04-01,0,-182,128.9937949,2024-10-01
ST-030::2025-05-01,0,-212,133.5206445,2024-10-01
ST-030::2025-07-01,0,-273,156.1048345,2024-10-01
ST-030::2025-08-01,0,-304,163.1292903,2024-10-01
ST-030::2025-11-01,0,-396,178.2930539,2024-10-01
ST-031::2023-02-01,0,759,31.28574694,2025-03-01
ST-031::2023-05-01,0,670,38.88692806,2025-03-01
ST-031::2023-08-01,0,578,38.63114898,2025-03-01
ST-031::2023-11-01,0,486,33.27413866,2025-03-01
ST-031::2024-02-01,0,394,31.3856513,2025-03-01
ST-031::2024-05-01,0,304,36.89124195,2025-03-01
ST-031::2024-06-01,0,273,40.98405688,2025-03-01
ST-031::2024-08-01,0,212,37.94062585,2025-03-01
ST-031::2024-09-01,0,181,41.27517335,2025-03-01
ST-031::2024-11-01,1,120,57.25757711,2025-03-01
ST-031::2025-01-01,1,59,74.44010878,2025-03-01
ST-031::2025-02-01,1,28,80.19107932,2025-03-01
ST-031::2025-04-01,0,-31,101.9513585,2025-03-01
ST-031::2025-05-01,0,-61,111.2470244,2025-03-01
ST-031::2025-07-01,0,-122,128.0534712,2025-03-01
ST-031::2025-08-01,0,-153,133.2522056,2025-03-01
ST-031::2025-09-01,0,-184,139.1792755,2025-03-01
ST-031::2025-11-01,0,-245,144.5928561,2025-03-01
ST-031::2025-12-01,0,-275,148.7186867,2025-03-01
ST-032::2022-11-01,0,973,30.31887267,2025-07-01
ST-032::2023-02-01,0,881,30.24159603,2025-07-01
ST-032::2023-05-01,0,792,36.55265906,2025-07-01
ST-032::2023-08-01,0,700,32.70728903,2025-07-01
ST-032::2023-11-01,0,608,29.83933421,2025-07-01
ST-032::2024-02-01,0,516,29.21464944,2025-07-01
ST-032::2024-05-01,0,426,29.76312206,2025-07-01
ST-032::2024-08-01,0,334,32.26421102,2025-07-01
ST-032::2024-10-01,0,273,28.83202359,2025-07-01
ST-032::2024-11-01,0,242,29.90555151,2025-07-01
ST-032::2025-01-01,0,181,33.87546676,2025-07-01
ST-032::2025-02-01,1,150,35.13993097,2025-07-01
ST-032::2025-03-01,1,122,42.85130843,2025-07-01
ST-032::2025-05-01,1,61,62.02596249,2025-07-01
ST-032::2025-06-01,1,30,83.2808863,2025-07-01
ST-032::2025-08-01,0,-31,137.7469363,2025-07-01
ST-032::2025-09-01,0,-62,159.7933681,2025-07-01
ST-032::2025-11-01,0,-123,182.8913229,2025-07-01
ST-033::2022-06-01,0,-61,172.1383,2022-04-01
ST-033::2022-08-01,0,-122,114.5964812,2022-04-01
ST-033::2022-10-01,0,-183,82.04410058,2022-04-01
ST-033::2022-11-01,0,-214,76.99800315,2022-04-01
ST-033::2023-01-01,0,-275,70.11589379,2022-04-01
ST-033::2023-02-01,0,-306,75.17006791,2022-04-01
ST-033::2023-05-01,0,-395,76.08674739,2022-04-01
ST-033::2023-08-01,0,-487,77.55382479,2022-04-01
ST-033::2023-11-01,0,-579,71.63097934,2022-04-01
ST-033::2024-02-01,0,-671,73.2288359,2022-04-01
ST-033::2024-05-01,0,-761,74.04834941,2022-04-01
ST-033::2024-08-01,0,-853,72.060653,2022-04-01
ST-033::2024-11-01,0,-945,72.91039407,2022-04-01
ST-033::2025-02-01,0,-1037,74.2056328,2022-04-01
ST-033::2025-05-01,0,-1126,74.15983194,2022-04-01
ST-033::2025-08-01,0,-1218,73.6972921,2022-04-01
ST-033::2025-11-01,0,-1310,73.23709919,2022-04-01
ST-034::2022-05-01,1,153,74.89177632,2022-10-01
ST-034::2022-06-01,1,122,82.0113751,2022-10-01
ST-034::2022-08-01,1,61,95.7028811,2022-10-01
ST-034::2022-09-01,1,30,108.3459115,2022-10-01
ST-034::2022-11-01,0,-31,125.7033751,2022-10-01
ST-034::2022-12-01,0,-61,136.2842002,2022-10-01
ST-034::2023-02-01,0,-123,156.0032896,2022-10-01
ST-034::2023-04-01,0,-182,156.0413439,2022-10-01
ST-034::2023-05-01,0,-212,162.5181289,2022-10-01
ST-034::2023-07-01,0,-273,158.1916939,2022-10-01
ST-034::2023-11-01,0,-396,164.4233654,2022-10-01
ST-034::2024-02-01,0,-488,162.6012874,2022-10-01
ST-034::2024-05-01,0,-578,161.8181568,2022-10-01
ST-034::2024-08-01,0,-670,162.8357181,2022-10-01
ST-034::2024-11-01,0,-762,159.2551253,2022-10-01
ST-034::2025-02-01,0,-854,157.779027,2022-10-01
ST-034::2025-05-01,0,-943,158.1229539,2022-10-01
ST-034::2025-08-01,0,-1035,156.3433959,2022-10-01
ST-034::2025-11-01,0,-1127,160.8085246,2022-10-01
ST-035::2022-08-01,0,243,37.34921393,2023-04-01
ST-035::2022-10-01,0,182,33.33389023,2023-04-01
ST-035::2022-11-01,1,151,38.8479284,2023-04-01
ST-035::2022-12-01,1,121,42.67233927,2023-04-01
ST-035::2023-02-01,1,59,40.80847,2023-04-01
ST-035::2023-03-01,1,31,36.97271689,2023-04-01
ST-035::2023-05-01,0,-30,129.9641994,2023-04-01
ST-035::2023-08-01,0,-122,137.5179593,2023-04-01
ST-035::2023-10-01,0,-183,135.5457846,2023-04-01
ST-035::2023-11-01,0,-214,132.8946816,2023-04-01
ST-035::2024-01-01,0,-275,131.7763069,2023-04-01
ST-035::2024-02-01,0,-306,136.6591714,2023-04-01
ST-035::2024-05-01,0,-396,134.574731,2023-04-01
ST-035::2024-08-01,0,-488,136.419697,2023-04-01
ST-035::2024-11-01,0,-580,131.8165716,2023-04-01
ST-035::2025-02-01,0,-672,134.8809185,2023-04-01
ST-035::2025-05-01,0,-761,136.8945946,2023-04-01
ST-035::2025-08-01,0,-853,131.6747064,2023-04-01
ST-035::2025-11-01,0,-945,133.5604714,2023-04-01
ST-036::2022-11-01,0,334,35.99576045,2023-10-01
ST-036::2023-01-01,0,273,44.91664188,2023-10-01
ST-036::2023-02-01,0,242,43.84010517,2023-10-01
ST-036::2023-04-01,0,183,44.83620101,2023-10-01
ST-036::2023-05-01,1,153,46.89223059,2023-10-01
ST-036::2023-06-01,1,122,48.68932895,2023-10-01
ST-036::2023-08-01,1,61,59.58636362,2023-10-01
ST-036::2023-09-01,1,30,62.9865236,2023-10-01
ST-036::2023-11-01,0,-31,80.46433984,2023-10-01
ST-036::2023-12-01,0,-61,90.71199732,2023-10-01
ST-036::2024-02-01,0,-123,118.5453636,2023-10-01
ST-036::2024-04-01,0,-183,140.0734547,2023-10-01
ST-036::2024-05-01,0,-213,143.8733076,2023-10-01
ST-036::2024-07-01,0,-274,167.6027074,2023-10-01
ST-036::2024-08-01,0,-305,173.9253319,2023-10-01
ST-036::2024-11-01,0,-397,190.8794063,2023-10-01
ST-036::2025-02-01,0,-489,196.4995184,2023-10-01
ST-036::2025-05-01,0,-578,200.9337279,2023-10-01
ST-036::2025-08-01,0,-670,196.8329518,2023-10-01
ST-036::2025-11-01,0,-762,200.0171696,2023-10-01
ST-037::2023-02-01,0,425,58.59509246,2024-04-01
ST-037::2023-05-01,0,336,60.96331748,2024-04-01
ST-037::2023-07-01,0,275,64.62429067,2024-04-01
ST-037::2023-08-01,0,244,68.48154266,2024-04-01
ST-037::2023-10-01,0,183,82.4441645,2024-04-01
ST-037::2023-11-01,1,152,93.65989232,2024-04-01
ST-037::2023-12-01,1,122,110.8712617,2024-04-01
ST-037::2024-02-01,1,60,151.6474587,2024-04-01
ST-037::2024-03-01,1,31,178.0026168,2024-04-01
ST-037::2024-05-01,0,-30,239.5565345,2024-04-01
ST-037::2024-06-01,0,-61,266.728446,2024-04-01
ST-037::2024-08-01,0,-122,306.1233563,2024-04-01
ST-037::2024-10-01,0,-183,332.5964112,2024-04-01
ST-037::2024-11-01,0,-214,339.4842686,2024-04-01
ST-037::2025-01-01,0,-275,349.1410949,2024-04-01
ST-037::2025-02-01,0,-306,351.5618891,2024-04-01
ST-037::2025-05-01,0,-395,358.1052404,2024-04-01
ST-037::2025-08-01,0,-487,356.5320781,2024-04-01
ST-037::2025-11-01,0,-579,365.4353041,2024-04-01
ST-038::2022-11-01,0,700,86.59429291,2024-10-01
ST-038::2023-02-01,0,608,91.28768799,2024-10-01
ST-038::2023-05-01,0,519,82.95513661,2024-10-01
ST-038::2023-08-01,0,427,89.78306933,2024-10-01
ST-038::2023-11-01,0,335,90.34033283,2024-10-01
ST-038::2024-01-01,0,274,84.99814155,2024-10-01
ST-038::2024-02-01,0,243,88.70772689,2024-10-01
ST-038::2024-04-01,0,183,83.42078477,2024-10-01
ST-038::2024-05-01,1,153,96.61198733,2024-10-01
ST-038::2024-06-01,1,122,98.30180896,2024-10-01
ST-038::2024-08-01,1,61,134.7589799,2024-10-01
ST-038::2024-09-01,1,30,163.4112899,2024-10-01
ST-038::2024-11-01,0,-31,239.0334994,2024-10-01
ST-038::2024-12-01,0,-61,265.3629181,2024-10-01
ST-038::2025-02-01,0,-123,307.8365267,2024-10-01
ST-038::2025-04-01,0,-182,313.5686273,2024-10-01
ST-038::2025-05-01,0,-212,312.6515638,2024-10-01
ST-038::2025-07-01,0,-273,315.3295364,2024-10-01
ST-038::2025-08-01,0,-304,315.3695755,2024-10-01
ST-038::2025-11-01,0,-396,319.3263577,2024-10-01
ST-039::2022-11-01,0,851,89.33104387,2025-03-01
ST-039::2023-05-01,0,670,95.9059458,2025-03-01
ST-039::2023-08-01,0,578,95.19070661,2025-03-01
ST-039::2023-11-01,0,486,93.10331115,2025-03-01
ST-039::2024-02-01,0,394,99.72972662,2025-03-01
ST-039::2024-05-01,0,304,91.89525664,2025-03-01
ST-039::2024-06-01,0,273,95.36529234,2025-03-01
ST-039::2024-08-01,0,212,101.7342643,2025-03-01
ST-039::2024-09-01,0,181,119.839336,2025-03-01
ST-039::2024-11-01,1,120,198.5269907,2025-03-01
ST-039::2025-01-01,1,59,327.0819678,2025-03-01
ST-039::2025-02-01,1,28,392.6880459,2025-03-01
ST-039::2025-04-01,0,-31,419.5576179,2025-03-01
ST-039::2025-05-01,0,-61,376.0681544,2025-03-01
ST-039::2025-07-01,0,-122,259.9055507,2025-03-01
ST-039::2025-08-01,0,-153,213.1360041,2025-03-01
ST-039::2025-09-01,0,-184,188.5607281,2025-03-01
ST-039::2025-11-01,0,-245,165.2999046,2025-03-01
ST-039::2025-12-01,0,-275,164.7624717,2025-03-01
ST-040::2022-11-01,0,973,96.86432547,2025-07-01
ST-040::2023-02-01,0,881,95.32754362,2025-07-01
ST-040::2023-05-01,0,792,92.11789251,2025-07-01
ST-040::2023-08-01,0,700,88.66875492,2025-07-01
ST-040::2023-11-01,0,608,92.00658036,2025-07-01
ST-040::2024-02-01,0,516,90.66226276,2025-07-01
ST-040::2024-05-01,0,426,83.52694003,2025-07-01
ST-040::2024-08-01,0,334,88.41388217,2025-07-01
ST-040::2024-10-01,0,273,87.70278397,2025-07-01
ST-040::2024-11-01,0,242,90.24216738,2025-07-01
ST-040::2025-01-01,0,181,100.131729,2025-07-01
ST-040::2025-02-01,1,150,104.5211361,2025-07-01
ST-040::2025-03-01,1,122,109.8899904,2025-07-01
ST-040::2025-05-01,1,61,138.172842,2025-07-01
ST-040::2025-06-01,1,30,156.4872833,2025-07-01
ST-040::2025-08-01,0,-31,200.84127,2025-07-01
ST-040::2025-09-01,0,-62,224.153402,2025-07-01
ST-040::2025-11-01,0,-123,252.8777106,2025-07-01
ST-041::2022-08-01,0,-122,360.3528465,2022-04-01
ST-041::2022-10-01,0,-183,358.8549271,2022-04-01
ST-041::2022-11-01,0,-214,357.0585355,2022-04-01
ST-041::2023-01-01,0,-275,360.7645672,2022-04-01
ST-041::2023-02-01,0,-306,359.5799557,2022-04-01
ST-041::2023-05-01,0,-395,359.9582538,2022-04-01
ST-041::2023-08-01,0,-487,360.1450652,2022-04-01
ST-041::2023-11-01,0,-579,361.9709746,2022-04-01
ST-041::2024-02-01,0,-671,361.4838725,2022-04-01
ST-041::2024-05-01,0,-761,358.0533355,2022-04-01
ST-041::2024-08-01,0,-853,359.9655344,2022-04-01
ST-041::2024-11-01,0,-945,361.0969837,2022-04-01
ST-041::2025-02-01,0,-1037,359.409839,2022-04-01
ST-041::2025-05-01,0,-1126,360.1280853,2022-04-01
ST-041::2025-08-01,0,-1218,358.8351722,2022-04-01
ST-041::2025-11-01,0,-1310,359.7102903,2022-04-01
ST-042::2022-05-01,1,153,116.5067036,2022-10-01
ST-042::2022-06-01,1,122,118.5375239,2022-10-01
ST-042::2022-08-01,1,61,141.2760627,2022-10-01
ST-042::2022-09-01,1,30,152.5541133,2022-10-01
ST-042::2022-11-01,0,-31,185.9295568,2022-10-01
ST-042::2022-12-01,0,-61,205.4237213,2022-10-01
ST-042::2023-02-01,0,-123,249.0504358,2022-10-01
ST-042::2023-04-01,0,-182,289.383409,2022-10-01
ST-042::2023-05-01,0,-212,314.429982,2022-10-01
ST-042::2023-07-01,0,-273,348.1489792,2022-10-01
ST-042::2023-08-01,0,-304,361.7366059,2022-10-01
ST-042::2023-11-01,0,-396,384.1024765,2022-10-01
ST-042::2024-02-01,0,-488,394.2090637,2022-10-01
ST-042::2024-05-01,0,-578,402.8661593,2022-10-01
ST-042::2024-08-01,0,-670,400.8194713,2022-10-01
ST-042::2024-11-01,0,-762,404.4003306,2022-10-01
ST-042::2025-02-01,0,-854,404.764152,2022-10-01
ST-042::2025-05-01,0,-943,403.5614167,2022-10-01
ST-042::2025-08-01,0,-1035,405.9500831,2022-10-01
ST-042::2025-11-01,0,-1127,402.6543827,2022-10-01
ST-043::2022-08-01,0,243,111.7812045,2023-04-01
ST-043::2022-10-01,0,182,118.4872249,2023-04-01
ST-043::2022-11-01,1,151,129.0541065,2023-04-01
ST-043::2022-12-01,1,121,130.7876764,2023-04-01
ST-043::2023-02-01,1,59,155.2764622,2023-04-01
ST-043::2023-03-01,1,31,172.1113225,2023-04-01
ST-043::2023-05-01,0,-30,200.8457967,2023-04-01
ST-043::2023-06-01,0,-61,214.520135,2023-04-01
ST-043::2023-08-01,0,-122,240.1987237,2023-04-01
ST-043::2023-10-01,0,-183,257.1802681,2023-04-01
ST-043::2023-11-01,0,-214,258.2719322,2023-04-01
ST-043::2024-01-01,0,-275,269.2285578,2023-04-01
ST-043::2024-02-01,0,-306,265.4180293,2023-04-01
ST-043::2024-05-01,0,-396,272.8321976,2023-04-01
ST-043::2024-08-01,0,-488,273.7145498,2023-04-01
ST-043::2024-11-01,0,-580,270.6392767,2023-04-01
ST-043::2025-02-01,0,-672,272.3871562,2023-04-01
ST-043::2025-05-01,0,-761,270.5302965,2023-04-01
ST-043::2025-08-01,0,-853,271.4640102,2023-04-01
ST-043::2025-11-01,0,-945,273.1580605,2023-04-01
ST-044::2022-11-01,0,334,99.62472574,2023-10-01
ST-044::2023-02-01,0,242,105.6468294,2023-10-01
ST-044::2023-04-01,0,183,105.8923932,2023-10-01
ST-044::2023-05-01,1,153,111.6457181,2023-10-01
ST-044::2023-06-01,1,122,120.6742538,2023-10-01
ST-044::2023-08-01,1,61,148.9751401,2023-10-01
ST-044::2023-09-01,1,30,176.9911125,2023-10-01
ST-044::2023-11-01,0,-31,248.342099,2023-10-01
ST-044::2023-12-01,0,-61,277.6083395,2023-10-01
ST-044::2024-02-01,0,-123,310.1084357,2023-10-01
ST-044::2024-04-01,0,-183,316.0403231,2023-10-01
ST-044::2024-07-01,0,-274,320.3786127,2023-10-01
ST-044::2024-08-01,0,-305,321.3570701,2023-10-01
ST-044::2024-11-01,0,-397,322.2035795,2023-10-01
ST-044::2025-02-01,0,-489,320.0239977,2023-10-01
ST-044::2025-05-01,0,-578,322.6206714,2023-10-01
ST-044::2025-08-01,0,-670,319.1211251,2023-10-01
ST-044::2025-11-01,0,-762,319.080028,2023-10-01
ST-045::2022-11-01,0,517,100.4122997,2024-04-01
ST-045::2023-02-01,0,425,101.5700032,2024-04-01
ST-045::2023-05-01,0,336,102.4948496,2024-04-01
ST-045::2023-07-01,0,275,96.33904123,2024-04-01
ST-045::2023-08-01,0,244,103.5201041,2024-04-01
ST-045::2023-10-01,0,183,123.7970009,2024-04-01
ST-045::2023-11-01,1,152,146.1704903,2024-04-01
ST-045::2023-12-01,1,122,187.2158381,2024-04-01
ST-045::2024-02-01,1,60,317.8702581,2024-04-01
ST-045::2024-03-01,1,31,379.9589823,2024-04-01
ST-045::2024-06-01,0,-61,365.5974784,2024-04-01
ST-045::2024-08-01,0,-122,257.2442932,2024-04-01
ST-045::2024-10-01,0,-183,190.1284874,2024-04-01
ST-045::2024-11-01,0,-214,179.1024881,2024-04-01
ST-045::2025-01-01,0,-275,173.7071897,2024-04-01
ST-045::2025-02-01,0,-306,169.917787,2024-04-01
ST-045::2025-05-01,0,-395,172.2688818,2024-04-01
ST-045::2025-08-01,0,-487,168.8571761,2024-04-01
ST-045::2025-11-01,0,-579,175.1125584,2024-04-01
ST-046::2023-05-01,0,519,94.85871307,2024-10-01
ST-046::2023-08-01,0,427,98.60934003,2024-10-01
ST-046::2023-11-01,0,335,95.92657931,2024-10-01
ST-046::2024-01-01,0,274,96.43762448,2024-10-01
ST-046::2024-02-01,0,243,98.36167855,2024-10-01
ST-046::2024-04-01,0,183,109.7065667,2024-10-01
ST-046::2024-05-01,1,153,116.2217677,2024-10-01
ST-046::2024-06-01,1,122,126.0212973,2024-10-01
ST-046::2024-09-01,1,30,180.7069937,2024-10-01
ST-046::2024-11-01,0,-31,226.0430296,2024-10-01
ST-046::2024-12-01,0,-61,246.4574884,2024-10-01
ST-046::2025-02-01,0,-123,288.138815,2024-10-01
ST-046::2025-04-01,0,-182,303.3811858,2024-10-01
ST-046::2025-05-01,0,-212,307.395851,2024-10-01
ST-046::2025-07-01,0,-273,314.1115915,2024-10-01
ST-046::2025-08-01,0,-304,318.1952726,2024-10-01
ST-046::2025-11-01,0,-396,318.2758472,2024-10-01
ST-047::2022-11-01,0,851,96.62843626,2025-03-01
ST-047::2023-02-01,0,759,94.98996031,2025-03-01
ST-047::2023-05-01,0,670,100.2793892,2025-03-01
ST-047::2023-08-01,0,578,90.2614001,2025-03-01
ST-047::2023-11-01,0,486,99.91402604,2025-03-01
ST-047::2024-02-01,0,394,97.8427126,2025-03-01
ST-047::2024-06-01,0,273,98.44669013,2025-03-01
ST-047::2024-08-01,0,212,94.32311137,2025-03-01
ST-047::2024-09-01,0,181,96.98619844,2025-03-01
ST-047::2024-11-01,1,120,96.21163759,2025-03-01
ST-047::2025-01-01,1,59,96.09795424,2025-03-01
ST-047::2025-02-01,1,28,94.64445238,2025-03-01
ST-047::2025-04-01,0,-31,313.5459861,2025-03-01
ST-047::2025-07-01,0,-122,305.2507072,2025-03-01
ST-047::2025-08-01,0,-153,307.819481,2025-03-01
ST-047::2025-09-01,0,-184,304.9194603,2025-03-01
ST-047::2025-11-01,0,-245,308.5221012,2025-03-01
ST-047::2025-12-01,0,-275,310.1538898,2025-03-01
ST-048::2022-11-01,0,973,56.78655572,2025-07-01
ST-048::2023-02-01,0,881,65.82777949,2025-07-01
ST-048::2023-05-01,0,792,61.56021941,2025-07-01
ST-048::2023-08-01,0,700,59.01839037,2025-07-01
ST-048::2023-11-01,0,608,60.05150832,2025-07-01
ST-048::2024-02-01,0,516,65.76471465,2025-07-01
ST-048::2024-05-01,0,426,63.36291055,2025-07-01
ST-048::2024-08-01,0,334,63.94624774,2025-07-01
ST-048::2024-10-01,0,273,66.24537448,2025-07-01
ST-048::2024-11-01,0,242,67.2905745,2025-07-01
ST-048::2025-01-01,0,181,71.83867992,2025-07-01
ST-048::2025-02-01,1,150,78.77742287,2025-07-01
ST-048::2025-03-01,1,122,80.87135466,2025-07-01
ST-048::2025-05-01,1,61,102.3842677,2025-07-01
ST-048::2025-06-01,1,30,108.4221436,2025-07-01
ST-048::2025-08-01,0,-31,136.2671778,2025-07-01
ST-048::2025-09-01,0,-62,156.7372425,2025-07-01
ST-048::2025-11-01,0,-123,193.3709866,2025-07-01
ST-049::2022-06-01,0,-61,238.6874151,2022-04-01
ST-049::2022-08-01,0,-122,269.4524472,2022-04-01
ST-049::2022-10-01,0,-183,291.2665411,2022-04-01
ST-049::2022-11-01,0,-214,294.3580853,2022-04-01
ST-049::2023-01-01,0,-275,305.8999371,2022-04-01
ST-049::2023-02-01,0,-306,309.2444794,2022-04-01
ST-049::2023-05-01,0,-395,308.3100931,2022-04-01
ST-049::2023-11-01,0,-579,314.3436995,2022-04-01
ST-049::2024-02-01,0,-671,312.181958,2022-04-01
ST-049::2024-05-01,0,-761,313.5669759,2022-04-01
ST-049::2024-08-01,0,-853,313.0099793,2022-04-01
ST-049::2024-11-01,0,-945,313.9986705,2022-04-01
ST-049::2025-02-01,0,-1037,314.2123863,2022-04-01
ST-049::2025-05-01,0,-1126,313.0604283,2022-04-01
ST-049::2025-08-01,0,-1218,318.9315176,2022-04-01
ST-049::2025-11-01,0,-1310,314.1065471,2022-04-01
ST-050::2022-05-01,1,153,80.69988444,2022-10-01
ST-050::2022-06-01,1,122,84.76492829,2022-10-01
ST-050::2022-08-01,1,61,126.0510372,2022-10-01
ST-050::2022-09-01,1,30,167.9113197,2022-10-01
ST-050::2022-11-01,0,-31,257.5499458,2022-10-01
ST-050::2022-12-01,0,-61,296.3653654,2022-10-01
ST-050::2023-02-01,0,-123,335.4487797,2022-10-01
ST-050::2023-04-01,0,-182,344.2323779,2022-10-01
ST-050::2023-05-01,0,-212,343.522672,2022-10-01
ST-050::2023-07-01,0,-273,350.4694428,2022-10-01
ST-050::2023-08-01,0,-304,351.6815147,2022-10-01
ST-050::2023-11-01,0,-396,351.3730437,2022-10-01
ST-050::2024-02-01,0,-488,352.3617112,2022-10-01
ST-050::2024-05-01,0,-578,350.4213668,2022-10-01
ST-050::2024-08-01,0,-670,353.8048107,2022-10-01
ST-050::2024-11-01,0,-762,352.5477168,2022-10-01
ST-050::2025-02-01,0,-854,348.7444141,2022-10-01
ST-050::2025-05-01,0,-943,349.8831196,2022-10-01
ST-050::2025-08-01,0,-1035,349.5810633,2022-10-01
ST-050::2025-11-01,0,-1127,348.7784224,2022-10-01
ST-051::2022-08-01,0,243,74.99885891,2023-04-01
ST-051::2022-10-01,0,182,94.2299412,2023-04-01
ST-051::2022-11-01,1,151,111.4162401,2023-04-01
ST-051::2022-12-01,1,121,150.2924489,2023-04-01
ST-051::2023-03-01,1,31,284.7923885,2023-04-01
ST-051::2023-05-01,0,-30,313.5360047,2023-04-01
ST-051::2023-06-01,0,-61,282.0131588,2023-04-01
ST-051::2023-08-01,0,-122,188.5236043,2023-04-01
ST-051::2023-10-01,0,-183,142.2721423,2023-04-01
ST-051::2023-11-01,0,-214,133.4054152,2023-04-01
ST-051::2024-01-01,0,-275,125.2683513,2023-04-01
ST-051::2024-02-01,0,-306,127.0370948,2023-04-01
ST-051::2024-05-01,0,-396,127.2532371,2023-04-01
ST-051::2024-08-01,0,-488,126.4688274,2023-04-01
ST-051::2024-11-01,0,-580,128.1181829,2023-04-01
ST-051::2025-02-01,0,-672,125.6530304,2023-04-01
ST-051::2025-05-01,0,-761,122.633573,2023-04-01
ST-051::2025-08-01,0,-853,122.748468,2023-04-01
ST-051::2025-11-01,0,-945,127.1554839,2023-04-01
ST-052::2022-11-01,0,334,99.43491698,2023-10-01
