point_id,date,q05_mm,q25_mm,q50_mm,q75_mm,q95_mm,provenance
P-H03-W006,2024-07-01,472.1636012,498.5874181,530.1121622,551.799968,569.9128832,S
P-H03-W006,2024-10-01,479.3496623,505.3607275,536.3358518,558.976001,578.4241453,S
P-H03-W006,2025-01-01,484.6170387,510.7595619,542.4217947,566.1673482,585.4486449,S
P-H03-W006,2025-04-01,489.767275,516.0099323,548.7367538,572.579923,592.4798143,S
P-H03-W006,2025-07-01,496.3015124,523.8698866,557.2633134,581.8551311,601.5312819,S
P-H03-W006,2025-10-01,503.181924,532.8010217,565.0962628,589.2811049,610.0113834,S
P-H03-W007,2018-01-01,426.147575,437.0842747,461.3355936,493.6947736,508.2527837,S
P-H03-W007,2018-04-01,430.5076409,441.8473593,465.1180906,498.5307555,513.872552,S
P-H03-W007,2018-07-01,434.3595111,445.2713739,470.0485199,503.6332258,518.974133,S
P-H03-W007,2018-10-01,437.3327074,448.2288489,474.75148,507.5357726,523.3687222,S
P-H03-W007,2019-01-01,441.2337989,452.462604,479.4294304,511.2133547,529.1810905,S
P-H03-W007,2019-04-01,444.8388834,456.3288172,483.0428707,516.0887072,534.6722562,S
P-H03-W007,2019-07-01,449.3494671,460.3513515,487.3910843,520.5779262,539.3493126,S
P-H03-W007,2019-10-01,453.9797856,464.118045,492.9205637,524.6919619,544.3788057,S
P-H03-W007,2020-01-01,458.7412014,467.3868907,498.1288993,529.6906879,549.8219458,S
P-H03-W007,2020-04-01,462.9591364,472.4471253,502.5893109,535.3411972,554.4510093,S
P-H03-W007,2020-07-01,466.5890489,476.416078,506.820781,539.8762726,558.8263566,S
P-H03-W007,2020-10-01,471.0498408,479.9329829,511.9638702,545.4970658,563.7817946,S
P-H03-W007,2021-01-01,476.1645365,485.6661491,515.8238321,551.6236526,570.2979412,S
P-H03-W007,2021-04-01,481.7382355,490.0015181,521.4044338,556.0361126,575.4089146,S
P-H03-W007,2021-07-01,485.8808488,494.8077121,525.824332,561.4724301,581.4215577,S
P-H03-W007,2021-10-01,491.2230813,500.6707422,531.5829581,566.5293981,587.5502275,S
P-H03-W007,2022-01-01,496.7484013,507.6079308,538.5955633,573.6447908,594.2857447,S
P-H03-W007,2022-04-01,504.646175,515.284958,547.2792577,582.4745976,603.5897748,S
P-H03-W007,2022-07-01,514.8630707,526.1001077,557.7910925,594.637474,615.3115891,S
P-H03-W007,2022-10-01,528.6561106,540.0702643,572.9599652,610.6303457,632.1279,S
P-H03-W007,2023-01-01,547.1932654,559.7275493,593.1220891,632.3409109,653.9326542,S
P-H03-W007,2023-04-01,571.7429269,585.3969265,620.4983101,661.0793841,683.1472557,S
P-H03-W007,2023-07-01,599.3651246,614.754363,651.9863753,693.8174411,716.8420789,S
P-H03-W007,2023-10-01,629.5892722,645.7353806,685.1107522,729.071501,752.8480619,S
P-H03-W007,2024-01-01,660.9912294,678.3175882,719.7889542,766.4509675,790.8173334,S
P-H03-W007,2024-04-01,693.3646938,712.086344,753.4775331,803.6070908,829.6817545,S
P-H03-W007,2024-07-01,724.8811922,745.6540755,787.7295327,840.531754,868.0798075,S
P-H03-W007,2024-10-01,756.5291594,778.2241155,821.97081,876.4375353,907.1624021,S
P-H03-W007,2025-01-01,788.6778873,810.7341665,857.3097936,914.0223109,945.4178111,S
P-H03-W007,2025-04-01,818.8345219,841.5497493,891.6082774,950.0451712,983.1543723,S
P-H03-W007,2025-07-01,850.4563933,873.5592325,925.5894699,987.0683633,1020.56456,S
P-H03-W007,2025-10-01,882.8303358,907.7790799,959.5985358,1024.014335,1058.725286,S
P-H04-REF-A,2018-01-01,0,0,0,0,0,S
P-H04-REF-A,2018-04-01,0,0,0,0,0,S
P-H04-REF-A,2018-07-01,0,0,0,0,0,S
P-H04-REF-A,2018-10-01,0,0,0,0,0,S
P-H04-REF-A,2019-01-01,0,0,0,0,0,S
P-H04-REF-A,2019-04-01,0,0,0,0,0,S
P-H04-REF-A,2019-07-01,0,0,0,0,0,S
P-H04-REF-A,2019-10-01,0,0,0,0,0,S
P-H04-REF-A,2020-01-01,0,0,0,0,0,S
P-H04-REF-A,2020-04-01,0,0,0,0,0,S
P-H04-REF-A,2020-07-01,0,0,0,0,0,S
P-H04-REF-A,2020-10-01,0,0,0,0,0,S
P-H04-REF-A,2021-01-01,0,0,0,0,0,S
P-H04-REF-A,2021-04-01,0,0,0,0,0,S
P-H04-REF-A,2021-07-01,0,0,0,0,0,S
P-H04-REF-A,2021-10-01,0,0,0,0,0,S
P-H04-REF-A,2022-01-01,0,0,0,0,0,S
P-H04-REF-A,2022-04-01,0,0,0,0,0,S
P-H04-REF-A,2022-07-01,0,0,0,0,0,S
P-H04-REF-A,2022-10-01,0,0,0,0,0,S
P-H04-REF-A,2023-01-01,0,0,0,0,0,S
P-H04-REF-A,2023-04-01,0,0,0,0,0,S
P-H04-REF-A,2023-07-01,0,0,0,0,0,S
P-H04-REF-A,2023-10-01,0,0,0,0,0,S
P-H04-REF-A,2024-01-01,0,0,0,0,0,S
P-H04-REF-A,2024-04-01,0,0,0,0,0,S
P-H04-REF-A,2024-07-01,0,0,0,0,0,S
P-H04-REF-A,2024-10-01,0,0,0,0,0,S
P-H04-REF-A,2025-01-01,0,0,0,0,0,S
P-H04-REF-A,2025-04-01,0,0,0,0,0,S
P-H04-REF-A,2025-07-01,0,0,0,0,0,S
P-H04-REF-A,2025-10-01,0,0,0,0,0,S
P-H04-REF-B,2018-01-01,0,0,0,0,0,S
P-H04-REF-B,2018-04-01,0,0,0,0,0,S
P-H04-REF-B,2018-07-01,0,0,0,0,0,S
P-H04-REF-B,2018-10-01,0,0,0,0,0,S
P-H04-REF-B,2019-01-01,0,0,0,0,0,S
P-H04-REF-B,2019-04-01,0,0,0,0,0,S
P-H04-REF-B,2019-07-01,0,0,0,0,0,S
P-H04-REF-B,2019-10-01,0,0,0,0,0,S
P-H04-REF-B,2020-01-01,0,0,0,0,0,S
P-H04-REF-B,2020-04-01,0,0,0,0,0,S
P-H04-REF-B,2020-07-01,0,0,0,0,0,S
P-H04-REF-B,2020-10-01,0,0,0,0,0,S
P-H04-REF-B,2021-01-01,0,0,0,0,0,S
P-H04-REF-B,2021-04-01,0,0,0,0,0,S
P-H04-REF-B,2021-07-01,0,0,0,0,0,S
P-H04-REF-B,2021-10-01,0,0,0,0,0,S
P-H04-REF-B,2022-01-01,0,0,0,0,0,S
P-H04-REF-B,2022-04-01,0,0,0,0,0,S
P-H04-REF-B,2022-07-01,0,0,0,0,0,S
P-H04-REF-B,2022-10-01,0,0,0,0,0,S
P-H04-REF-B,2023-01-01,0,0,0,0,0,S
P-H04-REF-B,2023-04-01,0,0,0,0,0,S
P-H04-REF-B,2023-07-01,0,0,0,0,0,S
P-H04-REF-B,2023-10-01,0,0,0,0,0,S
P-H04-REF-B,2024-01-01,0,0,0,0,0,S
P-H04-REF-B,2024-04-01,0,0,0,0,0,S
P-H04-REF-B,2024-07-01,0,0,0,0,0,S
P-H04-REF-B,2024-10-01,0,0,0,0,0,S
P-H04-REF-B,2025-01-01,0,0,0,0,0,S
P-H04-REF-B,2025-04-01,0,0,0,0,0,S
P-H04-REF-B,2025-07-01,0,0,0,0,0,S
P-H04-REF-B,2025-10-01,0,0,0,0,0,S
P-H04-W001,2018-01-01,23.68532656,24.41940567,25.7859834,26.94804367,28.07457223,S
P-H04-W001,2018-04-01,37.10529673,37.78529006,40.50780334,42.50901491,43.47366475,S
P-H04-W001,2018-07-01,49.3446369,51.20414758,54.57741514,56.76401408,59.42738957,S
P-H04-W001,2018-10-01,61.41249473,63.79847716,66.90869292,69.56708258,73.89133844,S
P-H04-W001,2019-01-01,72.33692148,74.86713692,78.79017198,81.36261762,86.04333684,S
P-H04-W001,2019-04-01,82.86942271,86.18700936,90.26949628,93.79608131,98.09095714,S
P-H04-W001,2019-07-01,92.3500529,98.28393584,100.6565235,106.0088082,109.2801328,S
P-H04-W001,2019-10-01,99.71518275,106.7044502,108.7527833,115.6553919,118.8612543,S
P-H04-W001,2020-01-01,104.6805419,112.9811171,114.9638688,123.6854942,127.0226161,S
P-H04-W001,2020-04-01,110.8929986,119.9095852,121.5633973,130.9991109,134.3851873,S
P-H04-W001,2020-07-01,119.6326484,128.9992092,130.5325907,141.8507512,144.532454,S
P-H04-W001,2020-10-01,127.5549692,136.644988,139.0123545,149.4546585,154.0608997,S
P-H04-W001,2021-01-01,133.7772462,142.1828365,144.361122,156.3891565,160.3395746,S
P-H04-W001,2021-04-01,140.5158674,149.6643183,152.4799153,163.5442996,167.3695743,S
P-H04-W001,2021-07-01,148.5551296,159.1311975,160.4975048,172.4015624,176.9500829,S
P-H04-W001,2021-10-01,155.2364342,165.9928642,168.6527984,179.6912289,184.9563693,S
P-H04-W001,2022-01-01,160.197655,171.3676423,173.4257479,185.4751854,190.5659706,S
P-H04-W001,2022-04-01,164.6462652,176.6458485,180.0018912,191.3749804,196.8800312,S
P-H04-W001,2022-07-01,169.4771076,181.9081511,184.5676691,196.6960253,202.7135025,S
P-H04-W001,2022-10-01,172.5694416,185.8659783,188.3289096,200.8756709,207.0418979,S
P-H04-W001,2023-01-01,175.741195,189.5771818,193.5530107,206.1968519,211.730907,S
P-H04-W001,2023-04-01,180.4678102,194.5528413,199.6239681,212.3128565,217.2323179,S
P-H04-W001,2023-07-01,187.9118257,203.3250797,207.1518124,220.7210168,226.1584083,S
P-H04-W001,2023-10-01,194.6116827,210.7409675,214.6440619,228.1619181,234.6235438,S
P-H04-W001,2024-01-01,203.7829608,218.3467011,222.3144517,237.3141901,244.015047,S
P-H04-W001,2024-04-01,216.7905103,230.8369009,236.1182868,252.4326172,259.5627255,S
P-H04-W001,2024-07-01,235.2174791,250.30419,255.9191713,273.174397,282.4086119,S
P-H04-W001,2024-10-01,257.6086338,274.5384066,280.8099058,298.6007672,308.0523802,S
P-H04-W001,2025-01-01,284.1899935,303.6535988,308.0540132,327.7958439,339.303609,S
P-H04-W001,2025-04-01,312.6181632,334.9398674,338.3360773,360.553442,373.5906469,S
P-H04-W001,2025-07-01,345.4073113,369.953419,374.1397402,397.7189809,414.2282579,S
P-H04-W001,2025-10-01,380.8449768,407.2394558,412.0443327,438.4197826,455.9630925,S
P-H04-W002,2018-01-01,335.2875032,357.8128991,372.2068798,384.2335959,403.7993345,S
P-H04-W002,2018-04-01,341.4421912,364.2539668,379.1599467,391.1520909,410.7588724,S
P-H04-W002,2018-07-01,348.1478174,371.9727945,386.5270572,398.3243991,418.2319496,S
P-H04-W002,2018-10-01,354.8110332,379.6548915,394.8359112,406.5201835,426.3046496,S
P-H04-W002,2019-01-01,359.9161785,386.1130295,400.1641312,413.0401185,432.4592097,S
P-H04-W002,2019-04-01,367.9751658,393.699256,408.0795275,420.3538431,440.7639518,S
P-H04-W002,2019-07-01,375.8899795,401.6885629,416.5254724,430.0873159,450.5120115,S
P-H04-W002,2019-10-01,383.9993915,409.8838099,426.0433422,439.0529763,460.1539518,S
P-H04-W002,2020-01-01,391.0726148,417.4652007,433.5479524,446.2345436,469.2203906,S
P-H04-W002,2020-04-01,397.3374151,424.475688,441.1302952,454.4881001,476.7956182,S
P-H04-W002,2020-07-01,405.7870044,433.0872558,450.2841233,463.6477698,486.0567519,S
P-H04-W002,2020-10-01,414.8094126,443.0364596,460.4829551,473.953606,496.637807,S
P-H04-W002,2021-01-01,423.035684,451.3413917,469.5783267,482.3982817,505.436318,S
P-H04-W002,2021-04-01,429.0954536,457.7387306,475.7681559,488.7352494,513.9091816,S
P-H04-W002,2021-07-01,437.2242065,465.4826055,483.7955535,497.7410092,524.488034,S
P-H04-W002,2021-10-01,444.7668291,474.4051338,491.8337481,505.4427039,533.3152245,S
P-H04-W002,2022-01-01,450.8532347,479.9875564,497.6345394,511.5656467,539.8904596,S
P-H04-W002,2022-04-01,455.4815475,485.2314131,503.6796247,517.6884071,547.4040242,S
P-H04-W002,2022-07-01,462.1476444,491.8455292,510.8321238,524.3755967,555.3765446,S
P-H04-W002,2022-10-01,488.7501265,519.9876883,539.9640112,555.9266296,587.1454402,S
P-H04-W002,2023-01-01,512.1079669,543.6290565,565.1576969,581.6504623,613.9203806,S
P-H04-W002,2023-04-01,528.6499825,563.3352745,584.729453,602.9139754,635.3282965,S
P-H04-W002,2023-07-01,546.7352592,583.8081632,604.4810531,623.51957,658.0462088,S
P-H04-W002,2023-10-01,565.1251577,603.3695798,624.7500437,645.5889188,679.5891939,S
P-H04-W002,2024-01-01,582.4027479,621.5432573,642.9624897,666.6700688,700.9340852,S
P-H04-W002,2024-04-01,599.7030117,640.5343253,663.0011659,687.8015886,722.0894833,S
P-H04-W002,2024-07-01,618.4713862,661.4538776,684.4440053,710.1329029,744.3908115,S
P-H04-W002,2024-10-01,636.5099557,679.9735471,703.5210084,731.4328129,766.8871252,S
P-H04-W002,2025-01-01,653.8415397,697.795475,723.4903073,752.0964634,787.3726093,S
P-H04-W002,2025-04-01,670.735627,715.7063373,741.737905,770.6540025,807.8924925,S
P-H04-W002,2025-07-01,689.8281823,735.7680693,763.1544368,792.393911,830.5095794,S
P-H04-W002,2025-10-01,709.870076,756.0097708,783.9364595,813.9579221,852.3590218,S
P-H04-W003,2018-01-01,515.8139413,567.3322068,592.4861597,606.5561054,639.7229607,S
P-H04-W003,2018-04-01,523.1550501,574.6296861,600.6098538,614.4186665,647.6091513,S
P-H04-W003,2018-07-01,528.9113273,581.3010859,607.8681443,621.316331,655.4981838,S
P-H04-W003,2018-10-01,536.4331607,587.3035344,615.2711357,628.4858691,663.9217901,S
P-H04-W003,2019-01-01,542.4181152,594.0456095,623.7814938,636.2083179,673.3587329,S
P-H04-W003,2019-04-01,549.6322468,601.1037529,632.4980777,643.7404593,682.0400514,S
P-H04-W003,2019-07-01,556.5085266,607.8974084,640.3686456,651.7256905,691.0459111,S
P-H04-W003,2019-10-01,562.986509,615.1880886,647.6673707,660.1615056,697.7557505,S
P-H04-W003,2020-01-01,570.2239976,623.1058281,655.4144955,668.0858837,705.6750861,S
P-H04-W003,2020-04-01,578.0106997,631.3221485,663.9001476,676.5113724,713.2612816,S
P-H04-W003,2020-07-01,585.1635082,638.7018555,671.6923539,684.5063811,722.4095276,S
P-H04-W003,2020-10-01,591.2959831,645.1598419,678.9674956,691.2828052,729.5175894,S
P-H04-W003,2021-01-01,598.2296316,652.5905505,686.6960657,699.2838128,737.5132803,S
P-H04-W003,2021-04-01,605.004903,660.9382745,694.9955807,707.5752816,746.0456394,S
P-H04-W003,2021-07-01,612.8152116,669.309621,703.1689258,715.5937174,754.3705876,S
P-H04-W003,2021-10-01,619.4322278,677.3596611,710.3878349,724.991442,763.2665766,S
P-H04-W003,2022-01-01,626.3299534,685.7695816,717.7617872,733.7483183,772.7653191,S
P-H04-W003,2022-04-01,633.2177366,693.1184792,726.323062,742.4639303,781.7841601,S
P-H04-W003,2022-07-01,640.0321843,699.3887466,734.5063523,749.9397325,788.3804046,S
P-H04-W003,2022-10-01,646.4711067,706.0230006,741.9471131,757.5674458,796.4360448,S
P-H04-W003,2023-01-01,654.2248739,713.6405308,749.617659,766.5579193,805.5011435,S
P-H04-W003,2023-04-01,661.4633199,720.7815319,757.4134508,775.243386,813.919717,S
P-H04-W003,2023-07-01,667.7473731,728.2635451,763.9254985,783.610541,821.5520337,S
P-H04-W003,2023-10-01,689.8609601,755.0565777,790.8860322,812.4589427,850.3363679,S
P-H04-W003,2024-01-01,726.36331,796.9938826,833.1626746,855.6039082,896.1748175,S
P-H04-W003,2024-04-01,743.875535,816.7612709,853.861659,876.1093045,918.5628245,S
P-H04-W003,2024-07-01,761.4541147,836.2148055,874.2549665,896.085466,940.1926287,S
P-H04-W003,2024-10-01,778.3338122,853.3565126,893.2472606,914.6457608,960.670238,S
P-H04-W003,2025-01-01,796.2782063,872.6560014,912.9171181,935.6495449,982.2471839,S
P-H04-W003,2025-04-01,812.5276337,891.1303905,930.3370487,954.888872,1001.404214,S
P-H04-W003,2025-07-01,827.7835965,908.7206635,948.1673969,972.0221082,1021.862608,S
P-H04-W003,2025-10-01,844.9755126,926.3668166,967.0173599,991.6064922,1041.9139,S
P-H04-W004,2018-01-01,20.55924081,22.31588473,23.3297711,24.33485274,25.86186085,S
P-H04-W004,2018-04-01,34.5595049,37.08109672,37.96385294,39.20778879,42.03861356,S
P-H04-W004,2018-07-01,46.44853373,49.78888695,50.46000827,52.78096339,55.21837149,S
P-H04-W004,2018-10-01,57.46525068,61.71247833,62.8001155,65.36988025,68.38114142,S
P-H04-W004,2019-01-01,69.01198646,73.81793361,75.15224761,77.84480184,80.92582502,S
P-H04-W004,2019-04-01,78.01206063,83.54898485,85.63317338,88.05737115,92.93331672,S
P-H04-W004,2019-07-01,86.04450633,92.46492555,94.36646108,96.55366231,102.9884468,S
P-H04-W004,2019-10-01,93.73402751,101.4930507,102.7758478,106.0161267,111.6562139,S
P-H04-W004,2020-01-01,99.08954396,109.709481,111.9721332,114.6405678,121.8381212,S
P-H04-W004,2020-04-01,105.8247691,117.2929769,119.1714021,122.5709338,130.9545641,S
P-H04-W004,2020-07-01,111.7197244,123.4624218,125.6899907,129.3181185,137.5263494,S
P-H04-W004,2020-10-01,116.8153443,129.522251,133.118977,135.2632321,144.685219,S
P-H04-W004,2021-01-01,122.7001707,136.194085,139.4066788,142.6179785,152.4142641,S
P-H04-W004,2021-04-01,126.5635185,141.7818377,145.1071596,148.4240432,158.3128843,S
P-H04-W004,2021-07-01,131.6929472,146.231557,149.9063811,152.9967629,164.8662173,S
P-H04-W004,2021-10-01,135.439537,151.5235032,155.2498913,158.5252917,170.6638571,S
P-H04-W004,2022-01-01,141.1637649,157.1966295,161.39122,164.8031224,176.5081856,S
P-H04-W004,2022-04-01,145.7301919,161.6167246,165.913545,169.2243946,181.4106339,S
P-H04-W004,2022-07-01,149.4849793,164.8681082,169.8039995,172.8494911,184.6226964,S
P-H04-W004,2022-10-01,153.770632,169.0131495,174.0572737,178.6382405,189.4490697,S
P-H04-W004,2023-01-01,159.7548406,173.8352874,178.93058,184.152259,194.9595072,S
P-H04-W004,2023-04-01,163.4437604,178.2628889,183.1715486,188.4092999,197.714121,S
P-H04-W004,2023-07-01,165.7080779,181.8225981,186.3760804,192.5960073,201.6734034,S
P-H04-W004,2023-10-01,170.0711967,185.4797079,190.1329601,195.9668286,206.5959141,S
P-H04-W004,2024-01-01,174.9745796,191.347085,195.3862401,202.2874298,212.7520447,S
P-H04-W004,2024-04-01,179.9500646,195.327537,200.6667382,206.8001168,218.4679659,S
P-H04-W004,2024-07-01,184.0595582,200.503742,204.9689121,211.4829724,224.2100293,S
P-H04-W004,2024-10-01,192.2642526,208.4881439,213.293896,220.4690606,232.167811,S
P-H04-W004,2025-01-01,206.3852197,224.2333327,228.7379149,236.6975393,248.6000308,S
P-H04-W004,2025-04-01,227.4926974,247.713521,251.4411348,261.6637447,272.897077,S
P-H04-W004,2025-07-01,256.4103769,278.5100616,283.4297614,292.2414258,306.5057416,S
P-H04-W004,2025-10-01,289.5185998,315.341,320.2507345,329.7262708,346.5854855,S
P-H04-W005,2018-01-01,34.72243777,37.5287715,38.64078438,39.67635863,40.25545208,S
P-H04-W005,2018-04-01,40.96037577,44.5225507,45.78420103,47.40019865,48.75676631,S
P-H04-W005,2018-07-01,47.9852973,50.7794484,53.08562592,54.604583,55.52760715,S
P-H04-W005,2018-10-01,55.13038283,58.30587355,60.71072518,62.50759351,63.01275358,S
P-H04-W005,2019-01-01,62.18750482,66.07217355,68.30221147,70.41296981,70.86025877,S
P-H04-W005,2019-04-01,70.1521718,73.8359126,74.9560285,78.17941739,79.06343079,S
P-H04-W005,2019-07-01,77.38011352,80.88606579,83.82966173,85.86156668,87.20692954,S
P-H04-W005,2019-10-01,85.01388675,88.29785085,91.42256248,93.80311727,94.79981893,S
P-H04-W005,2020-01-01,92.27439911,95.90590058,99.73538432,102.0943965,103.308961,S
P-H04-W005,2020-04-01,99.66523073,103.1917743,107.8418606,109.7774646,111.0800357,S
P-H04-W005,2020-07-01,106.8917086,110.6089382,115.8125155,118.6005177,118.9724782,S
P-H04-W005,2020-10-01,114.4110438,118.9081917,124.0739425,126.3114998,127.9800563,S
P-H04-W005,2021-01-01,121.1419379,126.7456959,131.9717596,135.2326477,137.123326,S
P-H04-W005,2021-04-01,127.9627565,135.0948028,139.7500461,142.394056,145.3917223,S
P-H04-W005,2021-07-01,135.2614032,141.9842935,147.7748188,150.9257626,153.547257,S
P-H04-W005,2021-10-01,144.5531578,149.4550673,156.3139684,159.9521875,161.697492,S
P-H04-W005,2022-01-01,151.8878383,157.2114771,163.391328,168.5864055,170.4284627,S
P-H04-W005,2022-04-01,159.2554181,164.2386742,171.5614936,176.4593867,178.3670673,S
P-H04-W005,2022-07-01,166.102302,171.7347405,179.4665151,185.4626308,188.9751212,S
P-H04-W005,2022-10-01,172.3589198,178.8028094,186.7526034,192.5108017,196.8423872,S
P-H04-W005,2023-01-01,178.9571292,186.4527664,194.0871465,199.3299139,205.5655338,S
P-H04-W005,2023-04-01,186.7284798,193.8559787,200.5031779,207.8304539,211.7879004,S
P-H04-W005,2023-07-01,193.7325219,201.0699491,207.8310704,216.4510393,219.8578506,S
P-H04-W005,2023-10-01,200.483715,208.7745608,214.9341112,223.8824382,228.4675326,S
P-H04-W005,2024-01-01,208.0821847,216.7232549,222.4426925,231.1755458,236.314936,S
P-H04-W005,2024-04-01,216.065332,223.651105,229.7149197,238.7273674,245.4586929,S
P-H04-W005,2024-07-01,224.1427096,230.4671428,237.4998662,247.5886672,254.3710942,S
P-H04-W005,2024-10-01,260.438156,268.0790941,275.7946278,287.7756699,294.1520248,S
P-H04-W005,2025-01-01,281.3889378,289.9899663,298.3098628,309.8076253,317.0025981,S
P-H04-W005,2025-04-01,298.3971814,307.7918938,316.7668196,328.2136194,335.9590143,S
P-H04-W005,2025-07-01,315.6284653,326.2820952,335.7697324,346.3320184,355.8953344,S
P-H04-W005,2025-10-01,333.906371,344.6075232,355.6319687,365.7752281,376.6216645,S
P-H04-W006,2018-01-01,75.13871381,78.63098838,80.94889381,83.97489223,87.50529455,S
P-H04-W006,2018-04-01,81.36486111,83.62020903,86.5472492,90.76387256,94.71822703,S
P-H04-W006,2018-07-01,86.30559672,90.33774724,92.22316951,97.35070608,101.7937095,S
P-H04-W006,2018-10-01,91.84884544,95.09632289,97.68687195,101.4919737,106.5967792,S
P-H04-W006,2019-01-01,96.69286203,99.06435593,102.6807161,106.3074467,111.9865873,S
P-H04-W006,2019-04-01,100.2544056,103.3756874,106.0917546,110.2780872,116.8321184,S
P-H04-W006,2019-07-01,104.0987763,107.0330965,110.0808684,114.3241594,121.245799,S
P-H04-W006,2019-10-01,109.5414521,112.2916235,115.2481699,119.591894,127.6186578,S
P-H04-W006,2020-01-01,115.5446428,118.4545031,121.9745845,125.1094711,133.5772607,S
P-H04-W006,2020-04-01,122.6834073,125.6415946,128.8877336,132.8459182,141.0110314,S
P-H04-W006,2020-07-01,128.706837,132.7427429,135.9430843,141.428532,149.9770347,S
P-H04-W006,2020-10-01,135.7402739,138.8444315,142.4480663,147.763831,156.5290131,S
P-H04-W006,2021-01-01,139.6433627,143.4060202,147.0047404,152.6047186,161.4827657,S
P-H04-W006,2021-04-01,144.6457816,149.6404436,153.330212,158.3336574,168.8839423,S
P-H04-W006,2021-07-01,151.2985922,155.970613,160.9117312,165.5542347,175.9694039,S
P-H04-W006,2021-10-01,158.6666107,162.619747,167.8676457,173.5101882,184.4973402,S
P-H04-W006,2022-01-01,163.1815891,168.0668651,173.2788959,179.6138662,190.5616727,S
P-H04-W006,2022-04-01,169.33612,175.5403372,181.3926207,187.4759098,198.6359636,S
P-H04-W006,2022-07-01,179.455619,185.5768717,191.5489809,198.8358617,209.9646889,S
P-H04-W006,2022-10-01,190.5570201,197.1817157,203.2313651,210.5088934,222.9183102,S
P-H04-W006,2023-01-01,203.9234527,210.6944481,216.840203,225.3542538,238.3194091,S
P-H04-W006,2023-04-01,221.0618241,227.9683296,235.1583102,244.4556469,259.3249209,S
P-H04-W006,2023-07-01,242.6069349,250.9957849,258.2799505,268.2079068,283.9426965,S
P-H04-W006,2023-10-01,267.5613112,277.6094517,284.6982548,296.3154015,313.256507,S
P-H04-W006,2024-01-01,294.3970214,307.0727684,313.4498779,327.3913882,343.6560408,S
P-H04-W006,2024-04-01,324.1757666,338.6897348,346.1351499,360.9717067,379.0353724,S
P-H04-W006,2024-07-01,356.1078034,371.6807131,379.2143835,394.88767,415.7764879,S
P-H04-W006,2024-10-01,388.902647,405.1048648,414.5985389,430.0657632,454.2152367,S
P-H04-W006,2025-01-01,424.3220452,440.2052034,451.238668,467.2627009,493.9327711,S
P-H04-W006,2025-04-01,458.1756298,475.5882845,486.9336198,503.994236,532.9622527,S
P-H04-W006,2025-07-01,492.6559045,511.7140571,523.5550816,542.1014426,573.4176267,S
P-H04-W006,2025-10-01,527.8019963,548.3185283,560.4569301,579.6814433,614.5807287,S
P-H04-W007,2018-01-01,29.53467904,32.1562821,32.49087169,33.46193514,34.17915195,S
P-H04-W007,2018-04-01,44.48010313,48.85361339,49.14842834,49.81506724,51.8720885,S
P-H04-W007,2018-07-01,58.27418166,63.50646299,64.45836775,65.27689622,67.79302901,S
P-H04-W007,2018-10-01,71.23486085,77.81913005,79.29373004,80.26142634,82.50319599,S
P-H04-W007,2019-01-01,84.42213361,91.71281024,93.56750469,95.04071801,98.15327976,S
P-H04-W007,2019-04-01,96.64109296,104.1710051,106.2746342,108.7132081,111.9621794,S
P-H04-W007,2019-07-01,106.717973,115.4632871,117.1194612,120.5838892,123.7332346,S
P-H04-W007,2019-10-01,116.7692444,126.3030742,128.0344418,131.164403,134.8202004,S
P-H04-W007,2020-01-01,127.2054522,137.869608,140.0166859,142.9687827,147.4809907,S
P-H04-W007,2020-04-01,137.7397782,148.5092426,152.3114304,155.2520808,159.9572109,S
P-H04-W007,2020-07-01,147.8367056,158.4988898,162.6025404,165.5148754,170.9569759,S
P-H04-W007,2020-10-01,157.2283188,167.8175684,172.1416472,175.3492145,182.1754013,S
P-H04-W007,2021-01-01,165.9183215,177.0696081,183.2257726,186.0710807,191.1637567,S
P-H04-W007,2021-04-01,174.6323815,186.2661884,192.775692,195.5421446,201.2236225,S
P-H04-W007,2021-07-01,182.6480868,194.377075,200.6969812,204.8169494,209.1177644,S
P-H04-W007,2021-10-01,192.3191705,202.1221282,209.1223454,213.2003857,218.3838838,S
P-H04-W007,2022-01-01,199.8708313,211.6841984,217.431996,220.8098029,226.9768939,S
P-H04-W007,2022-04-01,208.0616354,219.2932649,225.738648,229.4754959,235.8373553,S
P-H04-W007,2022-07-01,215.3579341,226.5885601,233.783649,236.9934191,243.8015806,S
P-H04-W007,2022-10-01,221.7128105,233.5991111,240.7014286,243.7416439,249.8019647,S
P-H04-W007,2023-01-01,227.9983394,240.2061281,246.889551,249.5923059,257.7715791,S
P-H04-W007,2023-04-01,233.4314893,246.1682818,253.0104399,257.5580059,264.348032,S
P-H04-W007,2023-07-01,239.5841194,251.2273532,258.7842239,262.9634649,269.5740168,S
P-H04-W007,2023-10-01,243.8061437,255.9360634,263.7164244,268.4337442,274.8373017,S
P-H04-W007,2024-01-01,248.4330736,260.2517686,269.6024399,272.6639744,279.4156327,S
P-H04-W007,2024-04-01,253.6808441,265.0678121,274.0899099,278.092947,284.5018452,S
P-H04-W007,2024-07-01,257.9666664,270.2219825,279.2338133,283.2119246,289.4484037,S
P-H04-W007,2024-10-01,262.9347662,274.4787725,284.5990474,288.101316,295.5681701,S
P-H04-W007,2025-01-01,269.2147386,279.694771,289.7866372,294.3306177,301.9119946,S
P-H04-W007,2025-04-01,274.7728517,285.7876865,294.141604,300.6271997,306.9584012,S
