sample_id,observed_next_increment_mm,hidden_true_next_increment_mm,hidden_true_next_rate_mm_y,next_observation_uncertainty_mm,use_class
P-H02-W006::C024::C026,37.99136306,37.04344878,120.8046399,0.7548754506,evaluation_only
P-H02-W006::C026::C027,128.4081651,128.5267982,145.7901026,0.7423863109,evaluation_only
P-H02-W006::C027::C028,14.67368596,14.41111017,150.3902283,0.7310389442,evaluation_only
P-H02-W006::C028::C029,30.007787,29.09843822,151.8314937,0.7512578615,evaluation_only
P-H02-W007::C005::C007,17.14660515,16.82350483,35.11305794,0.6906449226,evaluation_only
P-H02-W007::C007::C008,14.9365704,15.56536434,33.84076979,1.223714721,evaluation_only
P-H02-W007::C008::C010,20.2154589,18.9934462,38.1173419,0.8580753602,evaluation_only
P-H02-W007::C010::C012,19.35309924,20.13614244,35.02250489,0.7448081487,evaluation_only
P-H02-W007::C012::C014,18.06633688,17.92820382,38.97783597,0.6937107491,evaluation_only
P-H02-W007::C014::C016,17.92815851,19.00767278,35.42118614,0.7281005173,evaluation_only
P-H02-W007::C016::C018,16.43266322,16.60100762,39.37349373,0.7077756315,evaluation_only
P-H02-W007::C018::C019,9.382815092,8.412922595,33.7672525,0.7921648482,evaluation_only
P-H02-W007::C019::C020,11.35167244,11.5377745,35.41321122,0.7398354498,evaluation_only
P-H02-W007::C020::C021,8.220544809,7.301403556,38.0976807,0.782048513,evaluation_only
P-H02-W007::C021::C022,10.28619282,10.49643384,36.51259485,1.182712124,evaluation_only
P-H02-W007::C022::C024,18.09603742,19.23252303,37.16761395,1.141482641,evaluation_only
P-H02-W007::C024::C026,14.44351511,13.76565882,44.89202575,0.7331542099,evaluation_only
P-H02-W007::C026::C027,31.6296706,31.46446346,35.69066857,0.7164579159,evaluation_only
P-H02-W007::C027::C029,11.63215661,11.60888181,40.38232457,0.7292806539,evaluation_only
P-H03-W001::C003::C005,43.3187511,43.44033155,75.55514809,1.184582569,evaluation_only
P-H03-W001::C005::C006,20.29277238,20.38191515,70.89994769,0.9496653003,evaluation_only
P-H03-W001::C006::C008,39.38962557,40.90433342,62.77440245,1.130338411,evaluation_only
P-H03-W001::C008::C009,7.552381059,6.924263227,60.21636056,0.7247580279,evaluation_only
P-H03-W001::C009::C010,22.70621617,22.70976726,59.24816065,0.7181774923,evaluation_only
P-H03-W001::C010::C012,32.07938059,30.34030583,52.7704605,0.6866493744,evaluation_only
P-H03-W001::C012::C014,22.15794097,23.72774379,51.58665726,0.6911552261,evaluation_only
P-H03-W001::C014::C016,25.19091753,24.4482476,45.55980835,0.69222479,evaluation_only
P-H03-W001::C016::C017,6.995133682,7.176022153,41.60384272,0.7021923722,evaluation_only
P-H03-W001::C017::C018,9.340818484,10.28741859,41.29098504,1.273668595,evaluation_only
P-H03-W001::C018::C020,22.7915301,22.00385364,38.2709883,0.7000888254,evaluation_only
P-H03-W001::C020::C021,6.382714707,6.80069108,35.48503453,0.7153768568,evaluation_only
P-H03-W001::C021::C022,11.41571697,9.947944967,34.60463714,1.207233096,evaluation_only
P-H03-W001::C022::C024,16.11996232,16.70075291,32.27486772,0.8681260019,evaluation_only
P-H03-W001::C024::C025,4.298564431,5.124716925,33.42505102,0.692732911,evaluation_only
P-H03-W001::C025::C029,39.96545154,38.91365912,29.42694409,0.6951093813,evaluation_only
P-H03-W002::C003::C005,43.13528623,42.17675689,73.35743073,1.221402327,evaluation_only
P-H03-W002::C005::C006,19.12593548,19.83963963,69.01360355,0.9784150946,evaluation_only
P-H03-W002::C006::C007,11.44986823,11.75666597,61.34460353,1.196358896,evaluation_only
P-H03-W002::C007::C008,24.4912693,25.18107346,54.74635168,1.175988156,evaluation_only
P-H03-W002::C008::C009,6.198780064,6.210176542,54.00635671,0.7446792875,evaluation_only
P-H03-W002::C009::C010,20.99876016,21.02167439,54.84404694,0.7408014251,evaluation_only
P-H03-W002::C010::C012,31.16994133,29.35022266,51.04842299,0.7125140375,evaluation_only
P-H03-W002::C012::C016,47.05219059,47.5988865,47.76234421,0.7163387265,evaluation_only
P-H03-W002::C016::C017,8.32496862,8.089737186,46.9012144,0.7212469117,evaluation_only
P-H03-W002::C017::C018,10.61129441,11.07290531,44.44372157,1.312745182,evaluation_only
P-H03-W002::C018::C020,21.22343412,21.63676082,37.632509,0.7213139681,evaluation_only
P-H03-W002::C020::C021,7.691056459,7.598262727,39.64664944,0.7398168395,evaluation_only
P-H03-W002::C021::C022,9.947740204,8.789273654,30.57411621,1.149241045,evaluation_only
P-H03-W002::C022::C024,14.9202458,15.07946638,29.14166717,0.8926673413,evaluation_only
P-H03-W002::C024::C025,3.932413689,5.258255219,34.29603069,0.7181561582,evaluation_only
P-H03-W002::C025::C027,24.30425497,25.13823851,24.29032174,0.8930507829,evaluation_only
P-H03-W002::C027::C029,7.834088311,6.587203021,22.91405622,0.7234098309,evaluation_only
P-H03-W003::C003::C005,46.88952734,45.87032955,79.7816089,1.231157782,evaluation_only
P-H03-W003::C005::C006,20.17458471,20.47526965,71.22468799,0.9858431785,evaluation_only
P-H03-W003::C006::C007,11.79862548,12.38003936,64.59727681,1.207246522,evaluation_only
P-H03-W003::C007::C008,28.93946826,29.39730712,63.91289539,1.189968247,evaluation_only
P-H03-W003::C008::C010,26.5853279,26.63697677,53.4568998,0.7473665209,evaluation_only
P-H03-W003::C010::C012,31.7511042,29.94344463,52.08020548,0.720083175,evaluation_only
P-H03-W003::C012::C014,18.80600274,20.41469516,44.38373456,0.7199409823,evaluation_only
P-H03-W003::C014::C016,23.53357708,22.95963318,42.78574499,0.7231692143,evaluation_only
P-H03-W003::C016::C018,16.99275277,16.45536048,39.02805465,1.323741767,evaluation_only
P-H03-W003::C018::C020,20.19265837,20.91432745,36.37599096,0.7268976926,evaluation_only
P-H03-W003::C020::C021,6.59083868,5.98327492,31.21987378,0.7472076115,evaluation_only
P-H03-W003::C021::C022,8.577403563,8.076495181,28.09466538,1.121160162,evaluation_only
P-H03-W003::C022::C024,15.66445082,15.48560506,29.92654628,0.8992739717,evaluation_only
P-H03-W003::C024::C029,36.69241873,37.75392341,25.58371155,0.7323081564,evaluation_only
P-H03-W004::C003::C005,49.25140542,47.96442836,83.42384504,1.237234804,evaluation_only
P-H03-W004::C005::C006,21.33665906,21.77775493,75.75547609,0.9901010661,evaluation_only
P-H03-W004::C006::C007,13.67079786,13.75795378,71.78703742,1.216113412,evaluation_only
P-H03-W004::C007::C008,27.4177165,28.68830707,62.37145332,1.202381777,evaluation_only
P-H03-W004::C008::C009,8.321530232,7.640401353,66.44420462,0.7535517963,evaluation_only
P-H03-W004::C009::C010,23.46410192,23.64768144,61.69511177,0.7525509997,evaluation_only
P-H03-W004::C010::C012,30.92748859,28.66908976,49.86373826,0.7262114604,evaluation_only
P-H03-W004::C012::C014,18.1904883,20.60876675,44.805667,0.7281929087,evaluation_only
P-H03-W004::C014::C016,22.12902169,21.53530176,40.13147433,0.7282928385,evaluation_only
P-H03-W004::C016::C017,8.514481297,7.744698365,44.90081076,0.7277592914,evaluation_only
P-H03-W004::C017::C018,10.70649212,10.15094173,40.74320295,1.331819411,evaluation_only
P-H03-W004::C018::C020,21.94394552,23.66549023,41.16104908,0.7302950323,evaluation_only
P-H03-W004::C020::C021,7.930627512,6.760990534,35.27788275,0.7535802035,evaluation_only
P-H03-W004::C021::C022,10.6822281,9.809215012,34.12205508,1.079444897,evaluation_only
P-H03-W004::C022::C024,13.25908851,14.2977491,27.6309675,0.903570795,evaluation_only
P-H03-W004::C024::C025,4.705940149,5.279241261,34.4329084,0.731673502,evaluation_only
P-H03-W004::C025::C027,25.89862798,26.98243099,26.07230931,0.9034007942,evaluation_only
P-H03-W004::C027::C029,6.328135723,5.230109544,18.19330963,0.7405889903,evaluation_only
P-H03-W005::C003::C005,48.01821258,47.19823275,82.09121195,1.226943275,evaluation_only
P-H03-W005::C005::C006,19.37132749,20.36236026,70.83192461,0.9806803031,evaluation_only
P-H03-W005::C006::C007,13.67520639,13.25668225,69.17147417,1.213526114,evaluation_only
P-H03-W005::C007::C008,30.1113079,31.08452209,67.58108151,1.203535027,evaluation_only
P-H03-W005::C008::C009,7.717617327,7.090374932,61.66093914,0.7486872012,evaluation_only
P-H03-W005::C009::C010,21.59050502,21.55163841,56.2266852,0.7502988778,evaluation_only
P-H03-W005::C010::C012,33.62717106,31.58167849,54.92956223,0.7242985667,evaluation_only
P-H03-W005::C012::C014,19.41129089,21.48109461,46.70220122,0.7298996801,evaluation_only
P-H03-W005::C014::C016,24.1519682,24.61553928,45.8715598,0.7248173232,evaluation_only
P-H03-W005::C016::C018,17.69232777,15.89805535,37.7062644,1.325456803,evaluation_only
P-H03-W005::C018::C020,19.85815465,21.54151397,37.46684752,0.7240553094,evaluation_only
P-H03-W005::C020::C021,6.663671302,5.694400045,29.71256595,0.7533410577,evaluation_only
P-H03-W005::C021::C022,9.69015996,9.065572853,31.53524271,1.00694532,evaluation_only
P-H03-W005::C022::C024,16.04628598,16.64342428,32.16407787,0.8973630798,evaluation_only
P-H03-W005::C024::C025,3.645165105,4.172496123,27.21436088,0.730098449,evaluation_only
P-H03-W005::C025::C027,27.51178872,28.06986784,27.12306674,0.8932003709,evaluation_only
P-H03-W005::C027::C029,6.283570972,6.170142588,21.46328172,0.7429340482,evaluation_only
P-H03-W006::C003::C005,51.21408896,50.33975756,87.55522119,1.218127046,evaluation_only
P-H03-W006::C005::C006,24.61444609,25.22600102,87.75044642,0.9731806826,evaluation_only
P-H03-W006::C006::C007,15.32665823,15.5507699,81.14169578,1.208096504,evaluation_only
P-H03-W006::C007::C008,31.0580029,31.69581999,68.91010864,1.198786711,evaluation_only
P-H03-W006::C008::C009,8.478653961,7.916509856,68.8453625,0.7442137242,evaluation_only
P-H03-W006::C009::C010,25.18612717,25.32323068,66.06650004,0.7466827475,evaluation_only
P-H03-W006::C010::C012,34.98159607,33.10353832,57.57651129,0.7204704303,evaluation_only
P-H03-W006::C012::C014,23.20890855,24.74576454,53.79994343,0.7273055471,evaluation_only
P-H03-W006::C014::C016,23.14194462,23.5169443,43.82430565,0.7204949187,evaluation_only
P-H03-W006::C016::C017,9.351379221,7.685450455,44.55731395,0.7180436347,evaluation_only
P-H03-W006::C017::C018,11.01850413,11.42831977,45.8702615,1.318118004,evaluation_only
P-H03-W006::C018::C020,21.33675869,22.4311355,39.01415354,0.7188363618,evaluation_only
P-H03-W006::C020::C021,8.531161466,7.54976881,39.39361511,0.7504059836,evaluation_only
P-H03-W006::C021::C022,13.01711681,12.88885367,44.83479813,0.9823376432,evaluation_only
P-H03-W006::C022::C024,16.27602032,17.12148069,33.08794087,0.8917733438,evaluation_only
P-H03-W006::C024::C029,41.77026001,42.36397138,28.7076819,0.7407069823,evaluation_only
P-H03-W007::C003::C005,11.0713545,10.33197932,17.97026404,1.172089665,evaluation_only
P-H03-W007::C005::C006,4.039019318,5.087231946,17.6962997,0.9346891211,evaluation_only
P-H03-W007::C006::C007,4.272687301,3.719955896,19.41019844,1.175985383,evaluation_only
P-H03-W007::C007::C008,8.61793091,9.281781693,20.17958788,1.167141036,evaluation_only
P-H03-W007::C008::C010,9.660876987,9.405525844,18.87565008,0.7258342918,evaluation_only
P-H03-W007::C010::C012,13.4859858,12.12090525,21.08171735,0.6978605537,evaluation_only
P-H03-W007::C012::C014,9.359501068,10.42880218,22.67333332,0.7089069732,evaluation_only
P-H03-W007::C014::C016,17.92107636,18.97040609,35.3517389,0.6963186514,evaluation_only
P-H03-W007::C016::C020,85.00276485,84.7857136,85.07687333,0.6917417139,evaluation_only
P-H03-W007::C020::C021,25.78071359,24.73655988,129.0718357,0.731856071,evaluation_only
P-H03-W007::C021::C022,39.58979177,39.22344968,136.4415714,0.9007559714,evaluation_only
P-H03-W007::C022::C024,72.63121403,73.16832151,141.4006848,0.8623260162,evaluation_only
P-H03-W007::C024::C025,21.57992908,21.63104715,141.0846424,0.7118295583,evaluation_only
P-H03-W007::C025::C027,144.5502955,145.5426853,140.6335074,0.8587867962,evaluation_only
P-H03-W007::C027::C029,40.85606005,40.6305655,141.3363243,0.7240237125,evaluation_only
P-H04-W001::C007::C008,12.99380264,13.28407539,28.88100318,1.020891042,evaluation_only
P-H04-W001::C008::C010,18.88393767,17.12554883,34.3687182,0.7101747387,evaluation_only
P-H04-W001::C010::C011,6.900574876,6.715369878,25.02845763,0.7032303835,evaluation_only
P-H04-W001::C011::C012,7.681046259,9.39414128,30.63580449,0.9433875977,evaluation_only
P-H04-W001::C012::C013,4.789237213,5.705161679,37.21089827,0.7389120973,evaluation_only
P-H04-W001::C013::C014,9.198314014,8.185596955,26.69454721,0.6988264422,evaluation_only
P-H04-W001::C014::C015,8.20051668,6.99273823,21.46300537,0.736618067,evaluation_only
P-H04-W001::C015::C016,6.209918689,4.761202099,22.58479307,0.7191476325,evaluation_only
P-H04-W001::C016::C018,4.012912622,7.193000559,17.06002243,0.8690752534,evaluation_only
P-H04-W001::C018::C020,12.99624063,12.72540668,22.13311805,0.9218159419,evaluation_only
P-H04-W001::C020::C022,12.56793977,15.11455124,31.54622766,1.281541899,evaluation_only
P-H04-W001::C022::C024,31.80040136,28.70654339,55.47653425,0.8210261794,evaluation_only
P-H04-W001::C024::C025,13.00923726,13.57344491,88.53037062,0.8879088398,evaluation_only
P-H04-W001::C025::C028,143.9286886,142.9889327,126.4569193,1.1115134,evaluation_only
P-H04-W001::C028::C029,28.25433811,28.9955711,151.2947478,0.7778568044,evaluation_only
P-H04-W002::C007::C008,13.81745117,13.93930711,30.30554716,1.046146317,evaluation_only
P-H04-W002::C008::C010,20.46871657,18.67922151,37.48673438,0.7329498761,evaluation_only
P-H04-W002::C010::C011,8.47007202,8.095680922,30.17293323,0.7266512154,evaluation_only
P-H04-W002::C011::C012,7.748675195,9.630826869,31.40767423,0.9673442344,evaluation_only
P-H04-W002::C012::C013,4.784276807,5.47257071,35.69386521,0.7558706455,evaluation_only
P-H04-W002::C013::C014,10.14322294,9.100709857,29.67887746,0.7221339333,evaluation_only
P-H04-W002::C014::C015,8.252078616,7.450421665,22.86778583,0.7560024068,evaluation_only
P-H04-W002::C015::C016,7.689251902,5.642910837,26.7671842,0.7366048688,evaluation_only
P-H04-W002::C016::C017,1.757199105,5.185832416,30.06548079,0.7383906112,evaluation_only
P-H04-W002::C017::C018,32.81411402,32.85470761,131.8701314,0.921775413,evaluation_only
P-H04-W002::C018::C020,46.97447928,47.04748921,81.82902588,0.9716597895,evaluation_only
P-H04-W002::C020::C022,36.26977717,38.12957031,79.58186032,1.244175037,evaluation_only
P-H04-W003::C007::C008,14.592925,15.01412318,32.64231246,1.072187433,evaluation_only
P-H04-W003::C008::C010,17.04455389,15.04223072,30.18777347,0.7587966971,evaluation_only
P-H04-W003::C010::C011,8.399021636,8.096007917,30.17415196,0.7532639496,evaluation_only
P-H04-W003::C011::C012,6.992367561,9.736698703,31.7529393,0.9919039818,evaluation_only
P-H04-W003::C012::C013,4.746546048,4.859827624,31.69735785,0.7729357338,evaluation_only
P-H04-W003::C013::C014,11.13271091,9.820295294,32.02556122,0.748306304,evaluation_only
P-H04-W003::C014::C015,11.78339968,10.96514952,33.65563751,0.7772055578,evaluation_only
P-H04-W003::C015::C016,8.540019941,6.63590849,31.47747501,0.7535778274,evaluation_only
P-H04-W003::C016::C017,1.265409082,4.774235357,27.67919785,0.7533988908,evaluation_only
P-H04-W003::C017::C018,7.336269522,7.817820438,31.3786694,1.004749854,evaluation_only
P-H04-W003::C018::C020,18.75362993,18.85012667,32.78575603,1.050702195,evaluation_only
P-H04-W003::C020::C022,49.66000383,50.22475021,104.8262286,1.178184691,evaluation_only
P-H04-W003::C022::C024,55.76217062,54.10462275,104.5593305,0.8575307324,evaluation_only
P-H04-W003::C024::C025,11.61840998,12.0255983,78.43481748,0.9350991289,evaluation_only
P-H04-W003::C025::C027,79.62463566,79.09676012,76.42881385,0.766284224,evaluation_only
P-H04-W003::C027::C028,8.479594702,7.420951856,77.4429333,1.159263569,evaluation_only
P-H04-W003::C028::C029,13.76940687,14.84942997,77.48220426,0.8172929167,evaluation_only
P-H04-W004::C007::C008,12.89888683,13.06114933,28.39633805,1.0783805,evaluation_only
P-H04-W004::C008::C010,14.81347796,12.13092029,24.34515734,0.7699549357,evaluation_only
P-H04-W004::C010::C011,5.691865225,6.527413492,24.32793651,0.7648597841,evaluation_only
P-H04-W004::C011::C012,3.973628662,6.221146796,20.28815953,0.9974875181,evaluation_only
P-H04-W004::C012::C013,3.089863432,2.815112316,18.36106738,0.7760900045,evaluation_only
P-H04-W004::C013::C014,7.657826008,6.593605095,21.5028059,0.7591565375,evaluation_only
P-H04-W004::C014::C015,7.300864451,6.994317629,21.46785306,0.7847394836,evaluation_only
P-H04-W004::C015::C016,4.739587747,3.331713932,15.80400667,0.7555283422,evaluation_only
P-H04-W004::C016::C017,0.2381670334,2.68240201,15.55154499,0.7533682995,evaluation_only
P-H04-W004::C017::C018,4.183685331,4.768315754,19.13876186,1.081616038,evaluation_only
P-H04-W004::C018::C020,9.703184034,9.854874613,17.14044263,1.124431451,evaluation_only
P-H04-W004::C020::C022,8.462639783,8.244249565,17.20692659,1.108037987,evaluation_only
P-H04-W004::C022::C024,10.68099972,9.356184786,18.08119838,0.860101406,evaluation_only
P-H04-W004::C024::C027,86.91914355,87.48405721,73.62569562,0.7722529359,evaluation_only
P-H04-W005::C007::C008,14.27137569,14.3804098,31.26455167,1.072900642,evaluation_only
P-H04-W005::C008::C010,18.43308562,15.8023836,31.71330006,0.769905986,evaluation_only
P-H04-W005::C010::C011,6.884330704,8.44056711,31.45833813,0.7649331183,evaluation_only
P-H04-W005::C011::C012,7.876744938,9.502289355,30.98849274,0.9920489265,evaluation_only
P-H04-W005::C012::C013,5.388796302,5.055262378,32.97204613,0.7715255893,evaluation_only
P-H04-W005::C013::C014,10.69277836,10.08391935,32.88528163,0.7586418843,evaluation_only
P-H04-W005::C014::C015,10.50263751,10.27038882,31.52318921,0.7829415869,evaluation_only
P-H04-W005::C015::C016,7.793889114,6.781152616,32.16644147,0.7497234689,evaluation_only
P-H04-W005::C016::C017,3.524836806,5.426306371,31.45965718,0.7463479577,evaluation_only
P-H04-W005::C017::C018,5.913584916,7.162763343,28.74944298,1.124293202,evaluation_only
P-H04-W005::C018::C020,16.87324867,16.54578476,28.77784706,1.16554195,evaluation_only
P-H04-W005::C020::C024,31.7115673,29.64342755,29.74522504,0.8543973085,evaluation_only
P-H04-W005::C024::C025,5.609206951,6.607251745,43.09461964,0.9387191134,evaluation_only
P-H04-W005::C025::C027,99.18679442,98.91733816,95.58084064,0.7692347735,evaluation_only
P-H04-W005::C027::C028,8.044730791,7.399288248,77.21685807,1.150104466,evaluation_only
P-H04-W005::C028::C029,13.24067548,14.17394745,73.95763292,0.8189635162,evaluation_only
P-H04-W006::C007::C008,13.90090345,13.11557048,28.51465547,1.049694141,evaluation_only
P-H04-W006::C008::C010,15.46689926,13.42669652,26.94560937,0.7596223375,evaluation_only
P-H04-W006::C010::C011,4.37604546,5.751571918,21.4363433,0.7546450796,evaluation_only
P-H04-W006::C011::C012,6.815227723,8.031957724,26.19350499,0.9695172509,evaluation_only
P-H04-W006::C012::C013,4.639098606,4.508938445,29.40874584,0.7540199569,evaluation_only
P-H04-W006::C013::C014,9.269202969,8.15548045,26.59633245,0.7471418385,evaluation_only
P-H04-W006::C014::C015,7.942984694,8.919516219,27.37691848,0.7703412328,evaluation_only
P-H04-W006::C015::C016,10.12242182,8.294572377,39.34535793,0.7292922394,evaluation_only
P-H04-W006::C016::C017,5.71797078,7.79800018,45.20983438,0.7238004984,evaluation_only
P-H04-W006::C017::C018,10.61328173,12.26217433,49.21713379,1.189607028,evaluation_only
P-H04-W006::C018::C020,42.76042651,42.0894371,73.20555666,1.228665013,evaluation_only
P-H04-W006::C020::C022,51.87825672,51.65742787,107.8164316,0.9915424602,evaluation_only
P-H04-W006::C022::C024,69.55128184,67.40804974,130.268731,0.8337598671,evaluation_only
P-H04-W006::C024::C025,20.77679815,21.39843087,139.5674442,0.9206413105,evaluation_only
P-H04-W006::C025::C027,152.2999776,153.0026831,147.8418783,0.7541326733,evaluation_only
P-H04-W006::C027::C028,15.97503517,14.72881643,153.7057201,1.117416791,evaluation_only
P-H04-W006::C028::C029,26.16033897,27.89857683,145.5707884,0.802335245,evaluation_only
P-H04-W007::C007::C008,22.28967599,21.24997524,46.19972296,1.011317998,evaluation_only
P-H04-W007::C008::C010,22.27126778,19.9950201,40.12736863,0.738408356,evaluation_only
P-H04-W007::C010::C011,9.422690049,10.89276014,40.59776164,0.7331933049,evaluation_only
P-H04-W007::C011::C012,9.936684337,11.17104166,36.43056218,0.9324296229,evaluation_only
P-H04-W007::C012::C013,5.654833264,5.472706625,35.69475169,0.7258471475,evaluation_only
P-H04-W007::C013::C014,11.67264209,10.77259347,35.1311586,0.7242022629,evaluation_only
P-H04-W007::C014::C015,9.957959349,10.91145412,33.4908287,0.747462582,evaluation_only
P-H04-W007::C015::C016,7.55824401,6.684995364,31.71031892,0.6971430642,evaluation_only
P-H04-W007::C016::C018,8.134859089,11.45495633,27.16832987,1.24712761,evaluation_only
P-H04-W007::C018::C020,16.51057877,15.46579489,26.89943612,1.284437663,evaluation_only
P-H04-W007::C020::C022,9.945530294,9.438531901,19.69956444,0.9181470775,evaluation_only
P-H04-W007::C022::C024,12.3736674,10.78135942,20.83540492,0.8011013121,evaluation_only
P-H04-W007::C024::C028,26.72212729,26.4324593,20.58519352,1.067171633,evaluation_only
P-H04-W007::C028::C029,1.844974085,3.494749401,18.23510313,0.7743927192,evaluation_only
P-H05-W001::C005::C007,19.7893858,19.65663535,41.02620606,0.725976965,evaluation_only
P-H05-W001::C007::C008,18.25065398,18.62778173,40.49879332,0.7474619294,evaluation_only
P-H05-W001::C008::C010,16.03186398,17.42591056,34.97150457,1.388986323,evaluation_only
P-H05-W001::C010::C012,23.99815769,23.03753076,40.06884815,0.7395990944,evaluation_only
P-H05-W001::C012::C014,17.40503498,16.99141002,36.9411459,0.7536375313,evaluation_only
P-H05-W001::C014::C016,19.50447476,20.39819344,38.01244976,0.8607452163,evaluation_only
P-H05-W001::C016::C018,18.75807098,17.15531617,40.68817682,0.9926801109,evaluation_only
P-H05-W001::C018::C020,24.54537844,25.58093936,44.49256239,0.8992570054,evaluation_only
P-H05-W001::C020::C022,17.63628125,16.83725714,35.14176098,0.7366081427,evaluation_only
P-H05-W001::C022::C024,15.27173066,18.6904747,36.12008405,1.532936368,evaluation_only
P-H05-W001::C024::C027,47.77566725,43.81143012,36.87125542,0.7402654902,evaluation_only
P-H05-W001::C027::C029,13.01754602,12.49464026,43.46349862,1.231646544,evaluation_only
P-H05-W002::C005::C007,32.01913769,30.83057706,64.3478187,0.7684018947,evaluation_only
P-H05-W002::C007::C008,26.47030399,26.49143303,57.59521377,0.7810213598,evaluation_only
P-H05-W002::C008::C010,23.89850834,26.0816299,52.34239186,1.461981236,evaluation_only
P-H05-W002::C010::C012,25.47207823,24.50546754,42.62200961,0.7761737452,evaluation_only
P-H05-W002::C012::C014,18.84972494,18.94522281,41.18894423,0.7893317744,evaluation_only
P-H05-W002::C014::C016,19.17110648,19.21414981,35.8059603,0.9112562679,evaluation_only
P-H05-W002::C016::C020,32.78909036,32.25429385,32.36505722,0.9522898533,evaluation_only
P-H05-W002::C020::C022,14.73737056,14.63573397,30.54686762,0.7765691978,evaluation_only
P-H05-W002::C022::C024,10.6759618,13.24803611,25.60235549,1.60911491,evaluation_only
P-H05-W002::C024::C027,30.12765026,26.98960507,22.714178,0.7788582038,evaluation_only
P-H05-W002::C027::C029,7.149458706,6.555900093,22.80516675,1.287673639,evaluation_only
P-H05-W003::C005::C007,26.37183674,24.85132617,51.86826791,0.7918605542,evaluation_only
P-H05-W003::C007::C008,21.28882678,22.1452788,48.14620881,0.7975427988,evaluation_only
P-H05-W003::C008::C010,17.72242963,19.98269405,40.10263187,1.501304081,evaluation_only
P-H05-W003::C010::C012,22.37525452,20.87145329,36.30142055,0.7951041972,evaluation_only
P-H05-W003::C012::C014,12.4075813,12.89439985,28.03380682,0.8081507128,evaluation_only
P-H05-W003::C014::C016,14.0225854,14.17242086,26.41059551,0.9385456286,evaluation_only
P-H05-W003::C016::C018,11.53171542,9.765966518,23.1624628,1.075112046,evaluation_only
P-H05-W003::C018::C020,10.86179814,12.25487515,21.31472929,0.9807389707,evaluation_only
P-H05-W004::C005::C007,10.48009722,9.516309163,19.8618967,0.8047382213,evaluation_only
P-H05-W004::C007::C008,9.875851694,10.45073786,22.72102384,0.8006661374,evaluation_only
P-H05-W004::C008::C010,8.50471854,11.18179714,22.44039234,1.519696206,evaluation_only
P-H05-W004::C010::C012,15.27258642,13.89501665,24.16740396,0.8016977208,evaluation_only
P-H05-W004::C012::C014,10.80948142,11.18077625,24.30820551,0.8156332842,evaluation_only
P-H05-W004::C014::C016,14.73027885,14.566018,27.14407181,0.9518200242,evaluation_only
P-H05-W004::C016::C018,14.72130048,13.35578295,31.67662158,1.091391642,evaluation_only
P-H05-W004::C018::C022,63.67343789,63.36816246,60.11745802,0.8098547646,evaluation_only
P-H05-W004::C022::C024,51.36528776,54.01009859,104.3766588,1.670224505,evaluation_only
P-H05-W004::C024::C027,159.3018548,157.4090063,132.4738239,0.809732887,evaluation_only
P-H05-W004::C027::C029,39.61429282,38.83690851,135.0969603,1.328241556,evaluation_only
P-H05-W005::C005::C007,9.297387465,7.746339428,16.16771701,0.797998761,evaluation_only
P-H05-W005::C007::C010,14.32590297,16.52309301,17.24302778,1.503611347,evaluation_only
P-H05-W005::C010::C012,10.76777891,10.90855428,18.97309262,0.7905976826,evaluation_only
P-H05-W005::C012::C014,7.428227227,6.864477484,14.92410953,0.8059568138,evaluation_only
P-H05-W005::C014::C016,8.998530959,10.38179391,19.34668482,0.941470774,evaluation_only
P-H05-W005::C016::C018,13.16643548,9.875353409,23.42190151,1.083012439,evaluation_only
P-H05-W005::C018::C022,35.37138721,36.16889342,34.31347616,0.8053971443,evaluation_only
P-H05-W005::C022::C024,38.38292917,39.973094,77.24959038,1.65924898,evaluation_only
P-H05-W005::C024::C027,148.1448507,147.0674654,123.7704878,0.8041651385,evaluation_only
P-H05-W005::C027::C029,40.75513415,40.38113953,140.4686782,1.315840414,evaluation_only
P-H05-W006::C005::C007,9.15549748,8.36957638,17.46850156,0.7760715763,evaluation_only
P-H05-W006::C007::C008,7.088457749,8.40704608,18.27781893,0.757456961,evaluation_only
P-H05-W006::C008::C010,8.406584007,8.198256306,16.45281932,1.459209921,evaluation_only
P-H05-W006::C010::C012,10.01920152,10.7920454,18.77045039,0.7638438937,evaluation_only
P-H05-W006::C012::C014,9.134126644,8.707109803,18.93018962,0.7815626482,evaluation_only
P-H05-W006::C014::C016,10.43078011,11.01744764,20.53123853,0.911930806,evaluation_only
P-H05-W006::C016::C018,10.32653526,7.14612625,16.94884813,1.05561252,evaluation_only
P-H05-W006::C018::C020,10.75291762,13.25715357,23.05797782,0.9584480125,evaluation_only
P-H05-W006::C020::C024,33.1335614,33.48958523,33.60459067,1.619517451,evaluation_only
P-H05-W006::C024::C027,122.3997177,121.0820303,101.9014091,0.7840434712,evaluation_only
P-H05-W006::C027::C029,39.51324916,39.60184289,137.7578392,1.280151131,evaluation_only
P-H05-W007::C005::C007,19.57022512,19.01173233,39.68020134,0.7406451497,evaluation_only
P-H05-W007::C007::C008,14.76822529,16.16343492,35.14103931,0.7139502471,evaluation_only
P-H05-W007::C008::C010,15.77380027,15.73650822,31.58109685,1.389916246,evaluation_only
P-H05-W007::C010::C012,16.60805523,16.90554594,29.40357454,0.7234093087,evaluation_only
P-H05-W007::C012::C014,11.69764948,11.39488092,24.77369201,0.7443671085,evaluation_only
