campaign_id,date,point_id,true_settlement_mm,observed_settlement_mm,residual_mm,standard_uncertainty_mm,use_class
C008,2020-04-21,P-V06-W006,112.5268731,115.4336727,2.906799578,4.848544629,evaluation_only
C008,2020-04-21,P-V06-W003,107.1992627,109.8601632,2.660900538,3.83951485,evaluation_only
C008,2020-04-21,P-V06-W002,148.5307984,150.2503997,1.719601299,6.398108055,evaluation_only
C010,2020-10-20,P-D01-REF-A,0,-2.263051536,-2.263051536,4.602378832,evaluation_only
C010,2020-10-20,P-D01-W001,164.2653061,167.1808856,2.915579561,3.645928623,evaluation_only
C010,2020-10-20,P-D01-W006,271.0143091,268.1003942,-2.913914889,3.462677853,evaluation_only
C010,2020-10-20,P-D01-W003,427.5608646,424.1410929,-3.419771627,3.738324132,evaluation_only
C010,2020-10-20,P-H01-REF-A,0,3.011917552,3.011917552,4.137967327,evaluation_only
C010,2020-10-20,P-H01-W002,60.29318609,58.21428084,-2.078905245,3.688118741,evaluation_only
C010,2020-10-20,P-H01-W007,191.8880836,191.0059084,-0.882175218,3.870029179,evaluation_only
C010,2020-10-20,P-H01-W003,316.9666962,316.8065436,-0.1601525796,4.111125368,evaluation_only
C010,2020-10-20,P-H02-REF-A,0,-3.981738456,-3.981738456,3.368858397,evaluation_only
C010,2020-10-20,P-H02-W004,156.4923305,156.028627,-0.4637035625,3.459556157,evaluation_only
C010,2020-10-20,P-H02-W006,279.6502802,275.1587864,-4.49149387,4.477995105,evaluation_only
C010,2020-10-20,P-H02-W001,269.3685942,273.0626851,3.694090911,4.534223023,evaluation_only
C010,2020-10-20,P-H03-REF-A,0,-4.065078084,-4.065078084,6.600604435,evaluation_only
C010,2020-10-20,P-H03-W003,333.7895445,333.8936427,0.1040982251,5.865599121,evaluation_only
C010,2020-10-20,P-H03-W005,369.2533448,364.8982008,-4.355144058,6.517264805,evaluation_only
C010,2020-10-20,P-H03-W007,522.1951638,519.0871288,-3.108035051,4.736928516,evaluation_only
C010,2020-10-20,P-H04-REF-A,0,4.141566086,4.141566086,4.808029505,evaluation_only
C010,2020-10-20,P-H04-W005,122.6486913,123.6599467,1.011255379,3.939175955,evaluation_only
C010,2020-10-20,P-H04-W006,147.1649296,142.336058,-4.8288716,4.302286951,evaluation_only
C010,2020-10-20,P-H04-W002,450.3256365,448.9512239,-1.374412578,3.915327905,evaluation_only
C010,2020-10-20,P-H05-REF-A,0,8.498680323,8.498680323,6.039487488,evaluation_only
C010,2020-10-20,P-H05-W005,1206.405121,1213.07604,6.670919061,3.989156402,evaluation_only
C010,2020-10-20,P-H05-W001,1289.947746,1284.481301,-5.466445017,5.033002404,evaluation_only
C010,2020-10-20,P-H05-W003,1323.470438,1323.107632,-0.362806515,4.123005091,evaluation_only
C010,2020-10-20,P-H06-REF-A,0,-2.885180907,-2.885180907,5.052693727,evaluation_only
C010,2020-10-20,P-H06-W005,152.6483931,159.1409713,6.492578249,4.274907472,evaluation_only
C010,2020-10-20,P-H06-W001,330.2067886,328.8411326,-1.365655972,3.44830038,evaluation_only
C010,2020-10-20,P-H06-W003,329.4065883,326.2897847,-3.116803622,4.310581175,evaluation_only
C010,2020-10-20,P-H07-REF-A,0,5.89400372,5.89400372,5.35182251,evaluation_only
C010,2020-10-20,P-H07-W007,39.94430684,34.201626,-5.742680837,4.203916099,evaluation_only
C010,2020-10-20,P-H07-W001,155.8677173,161.1106868,5.242969514,4.301191285,evaluation_only
C010,2020-10-20,P-H07-W002,249.2431075,247.0749089,-2.168198636,3.613935935,evaluation_only
C010,2020-10-20,P-V01-REF-A,0,-0.8257430777,-0.8257430777,4.391804391,evaluation_only
C010,2020-10-20,P-V01-W002,119.1006298,118.9547934,-0.1458363897,4.271172247,evaluation_only
C010,2020-10-20,P-V01-W004,171.907743,173.7057463,1.798003262,4.063148349,evaluation_only
C010,2020-10-20,P-V01-W007,361.5884066,366.646697,5.058290415,4.004001996,evaluation_only
C010,2020-10-20,P-V02-REF-A,0,-0.3258616641,-0.3258616641,3.542285555,evaluation_only
C010,2020-10-20,P-V02-W004,51.67331808,51.40762458,-0.2656935051,4.434376205,evaluation_only
C010,2020-10-20,P-V02-W002,239.6448851,241.7957147,2.150829597,3.229631627,evaluation_only
C010,2020-10-20,P-V02-W001,271.6585038,277.8571685,6.19866469,4.378510862,evaluation_only
C010,2020-10-20,P-V03-REF-A,0,2.990209119,2.990209119,4.447810372,evaluation_only
C010,2020-10-20,P-V03-W006,373.3190057,376.6754511,3.356445425,3.425673558,evaluation_only
C010,2020-10-20,P-V03-W001,445.7312562,446.0548823,0.3236260659,3.977351359,evaluation_only
C010,2020-10-20,P-V03-W003,1310.11422,1311.206509,1.092289181,5.474172818,evaluation_only
C010,2020-10-20,P-V04-REF-A,0,-0.6642706827,-0.6642706827,3.747850085,evaluation_only
C010,2020-10-20,P-V04-W002,192.5517884,194.0732912,1.521502787,5.601053874,evaluation_only
C010,2020-10-20,P-V04-W006,232.2678836,234.3417584,2.073874805,4.37880965,evaluation_only
C010,2020-10-20,P-V04-W005,331.4476767,331.4961168,0.04844008707,4.414101036,evaluation_only
C010,2020-10-20,P-V05-REF-A,0,1.861435966,1.861435966,4.152142837,evaluation_only
C010,2020-10-20,P-V05-W004,1336.482987,1336.836435,0.3534472974,4.372016193,evaluation_only
C010,2020-10-20,P-V05-W005,1412.244568,1413.294569,1.050000193,5.253153053,evaluation_only
C010,2020-10-20,P-V05-W002,1443.532318,1441.695228,-1.837090136,4.199829008,evaluation_only
C010,2020-10-20,P-V06-REF-A,0,-5.140166899,-5.140166899,4.557341773,evaluation_only
C010,2020-10-20,P-V06-W006,124.4179236,123.797878,-0.6200456707,3.279464458,evaluation_only
C010,2020-10-20,P-V06-W003,123.4974723,125.8297986,2.332326253,3.836859152,evaluation_only
C010,2020-10-20,P-V06-W002,157.8179914,157.4377649,-0.3802264889,5.791133119,evaluation_only
C012,2021-05-18,P-D01-REF-A,0,-0.8333579229,-0.8333579229,4.26970466,evaluation_only
C012,2021-05-18,P-D01-W001,197.7082143,197.3380748,-0.3701395102,4.28595418,evaluation_only
C012,2021-05-18,P-D01-W006,283.3183448,287.4631271,4.144782296,5.313145139,evaluation_only
C012,2021-05-18,P-D01-W003,428.6265693,429.1872951,0.5607258016,4.259405533,evaluation_only
C012,2021-05-18,P-H01-REF-A,0,1.985018851,1.985018851,3.51585536,evaluation_only
C012,2021-05-18,P-H01-W002,79.68935714,80.61171609,0.9223589524,3.579290067,evaluation_only
C012,2021-05-18,P-H01-W007,213.9647152,216.1629391,2.198223894,3.868508541,evaluation_only
C012,2021-05-18,P-H01-W003,330.0766517,330.2301078,0.1534561236,3.095436589,evaluation_only
C012,2021-05-18,P-H02-REF-A,0,0.5653490136,0.5653490136,4.143135358,evaluation_only
C012,2021-05-18,P-H02-W004,171.664513,173.6045664,1.940053391,3.340944736,evaluation_only
C012,2021-05-18,P-H02-W006,293.938744,294.5009775,0.5622335733,4.8178725,evaluation_only
C012,2021-05-18,P-H02-W001,293.9159583,298.2948165,4.378858229,4.416210944,evaluation_only
C012,2021-05-18,P-H03-REF-A,0,0.2121073674,0.2121073674,4.699340787,evaluation_only
C012,2021-05-18,P-H03-W003,363.7329892,364.8962272,1.163238013,4.022678158,evaluation_only
C012,2021-05-18,P-H03-W005,400.8350233,398.156699,-2.678324305,5.285379098,evaluation_only
C012,2021-05-18,P-H03-W007,534.3160691,536.6688826,2.352813479,3.844426763,evaluation_only
C012,2021-05-18,P-H04-REF-A,0,-0.7228199391,-0.7228199391,3.742303316,evaluation_only
C012,2021-05-18,P-H04-W005,140.5915478,142.1555341,1.563986286,3.851851845,evaluation_only
C012,2021-05-18,P-H04-W006,160.9484592,167.7962309,6.847771728,5.849004801,evaluation_only
C012,2021-05-18,P-H04-W002,468.0521443,477.5524009,9.500256656,5.188054606,evaluation_only
C012,2021-05-18,P-H05-REF-A,0,0.7006104031,0.7006104031,4.015860961,evaluation_only
C012,2021-05-18,P-H05-W005,1217.313675,1220.383949,3.070273314,3.205560783,evaluation_only
C012,2021-05-18,P-H05-W001,1312.985277,1314.306344,1.321067145,4.094289225,evaluation_only
C012,2021-05-18,P-H05-W003,1344.341891,1342.428289,-1.913602293,4.007734516,evaluation_only
C012,2021-05-18,P-H06-REF-A,0,-3.358054467,-3.358054467,4.749232237,evaluation_only
C012,2021-05-18,P-H06-W005,153.9812816,154.1597807,0.1784991182,3.936730521,evaluation_only
C012,2021-05-18,P-H06-W001,331.4564802,330.0138655,-1.442614695,4.421289779,evaluation_only
C012,2021-05-18,P-H06-W003,330.6457897,334.0104032,3.364613536,3.722908979,evaluation_only
C012,2021-05-18,P-H07-REF-A,0,-3.207324629,-3.207324629,4.782416419,evaluation_only
C012,2021-05-18,P-H07-W007,46.58141733,51.88787541,5.306458079,3.679483001,evaluation_only
C012,2021-05-18,P-H07-W001,174.7129378,178.7618478,4.048910085,3.072822479,evaluation_only
C012,2021-05-18,P-H07-W002,273.1472491,281.6282296,8.480980467,3.754018011,evaluation_only
C012,2021-05-18,P-V01-REF-A,0,2.364881159,2.364881159,3.837964463,evaluation_only
C012,2021-05-18,P-V01-W002,137.9001555,137.2197726,-0.6803828568,4.389025104,evaluation_only
C012,2021-05-18,P-V01-W004,189.8792991,186.788044,-3.09125517,5.775731065,evaluation_only
C012,2021-05-18,P-V01-W007,387.6181222,391.6912552,4.073133,3.948358874,evaluation_only
C012,2021-05-18,P-V02-REF-A,0,-1.41751703,-1.41751703,4.315097942,evaluation_only
C012,2021-05-18,P-V02-W004,60.47129161,63.94319096,3.471899341,4.784163292,evaluation_only
C012,2021-05-18,P-V02-W002,267.2028901,269.9283797,2.725489591,4.954016894,evaluation_only
C012,2021-05-18,P-V02-W001,294.3884509,297.1272397,2.738788795,3.676750087,evaluation_only
C012,2021-05-18,P-V03-REF-A,0,3.065195614,3.065195614,3.54130958,evaluation_only
C012,2021-05-18,P-V03-W006,393.8548932,395.7181566,1.863263408,5.81722052,evaluation_only
C012,2021-05-18,P-V03-W001,462.1200021,463.6510497,1.531047593,4.468714753,evaluation_only
C012,2021-05-18,P-V03-W003,1331.889258,1328.080559,-3.808699251,4.868634729,evaluation_only
C012,2021-05-18,P-V04-REF-A,0,-2.114931781,-2.114931781,3.821785642,evaluation_only
C012,2021-05-18,P-V04-W002,193.7675598,187.7340822,-6.033477619,5.410411945,evaluation_only
C012,2021-05-18,P-V04-W006,233.00313,230.4599854,-2.543144586,3.935571039,evaluation_only
C012,2021-05-18,P-V04-W005,332.4670645,333.8371707,1.370106195,4.187402226,evaluation_only
C012,2021-05-18,P-V05-REF-A,0,1.910191267,1.910191267,3.348457676,evaluation_only
C012,2021-05-18,P-V05-W004,1355.517524,1358.536686,3.019161165,3.727652962,evaluation_only
C012,2021-05-18,P-V05-W005,1432.770327,1433.305782,0.5354549566,5.423642118,evaluation_only
C012,2021-05-18,P-V05-W002,1462.892876,1460.436387,-2.456489196,3.574616218,evaluation_only
C012,2021-05-18,P-V06-REF-A,0,-2.74270892,-2.74270892,3.465338004,evaluation_only
C012,2021-05-18,P-V06-W006,136.6667771,130.4602903,-6.206486861,3.824463937,evaluation_only
C012,2021-05-18,P-V06-W003,141.938984,141.8117032,-0.1272807382,4.555301809,evaluation_only
C012,2021-05-18,P-V06-W002,169.6120777,168.1083602,-1.503717505,5.184471997,evaluation_only
C014,2021-11-02,P-D01-REF-A,0,-4.117999738,-4.117999738,4.882699236,evaluation_only
C014,2021-11-02,P-D01-W001,245.1287812,243.5691199,-1.559661318,4.818677982,evaluation_only
C014,2021-11-02,P-D01-W006,297.8856902,297.6560315,-0.2296586812,3.509053852,evaluation_only
C014,2021-11-02,P-D01-W003,430.6844207,431.592355,0.90793429,4.403652481,evaluation_only
C014,2021-11-02,P-H01-REF-A,0,-0.7589043524,-0.7589043524,3.502962021,evaluation_only
C014,2021-11-02,P-H01-W002,109.0743995,112.6486569,3.574257455,3.833077606,evaluation_only
C014,2021-11-02,P-H01-W007,230.7335621,230.0852675,-0.6482946276,4.621326265,evaluation_only
C014,2021-11-02,P-H01-W003,375.1167743,372.2617596,-2.855014756,3.987094912,evaluation_only
C014,2021-11-02,P-H02-REF-A,0,0.412484165,0.412484165,3.365589061,evaluation_only
C014,2021-11-02,P-H02-W004,182.4036127,182.442634,0.03902133533,3.687233779,evaluation_only
C014,2021-11-02,P-H02-W006,301.6746621,301.8055138,0.1308516747,3.909932753,evaluation_only
C014,2021-11-02,P-H02-W001,309.2548437,307.7836103,-1.471233401,3.965237455,evaluation_only
C014,2021-11-02,P-H03-REF-A,0,0.5829462746,0.5829462746,3.545783792,evaluation_only
C014,2021-11-02,P-H03-W003,384.1476843,384.3963689,0.2486845881,3.484630513,evaluation_only
C014,2021-11-02,P-H03-W005,422.3161179,422.9704774,0.6543595109,4.480924623,evaluation_only
C014,2021-11-02,P-H03-W007,544.7448713,546.8429364,2.098065122,3.506287647,evaluation_only
C014,2021-11-02,P-H04-REF-A,0,-0.1383221157,-0.1383221157,3.232899187,evaluation_only
C014,2021-11-02,P-H04-W005,155.7307295,158.3985839,2.66785437,3.948734041,evaluation_only
C014,2021-11-02,P-H04-W006,173.6128781,166.8796254,-6.733252735,3.592914682,evaluation_only
C014,2021-11-02,P-H04-W002,482.6254248,489.2755667,6.650141858,4.453515208,evaluation_only
C014,2021-11-02,P-H05-REF-A,0,3.44005847,3.44005847,3.881386062,evaluation_only
C014,2021-11-02,P-H05-W005,1224.178153,1223.927427,-0.2507254619,5.818107713,evaluation_only
C014,2021-11-02,P-H05-W001,1329.976687,1331.121301,1.144614589,4.30922446,evaluation_only
C014,2021-11-02,P-H05-W003,1357.236291,1355.12596,-2.110331115,4.045126088,evaluation_only
C014,2021-11-02,P-H06-REF-A,0,3.010309229,3.010309229,3.362458696,evaluation_only
C014,2021-11-02,P-H06-W005,154.8481189,157.4879377,2.639818878,4.794593243,evaluation_only
C014,2021-11-02,P-H06-W001,332.5425547,332.787237,0.2446822864,3.20440946,evaluation_only
C014,2021-11-02,P-H06-W003,332.4902166,335.106615,2.616398414,4.860529576,evaluation_only
C014,2021-11-02,P-H07-REF-A,0,-2.979107417,-2.979107417,4.069603147,evaluation_only
C014,2021-11-02,P-H07-W007,51.94632979,49.52950812,-2.416821669,3.810686313,evaluation_only
C014,2021-11-02,P-H07-W001,189.584373,183.2890266,-6.295346433,5.092210652,evaluation_only
C014,2021-11-02,P-H07-W002,291.4085531,293.1394749,1.730921865,5.113141287,evaluation_only
C014,2021-11-02,P-V01-REF-A,0,3.642267208,3.642267208,3.632616293,evaluation_only
C014,2021-11-02,P-V01-W002,153.8234979,149.3198984,-4.503599515,3.934641355,evaluation_only
C014,2021-11-02,P-V01-W004,200.898573,198.6209775,-2.277595533,4.279322531,evaluation_only
C014,2021-11-02,P-V01-W007,407.7034684,397.9764898,-9.726978607,5.972951136,evaluation_only
C014,2021-11-02,P-V02-REF-A,0,-2.433930344,-2.433930344,3.86802188,evaluation_only
C014,2021-11-02,P-V02-W004,68.25842521,68.65405066,0.3956254431,3.540202143,evaluation_only
C014,2021-11-02,P-V02-W002,287.1638262,285.8001615,-1.363664758,4.323336999,evaluation_only
C014,2021-11-02,P-V02-W001,312.9079674,314.7794768,1.871509383,5.06991832,evaluation_only
C014,2021-11-02,P-V03-REF-A,0,-2.426973324,-2.426973324,4.568838981,evaluation_only
C014,2021-11-02,P-V03-W006,409.5963543,409.1998216,-0.3965327434,4.264285317,evaluation_only
C014,2021-11-02,P-V03-W001,473.7100194,478.5415202,4.831500838,5.367443279,evaluation_only
C014,2021-11-02,P-V03-W003,1349.440375,1344.715056,-4.725319355,3.181266437,evaluation_only
C014,2021-11-02,P-V04-REF-A,0,-3.068388961,-3.068388961,5.058738152,evaluation_only
C014,2021-11-02,P-V04-W002,195.2562238,195.9207571,0.6645332996,3.916098872,evaluation_only
C014,2021-11-02,P-V04-W006,233.9519799,228.6645765,-5.287403394,3.928540096,evaluation_only
C014,2021-11-02,P-V04-W005,332.9891934,336.2996582,3.310464875,4.293075057,evaluation_only
C014,2021-11-02,P-V05-REF-A,0,1.132704522,1.132704522,3.985215651,evaluation_only
C014,2021-11-02,P-V05-W004,1372.305493,1370.850536,-1.454956456,3.729812184,evaluation_only
C014,2021-11-02,P-V05-W005,1448.630953,1451.106036,2.475083536,3.722207734,evaluation_only
C014,2021-11-02,P-V05-W002,1476.007955,1474.909844,-1.098110491,3.158434029,evaluation_only
C014,2021-11-02,P-V06-REF-A,0,-2.519546325,-2.519546325,4.568056296,evaluation_only
C014,2021-11-02,P-V06-W006,146.1113534,147.1882887,1.076935345,5.557779448,evaluation_only
C014,2021-11-02,P-V06-W003,156.571929,159.8906878,3.318758796,4.677240234,evaluation_only
C014,2021-11-02,P-V06-W002,180.1488679,188.0301099,7.881241988,4.914265484,evaluation_only
C016,2022-05-17,P-D01-REF-A,0,1.424001031,1.424001031,3.78646533,evaluation_only
C016,2022-05-17,P-D01-W001,316.1318521,314.9806091,-1.151243003,6.208080852,evaluation_only
C016,2022-05-17,P-D01-W006,324.9870711,321.125094,-3.861977063,3.500372532,evaluation_only
C016,2022-05-17,P-D01-W003,431.8953837,427.4188098,-4.476573969,3.883716887,evaluation_only
C016,2022-05-17,P-H01-REF-A,0,-0.2532054965,-0.2532054965,3.599705345,evaluation_only
C016,2022-05-17,P-H01-W002,161.3703223,156.4762247,-4.894097662,3.327872618,evaluation_only
C016,2022-05-17,P-H01-W007,250.9062677,253.4883151,2.582047426,3.795602674,evaluation_only
C016,2022-05-17,P-H01-W003,423.930507,425.441038,1.510530997,4.556255421,evaluation_only
C016,2022-05-17,P-H02-REF-A,0,-2.800807413,-2.800807413,5.344064753,evaluation_only
C016,2022-05-17,P-H02-W004,193.905469,192.3162523,-1.589216704,4.553106835,evaluation_only
C016,2022-05-17,P-H02-W006,311.9045569,309.667208,-2.237348902,4.268604996,evaluation_only
C016,2022-05-17,P-H02-W001,327.0895884,322.7673657,-4.322222689,5.360440881,evaluation_only
C016,2022-05-17,P-H03-REF-A,0,-0.2926326617,-0.2926326617,4.247968712,evaluation_only
C016,2022-05-17,P-H03-W003,407.1073175,402.6527725,-4.45454495,5.963366965,evaluation_only
C016,2022-05-17,P-H03-W005,446.9316572,447.3172519,0.3855947056,4.246397028,evaluation_only
C016,2022-05-17,P-H03-W007,563.7152774,561.5571569,-2.15812051,6.289456891,evaluation_only
C016,2022-05-17,P-H04-REF-A,0,1.066984768,1.066984768,4.078153095,evaluation_only
C016,2022-05-17,P-H04-W005,172.782271,169.5422265,-3.240044417,3.795846291,evaluation_only
C016,2022-05-17,P-H04-W006,190.8269667,184.259841,-6.567125664,4.763771017,evaluation_only
C016,2022-05-17,P-H04-W002,495.7187573,496.3199593,0.6012019134,3.900693609,evaluation_only
C016,2022-05-17,P-H05-REF-A,0,-1.746775893,-1.746775893,3.585624903,evaluation_only
C016,2022-05-17,P-H05-W005,1234.559947,1236.679424,2.119477058,4.287799423,evaluation_only
C016,2022-05-17,P-H05-W001,1350.37488,1353.593293,3.218412846,4.855153534,evaluation_only
C016,2022-05-17,P-H05-W003,1371.408712,1368.113492,-3.2952205,4.003399561,evaluation_only
C016,2022-05-17,P-H06-REF-A,0,-10.24082082,-10.24082082,5.929918996,evaluation_only
C016,2022-05-17,P-H06-W005,156.5223216,157.3332487,0.8109271044,4.437132494,evaluation_only
C016,2022-05-17,P-H06-W001,333.5108326,334.1448139,0.6339813576,3.443207138,evaluation_only
C016,2022-05-17,P-H06-W003,333.6842253,336.8669782,3.182752849,4.151401697,evaluation_only
C016,2022-05-17,P-H07-REF-A,0,1.476252028,1.476252028,3.936500084,evaluation_only
C016,2022-05-17,P-H07-W007,57.5441473,54.30457196,-3.239575342,3.578299129,evaluation_only
C016,2022-05-17,P-H07-W001,209.026649,204.4045078,-4.622141125,4.097356041,evaluation_only
C016,2022-05-17,P-H07-W002,310.2211553,308.020813,-2.200342334,3.332815795,evaluation_only
C016,2022-05-17,P-V01-REF-A,0,0.5342054577,0.5342054577,5.37297623,evaluation_only
C016,2022-05-17,P-V01-W002,172.3758143,169.4052259,-2.970588342,3.504312674,evaluation_only
C016,2022-05-17,P-V01-W004,213.4981719,208.1566819,-5.341490019,4.350654918,evaluation_only
C016,2022-05-17,P-V01-W007,427.7805202,423.4029172,-4.377603056,3.485591572,evaluation_only
C016,2022-05-17,P-V02-REF-A,0,-3.259473688,-3.259473688,4.219865427,evaluation_only
C016,2022-05-17,P-V02-W004,76.26277296,76.77312054,0.510347573,3.758076425,evaluation_only
C016,2022-05-17,P-V02-W002,309.4164202,310.4720355,1.055615249,4.232882096,evaluation_only
C016,2022-05-17,P-V02-W001,329.586755,329.3580161,-0.228738962,3.605849161,evaluation_only
C016,2022-05-17,P-V03-REF-A,0,-0.8858951996,-0.8858951996,3.222829564,evaluation_only
C016,2022-05-17,P-V03-W006,427.7696878,423.7484375,-4.021250314,5.506726641,evaluation_only
C016,2022-05-17,P-V03-W001,487.3453108,491.4519983,4.106687457,5.029971103,evaluation_only
C016,2022-05-17,P-V03-W003,1369.840384,1369.274894,-0.5654892476,3.698611432,evaluation_only
C016,2022-05-17,P-V04-REF-A,0,3.93606282,3.93606282,3.798471074,evaluation_only
C016,2022-05-17,P-V04-W002,196.2922349,190.6484076,-5.643827317,3.600865705,evaluation_only
C016,2022-05-17,P-V04-W006,235.2957764,231.947263,-3.348513377,4.463292904,evaluation_only
C016,2022-05-17,P-V04-W005,333.7595676,332.3222439,-1.437323638,4.39083058,evaluation_only
C016,2022-05-17,P-V05-REF-A,0,4.876149051,4.876149051,4.879483809,evaluation_only
C016,2022-05-17,P-V05-W004,1389.543434,1388.244306,-1.299127316,4.50759849,evaluation_only
C016,2022-05-17,P-V05-W005,1468.482214,1462.948854,-5.533359989,3.423671304,evaluation_only
C016,2022-05-17,P-V05-W002,1489.705235,1486.859394,-2.845840135,4.328755128,evaluation_only
C016,2022-05-17,P-V06-REF-A,0,1.473440654,1.473440654,4.643415185,evaluation_only
C016,2022-05-17,P-V06-W006,155.1302282,152.0459186,-3.084309561,4.42899991,evaluation_only
C016,2022-05-17,P-V06-W003,172.6973478,172.8267326,0.1293848213,4.464019649,evaluation_only
C016,2022-05-17,P-V06-W002,193.2062485,186.0601224,-7.146126136,4.290259345,evaluation_only
C018,2022-10-18,P-D01-REF-A,0,2.351857174,2.351857174,4.330908475,evaluation_only
C018,2022-10-18,P-D01-W001,377.4635333,376.5706546,-0.8928786911,4.040763407,evaluation_only
C018,2022-10-18,P-D01-W006,361.3961147,358.1284672,-3.267647475,4.376681141,evaluation_only
C018,2022-10-18,P-D01-W003,433.5097959,429.0912435,-4.4185524,4.005599484,evaluation_only
C018,2022-10-18,P-H01-REF-A,0,-2.208860734,-2.208860734,4.146758323,evaluation_only
C018,2022-10-18,P-H01-W002,214.35268,210.8497742,-3.502905761,4.069554296,evaluation_only
C018,2022-10-18,P-H01-W007,266.4796294,270.7801405,4.300511161,5.051977429,evaluation_only
C018,2022-10-18,P-H01-W003,453.7460978,453.2425654,-0.503532345,4.619928989,evaluation_only
C018,2022-10-18,P-H02-REF-A,0,2.366303543,2.366303543,4.013361811,evaluation_only
C018,2022-10-18,P-H02-W004,203.2780065,205.321354,2.043347489,4.379411043,evaluation_only
C018,2022-10-18,P-H02-W006,318.3821489,322.2329447,3.850795876,4.615037987,evaluation_only
C018,2022-10-18,P-H02-W001,338.1456926,336.6133365,-1.532356113,3.9849351,evaluation_only
C018,2022-10-18,P-H03-REF-A,0,6.088755923,6.088755923,3.973173905,evaluation_only
C018,2022-10-18,P-H03-W003,423.562678,420.5220238,-3.04065414,3.280170256,evaluation_only
C018,2022-10-18,P-H03-W005,462.8297125,459.1881659,-3.641546616,3.862162716,evaluation_only
C018,2022-10-18,P-H03-W007,588.200255,587.862497,-0.3377579381,4.284043316,evaluation_only
C018,2022-10-18,P-H04-REF-A,0,0.6549008767,0.6549008767,3.893080448,evaluation_only
C018,2022-10-18,P-H04-W005,185.3713407,191.7997815,6.428440855,4.941787962,evaluation_only
C018,2022-10-18,P-H04-W006,210.8871412,214.7962948,3.909153612,4.550076712,evaluation_only
C018,2022-10-18,P-H04-W002,533.7592974,528.0243677,-5.734929653,3.46273616,evaluation_only
C018,2022-10-18,P-H05-REF-A,0,-5.059114105,-5.059114105,4.837064449,evaluation_only
C018,2022-10-18,P-H05-W005,1244.4353,1240.233414,-4.201886743,4.142978379,evaluation_only
C018,2022-10-18,P-H05-W001,1367.530196,1374.730883,7.200686179,3.193572998,evaluation_only
C018,2022-10-18,P-H05-W003,1381.174679,1381.690669,0.515990242,3.411862238,evaluation_only
C018,2022-10-18,P-H06-REF-A,0,-3.411354122,-3.411354122,5.270514927,evaluation_only
C018,2022-10-18,P-H06-W005,157.321819,152.743046,-4.578772988,3.466817784,evaluation_only
C018,2022-10-18,P-H06-W001,334.6171101,333.7830606,-0.8340494948,5.063854328,evaluation_only
C018,2022-10-18,P-H06-W003,335.0692578,339.96181,4.89255221,4.257272903,evaluation_only
C018,2022-10-18,P-H07-REF-A,0,-3.270711577,-3.270711577,4.225452007,evaluation_only
C018,2022-10-18,P-H07-W007,62.18480467,65.5248084,3.340003731,4.286479741,evaluation_only
C018,2022-10-18,P-H07-W001,222.5303583,219.4926997,-3.037658604,4.619208069,evaluation_only
C018,2022-10-18,P-H07-W002,323.5736321,328.2099247,4.636292637,4.862486243,evaluation_only
C018,2022-10-18,P-V01-REF-A,0,-0.8484574009,-0.8484574009,5.458381827,evaluation_only
C018,2022-10-18,P-V01-W002,187.4301248,189.1943878,1.764262926,4.415954116,evaluation_only
C018,2022-10-18,P-V01-W004,221.5837085,221.0876506,-0.4960578643,3.952827786,evaluation_only
C018,2022-10-18,P-V01-W007,442.4993773,444.4513736,1.951996317,4.4518025,evaluation_only
C018,2022-10-18,P-V02-REF-A,0,0.5248351258,0.5248351258,4.210350218,evaluation_only
C018,2022-10-18,P-V02-W004,83.40828865,75.99596504,-7.412323608,4.248590359,evaluation_only
C018,2022-10-18,P-V02-W002,325.2076369,327.1241503,1.916513413,4.701886769,evaluation_only
C018,2022-10-18,P-V02-W001,342.9864339,345.5048102,2.518376257,5.821038953,evaluation_only
C018,2022-10-18,P-V03-REF-A,0,1.454169244,1.454169244,3.872314269,evaluation_only
C018,2022-10-18,P-V03-W006,441.8625344,440.9113848,-0.9511495662,4.514574564,evaluation_only
C018,2022-10-18,P-V03-W001,499.4578274,497.0760306,-2.381796814,2.983107537,evaluation_only
C018,2022-10-18,P-V03-W003,1385.686674,1384.519268,-1.167406405,5.173851993,evaluation_only
C018,2022-10-18,P-V04-REF-A,0,2.389063138,2.389063138,5.334297904,evaluation_only
C018,2022-10-18,P-V04-W002,196.7005431,194.7228372,-1.977705984,4.136292161,evaluation_only
C018,2022-10-18,P-V04-W006,236.0702847,238.4155049,2.345220282,3.773393007,evaluation_only
C018,2022-10-18,P-V04-W005,334.2809899,336.1749179,1.893928052,4.35233901,evaluation_only
C018,2022-10-18,P-V05-REF-A,0,-1.439113601,-1.439113601,3.054635619,evaluation_only
C018,2022-10-18,P-V05-W004,1404.610143,1401.614453,-2.995689885,4.505696731,evaluation_only
C018,2022-10-18,P-V05-W005,1482.492925,1473.650334,-8.842590867,8.340652974,evaluation_only
C018,2022-10-18,P-V05-W002,1499.593222,1501.423795,1.830573205,3.764827712,evaluation_only
C018,2022-10-18,P-V06-REF-A,0,-2.055774587,-2.055774587,5.053729547,evaluation_only
C018,2022-10-18,P-V06-W006,162.4409919,162.1575785,-0.2834133869,4.219175952,evaluation_only
C018,2022-10-18,P-V06-W003,186.5416013,188.6871394,2.14553814,4.895587409,evaluation_only
C018,2022-10-18,P-V06-W002,202.7290054,200.1290973,-2.599908049,4.233084149,evaluation_only
