canonical_local_path,filename,extension,size_bytes,sha256,git_tracked,apparent_source_role,duplicate_of,alias_count,readable_status,analysis_status,analysis_note
artifacts/model_selection/t1_b2_v1/development_candidate.json,development_candidate.json,.json,3296,d8d2307bda5735c172116375c9c9b7b01e37c46b6c0b0fa3c86b3c7cef58fdf8,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/fold_contracts.csv,fold_contracts.csv,.csv,5284,e94ce90e6172d2d078af31477a8ba0222b0be892dfe6016aac8d21c2f7da4c10,True,DERIVED_ARTIFACT,,3,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/gate_b2_report.json,gate_b2_report.json,.json,4786,861e4f993c66110bba19a8c7d518491e8e05a437647b23dcc0cc1de089a58f72,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/interval_calibration.csv,interval_calibration.csv,.csv,400,89732a4adc04bcfcedbf6c107811b18666b0160dfe9ba25f38cfa278119d8dc9,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/interval_metrics.csv,interval_metrics.csv,.csv,476,9369e2b9ef3c73589bbc3ae08468a10922d61ce26ef1e3091d80dcfef9c3cc28,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/model_comparison.csv,model_comparison.csv,.csv,1501,657de415167221569bb11cbaff22e7941efa12dd1c9559362c14bc48fb916cba,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/outer_fold_metrics.csv,outer_fold_metrics.csv,.csv,12019,da285be22be6aa6ec59ed002d8e166462e17ceb3ace9b2583b7bbf06dc3b678c,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/outer_fold_predictions.csv,outer_fold_predictions.csv,.csv,492462,e1b933e35aa126719fac31ca0d9b468e4feb70c296beaa8faa1b25cf3120a79f,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/protected_test_snapshot.json,protected_test_snapshot.json,.json,2532,1caedc0672a3038baeb94abd7a48a0468eafe6fff09dd1ea16a6620d6e910603,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/q_tuning.csv,q_tuning.csv,.csv,552221,dbc5af2dc8fb3608d7e38d965d6ebfb30d83959b8e7b00c92020aa425092495a,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/transition_metrics.csv,transition_metrics.csv,.csv,15039,7e8215594ec974295c46d60d41948043cf3e54306ec662c0a65adda5e03955de,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/transition_thresholds.csv,transition_thresholds.csv,.csv,3828,84edcc548f8addbe862bee1d7e5ddd91177474db3490562beef58902c0bd05a9,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/validation_intervals.csv,validation_intervals.csv,.csv,60863,ebd3d1d0281ee8d5e08ad468a973c8477530eeac103fc65d157edb4f9ecaf5e1,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b2_v1/validation_report.json,validation_report.json,.json,43949,d5603d94be590a77ddb001b0b402fec4e61f40c2ba4fb590b535e3a1937d38b6,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/aggregate_metrics.csv,aggregate_metrics.csv,.csv,2183,d875a24961b4a042e6a02e06f07770ab62d9789bc47afee33a8f39a94068187f,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/artifact_inventory.csv,artifact_inventory.csv,.csv,2489,127fa1943159c1bf8b605c1926601dc664f7f15196b5f245410b79650dfaacd4,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/audit_reconciliation.json,audit_reconciliation.json,.json,2273,382b90e08631034f6f000652728d9f327b46afef56a9ebe7c520c720da6716cc,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/calibration_predictions.csv,calibration_predictions.csv,.csv,136323,863ed02ac4d1f222d29471e8e185bde8098b319d73f744a50b1db0726c6a6137,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/comparison_predictions.csv,comparison_predictions.csv,.csv,801707,d907e0ea19731dd92a9aecc79efc5af103d7291b183d9d5990bbe0df4069a7e9,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/development_candidate.json,development_candidate.json,.json,5127,98127c07fde863ab2dc04fffe69922620c4cd4c43ee09dd336b40e47dad90ac7,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/fold_contracts.csv,fold_contracts.csv,.csv,5284,e94ce90e6172d2d078af31477a8ba0222b0be892dfe6016aac8d21c2f7da4c10,True,DERIVED_ARTIFACT,artifacts/model_selection/t1_b2_v1/fold_contracts.csv,3,READABLE,DUPLICATE,= artifacts/model_selection/t1_b2_v1/fold_contracts.csv
artifacts/model_selection/t1_b3_v1/fold_metrics.csv,fold_metrics.csv,.csv,15296,76df5fc6bfec8f0839463bed0567bb5d1cf08588dd05a6ca24339c9ed916ec6d,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/gate_b3_report.json,gate_b3_report.json,.json,14709,042acf4c72d28006d482ee505f94ddddcba42544a3283fba76a9b2397dabd4e0,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/imm_outer_predictions.csv,imm_outer_predictions.csv,.csv,270287,d30522cf51885461703080be3141f32cd3b4767fff8185da3085e7c09f82791d,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/imm_tuning.csv,imm_tuning.csv,.csv,695108,88aebfddb4ada6636d00b1691c6d22bbd4de7c9ace395d10645cb703b813f78d,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/interval_calibration.csv,interval_calibration.csv,.csv,401,70cab19f17bf0623b82e921571669bb2e5e6ea1e5a15c51d288fbbf2add7268f,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/interval_metrics.csv,interval_metrics.csv,.csv,475,7f09034bb75dc3da1222e37e22f73a3996395f97e8159518d00dbbb38fc0682c,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/model_comparison.csv,model_comparison.csv,.csv,2569,b115395dcfa131e6c5737ffc75c5734a4ba03616a2f0beb9e64c998ae4b6184f,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/problem_transition_metrics.csv,problem_transition_metrics.csv,.csv,3744,8b69d8feb8572d30f451f2f763359bc7203c43ec57a03269e491926c01ae5641,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/protected_predecessor_snapshot.json,protected_predecessor_snapshot.json,.json,6222,59f02178a0843f3006dc6372fb63b89f2d3d42e16d91345a7fb14225a5ee8eca,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/regime_summary.csv,regime_summary.csv,.csv,2594,c5baf38d7b94417582e590308fd144fdad5bd7532e2f1cf76dd84a4df84c4c84,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/transition_metrics.csv,transition_metrics.csv,.csv,20112,aaae4de57a1d25086f48568609567387ba3043200e1842ae52d21352a16a5720,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/validation_intervals.csv,validation_intervals.csv,.csv,77802,4a1d15c6d9898caa855136916dc050d235d6bfb7c4d7f47b0ffd2e5ee9329bc6,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b3_v1/validation_report.json,validation_report.json,.json,20648,87815241533a00884901506d34154832d3b36799be0e5e02d14703a257ad8dab,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b4_train_only_v1/aggregate_metrics.csv,aggregate_metrics.csv,.csv,3614,c2eeb08e84cdfdcbc433401bc07caf7d695d3b5a510b43790b5d5abe4c4dd226,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b4_train_only_v1/artifact_inventory.csv,artifact_inventory.csv,.csv,1699,4769d56b140ee76e189cc47c48f350309e91f75eff388e16720cdbd3b355a360,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b4_train_only_v1/fold_contracts.csv,fold_contracts.csv,.csv,5520,dd2ab51f2d8fff3386a7d07b1d0099286a8648e055cc4ca4d907dfd460fa04c4,True,DERIVED_ARTIFACT,artifacts/splits/t1_train_research_v1/fold_contracts.csv,2,READABLE,DUPLICATE,= artifacts/splits/t1_train_research_v1/fold_contracts.csv
artifacts/model_selection/t1_b4_train_only_v1/fold_metrics.csv,fold_metrics.csv,.csv,20754,e268c2f70449d2b1910a860d363a60d5d88b8f4c1644683171da08e968f0595f,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b4_train_only_v1/gate_b4_report.json,gate_b4_report.json,.json,4276,e5121c5535b567ec25e87d8bbe944e9574ceeb48059afd495660801c83ce9cdf,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b4_train_only_v1/outer_predictions.csv,outer_predictions.csv,.csv,934950,bb09d6bb2503957707a91096d9d2e58eeea2a16d2e3965f30300815c627618ee,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b4_train_only_v1/protected_predecessor_snapshot.json,protected_predecessor_snapshot.json,.json,4253,6a8fca752f6e8b0c58589aadf75f525cfa137086d20055df0d41cb8d72db9712,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b4_train_only_v1/research_candidate.json,research_candidate.json,.json,6878,ddbdd084b18fedc19fb911ce4bdc8115c75100a2665259dcbb97890d646559c1,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b4_train_only_v1/robustness_diagnostics.csv,robustness_diagnostics.csv,.csv,3558,fc2735809cf16c17f670b8334703d933e453d9dac291412b7c77cf6951d95a33,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b4_train_only_v1/robust_tuning.csv,robust_tuning.csv,.csv,25197,5d244188ae4a0fc17ed1b09c2ac9d1179bda1d1287c15006d98dc2ddbef8cbe7,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b4_train_only_v1/split_record.json,split_record.json,.json,1068,abb03ca74ee1dc1848f9b2204c05afc925565b736016ae33919253bb12c070fc,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b4_train_only_v1/transition_metrics.csv,transition_metrics.csv,.csv,25894,b98afcc21af1f602fa26ed1b5911bf738ba085afc3a5419737bc7f767d413311,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b4_train_only_v1/validation_report.json,validation_report.json,.json,28045,76862a13abadbd6a74f74a3ad11d849ecb91b6b76b21428d9ba4bc8985d3e983,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b5_evidence_v1/artifact_inventory.csv,artifact_inventory.csv,.csv,1261,9d7db3a37f29b0b05fd446dbc8619ff9c5cabb47699b4a1a071458bff9824afe,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b5_evidence_v1/error_atlas.csv,error_atlas.csv,.csv,667637,d85a7461359a5370ed5ebb9175f5b39572554d43b7a7bd7a44476370b00308be,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b5_evidence_v1/gate_b5_report.json,gate_b5_report.json,.json,2350,d375ef341d9270e1cffcafba99e6fc53c01322d3ddfd36e5eb8be9bb8ef564af,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b5_evidence_v1/independent_units.csv,independent_units.csv,.csv,1318,9a13d8ec044fa6207e2b0d034f96b03d80a4c56b85774c11219e96bda6139ed1,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b5_evidence_v1/learning_curves.csv,learning_curves.csv,.csv,11592,b37047da4988d934dac42d33be5bb163e74b7e07ae0258552c3ff1d84d7e7e72,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b5_evidence_v1/learning_curve_predictions.csv,learning_curve_predictions.csv,.csv,1015371,1531f93a61bbbc63cabb0e2a09e6537f85054fc18a0409bed34dd902949af66e,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b5_evidence_v1/method_cards.json,method_cards.json,.json,2101,5e388ad02ea1f4ccf9edbb20ea6e8798fc7c8dce0c5ce97c574c7509f0875166,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b5_evidence_v1/protected_predecessor_snapshot.json,protected_predecessor_snapshot.json,.json,13267,91543dd2b480318d35caec6bc66850cecba3039b71d4b2908d3a8514378453d2,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b5_evidence_v1/residual_dependence.csv,residual_dependence.csv,.csv,8966,b9a5af7fefee4ceeb67a9b495b52dff9ef6286561d4636d3fcfeae08c55d15e6,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b5_evidence_v1/validation_report.json,validation_report.json,.json,2461,9dcd479fb7e65c00ef75deee3949f0c0f4a672be4015e26d1567cccefb4abacd,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/analytics_summary.json,analytics_summary.json,.json,16487,561918dca53b68cf242f347bba7d480eb1e034f862ec7b37a76fd89d90df0525,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/artifact_inventory.csv,artifact_inventory.csv,.csv,33049,8f1ab21db7a3367d95724a708ac727d004df5f96d7a61f2e1da38339fcfe90b3,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/b5_two_run_determinism_report.json,b5_two_run_determinism_report.json,.json,2145,4c31f7cf6c96086ac9405d0a2c490bcc278ccac490aee95ac5de9a0f69cba683,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/calibration_parameters.json,calibration_parameters.json,.json,505471,a65e5357a9a6e12c95908db3fd70fb1644d147598fb7039df658f69f9f01e632,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/calibration_predictions.csv,calibration_predictions.csv,.csv,20599405,a24b0b8f62c034e7841f6ee6a2e34c6ace15085cc1217f432894dadc62473e34,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/chart_map.json,chart_map.json,.json,5743,f90ba8b48cffeb881c44601c258424518f89d4caad0d91d08b2b5e90f7a7ebca,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/determinism_report.json,determinism_report.json,.json,4548,76c7fd1e83cbdcc35d36d9cc946d2b0289904db2618ca970452cf95f8318fa14,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/environment_manifest.json,environment_manifest.json,.json,34119,32bd90f43bd7b7b1773e9760a2bd8d0e3386f2b8483915c8d737660b5f2fb0a6,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/environment_smoke_report.json,environment_smoke_report.json,.json,14320,3541ac12a6c930afc5ef606f1c08224c2293edee6e2c4abf3b15d30bb2a198c8,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/external_model_manifest.json,external_model_manifest.json,.json,613,0709dd73871f83752032dbc5b296f08fbc6dd68ef4d82244da1b4ccb0d57c4f3,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/figure_manifest.json,figure_manifest.json,.json,1960,9ba6506503fe06d1025679b65d91cb20be782e770abcbedd22e80dc58f3040f8,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/frozen_job_manifest.json,frozen_job_manifest.json,.json,1531798,c3bcbb5e5229ae6677f03bf13bccc77de78a18f62e0c68a48854667c71b228f0,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/full_train_primary.joblib,full_train_primary.joblib,.joblib,457262,df1ef40667562ae41ba8ab1dfc36354844d7e4d33a93caa862746beb4acaf206,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/full_train_primary.joblib.manifest.json,full_train_primary.joblib.manifest.json,.json,737,21bcc11a2560e8f3da704ec8be3b991309e1df9ce937c21a2e37beacdf761ac3,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/gate_b6_report.json,gate_b6_report.json,.json,1408,0c182e9eee184ff590b1b2a8ada5098bd780e0090d43b51f4daecff69f603292,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/group_metrics.csv,group_metrics.csv,.csv,24207,02b464322b490cbc09c33aa86795fd25b4ce81c6f99e3ddfcc844bff132066df,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/internal_shortlist.json,internal_shortlist.json,.json,14261,414934d092261b4640a198d1c1eb57f0ad6769214e6748152d8b40bf257270ca,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/learning_curves.csv,learning_curves.csv,.csv,11241,661b9a0e55c4e3731df131a54e2603f1b78ec84b286dd7311acae782305dbd2c,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/leave_one_profile_out_jackknife.csv,leave_one_profile_out_jackknife.csv,.csv,22270,c2872aba9d4739bea4aa8dff885935b96368f90c4b34a3cc130713e3c55f7867,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/model_registry.json,model_registry.json,.json,55648,cfbd104216e2c193a9b0b22d2ae640764174cbc63f1af58fa106e9f3e68c7ac9,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/paired_sensitivity.csv,paired_sensitivity.csv,.csv,7355,2b91b9657f42e316047830c5b999ad639c1625fa7558042374a2f75c54d68956,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/prediction_shard_inventory.csv,prediction_shard_inventory.csv,.csv,29011,6c00449f1a23a4552d25b50fee3cf160013706420e193b69b748bbfd07a6d5b0,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/probabilistic_metrics.csv,probabilistic_metrics.csv,.csv,507889,6315159f841ba130a0f57e7464c01248d8de0e05dae406494a7ba16669d7a0c9,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/protocol_amendment.json,protocol_amendment.json,.json,2880,17956b06f2016b162cdac3ecb8433d02cfa8400bf29e51f075f21d39383e3ad3,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
artifacts/model_selection/t1_b6_expanded_v1/protocol_errata.json,protocol_errata.json,.json,2522,006993965199ea6dc741de428d3d655419dc86bdadcd3f4beb5dbdf51d2953ee,True,DERIVED_ARTIFACT,,1,READABLE,NOT_RELEVANT,производный/синтетический/процессный артефакт; не первичное свидетельство (выборочно проверен через цепочку manifests)
