sample_id,scenario_id,point_id,current_date,n_history,last_settlement_mm,last_rate_mm_y,mean_recent_rate_mm_y,recent_acceleration_mm_y2,current_uncertainty_mm,forecast_horizon_days,stress_zone_class,unseen_spatial,split
ST-019::2022-10-01,ST-019,P-H07-W002,2022-10-01,4,75.18515955,70.4889049,76.31120083,-137.1995862,3.227885928,180,moderate,False,train
ST-019::2022-11-01,ST-019,P-H07-W002,2022-11-01,5,62.71311169,-74.67894229,-2.095018693,-869.2222325,3.146299466,180,moderate,False,train
ST-019::2022-12-01,ST-019,P-H07-W002,2022-12-01,6,87.70817603,294.4982983,109.909678,4349.741521,2.637512745,180,moderate,False,train
ST-019::2023-02-01,ST-019,P-H07-W002,2023-02-01,7,96.97928875,112.8757975,203.6870479,-2211.253948,3.835346388,180,moderate,False,train
ST-019::2023-03-01,ST-019,P-H07-W002,2023-03-01,8,106.0878639,53.65979165,83.26779456,-348.8491311,3.263580797,180,moderate,False,train
ST-019::2023-05-01,ST-019,P-H07-W002,2023-05-01,9,114.1417537,105.0601151,79.35995339,670.4988625,3.313354298,180,moderate,False,train
ST-019::2023-06-01,ST-019,P-H07-W002,2023-06-01,10,138.4311331,145.4376365,125.2488758,241.7686835,2.775716327,180,moderate,False,train
ST-019::2023-08-01,ST-019,P-H07-W002,2023-08-01,11,145.2036483,79.79552194,112.6165792,-773.4123339,3.759767849,180,moderate,False,train
ST-019::2023-10-01,ST-019,P-H07-W002,2023-10-01,12,171.8401539,159.4915356,119.6435288,477.1962127,3.065429645,180,moderate,False,train
ST-019::2023-11-01,ST-019,P-H07-W002,2023-11-01,13,200.8272464,173.5661565,166.528846,84.27467679,3.284974296,180,moderate,False,train
ST-019::2024-01-01,ST-019,P-H07-W002,2024-01-01,14,208.2214389,87.12028457,130.3432205,-1018.527571,2.881265182,180,moderate,False,validation
ST-019::2024-05-01,ST-019,P-H07-W002,2024-05-01,15,240.3723223,192.5100027,139.8151436,631.0425333,3.67148422,180,moderate,False,validation
ST-019::2024-08-01,ST-019,P-H07-W002,2024-08-01,16,298.3503607,175.012219,183.7611108,-52.81872291,3.851294058,180,moderate,False,validation
ST-019::2024-11-01,ST-019,P-H07-W002,2024-11-01,17,340.8753551,168.8288502,171.9205346,-24.54864652,3.757449176,180,moderate,False,validation
ST-019::2025-02-01,ST-019,P-H07-W002,2025-02-01,18,394.0195498,210.9882297,189.9085399,167.3773192,3.123028449,180,moderate,False,test
ST-019::2025-05-01,ST-019,P-H07-W002,2025-05-01,19,433.8453388,158.1127111,184.5504704,-209.9215559,3.720462688,180,moderate,False,test
ST-019::2025-08-01,ST-019,P-H07-W002,2025-08-01,20,476.6198486,175.5437043,166.8282077,71.53562087,3.809627072,180,moderate,False,test
ST-019::2025-11-01,ST-019,P-H07-W002,2025-11-01,21,528.840392,207.3212336,191.4324689,126.1602452,3.205095304,180,moderate,False,test
ST-020::2022-11-01,ST-020,P-D01-W003,2022-11-01,3,49.26499969,44.31593172,32.77289872,91.65419135,3.355370173,180,moderate,False,train
ST-020::2023-01-01,ST-020,P-D01-W003,2023-01-01,4,60.50764477,44.63452302,44.47522737,1.264842082,2.521199106,180,moderate,False,train
ST-020::2023-02-01,ST-020,P-D01-W003,2023-02-01,5,67.2601789,40.4321818,42.53335241,-25.16237914,3.907610097,180,moderate,False,train
ST-020::2023-04-01,ST-020,P-D01-W003,2023-04-01,6,65.32492357,-22.80167772,8.815252045,-745.0376513,3.961282068,180,moderate,False,train
ST-020::2023-05-01,ST-020,P-D01-W003,2023-05-01,7,68.9321099,22.33092897,-0.2353743722,279.4014338,3.82555606,180,moderate,False,train
ST-020::2023-06-01,ST-020,P-D01-W003,2023-06-01,8,77.7412084,107.2507742,64.7908516,1033.899116,3.568360997,180,moderate,False,train
ST-020::2023-08-01,ST-020,P-D01-W003,2023-08-01,9,75.06662698,-31.51260853,37.86908285,-1634.945986,2.658386559,180,moderate,False,train
ST-020::2023-09-01,ST-020,P-D01-W003,2023-09-01,10,89.42911837,85.9983603,27.24287589,703.621006,3.251071978,180,moderate,False,train
ST-020::2023-11-01,ST-020,P-D01-W003,2023-11-01,11,88.18875415,-14.61429131,35.69203449,-1185.444226,3.765507839,180,moderate,False,train
ST-020::2023-12-01,ST-020,P-D01-W003,2023-12-01,12,111.6858319,140.6935681,63.03963837,929.9376334,2.844621588,180,moderate,False,train
ST-020::2024-02-01,ST-020,P-D01-W003,2024-02-01,13,118.2007108,79.31865098,110.0061095,-747.2396154,2.581275998,180,moderate,False,validation
ST-020::2024-04-01,ST-020,P-D01-W003,2024-04-01,14,135.7983297,103.6698431,91.49424705,143.4560149,2.946294518,180,moderate,False,validation
ST-020::2024-05-01,ST-020,P-D01-W003,2024-05-01,15,154.6191174,114.5715455,109.1206943,66.36411348,3.689850332,180,moderate,False,validation
ST-020::2024-07-01,ST-020,P-D01-W003,2024-07-01,16,168.8161356,172.8486967,143.7101211,709.524316,2.519090678,180,moderate,False,validation
ST-020::2024-08-01,ST-020,P-D01-W003,2024-08-01,17,185.6501055,100.7968443,136.8227705,-431.4252311,3.243806545,180,moderate,False,validation
ST-020::2024-11-01,ST-020,P-D01-W003,2024-11-01,18,199.8596213,167.4201817,134.108513,784.9733535,3.708841468,180,moderate,False,validation
ST-020::2025-02-01,ST-020,P-D01-W003,2025-02-01,19,230.3067842,120.8785462,144.1493639,-184.7753516,2.974219139,180,moderate,False,test
ST-020::2025-05-01,ST-020,P-D01-W003,2025-05-01,20,259.396089,115.4877019,118.1831241,-21.40223784,3.673965019,180,moderate,False,test
ST-020::2025-08-01,ST-020,P-D01-W003,2025-08-01,21,297.7305352,157.321983,136.4048425,171.6850693,3.943552382,180,moderate,False,test
ST-020::2025-11-01,ST-020,P-D01-W003,2025-11-01,22,331.1562861,132.7038644,145.0129237,-97.73660674,2.747114222,180,moderate,False,test
ST-021::2022-11-01,ST-021,P-V04-W004,2022-11-01,3,66.18199678,55.94838132,46.88534685,71.96246395,3.485061592,180,moderate,False,train
ST-021::2023-02-01,ST-021,P-V04-W004,2023-02-01,4,75.22996118,35.92140211,45.93489172,-79.5092843,3.28242642,180,moderate,False,train
ST-021::2023-05-01,ST-021,P-V04-W004,2023-05-01,5,86.11676642,43.22180018,39.57160115,28.98337383,3.145887665,180,moderate,False,train
ST-021::2023-07-01,ST-021,P-V04-W004,2023-07-01,6,95.29498811,37.66680304,40.44430161,-22.79733377,2.582115602,180,moderate,False,train
ST-021::2023-08-01,ST-021,P-V04-W004,2023-08-01,7,104.7420035,56.56594057,47.1163718,113.1624587,3.252770301,180,moderate,False,train
ST-021::2023-10-01,ST-021,P-V04-W004,2023-10-01,8,107.0081715,26.70057584,41.6332582,-351.8814344,2.998456026,180,moderate,False,train
ST-021::2023-11-01,ST-021,P-V04-W004,2023-11-01,9,114.5101492,44.91962899,35.81010241,109.0903142,3.391543467,180,moderate,False,train
ST-021::2023-12-01,ST-021,P-V04-W004,2023-12-01,10,123.5386048,106.3755932,75.64761109,724.0900299,2.804543614,180,moderate,False,train
ST-021::2024-02-01,ST-021,P-V04-W004,2024-02-01,11,129.3322159,70.53721539,88.45640429,-436.3322498,2.54017089,180,moderate,False,validation
ST-021::2024-03-01,ST-021,P-V04-W004,2024-03-01,12,143.739045,84.87248941,77.7048524,84.45094894,2.964209076,180,moderate,False,validation
ST-021::2024-05-01,ST-021,P-V04-W004,2024-05-01,13,158.1860609,181.9576736,133.4150815,1222.771156,3.187418778,180,moderate,False,validation
ST-021::2024-06-01,ST-021,P-V04-W004,2024-06-01,14,183.1513785,149.4849552,165.7213144,-194.4370559,3.341682087,180,moderate,False,validation
ST-021::2024-08-01,ST-021,P-V04-W004,2024-08-01,15,191.1295669,94.00107476,121.743015,-653.7253975,3.327969798,180,moderate,False,validation
ST-021::2024-10-01,ST-021,P-V04-W004,2024-10-01,16,221.6234139,182.5881574,138.2946161,530.4333106,2.971270317,180,moderate,False,validation
ST-021::2024-11-01,ST-021,P-V04-W004,2024-11-01,17,239.9871962,109.9569096,146.2725335,-434.8944799,3.256742784,180,moderate,False,validation
ST-021::2025-01-01,ST-021,P-V04-W004,2025-01-01,18,254.2348585,167.869634,138.9132718,682.342664,3.608931071,180,moderate,False,test
ST-021::2025-02-01,ST-021,P-V04-W004,2025-02-01,19,259.1103884,29.19323447,98.53143422,-830.3533593,3.537028645,180,moderate,False,test
ST-021::2025-08-01,ST-021,P-V04-W004,2025-08-01,20,267.5584278,99.53698038,64.36510742,828.8081676,2.608256958,180,moderate,False,test
ST-021::2025-11-01,ST-021,P-V04-W004,2025-11-01,21,299.3539417,64.16194173,81.84946106,-71.38526446,3.55295716,180,moderate,False,test
ST-022::2022-11-01,ST-022,P-V02-W002,2022-11-01,3,101.1795909,85.38761377,54.5163732,245.1243613,3.018529058,180,moderate,False,train
ST-022::2023-02-01,ST-022,P-V02-W002,2023-02-01,4,111.3718987,40.46456993,62.92609185,-178.349367,2.93247847,180,moderate,False,train
ST-022::2023-05-01,ST-022,P-V02-W002,2023-05-01,5,126.0081284,58.10742274,49.28599634,70.04404332,3.22766453,180,moderate,False,train
ST-022::2023-08-01,ST-022,P-V02-W002,2023-08-01,6,137.36334,46.60102263,52.35422268,-47.22149033,2.854892584,180,moderate,False,train
ST-022::2023-11-01,ST-022,P-V02-W002,2023-11-01,7,144.9949616,30.2983673,38.44969496,-64.72331368,3.014352922,180,moderate,False,train
ST-022::2024-01-01,ST-022,P-V02-W002,2024-01-01,8,156.7190816,46.54603086,38.42219908,64.50499039,3.094872251,180,moderate,False,validation
ST-022::2024-02-01,ST-022,P-V02-W002,2024-02-01,9,166.7679928,60.16991526,53.35797306,81.57579961,3.639205657,180,moderate,False,validation
ST-022::2024-04-01,ST-022,P-V02-W002,2024-04-01,10,164.7222063,-24.10398496,18.03296515,-992.9368405,3.323262499,180,moderate,False,validation
ST-022::2024-05-01,ST-022,P-V02-W002,2024-05-01,11,177.0506614,75.04947042,25.47274273,603.5966596,3.056624131,180,moderate,False,validation
ST-022::2024-06-01,ST-022,P-V02-W002,2024-06-01,12,176.8898251,-1.958181644,36.54564439,-937.5681639,2.535414255,180,moderate,False,validation
ST-022::2024-08-01,ST-022,P-V02-W002,2024-08-01,13,186.9106386,118.0678106,58.05481447,1414.177215,2.927924406,180,moderate,False,validation
ST-022::2024-09-01,ST-022,P-V02-W002,2024-09-01,14,189.5569009,15.845038,66.95642429,-612.0797982,3.249407348,180,moderate,False,validation
ST-022::2024-11-01,ST-022,P-V02-W002,2024-11-01,15,206.7358134,202.4063802,109.1257091,2198.113878,3.547935586,180,moderate,False,validation
ST-022::2024-12-01,ST-022,P-V02-W002,2024-12-01,16,215.5759008,52.93183477,127.6691075,-895.0094706,2.618081407,180,moderate,False,validation
ST-022::2025-02-01,ST-022,P-V02-W002,2025-02-01,17,222.7485475,87.32697294,70.12940386,418.7608072,3.61028219,180,moderate,False,test
ST-022::2025-04-01,ST-022,P-V02-W002,2025-04-01,18,256.3231256,197.792172,142.5595725,650.764741,2.621360329,180,moderate,False,test
ST-022::2025-07-01,ST-022,P-V02-W002,2025-07-01,19,276.5976872,125.5132817,161.6527268,-447.4553336,3.037681434,180,moderate,False,test
ST-022::2025-08-01,ST-022,P-V02-W002,2025-08-01,20,311.9021641,141.7028592,133.6080704,64.98069437,3.952283556,180,moderate,False,test
ST-022::2025-11-01,ST-022,P-V02-W002,2025-11-01,21,330.8043339,222.7102427,182.206551,954.4498981,2.845732258,180,moderate,False,test
ST-023::2022-11-01,ST-023,P-H02-W003,2022-11-01,3,49.1029369,55.40221419,21.67224277,267.8233056,3.801180282,180,moderate,False,train
ST-023::2023-02-01,ST-023,P-H02-W003,2023-02-01,4,56.2003056,28.17732519,41.78976969,-108.0857686,2.982718804,180,moderate,False,train
ST-023::2023-05-01,ST-023,P-H02-W003,2023-05-01,5,65.61037385,37.35899378,32.76815948,36.45222232,2.526435274,180,moderate,False,train
ST-023::2023-08-01,ST-023,P-H02-W003,2023-08-01,6,72.98536595,30.26647039,33.81273209,-29.10723783,2.902801287,180,moderate,False,train
ST-023::2023-11-01,ST-023,P-H02-W003,2023-11-01,7,83.39235305,41.31687,35.79167019,43.87128756,3.376546714,180,moderate,False,train
ST-023::2024-02-01,ST-023,P-H02-W003,2024-02-01,8,95.34076616,47.43649877,44.37668438,24.2955914,3.78965582,180,moderate,False,validation
ST-023::2024-05-01,ST-023,P-H02-W003,2024-05-01,9,93.37637585,-7.798843025,19.81882787,-219.2903108,2.540738746,180,moderate,False,validation
ST-023::2024-08-01,ST-023,P-H02-W003,2024-08-01,10,104.0322042,43.24490343,17.7230302,207.1525377,2.639300609,180,moderate,False,validation
ST-023::2024-09-01,ST-023,P-H02-W003,2024-09-01,11,113.2621207,36.64377151,39.94433747,-26.20721122,3.840153544,180,moderate,False,validation
ST-023::2024-11-01,ST-023,P-H02-W003,2024-11-01,12,109.7217317,-41.71377621,-2.535002348,-923.2288486,3.79834231,180,moderate,False,validation
ST-023::2025-01-01,ST-023,P-H02-W003,2025-01-01,13,121.0013222,67.53885962,12.9125417,654.1725449,2.867670766,180,moderate,False,test
ST-023::2025-02-01,ST-023,P-H02-W003,2025-02-01,14,126.1015267,30.53851927,49.03868944,-221.5471199,3.942005489,180,moderate,False,test
ST-023::2025-04-01,ST-023,P-H02-W003,2025-04-01,15,127.3897759,15.17848453,22.8585019,-180.9758932,3.668629218,180,moderate,False,test
ST-023::2025-05-01,ST-023,P-H02-W003,2025-05-01,16,148.1411688,128.4651909,71.82183772,701.3215171,2.759259939,180,moderate,False,test
ST-023::2025-07-01,ST-023,P-H02-W003,2025-07-01,17,157.1428336,109.5952687,119.0302298,-229.7413027,2.801713821,180,moderate,False,test
ST-023::2025-08-01,ST-023,P-H02-W003,2025-08-01,18,177.0913335,119.4457308,114.5204998,58.98166049,2.693836357,180,moderate,False,test
ST-023::2025-09-01,ST-023,P-H02-W003,2025-09-01,19,193.6178891,194.7201436,157.0829372,886.9025564,2.882912013,180,moderate,False,test
ST-023::2025-11-01,ST-023,P-H02-W003,2025-11-01,20,207.7283148,166.2526765,180.48641,-335.4110435,3.253837605,180,moderate,False,test
ST-023::2025-12-01,ST-023,P-H02-W003,2025-12-01,21,219.3741747,69.73197283,117.9923247,-577.937492,2.863153975,180,moderate,False,test
ST-024::2022-11-01,ST-024,P-D01-W001,2022-11-01,3,39.48179771,10.87195044,6.892456916,31.59804372,2.571824983,180,moderate,False,train
ST-024::2023-02-01,ST-024,P-D01-W001,2023-02-01,4,41.9758836,9.901792082,10.38687126,-3.851634152,3.503530812,180,moderate,False,train
ST-024::2023-05-01,ST-024,P-D01-W001,2023-05-01,5,51.90630808,39.42486456,24.66332832,117.2098068,3.980599506,180,moderate,False,train
ST-024::2023-08-01,ST-024,P-D01-W001,2023-08-01,6,61.73605257,40.34060873,39.88273665,3.75815232,3.547495987,180,moderate,False,train
ST-024::2023-11-01,ST-024,P-D01-W001,2023-11-01,7,70.99795429,36.77075656,38.55568265,-14.17270112,3.680057839,180,moderate,False,train
ST-024::2024-02-01,ST-024,P-D01-W001,2024-02-01,8,73.34708315,9.326296914,23.04852674,-108.9574879,3.677510715,180,moderate,False,validation
ST-024::2024-05-01,ST-024,P-D01-W001,2024-05-01,9,77.04156401,14.66749057,11.99689374,21.20511938,2.727982342,180,moderate,False,validation
ST-024::2024-08-01,ST-024,P-D01-W001,2024-08-01,10,85.3660145,33.78339491,24.22544274,77.57871176,3.041758137,180,moderate,False,validation
ST-024::2024-10-01,ST-024,P-D01-W001,2024-10-01,11,88.51609744,12.50617167,23.14478329,-84.47288897,2.568423214,180,moderate,False,validation
ST-024::2024-11-01,ST-024,P-D01-W001,2024-11-01,12,99.91107079,68.22973799,40.36795483,333.6562721,3.145771427,180,moderate,False,validation
ST-024::2025-01-01,ST-024,P-D01-W001,2025-01-01,13,106.5873442,78.66157648,73.44565723,122.9106132,3.018210256,180,moderate,False,test
ST-024::2025-02-01,ST-024,P-D01-W001,2025-02-01,14,105.0764109,-9.047022729,34.80727687,-525.1732108,3.736304998,180,moderate,False,test
ST-024::2025-03-01,ST-024,P-D01-W001,2025-03-01,15,115.4644871,122.394994,56.67398562,1548.683761,3.581435101,180,moderate,False,test
ST-024::2025-05-01,ST-024,P-D01-W001,2025-05-01,16,107.1228028,-108.8142924,6.790350793,-3016.042566,2.855798775,180,moderate,False,test
ST-024::2025-06-01,ST-024,P-D01-W001,2025-06-01,17,114.4330733,43.77174253,-32.52127493,913.6401517,3.759208187,180,moderate,False,test
ST-024::2025-08-01,ST-024,P-D01-W001,2025-08-01,18,116.4115278,23.31066219,33.54120236,-241.0777288,2.66907988,180,moderate,False,test
ST-024::2025-09-01,ST-024,P-D01-W001,2025-09-01,19,129.0513155,75.68331892,49.49699055,313.5920143,3.235725767,180,moderate,False,test
ST-025::2022-06-01,ST-025,P-D01-W005,2022-06-01,3,67.44368244,118.8052041,88.8769032,358.4036694,3.417073227,180,moderate,False,train
ST-025::2022-08-01,ST-025,P-D01-W005,2022-08-01,4,80.4340422,153.0557711,135.9304876,403.5490187,3.400970858,180,moderate,False,train
ST-025::2022-10-01,ST-025,P-D01-W005,2022-10-01,5,111.3461587,185.092632,169.0742015,191.8272697,3.409046321,180,moderate,False,train
ST-025::2022-11-01,ST-025,P-D01-W005,2022-11-01,6,138.0636288,159.9763273,172.5344797,-150.389021,3.657562175,180,moderate,False,train
ST-025::2023-01-01,ST-025,P-D01-W005,2023-01-01,7,150.0285724,140.9740528,150.4751901,-223.889702,3.618844658,180,moderate,False,train
ST-025::2023-02-01,ST-025,P-D01-W005,2023-02-01,8,183.1658927,198.4164956,169.6952742,343.9483972,3.779673704,180,moderate,False,train
ST-025::2023-05-01,ST-025,P-D01-W005,2023-05-01,9,200.3362443,202.3055141,200.3610049,45.8214194,2.944374701,180,moderate,False,train
ST-025::2023-08-01,ST-025,P-D01-W005,2023-08-01,10,250.455068,205.6842734,203.9948937,13.86620021,3.707224493,180,moderate,False,train
ST-025::2023-11-01,ST-025,P-D01-W005,2023-11-01,11,294.7697534,175.934118,190.8091957,-118.1113505,3.380308433,180,moderate,False,train
ST-025::2024-02-01,ST-025,P-D01-W005,2024-02-01,12,338.4047346,173.2356182,174.5848681,-10.71333753,3.994047903,180,moderate,False,validation
ST-025::2024-05-01,ST-025,P-D01-W005,2024-05-01,13,407.8662828,275.7698964,224.5027573,407.0722296,3.425408662,180,moderate,False,validation
ST-025::2024-08-01,ST-025,P-D01-W005,2024-08-01,14,455.6106013,193.7623594,234.7661279,-332.8139211,3.501755826,180,moderate,False,validation
ST-025::2024-11-01,ST-025,P-D01-W005,2024-11-01,15,501.8353615,183.5173224,188.6398409,-40.67391044,2.78296824,180,moderate,False,validation
ST-025::2025-02-01,ST-025,P-D01-W005,2025-02-01,16,551.9803455,199.0810372,191.2991798,61.78963959,2.638653005,180,moderate,False,test
ST-025::2025-05-01,ST-025,P-D01-W005,2025-05-01,17,602.1786499,199.2927248,199.186881,0.8404226473,3.53131907,180,moderate,False,test
ST-025::2025-08-01,ST-025,P-D01-W005,2025-08-01,18,648.4755237,189.9992486,194.6459867,-38.13979975,2.994851866,180,moderate,False,test
ST-025::2025-11-01,ST-025,P-D01-W005,2025-11-01,19,700.9238008,208.2253612,199.1123049,72.35964789,2.712575348,180,moderate,False,test
ST-026::2022-05-01,ST-026,P-V02-W001,2022-05-01,3,53.93673263,113.8682258,-0.06891570069,1410.696302,2.533783148,180,moderate,False,train
ST-026::2022-06-01,ST-026,P-V02-W001,2022-06-01,4,61.14154067,87.71853794,100.7933818,-318.3724491,3.069353467,180,moderate,False,train
ST-026::2022-08-01,ST-026,P-V02-W001,2022-08-01,5,65.76418788,54.46522237,71.09188016,-391.7991456,2.948861016,180,moderate,False,train
ST-026::2022-09-01,ST-026,P-V02-W001,2022-09-01,6,69.89342079,24.72462823,39.5949253,-178.0779018,3.468504533,180,moderate,False,train
ST-026::2022-11-01,ST-026,P-V02-W001,2022-11-01,7,80.03077018,119.4408665,72.08274737,1115.971162,3.010382046,180,moderate,False,train
ST-026::2022-12-01,ST-026,P-V02-W001,2022-12-01,8,94.47467268,86.48582608,102.9633463,-197.3250576,2.67707555,180,moderate,False,train
ST-026::2023-02-01,ST-026,P-V02-W001,2023-02-01,9,108.9626424,176.3910307,131.4384284,1094.595867,3.047507978,180,moderate,False,train
ST-026::2023-04-01,ST-026,P-V02-W001,2023-04-01,10,136.5833551,162.717183,169.5541069,-80.55440123,3.237018735,180,moderate,False,train
ST-026::2023-05-01,ST-026,P-V02-W001,2023-05-01,11,164.2747437,171.4284692,167.0728261,53.92876731,3.424649552,180,moderate,False,train
ST-026::2023-07-01,ST-026,P-V02-W001,2023-07-01,12,185.7993998,262.0626875,216.7455784,1103.471609,3.446784134,180,moderate,False,train
ST-026::2023-08-01,ST-026,P-V02-W001,2023-08-01,13,213.262829,164.4429102,213.2527989,-584.5184208,2.580072124,180,moderate,False,train
ST-026::2023-11-01,ST-026,P-V02-W001,2023-11-01,14,226.2984037,153.5885045,159.0157074,-127.8894092,3.328755632,180,moderate,False,train
ST-026::2024-02-01,ST-026,P-V02-W001,2024-02-01,15,272.2484432,182.4266515,168.007578,114.4905781,3.94717904,180,moderate,False,validation
ST-026::2024-05-01,ST-026,P-V02-W001,2024-05-01,16,317.1871076,178.4113822,180.4190168,-15.94105543,3.546836006,180,moderate,False,validation
ST-026::2024-08-01,ST-026,P-V02-W001,2024-08-01,17,361.0874651,178.1622845,178.2868333,-1.010921677,3.957454865,180,moderate,False,validation
ST-026::2024-11-01,ST-026,P-V02-W001,2024-11-01,18,405.2977954,175.5198165,176.8410505,-10.49088496,3.344302537,180,moderate,False,validation
ST-026::2025-02-01,ST-026,P-V02-W001,2025-02-01,19,455.1056545,197.7426147,186.6312156,88.22692436,3.052264795,180,moderate,False,test
ST-026::2025-05-01,ST-026,P-V02-W001,2025-05-01,20,495.244494,159.3555556,178.5490852,-152.4007971,3.638183644,180,moderate,False,test
ST-026::2025-08-01,ST-026,P-V02-W001,2025-08-01,21,545.5961037,206.6396118,182.9975837,194.0505788,3.074409439,180,moderate,False,test
ST-026::2025-11-01,ST-026,P-V02-W001,2025-11-01,22,587.0216696,164.4639992,185.5518055,-167.4417663,3.462228122,180,moderate,False,test
ST-027::2022-10-01,ST-027,P-H03-W001,2022-10-01,3,45.58975211,40.68289247,41.71793105,-12.39501111,3.536675872,180,moderate,False,train
ST-027::2022-11-01,ST-027,P-H03-W001,2022-11-01,4,51.96730024,25.31955929,33.00122588,-60.99410267,2.773045886,180,moderate,False,train
ST-027::2022-12-01,ST-027,P-H03-W001,2022-12-01,5,55.65139675,43.4069758,34.36326754,213.110609,3.322352801,180,moderate,False,train
ST-027::2023-02-01,ST-027,P-H03-W001,2023-02-01,6,63.46834914,95.17139539,69.2891856,630.2318086,3.423437124,180,moderate,False,train
ST-027::2023-03-01,ST-027,P-H03-W001,2023-03-01,7,74.04338007,62.29887172,78.73513356,-193.6562786,2.914448048,180,moderate,False,train
ST-027::2023-05-01,ST-027,P-H03-W001,2023-05-01,8,87.6442384,177.4183395,119.8586056,1501.692344,3.104327383,180,moderate,False,train
ST-027::2023-06-01,ST-027,P-H03-W001,2023-06-01,9,125.304599,225.4991266,201.4587331,287.8935652,3.702172896,180,moderate,False,train
ST-027::2023-08-01,ST-027,P-H03-W001,2023-08-01,10,156.5481231,368.1192638,296.8091952,1680.387262,3.365634575,180,moderate,False,train
ST-027::2023-10-01,ST-027,P-H03-W001,2023-10-01,11,151.4179361,-30.71804632,168.7006087,-2388.120123,3.782240229,180,moderate,False,train
ST-027::2023-11-01,ST-027,P-H03-W001,2023-11-01,12,170.8007084,116.058321,42.67013736,878.8535767,2.963941593,180,moderate,False,train
ST-027::2024-01-01,ST-027,P-H03-W001,2024-01-01,13,170.649695,-1.779278594,57.13952122,-1388.393009,3.755772725,180,moderate,False,validation
ST-027::2024-02-01,ST-027,P-H03-W001,2024-02-01,14,186.8744271,97.14890838,47.68481489,592.3527917,3.348777097,180,moderate,False,validation
ST-027::2024-05-01,ST-027,P-H03-W001,2024-05-01,15,195.6950759,103.9271601,100.5380343,79.86311123,2.982144924,180,moderate,False,validation
ST-027::2024-08-01,ST-027,P-H03-W001,2024-08-01,16,204.8928113,37.32747628,70.6273182,-270.2837169,2.902593474,180,moderate,False,validation
ST-027::2025-02-01,ST-027,P-H03-W001,2025-02-01,17,219.1651544,56.66275314,46.99511471,76.7631508,2.764601057,180,moderate,False,test
ST-027::2025-05-01,ST-027,P-H03-W001,2025-05-01,18,253.703238,68.5599732,62.61136317,23.61662842,2.765627244,180,moderate,False,test
ST-027::2025-08-01,ST-027,P-H03-W001,2025-08-01,19,270.0813642,67.21472544,67.88734932,-5.520806144,3.38014899,180,moderate,False,test
ST-027::2025-11-01,ST-027,P-H03-W001,2025-11-01,20,284.8517764,58.64014195,62.92743369,-34.04202847,2.856891661,180,moderate,False,test
ST-028::2022-11-01,ST-028,P-V02-W005,2022-11-01,3,95.6676173,42.78706121,51.43001745,-68.62695147,3.396589624,180,moderate,False,train
ST-028::2023-01-01,ST-028,P-V02-W005,2023-01-01,4,115.3028749,77.9541069,60.37058406,139.6169939,3.785592915,180,moderate,False,train
ST-028::2023-02-01,ST-028,P-V02-W005,2023-02-01,5,118.1812219,17.23469276,47.59439983,-363.5699347,3.123452833,180,moderate,False,train
ST-028::2023-04-01,ST-028,P-V02-W005,2023-04-01,6,130.0948853,140.3698564,78.8022746,1450.810275,3.02589562,180,moderate,False,train
ST-028::2023-05-01,ST-028,P-V02-W005,2023-05-01,7,134.467408,27.06888001,83.71936823,-701.4098584,3.809817644,180,moderate,False,train
ST-028::2023-06-01,ST-028,P-V02-W005,2023-06-01,8,142.5470214,98.36929327,62.71908664,868.0825314,3.8454928,180,moderate,False,train
ST-028::2023-08-01,ST-028,P-V02-W005,2023-08-01,9,146.0083617,40.78240406,69.57584866,-678.5035898,2.940212227,180,moderate,False,train
ST-028::2023-09-01,ST-028,P-V02-W005,2023-09-01,10,153.9948921,47.82098713,44.3016956,42.14495847,3.470951701,180,moderate,False,train
ST-028::2023-11-01,ST-028,P-V02-W005,2023-11-01,11,168.7383554,173.7112894,110.7661382,1483.272029,3.774653181,180,moderate,False,train
ST-028::2023-12-01,ST-028,P-V02-W005,2023-12-01,12,178.1445766,56.32167702,115.0164832,-702.8943591,3.649310833,180,moderate,False,train
ST-028::2024-02-01,ST-028,P-V02-W005,2024-02-01,13,191.4761608,162.3120381,109.3168576,1290.432646,3.780693821,180,moderate,False,validation
ST-028::2024-04-01,ST-028,P-V02-W005,2024-04-01,14,235.2258649,257.735152,210.023595,562.1498768,3.601391689,180,moderate,False,validation
ST-028::2024-05-01,ST-028,P-V02-W005,2024-05-01,15,234.4278427,-4.857959962,126.438596,-1598.535569,2.705126977,180,moderate,False,validation
ST-028::2024-07-01,ST-028,P-V02-W005,2024-07-01,16,237.6670262,39.43705886,17.28954945,539.2918542,2.828328656,180,moderate,False,validation
ST-028::2024-08-01,ST-028,P-V02-W005,2024-08-01,17,274.2051446,218.7794712,129.108265,1073.849444,3.971968615,180,moderate,False,validation
ST-028::2024-11-01,ST-028,P-V02-W005,2024-11-01,18,279.9354511,67.51594977,143.1477105,-1782.225845,2.656690817,180,moderate,False,validation
ST-028::2025-02-01,ST-028,P-V02-W005,2025-02-01,19,311.9554598,127.122915,97.31943239,236.646131,3.324401782,180,moderate,False,test
ST-028::2025-05-01,ST-028,P-V02-W005,2025-05-01,20,352.4560583,160.7917781,143.9573466,133.6690463,2.550479122,180,moderate,False,test
ST-028::2025-08-01,ST-028,P-V02-W005,2025-08-01,21,389.3779987,151.5251544,156.1584663,-38.02959917,3.197111354,180,moderate,False,test
