target,ext_id,stream,access,title,year
в корпусе ВКМ не используется,EXTWEB-SUBSIDENCE_FORMULAS-013,SUBSIDENCE_FORMULAS,METADATA_ONLY,Сдвижение горных пород при подземных разработках,1947
вопрос задания «Avershin influence and time functions»,EXTWEB-SUBSIDENCE_FORMULAS-013,SUBSIDENCE_FORMULAS,METADATA_ONLY,Сдвижение горных пород при подземных разработках,1947
FC-001 (намерение авторов VKM-SRC-009),EXTWEB-SUBSIDENCE_FORMULAS-014,SUBSIDENCE_FORMULAS,ABSTRACT_ONLY,"SBAS Tutorial, SARscape Version 5.6.2 (September 2022); Enhanced-SBAS Tutorial, SARscape Version 6.1.0 (March 2025)",2022; 2025
XFV-SF-002,EXTWEB-SUBSIDENCE_FORMULAS-014,SUBSIDENCE_FORMULAS,ABSTRACT_ONLY,"SBAS Tutorial, SARscape Version 5.6.2 (September 2022); Enhanced-SBAS Tutorial, SARscape Version 6.1.0 (March 2025)",2022; 2025
MM-INSAR-*,EXTWEB-SUBSIDENCE_FORMULAS-015,SUBSIDENCE_FORMULAS,METADATA_ONLY,Геомеханическое сопровождение спутникового радарного мониторинга оседаний подработанных территорий,2023
контекст CW-1849 (rank 75),EXTWEB-SUBSIDENCE_FORMULAS-015,SUBSIDENCE_FORMULAS,METADATA_ONLY,Геомеханическое сопровождение спутникового радарного мониторинга оседаний подработанных территорий,2023
сопоставить с EXTWEB-SKRU1_SPECIFIC-008 (JMS 2025),EXTWEB-SUBSIDENCE_FORMULAS-015,SUBSIDENCE_FORMULAS,METADATA_ONLY,Геомеханическое сопровождение спутникового радарного мониторинга оседаний подработанных территорий,2023
rank 75 / CW-1849 — НЕ разрешено,EXTWEB-SUBSIDENCE_FORMULAS-016,SUBSIDENCE_FORMULAS,NOT_FOUND,Прогноз оседаний земной поверхности по данным измерения деформаций горных выработок,2023
EV-VN-S037-0573 — НЕ разрешено,EXTWEB-SUBSIDENCE_FORMULAS-017,SUBSIDENCE_FORMULAS,NOT_FOUND,"Первоисточник эмпирического закона времени устойчивого состояния выработок Tр = A·exp(−13,5γH/Rc)·√(S/Sр)·K",
FC-006,EXTWEB-SUBSIDENCE_FORMULAS-017,SUBSIDENCE_FORMULAS,NOT_FOUND,"Первоисточник эмпирического закона времени устойчивого состояния выработок Tр = A·exp(−13,5γH/Rc)·√(S/Sр)·K",
MR-CONF-003,EXTWEB-SUBSIDENCE_FORMULAS-017,SUBSIDENCE_FORMULAS,NOT_FOUND,"Первоисточник эмпирического закона времени устойчивого состояния выработок Tр = A·exp(−13,5γH/Rc)·√(S/Sр)·K",
rank 10 / CW-0039 — выходные данные уточнены (номер 4,EXTWEB-SUBSIDENCE_FORMULAS-018,SUBSIDENCE_FORMULAS,METADATA_ONLY,Мониторинг оседаний на территории г. Березники (Пермский край) методами спутниковой радарной интерферометрии. I. Дифференциальная интерферометрия,2021
подзаголовок части I),EXTWEB-SUBSIDENCE_FORMULAS-018,SUBSIDENCE_FORMULAS,METADATA_ONLY,Мониторинг оседаний на территории г. Березники (Пермский край) методами спутниковой радарной интерферометрии. I. Дифференциальная интерферометрия,2021
текст не прочитан,EXTWEB-SUBSIDENCE_FORMULAS-018,SUBSIDENCE_FORMULAS,METADATA_ONLY,Мониторинг оседаний на территории г. Березники (Пермский край) методами спутниковой радарной интерферометрии. I. Дифференциальная интерферометрия,2021
FC-016 (ещё одно употребление термина «коэффициент извлечения»),EXTWEB-SUBSIDENCE_FORMULAS-019,SUBSIDENCE_FORMULAS,ABSTRACT_ONLY,Геомеханический анализ влияния извлечения калийной руды на безопасность горных работ,
в корпусе ВКМ не используется,EXTWEB-SUBSIDENCE_FORMULAS-020,SUBSIDENCE_FORMULAS,ABSTRACT_ONLY,An improved influence function method for predicting subsidence caused by longwall mining operations in inclined coal seams (Int. J. Coal Sci. Technol. 2015); P,2015; 2024
вопрос задания «Budryk–Knothe influence function»,EXTWEB-SUBSIDENCE_FORMULAS-020,SUBSIDENCE_FORMULAS,ABSTRACT_ONLY,An improved influence function method for predicting subsidence caused by longwall mining operations in inclined coal seams (Int. J. Coal Sci. Technol. 2015); P,2015; 2024
MR-RHEO-CL-13,EXTWEB-SUBSIDENCE_FORMULAS-021,SUBSIDENCE_FORMULAS,ABSTRACT_ONLY,"Prediction of the Intensive Surface Subsidences in Mining Potash Series (= Прогноз нарастания оседаний земной поверхности при отработке свиты калийных пластов, ",2005
rank 11 / CW-0052 (частично: аннотация),EXTWEB-SUBSIDENCE_FORMULAS-021,SUBSIDENCE_FORMULAS,ABSTRACT_ONLY,"Prediction of the Intensive Surface Subsidences in Mining Potash Series (= Прогноз нарастания оседаний земной поверхности при отработке свиты калийных пластов, ",2005
косвенно rank 57 / CW-1425 (сама статья «Создание геолого-геомеханической модели ВКМКС» поиском не найдена),EXTWEB-SUBSIDENCE_FORMULAS-022,SUBSIDENCE_FORMULAS,METADATA_ONLY,Solving the problems of exploitation safety of potassium salt deposit based on joint application of geophysical and geomechanical studies,2021
rank 4 / CW-0002 (частично: аннотация + полный список литературы,EXTWEB-RHEOLOGY_MECH-001,RHEOLOGY_MECH,ABSTRACT_ONLY,Rheological analysis of geomechanical processes (рус. ориг.: Об одном подходе к реологическому анализу геомеханических процессов),2005
текст и числа недоступны),EXTWEB-RHEOLOGY_MECH-001,RHEOLOGY_MECH,ABSTRACT_ONLY,Rheological analysis of geomechanical processes (рус. ориг.: Об одном подходе к реологическому анализу геомеханических процессов),2005
MR-CONF-018 (происхождение параметров ползучести,EXTWEB-RHEOLOGY_MECH-002,RHEOLOGY_MECH,FULL_TEXT_READ,Прогноз целостности водозащитной толщи на Верхнекамском месторождении калийных руд,2022
уточнение ссылки [29]),EXTWEB-RHEOLOGY_MECH-002,RHEOLOGY_MECH,FULL_TEXT_READ,Прогноз целостности водозащитной толщи на Верхнекамском месторождении калийных руд,2022
калиброванный на СКРУ-1» — отрицательный результат,EXTWEB-RHEOLOGY_MECH-003,RHEOLOGY_MECH,PARTIAL_TEXT_QUERY,Деформирование горных выработок в условиях Гремячинского месторождения калийных солей,2020
поиск «закон ползучести,EXTWEB-RHEOLOGY_MECH-003,RHEOLOGY_MECH,PARTIAL_TEXT_QUERY,Деформирование горных выработок в условиях Гремячинского месторождения калийных солей,2020
MR-CONF-018,EXTWEB-RHEOLOGY_MECH-004,RHEOLOGY_MECH,FULL_TEXT_READ,Геомеханическое обоснование расчетов оседаний земной поверхности при добыче калийно-магниевых руд (на примере Верхнекамского месторождения калийно-магниевых сол,2015
UNKNOWN №3 (MECH_RHEO §10),EXTWEB-RHEOLOGY_MECH-004,RHEOLOGY_MECH,FULL_TEXT_READ,Геомеханическое обоснование расчетов оседаний земной поверхности при добыче калийно-магниевых руд (на примере Верхнекамского месторождения калийно-магниевых сол,2015
вопрос «закон ползучести,EXTWEB-RHEOLOGY_MECH-004,RHEOLOGY_MECH,FULL_TEXT_READ,Геомеханическое обоснование расчетов оседаний земной поверхности при добыче калийно-магниевых руд (на примере Верхнекамского месторождения калийно-магниевых сол,2015
калиброванный на данных СКРУ-1 вне корпуса»,EXTWEB-RHEOLOGY_MECH-004,RHEOLOGY_MECH,FULL_TEXT_READ,Геомеханическое обоснование расчетов оседаний земной поверхности при добыче калийно-магниевых руд (на примере Верхнекамского месторождения калийно-магниевых сол,2015
MM-CREEP-103,EXTWEB-RHEOLOGY_MECH-005,RHEOLOGY_MECH,ABSTRACT_ONLY,"Разработка методов математического моделирования процессов деформирования соляных междукамерных целиков: дисс. канд. техн. наук, 2.8.6 (199 с.); оглавление/спис",2025
MR-RHEO-CL-18..21,EXTWEB-RHEOLOGY_MECH-005,RHEOLOGY_MECH,ABSTRACT_ONLY,"Разработка методов математического моделирования процессов деформирования соляных междукамерных целиков: дисс. канд. техн. наук, 2.8.6 (199 с.); оглавление/спис",2025
цель «Baryakh–Tsayukov elastic-viscoplastic papers 2019–2024»,EXTWEB-RHEOLOGY_MECH-005,RHEOLOGY_MECH,ABSTRACT_ONLY,"Разработка методов математического моделирования процессов деформирования соляных междукамерных целиков: дисс. канд. техн. наук, 2.8.6 (199 с.); оглавление/спис",2025
rank 5 / CW-0022 — только выходные данные,EXTWEB-RHEOLOGY_MECH-006,RHEOLOGY_MECH,METADATA_ONLY,Деформирование соляных пород,1996
CW-1406 (VKM-SRC-012 [36],EXTWEB-RHEOLOGY_MECH-007,RHEOLOGY_MECH,ABSTRACT_ONLY,"Development of Hereditary Model for Deformation and Failure of Salt Rocks (= Развитие наследственной модели деформирования и разрушения соляных пород, ФТПРПИ 20",2004
EV-VN-S012-0037),EXTWEB-RHEOLOGY_MECH-007,RHEOLOGY_MECH,ABSTRACT_ONLY,"Development of Hereditary Model for Deformation and Failure of Salt Rocks (= Развитие наследственной модели деформирования и разрушения соляных пород, ФТПРПИ 20",2004
цель «Abel/hereditary creep kernels for VKM salts» (частично),EXTWEB-RHEOLOGY_MECH-007,RHEOLOGY_MECH,ABSTRACT_ONLY,"Development of Hereditary Model for Deformation and Failure of Salt Rocks (= Развитие наследственной модели деформирования и разрушения соляных пород, ФТПРПИ 20",2004
MR-RHEO-CL-17 (= EXT-SRC-017 прошлого релиза) — значения не получены,EXTWEB-RHEOLOGY_MECH-008,RHEOLOGY_MECH,ABSTRACT_ONLY,Estimating salt rocks rheology by in-situ observations of vertical deformation of interchamber pillars (= ФТПРПИ 2007 №1 с.21–27),2007
CW-1383 (VKM-SRC-012 [10]),EXTWEB-RHEOLOGY_MECH-009,RHEOLOGY_MECH,METADATA_ONLY,Rock Mechanics Design in Mining and Tunneling,1984
FC-013,EXTWEB-RHEOLOGY_MECH-009,RHEOLOGY_MECH,METADATA_ONLY,Rock Mechanics Design in Mining and Tunneling,1984
MM-SCALE-001,EXTWEB-RHEOLOGY_MECH-009,RHEOLOGY_MECH,METADATA_ONLY,Rock Mechanics Design in Mining and Tunneling,1984
MR-CONF-002,EXTWEB-RHEOLOGY_MECH-009,RHEOLOGY_MECH,METADATA_ONLY,Rock Mechanics Design in Mining and Tunneling,1984
MR-CONF-009/029,EXTWEB-RHEOLOGY_MECH-010,RHEOLOGY_MECH,METADATA_ONLY,"Экспериментальное определение напряжений в соляных породах: дис. / автореф. … канд. техн. наук, 05.15.11",2000
rank 129 / CW-1795 (выходные данные),EXTWEB-RHEOLOGY_MECH-010,RHEOLOGY_MECH,METADATA_ONLY,"Экспериментальное определение напряжений в соляных породах: дис. / автореф. … канд. техн. наук, 05.15.11",2000
контекст rank 28 / CW-0051 (Асанов–Токсаров 1999),EXTWEB-RHEOLOGY_MECH-010,RHEOLOGY_MECH,METADATA_ONLY,"Экспериментальное определение напряжений в соляных породах: дис. / автореф. … канд. техн. наук, 05.15.11",2000
лид к MR-RHEO-CL-17 / целевому вопросу «натурная реология МКЦ»,EXTWEB-RHEOLOGY_MECH-011,RHEOLOGY_MECH,METADATA_ONLY,"(статья в «Вестнике Нижегородского университета им. Н.И. Лобачевского», 2011, №4, ч.5, с.2591 и далее; начинается словами о 30 годах работы рудников ВКМ)",2011
нет (побочный лид),EXTWEB-RHEOLOGY_MECH-012,RHEOLOGY_MECH,METADATA_ONLY,Estimation of Pillar Stability Based on Viscoelastic Model of Rock Mass,2005–2006
MR-CONF-016 (K_Ic,EXTWEB-RHEOLOGY_MECH-013,RHEOLOGY_MECH,ABSTRACT_ONLY,Analysis of Cracking in Rock Salt,ок. 2000 (по метаданным выдачи)
зависимость от метода),EXTWEB-RHEOLOGY_MECH-013,RHEOLOGY_MECH,ABSTRACT_ONLY,Analysis of Cracking in Rock Salt,ок. 2000 (по метаданным выдачи)
цель «fracture toughness K_Ic of VKM salts»,EXTWEB-RHEOLOGY_MECH-013,RHEOLOGY_MECH,ABSTRACT_ONLY,Analysis of Cracking in Rock Salt,ок. 2000 (по метаданным выдачи)
FC-025 (контекст),EXTWEB-RHEOLOGY_MECH-014,RHEOLOGY_MECH,ABSTRACT_ONLY,Experimental and Theoretical Estimation of Fracture Toughness in Salt Rocks in Testing of Samples with Wedge-Shaped Cut,2020
MM-FRAC-003/004,EXTWEB-RHEOLOGY_MECH-014,RHEOLOGY_MECH,ABSTRACT_ONLY,Experimental and Theoretical Estimation of Fracture Toughness in Salt Rocks in Testing of Samples with Wedge-Shaped Cut,2020
MR-CONF-016,EXTWEB-RHEOLOGY_MECH-014,RHEOLOGY_MECH,ABSTRACT_ONLY,Experimental and Theoretical Estimation of Fracture Toughness in Salt Rocks in Testing of Samples with Wedge-Shaped Cut,2020
CW-1640 (EV-VN-S025-0911..0915),EXTWEB-RHEOLOGY_MECH-015,RHEOLOGY_MECH,METADATA_ONLY,Исследование прочности массива соляных горных пород методами механики разрушения (Strength investigation of the rock salt massif by means of fracture mechanics ,1987
MR-CONF-016,EXTWEB-RHEOLOGY_MECH-015,RHEOLOGY_MECH,METADATA_ONLY,Исследование прочности массива соляных горных пород методами механики разрушения (Strength investigation of the rock salt massif by means of fracture mechanics ,1987
CW-1844 (VKM-SRC-032 [2]),EXTWEB-RHEOLOGY_MECH-016,RHEOLOGY_MECH,METADATA_ONLY,"Деформирование и разрушение несущих элементов камерной системы разработки в условиях слоисто-неоднородного строения породного массива: дис. … канд. техн. наук, ",(не установлен; защита в совете Д 004.026.01)
FC-021,EXTWEB-RHEOLOGY_MECH-016,RHEOLOGY_MECH,METADATA_ONLY,"Деформирование и разрушение несущих элементов камерной системы разработки в условиях слоисто-неоднородного строения породного массива: дис. … канд. техн. наук, ",(не установлен; защита в совете Д 004.026.01)
MR-CONF-010,EXTWEB-RHEOLOGY_MECH-016,RHEOLOGY_MECH,METADATA_ONLY,"Деформирование и разрушение несущих элементов камерной системы разработки в условиях слоисто-неоднородного строения породного массива: дис. … канд. техн. наук, ",(не установлен; защита в совете Д 004.026.01)
цель «interface/clay-contact mechanics (Барях–Ломакин)»,EXTWEB-RHEOLOGY_MECH-016,RHEOLOGY_MECH,METADATA_ONLY,"Деформирование и разрушение несущих элементов камерной системы разработки в условиях слоисто-неоднородного строения породного массива: дис. … канд. техн. наук, ",(не установлен; защита в совете Д 004.026.01)
для сверки потоком SKRU1_SPECIFIC/MINING,EXTWEB-RHEOLOGY_MECH-017,RHEOLOGY_MECH,ABSTRACT_ONLY,Разработка технологии выемки карналлитового пласта с повышенным извлечением,
контекст степени нагружения МКЦ карналлитовых панелей СКРУ-1 (MM-PILLAR-*),EXTWEB-RHEOLOGY_MECH-017,RHEOLOGY_MECH,ABSTRACT_ONLY,Разработка технологии выемки карналлитового пласта с повышенным извлечением,
6),EXTWEB-RHEOLOGY_MECH-018,RHEOLOGY_MECH,ABSTRACT_ONLY,О деформационном критерии оценки устойчивости междукамерных целиков,2018
MM-PILLAR-004 (ε_крит),EXTWEB-RHEOLOGY_MECH-018,RHEOLOGY_MECH,ABSTRACT_ONLY,О деформационном критерии оценки устойчивости междукамерных целиков,2018
MM-PILLAR-009 (ε_прод = ε_попер/1,EXTWEB-RHEOLOGY_MECH-018,RHEOLOGY_MECH,ABSTRACT_ONLY,О деформационном критерии оценки устойчивости междукамерных целиков,2018
MR-RHEO-N28,EXTWEB-RHEOLOGY_MECH-018,RHEOLOGY_MECH,ABSTRACT_ONLY,О деформационном критерии оценки устойчивости междукамерных целиков,2018
RM-F-013,EXTWEB-RHEOLOGY_MECH-019,RHEOLOGY_MECH,METADATA_ONLY,Физическое и математическое моделирование процесса деформирования и разрушения междукамерных целиков,2021
контекст MR-RHEO-CL-18..21,EXTWEB-RHEOLOGY_MECH-019,RHEOLOGY_MECH,METADATA_ONLY,Физическое и математическое моделирование процесса деформирования и разрушения междукамерных целиков,2021
MR-CONF-009,EXTWEB-RHEOLOGY_MECH-020,RHEOLOGY_MECH,METADATA_ONLY,Экспериментальное определение напряжений в соляном массиве с использованием эффекта Кайзера,1999
MR-CONF-029,EXTWEB-RHEOLOGY_MECH-020,RHEOLOGY_MECH,METADATA_ONLY,Экспериментальное определение напряжений в соляном массиве с использованием эффекта Кайзера,1999
rank 28 / CW-0051 (выходные данные подтверждены),EXTWEB-RHEOLOGY_MECH-020,RHEOLOGY_MECH,METADATA_ONLY,Экспериментальное определение напряжений в соляном массиве с использованием эффекта Кайзера,1999
FC-035 (контекст объёмного критерия),EXTWEB-RHEOLOGY_MECH-021,RHEOLOGY_MECH,ABSTRACT_ONLY,Justification of fracture criteria for salt rocks,2022
MR-RHEO-CL-18..21,EXTWEB-RHEOLOGY_MECH-021,RHEOLOGY_MECH,ABSTRACT_ONLY,Justification of fracture criteria for salt rocks,2022
RM-F-013 (публикация из списка Цаюкова),EXTWEB-RHEOLOGY_MECH-021,RHEOLOGY_MECH,ABSTRACT_ONLY,Justification of fracture criteria for salt rocks,2022
UNKNOWN №3 MECH_RHEO (температура опытов) — НЕ разрешено,EXTWEB-RHEOLOGY_MECH-022,RHEOLOGY_MECH,NOT_FOUND,"Целевой поиск: температура лабораторных испытаний соляных пород ВКМ на ползучесть (ГИ УрО РАН, ПНИПУ)",
FC-033 — НЕ разрешено,EXTWEB-RHEOLOGY_MECH-023,RHEOLOGY_MECH,NOT_FOUND,"Целевой поиск: натурные измерения напряжений в соляном массиве ВКМ после 2019 г. (Бельтюков и др.), особенно СКРУ-1",
MR-CONF-009,EXTWEB-RHEOLOGY_MECH-023,RHEOLOGY_MECH,NOT_FOUND,"Целевой поиск: натурные измерения напряжений в соляном массиве ВКМ после 2019 г. (Бельтюков и др.), особенно СКРУ-1",
UNKNOWN №1 MECH_RHEO,EXTWEB-RHEOLOGY_MECH-023,RHEOLOGY_MECH,NOT_FOUND,"Целевой поиск: натурные измерения напряжений в соляном массиве ВКМ после 2019 г. (Бельтюков и др.), особенно СКРУ-1",
CW-1905/CW-1906/CW-1907 (Kovin session papers,EXTWEB-GEOPHYS_GPR-001,GEOPHYS_GPR,PARTIAL_TEXT_QUERY,"Ground penetrating radar investigations in Upper Kama potash mines (Ph.D. dissertation, Geology and Geophysics; advisor N.L. Anderson; committee incl. A. Malovi",2010
GPR-077/GPR-078 (Kovin 2010 SAGEEP / LAP book lineage),EXTWEB-GEOPHYS_GPR-001,GEOPHYS_GPR,PARTIAL_TEXT_QUERY,"Ground penetrating radar investigations in Upper Kama potash mines (Ph.D. dissertation, Geology and Geophysics; advisor N.L. Anderson; committee incl. A. Malovi",2010
GPR-105,EXTWEB-GEOPHYS_GPR-001,GEOPHYS_GPR,PARTIAL_TEXT_QUERY,"Ground penetrating radar investigations in Upper Kama potash mines (Ph.D. dissertation, Geology and Geophysics; advisor N.L. Anderson; committee incl. A. Malovi",2010
GPR-106,EXTWEB-GEOPHYS_GPR-001,GEOPHYS_GPR,PARTIAL_TEXT_QUERY,"Ground penetrating radar investigations in Upper Kama potash mines (Ph.D. dissertation, Geology and Geophysics; advisor N.L. Anderson; committee incl. A. Malovi",2010
GPR-CF1,EXTWEB-GEOPHYS_GPR-001,GEOPHYS_GPR,PARTIAL_TEXT_QUERY,"Ground penetrating radar investigations in Upper Kama potash mines (Ph.D. dissertation, Geology and Geophysics; advisor N.L. Anderson; committee incl. A. Malovi",2010
GPR-CF8,EXTWEB-GEOPHYS_GPR-001,GEOPHYS_GPR,PARTIAL_TEXT_QUERY,"Ground penetrating radar investigations in Upper Kama potash mines (Ph.D. dissertation, Geology and Geophysics; advisor N.L. Anderson; committee incl. A. Malovi",2010
MM-GPR-001,EXTWEB-GEOPHYS_GPR-001,GEOPHYS_GPR,PARTIAL_TEXT_QUERY,"Ground penetrating radar investigations in Upper Kama potash mines (Ph.D. dissertation, Geology and Geophysics; advisor N.L. Anderson; committee incl. A. Malovi",2010
MM-GPR-002,EXTWEB-GEOPHYS_GPR-001,GEOPHYS_GPR,PARTIAL_TEXT_QUERY,"Ground penetrating radar investigations in Upper Kama potash mines (Ph.D. dissertation, Geology and Geophysics; advisor N.L. Anderson; committee incl. A. Malovi",2010
same research line),EXTWEB-GEOPHYS_GPR-001,GEOPHYS_GPR,PARTIAL_TEXT_QUERY,"Ground penetrating radar investigations in Upper Kama potash mines (Ph.D. dissertation, Geology and Geophysics; advisor N.L. Anderson; committee incl. A. Malovi",2010
CW-1905/1906/1907 lineage,EXTWEB-GEOPHYS_GPR-002,GEOPHYS_GPR,ABSTRACT_ONLY,"Mapping of evaporite deformation in a potash mine using ground penetrating radar: Upper Kama deposit, Russia",2011
GPR-072 (Kovin 2011 bibliography row,EXTWEB-GEOPHYS_GPR-002,GEOPHYS_GPR,ABSTRACT_ONLY,"Mapping of evaporite deformation in a potash mine using ground penetrating radar: Upper Kama deposit, Russia",2011
acquisition priority HIGH),EXTWEB-GEOPHYS_GPR-002,GEOPHYS_GPR,ABSTRACT_ONLY,"Mapping of evaporite deformation in a potash mine using ground penetrating radar: Upper Kama deposit, Russia",2011
CW-0063 (rank 44),EXTWEB-GEOPHYS_GPR-003,GEOPHYS_GPR,ABSTRACT_ONLY,Оценка скорости распространения электромагнитных волн в солях Верхнекамского месторождения солей,2017
GPR-037,EXTWEB-GEOPHYS_GPR-003,GEOPHYS_GPR,ABSTRACT_ONLY,Оценка скорости распространения электромагнитных волн в солях Верхнекамского месторождения солей,2017
GPR-071,EXTWEB-GEOPHYS_GPR-003,GEOPHYS_GPR,ABSTRACT_ONLY,Оценка скорости распространения электромагнитных волн в солях Верхнекамского месторождения солей,2017
GPR-CF1,EXTWEB-GEOPHYS_GPR-003,GEOPHYS_GPR,ABSTRACT_ONLY,Оценка скорости распространения электромагнитных волн в солях Верхнекамского месторождения солей,2017
GPR-CF8,EXTWEB-GEOPHYS_GPR-003,GEOPHYS_GPR,ABSTRACT_ONLY,Оценка скорости распространения электромагнитных волн в солях Верхнекамского месторождения солей,2017
GPR-CF7,EXTWEB-GEOPHYS_GPR-004,GEOPHYS_GPR,ABSTRACT_ONLY,Перспективы учета гипсометрии пластов с использованием георадиолокации при проходке выработок на Верхнекамском месторождении солей,2026
GPR-CF8 ([21] identity),EXTWEB-GEOPHYS_GPR-004,GEOPHYS_GPR,ABSTRACT_ONLY,Перспективы учета гипсометрии пластов с использованием георадиолокации при проходке выработок на Верхнекамском месторождении солей,2026
VKM-SRC-015 metadata check,EXTWEB-GEOPHYS_GPR-004,GEOPHYS_GPR,ABSTRACT_ONLY,Перспективы учета гипсометрии пластов с использованием георадиолокации при проходке выработок на Верхнекамском месторождении солей,2026
GPR-074 (bibliography row,EXTWEB-GEOPHYS_GPR-005,GEOPHYS_GPR,FULL_TEXT_READ,Решение горнотехнических задач на месторождении калийных солей методами геофизики,2022
GPR-105/GPR-106 (partial),EXTWEB-GEOPHYS_GPR-005,GEOPHYS_GPR,FULL_TEXT_READ,Решение горнотехнических задач на месторождении калийных солей методами геофизики,2022
HYD accident-scenario context (hydro-isolating structures),EXTWEB-GEOPHYS_GPR-005,GEOPHYS_GPR,FULL_TEXT_READ,Решение горнотехнических задач на месторождении калийных солей методами геофизики,2022
SGP-029/SGP-030 (ПВРО practice),EXTWEB-GEOPHYS_GPR-005,GEOPHYS_GPR,FULL_TEXT_READ,Решение горнотехнических задач на месторождении калийных солей методами геофизики,2022
priority MEDIUM),EXTWEB-GEOPHYS_GPR-005,GEOPHYS_GPR,FULL_TEXT_READ,Решение горнотехнических задач на месторождении калийных солей методами геофизики,2022
CW-1540 (rank 170),EXTWEB-GEOPHYS_GPR-006,GEOPHYS_GPR,FULL_TEXT_READ,"Сейсмологический мониторинг Верхнекамского месторождения: задачи, проблемы, решения",2018
SGP-005,EXTWEB-GEOPHYS_GPR-006,GEOPHYS_GPR,FULL_TEXT_READ,"Сейсмологический мониторинг Верхнекамского месторождения: задачи, проблемы, решения",2018
SGP-055 (partial: network parameters,EXTWEB-GEOPHYS_GPR-006,GEOPHYS_GPR,FULL_TEXT_READ,"Сейсмологический мониторинг Верхнекамского месторождения: задачи, проблемы, решения",2018
not catalogue),EXTWEB-GEOPHYS_GPR-006,GEOPHYS_GPR,FULL_TEXT_READ,"Сейсмологический мониторинг Верхнекамского месторождения: задачи, проблемы, решения",2018
CW-1594 (VKM-SRC-023 ref 33),EXTWEB-GEOPHYS_GPR-007,GEOPHYS_GPR,FULL_TEXT_READ,Алгоритм прогноза плотности выделения сейсмической энергии для рудника СКРУ-1 Верхнекамского месторождения калийных солей,2023
SGP-004,EXTWEB-GEOPHYS_GPR-007,GEOPHYS_GPR,FULL_TEXT_READ,Алгоритм прогноза плотности выделения сейсмической энергии для рудника СКРУ-1 Верхнекамского месторождения калийных солей,2023
SGP-005,EXTWEB-GEOPHYS_GPR-007,GEOPHYS_GPR,FULL_TEXT_READ,Алгоритм прогноза плотности выделения сейсмической энергии для рудника СКРУ-1 Верхнекамского месторождения калийных солей,2023
SGP-055,EXTWEB-GEOPHYS_GPR-007,GEOPHYS_GPR,FULL_TEXT_READ,Алгоритм прогноза плотности выделения сейсмической энергии для рудника СКРУ-1 Верхнекамского месторождения калийных солей,2023
SGP-CF2 (SGP-049),EXTWEB-GEOPHYS_GPR-007,GEOPHYS_GPR,FULL_TEXT_READ,Алгоритм прогноза плотности выделения сейсмической энергии для рудника СКРУ-1 Верхнекамского месторождения калийных солей,2023
CW-1509 (rank 121),EXTWEB-GEOPHYS_GPR-008,GEOPHYS_GPR,NOT_FOUND,Мониторинг гидроизолирующих целиков на месторождениях солей (as cited locally),2024
GPR-073 (acquisition priority HIGH),EXTWEB-GEOPHYS_GPR-008,GEOPHYS_GPR,NOT_FOUND,Мониторинг гидроизолирующих целиков на месторождениях солей (as cited locally),2024
27 dependent claims in VKM-SRC-040),EXTWEB-GEOPHYS_GPR-009,GEOPHYS_GPR,METADATA_ONLY,Обоснование рациональных комплексов геофизических исследований водозащитной толщи на месторождениях водорастворимых руд (на примере Верхнекамского месторождения,2006
CW-1896 (rank 35,EXTWEB-GEOPHYS_GPR-009,GEOPHYS_GPR,METADATA_ONLY,Обоснование рациональных комплексов геофизических исследований водозащитной толщи на месторождениях водорастворимых руд (на примере Верхнекамского месторождения,2006
CW-1424 (rank 97),EXTWEB-GEOPHYS_GPR-010,GEOPHYS_GPR,METADATA_ONLY,Сейсморазведочные исследования водозащитной толщи на Верхнекамском месторождении калийных солей,2008
SGP-026/SGP-027 lineage,EXTWEB-GEOPHYS_GPR-010,GEOPHYS_GPR,METADATA_ONLY,Сейсморазведочные исследования водозащитной толщи на Верхнекамском месторождении калийных солей,2008
CW-1412 (rank 96),EXTWEB-GEOPHYS_GPR-011,GEOPHYS_GPR,METADATA_ONLY,Малоглубинные геофизические исследования на Верхнекамском месторождении калийных солей (EN version: Shallow geophysical exploration of the Upper Kama potash sal,2013
SGP-026/SGP-038,EXTWEB-GEOPHYS_GPR-011,GEOPHYS_GPR,METADATA_ONLY,Малоглубинные геофизические исследования на Верхнекамском месторождении калийных солей (EN version: Shallow geophysical exploration of the Upper Kama potash sal,2013
CW-1427 (rank 98),EXTWEB-GEOPHYS_GPR-012,GEOPHYS_GPR,METADATA_ONLY,Способ шахтной сейсморазведки для изучения особенностей геологического строения ВКМС,2019
SGP-029,EXTWEB-GEOPHYS_GPR-012,GEOPHYS_GPR,METADATA_ONLY,Способ шахтной сейсморазведки для изучения особенностей геологического строения ВКМС,2019
SGP-029 (ПВРО practice),EXTWEB-GEOPHYS_GPR-013,GEOPHYS_GPR,METADATA_ONLY,Особенности применения способа шахтной сейсморазведки на поперечных волнах с разделением отражений,2019 (per search summary; unverified)
related to CW-1427,EXTWEB-GEOPHYS_GPR-013,GEOPHYS_GPR,METADATA_ONLY,Особенности применения способа шахтной сейсморазведки на поперечных волнах с разделением отражений,2019 (per search summary; unverified)
GPR bibliography (up-to-date review,EXTWEB-GEOPHYS_GPR-014,GEOPHYS_GPR,METADATA_ONLY,Современная геофизика соляных рудников,2025
