ext_id,stream,authors,year,title,venue_publisher,doi,url,source_type,access,is_primary_for,resolves_target,relevance,site_scope,notes
EXTWEB-SKRU1_SPECIFIC-010,SKRU1_SPECIFIC,Редакция «Добывающая промышленность» (dprom.online),n.d.,Главгосэкспертиза разрешила «Уралкалию» разрабатывать новые участки Соликамского рудника,dprom.online (новость),,https://dprom.online/mtindustry/glavgosekspertiza-razreshila-uralkaliyu-razrabatyvat-novye-uchastki-solikamskogo-rudnika/,web,METADATA_ONLY,LEAD: освоение ранее не отрабатывавшихся пластов/участков СКРУ-1 (одобрено Главгосэкспертизой) — к вопросу о текущем статусе рудника,gap: current status of SKRU-1 (operating? closure plans?),MEDIUM,SKRU1,Дата новости в выдаче не видна; содержание — машинная сводка (LEAD). Первоисточник — заключение Главгосэкспертизы (реестр ФАУ «Главгосэкспертиза») — не проверялся.
EXTWEB-SKRU1_SPECIFIC-011,SKRU1_SPECIFIC,Портал «ОВОС: общественные слушания» (агрегатор объявлений),2020,"Объявления об общественных обсуждениях ОВОС ПАО «Уралкалий», февраль 2020: «Отработка предохранительного целика в восточном участке шахтного поля рудника СКРУ-1»; «Опытная технологическая установка упаривания карналлитового рассола на КОФ СКРУ-1»","o-v-o-s.ru (архив за 02.2020, стр. 3); организатор — администрация Соликамского городского округа",,https://o-v-o-s.ru/date/2020/02/page/3 ; https://o-v-o-s.ru/client/%D0%A3%D1%80%D0%B0%D0%BB%D0%BA%D0%B0%D0%BB%D0%B8%D0%B9,web,METADATA_ONLY,LEAD: планируемая с 2020 г. отработка предохранительного целика в восточной части шахтного поля СКРУ-1 (новое событие выемки под охраняемыми объектами); существование публичных материалов ОВОС по СКРУ-1,gap: SKRU-1 mining chronology after 2020; Uralkali public documents on SKRU-1 (protective measures),HIGH,SKRU1,WebFetch o-v-o-s.ru → EGRESS_BLOCKED. Название объекта и дата слушаний (31.03.2020) — только машинная сводка (LEAD). Материалы ОВОС по закону публикуются для обсуждений — цель Phase 2 (запрос в администрацию Соликамского ГО / Уралкалий).
EXTWEB-SKRU1_SPECIFIC-012,SKRU1_SPECIFIC,Журнал «ПромЭнерго Лидер» (статья об истории и проектах Уралкалия),n.d.,"«Уралкалий»: славная история, новые рубежи",promenergolider.ru,,https://promenergolider.ru/primary/%C2%ABuralkaliy%C2%BB_slavnaya_istoriya_novyie_rubeji,web,METADATA_ONLY,"LEAD (атрибуция к этому результату вероятная, не проверена): 2024 — перевод котельной СКРУ-1 с мазута как резервного топлива, модернизация главной вентиляторной установки; добыча карналлитовой руды ~0,7 млн т/год",gap: current status of SKRU-1,LOW,SKRU1,Сведения взяты из машинной сводки по совокупности результатов R-Q1; к какому именно результату относятся — не установлено.
EXTWEB-SKRU1_SPECIFIC-013,SKRU1_SPECIFIC,"не отображены в выдаче (вероятно, Злобина Т.В.)",2022,Обновление параметров модели прогноза сейсмической активности для рудника СКРУ-1 Верхнекамского месторождения калийных солей,"Горное эхо, 2022, № 1, с. 101–108 (ГИ УрО РАН)",10.7242/echo.2022.1.16,https://journal.permsc.ru/index.php/echo,article,METADATA_ONLY,"Вид функций U_i(t, t_i) модели P(t) (FV-SKRU1-001); параметры модели сейсмичности СКРУ-1 (фактор возраста выработок, закладка)",FV-SKRU1-001 (U_i не раскрыт у Злобиной–Шулакова 2023); gap: SKRU-1 seismic catalogue/model,HIGH,SKRU1,DOI взят из списка литературы прочитанной статьи Злобиной–Шулакова 2023 (EXTWEB-SKRU1_SPECIFIC-001). Заглавие и страницы — машинная сводка (LEAD). journal.permsc.ru — egress blocked; текст не прочитан.
EXTWEB-SKRU1_SPECIFIC-014,SKRU1_SPECIFIC,не отображены в выдаче,n.d.,Сейсмологический мониторинг геодинамических процессов в пределах Верхнекамского месторождения калийных солей (дисс.),dissercat.com (карточка),,https://www.dissercat.com/content/seismologicheskii-monitoring-geodinamicheskikh-protsessov-v-predelakh-verkhnekamskogo-mestor,dissertation,METADATA_ONLY,Потенциальный первоисточник истории и конфигурации сейсмологических сетей ВКМ (в т.ч. СКРУ-1),gap: SKRU-1 mine seismic network and catalogue; PST rank 170 (контекст),MEDIUM,VKM_REGIONAL,Только заголовок. Автор и год не видны (dissercat — не открывался).
EXTWEB-SKRU1_SPECIFIC-015,SKRU1_SPECIFIC,не отображены в выдаче,n.d.,"Предотвращение газодинамических явлений при отработке карналлитовых пластов с помощью щелевой разгрузки (дисс., спец. ВАК 25.00.20)",dissercat.com (карточка),,https://www.dissercat.com/content/predotvrashchenie-gazodinamicheskikh-yavlenii-pri-otrabotke-karnallitovykh-plastov-s-pomoshc,dissertation,METADATA_ONLY,Потенциальный источник по технологии и геомеханике отработки карналлитового пласта (на ВКМ карналлит добывается только на СКРУ-1),CC-12 (карналлит на СКРУ-1) — контекст; MINING (технология пласта В/Вк),LOW,VKM_REGIONAL,"Только заголовок. Привязка к СКРУ-1 — вывод из факта единственности карналлитового рудника (F-SKRU1-005), сама диссертация не прочитана."
EXTWEB-SKRU1_SPECIFIC-016,SKRU1_SPECIFIC,Бабаянц И.П.; Барях А.А.; Михайлов В.О.; Тимошкина Е.П.; Волкова М.С.; Хайретдинов С.А.,2023,Мониторинг оседаний на территории г. Березники (Пермский край) методами спутниковой радарной интерферометрии. II. Метод устойчивых отражателей,"Геофизические исследования, 2023, т. 24, № 2 (ИФЗ РАН)",,https://portal.ifz.ru/geofizicheskie-issledovaniya/soderzhanie/tom-24-nomer-2-2023/03,article,METADATA_ONLY,"InSAR-мониторинг ВКМ (Березники, метод PS) — аналог для СКРУ-1; часть II серии",PST rank 10 (CW-0039 — серия статей); gap MONITORING §7 п.3 (покрытие СКРУ-1 — не подтверждено),MEDIUM,VKM_REGIONAL (Березники),Авторы и выходные данные — из машинной сводки и заголовка страницы. Не СКРУ-1.
EXTWEB-SKRU1_SPECIFIC-017,SKRU1_SPECIFIC,не отображены в выдаче (ГИ УрО РАН; вероятно Барях А.А. и соавт.),2023,Геомеханическое сопровождение спутникового радарного мониторинга оседаний подработанных территорий,"Горный журнал, 2023, № 8 (rudmet.com/journal/2236)",,https://www.rudmet.com/journal/2236/article/37004/ ; https://istina.fnkcrr.ru/publications/article/613053471/,article,METADATA_ONLY,Методика совместного использования InSAR и геомеханической модели на ВКМ (аналог для дизайна прогноза СКРУ-1),MM-GEOMECH-004 (контекст); InSAR→model assimilation,MEDIUM,VKM_REGIONAL,Номер выпуска — по сопоставлению URL (journal/2236 = ГЖ 8/2023 в каталоге rudmet). Текст не прочитан (rudmet — egress blocked).
EXTWEB-SKRU1_SPECIFIC-018,SKRU1_SPECIFIC,Евсеев А.В.; Жукова И.А.,2024,Методика районирования шахтных полей рудников ВКМКС по степени опасности их затопления на основе инженерных критериев и математического моделирования,"Горное эхо, 2024, № 4 (97), с. 58–62 по корпусной копии (список литературы может продолжаться) (= VKM-SRC-021 в корпусе)",10.7242/echo.2024.4.8,https://journal.permsc.ru/index.php/echo/article/download/3014/2415/9008,article,METADATA_ONLY,"Нет нового: веб-копия корпусного VKM-SRC-021. Строка нужна, чтобы зафиксировать ошибочную атрибуцию блока 129 к СКРУ-1 в машинной сводке поиска","MONITORING_LIFECYCLE §7 п.4 (рудник блока 129); target «Baryakh & Tenison 2021 breach-risk maps» (методика районирования — здесь, 2024)",MEDIUM,VKM_REGIONAL (рудник не назван),"Веб-версия не открывалась; сверка выполнена по корпусному тексту VKM-SRC-021 (PDF p.3–4, печ. 60–61)."
EXTWEB-SKRU1_SPECIFIC-019,SKRU1_SPECIFIC,"СМИ: РБК (20.11.2014), UralPolit.Ru (04.05.2018), URA.RU (сюжет 84); Википедия «Авария на соликамском руднике»",2014–2018,Сообщения о провалах над СКРУ-2: 18.11.2014 и 02.05.2018,rbc.ru; uralpolit.ru; ura.news; ru.wikipedia.org,,https://www.rbc.ru/society/20/11/2014/546e0693cbb20f95509db998 ; https://uralpolit.ru/article/perm/04-05-2018/138730 ; https://ura.news/story/84 ; https://ru.wikipedia.org/wiki/Авария_на_соликамском_руднике,web,METADATA_ONLY,LEAD: местоположение и размеры провалов СКРУ-2 2014 и 2018 гг. (соседний рудник),task: SKRU-2 2014/2018 sinkholes near the SKRU-1 border,MEDIUM,SKRU2 (NEIGHBOUR_ONLY),Детали — машинная сводка по нескольким результатам; какой результат что сообщает — не разделено. Первоисточники — официальные сообщения ПАО «Уралкалий»/МЧС — не прочитаны.
EXTWEB-SKRU1_SPECIFIC-020,SKRU1_SPECIFIC,Википедия (коллективная),n.d.,Провалы в Березниках и Соликамске,ru.wikipedia.org,,https://ru.wikipedia.org/wiki/Провалы_в_Березниках_и_Соликамске,web,METADATA_ONLY,LEAD: дата закладки ствола № 1 (06.11.1927) и положение (2 км южнее Соликамска); LEAD о закладке выработок под городской чертой Соликамска к 2005 г.,CC-13 / CHR-0023 (дата закладки); SKRU-1 backfill history,LOW,SKRU1,"Третичный источник; сведения только из машинной сводки (атрибуция к этой странице вероятная, не проверена). Использовать лишь как указатель на первоисточники."
EXTWEB-SKRU1_SPECIFIC-021,SKRU1_SPECIFIC,"неофициальные ресурсы ГИС-сообщества (mapbasic.ru, geoprof.nethouse.ru, terraingis.ru, geodesist.ru); КонсультантПлюс",n.d.,Параметры МСК-59 (Пермский край) для MapInfo; «Координаты точек в местной системе координат (МСК 59)»,mapbasic.ru/msk59; consultant.ru (cons_doc_LAW_218938),,https://mapbasic.ru/msk59 ; https://geoprof.nethouse.ru/msk-59-permskiy-kray ; https://terraingis.ru/msk-59.html ; https://www.consultant.ru/document/cons_doc_LAW_218938/d98434f7c4db8b577cb39997e5682067b1311e5e/,web,METADATA_ONLY,LEAD: неофициальные параметры зон МСК-59; факт использования МСК-59 в правовых актах Пермского края,"task: МСК-59 zones; GEOLOGY_COORDS COORDINATE_DATUM_AUDIT (CRS_SKRU1_MINE_LOCAL, переходы UNKNOWN)",MEDIUM,VKM_REGIONAL (Пермский край),Официальные ключи перехода МСК публично не распространяются; найденные параметры неофициальны. Отнесение Соликамска и Березников к зонам в сводке противоречиво (LEAD).
EXTWEB-SKRU1_SPECIFIC-022,SKRU1_SPECIFIC,Беляков Н.А.; Беликов А.А. (Санкт-Петербургский горный университет) — по сводке,2022,Прогноз целостности водозащитной толщи на Верхнекамском месторождении калийных руд,"ГИАБ, 2022, № 6-2, с. 33–46",,https://www.giab-online.ru/files/Data/2022/6/6-2_2022_33-46.pdf ; https://cyberleninka.ru/article/n/prognoz-tselostnosti-vodozaschitnoy-tolschi-na-verhnekamskom-mestorozhdenii-kaliynyh-rud,article,METADATA_ONLY,Альтернативная (не ГИ УрО РАН) модель НДС ВЗТ на ВКМ,PHYSICS_CAUSAL (ВЗТ integrity) — контекст; не СКРУ-1,LOW,VKM_REGIONAL,Авторы — машинная сводка. Сайт/рудник модели не установлен.
EXTWEB-SKRU1_SPECIFIC-023,SKRU1_SPECIFIC,не отображены в выдаче,n.d.,Способ гидрогеологического районирования шахтных полей калийных предприятий (патент RU 2261330),Роспатент; findpatent.ru,,http://www.findpatent.ru/patent/226/2261330.html,report,METADATA_ONLY,Существование патентованного способа районирования шахтных полей калийных рудников по гидрогеологической опасности,task: Baryakh & Tenison 2021 breach-risk maps (как отдельная публикация не найдена),LOW,VKM_REGIONAL,Только заголовок.
EXTWEB-SUBSIDENCE_FORMULAS-001,SUBSIDENCE_FORMULAS,Ермашов А.О. (науч. рук. Кашников Ю.А.),2015,"Геомеханическое обоснование расчетов оседаний земной поверхности при добыче калийно-магниевых руд (на примере Верхнекамского месторождения калийно-магниевых солей): автореферат дис. … канд. техн. наук, 25.00.20","ПНИПУ (выполнена); защита 20.11.2015, совет Д 004.026.01 при ГИ УрО РАН, Пермь; 20 с. (дисс. 133 с.)",,https://earthpapers.net/geomehanicheskoe-obosnovanie-raschetov-osedaniy-zemnoy-poverhnosti-pri-dobyche-kaliyno-magnievyh-rud,dissertation,FULL_TEXT_READ,"модель деформирования и разрушения соляных пород для расчёта оседаний ВКМ (3 стадии ползучести, Perzyna/Wittke–Döring–Erichsen); параметры табл.1–2; методика калибровки по графикам нарастания оседаний из «Указаний»",rank 3 / CW-0053 (автореферат; полный текст диссертации 133 с. не прочитан),HIGH,VKM_REGIONAL,"Текст автореферата (OCR-слой сайта-зеркала) прочитан целиком через Firecrawl; формулы (2)–(4) в OCR искажены и не могут быть восстановлены посимвольно. Прямой доступ earthpapers.net/mi-perm.ru из VM заблокирован egress-прокси; прочитано через Firecrawl. Каталожные записи: dissercat.com (карточка), mi-perm.ru (объявление совета), library.kuzstu.ru."
EXTWEB-SUBSIDENCE_FORMULAS-002,SUBSIDENCE_FORMULAS,"Baryakh A.A.; Samodelkina N.A. (Барях А.А., Самоделкина Н.А.)",2005,"Rheological analysis of geomechanical processes (= Об одном подходе к реологическому анализу геомеханических процессов, ФТПРПИ 2005 №6 с.32–41)","Journal of Mining Science 41(6):522–530, Springer",10.1007/s10913-006-0015-x,https://link.springer.com/article/10.1007/s10913-006-0015-x,article,PAYWALL,модифицированный метод переменных модулей E^p = E^0/[1+Ψ(t)] с априорной информацией о нарастании оседаний (формула в аннотации отсутствует),rank 4 / CW-0002 (частично: аннотация + список литературы; формула не сверена),HIGH,VKM_REGIONAL,"Доступны только аннотация и список литературы (8 позиций): Работнов 1977; Москвитин 1972; Ильюшин 1968 (метод аппроксимаций); Амусин–Линьков 1974 (переменные модули, линейно-наследственная ползучесть); Зенкевич 1975; Кадастр ФМС солей ЦЧ ВКМ (ГИ УрО РАН 1992); Барях–Телегина–Самоделкина–Девятков 2005 (ФТПРПИ №4); Кузнецов 1947. = EXT-SRC-009 (ранее DISCOVERY_ONLY)."
EXTWEB-SUBSIDENCE_FORMULAS-003,SUBSIDENCE_FORMULAS,Барях А.А.; Телегина Е.А.,2013,Анализ условий разрушения водозащитной толщи при различных вариантах камерной системы разработки,"Горный информационно-аналитический бюллетень, 2013, №1, с.34–40",,https://cyberleninka.ru/article/n/analiz-usloviy-razrusheniya-vodozaschitnoy-tolschi-pri-razlichnyh-variantah-kamernoy-sistemy-razrabotki,article,PARTIAL_TEXT_QUERY,"применение модифицированного метода переменных модулей [1]=Барях–Самоделкина 2005, [2]=Амусин–Линьков 1974; нормативная оценка η_max = 0,9·m_0·ω по [5]",rank 4 (вторичное подтверждение линии метода); FC-005 (частично),MEDIUM,VKM_REGIONAL,Прочитано через Firecrawl query-режим (не целиком посимвольно); явной формулы E^p и Ψ(t) на странице нет.
EXTWEB-SUBSIDENCE_FORMULAS-004,SUBSIDENCE_FORMULAS,Samsonov S.; Baryakh A.,2020,"Estimation of Deformation Intensity above a Flooded Potash Mine Near Berezniki (Perm Krai, Russia) with SAR Interferometry","Remote Sensing 12(19):3215, MDPI (Letter; CC BY)",10.3390/rs12193215,https://www.mdpi.com/2072-4292/12/19/3215/htm,article,PARTIAL_TEXT_QUERY,практика пересчёта LOS→«псевдовертикаль» делением на cos угла падения для Березников (Sentinel-1); MSBAS (асц.+дисц.) → восток+вертикаль,rank 6 / CW-0018; FC-001 (LOS→вертикаль),HIGH,VKM_REGIONAL,Прочитано через Firecrawl (query/directQuote); прямой egress к mdpi.com из VM заблокирован. Данные: Mendeley Data ckc3hgz2dh/1.
EXTWEB-SUBSIDENCE_FORMULAS-005,SUBSIDENCE_FORMULAS,Brouwer W.S.; Hanssen R.F.,2024,Estimating three-dimensional displacements with InSAR: the strapdown approach,"Journal of Geodesy 98(12):110, Springer (open access); preprint EarthArXiv 10.31223/X5XM34",10.1007/s00190-024-01918-2,https://link.springer.com/article/10.1007/s00190-024-01918-2,article,FULL_TEXT_READ,"проекция 3D-смещения на LOS: d_LoS = [sinθ·sinα_d, sinθ·cosα_d, cosθ]·[d_e,d_n,d_u]^T (θ — угол падения к радару, α_d — азимут нулевой доплеровской плоскости в направлении НА спутник)",CW-0017 (Hanssen 2001 — книга недоступна; использована рецензируемая статья того же автора); FC-001; MM-INSAR-012/014/026,HIGH,other,Общая геодезическая геометрия InSAR; применимо к любому участку. Книга Hanssen 2001 (Kluwer) онлайн не найдена — NOT_FOUND в открытом доступе.
EXTWEB-SUBSIDENCE_FORMULAS-006,SUBSIDENCE_FORMULAS,Alaska Satellite Facility (ASF) HyP3 team,2023–2026 (живой документ),Sentinel-1 InSAR Product Guide (HyP3),ASF DAAC / NASA Earthdata,,https://hyp3-docs.asf.alaska.edu/guides/insar_product_guide/,web,FULL_TEXT_READ,знаковая конвенция LOS-продукта (положительно = к сенсору) и допущение «только вертикальное движение» для vertical displacement,FC-001 (вспомогательно),LOW,other,"Credible technical documentation, не первоисточник формулы."
EXTWEB-SUBSIDENCE_FORMULAS-007,SUBSIDENCE_FORMULAS,Шумихина А.Ю. (науч. рук. Барях А.А.),1997,"Крупномасштабное математическое моделирование геомеханических процессов при разработке месторождений калийных руд: автореферат дис. … канд. техн. наук, 05.15.11","Горный институт УрО РАН, Пермь (по выдаче поиска; оппоненты Кашников Ю.А., Шуплецов Ю.П.)",,https://tekhnosfera.com/krupnomasshtabnoe-matematicheskoe-modelirovanie-geomehanicheskih-protsessov-pri-razrabotke-mestorozhdeniy-kaliynyh-rud,dissertation,METADATA_ONLY,"ранняя (1990-е) линия ГИ УрО РАН «крупномасштабного» моделирования геомеханических процессов над калийными рудниками — предшественник эквивалентного выработанного слоя / метода переменных модулей (MM-GEOMECH-004, MM-CREEP-012)?",новая линия (в корпусе не цитируется); контекст CW-0002/CW-0052,MEDIUM,VKM_REGIONAL,"WebFetch tekhnosfera.com -> EGRESS_BLOCKED (1 попытка). Автор, степень, специальность, год, оппоненты взяты из машинного резюме WebSearch (LEAD, LOW). Содержание (формулы, параметры) не прочитано; входит ли туда метод переменных модулей — UNKNOWN."
EXTWEB-SUBSIDENCE_FORMULAS-008,SUBSIDENCE_FORMULAS,Барях А.А.; Шумихина А.Ю.,1993,Крупномасштабное математическое моделирование геомеханических процессов при разработке калийных месторождений,"Горный журнал, 1993, №4 (страницы не установлены)",,,article,METADATA_ONLY,"то же, журнальная публикация линии крупномасштабного моделирования ГИ УрО РАН",новая линия (в корпусе не цитируется),LOW,VKM_REGIONAL,"Известна только из машинного резюме WebSearch (LEAD, LOW); URL первичной публикации не найден; выходные данные требуют проверки по каталогу (Phase 2, библиотека)."
EXTWEB-SUBSIDENCE_FORMULAS-009,SUBSIDENCE_FORMULAS,Tournaire Louis-Marcellin (1824–1886) — биографическая страница annales.org,1884,Des dimensions à donner aux piliers des carrières et des pressions auxquelles les terrains sont soumis dans les profondeurs (по библ. записи VKM-SRC-031 [6]),"Annales des Mines, Paris, 1884 (по VKM-SRC-031); биография — annales.org (Société des amis des Annales des Mines)",,https://www.annales.org/archives/x/tournaire.html,article,METADATA_ONLY,классический первоисточник оценки нагрузки на целик по присоединённой площади (tributary area): P = γH(a+b)/b — «Турнер» в «методике Турнера–Шевякова»,вопрос задания «Turner–Shevyakov pillar loading»; MM-PILLAR-001/010; EV-VN-S031-0005/-0036,MEDIUM,other,"Текст статьи 1884 г. не найден онлайн в этой сессии; подтверждено существование автора и работы 1884 г. о размерах целиков карьеров (биография). «Турнер» — русская передача фамилии Tournaire, а не англ. Turner."
EXTWEB-SUBSIDENCE_FORMULAS-010,SUBSIDENCE_FORMULAS,Шевяков Л.Д. (1889–1963),1941,О расчете прочных размеров и деформаций целиков,"Известия АН СССР, Отделение технических наук, 1941, №7–9",,"https://ru.m.wikipedia.org/wiki/Шевяков,_Лев_Дмитриевич",article,METADATA_ONLY,"вторая часть «методики Турнера–Шевякова» (нагрузка на ленточные/столбчатые целики, размеры целиков)",вопрос задания «Turner–Shevyakov pillar loading»; EV-VN-S031-0037 (VKM-SRC-031 [7]),MEDIUM,other,Выходные данные подтверждены машинным резюме поиска и совпадают с библ. записью VKM-SRC-031 [7]; текст статьи не доступен онлайн (Phase 2: библиотека).
EXTWEB-SUBSIDENCE_FORMULAS-011,SUBSIDENCE_FORMULAS,Knothe S.,1952,Wpływ czasu na kształtowanie się niecki osiadania (Влияние времени на формирование мульды оседания),Archiwum Górnictwa i Hutnictwa (том/страницы не подтверждены в этой сессии),,,article,METADATA_ONLY,функция времени Кноте: скорость оседания пропорциональна недостающей до конечной величине оседания,вопрос задания «Knothe time function»; в корпусе ВКМ не используется,MEDIUM,other,Оригинал (польск.) не достигнут; форма известна по вторичным рецензируемым статьям (EXTWEB-SUBSIDENCE_FORMULAS-012).
EXTWEB-SUBSIDENCE_FORMULAS-012,SUBSIDENCE_FORMULAS,(авторы не извлечены — заголовки в выдаче поиска),2020; 2022,Application of the Improved Knothe Time Function Model in the Prediction of Ground Mining Subsidence: A Case Study from Heze City (Appl. Sci. 10(9):3147); A time function-based prediction model of mining subsidence: application to the Barapukuria coal mine (Sci. Rep. 2022),MDPI Applied Sciences 2020; Scientific Reports 2022 (PMC9626622),,https://www.mdpi.com/2076-3417/10/9/3147 ; https://pmc.ncbi.nlm.nih.gov/articles/PMC9626622/,article,ABSTRACT_ONLY,"вторичное описание функции Кноте 1952: dw/dt = c·(w_max − w(t)), c — коэффициент времени, зависящий от свойств покрывающей толщи",вопрос задания «Knothe time function» (вторично),LOW,other,"Только машинное резюме WebSearch по нескольким статьям (LEAD, LOW); угольные бассейны Китая/Бангладеш — ANALOGUE, не ВКМ."
EXTWEB-SUBSIDENCE_FORMULAS-013,SUBSIDENCE_FORMULAS,Авершин С.Г.,1947,Сдвижение горных пород при подземных разработках,"М.: Углетехиздат, 1947, 245 с.",,https://www.dissercat.com/content/geometriya-muldy-sdvizheniya-zemnoi-poverkhnosti-nad-gornymi-vyrabotkami-ugolnykh-shakht,monograph,METADATA_ONLY,"классическая советская теория сдвижения (типовые кривые, время процесса) — для угольных бассейнов",вопрос задания «Avershin influence and time functions»; в корпусе ВКМ не используется,LOW,other,Существование и выходные данные подтверждены по библиографиям диссертаций (выдача поиска); содержание по функциям распределения/времени не проверено.
EXTWEB-SUBSIDENCE_FORMULAS-014,SUBSIDENCE_FORMULAS,sarmap SA (разработчик SARscape),2022; 2025,"SBAS Tutorial, SARscape Version 5.6.2 (September 2022); Enhanced-SBAS Tutorial, SARscape Version 6.1.0 (March 2025)","sarmap SA, Швейцария (документация ПО)",,https://www.sarmap.ch/tutorials/SBAS_Tutorial_562.pdf ; https://www.sarmap.ch/tutorials/SBAS_ESBAS_Tutorial_610.pdf,web,ABSTRACT_ONLY,"как ПО SARscape определяет продукт «vertical displacement» из LOS (cosine correction) — к вопросу, что фактически сделали Горский–Хоменков (VKM-SRC-009)",FC-001 (намерение авторов VKM-SRC-009); XFV-SF-002,MEDIUM,other,"WebFetch www.sarmap.ch -> EGRESS_BLOCKED (1 попытка). Известно только машинное резюме WebSearch (LEAD, LOW): вертикаль получают «cosine correction» — проецированием LOS на вертикаль с учётом косинуса локального угла падения; деление или умножение — формулировкой резюме не определено."
EXTWEB-SUBSIDENCE_FORMULAS-015,SUBSIDENCE_FORMULAS,(авторы не извлечены из выдачи),2023,Геомеханическое сопровождение спутникового радарного мониторинга оседаний подработанных территорий,"Горный журнал, 2023, №8 (карточка rudmet.com, article 37004)",,https://www.rudmet.com/journal/2236/article/37004/,article,METADATA_ONLY,связка InSAR-мониторинга оседаний с геомеханическим моделированием на подработанных территориях (вероятно ВКМ) — к оператору наблюдения InSAR,контекст CW-1849 (rank 75); MM-INSAR-*; сопоставить с EXTWEB-SKRU1_SPECIFIC-008 (JMS 2025),MEDIUM,VKM_REGIONAL,"Найдено попутно при поиске CW-1849; авторы, участок и формулы не установлены (LEAD); полный текст — Phase 2 (подписка «Горного журнала»/библиотека)."
EXTWEB-SUBSIDENCE_FORMULAS-016,SUBSIDENCE_FORMULAS,Барях А.А.; Евсеев А.В.; Глебова П.А.; Васильева Е.Л.,2023,Прогноз оседаний земной поверхности по данным измерения деформаций горных выработок,"Горный журнал, 2023, №11 (по библ. записи корпуса CW-1849)",,https://www.rudmet.ru/catalog/journal/2262/,article,NOT_FOUND,связь деформаций выработок/МКЦ с прогнозом оседаний (ВКМ),rank 75 / CW-1849 — НЕ разрешено,HIGH,VKM_REGIONAL,Статья поиском не найдена (выпуск ГЖ 11/2023 существует — rudmet.ru/catalog/journal/2262/); gorniyzhurnal.ru и elibrary заблокированы egress-политикой. Phase 2: выпуск ГЖ 2023 №11 в библиотеке/подписке.
EXTWEB-SUBSIDENCE_FORMULAS-017,SUBSIDENCE_FORMULAS,(не установлены; предположительно ВНИИГ / Уральский филиал ВНИИГ),,"Первоисточник эмпирического закона времени устойчивого состояния выработок Tр = A·exp(−13,5γH/Rc)·√(S/Sр)·K",,,https://www.dissercat.com/content/vliyanie-solenosnykh-glin-na-ustoichivost-gornykh-vyrabotok-v-usloviyakh-verkhnekamskogo-mes,report,NOT_FOUND,"закон Tр (MM-ROOF-002; MR-RHEO-N15) и коэффициент 13,5, A = 1606 / 2020K",FC-006; MR-CONF-003; EV-VN-S037-0573 — НЕ разрешено,MEDIUM,VKM_REGIONAL,"Поиск формулы не дал. Лиды: диссертация «Влияние соленосных глин на устойчивость горных выработок в условиях ВКМ» (dissercat; автор/год не извлечены); «Руководство по проектированию подземных горных выработок и расчету крепи» (1983, docs.cntd — общий, не ВКМ). Phase 2: фонды ВНИИГ/ГИ УрО РАН."
EXTWEB-SUBSIDENCE_FORMULAS-018,SUBSIDENCE_FORMULAS,Бабаянц И.П.; Барях А.А.; Волкова М.С.; Михайлов В.О.; Тимошкина Е.П.; Хайретдинов С.А. (ИФЗ РАН; ГИ УрО РАН),2021,Мониторинг оседаний на территории г. Березники (Пермский край) методами спутниковой радарной интерферометрии. I. Дифференциальная интерферометрия,"Геофизические исследования, 2021, т.22, №4",,https://portal.ifz.ru/geofizicheskie-issledovaniya/soderzhanie/tom-22-nomer-4-2021/05,article,METADATA_ONLY,"часть I серии (DInSAR над Березниками); часть II (метод устойчивых отражателей, 2023, т.24 №2) = VKM-SRC-004 в корпусе","rank 10 / CW-0039 — выходные данные уточнены (номер 4, подзаголовок части I); текст не прочитан",MEDIUM,VKM_REGIONAL,"portal.ifz.ru не опробован WebFetch (политика egress блокирует все научные домены, опробованные в этом прогоне). Метаданные — по выдаче поиска (заголовок страницы журнала)."
EXTWEB-SUBSIDENCE_FORMULAS-019,SUBSIDENCE_FORMULAS,(авторы не извлечены; вероятно ГИ УрО РАН),,Геомеханический анализ влияния извлечения калийной руды на безопасность горных работ,"Горный журнал (карточка rudmet.ru, journal 1472, article 25296; год/номер не извлечены)",,http://www.rudmet.ru/journal/1472/article/25296/,article,ABSTRACT_ONLY,связь уровня извлечения руды с безопасностью подработки ВЗТ на ВКМ (многовариантное моделирование): устойчивость ВЗТ до завершения сдвижения при «коэффициенте извлечения порядка 40–45 %»,FC-016 (ещё одно употребление термина «коэффициент извлечения»),MEDIUM,VKM_REGIONAL,"Аннотация известна по машинному резюме WebSearch (LEAD, LOW). Какой коэффициент извлечения (массовый, плановый, расчётный ω) имеется в виду — из аннотации не следует."
