pick_id,borehole_id,borehole_id_as_printed,unit_as_printed,unit_canonical_guess,pick_kind,reference,reference_detail,top_depth_m,bottom_depth_m,top_abs_m,bottom_abs_m,thickness_m,value_as_printed,tvd_as_printed,units,source_id,locator,vn_id,extraction_method,quote_check,visual_check,pick_quality,order_check,status,scope,scale,confidence,notes
PK-00139,BH-SOL-215,215,Соляно-мергельная толща (СМТ),СМТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",51.55,,,,,"51,55",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0333,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00140,BH-SOL-215,215,Переходная пачка (ПП),ПП,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",152.5,,,,,"152,5",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0333,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00141,BH-SOL-215,215,Покровная каменная соль (ПКС),ПКС,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",158.6,,,,,"158,6",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0333,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00142,BH-SOL-215,215,Карналлитовая зона (СКЗ),СКЗ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",174.6,,,,,"174,6",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0333,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00143,BH-SOL-215,215,Сильвинитовая зона (СЗ),СЗ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",257.7,,,,,"257,7",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0333,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00144,BH-SOL-215,215,"Подстилающая каменная соль (ПдКС, верхняя)",ПдКС,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",272,,,,,"272,0",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0333,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00145,BH-SOL-215,215,Маркирующий горизонт (МГ),МГ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",317.5,,,,,"317,5",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0333,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00146,BH-SOL-215,215,"Подстилающая каменная соль (ПдКС, ниже МГ)",ПдКС_под_МГ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",328,,,,,"328,0",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0333,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00147,BH-SOL-124,124,Терригенно-карбонатная толща (ТКТ),ТКТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",2,,,,,"2,0",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0321,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00148,BH-SOL-124,124,Соляно-мергельная толща (СМТ),СМТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",70.2,,,,,"70,2",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0321,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00149,BH-SOL-124,124,Покровная каменная соль (ПКС),ПКС,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",152,,,,,"152,0",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0321,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00150,BH-SOL-124,124,Карналлитовая зона (СКЗ),СКЗ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",168,,,,,"168,0",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0321,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00151,BH-SOL-124,124,Сильвинитовая зона (СЗ),СЗ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",262.5,,,,,"262,5",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0321,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00152,BH-SOL-124,124,"Подстилающая каменная соль (ПдКС, верхняя)",ПдКС,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",288,,,,,"288,0",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0321,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00153,BH-SOL-124,124,Маркирующий горизонт (МГ),МГ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",316.2,,,,,"316,2",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0321,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00154,BH-SOL-124,124,"Подстилающая каменная соль (ПдКС, ниже МГ)",ПдКС_под_МГ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",318.4,,,,,"318,4",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0321,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00155,BH-DUR-S011-656,656,ПП,ПП,STRAT_BOUNDARY,absolute_elevation,,,,-305.1,,88,top_abs_m=-305.1; thickness_m=88,,m,VKM-SRC-011,p.59 стр. 117,EV-VN-S011-1129,TEXT_LAYER,FUZZY_74,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00156,BH-DUR-S011-656,656,ангидрит-карбонатная порода в ТКТ,ТКТ,STRAT_BOUNDARY,thickness_only,,,,,,0.5,thickness_m=0.5,,m,VKM-SRC-011,p.62 стр. 122-123,EV-VN-S011-1288,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00157,BH-DUR-S011-656,656,гипс в ТКТ,ТКТ,STRAT_BOUNDARY,thickness_only,,,,,,0.3,thickness_m=0.3,,m,VKM-SRC-011,p.62 стр. 122-123,EV-VN-S011-1288,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00158,BH-DUR-S011-209,209,ПП,ПП,STRAT_BOUNDARY,absolute_elevation,,,,-310.8,,105,top_abs_m=-310.8; thickness_m=105,,m,VKM-SRC-011,p.59 стр. 117,EV-VN-S011-1130,TEXT_LAYER,FUZZY_74,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00159,BH-DUR-S011-209,209,ПдКС (нижний калийный пласт - кровля ГАТ),ПдКС,STRAT_BOUNDARY,thickness_only,,,,,,55,thickness_m=55,,m,VKM-SRC-011,p.62 стр. 122,EV-VN-S011-1255,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00160,BH-DUR-S011-301,301,соляное зеркало (кровля солей),кровля соляной толщи (соляное зеркало),STRAT_BOUNDARY,absolute_elevation,,,,-428,,,top_abs_m=-428,,m,VKM-SRC-011,p.67 Рис. 2.57,EV-VN-S011-1411,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00161,BH-DUR-S011-175,175,надсолевые отложения (СМТнс+ТКТ+ПЦТ),ПЦТ,STRAT_BOUNDARY,thickness_only,,,,,,770,thickness_m=770,,m,VKM-SRC-011,p.62 стр. 122-123,EV-VN-S011-1261,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00162,BH-DUR-S011-450,450,ПЦТ (не пройдена до подошвы),ПЦТ,STRAT_BOUNDARY,thickness_only,,,,,,669,thickness_m=669,,m,VKM-SRC-011,p.62 стр. 122-123,EV-VN-S011-1276,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00163,BH-DUR-S011-517,517,красный сильвин вкрапления,UNRESOLVED:красный сильвин вкрапления,STRAT_BOUNDARY,depth_below_collar,,573.3,585.2,,,,top_depth_m=573.3; bottom_depth_m=585.2,,m,VKM-SRC-011,p.61 стр. 121,EV-VN-S011-1241,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00164,BH-DUR-S011-521,521,соляное зеркало (кровля солей),кровля соляной толщи (соляное зеркало),STRAT_BOUNDARY,absolute_elevation,,,,-474.8,,,top_abs_m=-474.8,,m,VKM-SRC-011,p.59 стр. 117,EV-VN-S011-1136,TEXT_LAYER,FUZZY_74,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00165,BH-DUR-S011-521,521,соляная брекчия с карналлитом,UNRESOLVED:соляная брекчия с карналлитом,STRAT_BOUNDARY,depth_below_collar,,714.5,717.7,,,,top_depth_m=714.5; bottom_depth_m=717.7,,m,VKM-SRC-011,p.61 стр. 121,EV-VN-S011-1226,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00166,BH-DUR-S011-521,521,карналлитовая порода,UNRESOLVED:карналлитовая порода,STRAT_BOUNDARY,depth_below_collar,,724.9,725.3,,,,top_depth_m=724.9; bottom_depth_m=725.3,,m,VKM-SRC-011,p.61 стр. 121,EV-VN-S011-1226,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00167,BH-DUR-S011-521,521,интервал калиепроявлений,UNRESOLVED:интервал калиепроявлений,STRAT_BOUNDARY,depth_below_collar,,708.6,728.9,,,,top_depth_m=708.6; bottom_depth_m=728.9,,m,VKM-SRC-011,p.61 стр. 121,EV-VN-S011-1226,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00168,BH-DUR-S011-521,521,ПдКС (нижний калийный пласт - кровля ГАТ),ПдКС,STRAT_BOUNDARY,thickness_only,,,,,,9,thickness_m=9,,m,VKM-SRC-011,p.62 стр. 122,EV-VN-S011-1258,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00169,BH-DUR-S011-521,521,ПЦТ,ПЦТ,STRAT_BOUNDARY,thickness_only,,,,,,675,thickness_m=675,,m,VKM-SRC-011,p.62 стр. 122-123,EV-VN-S011-1294,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00170,BH-DUR-S011-521,521,"ПЦТ низы, зеркала скольжения",ПЦТ,STRAT_BOUNDARY,depth_below_collar,,683.8,697.9,,,,top_depth_m=683.8; bottom_depth_m=697.9,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1312,TEXT_LAYER,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00171,BH-DUR-S011-521,521,"ТКТ (кровля соляной толщи ниже 708,6)",ТКТ,STRAT_BOUNDARY,depth_below_collar,,706.9,708.6,,,,top_depth_m=706.9; bottom_depth_m=708.6,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1312,TEXT_LAYER,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00172,BH-DUR-S011-521,521,соляная толща,UNRESOLVED:соляная толща,STRAT_BOUNDARY,depth_below_collar,,708.6,734.2,,,,top_depth_m=708.6; bottom_depth_m=734.2,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1312,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00173,BH-DUR-S011-521,521,брекчия,UNRESOLVED:брекчия,STRAT_BOUNDARY,depth_below_collar,,714.5,717.7,,,,top_depth_m=714.5; bottom_depth_m=717.7,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1312,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00174,BH-DUR-S011-521,521,брекчия,UNRESOLVED:брекчия,STRAT_BOUNDARY,depth_below_collar,,720.4,720.6,,,,top_depth_m=720.4; bottom_depth_m=720.6,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1312,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00175,BH-DUR-S011-521,521,брекчия,UNRESOLVED:брекчия,STRAT_BOUNDARY,depth_below_collar,,721.1,721.35,,,,top_depth_m=721.1; bottom_depth_m=721.35,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1312,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00176,BH-DUR-S011-521,521,брекчия,UNRESOLVED:брекчия,STRAT_BOUNDARY,depth_below_collar,,728.4,732.5,,,,top_depth_m=728.4; bottom_depth_m=732.5,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1312,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00177,BH-DUR-S011-665,665,ПЦТ,ПЦТ,STRAT_BOUNDARY,thickness_only,,,,,,401,thickness_m=401,,m,VKM-SRC-011,p.62 стр. 122-123,EV-VN-S011-1292,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00178,BH-DUR-S011-665,665,тектоническая брекчия,UNRESOLVED:тектоническая брекчия,STRAT_BOUNDARY,depth_below_collar,,416,417.3,,,,top_depth_m=416; bottom_depth_m=417.3,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1315,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00179,BH-DUR-S011-665,665,трещиноватые с зеркалами,UNRESOLVED:трещиноватые с зеркалами,STRAT_BOUNDARY,depth_below_collar,,399.6,403,,,,top_depth_m=399.6; bottom_depth_m=403,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1315,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00180,BH-DUR-S011-665,665,соляное зеркало (ПдКС),ПдКС,STRAT_BOUNDARY,absolute_elevation,,,,-216.6,,,top_abs_m=-216.6,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1315,TEXT_LAYER,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00181,BH-DUR-S011-665,665,каменная соль,UNRESOLVED:каменная соль,STRAT_BOUNDARY,absolute_elevation,,,,,-318.2,,bottom_abs_m=-318.2,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1315,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00182,BH-DUR-S011-665,665,калиепроявление (сильвинит/соль),UNRESOLVED:калиепроявление (сильвинит/соль),STRAT_BOUNDARY,depth_below_collar,,520,524.9,-307.8,-317.7,,top_depth_m=520.0; bottom_depth_m=524.9; top_abs_m=-307.8; bottom_abs_m=-317.7,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1315,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00183,BH-DUR-S011-665,665,каменная соль,UNRESOLVED:каменная соль,STRAT_BOUNDARY,depth_below_collar,,524.9,530.4,,,,top_depth_m=524.9; bottom_depth_m=530.4,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1315,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00184,BH-DUR-S011-665,665,мергель,UNRESOLVED:мергель,STRAT_BOUNDARY,thickness_only,,,,,,36.5,thickness_m=36.5,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1315,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00185,BH-DUR-S011-665,665,каменная соль,UNRESOLVED:каменная соль,STRAT_BOUNDARY,thickness_only,,,,,,21.8,thickness_m=21.8,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1315,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00186,BH-DUR-S011-665,665,мергель,UNRESOLVED:мергель,STRAT_BOUNDARY,thickness_only,,,,,,21,thickness_m=21.0,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1315,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00187,BH-DUR-S011-665,665,каменная соль,UNRESOLVED:каменная соль,STRAT_BOUNDARY,thickness_only,,,,,,20.6,thickness_m=20.6,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1315,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00188,BH-DUR-S011-657,657,кровля солей,кровля соляной толщи (соляное зеркало),STRAT_BOUNDARY,absolute_elevation,,,,-41.2,,,top_abs_m=-41.2,,m,VKM-SRC-011,p.59 стр. 117,EV-VN-S011-1139,TEXT_LAYER,FUZZY_74,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00189,BH-DUR-S011-1048,1048,МГ,МГ,STRAT_BOUNDARY,depth_below_collar,,402,,,,1.4,top_depth_m=402.0; thickness_m=1.4,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1323,TEXT_LAYER,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00190,BH-DUR-S011-1048,1048,МГ (повтор),МГ,STRAT_BOUNDARY,depth_below_collar,,431.8,,,,1.4,top_depth_m=431.8; thickness_m=1.4,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1323,TEXT_LAYER,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00191,BH-DUR-S011-666,666,тектоническая брекчия,UNRESOLVED:тектоническая брекчия,STRAT_BOUNDARY,depth_below_collar,,287,288.2,,,,top_depth_m=287; bottom_depth_m=288.2,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1313,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00192,BH-DUR-S011-666,666,МГ? (глина),МГ,STRAT_BOUNDARY,depth_below_collar,,442.3,,-251.1,,0.9,top_depth_m=442.3; top_abs_m=-251.1; thickness_m=0.9,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1313,TEXT_LAYER,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00193,BH-DUR-S011-666,666,каменная соль до кровли ГАТ,ГАТ,STRAT_BOUNDARY,thickness_only,,,,,,179.2,thickness_m=179.2,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1313,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
