campaign_id,date,profile_id,point_id,adjusted_height_m,observed_settlement_mm,standard_uncertainty_mm,variance_factor,qc_status,accepted_run_id,adjustment_used_ground_truth,adjustment_method,provenance
C008,2020-04-21,P-H06,P-H06-W001,188.1384233,329.1936909,0.7500487935,0.6,accepted,LR-00077,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H06,P-H06-W002,189.2739705,172.8811558,0.7825612681,0.6,accepted,LR-00077,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H06,P-H06-W003,189.9623316,329.7354754,0.7979754192,0.6,accepted,LR-00077,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H06,P-H06-W004,190.6091924,330.4269526,0.8005338282,0.6,accepted,LR-00077,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H06,P-H06-W005,191.5108533,152.3593711,0.7920199711,0.6,accepted,LR-00077,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H06,P-H06-W006,192.4720194,329.5624754,0.7540687562,0.6,accepted,LR-00077,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H06,P-H06-W007,193.2230619,54.78579103,0.730159245,0.6,accepted,LR-00077,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H06,P-H06-REF-B,195.2240411,0.3154798562,0.6,0.6,accepted,LR-00077,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H07,P-H07-REF-A,201.0982016,-0.2343428405,0.6,0.6,accepted,LR-00078,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H07,P-H07-W001,201.8603109,139.2425782,0.7076816192,0.6,accepted,LR-00078,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H07,P-H07-W002,201.9364794,223.4358264,0.7247411837,0.6,accepted,LR-00078,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H07,P-H07-W003,202.1176717,261.6585714,0.7412810614,0.6,accepted,LR-00078,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H07,P-H07-W004,202.2218934,245.7755697,0.744021206,0.6,accepted,LR-00078,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H07,P-H07-W005,202.5874317,34.81435972,0.7405433512,0.6,accepted,LR-00078,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H07,P-H07-W007,202.8280049,34.63998761,0.716893739,0.6,accepted,LR-00078,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-H07,P-H07-REF-B,203.2957362,0.2850786616,0.6,0.6,accepted,LR-00078,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V01,P-V01-REF-A,159.9038783,-0.2754489677,0.6,0.6,accepted,LR-00079,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V01,P-V01-W001,160.4974343,106.1685174,0.7530124719,0.6,accepted,LR-00079,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V01,P-V01-W002,160.7100742,102.4319753,0.7786841031,0.6,accepted,LR-00079,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V01,P-V01-W003,160.9218101,125.2820808,0.7931309698,0.6,accepted,LR-00079,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V01,P-V01-W004,161.0089695,156.8081001,0.7956483756,0.6,accepted,LR-00079,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V01,P-V01-W005,160.6147478,819.4437001,0.7904760529,0.6,accepted,LR-00079,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V01,P-V01-W006,161.2651186,352.5778421,0.7752739001,0.6,accepted,LR-00079,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V01,P-V01-W007,161.4750354,337.6083693,0.7486818542,0.6,accepted,LR-00079,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V01,P-V01-REF-B,162.5119545,0.68933508,0.6,0.6,accepted,LR-00079,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V02,P-V02-REF-A,171.8485845,1.111038213,0.6,0.7628334231,accepted,LR-00080,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V02,P-V02-W001,172.3032128,246.4827358,0.7792268694,0.7628334231,accepted,LR-00080,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V02,P-V02-W002,172.4779015,212.4121785,0.7965459609,0.7628334231,accepted,LR-00080,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V02,P-V02-W003,172.829377,24.01004746,0.8111508208,0.7628334231,accepted,LR-00080,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V02,P-V02-W004,172.9111826,43.62313941,0.8134612232,0.7628334231,accepted,LR-00080,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V02,P-V02-W005,172.8458263,208.6577609,0.8117793396,0.7628334231,accepted,LR-00080,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V02,P-V02-W006,172.9437714,276.5538551,0.7982077467,0.7628334231,accepted,LR-00080,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V02,P-V02-W007,173.305251,70.13102113,0.7803607121,0.7628334231,accepted,LR-00080,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V02,P-V02-REF-B,174.0759885,-0.6064486638,0.6,0.7628334231,accepted,LR-00080,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V03,P-V03-REF-A,180.7833821,0.3829527583,0.6,0.6,accepted,LR-00081,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V03,P-V03-W001,181.0537997,429.9653616,0.6957996582,0.6,accepted,LR-00081,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V03,P-V03-W002,181.177321,432.5672705,0.7095771831,0.6,accepted,LR-00081,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V03,P-V03-W003,180.4336206,1293.977485,0.7183684918,0.6,accepted,LR-00081,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V03,P-V03-W004,180.1913062,1623.166166,0.7225603944,0.6,accepted,LR-00081,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V03,P-V03-W005,181.5837939,398.2266088,0.7218260341,0.6,accepted,LR-00081,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V03,P-V03-W006,181.7033839,357.4443852,0.7171355273,0.6,accepted,LR-00081,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V03,P-V03-W007,181.9222342,210.2846065,0.7098646323,0.6,accepted,LR-00081,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V03,P-V03-REF-B,182.8332873,-0.7685324094,0.6,0.6,accepted,LR-00081,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V04,P-V04-REF-A,194.4714705,0.168865936,0.7862716791,1.461760458,accepted,LR-00082,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V04,P-V04-W001,194.9811008,190.538521,1.076602129,1.461760458,accepted,LR-00082,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V04,P-V04-W002,195.0626059,192.222091,1.09663387,1.461760458,accepted,LR-00082,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V04,P-V04-W003,195.2080678,192.2879905,1.115593214,1.461760458,accepted,LR-00082,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V04,P-V04-W004,195.2576541,327.4162383,1.128138261,1.461760458,accepted,LR-00082,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V04,P-V04-W005,195.303291,330.9081175,1.127460559,1.461760458,accepted,LR-00082,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V04,P-V04-W006,195.4962007,231.5496389,1.121994983,1.461760458,accepted,LR-00082,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V04,P-V04-W007,195.6002196,272.6324686,1.107535821,1.461760458,accepted,LR-00082,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V04,P-V04-REF-B,196.5728571,-0.005098593903,0.895021058,1.461760458,accepted,LR-00082,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V05,P-V05-REF-A,195.6665134,1.617037212,0.7739471551,1.310302361,accepted,LR-00083,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V05,P-V05-W001,195.1427463,1225.384197,1.016154008,1.310302361,accepted,LR-00083,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V05,P-V05-W002,195.1362551,1425.386838,1.041207003,1.310302361,accepted,LR-00083,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V05,P-V05-W003,195.1739795,1423.384652,1.044881616,1.310302361,accepted,LR-00083,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V05,P-V05-W004,195.4092132,1317.895561,1.044892235,1.310302361,accepted,LR-00083,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V05,P-V05-W005,195.4759143,1395.949345,1.036836502,1.310302361,accepted,LR-00083,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V05,P-V05-W006,195.510946,1423.883319,1.026589694,1.310302361,accepted,LR-00083,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V05,P-V05-W007,195.4011508,1674.711027,1.00445205,1.310302361,accepted,LR-00083,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V05,P-V05-REF-B,197.775874,-0.01221929804,0.7316304773,1.310302361,accepted,LR-00083,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V06,P-V06-REF-A,199.8137072,-0.712629881,0.6061844533,0.7978047164,accepted,LR-00084,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V06,P-V06-W001,200.5138077,-0.8131495063,0.8200742593,0.7978047164,accepted,LR-00084,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V06,P-V06-W002,200.5612451,147.2565528,0.8509649607,0.7978047164,accepted,LR-00084,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V06,P-V06-W004,200.9384483,140.8925774,0.8697611219,0.7978047164,accepted,LR-00084,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V06,P-V06-W005,201.0221391,199.9134368,0.8666472901,0.7978047164,accepted,LR-00084,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V06,P-V06-W006,201.3129108,111.9791873,0.8497421471,0.7978047164,accepted,LR-00084,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V06,P-V06-W007,201.4331689,111.9337806,0.83405463,0.7978047164,accepted,LR-00084,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C008,2020-04-21,P-V06,P-V06-REF-B,202.2451879,-0.08519114212,0.6475865413,0.7978047164,accepted,LR-00084,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-D01,P-D01-REF-A,160.4463347,0.4727890362,0.6,0.6,accepted,LR-00085,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-D01,P-D01-W001,161.1080494,152.2151451,0.7128764186,0.6,accepted,LR-00085,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-D01,P-D01-W002,161.1255992,329.4193158,0.7259817878,0.6,accepted,LR-00085,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-D01,P-D01-W005,161.8352838,255.8101593,0.7319483532,0.6,accepted,LR-00085,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-D01,P-D01-W006,162.0980911,261.9847151,0.7161916404,0.6,accepted,LR-00085,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-D01,P-D01-W007,162.4622717,143.6118068,0.6890203981,0.6,accepted,LR-00085,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-D01,P-D01-REF-B,163.7800551,0.4111976085,0.6,0.6,accepted,LR-00085,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-H03,P-H03-REF-A,196.294362,-0.1984493126,0.6,0.6,accepted,LR-00086,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-H03,P-H03-W001,196.4526584,227.083663,0.7247580279,0.6,accepted,LR-00086,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-H03,P-H03-W002,196.4660148,327.7021766,0.7446792875,0.6,accepted,LR-00086,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-H03,P-H03-W004,196.3674253,586.7433032,0.7535517963,0.6,accepted,LR-00086,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-H03,P-H03-W005,196.7777581,347.3672787,0.7486872012,0.6,accepted,LR-00086,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-H03,P-H03-W006,196.8075183,339.0819567,0.7442137242,0.6,accepted,LR-00086,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-H03,P-H03-REF-B,198.1077447,-0.4734746664,0.6,0.6,accepted,LR-00086,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-V01,P-V01-REF-A,159.9035952,0.007664941506,0.6990068064,0.8661819985,accepted,LR-00087,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-V01,P-V01-W003,160.9185337,128.5584727,0.9390856868,0.8661819985,accepted,LR-00087,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-V01,P-V01-W004,161.0051717,160.6058342,0.9430783524,0.8661819985,accepted,LR-00087,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-V01,P-V01-W005,160.6092935,824.8979346,0.9384242861,0.8661819985,accepted,LR-00087,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-V01,P-V01-W006,161.2615522,356.1442856,0.9209492192,0.8661819985,accepted,LR-00087,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-V01,P-V01-W007,161.4703211,342.3226703,0.8893517362,0.8661819985,accepted,LR-00087,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C009,2020-06-02,P-V01,P-V01-REF-B,162.5138003,-1.156481651,0.6844770582,0.8661819985,accepted,LR-00087,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-D01,P-D01-REF-A,160.4474689,-0.6614065436,0.6,0.6,accepted,LR-00088,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-D01,P-D01-W001,161.0963279,163.9367049,0.7271776956,0.6,accepted,LR-00088,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-D01,P-D01-W002,161.1040202,350.9983126,0.7405381885,0.6,accepted,LR-00088,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-D01,P-D01-W003,161.1927876,427.1755913,0.7479469121,0.6,accepted,LR-00088,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-D01,P-D01-W004,161.4621157,427.1044917,0.751221368,0.6,accepted,LR-00088,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-D01,P-D01-W005,161.8236136,267.4803515,0.747117944,0.6,accepted,LR-00088,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-D01,P-D01-W006,162.0898517,270.2240782,0.7310086359,0.6,accepted,LR-00088,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-D01,P-D01-W007,162.4525031,153.3804422,0.7042389021,0.6,accepted,LR-00088,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-D01,P-D01-REF-B,163.7805122,-0.04591521989,0.6,0.6,accepted,LR-00088,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H01,P-H01-REF-A,159.9275353,-0.6749731421,0.8574179867,1.680085108,accepted,LR-00089,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H01,P-H01-W001,160.2235491,127.6600226,1.220123858,1.680085108,accepted,LR-00089,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H01,P-H01-W002,160.5136318,59.49572019,1.297571675,1.680085108,accepted,LR-00089,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H01,P-H01-W003,160.5810206,316.1104372,1.355723618,1.680085108,accepted,LR-00089,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H01,P-H01-W004,160.9799796,169.1419523,1.368231099,1.680085108,accepted,LR-00089,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H01,P-H01-W005,161.1767076,352.270999,1.351152631,1.680085108,accepted,LR-00089,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H01,P-H01-W006,161.6651782,282.3611215,1.305228315,1.680085108,accepted,LR-00089,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H01,P-H01-W007,162.2665659,192.0530747,1.204424099,1.680085108,accepted,LR-00089,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H01,P-H01-REF-B,163.7127831,-0.3329774975,0.8187077433,1.680085108,accepted,LR-00089,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H02,P-H02-REF-A,162.7313046,-0.02967516855,0.6077088904,0.8298844143,accepted,LR-00090,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H02,P-H02-W001,163.2139531,270.3847508,0.8345622468,0.8298844143,accepted,LR-00090,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H02,P-H02-W003,163.7868819,169.8072821,0.8819536445,0.8298844143,accepted,LR-00090,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H02,P-H02-W004,164.0196602,156.8670151,0.8894518921,0.8298844143,accepted,LR-00090,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H02,P-H02-W005,164.5202472,27.01006484,0.8891590038,0.8298844143,accepted,LR-00090,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H02,P-H02-W006,164.4749534,280.3947425,0.8824321754,0.8298844143,accepted,LR-00090,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H02,P-H02-W007,164.876011,252.7278351,0.8580753602,0.8298844143,accepted,LR-00090,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H02,P-H02-REF-B,166.5642542,0.4622806769,0.6765679153,0.8298844143,accepted,LR-00090,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H03,P-H03-REF-A,196.2947911,-0.6275345604,0.6,0.6,accepted,LR-00092,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H03,P-H03-W001,196.4299522,249.7898791,0.7181774923,0.6,accepted,LR-00092,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H03,P-H03-W002,196.4450161,348.7009368,0.7408014251,0.6,accepted,LR-00092,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H03,P-H03-W003,196.5113195,333.1814668,0.7473665209,0.6,accepted,LR-00092,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H03,P-H03-W004,196.3439612,610.2074052,0.7525509997,0.6,accepted,LR-00092,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H03,P-H03-W005,196.7561676,368.9577837,0.7502988778,0.6,accepted,LR-00092,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H03,P-H03-W006,196.7823322,364.2680839,0.7466827475,0.6,accepted,LR-00092,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H03,P-H03-W007,196.8219322,522.0069581,0.7258342918,0.6,accepted,LR-00092,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H03,P-H03-REF-B,198.1068347,0.4365230644,0.6,0.6,accepted,LR-00092,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H04,P-H04-REF-A,174.0159808,0.7786722434,0.6,0.6,accepted,LR-00093,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H04,P-H04-W001,176.0658111,144.6462441,0.7101747387,0.6,accepted,LR-00093,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H04,P-H04-W002,176.2787857,451.3314493,0.7329498761,0.6,accepted,LR-00093,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H04,P-H04-W003,176.8501001,685.8453421,0.7587966971,0.6,accepted,LR-00093,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H04,P-H04-W004,178.2296983,131.8215421,0.7699549357,0.6,accepted,LR-00093,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H04,P-H04-W005,178.7802293,124.8801614,0.769905986,0.6,accepted,LR-00093,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H04,P-H04-W006,179.5106823,149.1646727,0.7596223375,0.6,accepted,LR-00093,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H04,P-H04-W007,180.1317812,178.6162029,0.738408356,0.6,accepted,LR-00093,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H04,P-H04-REF-B,182.782293,1.739133781,0.6,0.6,accepted,LR-00093,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H05,P-H05-REF-A,196.1665073,-0.5691800694,1.02023852,2.126729491,accepted,LR-00095,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H05,P-H05-W001,196.0364607,1288.298942,1.388986323,2.126729491,accepted,LR-00095,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H05,P-H05-W002,196.4966369,1207.59343,1.461981236,2.126729491,accepted,LR-00095,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H05,P-H05-W003,196.659116,1321.581348,1.501304081,2.126729491,accepted,LR-00095,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H05,P-H05-W004,196.7905196,1564.339941,1.519696206,2.126729491,accepted,LR-00095,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H05,P-H05-W005,197.3946584,1205.337064,1.503611347,2.126729491,accepted,LR-00095,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H05,P-H05-W006,197.4987922,1341.338319,1.459209921,2.126729491,accepted,LR-00095,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H05,P-H05-W007,198.2478064,781.9744603,1.389916246,2.126729491,accepted,LR-00095,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H05,P-H05-REF-B,199.4660179,-0.3652939224,1.022548935,2.126729491,accepted,LR-00095,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H06,P-H06-REF-A,186.0154139,-0.8693363758,0.6,0.7565333795,accepted,LR-00096,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H06,P-H06-W001,188.1385092,329.1078685,0.8043622482,0.7565333795,accepted,LR-00096,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H06,P-H06-W002,189.2742899,172.5618139,0.8478910187,0.7565333795,accepted,LR-00096,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H06,P-H06-W003,189.9634916,328.5754211,0.8698006531,0.7565333795,accepted,LR-00096,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H06,P-H06-W004,190.6108154,328.8039637,0.8755512456,0.7565333795,accepted,LR-00096,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H06,P-H06-W005,191.5114518,151.7608699,0.8680268065,0.7565333795,accepted,LR-00096,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H06,P-H06-W006,192.4720164,329.5654771,0.8265249011,0.7565333795,accepted,LR-00096,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-H06,P-H06-REF-B,195.2242955,0.06106220678,0.6,0.7565333795,accepted,LR-00096,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-V01,P-V01-REF-A,159.9032799,0.3229769439,0.6993735279,0.8689690182,accepted,LR-00099,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-V01,P-V01-W001,160.4811449,122.4579733,0.8902533744,0.8689690182,accepted,LR-00099,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-V01,P-V01-W002,160.6921594,120.3467832,0.9182974565,0.8689690182,accepted,LR-00099,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-V01,P-V01-W003,160.9072948,139.797347,0.9316817463,0.8689690182,accepted,LR-00099,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-V01,P-V01-W004,160.9930229,172.7546787,0.9322797585,0.8689690182,accepted,LR-00099,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-V01,P-V01-W005,160.5896563,844.5352062,0.9197259181,0.8689690182,accepted,LR-00099,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-V01,P-V01-W006,161.2461514,371.5450309,0.894847571,0.8689690182,accepted,LR-00099,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-V01,P-V01-REF-B,162.5125254,0.1184035935,0.6315942373,0.8689690182,accepted,LR-00099,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C010,2020-10-20,P-V02,P-V02-REF-A,171.8497925,-0.09702627634,0.9946460465,2.4670582,accepted,LR-00100,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
