point_id,profile_id,campaign_id,date,previous_campaign_id,previous_date,interval_days,settlement_rate_mm_y,standard_uncertainty_rate_mm_y,provenance
P-H01-W005,P-H01,C014,2021-11-02,C012,2021-05-18,168,41.91560552,2.537219967,C/S
P-H01-W005,P-H01,C016,2022-05-17,C014,2021-11-02,196,41.56917803,3.200983374,C/S
P-H01-W005,P-H01,C018,2022-10-18,C016,2022-05-17,154,39.333122,4.056544846,C/S
P-H01-W005,P-H01,C019,2023-01-17,C018,2022-10-18,91,29.56902774,4.63062118,C/S
P-H01-W005,P-H01,C020,2023-05-16,C019,2023-01-17,119,38.99415999,3.585609024,C/S
P-H01-W005,P-H01,C022,2023-11-07,C020,2023-05-16,175,34.10756226,2.663128074,C/S
P-H01-W005,P-H01,C023,2024-01-30,C022,2023-11-07,84,26.08701796,8.360532503,C/S
P-H01-W005,P-H01,C024,2024-05-14,C023,2024-01-30,105,24.00005013,6.45254504,C/S
P-H01-W005,P-H01,C025,2024-07-09,C024,2024-05-14,56,40.97939651,7.606885959,C/S
P-H01-W005,P-H01,C027,2025-07-22,C025,2024-07-09,378,27.92055719,1.123465157,C/S
P-H01-W005,P-H01,C029,2025-11-04,C027,2025-07-22,105,16.08846093,4.039510404,C/S
P-H01-W006,P-H01,C003,2018-10-16,C001,2018-05-15,154,86.40862304,4.158032107,C/S
P-H01-W006,P-H01,C005,2019-05-14,C003,2018-10-16,210,66.2802067,3.057249083,C/S
P-H01-W006,P-H01,C007,2019-11-05,C005,2019-05-14,175,52.32733968,2.407071121,C/S
P-H01-W006,P-H01,C010,2020-10-20,C007,2019-11-05,350,42.4375235,1.602685221,C/S
P-H01-W006,P-H01,C012,2021-05-18,C010,2020-10-20,210,36.80496663,2.672643968,C/S
P-H01-W006,P-H01,C014,2021-11-02,C012,2021-05-18,168,29.93184777,2.470719167,C/S
P-H01-W006,P-H01,C016,2022-05-17,C014,2021-11-02,196,26.62191227,3.101106386,C/S
P-H01-W006,P-H01,C018,2022-10-18,C016,2022-05-17,154,23.01327085,3.928164118,C/S
P-H01-W006,P-H01,C019,2023-01-17,C018,2022-10-18,91,13.57004782,4.503665433,C/S
P-H01-W006,P-H01,C020,2023-05-16,C019,2023-01-17,119,20.66616529,3.481537921,C/S
P-H01-W006,P-H01,C022,2023-11-07,C020,2023-05-16,175,16.02276807,2.586974996,C/S
P-H01-W006,P-H01,C023,2024-01-30,C022,2023-11-07,84,19.83883326,8.126983254,C/S
P-H01-W006,P-H01,C024,2024-05-14,C023,2024-01-30,105,9.748885034,6.262491716,C/S
P-H01-W006,P-H01,C025,2024-07-09,C024,2024-05-14,56,22.29366779,7.3593059,C/S
P-H01-W006,P-H01,C027,2025-07-22,C025,2024-07-09,378,18.78776894,1.087668757,C/S
P-H01-W006,P-H01,C029,2025-11-04,C027,2025-07-22,105,13.07997966,3.918455967,C/S
P-H01-W007,P-H01,C005,2019-05-14,C001,2018-05-15,364,40.65031088,1.090376956,C/S
P-H01-W007,P-H01,C007,2019-11-05,C005,2019-05-14,175,33.29965846,2.254801039,C/S
P-H01-W007,P-H01,C008,2020-04-21,C007,2019-11-05,168,40.07458254,2.29570105,C/S
P-H01-W007,P-H01,C010,2020-10-20,C008,2020-04-21,182,31.76565681,2.836718777,C/S
P-H01-W007,P-H01,C012,2021-05-18,C010,2020-10-20,210,40.38511,2.480755525,C/S
P-H01-W007,P-H01,C014,2021-11-02,C012,2021-05-18,168,32.73432182,2.314756433,C/S
P-H01-W007,P-H01,C016,2022-05-17,C014,2021-11-02,196,39.02694972,2.880426464,C/S
P-H01-W007,P-H01,C018,2022-10-18,C016,2022-05-17,154,39.82922426,3.643872412,C/S
P-H01-W007,P-H01,C019,2023-01-17,C018,2022-10-18,91,36.0820785,4.205045089,C/S
P-H01-W007,P-H01,C020,2023-05-16,C019,2023-01-17,119,45.06490054,3.248277144,C/S
P-H01-W007,P-H01,C022,2023-11-07,C020,2023-05-16,175,39.13635119,2.419027999,C/S
P-H01-W007,P-H01,C023,2024-01-30,C022,2023-11-07,84,39.41066073,7.587563453,C/S
P-H01-W007,P-H01,C024,2024-05-14,C023,2024-01-30,105,31.55619077,5.829088247,C/S
P-H01-W007,P-H01,C025,2024-07-09,C024,2024-05-14,56,38.87037886,6.826914253,C/S
P-H01-W007,P-H01,C027,2025-07-22,C025,2024-07-09,378,40.40474175,1.009650131,C/S
P-H01-W007,P-H01,C029,2025-11-04,C027,2025-07-22,105,29.98536381,3.647486063,C/S
P-H02-REF-A,P-H02,C003,2018-10-16,C001,2018-05-15,154,1.024914286,2.383581282,C/S
P-H02-REF-A,P-H02,C004,2019-02-12,C003,2018-10-16,119,2.051981235,2.604410943,C/S
P-H02-REF-A,P-H02,C005,2019-05-14,C004,2019-02-12,91,-2.684645512,3.405768156,C/S
P-H02-REF-A,P-H02,C007,2019-11-05,C005,2019-05-14,175,-0.3097928235,1.770999441,C/S
P-H02-REF-A,P-H02,C008,2020-04-21,C007,2019-11-05,168,2.3538104,2.306024717,C/S
P-H02-REF-A,P-H02,C010,2020-10-20,C008,2020-04-21,182,-1.914038269,2.137427702,C/S
P-H02-REF-A,P-H02,C012,2021-05-18,C010,2020-10-20,210,-0.111504211,1.485343987,C/S
P-H02-REF-A,P-H02,C014,2021-11-02,C012,2021-05-18,168,1.566826938,1.844791084,C/S
P-H02-REF-A,P-H02,C016,2022-05-17,C014,2021-11-02,196,-1.664199547,1.581249501,C/S
P-H02-REF-A,P-H02,C018,2022-10-18,C016,2022-05-17,154,1.456958912,2.012499365,C/S
P-H02-REF-A,P-H02,C019,2023-01-17,C018,2022-10-18,91,-2.675474794,3.405768156,C/S
P-H02-REF-A,P-H02,C020,2023-05-16,C019,2023-01-17,119,-0.788362012,2.604410943,C/S
P-H02-REF-A,P-H02,C021,2023-07-25,C020,2023-05-16,70,7.182972705,4.427498603,C/S
P-H02-REF-A,P-H02,C022,2023-11-07,C021,2023-07-25,105,-3.332381954,3.866312206,C/S
P-H02-REF-A,P-H02,C024,2024-05-14,C022,2023-11-07,189,-1.920672606,2.488229849,C/S
P-H02-REF-A,P-H02,C026,2024-09-03,C024,2024-05-14,112,4.082764856,3.485651343,C/S
P-H02-REF-A,P-H02,C027,2025-07-22,C026,2024-09-03,322,-0.8168382928,0.9624996963,C/S
P-H02-REF-A,P-H02,C028,2025-08-26,C027,2025-07-22,35,14.51047476,8.854997206,C/S
P-H02-REF-A,P-H02,C029,2025-11-04,C028,2025-08-26,70,-1.135645847,4.427498603,C/S
P-H02-REF-B,P-H02,C003,2018-10-16,C001,2018-05-15,154,3.435621355,2.222560089,C/S
P-H02-REF-B,P-H02,C004,2019-02-12,C003,2018-10-16,119,-3.877833097,2.604410943,C/S
P-H02-REF-B,P-H02,C005,2019-05-14,C004,2019-02-12,91,-0.2214362144,3.405768156,C/S
P-H02-REF-B,P-H02,C007,2019-11-05,C005,2019-05-14,175,-0.1812585064,1.770999441,C/S
P-H02-REF-B,P-H02,C008,2020-04-21,C007,2019-11-05,168,-2.539286259,2.331312353,C/S
P-H02-REF-B,P-H02,C010,2020-10-20,C008,2020-04-21,182,3.254114505,2.241581387,C/S
P-H02-REF-B,P-H02,C012,2021-05-18,C010,2020-10-20,210,-3.746123493,1.572822275,C/S
P-H02-REF-B,P-H02,C014,2021-11-02,C012,2021-05-18,168,3.100387125,1.844791084,C/S
P-H02-REF-B,P-H02,C016,2022-05-17,C014,2021-11-02,196,-0.9061052545,1.581249501,C/S
P-H02-REF-B,P-H02,C018,2022-10-18,C016,2022-05-17,154,2.40571137,2.012499365,C/S
P-H02-REF-B,P-H02,C019,2023-01-17,C018,2022-10-18,91,-0.4467098712,3.405768156,C/S
P-H02-REF-B,P-H02,C020,2023-05-16,C019,2023-01-17,119,-1.86290843,2.604410943,C/S
P-H02-REF-B,P-H02,C021,2023-07-25,C020,2023-05-16,70,5.51059389,4.427498603,C/S
P-H02-REF-B,P-H02,C022,2023-11-07,C021,2023-07-25,105,-3.413229759,3.765139577,C/S
P-H02-REF-B,P-H02,C024,2024-05-14,C022,2023-11-07,189,2.516961757,2.419038288,C/S
P-H02-REF-B,P-H02,C026,2024-09-03,C024,2024-05-14,112,-1.957121577,3.444047905,C/S
P-H02-REF-B,P-H02,C027,2025-07-22,C026,2024-09-03,322,-0.3864182535,0.9624996963,C/S
P-H02-REF-B,P-H02,C028,2025-08-26,C027,2025-07-22,35,-1.302691882,8.854997206,C/S
P-H02-REF-B,P-H02,C029,2025-11-04,C028,2025-08-26,70,3.340310296,4.427498603,C/S
P-H02-W001,P-H02,C003,2018-10-16,C001,2018-05-15,154,85.11903999,3.044946227,C/S
P-H02-W001,P-H02,C004,2019-02-12,C003,2018-10-16,119,81.02934947,3.058997761,C/S
P-H02-W001,P-H02,C005,2019-05-14,C004,2019-02-12,91,67.36465207,4.0075507,C/S
P-H02-W001,P-H02,C007,2019-11-05,C005,2019-05-14,175,62.23787388,2.092431743,C/S
P-H02-W001,P-H02,C010,2020-10-20,C007,2019-11-05,350,49.93377984,1.132121174,C/S
P-H02-W001,P-H02,C012,2021-05-18,C010,2020-10-20,210,40.26384475,1.947097644,C/S
P-H02-W001,P-H02,C014,2021-11-02,C012,2021-05-18,168,35.86545545,2.258188307,C/S
P-H02-W001,P-H02,C016,2022-05-17,C014,2021-11-02,196,31.13645673,1.914055733,C/S
P-H02-W001,P-H02,C018,2022-10-18,C016,2022-05-17,154,25.48239632,2.417298918,C/S
P-H02-W001,P-H02,C019,2023-01-17,C018,2022-10-18,91,27.99399478,4.267272326,C/S
P-H02-W001,P-H02,C020,2023-05-16,C019,2023-01-17,119,27.70110179,3.304596771,C/S
P-H02-W001,P-H02,C021,2023-07-25,C020,2023-05-16,70,32.11678774,5.619665105,C/S
P-H02-W001,P-H02,C022,2023-11-07,C021,2023-07-25,105,19.00878919,4.984828821,C/S
P-H02-W001,P-H02,C024,2024-05-14,C022,2023-11-07,189,24.58154473,3.201174941,C/S
P-H02-W001,P-H02,C026,2024-09-03,C024,2024-05-14,112,28.90112265,4.402001756,C/S
P-H02-W001,P-H02,C027,2025-07-22,C026,2024-09-03,322,19.68104024,1.141436847,C/S
P-H02-W001,P-H02,C028,2025-08-26,C027,2025-07-22,35,24.83345975,10.4217955,C/S
P-H02-W001,P-H02,C029,2025-11-04,C028,2025-08-26,70,13.43535839,5.195257222,C/S
P-H02-W002,P-H02,C003,2018-10-16,C001,2018-05-15,154,51.25657984,3.141654018,C/S
P-H02-W002,P-H02,C004,2019-02-12,C003,2018-10-16,119,48.61800691,3.161239383,C/S
P-H02-W002,P-H02,C005,2019-05-14,C004,2019-02-12,91,37.0770533,4.152020815,C/S
P-H02-W002,P-H02,C007,2019-11-05,C005,2019-05-14,175,40.72129561,2.171252614,C/S
P-H02-W002,P-H02,C008,2020-04-21,C007,2019-11-05,168,35.83887009,3.150958603,C/S
P-H02-W002,P-H02,C012,2021-05-18,C008,2020-04-21,392,29.62637036,1.373381194,C/S
P-H02-W002,P-H02,C016,2022-05-17,C012,2021-05-18,364,30.16614369,1.081127355,C/S
P-H02-W002,P-H02,C018,2022-10-18,C016,2022-05-17,154,46.61362475,2.501517894,C/S
P-H02-W002,P-H02,C019,2023-01-17,C018,2022-10-18,91,70.68573426,4.426916863,C/S
P-H02-W002,P-H02,C020,2023-05-16,C019,2023-01-17,119,87.94335016,3.426763781,C/S
P-H02-W002,P-H02,C021,2023-07-25,C020,2023-05-16,70,121.5663849,5.821646072,C/S
P-H02-W002,P-H02,C022,2023-11-07,C021,2023-07-25,105,124.5474667,5.147305283,C/S
P-H02-W002,P-H02,C024,2024-05-14,C022,2023-11-07,189,142.759869,3.303218378,C/S
P-H02-W002,P-H02,C026,2024-09-03,C024,2024-05-14,112,154.2217887,4.557574005,C/S
P-H02-W002,P-H02,C027,2025-07-22,C026,2024-09-03,322,154.3326719,1.186992204,C/S
P-H02-W002,P-H02,C028,2025-08-26,C027,2025-07-22,35,159.9820015,10.82695214,C/S
P-H02-W002,P-H02,C029,2025-11-04,C028,2025-08-26,70,150.2614779,5.409024099,C/S
P-H02-W003,P-H02,C003,2018-10-16,C001,2018-05-15,154,22.51099499,3.183392921,C/S
P-H02-W003,P-H02,C007,2019-11-05,C003,2018-10-16,385,25.24790029,0.9979869585,C/S
P-H02-W003,P-H02,C008,2020-04-21,C007,2019-11-05,168,27.73985603,3.218604047,C/S
P-H02-W003,P-H02,C010,2020-10-20,C008,2020-04-21,182,25.55173295,3.128414721,C/S
P-H02-W003,P-H02,C012,2021-05-18,C010,2020-10-20,210,30.74942023,2.048610005,C/S
P-H02-W003,P-H02,C014,2021-11-02,C012,2021-05-18,168,46.21176323,2.350200266,C/S
P-H02-W003,P-H02,C016,2022-05-17,C014,2021-11-02,196,67.31846991,1.99527918,C/S
P-H02-W003,P-H02,C018,2022-10-18,C016,2022-05-17,154,93.99135738,2.542732705,C/S
P-H02-W003,P-H02,C019,2023-01-17,C018,2022-10-18,91,115.009033,4.505913016,C/S
P-H02-W003,P-H02,C020,2023-05-16,C019,2023-01-17,119,118.5354675,3.489106878,C/S
P-H02-W003,P-H02,C021,2023-07-25,C020,2023-05-16,70,130.1729751,5.921846482,C/S
P-H02-W003,P-H02,C022,2023-11-07,C021,2023-07-25,105,130.3571306,5.224304317,C/S
P-H02-W003,P-H02,C024,2024-05-14,C022,2023-11-07,189,133.6372017,3.352227785,C/S
P-H02-W003,P-H02,C026,2024-09-03,C024,2024-05-14,112,140.0993417,4.636592701,C/S
P-H02-W003,P-H02,C027,2025-07-22,C026,2024-09-03,322,142.3162604,1.211172808,C/S
P-H02-W003,P-H02,C028,2025-08-26,C027,2025-07-22,35,152.8211367,11.03209446,C/S
P-H02-W003,P-H02,C029,2025-11-04,C028,2025-08-26,70,140.3965352,5.521747644,C/S
P-H02-W004,P-H02,C003,2018-10-16,C001,2018-05-15,154,50.26278728,3.186414635,C/S
P-H02-W004,P-H02,C004,2019-02-12,C003,2018-10-16,119,45.68704879,3.207988863,C/S
P-H02-W004,P-H02,C005,2019-05-14,C004,2019-02-12,91,32.66778439,4.22985662,C/S
P-H02-W004,P-H02,C007,2019-11-05,C005,2019-05-14,175,39.33716757,2.218434954,C/S
P-H02-W004,P-H02,C008,2020-04-21,C007,2019-11-05,168,31.96327112,3.236727314,C/S
P-H02-W004,P-H02,C010,2020-10-20,C008,2020-04-21,182,28.50852401,3.150052906,C/S
P-H02-W004,P-H02,C012,2021-05-18,C010,2020-10-20,210,24.99691141,2.061284865,C/S
P-H02-W004,P-H02,C014,2021-11-02,C012,2021-05-18,168,25.43528051,2.355062183,C/S
P-H02-W004,P-H02,C016,2022-05-17,C014,2021-11-02,196,20.37862631,1.999544751,C/S
P-H02-W004,P-H02,C018,2022-10-18,C016,2022-05-17,154,19.11308924,2.551495573,C/S
P-H02-W004,P-H02,C019,2023-01-17,C018,2022-10-18,91,29.38950604,4.523733123,C/S
P-H02-W004,P-H02,C020,2023-05-16,C019,2023-01-17,119,45.42345465,3.505068092,C/S
P-H02-W004,P-H02,C021,2023-07-25,C020,2023-05-16,70,81.89617146,5.944613604,C/S
P-H02-W004,P-H02,C022,2023-11-07,C021,2023-07-25,105,96.90321577,5.237973367,C/S
P-H02-W004,P-H02,C024,2024-05-14,C022,2023-11-07,189,126.6574557,3.361595632,C/S
P-H02-W004,P-H02,C026,2024-09-03,C024,2024-05-14,112,144.9693777,4.656378681,C/S
P-H02-W004,P-H02,C027,2025-07-22,C026,2024-09-03,322,152.5420812,1.218319387,C/S
P-H02-W004,P-H02,C028,2025-08-26,C027,2025-07-22,35,162.2293766,11.08327576,C/S
P-H02-W004,P-H02,C029,2025-11-04,C028,2025-08-26,70,154.4573905,5.554446411,C/S
P-H02-W005,P-H02,C003,2018-10-16,C001,2018-05-15,154,7.495617748,3.142076018,C/S
P-H02-W005,P-H02,C004,2019-02-12,C003,2018-10-16,119,9.204731872,3.167362403,C/S
P-H02-W005,P-H02,C005,2019-05-14,C004,2019-02-12,91,1.272718893,4.201788746,C/S
P-H02-W005,P-H02,C007,2019-11-05,C005,2019-05-14,175,10.13864642,2.204868623,C/S
P-H02-W005,P-H02,C008,2020-04-21,C007,2019-11-05,168,6.196896042,3.21437523,C/S
P-H02-W005,P-H02,C010,2020-10-20,C008,2020-04-21,182,9.27981988,3.136921736,C/S
P-H02-W005,P-H02,C012,2021-05-18,C010,2020-10-20,210,5.140380781,2.054199002,C/S
P-H02-W005,P-H02,C014,2021-11-02,C012,2021-05-18,168,8.96143113,2.329832121,C/S
P-H02-W005,P-H02,C016,2022-05-17,C014,2021-11-02,196,7.388291843,1.977289625,C/S
P-H02-W005,P-H02,C019,2023-01-17,C016,2022-05-17,245,6.842676829,1.683276446,C/S
P-H02-W005,P-H02,C020,2023-05-16,C019,2023-01-17,119,3.473256534,3.481564285,C/S
P-H02-W005,P-H02,C021,2023-07-25,C020,2023-05-16,70,14.93085405,5.896078916,C/S
P-H02-W005,P-H02,C022,2023-11-07,C021,2023-07-25,105,4.185103287,5.186368033,C/S
P-H02-W005,P-H02,C024,2024-05-14,C022,2023-11-07,189,3.959116256,3.331222742,C/S
P-H02-W005,P-H02,C026,2024-09-03,C024,2024-05-14,112,8.974990254,4.624891387,C/S
P-H02-W005,P-H02,C027,2025-07-22,C026,2024-09-03,322,6.151442267,1.212775631,C/S
P-H02-W005,P-H02,C028,2025-08-26,C027,2025-07-22,35,11.39018703,11.00109973,C/S
P-H02-W005,P-H02,C029,2025-11-04,C028,2025-08-26,70,9.349575706,5.52637177,C/S
P-H02-W006,P-H02,C004,2019-02-12,C001,2018-05-15,273,48.5526018,1.726297055,C/S
P-H02-W006,P-H02,C005,2019-05-14,C004,2019-02-12,91,32.97998989,4.153537198,C/S
P-H02-W006,P-H02,C007,2019-11-05,C005,2019-05-14,175,32.81738608,2.180802869,C/S
P-H02-W006,P-H02,C008,2020-04-21,C007,2019-11-05,168,26.65757263,3.17589552,C/S
P-H02-W006,P-H02,C010,2020-10-20,C008,2020-04-21,182,25.77986836,3.104904,C/S
P-H02-W006,P-H02,C012,2021-05-18,C010,2020-10-20,210,22.94118345,2.036079581,C/S
P-H02-W006,P-H02,C014,2021-11-02,C012,2021-05-18,168,16.97158187,2.299821467,C/S
P-H02-W006,P-H02,C016,2022-05-17,C014,2021-11-02,196,17.98008013,1.950824739,C/S
P-H02-W006,P-H02,C018,2022-10-18,C016,2022-05-17,154,13.72544466,2.49900907,C/S
P-H02-W006,P-H02,C019,2023-01-17,C018,2022-10-18,91,20.70685785,4.430069585,C/S
P-H02-W006,P-H02,C020,2023-05-16,C019,2023-01-17,119,22.64757102,3.443803314,C/S
P-H02-W006,P-H02,C021,2023-07-25,C020,2023-05-16,70,35.83305379,5.826827664,C/S
P-H02-W006,P-H02,C022,2023-11-07,C021,2023-07-25,105,47.41106845,5.121788714,C/S
P-H02-W006,P-H02,C024,2024-05-14,C022,2023-11-07,189,82.65983934,3.292096659,C/S
P-H02-W006,P-H02,C026,2024-09-03,C024,2024-05-14,112,123.8959407,4.575687856,C/S
P-H02-W006,P-H02,C027,2025-07-22,C026,2024-09-03,322,145.6555351,1.200970104,C/S
P-H02-W006,P-H02,C028,2025-08-26,C027,2025-07-22,35,153.1303942,10.87296952,C/S
P-H02-W006,P-H02,C029,2025-11-04,C028,2025-08-26,70,156.5763458,5.469564617,C/S
P-H02-W007,P-H02,C003,2018-10-16,C001,2018-05-15,154,43.13795339,2.95799332,C/S
P-H02-W007,P-H02,C005,2019-05-14,C003,2018-10-16,210,32.89007499,1.76464919,C/S
P-H02-W007,P-H02,C007,2019-11-05,C005,2019-05-14,175,35.78741446,2.104938023,C/S
P-H02-W007,P-H02,C008,2020-04-21,C007,2019-11-05,168,32.4737044,3.054963366,C/S
P-H02-W007,P-H02,C010,2020-10-20,C008,2020-04-21,182,40.56976024,2.999426091,C/S
P-H02-W007,P-H02,C012,2021-05-18,C010,2020-10-20,210,33.66056903,1.976239238,C/S
P-H02-W007,P-H02,C014,2021-11-02,C012,2021-05-18,168,39.27815206,2.212867065,C/S
P-H02-W007,P-H02,C016,2022-05-17,C014,2021-11-02,196,33.40948927,1.874079914,C/S
P-H02-W007,P-H02,C018,2022-10-18,C016,2022-05-17,154,38.97422235,2.408324434,C/S
P-H02-W007,P-H02,C019,2023-01-17,C018,2022-10-18,91,37.66014519,4.263773521,C/S
P-H02-W007,P-H02,C020,2023-05-16,C019,2023-01-17,119,34.84200301,3.326904402,C/S
P-H02-W007,P-H02,C021,2023-07-25,C020,2023-05-16,70,42.89362845,5.617275545,C/S
P-H02-W007,P-H02,C022,2023-11-07,C021,2023-07-25,105,35.78125645,4.932226483,C/S
P-H02-W007,P-H02,C024,2024-05-14,C022,2023-11-07,189,34.97131042,3.17653952,C/S
P-H02-W007,P-H02,C026,2024-09-03,C024,2024-05-14,112,47.10262404,4.424251873,C/S
P-H02-W007,P-H02,C027,2025-07-22,C026,2024-09-03,322,35.87806579,1.162786478,C/S
P-H02-W007,P-H02,C029,2025-11-04,C027,2025-07-22,105,40.46328765,3.556254034,C/S
P-H03-REF-A,P-H03,C002,2018-07-10,C001,2018-05-15,56,0.895733477,5.534373253,C/S
P-H03-REF-A,P-H03,C003,2018-10-16,C002,2018-07-10,98,-0.1641972181,3.162499002,C/S
P-H03-REF-A,P-H03,C005,2019-05-14,C003,2018-10-16,210,-0.03363451766,1.856064737,C/S
P-H03-REF-A,P-H03,C006,2019-08-27,C005,2019-05-14,105,3.053545383,3.93934106,C/S
P-H03-REF-A,P-H03,C007,2019-11-05,C006,2019-08-27,70,-4.703627848,6.05682504,C/S
P-H03-REF-A,P-H03,C008,2020-04-21,C007,2019-11-05,168,-0.321377539,2.636236021,C/S
P-H03-REF-A,P-H03,C009,2020-06-02,C008,2020-04-21,42,-0.9493882715,8.637732141,C/S
P-H03-REF-A,P-H03,C010,2020-10-20,C009,2020-06-02,140,-1.119452763,2.213749301,C/S
P-H03-REF-A,P-H03,C012,2021-05-18,C010,2020-10-20,210,0.92801425,1.475832868,C/S
P-H03-REF-A,P-H03,C014,2021-11-02,C012,2021-05-18,168,0.1392116207,1.844791084,C/S
P-H03-REF-A,P-H03,C016,2022-05-17,C014,2021-11-02,196,0.8284308085,1.581249501,C/S
P-H03-REF-A,P-H03,C017,2022-07-19,C016,2022-05-17,63,-0.8277916134,4.919442892,C/S
P-H03-REF-A,P-H03,C018,2022-10-18,C017,2022-07-19,91,1.323523898,4.581757863,C/S
P-H03-REF-A,P-H03,C020,2023-05-16,C018,2022-10-18,210,-1.549172716,1.985428407,C/S
P-H03-REF-A,P-H03,C021,2023-07-25,C020,2023-05-16,70,3.406342493,4.427498603,C/S
P-H03-REF-A,P-H03,C024,2024-05-14,C021,2023-07-25,294,0.1713028843,1.119724597,C/S
P-H03-REF-A,P-H03,C025,2024-07-09,C024,2024-05-14,56,0.1810561007,5.878554135,C/S
P-H03-REF-A,P-H03,C027,2025-07-22,C025,2024-07-09,378,-0.7084222883,0.8633903522,C/S
P-H03-REF-A,P-H03,C029,2025-11-04,C027,2025-07-22,105,2.996185986,3.108205268,C/S
P-H03-REF-B,P-H03,C002,2018-07-10,C001,2018-05-15,56,7.420291435,5.534373253,C/S
P-H03-REF-B,P-H03,C003,2018-10-16,C002,2018-07-10,98,-4.748956874,3.162499002,C/S
P-H03-REF-B,P-H03,C005,2019-05-14,C003,2018-10-16,210,-0.7377820038,1.79873902,C/S
P-H03-REF-B,P-H03,C006,2019-08-27,C005,2019-05-14,105,1.263809843,3.725192198,C/S
P-H03-REF-B,P-H03,C007,2019-11-05,C006,2019-08-27,70,0.473687035,5.972136245,C/S
P-H03-REF-B,P-H03,C008,2020-04-21,C007,2019-11-05,168,2.035858618,2.833165287,C/S
P-H03-REF-B,P-H03,C009,2020-06-02,C008,2020-04-21,42,-9.060855605,9.468524926,C/S
P-H03-REF-B,P-H03,C010,2020-10-20,C009,2020-06-02,140,2.37411908,2.213749301,C/S
P-H03-REF-B,P-H03,C012,2021-05-18,C010,2020-10-20,210,-0.1893931667,1.475832868,C/S
P-H03-REF-B,P-H03,C014,2021-11-02,C012,2021-05-18,168,1.612198646,1.844791084,C/S
P-H03-REF-B,P-H03,C016,2022-05-17,C014,2021-11-02,196,-1.54767964,1.581249501,C/S
P-H03-REF-B,P-H03,C017,2022-07-19,C016,2022-05-17,63,2.852998071,4.919442892,C/S
P-H03-REF-B,P-H03,C018,2022-10-18,C017,2022-07-19,91,-2.349842832,4.744815433,C/S
P-H03-REF-B,P-H03,C020,2023-05-16,C018,2022-10-18,210,-0.1606186314,2.056086688,C/S
P-H03-REF-B,P-H03,C021,2023-07-25,C020,2023-05-16,70,2.162286892,4.427498603,C/S
P-H03-REF-B,P-H03,C022,2023-11-07,C021,2023-07-25,105,-0.9115239093,2.981250663,C/S
P-H03-REF-B,P-H03,C024,2024-05-14,C022,2023-11-07,189,0.7109014767,1.732005671,C/S
P-H03-REF-B,P-H03,C025,2024-07-09,C024,2024-05-14,56,-10.32127374,5.792496376,C/S
P-H03-REF-B,P-H03,C027,2025-07-22,C025,2024-07-09,378,1.017303306,0.8248400777,C/S
P-H03-REF-B,P-H03,C029,2025-11-04,C027,2025-07-22,105,0.4600181644,2.96942428,C/S
P-H03-W001,P-H03,C002,2018-07-10,C001,2018-05-15,56,86.00899296,6.485270917,C/S
P-H03-W001,P-H03,C003,2018-10-16,C002,2018-07-10,98,85.82275774,3.636484369,C/S
P-H03-W001,P-H03,C005,2019-05-14,C003,2018-10-16,210,75.34368495,2.378060675,C/S
P-H03-W001,P-H03,C006,2019-08-27,C005,2019-05-14,105,70.5898582,5.281360527,C/S
P-H03-W001,P-H03,C008,2020-04-21,C006,2019-08-27,238,60.44983503,2.265659305,C/S
P-H03-W001,P-H03,C009,2020-06-02,C008,2020-04-21,42,65.67874242,11.67700498,C/S
P-H03-W001,P-H03,C010,2020-10-20,C009,2020-06-02,140,59.23889611,2.661942265,C/S
P-H03-W001,P-H03,C012,2021-05-18,C010,2020-10-20,210,55.79520838,1.728176441,C/S
P-H03-W001,P-H03,C014,2021-11-02,C012,2021-05-18,168,48.17373774,2.118146029,C/S
P-H03-W001,P-H03,C016,2022-05-17,C014,2021-11-02,196,46.94378892,1.822891345,C/S
P-H03-W001,P-H03,C017,2022-07-19,C016,2022-05-17,63,40.55512027,5.716609043,C/S
P-H03-W001,P-H03,C018,2022-10-18,C017,2022-07-19,91,37.49158188,5.837614531,C/S
P-H03-W001,P-H03,C020,2023-05-16,C018,2022-10-18,210,39.6409827,2.527868579,C/S
P-H03-W001,P-H03,C021,2023-07-25,C020,2023-05-16,70,33.30409353,5.222781548,C/S
P-H03-W001,P-H03,C022,2023-11-07,C021,2023-07-25,105,39.71038688,4.881386212,C/S
P-H03-W001,P-H03,C024,2024-05-14,C022,2023-11-07,189,31.15246686,2.873612106,C/S
P-H03-W001,P-H03,C025,2024-07-09,C024,2024-05-14,56,28.0366189,7.243952339,C/S
P-H03-W001,P-H03,C029,2025-11-04,C025,2024-07-09,483,30.22232127,0.7421109684,C/S
P-H03-W002,P-H03,C002,2018-07-10,C001,2018-05-15,56,93.29297635,6.720032721,C/S
P-H03-W002,P-H03,C003,2018-10-16,C002,2018-07-10,98,73.86498887,3.777685412,C/S
P-H03-W002,P-H03,C005,2019-05-14,C003,2018-10-16,210,75.02458713,2.455750538,C/S
P-H03-W002,P-H03,C006,2019-08-27,C005,2019-05-14,105,66.53093272,5.443847305,C/S
P-H03-W002,P-H03,C007,2019-11-05,C006,2019-08-27,70,59.74377672,8.064198982,C/S
P-H03-W002,P-H03,C008,2020-04-21,C007,2019-11-05,168,53.24664352,3.647205026,C/S
