campaign_id,date,profile_id,left_point_id,right_point_id,mid_chainage_m,interval_length_m,tilt_mm_m,standard_uncertainty_tilt_mm_m,provenance
C004,2019-02-12,P-H02,P-H02-REF-A,P-H02-W001,-175,350,0.5007826621,0.002606517271,C/S
C004,2019-02-12,P-H02,P-H02-W001,P-H02-W002,47.89781264,95.79562529,1.50556665,0.01033307897,C/S
C004,2019-02-12,P-H02,P-H02-W002,P-H02-W004,173.3102617,155.0292728,-1.413835993,0.006553340176,C/S
C004,2019-02-12,P-H02,P-H02-W004,P-H02-W005,309.3479592,117.046122,-0.739985326,0.008703434891,C/S
C004,2019-02-12,P-H02,P-H02-W005,P-H02-W006,398.721184,61.70032766,3.516775506,0.01629785646,C/S
C004,2019-02-12,P-H02,P-H02-W006,P-H02-REF-B,656.9169313,454.691167,-0.5084690483,0.002037218217,C/S
C004,2019-02-12,P-V01,P-V01-REF-A,P-V01-W001,-175,350,0.1857857095,0.002633116435,C/S
C004,2019-02-12,P-V01,P-V01-W001,P-V01-W002,52.22582922,104.4516584,-0.0511114434,0.009709611997,C/S
C004,2019-02-12,P-V01,P-V01-W002,P-V01-W003,163.0981572,117.2929975,0.170295261,0.008985492705,C/S
C004,2019-02-12,P-V01,P-V01-W003,P-V01-W004,251.4160105,59.34270916,0.3565160713,0.0180808137,C/S
C004,2019-02-12,P-V01,P-V01-W004,P-V01-W007,442.8039273,323.4331243,0.4749723639,0.003262803698,C/S
C004,2019-02-12,P-V01,P-V01-W007,P-V01-REF-B,779.5204894,350,-0.7303557559,0.002701383941,C/S
C005,2019-05-14,P-D01,P-D01-REF-A,P-D01-W001,-175,350,0.3675666734,0.00264544623,C/S
C005,2019-05-14,P-D01,P-D01-W001,P-D01-W002,38.37672505,76.75345009,1.626700658,0.01315763856,C/S
C005,2019-05-14,P-D01,P-D01-W002,P-D01-W003,108.2730652,63.03923029,2.675702498,0.01634037781,C/S
C005,2019-05-14,P-D01,P-D01-W003,P-D01-W004,189.4115846,99.23780835,0.008393803789,0.01052125412,C/S
C005,2019-05-14,P-D01,P-D01-W004,P-D01-W005,274.8264211,71.5918648,-2.849419037,0.01466335589,C/S
C005,2019-05-14,P-D01,P-D01-W005,P-D01-W006,356.5780266,91.91134609,0.09628000367,0.01132900854,C/S
C005,2019-05-14,P-D01,P-D01-W006,P-D01-W007,442.9141823,80.76096539,-1.572060189,0.01260228101,C/S
C005,2019-05-14,P-D01,P-D01-W007,P-D01-REF-B,658.294665,350,-0.2897893531,0.002652674926,C/S
C005,2019-05-14,P-H01,P-H01-REF-A,P-H01-W001,-175,350,0.2325200926,0.002750100423,C/S
C005,2019-05-14,P-H01,P-H01-W001,P-H01-W002,73.92911522,147.8582304,-0.3388579041,0.007422664451,C/S
C005,2019-05-14,P-H01,P-H01-W002,P-H01-W003,240.3844841,185.0525074,1.309038319,0.006247004166,C/S
C005,2019-05-14,P-H01,P-H01-W003,P-H01-W004,395.4295049,125.0375342,-1.309264212,0.009510312606,C/S
C005,2019-05-14,P-H01,P-H01-W004,P-H01-W005,540.8664779,165.8364117,0.9040584752,0.007196781251,C/S
C005,2019-05-14,P-H01,P-H01-W005,P-H01-W006,703.5740133,159.5786591,-0.2741589606,0.007371602,C/S
C005,2019-05-14,P-H01,P-H01-W006,P-H01-W007,869.0252919,171.323898,-0.436523469,0.006589715172,C/S
C005,2019-05-14,P-H01,P-H01-W007,P-H01-REF-B,1129.687241,350,-0.4058143114,0.002798667812,C/S
C005,2019-05-14,P-H02,P-H02-REF-A,P-H02-W001,-175,350,0.5506466384,0.00268733002,C/S
C005,2019-05-14,P-H02,P-H02-W001,P-H02-W002,47.89781264,95.79562529,1.426794929,0.01088442677,C/S
C005,2019-05-14,P-H02,P-H02-W002,P-H02-W004,173.3102617,155.0292728,-1.42092204,0.006912790465,C/S
C005,2019-05-14,P-H02,P-H02-W004,P-H02-W005,309.3479592,117.046122,-0.8068128748,0.009236354494,C/S
C005,2019-05-14,P-H02,P-H02-W005,P-H02-W006,398.721184,61.70032766,3.644808695,0.01742255769,C/S
C005,2019-05-14,P-H02,P-H02-W006,P-H02-W007,481.9169313,104.691167,-0.3738112769,0.01007699951,C/S
C005,2019-05-14,P-H02,P-H02-W007,P-H02-REF-B,709.2625148,350,-0.5723817036,0.002710726182,C/S
C005,2019-05-14,P-H03,P-H03-REF-A,P-H03-W001,-175,350,0.4564763161,0.004220482409,C/S
C005,2019-05-14,P-H03,P-H03-W001,P-H03-W002,43.7274154,87.45483081,1.21877132,0.01945561411,C/S
C005,2019-05-14,P-H03,P-H03-W002,P-H03-W003,105.8990495,36.88843745,-0.5625844984,0.04701298628,C/S
C005,2019-05-14,P-H03,P-H03-W003,P-H03-W004,162.1854218,75.68430714,3.571587682,0.02306188022,C/S
C005,2019-05-14,P-H03,P-H03-W004,P-H03-W005,254.216883,108.3786153,-2.209889649,0.01607745423,C/S
C005,2019-05-14,P-H03,P-H03-W005,P-H03-W006,314.8445012,12.87662101,-1.311494997,0.1342694673,C/S
C005,2019-05-14,P-H03,P-H03-W006,P-H03-W007,377.1167809,111.6679384,2.111727425,0.01513820297,C/S
C005,2019-05-14,P-H03,P-H03-W007,P-H03-REF-B,607.9507501,350,-1.41782434,0.004123925048,C/S
C005,2019-05-14,P-H05,P-H05-REF-A,P-H05-W001,-175,350,3.524479872,0.003502488574,C/S
C005,2019-05-14,P-H05,P-H05-W001,P-H05-W002,68.67519266,137.3503853,-0.7937477419,0.01066072702,C/S
C005,2019-05-14,P-H05,P-H05-W002,P-H05-W003,192.6421103,110.5834499,1.184560399,0.01383972229,C/S
C005,2019-05-14,P-H05,P-H05-W003,P-H05-W004,332.1363575,168.4050445,1.658388672,0.009312564771,C/S
C005,2019-05-14,P-H05,P-H05-W004,P-H05-W005,479.215558,125.7533565,-2.813169442,0.01253833737,C/S
C005,2019-05-14,P-H05,P-H05-W005,P-H05-W006,611.6117406,139.0390087,0.9707635779,0.01115598551,C/S
C005,2019-05-14,P-H05,P-H05-W006,P-H05-W007,743.1397066,124.0169233,-4.71569165,0.0120776247,C/S
C005,2019-05-14,P-H05,P-H05-W007,P-H05-REF-B,980.1481682,350,-2.090253661,0.003702125083,C/S
C005,2019-05-14,P-H06,P-H06-REF-A,P-H06-W001,-175,350,0.930158333,0.002683633225,C/S
C005,2019-05-14,P-H06,P-H06-W001,P-H06-W002,71.48417387,142.9683477,-1.095218911,0.007343543337,C/S
C005,2019-05-14,P-H06,P-H06-W002,P-H06-W003,205.9037018,125.8707081,1.236420071,0.008670688485,C/S
C005,2019-05-14,P-H06,P-H06-W003,P-H06-W004,318.0397336,98.40135561,0.02564399147,0.0112776724,C/S
C005,2019-05-14,P-H06,P-H06-W004,P-H06-W005,423.4508443,112.4208658,-1.580028545,0.009874677108,C/S
C005,2019-05-14,P-H06,P-H06-W005,P-H06-W006,571.3706638,183.4187731,0.9658368162,0.005901836761,C/S
C005,2019-05-14,P-H06,P-H06-W006,P-H06-W007,702.9002731,79.64044551,-3.441839803,0.01308825375,C/S
C005,2019-05-14,P-H06,P-H06-W007,P-H06-REF-B,917.7204958,350,-0.1497602695,0.002690273692,C/S
C005,2019-05-14,P-H07,P-H07-REF-A,P-H07-W001,-175,350,0.3145913898,0.004126002222,C/S
C005,2019-05-14,P-H07,P-H07-W001,P-H07-W002,37.33230588,74.66461176,0.7633876906,0.02159102307,C/S
C005,2019-05-14,P-H07,P-H07-W002,P-H07-W003,130.1397477,110.950272,0.8423651475,0.014781212,C/S
C005,2019-05-14,P-H07,P-H07-W003,P-H07-W004,209.6301704,48.03057339,-0.8874133694,0.03443708941,C/S
C005,2019-05-14,P-H07,P-H07-W004,P-H07-W005,278.40533,89.51974573,-2.068035583,0.01841278259,C/S
C005,2019-05-14,P-H07,P-H07-W005,P-H07-W007,401.0889069,155.8474081,-0.05796766119,0.01035018812,C/S
C005,2019-05-14,P-H07,P-H07-W007,P-H07-REF-B,654.012611,350,-0.06578028374,0.004056580244,C/S
C005,2019-05-14,P-V01,P-V01-REF-A,P-V01-W001,-175,350,0.2081703783,0.002715631178,C/S
C005,2019-05-14,P-V01,P-V01-W001,P-V01-W002,52.22582922,104.4516584,-0.04534236471,0.01017728512,C/S
C005,2019-05-14,P-V01,P-V01-W002,P-V01-W003,163.0981572,117.2929975,0.1862602632,0.009338473334,C/S
C005,2019-05-14,P-V01,P-V01-W003,P-V01-W004,251.4160105,59.34270916,0.4046174718,0.01870389729,C/S
C005,2019-05-14,P-V01,P-V01-W004,P-V01-W005,348.1908422,134.2069541,4.791214122,0.008273320741,C/S
C005,2019-05-14,P-V01,P-V01-W005,P-V01-W006,461.1705699,91.75250131,-4.81296383,0.01197179265,C/S
C005,2019-05-14,P-V01,P-V01-W006,P-V01-W007,555.783655,97.4736689,-0.4294398151,0.01098606502,C/S
C005,2019-05-14,P-V01,P-V01-W007,P-V01-REF-B,779.5204894,350,-0.7839377953,0.002731746527,C/S
C005,2019-05-14,P-V02,P-V02-W001,P-V02-W002,35.15453837,70.30907674,-0.511551174,0.02344293964,C/S
C005,2019-05-14,P-V02,P-V02-W002,P-V02-W003,111.0774241,81.53669476,-1.655473476,0.01937802508,C/S
C005,2019-05-14,P-V02,P-V02-W003,P-V02-W004,177.2004486,50.70935413,0.259726083,0.02984630522,C/S
C005,2019-05-14,P-V02,P-V02-W004,P-V02-W005,227.4746955,49.83913967,2.397446073,0.02938571247,C/S
C005,2019-05-14,P-V02,P-V02-W005,P-V02-W006,293.8545613,82.92059208,1.223669891,0.01679203468,C/S
C005,2019-05-14,P-V02,P-V02-W006,P-V02-W007,374.0790592,77.52840368,-2.609197649,0.01687656411,C/S
C005,2019-05-14,P-V02,P-V02-W007,P-V02-REF-B,587.8432611,350,-0.1397395802,0.003106057723,C/S
C005,2019-05-14,P-V03,P-V03-REF-A,P-V03-W001,-175,350,1.135898223,0.002629724414,C/S
C005,2019-05-14,P-V03,P-V03-W001,P-V03-W002,31.53078598,63.06157197,-0.01948911288,0.01579164542,C/S
C005,2019-05-14,P-V03,P-V03-W002,P-V03-W003,92.48902979,58.85491564,14.66363972,0.01715813825,C/S
C005,2019-05-14,P-V03,P-V03-W003,P-V03-W004,143.6350753,43.43717543,7.972487703,0.02341873507,C/S
C005,2019-05-14,P-V03,P-V03-W004,P-V03-W005,207.2406826,83.77403905,-14.80485321,0.01214213543,C/S
C005,2019-05-14,P-V03,P-V03-W005,P-V03-W006,268.8296454,39.40388659,-0.999419166,0.02565306619,C/S
C005,2019-05-14,P-V03,P-V03-W006,P-V03-W007,306.4542183,35.8452593,-3.266892631,0.027915619,C/S
C005,2019-05-14,P-V03,P-V03-W007,P-V03-REF-B,499.376848,350,-0.592931613,0.00264130696,C/S
C005,2019-05-14,P-V04,P-V04-REF-A,P-V04-W001,-175,350,0.5356652927,0.002660030244,C/S
C005,2019-05-14,P-V04,P-V04-W001,P-V04-W002,20.79717677,41.59435355,0.04364720999,0.02438618464,C/S
C005,2019-05-14,P-V04,P-V04-W002,P-V04-W003,77.9762911,72.7638751,0.004914550358,0.01413730487,C/S
C005,2019-05-14,P-V04,P-V04-W003,P-V04-W004,160.5368645,92.35727176,1.463801486,0.01124912097,C/S
C005,2019-05-14,P-V04,P-V04-W004,P-V04-W005,218.9976886,24.56437629,0.1942077688,0.04239210347,C/S
C005,2019-05-14,P-V04,P-V04-W005,P-V04-W006,254.6676829,46.77561246,-2.138863944,0.02216962782,C/S
C005,2019-05-14,P-V04,P-V04-W006,P-V04-W007,314.3309263,72.55087429,0.1470702875,0.01414590244,C/S
C005,2019-05-14,P-V04,P-V04-W007,P-V04-REF-B,525.6063634,350,-0.6881814177,0.002678748862,C/S
C005,2019-05-14,P-V05,P-V05-REF-A,P-V05-W001,-175,350,3.434178078,0.002867014071,C/S
C005,2019-05-14,P-V05,P-V05-W001,P-V05-W002,48.37786768,96.75573535,1.798474512,0.01152374037,C/S
C005,2019-05-14,P-V05,P-V05-W002,P-V05-W003,105.6862834,17.86109619,0.8219485734,0.06307388226,C/S
C005,2019-05-14,P-V05,P-V05-W003,P-V05-W004,147.0529793,64.87229558,-1.641670422,0.01737154791,C/S
C005,2019-05-14,P-V05,P-V05-W004,P-V05-W005,215.677862,72.37746966,1.094521424,0.01549261837,C/S
C005,2019-05-14,P-V05,P-V05-W005,P-V05-W006,267.6080051,31.4828166,1.232445162,0.03528976699,C/S
C005,2019-05-14,P-V05,P-V05-W006,P-V05-W007,318.6075329,70.51623896,3.386247054,0.01551461368,C/S
C005,2019-05-14,P-V05,P-V05-W007,P-V05-REF-B,528.8656523,350,-4.68643171,0.002778728167,C/S
C005,2019-05-14,P-V06,P-V06-REF-A,P-V06-W001,-175,350,0.001828754322,0.002614399679,C/S
C005,2019-05-14,P-V06,P-V06-W001,P-V06-W002,48.87677373,97.75354747,1.310981027,0.01018655854,C/S
C005,2019-05-14,P-V06,P-V06-W002,P-V06-W003,118.9595867,42.4120785,-1.264302705,0.02403583353,C/S
C005,2019-05-14,P-V06,P-V06-W003,P-V06-W004,211.6693795,143.007507,0.2498620398,0.007191155619,C/S
C005,2019-05-14,P-V06,P-V06-W004,P-V06-W005,318.851067,71.35586805,0.4908054656,0.01441604638,C/S
C005,2019-05-14,P-V06,P-V06-W005,P-V06-W006,405.2383497,101.4186973,-0.6210481707,0.00997333472,C/S
C005,2019-05-14,P-V06,P-V06-W006,P-V06-W007,486.0008874,60.10637796,0.003268321471,0.01639798095,C/S
C005,2019-05-14,P-V06,P-V06-W007,P-V06-REF-B,691.0540763,350,-0.2377785213,0.002609033474,C/S
C006,2019-08-27,P-H03,P-H03-REF-A,P-H03-W001,-175,350,0.5119476203,0.003387295162,C/S
C006,2019-08-27,P-H03,P-H03-W001,P-H03-W002,43.7274154,87.45483081,1.205429154,0.015591023,C/S
C006,2019-08-27,P-H03,P-H03-W002,P-H03-W003,105.8990495,36.88843745,-0.5341569124,0.03765272731,C/S
C006,2019-08-27,P-H03,P-H03-W003,P-H03-W004,162.1854218,75.68430714,3.586941913,0.01846098447,C/S
C006,2019-08-27,P-H03,P-H03-W004,P-H03-W005,254.216883,108.3786153,-2.228023591,0.01285833731,C/S
C006,2019-08-27,P-H03,P-H03-W005,P-H03-W006,314.8445012,12.87662101,-0.9043137507,0.1072951148,C/S
C006,2019-08-27,P-H03,P-H03-W006,P-H03-W007,377.1167809,111.6679384,1.92747197,0.01208352394,C/S
C006,2019-08-27,P-H03,P-H03-W007,P-H03-REF-B,607.9507501,350,-1.428326358,0.003271311029,C/S
C006,2019-08-27,P-V02,P-V02-REF-A,P-V02-W001,-175,350,0.5983216481,0.002628298152,C/S
C006,2019-08-27,P-V02,P-V02-W001,P-V02-W002,35.15453837,70.30907674,-0.525352381,0.01417588638,C/S
C006,2019-08-27,P-V02,P-V02-W002,P-V02-W003,111.0774241,81.53669476,-1.86218965,0.01246048687,C/S
C006,2019-08-27,P-V02,P-V02-W003,P-V02-W004,177.2004486,50.70935413,0.3093183326,0.0202345295,C/S
C006,2019-08-27,P-V02,P-V02-W004,P-V02-W005,227.4746955,49.83913967,2.689282793,0.02059201568,C/S
C006,2019-08-27,P-V02,P-V02-W005,P-V02-W006,293.8545613,82.92059208,1.080485267,0.01226116569,C/S
C006,2019-08-27,P-V02,P-V02-W006,P-V02-W007,374.0790592,77.52840368,-2.623449431,0.01286180754,C/S
C006,2019-08-27,P-V02,P-V02-W007,P-V02-REF-B,587.8432611,350,-0.1589627042,0.002628131897,C/S
C007,2019-11-05,P-D01,P-D01-REF-A,P-D01-W001,-175,350,0.3964566399,0.003014939393,C/S
C007,2019-11-05,P-D01,P-D01-W001,P-D01-W002,38.37672505,76.75345009,1.949095679,0.01556431622,C/S
C007,2019-11-05,P-D01,P-D01-W002,P-D01-W003,108.2730652,63.03923029,2.157278605,0.01925317812,C/S
C007,2019-11-05,P-D01,P-D01-W003,P-D01-W004,189.4115846,99.23780835,0.006012354408,0.0123357956,C/S
C007,2019-11-05,P-D01,P-D01-W004,P-D01-W005,274.8264211,71.5918648,-2.628613382,0.01710505398,C/S
C007,2019-11-05,P-D01,P-D01-W005,P-D01-W006,356.5780266,91.91134609,0.1066046634,0.01314361555,C/S
C007,2019-11-05,P-D01,P-D01-W006,P-D01-W007,442.9141823,80.76096539,-1.531231353,0.01451111371,C/S
C007,2019-11-05,P-D01,P-D01-W007,P-D01-REF-B,658.294665,350,-0.3503350762,0.00288552574,C/S
C007,2019-11-05,P-H01,P-H01-REF-A,P-H01-W001,-175,350,0.2859505025,0.002794215963,C/S
C007,2019-11-05,P-H01,P-H01-W001,P-H01-W002,73.92911522,147.8582304,-0.3810447532,0.007578155716,C/S
C007,2019-11-05,P-H01,P-H01-W002,P-H01-W003,240.3844841,185.0525074,1.33637117,0.006316736224,C/S
C007,2019-11-05,P-H01,P-H01-W003,P-H01-W004,395.4295049,125.0375342,-1.255027931,0.009543245203,C/S
C007,2019-11-05,P-H01,P-H01-W004,P-H01-W005,540.8664779,165.8364117,0.9646785322,0.007172069004,C/S
C007,2019-11-05,P-H01,P-H01-W005,P-H01-W006,703.5740133,159.5786591,-0.3237886221,0.007289270831,C/S
C007,2019-11-05,P-H01,P-H01-W006,P-H01-W007,869.0252919,171.323898,-0.489736224,0.006453907927,C/S
C007,2019-11-05,P-H01,P-H01-W007,P-H01-REF-B,1129.687241,350,-0.4512021713,0.002751807567,C/S
C007,2019-11-05,P-H02,P-H02-REF-A,P-H02-W001,-175,350,0.6362697277,0.002619255248,C/S
C007,2019-11-05,P-H02,P-H02-W001,P-H02-W002,47.89781264,95.79562529,1.319179298,0.01043948465,C/S
C007,2019-11-05,P-H02,P-H02-W002,P-H02-W003,136.0685501,80.5458496,-2.540062337,0.01277737168,C/S
C007,2019-11-05,P-H02,P-H02-W003,P-H02-W004,213.5831865,74.48342325,-0.2195951764,0.01397351159,C/S
C007,2019-11-05,P-H02,P-H02-W004,P-H02-W005,309.3479592,117.046122,-0.9263359203,0.00886658096,C/S
C007,2019-11-05,P-H02,P-H02-W005,P-H02-W006,398.721184,61.70032766,3.820916769,0.0166248317,C/S
C007,2019-11-05,P-H02,P-H02-W006,P-H02-W007,481.9169313,104.691167,-0.3602188069,0.009532400449,C/S
C007,2019-11-05,P-H02,P-H02-W007,P-H02-REF-B,709.2625148,350,-0.6216201334,0.002613919426,C/S
C007,2019-11-05,P-H03,P-H03-REF-A,P-H03-W002,-131.2725846,437.4548308,0.6788211383,0.003447945534,C/S
C007,2019-11-05,P-H03,P-H03-W002,P-H03-W003,105.8990495,36.88843745,-0.5247025339,0.04607468475,C/S
C007,2019-11-05,P-H03,P-H03-W003,P-H03-W004,162.1854218,75.68430714,3.611678512,0.02264122878,C/S
C007,2019-11-05,P-H03,P-H03-W004,P-H03-W005,254.216883,108.3786153,-2.227982914,0.01585197924,C/S
C007,2019-11-05,P-H03,P-H03-W005,P-H03-W006,314.8445012,12.87662101,-0.7760617941,0.1329813215,C/S
C007,2019-11-05,P-H03,P-H03-W006,P-H03-W007,377.1167809,111.6679384,1.828482313,0.01509791798,C/S
C007,2019-11-05,P-H03,P-H03-W007,P-H03-REF-B,607.9507501,350,-1.44027466,0.004291106979,C/S
C007,2019-11-05,P-H04,P-H04-REF-A,P-H04-W001,-175,350,0.3231090927,0.002656752264,C/S
C007,2019-11-05,P-H04,P-H04-W001,P-H04-W002,39.46627424,78.93254848,3.854896157,0.01291990988,C/S
C007,2019-11-05,P-H04,P-H04-W002,P-H04-W003,139.0396073,120.2141177,1.97283469,0.008745355992,C/S
C007,2019-11-05,P-H04,P-H04-W003,P-H04-W004,259.6058639,120.9183954,-4.549338287,0.008878150998,C/S
C007,2019-11-05,P-H04,P-H04-W004,P-H04-W005,359.3835584,78.63699357,-0.1517539864,0.01370954655,C/S
C007,2019-11-05,P-H04,P-H04-W005,P-H04-W006,452.7986211,108.1931318,0.2552950398,0.009863741092,C/S
C007,2019-11-05,P-H04,P-H04-W006,P-H04-W007,553.1827282,92.57508238,0.1540197296,0.01123549758,C/S
C007,2019-11-05,P-H04,P-H04-W007,P-H04-REF-B,774.4702694,350,-0.3858138227,0.002684296327,C/S
C007,2019-11-05,P-H05,P-H05-REF-A,P-H05-W001,-175,350,3.581811899,0.002690941044,C/S
C007,2019-11-05,P-H05,P-H05-W001,P-H05-W002,68.67519266,137.3503853,-0.7047072061,0.007696455801,C/S
C007,2019-11-05,P-H05,P-H05-W002,P-H05-W003,192.6421103,110.5834499,1.13349217,0.009977956479,C/S
C007,2019-11-05,P-H05,P-H05-W003,P-H05-W004,332.1363575,168.4050445,1.564022499,0.006704089811,C/S
C007,2019-11-05,P-H05,P-H05-W004,P-H05-W005,479.215558,125.7533565,-2.822574438,0.009012214384,C/S
C007,2019-11-05,P-H05,P-H05-W005,P-H05-W006,611.6117406,139.0390087,0.969743073,0.008005981974,C/S
C007,2019-11-05,P-H05,P-H05-W006,P-H05-W007,743.1397066,124.0169233,-4.631713372,0.008650216173,C/S
C007,2019-11-05,P-H05,P-H05-W007,P-H05-REF-B,980.1481682,350,-2.145102915,0.002723376113,C/S
C007,2019-11-05,P-H06,P-H06-REF-A,P-H06-W001,-175,350,0.9359119678,0.004357654161,C/S
C007,2019-11-05,P-H06,P-H06-W001,P-H06-W002,71.48417387,142.9683477,-1.093193765,0.01250673463,C/S
C007,2019-11-05,P-H06,P-H06-W002,P-H06-W003,205.9037018,125.8707081,1.238773747,0.0147649301,C/S
C007,2019-11-05,P-H06,P-H06-W003,P-H06-W004,318.0397336,98.40135561,0.00262469243,0.01921800239,C/S
C007,2019-11-05,P-H06,P-H06-W004,P-H06-W005,423.4508443,112.4208658,-1.577521589,0.01685216188,C/S
C007,2019-11-05,P-H06,P-H06-W005,P-H06-W006,571.3706638,183.4187731,0.9627234016,0.01010751598,C/S
C007,2019-11-05,P-H06,P-H06-W006,P-H06-W007,702.9002731,79.64044551,-3.432177569,0.02251206198,C/S
C007,2019-11-05,P-H06,P-H06-W007,P-H06-REF-B,917.7204958,350,-0.1526807962,0.00448389045,C/S
C007,2019-11-05,P-H07,P-H07-REF-A,P-H07-W001,-175,350,0.3541506278,0.002602839121,C/S
C007,2019-11-05,P-H07,P-H07-W001,P-H07-W002,37.33230588,74.66461176,1.001893162,0.01315686628,C/S
C007,2019-11-05,P-H07,P-H07-W002,P-H07-W003,130.1397477,110.950272,0.564768507,0.009079344899,C/S
C007,2019-11-05,P-H07,P-H07-W003,P-H07-W004,209.6301704,48.03057339,-0.6009243522,0.02126414199,C/S
C007,2019-11-05,P-H07,P-H07-W004,P-H07-W005,278.40533,89.51974573,-2.230570494,0.01139444569,C/S
C007,2019-11-05,P-H07,P-H07-W005,P-H07-W006,364.8858563,83.44130679,0.192704075,0.0120463625,C/S
C007,2019-11-05,P-H07,P-H07-W006,P-H07-W007,442.8095603,72.40610132,-0.2785917616,0.01354209541,C/S
C007,2019-11-05,P-H07,P-H07-W007,P-H07-REF-B,654.012611,350,-0.08175058747,0.002599980872,C/S
C007,2019-11-05,P-V01,P-V01-REF-A,P-V01-W001,-175,350,0.2605314863,0.002718650854,C/S
C007,2019-11-05,P-V01,P-V01-W001,P-V01-W002,52.22582922,104.4516584,-0.04382036358,0.0101964591,C/S
C007,2019-11-05,P-V01,P-V01-W002,P-V01-W003,163.0981572,117.2929975,0.1998905552,0.009357340995,C/S
C007,2019-11-05,P-V01,P-V01-W003,P-V01-W004,251.4160105,59.34270916,0.4659390961,0.01874495199,C/S
C007,2019-11-05,P-V01,P-V01-W004,P-V01-W005,348.1908422,134.2069541,4.864051622,0.008293972554,C/S
C007,2019-11-05,P-V01,P-V01-W005,P-V01-W006,461.1705699,91.75250131,-4.955041345,0.01200756622,C/S
C007,2019-11-05,P-V01,P-V01-W006,P-V01-W007,555.783655,97.4736689,-0.2913419888,0.01102603783,C/S
C007,2019-11-05,P-V01,P-V01-W007,P-V01-REF-B,779.5204894,350,-0.8819838399,0.002738443645,C/S
C007,2019-11-05,P-V02,P-V02-REF-A,P-V02-W001,-175,350,0.6309007293,0.002658028578,C/S
C007,2019-11-05,P-V02,P-V02-W001,P-V02-W002,35.15453837,70.30907674,-0.5251352226,0.01443012119,C/S
C007,2019-11-05,P-V02,P-V02-W002,P-V02-W003,111.0774241,81.53669476,-2.0022989,0.01263922907,C/S
C007,2019-11-05,P-V02,P-V02-W003,P-V02-W004,177.2004486,50.70935413,0.3239800787,0.02046803071,C/S
C007,2019-11-05,P-V02,P-V02-W004,P-V02-W005,227.4746955,49.83913967,2.892543637,0.02079559409,C/S
C007,2019-11-05,P-V02,P-V02-W005,P-V02-W006,293.8545613,82.92059208,0.990719838,0.01235801848,C/S
C007,2019-11-05,P-V02,P-V02-W006,P-V02-W007,374.0790592,77.52840368,-2.634564307,0.01293781994,C/S
C007,2019-11-05,P-V02,P-V02-W007,P-V02-REF-B,587.8432611,350,-0.16727744,0.00263590098,C/S
C007,2019-11-05,P-V03,P-V03-REF-A,P-V03-W001,-175,350,1.181106534,0.002584751612,C/S
C007,2019-11-05,P-V03,P-V03-W001,P-V03-W002,31.53078598,63.06157197,0.001402717258,0.01534803787,C/S
C007,2019-11-05,P-V03,P-V03-W002,P-V03-W003,92.48902979,58.85491564,14.65986411,0.01673005033,C/S
C007,2019-11-05,P-V03,P-V03-W003,P-V03-W004,143.6350753,43.43717543,7.759399643,0.02288729835,C/S
C007,2019-11-05,P-V03,P-V03-W004,P-V03-W005,207.2406826,83.77403905,-14.71270666,0.01189272235,C/S
C007,2019-11-05,P-V03,P-V03-W005,P-V03-W006,268.8296454,39.40388659,-1.048402125,0.02516744474,C/S
C007,2019-11-05,P-V03,P-V03-W006,P-V03-W007,306.4542183,35.8452593,-3.634682194,0.02740312092,C/S
C007,2019-11-05,P-V03,P-V03-W007,P-V03-REF-B,499.376848,350,-0.5996411821,0.002613668187,C/S
C007,2019-11-05,P-V04,P-V04-REF-A,P-V04-W001,-175,350,0.5367126027,0.003407113453,C/S
C007,2019-11-05,P-V04,P-V04-W001,P-V04-W002,20.79717677,41.59435355,0.05271883595,0.03234881416,C/S
C007,2019-11-05,P-V04,P-V04-W002,P-V04-W004,124.154927,165.1211469,0.8195610929,0.008265677179,C/S
C007,2019-11-05,P-V04,P-V04-W004,P-V04-W005,218.9976886,24.56437629,0.1597137263,0.05584729612,C/S
C007,2019-11-05,P-V04,P-V04-W005,P-V04-W006,254.6676829,46.77561246,-2.133990517,0.02913134124,C/S
C007,2019-11-05,P-V04,P-V04-W006,P-V04-W007,314.3309263,72.55087429,0.3659683109,0.0185139274,C/S
C007,2019-11-05,P-V04,P-V04-W007,P-V04-REF-B,525.6063634,350,-0.7314252345,0.003371867513,C/S
C007,2019-11-05,P-V05,P-V05-REF-A,P-V05-W002,-126.6221323,446.7557354,3.139105942,0.002044600609,C/S
C007,2019-11-05,P-V05,P-V05-W002,P-V05-W003,105.6862834,17.86109619,0.3745149922,0.05466348266,C/S
C007,2019-11-05,P-V05,P-V05-W003,P-V05-W004,147.0529793,64.87229558,-1.647105899,0.01509707366,C/S
C007,2019-11-05,P-V05,P-V05-W004,P-V05-W005,215.677862,72.37746966,1.06597078,0.01349552944,C/S
C007,2019-11-05,P-V05,P-V05-W005,P-V05-W006,267.6080051,31.4828166,1.092565296,0.03077101572,C/S
C007,2019-11-05,P-V05,P-V05-W006,P-V05-W007,318.6075329,70.51623896,3.474357598,0.0135236648,C/S
C007,2019-11-05,P-V05,P-V05-W007,P-V05-REF-B,528.8656523,350,-4.73884474,0.002563033455,C/S
C007,2019-11-05,P-V06,P-V06-REF-A,P-V06-W001,-175,350,-0.001158045763,0.005465631938,C/S
C007,2019-11-05,P-V06,P-V06-W001,P-V06-W002,48.87677373,97.75354747,1.42223254,0.0218408387,C/S
