run_id,campaign_id,date,profile_id,run_attempt,edge_index,station_id,station_index_within_edge,stations_in_edge,from_point_id,to_point_id,backsight_reading_m,foresight_reading_m,delta_h_observed_m,backsight_length_m,foresight_length_m,sight_imbalance_m,standard_uncertainty_delta_h_mm,run_qc_status,provenance
LR-00022,C003,2018-10-16,P-H04,1,1,LS-0000410,1,5,P-H04-REF-A,P-H04-W001,1.441241059,1.01608258,0.4251584793,27.5018692,28.66208628,-1.160217083,0.318,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,1,LS-0000411,2,5,P-H04-REF-A,P-H04-W001,1.486008658,1.061241601,0.4247670566,45.04438018,47.96898189,-2.924601709,0.318,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,1,LS-0000412,3,5,P-H04-REF-A,P-H04-W001,1.678874006,1.253635285,0.4252387206,45.25971493,44.63460505,0.6251098749,0.318,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,1,LS-0000413,4,5,P-H04-REF-A,P-H04-W001,1.445690018,1.020739368,0.4249506507,32.91138997,31.82707009,1.084319877,0.318,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,1,LS-0000414,5,5,P-H04-REF-A,P-H04-W001,1.664991726,1.240725512,0.4242662136,31.13089451,30.52636423,0.6045302739,0.318,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,2,LS-0000415,1,1,P-H04-W001,P-H04-W002,1.187882082,0.983996316,0.203885766,39.09692525,38.31915298,0.7777722741,0.3305055679,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,3,LS-0000416,1,2,P-H04-W002,P-H04-W003,1.82717146,1.543586898,0.2835845622,34.77718365,34.14430249,0.6328811564,0.3041498824,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,3,LS-0000417,2,2,P-H04-W002,P-H04-W003,1.693653762,1.408499999,0.2851537635,38.77902694,41.23544291,-2.456415973,0.3041498824,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,4,LS-0000418,1,2,P-H04-W003,P-H04-W004,1.457763074,0.7658074476,0.6919556265,35.23158091,36.53394228,-1.302361376,0.3046428768,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,4,LS-0000419,2,2,P-H04-W003,P-H04-W004,1.24293526,0.5510127927,0.6919224675,41.14757361,40.69598732,0.4515862895,0.3046428768,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,5,LS-0000420,1,1,P-H04-W004,P-H04-W005,1.57750271,1.030185312,0.5473173983,31.66668414,30.01936406,1.647320078,0.330091791,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,6,LS-0000421,1,2,P-H04-W005,P-H04-W006,1.498918495,1.141861866,0.3570566289,21.75269227,19.61668557,2.136006702,0.2957351923,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,6,LS-0000422,2,2,P-H04-W005,P-H04-W006,1.500852873,1.143226326,0.3576265463,41.74749899,41.18662348,0.560875508,0.2957351923,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,7,LS-0000423,1,2,P-H04-W006,P-H04-W007,1.499408412,1.165315987,0.3340924253,48.967076,49.30215118,-0.3350751788,0.2848025577,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,7,LS-0000424,2,2,P-H04-W006,P-H04-W007,1.211109015,0.8770721603,0.3340368549,45.37888713,45.75847033,-0.3795831916,0.2848025577,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,8,LS-0000425,1,5,P-H04-W007,P-H04-REF-B,1.180851561,0.6695639174,0.5112876438,49.41420995,48.07684968,1.337360266,0.318,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,8,LS-0000426,2,5,P-H04-W007,P-H04-REF-B,1.304126511,0.7931259084,0.5110006022,46.48842257,46.48346629,0.004956280098,0.318,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,8,LS-0000427,3,5,P-H04-W007,P-H04-REF-B,1.844370034,1.33312656,0.5112434738,35.30048277,33.72945024,1.571032532,0.318,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,8,LS-0000428,4,5,P-H04-W007,P-H04-REF-B,1.358179149,0.8471000489,0.5110790997,27.47580674,29.45271914,-1.976912399,0.318,accepted,S
LR-00022,C003,2018-10-16,P-H04,1,8,LS-0000429,5,5,P-H04-W007,P-H04-REF-B,1.702160932,1.191260594,0.5109003381,33.04664838,30.06599858,2.9806498,0.318,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,1,LS-0000430,1,5,P-H05-REF-A,P-H05-W001,1.156660212,1.167734056,-0.01107384379,20.97856245,22.6214085,-1.642846052,0.318,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,1,LS-0000431,2,5,P-H05-REF-A,P-H05-W001,1.429535424,1.440409969,-0.01087454517,39.27302741,37.10351673,2.16951068,0.318,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,1,LS-0000432,3,5,P-H05-REF-A,P-H05-W001,1.613449056,1.624269834,-0.01082077809,48.05858033,46.86926693,1.189313406,0.318,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,1,LS-0000433,4,5,P-H05-REF-A,P-H05-W001,1.561645192,1.571786159,-0.01014096672,24.89906581,24.70820289,0.190862921,0.318,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,1,LS-0000434,5,5,P-H05-REF-A,P-H05-W001,1.624637086,1.635357303,-0.01072021699,31.6076521,29.52986767,2.077784423,0.318,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,2,LS-0000435,1,2,P-H05-W001,P-H05-W002,1.300007921,1.046274046,0.2537338759,48.36240188,47.73968937,0.6227125089,0.3161452697,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,2,LS-0000436,2,2,P-H05-W001,P-H05-W002,1.434082599,1.179802045,0.2542805546,32.39385964,31.0375611,1.356298539,0.3161452697,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,3,LS-0000437,1,2,P-H05-W002,P-H05-W003,1.539683662,1.469439649,0.07024401376,24.44031047,26.9066718,-2.466361333,0.2974084149,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,3,LS-0000438,2,2,P-H05-W002,P-H05-W003,1.339445094,1.268766136,0.07067895832,27.7579913,28.91541367,-1.157422371,0.2974084149,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,4,LS-0000439,1,3,P-H05-W003,P-H05-W004,1.791988733,1.768000865,0.02398786821,41.08252744,43.15121216,-2.068684718,0.2985890208,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,4,LS-0000440,2,3,P-H05-W003,P-H05-W004,1.471100565,1.447411006,0.02368955926,40.91058706,41.25089063,-0.3403035655,0.2985890208,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,4,LS-0000441,3,3,P-H05-W003,P-H05-W004,1.218240255,1.195058797,0.02318145826,30.57131169,30.4563607,0.1149509887,0.2985890208,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,5,LS-0000442,1,2,P-H05-W004,P-H05-W005,1.370360922,1.071061612,0.2992993106,21.97749166,22.61959032,-0.6420986621,0.3080273495,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,5,LS-0000443,2,2,P-H05-W004,P-H05-W005,1.757949994,1.459035444,0.2989145499,45.75293088,47.55884214,-1.805911262,0.3080273495,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,6,LS-0000444,1,2,P-H05-W005,P-H05-W006,1.582579191,1.528572824,0.05400636658,36.945952,36.9662844,-0.02033239646,0.3173273061,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,6,LS-0000445,2,2,P-H05-W005,P-H05-W006,1.247456004,1.194129354,0.05332664955,20.94272168,21.62563093,-0.6829092504,0.3173273061,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,7,LS-0000446,1,2,P-H05-W006,P-H05-W007,1.311851851,0.9190326119,0.3928192391,20.69371623,19.52634625,1.167369975,0.3068118463,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,7,LS-0000447,2,2,P-H05-W006,P-H05-W007,1.842561755,1.449982623,0.3925791313,31.0649012,27.12919651,3.935704687,0.3068118463,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,8,LS-0000448,1,5,P-H05-W007,P-H05-REF-B,1.802599122,1.574858639,0.2277404829,33.6528957,31.36730521,2.285590488,0.318,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,8,LS-0000449,2,5,P-H05-W007,P-H05-REF-B,1.307650533,1.078820117,0.2288304159,44.73429985,44.34678201,0.3875178378,0.318,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,8,LS-0000450,3,5,P-H05-W007,P-H05-REF-B,1.263999783,1.035852901,0.2281468817,32.92311168,34.38944418,-1.466332503,0.318,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,8,LS-0000451,4,5,P-H05-W007,P-H05-REF-B,1.197536688,0.9686395115,0.2288971767,38.97679741,38.95769958,0.01909783631,0.318,accepted,S
LR-00023,C003,2018-10-16,P-H05,1,8,LS-0000452,5,5,P-H05-W007,P-H05-REF-B,1.439142432,1.210985589,0.2281568431,49.65560096,49.07491732,0.5806836398,0.318,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,1,LS-0000453,1,5,P-H06-REF-A,P-H06-W001,1.621391965,1.196121426,0.4252705388,35.40715037,35.4111483,-0.00399793126,0.318,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,1,LS-0000454,2,5,P-H06-REF-A,P-H06-W001,1.625748028,1.199836282,0.4259117457,40.76470736,38.89127949,1.873427865,0.318,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,1,LS-0000455,3,5,P-H06-REF-A,P-H06-W001,1.589646348,1.163017971,0.4266283769,39.41354743,37.64383084,1.769716584,0.318,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,1,LS-0000456,4,5,P-H06-REF-A,P-H06-W001,1.284824725,0.8591622947,0.4256624299,50.17487332,48.99138512,1.183488196,0.318,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,1,LS-0000457,5,5,P-H06-REF-A,P-H06-W001,1.71122754,1.285436457,0.4257910829,19.42660631,21.01113697,-1.58453066,0.318,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,2,LS-0000458,1,4,P-H06-W001,P-H06-W003,1.555890384,1.0997491,0.4561412842,26.16753388,27.8345174,-1.666983521,0.3140936695,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,2,LS-0000459,2,4,P-H06-W001,P-H06-W003,1.428627234,0.9719318599,0.4566953743,23.08864222,25.25912802,-2.170485798,0.3140936695,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,2,LS-0000460,3,4,P-H06-W001,P-H06-W003,1.258977604,0.8022535957,0.456724008,26.55810122,25.45792552,1.100175703,0.3140936695,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,2,LS-0000461,4,4,P-H06-W001,P-H06-W003,1.341312985,0.885241009,0.4560719763,37.15281359,40.31940602,-3.166592427,0.3140936695,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,3,LS-0000462,1,2,P-H06-W003,P-H06-W004,1.325461549,1.002479577,0.3229819718,30.55668232,29.4994479,1.057234423,0.2888809489,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,3,LS-0000463,2,2,P-H06-W003,P-H06-W004,1.621287464,1.297959854,0.32332761,20.07353069,21.41358379,-1.340053103,0.2888809489,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,4,LS-0000464,1,2,P-H06-W004,P-H06-W005,1.557882127,1.10735946,0.450522666,32.72826074,31.0161264,1.712134345,0.298694606,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,4,LS-0000465,2,2,P-H06-W004,P-H06-W005,1.54140942,1.09090676,0.4505026599,38.48967774,40.33121444,-1.841536698,0.298694606,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,5,LS-0000466,1,3,P-H06-W005,P-H06-W006,1.234706687,0.914640902,0.3200657847,28.98945258,24.59043373,4.39901885,0.3055954274,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,5,LS-0000467,2,3,P-H06-W005,P-H06-W006,1.225719876,0.9060485829,0.3196712929,40.03954546,41.63989181,-1.600346354,0.3055954274,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,5,LS-0000468,3,3,P-H06-W005,P-H06-W006,1.741768224,1.421786124,0.3199820996,23.04387213,24.36891324,-1.325041106,0.3055954274,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,6,LS-0000469,1,1,P-H06-W006,P-H06-W007,1.72521432,0.9743403898,0.75087393,31.63071059,28.19694407,3.433766519,0.3314966237,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,7,LS-0000470,1,5,P-H06-W007,P-H06-REF-B,1.812440062,1.412839098,0.3996009646,21.85698179,23.15155422,-1.294572434,0.318,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,7,LS-0000471,2,5,P-H06-W007,P-H06-REF-B,1.750700691,1.350821059,0.3998796318,37.77385627,41.16237359,-3.388517313,0.318,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,7,LS-0000472,3,5,P-H06-W007,P-H06-REF-B,1.409850429,1.010193999,0.3996564298,33.6446605,36.39006412,-2.745403613,0.318,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,7,LS-0000473,4,5,P-H06-W007,P-H06-REF-B,1.19923477,0.799560164,0.3996746061,33.33159662,33.80474855,-0.4731519301,0.318,accepted,S
LR-00024,C003,2018-10-16,P-H06,1,7,LS-0000474,5,5,P-H06-W007,P-H06-REF-B,1.27765293,0.8786041207,0.3990488091,33.09242884,34.7877302,-1.695301358,0.318,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,1,LS-0000475,1,5,P-H07-REF-A,P-H07-W001,1.403378923,1.240679511,0.1626994122,28.06917312,26.89734185,1.171831273,0.318,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,1,LS-0000476,2,5,P-H07-REF-A,P-H07-W001,1.22159071,1.059208012,0.1623826974,24.65386893,25.81682602,-1.162957085,0.318,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,1,LS-0000477,3,5,P-H07-REF-A,P-H07-W001,1.729952403,1.567247076,0.1627053262,33.06810825,32.92454961,0.1435586406,0.318,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,1,LS-0000478,4,5,P-H07-REF-A,P-H07-W001,1.611564392,1.44884348,0.1627209118,35.143586,34.82356437,0.3200216344,0.318,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,1,LS-0000479,5,5,P-H07-REF-A,P-H07-W001,1.373063515,1.210376976,0.1626865392,36.28748209,35.01102968,1.276452405,0.318,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,2,LS-0000480,1,1,P-H07-W001,P-H07-W002,1.628779018,1.503309963,0.125469055,50.35813269,49.56249022,0.7956424705,0.3245304565,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,3,LS-0000481,1,2,P-H07-W002,P-H07-W003,1.3930252,1.350526575,0.04249862427,43.5382505,48.35221206,-4.813961565,0.2976651904,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,3,LS-0000482,2,2,P-H07-W002,P-H07-W003,1.523324914,1.480890457,0.04243445684,27.31074224,27.74930693,-0.4385646926,0.2976651904,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,4,LS-0000483,1,1,P-H07-W003,P-H07-W004,1.557326695,1.410909508,0.1464171864,22.68937632,21.94669965,0.7426766738,0.2872428027,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,5,LS-0000484,1,2,P-H07-W004,P-H07-W005,1.230749617,1.068395219,0.1623543981,30.16824861,30.80293067,-0.6346820602,0.282663822,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,5,LS-0000485,2,2,P-H07-W004,P-H07-W005,1.719312024,1.557077608,0.1622344158,42.03158496,41.96355107,0.06803389019,0.282663822,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,6,LS-0000486,1,2,P-H07-W005,P-H07-W006,1.39166135,1.324080786,0.06758056363,46.20384086,44.88663577,1.317205087,0.2784089148,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,6,LS-0000487,2,2,P-H07-W005,P-H07-W006,1.558859267,1.491747839,0.06711142803,36.87937578,37.37942722,-0.5000514344,0.2784089148,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,7,LS-0000488,1,1,P-H07-W006,P-H07-W007,1.521433561,1.402903408,0.1185301535,27.98461503,30.91839918,-2.933784144,0.3213685419,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,8,LS-0000489,1,5,P-H07-W007,P-H07-REF-B,1.678003642,1.587440538,0.09056310468,32.36313339,34.40120713,-2.038073741,0.318,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,8,LS-0000490,2,5,P-H07-W007,P-H07-REF-B,1.314899088,1.225238344,0.08966074419,26.83156254,25.21425627,1.617306276,0.318,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,8,LS-0000491,3,5,P-H07-W007,P-H07-REF-B,1.35228435,1.262151921,0.09013242887,22.45644167,20.30002423,2.156417438,0.318,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,8,LS-0000492,4,5,P-H07-W007,P-H07-REF-B,1.180008548,1.090155548,0.08985300044,49.73937201,49.86070276,-0.1213307499,0.318,accepted,S
LR-00025,C003,2018-10-16,P-H07,1,8,LS-0000493,5,5,P-H07-W007,P-H07-REF-B,1.538180868,1.448122949,0.09005791897,39.76541257,39.80519458,-0.0397820131,0.318,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,1,LS-0000494,1,5,P-V01-REF-A,P-V01-W001,1.210229675,1.081555141,0.1286745346,50.46086886,48.23936337,2.221505496,0.318,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,1,LS-0000495,2,5,P-V01-REF-A,P-V01-W001,1.810458382,1.682008527,0.1284498545,25.56835637,25.81100145,-0.2426450862,0.318,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,1,LS-0000496,3,5,P-V01-REF-A,P-V01-W001,1.642216332,1.513513881,0.1287024516,43.86315709,45.92979998,-2.066642891,0.318,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,1,LS-0000497,4,5,P-V01-REF-A,P-V01-W001,1.384010744,1.255415914,0.1285948291,39.83699197,38.97760356,0.8593884042,0.318,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,1,LS-0000498,5,5,P-V01-REF-A,P-V01-W001,1.295459313,1.166910794,0.1285485185,35.79674589,37.42161047,-1.62486458,0.318,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,2,LS-0000499,1,3,P-V01-W001,P-V01-W003,1.198483736,1.054435823,0.1440479133,41.67006756,43.03506462,-1.364997055,0.3234808394,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,2,LS-0000500,2,3,P-V01-W001,P-V01-W003,1.350139134,1.206716237,0.1434228971,39.35961461,38.9400675,0.4195471079,0.3234808394,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,2,LS-0000501,3,3,P-V01-W001,P-V01-W003,1.210909725,1.066042935,0.1448667904,20.7157625,22.22075703,-1.504994536,0.3234808394,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,3,LS-0000502,1,1,P-V01-W003,P-V01-W004,1.322056519,1.220530475,0.101526044,43.80658011,47.0016422,-3.195062085,0.3030797928,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,4,LS-0000503,1,2,P-V01-W004,P-V01-W005,1.52836212,1.710750585,-0.1823884648,39.83923299,38.11495657,1.724276421,0.3139448679,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,4,LS-0000504,2,2,P-V01-W004,P-V01-W005,1.758103325,1.939673608,-0.1815702834,45.13774536,43.78937728,1.348368083,0.3139448679,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,5,LS-0000505,1,2,P-V01-W005,P-V01-W006,1.616350017,1.31430857,0.3020414468,36.40296754,37.09121226,-0.6882447129,0.2842267509,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,5,LS-0000506,2,2,P-V01-W005,P-V01-W006,1.321450141,1.019077333,0.3023728083,43.44895238,43.10367786,0.3452745266,0.2842267509,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,6,LS-0000507,1,2,P-V01-W006,P-V01-W007,1.678291831,1.547617092,0.1306747389,28.77718371,30.80050941,-2.023325706,0.2882315682,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,6,LS-0000508,2,2,P-V01-W006,P-V01-W007,1.265852051,1.134915403,0.1309366485,36.17062973,36.44806892,-0.2774391925,0.2882315682,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,7,LS-0000509,1,5,P-V01-W007,P-V01-REF-B,1.307317096,1.121368192,0.1859489033,40.72460578,37.67077338,3.053832405,0.318,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,7,LS-0000510,2,5,P-V01-W007,P-V01-REF-B,1.563907378,1.378213661,0.1856937169,37.35553503,39.77393233,-2.418397293,0.318,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,7,LS-0000511,3,5,P-V01-W007,P-V01-REF-B,1.803875877,1.618258481,0.1856173965,24.83937943,26.33536755,-1.495988114,0.318,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,7,LS-0000512,4,5,P-V01-W007,P-V01-REF-B,1.194050625,1.008836719,0.1852139053,34.55537396,37.8308542,-3.275480246,0.318,accepted,S
LR-00026,C003,2018-10-16,P-V01,1,7,LS-0000513,5,5,P-V01-W007,P-V01-REF-B,1.765261735,1.579213662,0.1860480738,43.81735962,47.74376283,-3.926403206,0.318,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,1,LS-0000514,1,5,P-V02-REF-A,P-V02-W001,1.477077195,1.365901911,0.1111752833,49.66848782,49.52800507,0.1404827501,0.318,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,1,LS-0000515,2,5,P-V02-REF-A,P-V02-W001,1.729021311,1.618225233,0.1107960776,42.90244737,43.3828746,-0.4804272328,0.318,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,1,LS-0000516,3,5,P-V02-REF-A,P-V02-W001,1.358054734,1.24691317,0.1111415637,46.87977408,46.54482416,0.3349499197,0.318,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,1,LS-0000517,4,5,P-V02-REF-A,P-V02-W001,1.510215733,1.399487291,0.1107284424,43.48973782,43.22384564,0.2658921816,0.318,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,1,LS-0000518,5,5,P-V02-REF-A,P-V02-W001,1.308223237,1.196454296,0.1117689401,47.95656578,48.10898008,-0.1524143034,0.318,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,2,LS-0000519,1,1,P-V02-W001,P-V02-W002,1.185178105,1.008186468,0.1769916378,24.87523752,24.27826655,0.5969709703,0.3184327074,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,3,LS-0000520,1,2,P-V02-W002,P-V02-W003,1.485674358,1.355722017,0.1299523411,21.77677553,21.31778072,0.458994815,0.2770756863,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,3,LS-0000521,2,2,P-V02-W002,P-V02-W003,1.258925957,1.129075192,0.1298507646,23.96175416,25.14525217,-1.183498009,0.2770756863,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,4,LS-0000522,1,1,P-V02-W003,P-V02-W004,1.475073716,1.38355448,0.09151923547,31.69467422,30.91902477,0.7756494553,0.2909930958,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,5,LS-0000523,1,1,P-V02-W004,P-V02-W005,1.678496941,1.665916583,0.01258035827,22.97521629,24.63958108,-1.664364792,0.2897747955,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,6,LS-0000524,1,2,P-V02-W005,P-V02-W006,1.321404972,1.302708808,0.01869616448,29.67734838,28.63324574,1.044102642,0.2780444145,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,6,LS-0000525,2,2,P-V02-W005,P-V02-W006,1.283851399,1.264725464,0.01912593505,37.71009456,35.52568269,2.18441187,0.2780444145,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,7,LS-0000526,1,1,P-V02-W006,P-V02-W007,1.639008492,1.282292204,0.3567162877,35.80391665,34.86543972,0.9384769292,0.3285397652,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,8,LS-0000527,1,5,P-V02-W007,P-V02-REF-B,1.565811522,1.418529084,0.1472824381,41.95363021,43.1708597,-1.217229494,0.318,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,8,LS-0000528,2,5,P-V02-W007,P-V02-REF-B,1.579575306,1.432558477,0.147016829,34.04194302,34.25208929,-0.2101462618,0.318,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,8,LS-0000529,3,5,P-V02-W007,P-V02-REF-B,1.420485475,1.273723189,0.1467622855,42.14519257,36.74373629,5.401456283,0.318,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,8,LS-0000530,4,5,P-V02-W007,P-V02-REF-B,1.849292005,1.702431457,0.1468605478,48.57405394,48.01871908,0.5553348568,0.318,accepted,S
LR-00027,C003,2018-10-16,P-V02,1,8,LS-0000531,5,5,P-V02-W007,P-V02-REF-B,1.487478095,1.340322418,0.1471556768,21.485896,22.18994926,-0.7040532645,0.318,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,1,LS-0000532,1,5,P-V03-REF-A,P-V03-W001,1.811814106,1.74659688,0.06521722576,44.46619252,47.46653969,-3.000347171,0.318,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,1,LS-0000533,2,5,P-V03-REF-A,P-V03-W001,1.516588169,1.452635799,0.06395237055,50.08793706,48.98129106,1.106645991,0.318,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,1,LS-0000534,3,5,P-V03-REF-A,P-V03-W001,1.511668504,1.447168222,0.06450028147,31.86677128,31.80407209,0.06269918663,0.318,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,1,LS-0000535,4,5,P-V03-REF-A,P-V03-W001,1.17214506,1.107692723,0.0644523374,24.8123111,24.16480274,0.6475083593,0.318,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,1,LS-0000536,5,5,P-V03-REF-A,P-V03-W001,1.533924732,1.469219547,0.06470518542,31.31540444,35.61008988,-4.294685436,0.318,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,2,LS-0000537,1,1,P-V03-W001,P-V03-W002,1.170790083,1.039753902,0.1310361811,47.30767424,48.21024373,-0.9025694897,0.3082862008,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,3,LS-0000538,1,1,P-V03-W002,P-V03-W003,1.806464652,2.551593086,-0.7451284336,35.65809668,37.56867851,-1.910581827,0.3023968819,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,4,LS-0000539,1,1,P-V03-W003,P-V03-W004,1.708516315,1.980189304,-0.2716729895,23.11394196,22.39877949,0.7151624734,0.2808120456,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,5,LS-0000540,1,2,P-V03-W004,P-V03-W005,1.789040308,1.080859096,0.7081812128,19.9598874,22.88777003,-2.927882625,0.2786418273,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,5,LS-0000541,2,2,P-V03-W004,P-V03-W005,1.5267195,0.8185882004,0.7081312996,47.16649017,43.48602511,3.680465068,0.2786418273,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,6,LS-0000542,1,1,P-V03-W005,P-V03-W006,1.610765162,1.493569995,0.1171951667,44.75884088,45.32417345,-0.5653325728,0.2751654412,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,7,LS-0000543,1,1,P-V03-W006,P-V03-W007,1.478403349,1.305897798,0.1725055515,32.9843707,36.91606408,-3.931693387,0.270183363,accepted,S
LR-00028,C003,2018-10-16,P-V03,1,8,LS-0000544,1,5,P-V03-W007,P-V03-REF-B,1.154047612,0.9723464826,0.1817011295,48.30719354,51.52815036,-3.220956819,0.318,accepted,S
