insar_point_id,source_cell_id,x_local_m,y_local_m,coherence_baseline,reflector_class,trajectory_source,provenance
PS-00232,G050-004872,24167.57873,42740.83939,0.4725211242,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00233,G050-005959,24725,44325,0.761127279,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00234,G050-004455,23925,40995.91966,0.6261713265,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00235,G050-003603,23425,39825,0.6164115296,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00236,G050-009663,26366.60756,43397.58844,0.322334447,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00237,G050-013820,28075,44075,0.7693946479,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00238,G050-002354,22575,39359.97754,0.6040853423,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00239,G050-013197,27825,40325,0.4521060334,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00240,G050-003316,23225,41672.64428,0.4552898777,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00241,G050-000797,21425,43325,0.3011420951,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00242,G050-015981,29325,42225,0.4624556354,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00243,G050-002062,22375,40025,0.7758647205,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00244,G050-014252,28325,41875,0.6528988553,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00245,G050-000164,21075,39475,0.4777147251,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00246,G050-000420,21225,43825,0.6130314149,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00247,G050-007910,25625,42925,0.7330539047,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00248,G050-013642,28012.5,40292.57525,0.4131608501,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00249,G050-010277,26625,43843.75447,0.6241725978,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00250,G050-010529,26725,45175,0.6087026392,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00251,G050-016279,29475,43574.5287,0.440985595,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00252,G050-006173,24825.63984,44325,0.3483338582,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00253,G050-015363,28975,41779.27412,0.4423556084,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00254,G050-002918,22975,42976.42241,0.7083673729,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00255,G050-014672,28575,41475,0.5783851841,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00256,G050-013401,27899.27137,45353.09119,0.4421477201,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00257,G050-002471,22634.93699,41456.8301,0.6328533174,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00258,G050-000212,21075,43375,0.6227868944,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00259,G050-015656,29125,43725,0.6188413704,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00260,G050-011500,27125,44375,0.8196090261,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00261,G050-006489,24975,44228.0595,0.7380666405,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00262,G050-001593,21975,44325,0.5303662025,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00263,G050-007828,25575,44775,0.6204738267,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00264,G050-009884,26463.98417,42225,0.5410855205,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00265,G050-006754,25100.50741,40875,0.5128401514,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00266,G050-006922,25175,43975,0.516765367,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00267,G050-010275,26625,43725,0.5398903078,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00268,G050-003919,23551.19164,43375,0.6591865303,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00269,G050-013886,28149.16101,41875,0.8546671627,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00270,G050-005172,24362.5,39196.87919,0.4984637954,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00271,G050-013861,28149.16101,40375,0.6012908162,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00272,G050-010178,26583.19329,45026.15836,0.586684026,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00273,G050-008482,25875,42302.04556,0.7906909754,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00274,G050-010748,26825,43875,0.5286166924,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00275,G050-000600,21325,44375,0.4115635543,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00276,G050-015782,29225,41125,0.5962171168,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00277,G050-014445,28425,43005.91121,0.8916398344,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00278,G050-015799,29225,41972.61377,0.7709543892,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00279,G050-013932,28149.27284,44503.67921,0.4486116659,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00280,G050-000112,21043.10494,39516.07176,0.5548390192,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00281,G050-001597,21975,44500.50352,0.7140443207,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00282,G050-010247,26625,42325,0.4894246297,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00283,G050-002482,22625,42125,0.6134657295,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00284,G050-002200,22475,39439.46635,0.6399360049,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00285,G050-014040,28225,40542.38143,0.5516552156,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00286,G050-000280,21175,39275,0.6648254235,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00287,G050-002806,22934.80456,41268.36368,0.6067077099,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00288,G050-003506,23317.95396,43525,0.4471976996,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00289,G050-014104,28213.7069,43775,0.7721940669,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00290,G050-003842,23525,43825,0.524914037,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00291,G050-003925,23551.19164,43675,0.6832048861,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00292,G050-001133,21625,40525,0.7043372048,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00293,G050-008754,25975.13218,43928.74805,0.428350568,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00294,G050-013152,27775,44725,0.6892733815,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00295,G050-000768,21405.23336,41816.82406,0.7956380105,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00296,G050-003312,23225,41477.28244,0.4243884456,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00297,G050-000705,21375,44375,0.6845841634,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00298,G050-015811,29225,42575,0.6743517867,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00299,G050-003487,23319.96321,42428.65097,0.5897640258,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00300,G050-014237,28325,41125,0.6261158325,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00301,G050-001916,22225,44419.4319,0.4769591093,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00302,G050-001606,21975,44961.41396,0.5285892543,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00303,G050-006580,25025,43531.56605,0.601627171,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00304,G050-006355,24944.78383,42559.23727,0.512479352,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00305,G050-012815,27675,40725,0.4727190421,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00306,G050-001639,22025,40175,0.4123583051,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00307,G050-015864,29273.65335,40825,0.4395946957,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00308,G050-011066,26975,41191.75828,0.6737817658,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00309,G050-007836,25575,45175,0.4753605716,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00310,G050-008422,25825,45259.2503,0.6470106842,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00311,G050-005023,24275,41825,0.5942886272,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00312,G050-002566,22675,42599.48958,0.710105234,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00313,G050-006032,24775,42525,0.4766515589,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00314,G050-004234,23775,42425,0.5903365617,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00315,G050-016346,29525,42375,0.4379750163,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00316,G050-004317,23825,42425,0.7650286374,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00317,G050-012749,27625,43875,0.5624197479,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00318,G050-003821,23531.55826,42715.83939,0.4070513764,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00319,G050-014072,28225,42106.20695,0.4676740858,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00320,G050-015460,29025,42396.27877,0.5566126506,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00321,G050-003227,23175,41125,0.5106829298,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00322,G050-013786,28070.42855,42163.29596,0.8059452986,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00323,G050-015623,29119.43535,41707.15752,0.6649664441,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00324,G050-006480,24975,43764.26567,0.6709387792,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00325,G050-009456,26325,39236.25553,0.6230713888,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00326,G050-013435,27949.2493,40625,0.6603192178,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00327,G050-016347,29525,42425,0.7769538362,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00328,G050-015583,29075,44319.45772,0.5433557966,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00329,G050-003993,23625,42625,0.822981408,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00330,G050-009439,26275,44627.10893,0.3797583113,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00331,G050-013313,27872.41464,40125,0.6312681656,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00332,G050-001149,21625,41625,0.5364967112,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00333,G050-010271,26625,43546.31045,0.4750656147,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00334,G050-007337,25375,43875,0.3946391367,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00335,G050-012253,27441.14404,44025,0.4019129558,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00336,G050-013661,28025,41206.50268,0.4193282279,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00337,G050-016212,29424.29357,44954.33047,0.7088080428,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00338,G050-000883,21475,41725,0.6614112735,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00339,G050-015849,29225,44797.94754,0.5524853224,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00340,G050-009349,26275,39275,0.6215176506,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00341,G050-001853,22158.38394,44862.37255,0.6246187178,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00342,G050-003944,23617.82152,39969.60999,0.5024805927,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00343,G050-011434,27116.27648,41075,0.7279087146,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00344,G050-001185,21610.37843,45075,0.6289171841,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00345,G050-010270,26641.4972,43466.82165,0.6675269514,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00346,G050-013479,27925,43075,0.4297628436,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00347,G050-014378,28375,43975,0.4137085415,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00348,G050-002346,22501.94671,44649.22553,0.4741660336,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00349,G050-011537,27175,40088.8432,0.3925079139,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00350,G050-016008,29325,43600.79926,0.51149976,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00351,G050-008544,25925,39325,0.7288018482,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00352,G050-015854,29275,40292.05401,0.4388123868,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00353,G050-012258,27425,44275,0.8069498366,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00354,G050-015319,28925,44075,0.5659928203,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00355,G050-007205,25317.07107,42575,0.7303334116,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00356,G050-002125,22425,39675,0.480364637,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00357,G050-013957,28190.81296,41025,0.5340111459,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00358,G050-010050,26516.54134,44325,0.5564154854,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00359,G050-011682,27225,40875,0.5313429354,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00360,G050-016065,29375,41875,0.6678104305,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00361,G050-015679,29175,40325,0.6966858459,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00362,G050-006566,25025,42475,0.6986455172,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00363,G050-006998,25225,42175,0.3415429794,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00364,G050-013071,27782.66356,40625,0.5917566327,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00365,G050-000945,21525,39775,0.7577156678,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00366,G050-007025,25225,43875,0.6888514977,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00367,G050-011678,27225,40675,0.5652643986,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00368,G050-000990,21525,43375,0.6980233429,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00369,G050-010583,26775,41801.39072,0.5730797573,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00370,G050-014067,28225,41875,0.6916078989,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00371,G050-008481,25875,42275,0.533282911,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00372,G050-010872,26875,44075,0.4300249942,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00373,G050-013896,28140.83503,42396.27877,0.7599601776,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00374,G050-001052,21575,40675,0.701234769,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00375,G050-011541,27175,40275,0.6455617913,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00376,G050-003721,23492.88774,41942.74053,0.6825049463,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00377,G050-009017,26075,44953.3937,0.3006535288,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00378,G050-003916,23553.35329,43175,0.6156396156,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00379,G050-011425,27125,40625,0.7624063486,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00380,G050-001101,21575,44875,0.5221373128,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00381,G050-010262,26625,43075,0.5429940378,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00382,G050-005130,24313.34953,42119.78609,0.5684932303,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00383,G050-013442,27949.2493,40975,0.456407077,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00384,G050-005810,24666.34711,42025,0.5979899351,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00385,G050-004498,23925,43420.60383,0.8129808566,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00386,G050-009028,26125,39325,0.4503315671,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00387,G050-010528,26725,45125,0.7117978424,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00388,G050-013488,27917.32045,43525,0.602838196,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00389,G050-010180,26583.19329,45125,0.509019333,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00390,G050-009626,26375,41540.01089,0.6440267595,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00391,G050-010289,26641.4972,44425,0.6267682218,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00392,G050-013705,28025,43647.91586,0.5573208664,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00393,G050-001117,21625,39725,0.7988537547,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00394,G050-001017,21514.58556,44818.01169,0.4878693365,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00395,G050-000949,21525,39975,0.6774739032,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00396,G050-006893,25183.81131,42475.76757,0.7834670406,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00397,G050-013174,27786.82655,45820.63104,0.6443545873,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00398,G050-012032,27336.37977,45525,0.7177579977,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00399,G050-013990,28178.64345,42675,0.7516923946,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00400,G050-010877,26875,44325,0.6190103388,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00401,G050-004986,24259.20861,39776.65477,0.5382639713,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00402,G050-012382,27475,44075,0.8467848989,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00403,G050-000927,21475,44825,0.6976187366,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00404,G050-004117,23725,40150.7042,0.5811908011,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00405,G050-006015,24775,41675,0.6333648935,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00406,G050-006077,24825,39375,0.731075466,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00407,G050-012987,27725,42825,0.8222853956,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00408,G050-010705,26816.40891,41675,0.4672563878,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00409,G050-003609,23409.58384,40125,0.4201739394,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00410,G050-005519,24548.67035,41640.58136,0.7897795452,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00411,G050-013638,28025,39875,0.7786071495,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00412,G050-001984,22275,44475,0.727043875,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00413,G050-007229,25333.7451,43836.38227,0.5876295889,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00414,G050-012964,27725,41675,0.6795724974,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00415,G050-011821,27288.03325,41375,0.3959642442,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00416,G050-011318,27082.97257,41425,0.6533845017,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00417,G050-003137,23125,40611.61464,0.5654609512,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00418,G050-007186,25333.7451,41456.8301,0.6048564477,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00419,G050-015651,29111.44593,43475,0.5122071273,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00420,G050-008710,25975,41725,0.5394084115,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00421,G050-001747,22106.97807,39675,0.4717899869,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00422,G050-003410,23292.97603,42708.46719,0.5300118448,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00423,G050-001152,21604.31565,43429.96064,0.6122276462,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00424,G050-012732,27625,42725,0.5607806501,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00425,G050-007192,25325.41912,41841.13513,0.6863441504,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00426,G050-014288,28325,43925,0.4054916429,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00427,G050-007774,25562.5,41902.68919,0.6453606515,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00428,G050-007077,25258.76717,41456.8301,0.3674034247,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00429,G050-003968,23609.49555,41158.18496,0.5029744097,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00430,G050-000358,21225,39676.09447,0.466217842,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00431,G050-007651,25533.65681,41773.29264,0.4979814022,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00432,G050-001668,22001.87588,44649.22553,0.7430949054,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00433,G050-011070,26975,41375,0.3674373713,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00434,G050-011745,27225,44025,0.7157614556,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00435,G050-013518,27975,39325,0.7442115964,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00436,G050-003696,23459.56176,40305.95177,0.6569468467,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00437,G050-003299,23225,40725,0.5206933701,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00438,G050-011535,27175,39975,0.7598556703,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00439,G050-003443,23342.95396,39925,0.6222557047,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00440,G050-013472,27937.07978,42675,0.7092765494,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00441,G050-001408,21825.98208,45354.44321,0.5894870966,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00442,G050-008354,25825,41775,0.4745381589,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00443,G050-016252,29475,42225,0.5654724388,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00444,G050-006764,25108.83338,41375,0.657530331,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00445,G050-007833,25575,45025,0.4503663065,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00446,G050-009174,26166.69585,41225,0.8829548806,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00447,G050-006553,25025,41775,0.6069143088,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00448,G050-001680,22010.20186,45229.36917,0.6671534603,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00449,G050-010680,26825,40375,0.7177398334,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00450,G050-012868,27675,43425,0.7596989087,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00451,G050-013235,27825,42225,0.806414262,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00452,G050-010454,26733.12708,41075,0.7208348655,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00453,G050-003794,23513.73004,41375,0.6759005322,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00454,G050-013237,27825,42325,0.6560204039,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00455,G050-008582,25925,41225,0.5643926616,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00456,G050-010810,26875,40575,0.4330933025,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00457,G050-005968,24775,39325,0.501791827,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00458,G050-016002,29323.63128,43325,0.6956754071,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00459,G050-006869,25183.81131,41225,0.7787391287,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00460,G050-011317,27082.97257,41375,0.567826847,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00461,G050-011563,27175,41375,0.8008982816,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00462,G050-006770,25125,41675,0.4538169977,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00463,G050-001302,21775,39675,0.4754824815,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00464,G050-001625,22025,39475,0.547415233,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
