campaign_id,date,profile_id,left_point_id,right_point_id,base_length_m,observed_length_m,horizontal_strain,horizontal_strain_microstrain,provenance
C003,2018-10-16,P-V06,P-V06-REF-A,P-V06-W001,350,350.0001241,3.546204495e-07,0.3546204495,C/S
C003,2018-10-16,P-V06,P-V06-W001,P-V06-W002,97.75354747,97.75349244,-5.629386855e-07,-0.5629386855,C/S
C003,2018-10-16,P-V06,P-V06-W002,P-V06-W003,42.4120785,42.41089958,-2.77967885e-05,-27.7967885,C/S
C003,2018-10-16,P-V06,P-V06-W003,P-V06-W004,143.007507,143.0078277,2.2420046e-06,2.2420046,C/S
C003,2018-10-16,P-V06,P-V06-W004,P-V06-W005,71.35586805,71.35828697,3.389951352e-05,33.89951352,C/S
C003,2018-10-16,P-V06,P-V06-W005,P-V06-W006,101.4186973,101.4195921,8.823043771e-06,8.823043771,C/S
C003,2018-10-16,P-V06,P-V06-W006,P-V06-W007,60.10637796,60.10517004,-2.009624535e-05,-20.09624535,C/S
C003,2018-10-16,P-V06,P-V06-W007,P-V06-REF-B,350,350.0007189,2.053924047e-06,2.053924047,C/S
C004,2019-02-12,P-H02,P-H02-REF-A,P-H02-W001,350,350.0041134,1.17526543e-05,11.7526543,C/S
C004,2019-02-12,P-H02,P-H02-W001,P-H02-W002,95.79562529,95.79420075,-1.487056398e-05,-14.87056398,C/S
C004,2019-02-12,P-H02,P-H02-W002,P-H02-W004,155.0292728,155.0247138,-2.940766451e-05,-29.40766451,C/S
C004,2019-02-12,P-H02,P-H02-W004,P-H02-W005,117.046122,117.0456984,-3.619128006e-06,-3.619128006,C/S
C004,2019-02-12,P-H02,P-H02-W005,P-H02-W006,61.70032766,61.6991243,-1.950337915e-05,-19.50337915,C/S
C004,2019-02-12,P-H02,P-H02-W006,P-H02-REF-B,454.691167,454.6942409,6.760562143e-06,6.760562143,C/S
C004,2019-02-12,P-V01,P-V01-REF-A,P-V01-W001,350,350.0005846,1.670276515e-06,1.670276515,C/S
C004,2019-02-12,P-V01,P-V01-W001,P-V01-W002,104.4516584,104.4491064,-2.443290871e-05,-24.43290871,C/S
C004,2019-02-12,P-V01,P-V01-W002,P-V01-W003,117.2929975,117.2928245,-1.474961e-06,-1.474961,C/S
C004,2019-02-12,P-V01,P-V01-W003,P-V01-W004,59.34270916,59.34445491,2.941819814e-05,29.41819814,C/S
C004,2019-02-12,P-V01,P-V01-W004,P-V01-W007,323.4331243,323.4311441,-6.122563363e-06,-6.122563363,C/S
C004,2019-02-12,P-V01,P-V01-W007,P-V01-REF-B,350,350.0028217,8.061946773e-06,8.061946773,C/S
C005,2019-05-14,P-D01,P-D01-REF-A,P-D01-W001,350,350.0025213,7.203589925e-06,7.203589925,C/S
C005,2019-05-14,P-D01,P-D01-W001,P-D01-W002,76.75345009,76.75732519,5.048759639e-05,50.48759639,C/S
C005,2019-05-14,P-D01,P-D01-W002,P-D01-W003,63.03923029,63.04201748,4.421357952e-05,44.21357952,C/S
C005,2019-05-14,P-D01,P-D01-W003,P-D01-W004,99.23780835,99.21912559,-0.0001882624945,-188.2624945,C/S
C005,2019-05-14,P-D01,P-D01-W004,P-D01-W005,71.5918648,71.59428733,3.38381114e-05,33.8381114,C/S
C005,2019-05-14,P-D01,P-D01-W005,P-D01-W006,91.91134609,91.91131621,-3.250939449e-07,-0.3250939449,C/S
C005,2019-05-14,P-D01,P-D01-W006,P-D01-W007,80.76096539,80.76441575,4.272309949e-05,42.72309949,C/S
C005,2019-05-14,P-D01,P-D01-W007,P-D01-REF-B,350,350.0017427,4.979041993e-06,4.979041993,C/S
C005,2019-05-14,P-H01,P-H01-REF-A,P-H01-W001,350,350.0019985,5.709896545e-06,5.709896545,C/S
C005,2019-05-14,P-H01,P-H01-W001,P-H01-W002,147.8582304,147.8579683,-1.772742157e-06,-1.772742157,C/S
C005,2019-05-14,P-H01,P-H01-W002,P-H01-W003,185.0525074,185.0554792,1.605946221e-05,16.05946221,C/S
C005,2019-05-14,P-H01,P-H01-W003,P-H01-W004,125.0375342,125.0361437,-1.112104694e-05,-11.12104694,C/S
C005,2019-05-14,P-H01,P-H01-W004,P-H01-W005,165.8364117,165.8295482,-4.138731946e-05,-41.38731946,C/S
C005,2019-05-14,P-H01,P-H01-W005,P-H01-W006,159.5786591,159.5811243,1.544803638e-05,15.44803638,C/S
C005,2019-05-14,P-H01,P-H01-W006,P-H01-W007,171.323898,171.3237263,-1.002267838e-06,-1.002267838,C/S
C005,2019-05-14,P-H01,P-H01-W007,P-H01-REF-B,350,350.0025047,7.156375134e-06,7.156375134,C/S
C005,2019-05-14,P-H02,P-H02-REF-A,P-H02-W001,350,350.004047,1.15629827e-05,11.5629827,C/S
C005,2019-05-14,P-H02,P-H02-W001,P-H02-W002,95.79562529,95.79974159,4.296961998e-05,42.96961998,C/S
C005,2019-05-14,P-H02,P-H02-W002,P-H02-W004,155.0292728,155.0171747,-7.803794359e-05,-78.03794359,C/S
C005,2019-05-14,P-H02,P-H02-W004,P-H02-W005,117.046122,117.0498814,3.211831794e-05,32.11831794,C/S
C005,2019-05-14,P-H02,P-H02-W005,P-H02-W006,61.70032766,61.69726647,-4.961387179e-05,-49.61387179,C/S
C005,2019-05-14,P-H02,P-H02-W006,P-H02-W007,104.691167,104.6915577,3.732509287e-06,3.732509287,C/S
C005,2019-05-14,P-H02,P-H02-W007,P-H02-REF-B,350,350.00367,1.04857098e-05,10.4857098,C/S
C005,2019-05-14,P-H03,P-H03-REF-A,P-H03-W001,350,350.0018558,5.302152178e-06,5.302152178,C/S
C005,2019-05-14,P-H03,P-H03-W001,P-H03-W002,87.45483081,87.45874155,4.471726667e-05,44.71726667,C/S
C005,2019-05-14,P-H03,P-H03-W002,P-H03-W003,36.88843745,36.88784663,-1.601637141e-05,-16.01637141,C/S
C005,2019-05-14,P-H03,P-H03-W003,P-H03-W004,75.68430714,75.68830531,5.282693085e-05,52.82693085,C/S
C005,2019-05-14,P-H03,P-H03-W004,P-H03-W005,108.3786153,108.3642595,-0.0001324591582,-132.4591582,C/S
C005,2019-05-14,P-H03,P-H03-W005,P-H03-W006,12.87662101,12.87538836,-9.572754609e-05,-95.72754609,C/S
C005,2019-05-14,P-H03,P-H03-W006,P-H03-W007,111.6679384,111.6620759,-5.249991618e-05,-52.49991618,C/S
C005,2019-05-14,P-H03,P-H03-W007,P-H03-REF-B,350,350.0111662,3.190353466e-05,31.90353466,C/S
C005,2019-05-14,P-H05,P-H05-REF-A,P-H05-W001,350,350.0241271,6.893451003e-05,68.93451003,C/S
C005,2019-05-14,P-H05,P-H05-W001,P-H05-W002,137.3503853,137.3514725,7.915207693e-06,7.915207693,C/S
C005,2019-05-14,P-H05,P-H05-W002,P-H05-W003,110.5834499,110.5836572,1.874396893e-06,1.874396893,C/S
C005,2019-05-14,P-H05,P-H05-W003,P-H05-W004,168.4050445,168.3530632,-0.0003086681344,-308.6681344,C/S
C005,2019-05-14,P-H05,P-H05-W004,P-H05-W005,125.7533565,125.7573521,3.177382658e-05,31.77382658,C/S
C005,2019-05-14,P-H05,P-H05-W005,P-H05-W006,139.0390087,139.0375855,-1.02365001e-05,-10.2365001,C/S
C005,2019-05-14,P-H05,P-H05-W006,P-H05-W007,124.0169233,124.0257601,7.125488017e-05,71.25488017,C/S
C005,2019-05-14,P-H05,P-H05-W007,P-H05-REF-B,350,350.0162745,4.649857901e-05,46.49857901,C/S
C005,2019-05-14,P-H06,P-H06-REF-A,P-H06-W001,350,350.0072328,2.066512217e-05,20.66512217,C/S
C005,2019-05-14,P-H06,P-H06-W001,P-H06-W002,142.9683477,142.9655834,-1.933522073e-05,-19.33522073,C/S
C005,2019-05-14,P-H06,P-H06-W002,P-H06-W003,125.8707081,125.8749105,3.338697994e-05,33.38697994,C/S
C005,2019-05-14,P-H06,P-H06-W003,P-H06-W004,98.40135561,98.38829727,-0.0001327048745,-132.7048745,C/S
C005,2019-05-14,P-H06,P-H06-W004,P-H06-W005,112.4208658,112.4243441,3.094055246e-05,30.94055246,C/S
C005,2019-05-14,P-H06,P-H06-W005,P-H06-W006,183.4187731,183.4126493,-3.338699763e-05,-33.38699763,C/S
C005,2019-05-14,P-H06,P-H06-W006,P-H06-W007,79.64044551,79.64402512,4.494718157e-05,44.94718157,C/S
C005,2019-05-14,P-H06,P-H06-W007,P-H06-REF-B,350,350.0028638,8.182173793e-06,8.182173793,C/S
C005,2019-05-14,P-H07,P-H07-REF-A,P-H07-W001,350,349.999216,-2.239946076e-06,-2.239946076,C/S
C005,2019-05-14,P-H07,P-H07-W001,P-H07-W002,74.66461176,74.67021505,7.504615894e-05,75.04615894,C/S
C005,2019-05-14,P-H07,P-H07-W002,P-H07-W003,110.950272,110.9423036,-7.181961213e-05,-71.81961213,C/S
C005,2019-05-14,P-H07,P-H07-W003,P-H07-W004,48.03057339,48.03130019,1.513206498e-05,15.13206498,C/S
C005,2019-05-14,P-H07,P-H07-W004,P-H07-W005,89.51974573,89.52038976,7.194268024e-06,7.194268024,C/S
C005,2019-05-14,P-H07,P-H07-W005,P-H07-W007,155.8474081,155.8485456,7.298933681e-06,7.298933681,C/S
C005,2019-05-14,P-H07,P-H07-W007,P-H07-REF-B,350,349.9991054,-2.555902269e-06,-2.555902269,C/S
C005,2019-05-14,P-V01,P-V01-REF-A,P-V01-W001,350,349.9968929,-8.877502689e-06,-8.877502689,C/S
C005,2019-05-14,P-V01,P-V01-W001,P-V01-W002,104.4516584,104.4558978,4.058704244e-05,40.58704244,C/S
C005,2019-05-14,P-V01,P-V01-W002,P-V01-W003,117.2929975,117.2923354,-5.644564989e-06,-5.644564989,C/S
C005,2019-05-14,P-V01,P-V01-W003,P-V01-W004,59.34270916,59.34220952,-8.419417703e-06,-8.419417703,C/S
C005,2019-05-14,P-V01,P-V01-W004,P-V01-W005,134.2069541,134.2059655,-7.366189792e-06,-7.366189792,C/S
C005,2019-05-14,P-V01,P-V01-W005,P-V01-W006,91.75250131,91.75303225,5.786702925e-06,5.786702925,C/S
C005,2019-05-14,P-V01,P-V01-W006,P-V01-W007,97.4736689,97.47347135,-2.02665856e-06,-2.02665856,C/S
C005,2019-05-14,P-V01,P-V01-W007,P-V01-REF-B,350,349.9997789,-6.318398714e-07,-0.6318398714,C/S
C005,2019-05-14,P-V02,P-V02-W001,P-V02-W002,70.30907674,70.30547509,-5.122601272e-05,-51.22601272,C/S
C005,2019-05-14,P-V02,P-V02-W002,P-V02-W003,81.53669476,81.5385891,2.323294852e-05,23.23294852,C/S
C005,2019-05-14,P-V02,P-V02-W003,P-V02-W004,50.70935413,50.70935626,4.202899226e-08,0.04202899226,C/S
C005,2019-05-14,P-V02,P-V02-W004,P-V02-W005,49.83913967,49.83730532,-3.680547647e-05,-36.80547647,C/S
C005,2019-05-14,P-V02,P-V02-W005,P-V02-W006,82.92059208,82.92163302,1.255346727e-05,12.55346727,C/S
C005,2019-05-14,P-V02,P-V02-W006,P-V02-W007,77.52840368,77.53036954,2.535659368e-05,25.35659368,C/S
C005,2019-05-14,P-V02,P-V02-W007,P-V02-REF-B,350,349.9972053,-7.984820967e-06,-7.984820967,C/S
C005,2019-05-14,P-V03,P-V03-REF-A,P-V03-W001,350,350.0001085,3.098856348e-07,0.3098856348,C/S
C005,2019-05-14,P-V03,P-V03-W001,P-V03-W002,63.06157197,63.06168493,1.791253735e-06,1.791253735,C/S
C005,2019-05-14,P-V03,P-V03-W002,P-V03-W003,58.85491564,58.85377644,-1.935606325e-05,-19.35606325,C/S
C005,2019-05-14,P-V03,P-V03-W003,P-V03-W004,43.43717543,43.43562236,-3.575447178e-05,-35.75447178,C/S
C005,2019-05-14,P-V03,P-V03-W004,P-V03-W005,83.77403905,83.77634772,2.755829242e-05,27.55829242,C/S
C005,2019-05-14,P-V03,P-V03-W005,P-V03-W006,39.40388659,39.40392727,1.032330248e-06,1.032330248,C/S
C005,2019-05-14,P-V03,P-V03-W006,P-V03-W007,35.8452593,35.84376972,-4.155591516e-05,-41.55591516,C/S
C005,2019-05-14,P-V03,P-V03-W007,P-V03-REF-B,350,350.0017756,5.073140146e-06,5.073140146,C/S
C005,2019-05-14,P-V04,P-V04-REF-A,P-V04-W001,350,349.9999229,-2.20291728e-07,-0.220291728,C/S
C005,2019-05-14,P-V04,P-V04-W001,P-V04-W002,41.59435355,41.5954094,2.538441778e-05,25.38441778,C/S
C005,2019-05-14,P-V04,P-V04-W002,P-V04-W003,72.7638751,72.76046568,-4.685598282e-05,-46.85598282,C/S
C005,2019-05-14,P-V04,P-V04-W003,P-V04-W004,92.35727176,92.36062793,3.633900188e-05,36.33900188,C/S
C005,2019-05-14,P-V04,P-V04-W004,P-V04-W005,24.56437629,24.55919565,-0.0002109004646,-210.9004646,C/S
C005,2019-05-14,P-V04,P-V04-W005,P-V04-W006,46.77561246,46.77882397,6.865792122e-05,68.65792122,C/S
C005,2019-05-14,P-V04,P-V04-W006,P-V04-W007,72.55087429,72.55192206,1.444192785e-05,14.44192785,C/S
C005,2019-05-14,P-V04,P-V04-W007,P-V04-REF-B,350,349.9993724,-1.793245927e-06,-1.793245927,C/S
C005,2019-05-14,P-V05,P-V05-REF-A,P-V05-W001,350,350.001118,3.194310177e-06,3.194310177,C/S
C005,2019-05-14,P-V05,P-V05-W001,P-V05-W002,96.75573535,96.75373961,-2.06266468e-05,-20.6266468,C/S
C005,2019-05-14,P-V05,P-V05-W002,P-V05-W003,17.86109619,17.86338328,0.000128048477,128.048477,C/S
C005,2019-05-14,P-V05,P-V05-W003,P-V05-W004,64.87229558,64.87147127,-1.270668055e-05,-12.70668055,C/S
C005,2019-05-14,P-V05,P-V05-W004,P-V05-W005,72.37746966,72.37546124,-2.774928952e-05,-27.74928952,C/S
C005,2019-05-14,P-V05,P-V05-W005,P-V05-W006,31.4828166,31.48223034,-1.862174917e-05,-18.62174917,C/S
C005,2019-05-14,P-V05,P-V05-W006,P-V05-W007,70.51623896,70.51612006,-1.686142158e-06,-1.686142158,C/S
C005,2019-05-14,P-V05,P-V05-W007,P-V05-REF-B,350,350.0016787,4.796302401e-06,4.796302401,C/S
C005,2019-05-14,P-V06,P-V06-REF-A,P-V06-W001,350,350.0017223,4.920833551e-06,4.920833551,C/S
C005,2019-05-14,P-V06,P-V06-W001,P-V06-W002,97.75354747,97.75395282,4.1466928e-06,4.1466928,C/S
C005,2019-05-14,P-V06,P-V06-W002,P-V06-W003,42.4120785,42.40683304,-0.0001236782972,-123.6782972,C/S
C005,2019-05-14,P-V06,P-V06-W003,P-V06-W004,143.007507,143.0104192,2.036364756e-05,20.36364756,C/S
C005,2019-05-14,P-V06,P-V06-W004,P-V06-W005,71.35586805,71.35648171,8.600002355e-06,8.600002355,C/S
C005,2019-05-14,P-V06,P-V06-W005,P-V06-W006,101.4186973,101.4185552,-1.401137611e-06,-1.401137611,C/S
C005,2019-05-14,P-V06,P-V06-W006,P-V06-W007,60.10637796,60.10690676,8.797785093e-06,8.797785093,C/S
C005,2019-05-14,P-V06,P-V06-W007,P-V06-REF-B,350,349.9991404,-2.455868445e-06,-2.455868445,C/S
C006,2019-08-27,P-H03,P-H03-REF-A,P-H03-W001,350,350.006246,1.784563422e-05,17.84563422,C/S
C006,2019-08-27,P-H03,P-H03-W001,P-H03-W002,87.45483081,87.455209,4.324392599e-06,4.324392599,C/S
C006,2019-08-27,P-H03,P-H03-W002,P-H03-W003,36.88843745,36.88895436,1.401262901e-05,14.01262901,C/S
C006,2019-08-27,P-H03,P-H03-W003,P-H03-W004,75.68430714,75.68497264,8.793091277e-06,8.793091277,C/S
C006,2019-08-27,P-H03,P-H03-W004,P-H03-W005,108.3786153,108.3653496,-0.0001224012457,-122.4012457,C/S
C006,2019-08-27,P-H03,P-H03-W005,P-H03-W006,12.87662101,12.87753137,7.069876254e-05,70.69876254,C/S
C006,2019-08-27,P-H03,P-H03-W006,P-H03-W007,111.6679384,111.6649187,-2.704251619e-05,-27.04251619,C/S
C006,2019-08-27,P-H03,P-H03-W007,P-H03-REF-B,350,350.0071686,2.048172447e-05,20.48172447,C/S
C006,2019-08-27,P-V02,P-V02-REF-A,P-V02-W001,350,349.9988078,-3.406194613e-06,-3.406194613,C/S
C006,2019-08-27,P-V02,P-V02-W001,P-V02-W002,70.30907674,70.31025308,1.67308639e-05,16.7308639,C/S
C006,2019-08-27,P-V02,P-V02-W002,P-V02-W003,81.53669476,81.53816955,1.808746398e-05,18.08746398,C/S
C006,2019-08-27,P-V02,P-V02-W003,P-V02-W004,50.70935413,50.70898546,-7.270322737e-06,-7.270322737,C/S
C006,2019-08-27,P-V02,P-V02-W004,P-V02-W005,49.83913967,49.83899653,-2.872171816e-06,-2.872171816,C/S
C006,2019-08-27,P-V02,P-V02-W005,P-V02-W006,82.92059208,82.91952698,-1.284480725e-05,-12.84480725,C/S
C006,2019-08-27,P-V02,P-V02-W006,P-V02-W007,77.52840368,77.53000187,2.061416085e-05,20.61416085,C/S
C006,2019-08-27,P-V02,P-V02-W007,P-V02-REF-B,350,349.9982395,-5.030092082e-06,-5.030092082,C/S
C007,2019-11-05,P-D01,P-D01-REF-A,P-D01-W001,350,350.0018904,5.401035834e-06,5.401035834,C/S
C007,2019-11-05,P-D01,P-D01-W001,P-D01-W002,76.75345009,76.75980564,8.28046741e-05,82.8046741,C/S
C007,2019-11-05,P-D01,P-D01-W002,P-D01-W003,63.03923029,63.03830679,-1.464970534e-05,-14.64970534,C/S
C007,2019-11-05,P-D01,P-D01-W003,P-D01-W004,99.23780835,99.22040842,-0.0001753357051,-175.3357051,C/S
C007,2019-11-05,P-D01,P-D01-W004,P-D01-W005,71.5918648,71.5986728,9.509469809e-05,95.09469809,C/S
C007,2019-11-05,P-D01,P-D01-W005,P-D01-W006,91.91134609,91.90802151,-3.617154622e-05,-36.17154622,C/S
C007,2019-11-05,P-D01,P-D01-W006,P-D01-W007,80.76096539,80.76042716,-6.664485703e-06,-6.664485703,C/S
C007,2019-11-05,P-D01,P-D01-W007,P-D01-REF-B,350,350.0056349,1.609962065e-05,16.09962065,C/S
C007,2019-11-05,P-H01,P-H01-REF-A,P-H01-W001,350,350.0038255,1.092996289e-05,10.92996289,C/S
C007,2019-11-05,P-H01,P-H01-W001,P-H01-W002,147.8582304,147.8545271,-2.504662985e-05,-25.04662985,C/S
C007,2019-11-05,P-H01,P-H01-W002,P-H01-W003,185.0525074,185.0614804,4.848912366e-05,48.48912366,C/S
C007,2019-11-05,P-H01,P-H01-W003,P-H01-W004,125.0375342,125.0329313,-3.681243912e-05,-36.81243912,C/S
C007,2019-11-05,P-H01,P-H01-W004,P-H01-W005,165.8364117,165.8292776,-4.301918374e-05,-43.01918374,C/S
C007,2019-11-05,P-H01,P-H01-W005,P-H01-W006,159.5786591,159.5761377,-1.580089394e-05,-15.80089394,C/S
C007,2019-11-05,P-H01,P-H01-W006,P-H01-W007,171.323898,171.3257532,1.082857942e-05,10.82857942,C/S
C007,2019-11-05,P-H01,P-H01-W007,P-H01-REF-B,350,350.0039932,1.140902346e-05,11.40902346,C/S
C007,2019-11-05,P-H02,P-H02-REF-A,P-H02-W001,350,350.0039565,1.130423329e-05,11.30423329,C/S
C007,2019-11-05,P-H02,P-H02-W001,P-H02-W002,95.79562529,95.79944936,3.991906929e-05,39.91906929,C/S
C007,2019-11-05,P-H02,P-H02-W002,P-H02-W003,80.5458496,80.54015291,-7.072604876e-05,-70.72604876,C/S
C007,2019-11-05,P-H02,P-H02-W003,P-H02-W004,74.48342325,74.4794507,-5.333462902e-05,-53.33462902,C/S
C007,2019-11-05,P-H02,P-H02-W004,P-H02-W005,117.046122,117.0493735,2.777924591e-05,27.77924591,C/S
C007,2019-11-05,P-H02,P-H02-W005,P-H02-W006,61.70032766,61.69136934,-0.0001451907617,-145.1907617,C/S
C007,2019-11-05,P-H02,P-H02-W006,P-H02-W007,104.691167,104.6945944,3.273849662e-05,32.73849662,C/S
C007,2019-11-05,P-H02,P-H02-W007,P-H02-REF-B,350,350.0051189,1.462547539e-05,14.62547539,C/S
C007,2019-11-05,P-H03,P-H03-REF-A,P-H03-W002,437.4548308,437.4618685,1.608784017e-05,16.08784017,C/S
C007,2019-11-05,P-H03,P-H03-W002,P-H03-W003,36.88843745,36.88982948,3.773609356e-05,37.73609356,C/S
C007,2019-11-05,P-H03,P-H03-W003,P-H03-W004,75.68430714,75.68721379,3.840488638e-05,38.40488638,C/S
C007,2019-11-05,P-H03,P-H03-W004,P-H03-W005,108.3786153,108.3606292,-0.0001659557165,-165.9557165,C/S
C007,2019-11-05,P-H03,P-H03-W005,P-H03-W006,12.87662101,12.87791839,0.0001007542975,100.7542975,C/S
C007,2019-11-05,P-H03,P-H03-W006,P-H03-W007,111.6679384,111.6617147,-5.573394601e-05,-55.73394601,C/S
C007,2019-11-05,P-H03,P-H03-W007,P-H03-REF-B,350,350.0124742,3.564063229e-05,35.64063229,C/S
C007,2019-11-05,P-H04,P-H04-REF-A,P-H04-W001,350,350.00375,1.071438916e-05,10.71438916,C/S
C007,2019-11-05,P-H04,P-H04-W001,P-H04-W002,78.93254848,78.9402485,9.755184658e-05,97.55184658,C/S
C007,2019-11-05,P-H04,P-H04-W002,P-H04-W003,120.2141177,120.2153355,1.013054083e-05,10.13054083,C/S
C007,2019-11-05,P-H04,P-H04-W003,P-H04-W004,120.9183954,120.9071761,-9.27840035e-05,-92.7840035,C/S
C007,2019-11-05,P-H04,P-H04-W004,P-H04-W005,78.63699357,78.63531089,-2.139808063e-05,-21.39808063,C/S
C007,2019-11-05,P-H04,P-H04-W005,P-H04-W006,108.1931318,108.1933831,2.322627153e-06,2.322627153,C/S
C007,2019-11-05,P-H04,P-H04-W006,P-H04-W007,92.57508238,92.57295432,-2.29874187e-05,-22.9874187,C/S
C007,2019-11-05,P-H04,P-H04-W007,P-H04-REF-B,350,350.0037676,1.076444326e-05,10.76444326,C/S
C007,2019-11-05,P-H05,P-H05-REF-A,P-H05-W001,350,350.0235145,6.71842724e-05,67.1842724,C/S
C007,2019-11-05,P-H05,P-H05-W001,P-H05-W002,137.3503853,137.3491757,-8.807106229e-06,-8.807106229,C/S
C007,2019-11-05,P-H05,P-H05-W002,P-H05-W003,110.5834499,110.5845712,1.013951073e-05,10.13951073,C/S
C007,2019-11-05,P-H05,P-H05-W003,P-H05-W004,168.4050445,168.3515408,-0.0003177087926,-317.7087926,C/S
C007,2019-11-05,P-H05,P-H05-W004,P-H05-W005,125.7533565,125.7551931,1.460476411e-05,14.60476411,C/S
C007,2019-11-05,P-H05,P-H05-W005,P-H05-W006,139.0390087,139.0402233,8.735667453e-06,8.735667453,C/S
C007,2019-11-05,P-H05,P-H05-W006,P-H05-W007,124.0169233,124.0293233,9.998651033e-05,99.98651033,C/S
C007,2019-11-05,P-H05,P-H05-W007,P-H05-REF-B,350,350.0129081,3.68801811e-05,36.8801811,C/S
C007,2019-11-05,P-H06,P-H06-REF-A,P-H06-W001,350,350.0056795,1.622724775e-05,16.22724775,C/S
C007,2019-11-05,P-H06,P-H06-W001,P-H06-W002,142.9683477,142.9671372,-8.467199779e-06,-8.467199779,C/S
C007,2019-11-05,P-H06,P-H06-W002,P-H06-W003,125.8707081,125.8710332,2.582873649e-06,2.582873649,C/S
C007,2019-11-05,P-H06,P-H06-W003,P-H06-W004,98.40135561,98.3872786,-0.000143057035,-143.057035,C/S
C007,2019-11-05,P-H06,P-H06-W004,P-H06-W005,112.4208658,112.4270166,5.471246329e-05,54.71246329,C/S
C007,2019-11-05,P-H06,P-H06-W005,P-H06-W006,183.4187731,183.4161975,-1.404243747e-05,-14.04243747,C/S
C007,2019-11-05,P-H06,P-H06-W006,P-H06-W007,79.64044551,79.64507642,5.814777305e-05,58.14777305,C/S
C007,2019-11-05,P-H06,P-H06-W007,P-H06-REF-B,350,350.0003437,9.819707371e-07,0.9819707371,C/S
C007,2019-11-05,P-H07,P-H07-REF-A,P-H07-W001,350,349.9995444,-1.301711363e-06,-1.301711363,C/S
C007,2019-11-05,P-H07,P-H07-W001,P-H07-W002,74.66461176,74.66863149,5.383722513e-05,53.83722513,C/S
C007,2019-11-05,P-H07,P-H07-W002,P-H07-W003,110.950272,110.9430044,-6.550310559e-05,-65.50310559,C/S
C007,2019-11-05,P-H07,P-H07-W003,P-H07-W004,48.03057339,48.02768152,-6.020880738e-05,-60.20880738,C/S
C007,2019-11-05,P-H07,P-H07-W004,P-H07-W005,89.51974573,89.52568553,6.635184417e-05,66.35184417,C/S
C007,2019-11-05,P-H07,P-H07-W005,P-H07-W006,83.44130679,83.43967107,-1.96033034e-05,-19.6033034,C/S
C007,2019-11-05,P-H07,P-H07-W006,P-H07-W007,72.40610132,72.40626585,2.272310921e-06,2.272310921,C/S
C007,2019-11-05,P-H07,P-H07-W007,P-H07-REF-B,350,350.0006533,1.866474925e-06,1.866474925,C/S
C007,2019-11-05,P-V01,P-V01-REF-A,P-V01-W001,350,349.9988589,-3.260207009e-06,-3.260207009,C/S
C007,2019-11-05,P-V01,P-V01-W001,P-V01-W002,104.4516584,104.4535631,1.823497305e-05,18.23497305,C/S
C007,2019-11-05,P-V01,P-V01-W002,P-V01-W003,117.2929975,117.2911333,-1.589332346e-05,-15.89332346,C/S
C007,2019-11-05,P-V01,P-V01-W003,P-V01-W004,59.34270916,59.34413183,2.397386545e-05,23.97386545,C/S
C007,2019-11-05,P-V01,P-V01-W004,P-V01-W005,134.2069541,134.2028002,-3.095169674e-05,-30.95169674,C/S
C007,2019-11-05,P-V01,P-V01-W005,P-V01-W006,91.75250131,91.75495955,2.679217097e-05,26.79217097,C/S
C007,2019-11-05,P-V01,P-V01-W006,P-V01-W007,97.4736689,97.47543765,1.814590433e-05,18.14590433,C/S
C007,2019-11-05,P-V01,P-V01-W007,P-V01-REF-B,350,349.9991969,-2.294636853e-06,-2.294636853,C/S
C007,2019-11-05,P-V02,P-V02-REF-A,P-V02-W001,350,350.0057428,1.640813991e-05,16.40813991,C/S
C007,2019-11-05,P-V02,P-V02-W001,P-V02-W002,70.30907674,70.3069404,-3.038498507e-05,-30.38498507,C/S
C007,2019-11-05,P-V02,P-V02-W002,P-V02-W003,81.53669476,81.53593874,-9.272179735e-06,-9.272179735,C/S
C007,2019-11-05,P-V02,P-V02-W003,P-V02-W004,50.70935413,50.70932742,-5.267165551e-07,-0.5267165551,C/S
C007,2019-11-05,P-V02,P-V02-W004,P-V02-W005,49.83913967,49.838639,-1.004574736e-05,-10.04574736,C/S
C007,2019-11-05,P-V02,P-V02-W005,P-V02-W006,82.92059208,82.91685084,-4.511831751e-05,-45.11831751,C/S
C007,2019-11-05,P-V02,P-V02-W006,P-V02-W007,77.52840368,77.53306566,6.013247426e-05,60.13247426,C/S
C007,2019-11-05,P-V02,P-V02-W007,P-V02-REF-B,350,349.9977023,-6.564963804e-06,-6.564963804,C/S
C007,2019-11-05,P-V03,P-V03-REF-A,P-V03-W001,350,350.0004214,1.204061284e-06,1.204061284,C/S
C007,2019-11-05,P-V03,P-V03-W001,P-V03-W002,63.06157197,63.06004683,-2.418486491e-05,-24.18486491,C/S
C007,2019-11-05,P-V03,P-V03-W002,P-V03-W003,58.85491564,58.8557581,1.431417685e-05,14.31417685,C/S
C007,2019-11-05,P-V03,P-V03-W003,P-V03-W004,43.43717543,43.43342539,-8.633250199e-05,-86.33250199,C/S
C007,2019-11-05,P-V03,P-V03-W004,P-V03-W005,83.77403905,83.77749189,4.121613002e-05,41.21613002,C/S
C007,2019-11-05,P-V03,P-V03-W005,P-V03-W006,39.40388659,39.40482318,2.376880713e-05,23.76880713,C/S
C007,2019-11-05,P-V03,P-V03-W006,P-V03-W007,35.8452593,35.84650202,3.466886518e-05,34.66886518,C/S
