campaign_id,date,profile_id,point_id,delta_x_mm,delta_y_mm,horizontal_displacement_mm,standard_uncertainty_xy_mm,qc_status,provenance
C003,2018-10-16,P-V05,P-V05-REF-B,-0.3276896532,0.04573754995,0.3308661849,0.9,accepted,C/S
C003,2018-10-16,P-V06,P-V06-REF-A,0.0007382004696,-1.129935488,1.129935729,0.9,accepted,C/S
C003,2018-10-16,P-V06,P-V06-W001,-0.8073367717,-1.005819264,1.289753874,1.4,accepted,C/S
C003,2018-10-16,P-V06,P-V06-W002,-0.4117935787,-1.060849318,1.137969783,1.4,accepted,C/S
C003,2018-10-16,P-V06,P-V06-W003,-2.57214974,-2.239823916,3.410684017,1.4,accepted,C/S
C003,2018-10-16,P-V06,P-V06-W004,-0.0869964133,-1.919222021,1.921192739,1.4,accepted,C/S
C003,2018-10-16,P-V06,P-V06-W005,0.9869146525,0.499699112,1.106209625,1.4,accepted,C/S
C003,2018-10-16,P-V06,P-V06-W006,2.799448946,1.394504521,3.127548123,1.4,accepted,C/S
C003,2018-10-16,P-V06,P-V06-W007,-1.55548608,0.1864342339,1.566618865,1.4,accepted,C/S
C003,2018-10-16,P-V06,P-V06-REF-B,0.5867651598,0.9053010945,1.07882502,0.9,accepted,C/S
C004,2019-02-12,P-H02,P-H02-REF-A,2.910222382,0.8011936079,3.018493914,0.9,accepted,C/S
C004,2019-02-12,P-H02,P-H02-W001,7.023632585,4.429225992,8.303581009,1.4,accepted,C/S
C004,2019-02-12,P-H02,P-H02-W002,5.599070344,6.714799383,8.742889652,1.4,accepted,C/S
C004,2019-02-12,P-H02,P-H02-W004,1.039778836,-1.95917338,2.217994671,1.4,accepted,C/S
C004,2019-02-12,P-H02,P-H02-W005,0.6161454439,0.6234692628,0.8765552634,1.4,accepted,C/S
C004,2019-02-12,P-H02,P-H02-W006,-0.5875310962,-5.577968783,5.608825949,1.4,accepted,C/S
C004,2019-02-12,P-H02,P-H02-REF-B,2.486398469,0.3256260243,2.507630287,0.9,accepted,C/S
C004,2019-02-12,P-V01,P-V01-REF-A,1.375591051,1.474089717,2.016231939,0.9,accepted,C/S
C004,2019-02-12,P-V01,P-V01-W001,3.090920702,2.058682294,3.7137533,1.4,accepted,C/S
C004,2019-02-12,P-V01,P-V01-W002,-1.566419662,-0.493479376,1.64231314,1.4,accepted,C/S
C004,2019-02-12,P-V01,P-V01-W003,0.3336291775,-0.6664973625,0.7453369455,1.4,accepted,C/S
C004,2019-02-12,P-V01,P-V01-W004,3.678732177,1.079163936,3.833753413,1.4,accepted,C/S
C004,2019-02-12,P-V01,P-V01-W007,1.462461893,-0.9010834547,1.717773611,1.4,accepted,C/S
C004,2019-02-12,P-V01,P-V01-REF-B,2.344091918,1.920596806,3.030422249,0.9,accepted,C/S
C005,2019-05-14,P-D01,P-D01-REF-A,0.9260488514,2.151938141,2.34273435,0.9,accepted,C/S
C005,2019-05-14,P-D01,P-D01-W001,3.940395203,2.163119505,4.495086245,1.4,accepted,C/S
C005,2019-05-14,P-D01,P-D01-W002,4.499248538,8.347174058,9.482539331,1.4,accepted,C/S
C005,2019-05-14,P-D01,P-D01-W003,7.790700336,8.421315804,11.47229583,1.4,accepted,C/S
C005,2019-05-14,P-D01,P-D01-W004,-6.057791859,-4.510463841,7.552557598,1.4,accepted,C/S
C005,2019-05-14,P-D01,P-D01-W005,-5.947670328,-0.2822952374,5.954365872,1.4,accepted,C/S
C005,2019-05-14,P-D01,P-D01-W006,-4.900411477,-1.921817668,5.263783411,1.4,accepted,C/S
C005,2019-05-14,P-D01,P-D01-W007,-1.72160743,-0.4739797587,1.78566205,1.4,accepted,C/S
C005,2019-05-14,P-D01,P-D01-REF-B,-1.302121771,2.052601863,2.430780845,0.9,accepted,C/S
C005,2019-05-14,P-H01,P-H01-REF-A,-0.2805891891,1.268634544,1.299293615,0.9,accepted,C/S
C005,2019-05-14,P-H01,P-H01-W001,1.717862968,4.12238406,4.465994124,1.4,accepted,C/S
C005,2019-05-14,P-H01,P-H01-W002,1.455738784,2.431760215,2.834190034,1.4,accepted,C/S
C005,2019-05-14,P-H01,P-H01-W003,4.427489723,8.292641083,9.400561759,1.4,accepted,C/S
C005,2019-05-14,P-H01,P-H01-W004,3.036859009,3.752544428,4.82743227,1.4,accepted,C/S
C005,2019-05-14,P-H01,P-H01-W005,-3.826924862,-5.521394211,6.71797201,1.4,accepted,C/S
C005,2019-05-14,P-H01,P-H01-W006,-1.361773182,-2.682437371,3.00830458,1.4,accepted,C/S
C005,2019-05-14,P-H01,P-H01-W007,-1.533491592,-1.251393529,1.979288313,1.4,accepted,C/S
C005,2019-05-14,P-H01,P-H01-REF-B,0.9712356514,0.4331865784,1.063461002,0.9,accepted,C/S
C005,2019-05-14,P-H02,P-H02-REF-A,0.5092886349,0.5729005497,0.7665441628,0.9,accepted,C/S
C005,2019-05-14,P-H02,P-H02-W001,4.556273976,6.977792487,8.333619894,1.4,accepted,C/S
C005,2019-05-14,P-H02,P-H02-W002,8.672574168,7.499941421,11.4657169,1.4,accepted,C/S
C005,2019-05-14,P-H02,P-H02-W004,-3.425862811,-1.671843333,3.81203307,1.4,accepted,C/S
C005,2019-05-14,P-H02,P-H02-W005,0.3334596186,-0.9654914393,1.021454373,1.4,accepted,C/S
C005,2019-05-14,P-H02,P-H02-W006,-2.727752082,-2.518856309,3.712851805,1.4,accepted,C/S
C005,2019-05-14,P-H02,P-H02-W007,-2.33701081,-0.4992020185,2.389732659,1.4,accepted,C/S
C005,2019-05-14,P-H02,P-H02-REF-B,1.332978354,2.047724134,2.443359454,0.9,accepted,C/S
C005,2019-05-14,P-H03,P-H03-REF-A,1.058560458,2.991008179,3.172803204,0.9,accepted,C/S
C005,2019-05-14,P-H03,P-H03-W001,2.914300108,6.077802253,6.740387626,1.4,accepted,C/S
C005,2019-05-14,P-H03,P-H03-W002,6.824922337,10.63561309,12.63708157,1.4,accepted,C/S
C005,2019-05-14,P-H03,P-H03-W003,6.233922792,6.985116474,9.362352563,1.4,accepted,C/S
C005,2019-05-14,P-H03,P-H03-W004,10.23199391,10.84734144,14.91169057,1.4,accepted,C/S
C005,2019-05-14,P-H03,P-H03-W005,-4.124657451,-3.205651039,5.223887219,1.4,accepted,C/S
C005,2019-05-14,P-H03,P-H03-W006,-5.357340204,-2.25059779,5.810876395,1.4,accepted,C/S
C005,2019-05-14,P-H03,P-H03-W007,-11.22011137,-9.159885194,14.484281,1.4,accepted,C/S
C005,2019-05-14,P-H03,P-H03-REF-B,-0.0540035544,0.3544072897,0.3584981323,0.9,accepted,C/S
C005,2019-05-14,P-H05,P-H05-REF-A,-0.4240132475,-0.8577449553,0.956824771,0.9,accepted,C/S
C005,2019-05-14,P-H05,P-H05-W001,23.70192292,27.42109072,36.24496332,1.4,accepted,C/S
C005,2019-05-14,P-H05,P-H05-W002,24.78904938,24.53289397,34.87635096,1.4,accepted,C/S
C005,2019-05-14,P-H05,P-H05-W003,24.99630479,26.73236267,36.59828503,1.4,accepted,C/S
C005,2019-05-14,P-H05,P-H05-W004,-26.99443956,-29.74563099,40.16842455,1.4,accepted,C/S
C005,2019-05-14,P-H05,P-H05-W005,-22.99904347,-21.51635961,31.49459845,1.4,accepted,C/S
C005,2019-05-14,P-H05,P-H05-W006,-24.42248449,-28.3552367,37.42295014,1.4,accepted,C/S
C005,2019-05-14,P-H05,P-H05-W007,-15.58657555,-13.39669504,20.55268292,1.4,accepted,C/S
C005,2019-05-14,P-H05,P-H05-REF-B,0.6875860563,2.054672237,2.166668546,0.9,accepted,C/S
C005,2019-05-14,P-H06,P-H06-REF-A,0.7188872187,2.014560923,2.138984466,0.9,accepted,C/S
C005,2019-05-14,P-H06,P-H06-W001,7.951603242,9.343669393,12.26915449,1.4,accepted,C/S
C005,2019-05-14,P-H06,P-H06-W002,5.187238992,5.974939944,7.912481008,1.4,accepted,C/S
C005,2019-05-14,P-H06,P-H06-W003,9.389655184,8.563375348,12.70814785,1.4,accepted,C/S
C005,2019-05-14,P-H06,P-H06-W004,-3.669455342,-3.75375108,5.249338023,1.4,accepted,C/S
C005,2019-05-14,P-H06,P-H06-W005,-0.1911255349,-0.9933424735,1.011562277,1.4,accepted,C/S
C005,2019-05-14,P-H06,P-H06-W006,-6.314980244,-5.384523974,8.298920045,1.4,accepted,C/S
C005,2019-05-14,P-H06,P-H06-W007,-2.735716465,2.079838509,3.436549549,1.4,accepted,C/S
C005,2019-05-14,P-H06,P-H06-REF-B,0.1280417819,3.423743838,3.426137266,0.9,accepted,C/S
C005,2019-05-14,P-H07,P-H07-REF-A,0.7057013063,2.391364134,2.493318423,0.9,accepted,C/S
C005,2019-05-14,P-H07,P-H07-W001,-0.07827982336,2.346228335,2.34753384,1.4,accepted,C/S
C005,2019-05-14,P-H07,P-H07-W002,5.524941374,5.605303544,7.870476797,1.4,accepted,C/S
C005,2019-05-14,P-H07,P-H07-W003,-2.443799098,-3.015903378,3.881729925,1.4,accepted,C/S
C005,2019-05-14,P-H07,P-H07-W004,-1.716997667,-2.83866575,3.31754491,1.4,accepted,C/S
C005,2019-05-14,P-H07,P-H07-W005,-1.073065716,1.330696701,1.709451298,1.4,accepted,C/S
C005,2019-05-14,P-H07,P-H07-W007,0.06444126848,-0.6754362767,0.6785033831,1.4,accepted,C/S
C005,2019-05-14,P-H07,P-H07-REF-B,-0.8301350026,2.032665223,2.195643876,0.9,accepted,C/S
C005,2019-05-14,P-V01,P-V01-REF-A,0.3200682513,2.141097888,2.164888877,0.9,accepted,C/S
C005,2019-05-14,P-V01,P-V01-W001,-0.2203363365,-0.9660284704,0.9908375784,1.4,accepted,C/S
C005,2019-05-14,P-V01,P-V01-W002,0.8697591365,3.273349736,3.386930682,1.4,accepted,C/S
C005,2019-05-14,P-V01,P-V01-W003,1.525893626,2.611279953,3.024422978,1.4,accepted,C/S
C005,2019-05-14,P-V01,P-V01-W004,-2.759194267,2.111494185,3.474415159,1.4,accepted,C/S
C005,2019-05-14,P-V01,P-V01-W005,-2.213313932,1.122899179,2.48186646,1.4,accepted,C/S
C005,2019-05-14,P-V01,P-V01-W006,-1.457377755,1.653840533,2.204345351,1.4,accepted,C/S
C005,2019-05-14,P-V01,P-V01-W007,0.6485776066,1.456271937,1.594170903,1.4,accepted,C/S
C005,2019-05-14,P-V01,P-V01-REF-B,0.7286315558,1.235127973,1.43403105,0.9,accepted,C/S
C005,2019-05-14,P-V02,P-V02-W001,0.0571581877,3.968949808,3.969361364,1.4,accepted,C/S
C005,2019-05-14,P-V02,P-V02-W002,-1.176356654,0.3672853272,1.232360941,1.4,accepted,C/S
C005,2019-05-14,P-V02,P-V02-W003,0.9866796718,2.261594469,2.46745746,1.4,accepted,C/S
C005,2019-05-14,P-V02,P-V02-W004,0.002897770173,2.263716189,2.263718044,1.4,accepted,C/S
C005,2019-05-14,P-V02,P-V02-W005,-1.288773263,0.4293461679,1.358408869,1.4,accepted,C/S
C005,2019-05-14,P-V02,P-V02-W006,1.032185526,1.470254625,1.796400741,1.4,accepted,C/S
C005,2019-05-14,P-V02,P-V02-W007,2.672580184,3.436093502,4.353093543,1.4,accepted,C/S
C005,2019-05-14,P-V02,P-V02-REF-B,0.09656324255,0.6413966839,0.6486248268,0.9,accepted,C/S
C005,2019-05-14,P-V03,P-V03-REF-A,1.494970194,1.405937015,2.052217038,0.9,accepted,C/S
C005,2019-05-14,P-V03,P-V03-W001,1.513540843,1.514396987,2.141075458,1.4,accepted,C/S
C005,2019-05-14,P-V03,P-V03-W002,1.044511064,1.627354519,1.933723375,1.4,accepted,C/S
C005,2019-05-14,P-V03,P-V03-W003,-1.440957378,0.488102567,1.521381701,1.4,accepted,C/S
C005,2019-05-14,P-V03,P-V03-W004,-1.444075511,-1.064970696,1.794301164,1.4,accepted,C/S
C005,2019-05-14,P-V03,P-V03-W005,2.492612064,1.243606275,2.785618687,1.4,accepted,C/S
C005,2019-05-14,P-V03,P-V03-W006,-1.463638797,1.284085491,1.947078343,1.4,accepted,C/S
C005,2019-05-14,P-V03,P-V03-W007,1.177205344,-0.2055943478,1.195023622,1.4,accepted,C/S
C005,2019-05-14,P-V03,P-V03-REF-B,-0.3135778279,1.570001528,1.601010885,0.9,accepted,C/S
C005,2019-05-14,P-V04,P-V04-REF-A,0.1477346887,2.00158314,2.007027803,0.9,accepted,C/S
C005,2019-05-14,P-V04,P-V04-W001,2.469508141,1.924473334,3.130825462,1.4,accepted,C/S
C005,2019-05-14,P-V04,P-V04-W002,2.19922352,2.980320904,3.703902912,1.4,accepted,C/S
C005,2019-05-14,P-V04,P-V04-W003,0.270554905,-0.42912754,0.5072971537,1.4,accepted,C/S
C005,2019-05-14,P-V04,P-V04-W004,-0.2424866143,2.927042107,2.937069161,1.4,accepted,C/S
C005,2019-05-14,P-V04,P-V04-W005,-1.144941376,-2.253612845,2.527777999,1.4,accepted,C/S
C005,2019-05-14,P-V04,P-V04-W006,-1.634041993,0.9579009129,1.894113881,1.4,accepted,C/S
C005,2019-05-14,P-V04,P-V04-W007,-0.2648678237,2.005662485,2.023076115,1.4,accepted,C/S
C005,2019-05-14,P-V04,P-V04-REF-B,0.44435378,1.378025692,1.447896782,0.9,accepted,C/S
C005,2019-05-14,P-V05,P-V05-REF-A,-0.2586627379,0.2921406922,0.3901955869,0.9,accepted,C/S
C005,2019-05-14,P-V05,P-V05-W001,3.244643885,1.410131721,3.537822129,1.4,accepted,C/S
C005,2019-05-14,P-V05,P-V05-W002,-1.491445368,-0.5857305732,1.602338787,1.4,accepted,C/S
C005,2019-05-14,P-V05,P-V05-W003,-1.463051183,1.70135557,2.243909432,1.4,accepted,C/S
C005,2019-05-14,P-V05,P-V05-W004,-2.559326553,0.8770347704,2.70542832,1.4,accepted,C/S
C005,2019-05-14,P-V05,P-V05-W005,-0.583612913,-1.131415556,1.273069202,1.4,accepted,C/S
C005,2019-05-14,P-V05,P-V05-W006,-2.595611204,-1.717744963,3.112530366,1.4,accepted,C/S
C005,2019-05-14,P-V05,P-V05-W007,-1.709030916,-1.836650939,2.508799184,1.4,accepted,C/S
C005,2019-05-14,P-V05,P-V05-REF-B,0.6599820845,-0.1579531163,0.67862032,0.9,accepted,C/S
C005,2019-05-14,P-V06,P-V06-REF-A,0.04963314132,1.694721082,1.695447727,0.9,accepted,C/S
C005,2019-05-14,P-V06,P-V06-W001,1.20857518,3.417010907,3.6244472,1.4,accepted,C/S
C005,2019-05-14,P-V06,P-V06-W002,1.195283676,3.822364837,4.004894008,1.4,accepted,C/S
C005,2019-05-14,P-V06,P-V06-W003,0.733779616,-1.423091322,1.601131299,1.4,accepted,C/S
C005,2019-05-14,P-V06,P-V06-W004,-0.5104954653,1.489057737,1.574134227,1.4,accepted,C/S
C005,2019-05-14,P-V06,P-V06-W005,0.110362791,2.102715669,2.105609919,1.4,accepted,C/S
C005,2019-05-14,P-V06,P-V06-W006,-1.717358573,1.960597649,2.606388998,1.4,accepted,C/S
C005,2019-05-14,P-V06,P-V06-W007,-0.577532217,2.489389837,2.555504886,1.4,accepted,C/S
C005,2019-05-14,P-V06,P-V06-REF-B,-0.3420218636,1.629835802,1.665335911,0.9,accepted,C/S
C006,2019-08-27,P-H03,P-H03-REF-A,0.4372909243,1.214325552,1.290662581,0.9,accepted,C/S
C006,2019-08-27,P-H03,P-H03-W001,6.68324429,4.823861549,8.242293036,1.4,accepted,C/S
C006,2019-08-27,P-H03,P-H03-W002,7.061389973,7.577139426,10.35742585,1.4,accepted,C/S
C006,2019-08-27,P-H03,P-H03-W003,7.578292727,7.879001518,10.93202568,1.4,accepted,C/S
C006,2019-08-27,P-H03,P-H03-W004,8.243644006,12.60802499,15.06386274,1.4,accepted,C/S
C006,2019-08-27,P-H03,P-H03-W005,-5.023474314,-5.06303546,7.132294319,1.4,accepted,C/S
C006,2019-08-27,P-H03,P-H03-W006,-4.11314144,-4.209337145,5.88527414,1.4,accepted,C/S
C006,2019-08-27,P-H03,P-H03-W007,-7.133028204,-9.045626852,11.51969863,1.4,accepted,C/S
C006,2019-08-27,P-H03,P-H03-REF-B,0.0354761396,-0.7116873894,0.7125710468,0.9,accepted,C/S
C006,2019-08-27,P-V02,P-V02-REF-A,0.7736872431,-0.1863574944,0.7958147182,0.9,accepted,C/S
C006,2019-08-27,P-V02,P-V02-W001,1.164290014,-1.378525827,1.804412561,1.4,accepted,C/S
C006,2019-08-27,P-V02,P-V02-W002,0.09705039338,-0.2022023327,0.2242867856,1.4,accepted,C/S
C006,2019-08-27,P-V02,P-V02-W003,-0.3791130439,1.272588306,1.327858312,1.4,accepted,C/S
C006,2019-08-27,P-V02,P-V02-W004,-0.8152758019,0.90391306,1.217264742,1.4,accepted,C/S
C006,2019-08-27,P-V02,P-V02-W005,0.1697731313,0.7607567532,0.7794701749,1.4,accepted,C/S
C006,2019-08-27,P-V02,P-V02-W006,-2.599597803,-0.3043885154,2.617357657,1.4,accepted,C/S
C006,2019-08-27,P-V02,P-V02-W007,-1.108082048,1.293780122,1.703441466,1.4,accepted,C/S
C006,2019-08-27,P-V02,P-V02-REF-B,0.4389543392,-0.4667555258,0.6407352283,0.9,accepted,C/S
C007,2019-11-05,P-D01,P-D01-REF-A,-0.9896079573,-0.2074624426,1.011120455,0.9,accepted,C/S
C007,2019-11-05,P-D01,P-D01-W001,1.224334068,-0.1292566521,1.231138169,1.4,accepted,C/S
C007,2019-11-05,P-D01,P-D01-W002,5.164368195,5.436863634,7.498678885,1.4,accepted,C/S
C007,2019-11-05,P-D01,P-D01-W003,5.283247534,3.581427729,6.382736802,1.4,accepted,C/S
C007,2019-11-05,P-D01,P-D01-W004,-7.86806094,-8.078338149,11.27678723,1.4,accepted,C/S
C007,2019-11-05,P-D01,P-D01-W005,-3.623731041,-2.151988323,4.214555778,1.4,accepted,C/S
C007,2019-11-05,P-D01,P-D01-W006,-4.0397927,-7.553881813,8.566274307,1.4,accepted,C/S
C007,2019-11-05,P-D01,P-D01-W007,-6.084009801,-5.436034829,8.158777478,1.4,accepted,C/S
C007,2019-11-05,P-D01,P-D01-REF-B,-2.43418508,-0.7380196694,2.543605716,0.9,accepted,C/S
C007,2019-11-05,P-H01,P-H01-REF-A,-2.11207195,0.465330384,2.1627252,0.9,accepted,C/S
C007,2019-11-05,P-H01,P-H01-W001,1.713414127,1.273595735,2.134908445,1.4,accepted,C/S
C007,2019-11-05,P-H01,P-H01-W002,-1.989940072,0.2091567512,2.000901806,1.4,accepted,C/S
C007,2019-11-05,P-H01,P-H01-W003,6.983075964,2.781404473,7.516618971,1.4,accepted,C/S
C007,2019-11-05,P-H01,P-H01-W004,2.380138569,2.340267092,3.33794992,1.4,accepted,C/S
C007,2019-11-05,P-H01,P-H01-W005,-4.754190588,-5.430922807,7.217842523,1.4,accepted,C/S
C007,2019-11-05,P-H01,P-H01-W006,-7.275678989,-4.463458565,8.535687852,1.4,accepted,C/S
C007,2019-11-05,P-H01,P-H01-W007,-5.420484758,-4.729461602,7.193709895,1.4,accepted,C/S
C007,2019-11-05,P-H01,P-H01-REF-B,-1.427339761,-1.688055308,2.210617452,0.9,accepted,C/S
C007,2019-11-05,P-H02,P-H02-REF-A,-1.960259026,0.06687695713,1.961399494,0.9,accepted,C/S
C007,2019-11-05,P-H02,P-H02-W001,1.996177947,5.659242277,6.000979049,1.4,accepted,C/S
C007,2019-11-05,P-H02,P-H02-W002,5.820214672,8.266489662,10.10988379,1.4,accepted,C/S
C007,2019-11-05,P-H02,P-H02-W003,0.1231588758,0.5870923997,0.5998713149,1.4,accepted,C/S
C007,2019-11-05,P-H02,P-H02-W004,-3.849489065,-3.314533751,5.079832679,1.4,accepted,C/S
C007,2019-11-05,P-H02,P-H02-W005,-0.5980631868,-0.7944699682,0.9944154594,1.4,accepted,C/S
C007,2019-11-05,P-H02,P-H02-W006,-9.556730114,-7.359892108,12.06230087,1.4,accepted,C/S
C007,2019-11-05,P-H02,P-H02-W007,-6.129332924,-4.682872735,7.713495909,1.4,accepted,C/S
C007,2019-11-05,P-H02,P-H02-REF-B,-1.010433876,-1.198799277,1.567831727,0.9,accepted,C/S
C007,2019-11-05,P-H03,P-H03-REF-A,-2.0325152,0.1332890679,2.036880952,0.9,accepted,C/S
C007,2019-11-05,P-H03,P-H03-W002,5.005165134,4.625418682,6.815143139,1.4,accepted,C/S
C007,2019-11-05,P-H03,P-H03-W003,6.39710707,7.108821919,9.563384754,1.4,accepted,C/S
C007,2019-11-05,P-H03,P-H03-W004,9.303697556,10.03928599,13.68744137,1.4,accepted,C/S
C007,2019-11-05,P-H03,P-H03-W005,-8.683819207,-7.785349371,11.66277758,1.4,accepted,C/S
C007,2019-11-05,P-H03,P-H03-W006,-7.386703823,-5.19997879,9.033447447,1.4,accepted,C/S
C007,2019-11-05,P-H03,P-H03-W007,-13.61049588,-9.859286773,16.80628257,1.4,accepted,C/S
C007,2019-11-05,P-H03,P-H03-REF-B,-1.136394825,-0.6847099867,1.326733193,0.9,accepted,C/S
C007,2019-11-05,P-H04,P-H04-REF-A,-3.024447698,-0.6609648262,3.095829191,0.9,accepted,C/S
C007,2019-11-05,P-H04,P-H04-W001,0.7255623859,3.615111724,3.687204029,1.4,accepted,C/S
C007,2019-11-05,P-H04,P-H04-W002,8.4253399,9.749454599,12.88558176,1.4,accepted,C/S
C007,2019-11-05,P-H04,P-H04-W003,9.643019581,15.84123832,18.54542148,1.4,accepted,C/S
C007,2019-11-05,P-H04,P-H04-W004,-1.577751595,-3.066069577,3.448199929,1.4,accepted,C/S
C007,2019-11-05,P-H04,P-H04-W005,-3.260454072,-1.216642915,3.480054703,1.4,accepted,C/S
C007,2019-11-05,P-H04,P-H04-W006,-3.009164262,-1.951512495,3.586568077,1.4,accepted,C/S
C007,2019-11-05,P-H04,P-H04-W007,-5.137227607,-1.487148438,5.348150892,1.4,accepted,C/S
C007,2019-11-05,P-H04,P-H04-REF-B,-1.369674541,-0.2815032203,1.398303405,0.9,accepted,C/S
C007,2019-11-05,P-H05,P-H05-REF-A,-0.7993189283,-0.226418415,0.8307683479,0.9,accepted,C/S
C007,2019-11-05,P-H05,P-H05-W001,22.71419531,25.98082243,34.50996671,1.4,accepted,C/S
C007,2019-11-05,P-H05,P-H05-W002,21.50445632,21.3061727,30.27201079,1.4,accepted,C/S
C007,2019-11-05,P-H05,P-H05-W003,22.62558795,26.67744584,34.98004212,1.4,accepted,C/S
C007,2019-11-05,P-H05,P-H05-W004,-30.88843734,-32.10369601,44.55045296,1.4,accepted,C/S
C007,2019-11-05,P-H05,P-H05-W005,-29.05220617,-22.49697271,36.744312,1.4,accepted,C/S
C007,2019-11-05,P-H05,P-H05-W006,-27.83770705,-27.75508606,39.31008441,1.4,accepted,C/S
C007,2019-11-05,P-H05,P-H05-W007,-15.43835855,-14.85479502,21.42446849,1.4,accepted,C/S
C007,2019-11-05,P-H05,P-H05-REF-B,-2.530592643,-0.4241734787,2.565895996,0.9,accepted,C/S
C007,2019-11-05,P-H06,P-H06-REF-A,-1.270805755,-1.393508843,1.885951792,0.9,accepted,C/S
C007,2019-11-05,P-H06,P-H06-W001,4.408660363,5.636159411,7.155597746,1.4,accepted,C/S
C007,2019-11-05,P-H06,P-H06-W002,3.198059418,1.515527678,3.538984061,1.4,accepted,C/S
C007,2019-11-05,P-H06,P-H06-W003,3.523026047,7.484017013,8.271772674,1.4,accepted,C/S
C007,2019-11-05,P-H06,P-H06-W004,-10.55487134,-5.758642852,12.02361328,1.4,accepted,C/S
C007,2019-11-05,P-H06,P-H06-W005,-4.404100306,-2.356998557,4.99515182,1.4,accepted,C/S
C007,2019-11-05,P-H06,P-H06-W006,-6.979799931,-6.765200582,9.720367585,1.4,accepted,C/S
C007,2019-11-05,P-H06,P-H06-W007,-2.349107679,-0.8145650208,2.486327223,1.4,accepted,C/S
C007,2019-11-05,P-H06,P-H06-REF-B,-2.00541917,-1.749598232,2.661353043,0.9,accepted,C/S
C007,2019-11-05,P-H07,P-H07-REF-A,-1.368642155,-0.02519150439,1.368873976,0.9,accepted,C/S
C007,2019-11-05,P-H07,P-H07-W001,-1.824242358,0.9008796187,2.034562426,1.4,accepted,C/S
C007,2019-11-05,P-H07,P-H07-W002,2.195486428,1.903199802,2.905568815,1.4,accepted,C/S
C007,2019-11-05,P-H07,P-H07-W003,-5.072350104,-5.532072915,7.505502403,1.4,accepted,C/S
C007,2019-11-05,P-H07,P-H07-W004,-7.964291479,-2.797792535,8.441420605,1.4,accepted,C/S
C007,2019-11-05,P-H07,P-H07-W005,-2.024526122,-0.2993644957,2.046539792,1.4,accepted,C/S
C007,2019-11-05,P-H07,P-H07-W006,-3.660255559,-1.134989972,3.832189061,1.4,accepted,C/S
C007,2019-11-05,P-H07,P-H07-W007,-3.495736852,-2.36615973,4.221242471,1.4,accepted,C/S
C007,2019-11-05,P-H07,P-H07-REF-B,-2.842472732,-1.152703073,3.06730755,0.9,accepted,C/S
C007,2019-11-05,P-V01,P-V01-REF-A,-1.784139375,0.1345522251,1.78920586,0.9,accepted,C/S
C007,2019-11-05,P-V01,P-V01-W001,-1.293689409,-1.006520572,1.63912048,1.4,accepted,C/S
C007,2019-11-05,P-V01,P-V01-W002,0.3456990271,0.8981397405,0.9623735297,1.4,accepted,C/S
C007,2019-11-05,P-V01,P-V01-W003,1.572333167,-0.966042222,1.845391331,1.4,accepted,C/S
C007,2019-11-05,P-V01,P-V01-W004,-0.7497304432,0.4565864729,0.877819426,1.4,accepted,C/S
C007,2019-11-05,P-V01,P-V01-W005,-3.501793297,-3.69737469,5.092458728,1.4,accepted,C/S
C007,2019-11-05,P-V01,P-V01-W006,-2.55739093,-1.239130848,2.841776491,1.4,accepted,C/S
C007,2019-11-05,P-V01,P-V01-W007,-2.625503992,0.5296169984,2.678388578,1.4,accepted,C/S
C007,2019-11-05,P-V01,P-V01-REF-B,0.1989222037,-0.2735172966,0.3382037177,0.9,accepted,C/S
C007,2019-11-05,P-V02,P-V02-REF-A,-2.646311397,-1.387259421,2.98788432,0.9,accepted,C/S
C007,2019-11-05,P-V02,P-V02-W001,1.429940661,4.355565812,4.584286623,1.4,accepted,C/S
C007,2019-11-05,P-V02,P-V02-W002,1.077874986,2.219224683,2.467138561,1.4,accepted,C/S
C007,2019-11-05,P-V02,P-V02-W003,-1.061741757,1.463173721,1.807808867,1.4,accepted,C/S
C007,2019-11-05,P-V02,P-V02-W004,-1.888937841,1.436457518,2.373077404,1.4,accepted,C/S
C007,2019-11-05,P-V02,P-V02-W005,-3.780204024,0.9357502277,3.894299803,1.4,accepted,C/S
C007,2019-11-05,P-V02,P-V02-W006,-2.863589776,-2.805492441,4.008856974,1.4,accepted,C/S
C007,2019-11-05,P-V02,P-V02-W007,-2.163669305,1.856479139,2.850961181,1.4,accepted,C/S
C007,2019-11-05,P-V02,P-V02-REF-B,-1.908386119,-0.4412582857,1.958735933,0.9,accepted,C/S
C007,2019-11-05,P-V03,P-V03-REF-A,0.03862221274,-0.4435885858,0.4452667838,0.9,accepted,C/S
C007,2019-11-05,P-V03,P-V03-W001,-4.019856922,-0.02219066664,4.019918171,1.4,accepted,C/S
C007,2019-11-05,P-V03,P-V03-W002,-2.961173814,-1.547335152,3.341077136,1.4,accepted,C/S
C007,2019-11-05,P-V03,P-V03-W003,-0.7076394177,-0.7049186243,0.9988312231,1.4,accepted,C/S
C007,2019-11-05,P-V03,P-V03-W004,-3.884010996,-4.455074806,5.910434243,1.4,accepted,C/S
C007,2019-11-05,P-V03,P-V03-W005,-1.674698444,-1.002262252,1.951702974,1.4,accepted,C/S
C007,2019-11-05,P-V03,P-V03-W006,-1.731629531,-0.06567891251,1.73287465,1.4,accepted,C/S
C007,2019-11-05,P-V03,P-V03-W007,-1.608401737,1.177035338,1.993080112,1.4,accepted,C/S
