campaign_id,date,point_id,n_sessions,n_fixed,mean_pdop,max_pdop,adjusted_height_m,observed_settlement_mm,standard_uncertainty_mm,common_mode_correction_mm,common_mode_standard_uncertainty_mm,qc_status,qc_reason,provenance
C005,2019-05-14,P-H06-W001,2,2,1.996875795,2.595571137,188.1444085,323.208535,4.263696665,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H06-W003,2,2,2.652661024,2.921500317,189.9725441,319.5229062,4.875500935,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H07-REF-A,2,2,2.523772632,2.834720555,201.1022158,-4.248555374,4.169778063,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H07-W007,2,2,1.669273211,2.030666666,202.8433564,19.28849175,3.598998197,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H07-W001,2,1,1.759757182,1.966477031,201.8932846,106.2688591,4.055384995,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H07-W002,2,2,1.752980552,2.290724077,201.9960744,163.8408373,3.317738831,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V01-REF-A,2,2,3.132308921,3.361830128,159.9055587,-1.955907246,4.940802087,1.810235918,0.8541383934,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V01-W002,2,2,1.904840441,2.517081066,160.7431086,69.3975477,3.543945488,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V01-W004,2,2,1.914331951,2.052303627,161.0508004,114.977135,4.074597655,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V01-W007,2,1,2.722466923,2.918633115,161.5421033,270.5404784,5.647387822,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V02-REF-A,2,2,2.529919924,3.224761893,171.8460071,3.688423041,4.292532481,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V02-W004,2,2,2.686446943,3.147386195,172.9226151,32.19068364,4.752231633,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V02-W002,2,2,2.694073276,2.750170799,172.5362205,154.093179,4.850565055,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V02-W001,2,2,2.273247756,2.696464378,172.3654123,184.2832097,4.399126593,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V03-REF-A,2,2,1.646257901,2.048597661,180.7837395,0.0255960357,3.973041364,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V03-W006,2,2,1.845128508,2.083903055,181.7335239,327.3044025,3.776111812,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V03-W001,2,2,1.714125323,1.980658313,181.0905805,393.1845994,3.316234894,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V03-W003,2,2,1.881399349,2.186677091,180.4660125,1261.585582,4.292347129,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V04-REF-A,2,1,2.291872112,3.272055086,194.4716661,-0.02674690231,3.951561556,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V04-W002,2,2,2.364998426,2.81483169,195.0730562,181.7718543,4.444797567,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V04-W006,2,1,2.632368418,3.216626673,195.4942815,233.4688276,5.41082663,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V04-W005,2,2,2.389757026,2.929537809,195.3030476,331.1514927,4.457047562,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V05-REF-A,2,2,2.512594549,2.703327596,195.667774,0.3564595909,4.172556734,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V05-W004,2,2,2.329850984,2.821161841,195.4494541,1277.654592,4.653988928,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V05-W005,2,1,2.660417856,2.693626486,195.5137544,1358.109318,5.752913881,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V05-W002,2,1,2.884120832,2.946672177,195.1813434,1380.298538,6.199585594,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V06-REF-A,2,1,1.988633647,2.758628926,199.8158497,-2.855142375,4.72677686,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V06-W006,2,2,1.314815254,1.321023143,201.3420216,82.86837552,3.572570417,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V06-W003,2,1,2.662776606,3.126543769,200.711242,82.08383233,4.83302084,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-V06-W002,2,1,2.425496333,3.27375319,200.5774033,131.0984048,4.311835156,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-D01-REF-A,2,2,2.275119582,2.400241474,160.4430581,3.749451721,4.489599009,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-D01-W001,2,2,2.291273105,3.11527833,161.1261413,134.1232152,4.053960324,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-D01-W006,2,2,2.318009789,3.391828284,162.1058546,254.2212253,4.148201454,1.427235041,0.8904697411,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-D01-W003,2,2,3.035395412,3.289593757,161.1988112,421.1519935,4.762066964,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H01-REF-A,2,2,3.218774559,3.351647172,159.923725,3.13530317,5.400868783,1.427235041,0.8904697411,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H01-W002,2,2,1.4236863,1.486123894,160.5292599,43.86768886,3.486586607,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H01-W007,2,2,2.402019431,2.67283077,162.2998776,158.7413197,4.401766377,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H01-W003,2,2,2.441590428,3.077393663,160.6080706,289.0604894,3.858065565,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H02-REF-A,2,2,2.292170703,2.847692341,162.7322624,-0.9874822932,3.94740832,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H02-W004,2,2,2.164720748,2.632732918,164.0463516,130.1756035,4.379656443,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H02-W006,2,2,2.091808111,2.313613654,164.5004942,254.8539039,3.872324136,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H02-W001,2,2,2.719442126,2.865694717,163.263278,221.0598279,4.250732871,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H03-REF-A,2,2,2.863317809,3.365019644,196.2945847,-0.4211776865,4.848693639,1.427235041,0.8904697411,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H03-W003,2,2,2.614527835,2.654601408,196.5657231,278.7778599,4.430320849,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H03-W005,2,2,1.794683873,2.105683486,196.8142901,310.8353223,3.556472345,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H03-W007,2,2,2.388332007,2.425144888,196.839431,504.5080775,3.918453886,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H04-REF-A,2,2,2.673093902,3.034291727,174.0148141,1.94541772,4.49622418,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H04-W005,2,2,2.329975166,2.518236835,178.8095591,95.55032496,4.096568438,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H04-W006,2,2,1.979892016,2.095240024,179.5342411,125.6058891,3.418861274,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H04-W002,2,1,2.856208509,2.999491249,176.3136535,416.46361,5.985341003,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H05-REF-A,2,2,3.268074542,3.377563746,196.1675915,-1.653429346,5.315394472,1.427235041,0.8904697411,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H05-W005,2,2,2.300920329,2.82248823,197.4063529,1193.642577,4.04067718,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H05-W001,2,2,2.886700511,3.23625099,196.0714849,1253.274708,4.830401577,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H05-W003,2,1,2.857723401,2.950251222,196.6993395,1281.357841,6.308475762,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H06-REF-A,2,2,2.323995818,2.745973285,186.0152523,-0.7076671901,4.122618735,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H06-W005,2,2,2.109393278,2.22541682,191.5110217,152.1909319,3.908232954,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H06-W001,2,2,3.208776092,3.264599803,188.1373349,330.282093,4.960026552,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H06-W003,2,2,2.601940113,3.26289575,189.9697184,322.3486784,4.369880728,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H07-REF-A,2,2,2.055409787,2.705968412,201.1010748,-3.107587488,3.586448201,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H07-W007,2,2,2.254706258,2.853017243,202.8280488,34.59610366,4.206235864,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H07-W001,2,2,2.577888111,3.108109561,201.8760051,123.5484086,4.388268861,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-H07-W002,2,1,2.654514896,2.798011537,201.9594583,200.4568986,5.562077165,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V01-REF-A,2,1,2.230198419,2.529769903,159.9039057,-0.3028860342,4.692896891,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V01-W002,2,2,1.988150841,2.773928055,160.7273431,85.16306656,3.914293837,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V01-W004,2,2,2.265197854,2.390073575,161.0272113,138.5662969,4.398466275,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V01-W007,2,2,2.098235232,2.555537128,161.5086744,303.9694029,4.223350065,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V02-REF-A,2,2,2.75545348,3.325713202,171.8513134,-1.617882518,4.83137073,1.427235041,0.8904697411,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V02-W004,2,2,2.40752753,3.316182631,172.9210008,33.80498882,4.386882282,1.427235041,0.8904697411,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V02-W002,2,2,1.900188741,2.551564644,172.5093044,181.0092449,3.666906026,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V02-W001,2,2,1.492941836,1.581536478,172.3313233,218.3721909,3.722027883,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V03-REF-A,2,2,2.287356446,3.229686478,180.7778864,5.878699019,3.734446937,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V03-W006,2,2,1.691842404,1.756630039,181.7254028,335.4254219,3.882184097,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V03-W001,2,2,1.607894643,1.838805184,181.0673131,416.4519628,3.853255516,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V03-W003,2,2,2.598671408,3.239922021,180.4462391,1281.358973,4.534412328,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V04-REF-A,2,2,1.941146828,2.61309993,194.4743823,-2.742980527,4.024430508,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V04-W002,2,2,1.998668956,2.472362034,195.0655144,189.3136203,3.972761843,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V04-W006,2,1,2.013910858,2.217678725,195.5039103,223.8399772,4.784984245,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V04-W005,2,2,1.906630244,2.267387796,195.3052128,328.9862512,3.645402611,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V05-REF-A,2,2,2.171083277,2.254702099,195.6652806,2.849884465,4.178888228,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V05-W004,2,2,2.45104664,3.079147822,195.4258084,1301.3003,4.386818642,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V05-W005,2,2,1.774964896,2.115606216,195.4881987,1383.664939,4.037893837,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V05-W002,2,2,2.867954247,3.265086788,195.1515737,1410.068285,4.738300329,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V06-REF-A,2,2,2.049462336,2.282578272,199.8179701,-4.975583188,4.10399837,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V06-W006,2,2,3.016793577,3.333007252,201.3291828,95.70720493,5.416766934,1.427235041,0.8904697411,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V06-W003,2,1,2.565057706,2.567738796,200.6999644,93.36142854,5.084903017,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C007,2019-11-05,P-V06-W002,2,2,1.920237398,2.393512754,200.569047,139.4546274,3.86246349,1.427235041,0.8904697411,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-D01-REF-A,2,2,2.630511695,3.321809686,160.4442421,2.565442656,4.547046312,-0.08062914174,0.8868794044,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-D01-W001,2,2,2.426478014,2.648896233,161.111419,148.8455098,4.326556497,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-D01-W006,2,2,2.164181455,2.938236889,162.1016975,258.3782719,4.043336861,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-D01-W003,2,1,3.017779776,3.204149334,161.1960925,423.8707444,6.24876709,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H01-REF-A,2,2,1.713215803,1.811526601,159.9274975,-0.637183614,3.523193674,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H01-W002,2,1,1.946704358,2.31558461,160.5300928,43.03474933,4.640003009,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H01-W007,2,2,3.150079973,3.347955678,162.2876028,171.0160901,5.146627718,-0.08062914174,0.8868794044,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H01-W003,2,2,2.677841681,3.304697229,160.5959055,301.2255207,4.356755646,-0.08062914174,0.8868794044,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H02-REF-A,2,2,2.720108217,3.374734789,162.7291754,2.099518249,4.436490873,-0.08062914174,0.8868794044,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H02-W004,2,1,2.069038853,2.865328317,164.0371196,139.4076334,3.673069471,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H02-W006,2,2,2.139914432,2.492126908,164.4841166,271.2315078,4.541274493,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H02-W001,2,2,2.434841544,3.022275202,163.2345604,249.7774648,4.278552241,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H03-REF-A,2,2,2.38228982,3.253832849,196.295608,-1.444469598,4.158082613,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H03-W003,2,2,2.122761268,2.221645785,196.5373967,307.1042678,3.898723617,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H03-W005,2,2,2.021907252,2.673553212,196.7855403,339.5850705,3.496970942,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H03-W007,2,2,2.875400321,3.246467945,196.8366984,507.2407462,4.717271214,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H04-REF-A,2,2,2.814210198,2.919800748,174.0146639,2.095618012,4.647757171,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H04-W005,2,2,2.763577412,3.369403731,178.8041828,100.9266104,4.825906213,-0.08062914174,0.8868794044,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H04-W006,2,2,1.570566009,1.626692177,179.5268533,132.9937161,3.366068419,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H04-W002,2,2,1.440327799,1.660224849,176.3043066,425.8105856,3.068492568,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H05-REF-A,2,2,2.117010756,2.336317816,196.1637117,2.22638184,3.770044465,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H05-W005,2,1,2.421204027,2.952613127,197.4070989,1192.896579,5.15079815,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H05-W001,2,2,2.874702501,3.108616139,196.0435971,1281.16253,5.18465061,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H05-W003,2,2,1.861145189,2.330138446,196.6843174,1296.380004,3.679833348,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H06-REF-A,2,2,2.245753722,2.917990834,186.0119616,2.582962896,4.44199957,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H06-W005,2,1,2.567159654,3.012433168,191.5200144,143.1982536,4.58028525,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H06-W001,2,2,1.433986271,1.536682097,188.1366785,330.9385079,3.633131136,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H06-W003,2,2,2.506306034,3.035724533,189.9637228,328.3442181,4.46169628,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H07-REF-A,2,1,2.067519075,2.234023356,201.0982735,-0.3062597263,5.351370189,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H07-W007,2,2,2.823254232,3.099374965,202.8370771,25.56782132,4.313520007,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H07-W001,2,2,2.571274472,2.955920608,201.8652826,134.2708971,4.181962237,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-H07-W002,2,2,2.289827774,3.164325774,201.9347905,225.1246963,3.617597047,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V01-REF-A,2,2,2.378777632,2.580963981,159.9043151,-0.7122651142,4.11266793,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V01-W002,2,2,1.527163801,1.62879741,160.7148507,97.65548471,3.465520268,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V01-W004,2,2,1.640638231,1.885315936,161.0091862,156.5913133,3.610387052,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V01-W007,2,2,1.905729794,2.452864379,161.4796451,332.9987398,3.460069296,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V02-REF-A,2,0,2.990600675,3.271697928,171.8562782,-6.582706267,8.159750846,-0.08062914174,0.8868794044,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V02-W004,2,2,3.000359188,3.330277474,172.9088506,45.95520744,5.022670296,-0.08062914174,0.8868794044,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V02-W002,2,2,1.687712916,1.998022233,172.4813211,208.9925429,3.555539708,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V02-W001,2,2,2.496391511,3.279154308,172.3054279,244.2676301,4.382468177,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V03-REF-A,2,2,2.625695075,2.735831771,180.7856039,-1.838850164,4.516517532,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V03-W006,2,1,3.252947759,3.394009247,181.7045637,356.2645586,5.846549374,-0.08062914174,0.8868794044,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V03-W001,2,2,2.695963758,3.088023774,181.0570119,426.7531846,4.76408802,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V03-W003,2,1,2.004130126,2.065303485,180.4358927,1291.705408,4.956553138,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V04-REF-A,2,2,1.755042099,2.305622607,194.4689609,2.678411397,3.383654156,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V04-W002,2,2,2.16782136,2.823324539,195.0688442,185.9838353,4.277812681,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V04-W006,2,2,2.765968541,3.208503861,195.5051526,222.597738,4.393202995,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V04-W005,2,2,2.380947587,3.287897807,195.3024916,331.7074626,4.394373862,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V05-REF-A,2,2,2.166853231,2.876802281,195.6689668,-0.8362814674,4.223558265,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V05-W004,2,2,1.987225296,2.411472619,195.4079444,1319.164318,4.213608899,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V05-W005,2,1,2.163659373,2.925958702,195.4774129,1394.450796,4.868828577,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V05-W002,2,2,2.949169746,3.102899005,195.1369845,1424.657458,4.604572567,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V06-REF-A,2,2,2.663951714,3.385671223,199.8223301,-9.33554128,4.587045456,-0.08062914174,0.8868794044,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V06-W006,2,1,2.718038911,3.115137522,201.3094563,115.4336727,4.848544629,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V06-W003,2,2,2.411195474,3.202768795,200.6834657,109.8601632,3.83951485,-0.08062914174,0.8868794044,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C008,2020-04-21,P-V06-W002,2,1,3.137083866,3.32847647,200.5582513,150.2503997,6.398108055,-0.08062914174,0.8868794044,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
