session_id,campaign_id,date,point_id,session_index,receiver_model,duration_min,baseline_length_km,pdop,n_satellites,solution_type,observed_height_m_raw,standard_uncertainty_height_mm,qc_status,provenance
GNSS-C005-P-V03-REF-A-1,C005,2019-05-14,P-V03-REF-A,1,dual_frequency_synthetic_class,106,7.91805318,1.243918141,14,fixed,180.7873988,4.093559528,accepted,S
GNSS-C005-P-V03-REF-A-2,C005,2019-05-14,P-V03-REF-A,2,dual_frequency_synthetic_class,109,5.880346808,2.048597661,14,fixed,180.7832027,4.611919853,accepted,S
GNSS-C005-P-V03-W006-1,C005,2019-05-14,P-V03-W006,1,dual_frequency_synthetic_class,76,3.192290222,2.083903055,12,fixed,181.7394299,4.166905601,accepted,S
GNSS-C005-P-V03-W006-2,C005,2019-05-14,P-V03-W006,2,dual_frequency_synthetic_class,118,5.361910015,1.606353961,17,fixed,181.731499,4.03213316,accepted,S
GNSS-C005-P-V03-W001-1,C005,2019-05-14,P-V03-W001,1,dual_frequency_synthetic_class,46,1.124253763,1.447592332,17,fixed,181.09168,3.094717242,accepted,S
GNSS-C005-P-V03-W001-2,C005,2019-05-14,P-V03-W001,2,dual_frequency_synthetic_class,95,4.560034821,1.980658313,17,fixed,181.0937625,4.299530413,accepted,S
GNSS-C005-P-V03-W003-1,C005,2019-05-14,P-V03-W003,1,dual_frequency_synthetic_class,69,7.535222793,1.576121606,17,fixed,180.4651562,4.390073869,accepted,S
GNSS-C005-P-V03-W003-2,C005,2019-05-14,P-V03-W003,2,dual_frequency_synthetic_class,58,7.723657988,2.186677091,13,fixed,180.4714152,5.095603238,accepted,S
GNSS-C005-P-V04-REF-A-1,C005,2019-05-14,P-V04-REF-A,1,dual_frequency_synthetic_class,115,2.590867275,1.311689139,18,fixed,194.4734821,3.209214163,accepted,S
GNSS-C005-P-V04-REF-A-2,C005,2019-05-14,P-V04-REF-A,2,dual_frequency_synthetic_class,94,3.896919618,3.272055086,13,float,194.4734242,9.600706125,warning,S
GNSS-C005-P-V04-W002-1,C005,2019-05-14,P-V04-W002,1,dual_frequency_synthetic_class,104,4.979571688,1.915165162,11,fixed,195.0740686,4.303004582,accepted,S
GNSS-C005-P-V04-W002-2,C005,2019-05-14,P-V04-W002,2,dual_frequency_synthetic_class,96,7.691729368,2.81483169,14,fixed,195.0763064,5.780826145,accepted,S
GNSS-C005-P-V04-W006-1,C005,2019-05-14,P-V04-W006,1,dual_frequency_synthetic_class,47,2.236323631,3.216626673,16,float,195.4995946,9.240827594,warning,S
GNSS-C005-P-V04-W006-2,C005,2019-05-14,P-V04-W006,2,dual_frequency_synthetic_class,101,6.800643619,2.048110162,15,fixed,195.4951556,4.77703703,accepted,S
GNSS-C005-P-V04-W005-1,C005,2019-05-14,P-V04-W005,1,dual_frequency_synthetic_class,112,4.554214953,2.929537809,12,fixed,195.3045255,5.342250282,accepted,S
GNSS-C005-P-V04-W005-2,C005,2019-05-14,P-V04-W005,2,dual_frequency_synthetic_class,64,6.723834065,1.849976242,18,fixed,195.3050984,4.545263998,accepted,S
GNSS-C005-P-V05-REF-A-1,C005,2019-05-14,P-V05-REF-A,1,dual_frequency_synthetic_class,77,1.619385886,2.321861502,10,fixed,195.6705779,4.145537111,accepted,S
GNSS-C005-P-V05-REF-A-2,C005,2019-05-14,P-V05-REF-A,2,dual_frequency_synthetic_class,58,4.815071761,2.703327596,12,fixed,195.6680565,5.140373273,accepted,S
GNSS-C005-P-V05-W004-1,C005,2019-05-14,P-V05-W004,1,dual_frequency_synthetic_class,51,7.480712296,2.821161841,14,fixed,195.4534882,5.749806239,accepted,S
GNSS-C005-P-V05-W004-2,C005,2019-05-14,P-V05-W004,2,dual_frequency_synthetic_class,60,7.473763139,1.838540126,17,fixed,195.4497989,4.667671503,accepted,S
GNSS-C005-P-V05-W005-1,C005,2019-05-14,P-V05-W005,1,dual_frequency_synthetic_class,119,5.861128048,2.693626486,18,fixed,195.5169615,5.317992184,accepted,S
GNSS-C005-P-V05-W005-2,C005,2019-05-14,P-V05-W005,2,dual_frequency_synthetic_class,76,2.251659065,2.627209226,18,float,195.5119156,8.59522878,warning,S
GNSS-C005-P-V05-W002-1,C005,2019-05-14,P-V05-W002,1,dual_frequency_synthetic_class,85,4.80642379,2.821569487,17,float,195.1967376,9.268882718,warning,S
GNSS-C005-P-V05-W002-2,C005,2019-05-14,P-V05-W002,2,dual_frequency_synthetic_class,97,6.709380449,2.946672177,14,fixed,195.1779278,5.749027875,accepted,S
GNSS-C005-P-V06-REF-A-1,C005,2019-05-14,P-V06-REF-A,1,dual_frequency_synthetic_class,120,3.366772088,2.758628926,13,float,199.8016967,8.940510794,warning,S
GNSS-C005-P-V06-REF-A-2,C005,2019-05-14,P-V06-REF-A,2,dual_frequency_synthetic_class,66,7.79054748,1.218638369,11,fixed,199.820924,4.042800752,accepted,S
GNSS-C005-P-V06-W006-1,C005,2019-05-14,P-V06-W006,1,dual_frequency_synthetic_class,96,4.97639247,1.321023143,15,fixed,201.3449689,3.648876102,accepted,S
GNSS-C005-P-V06-W006-2,C005,2019-05-14,P-V06-W006,2,dual_frequency_synthetic_class,53,7.590696471,1.308607366,9,fixed,201.3423921,4.105793467,accepted,S
GNSS-C005-P-V06-W003-1,C005,2019-05-14,P-V06-W003,1,dual_frequency_synthetic_class,109,2.350794943,2.199009443,12,fixed,200.7151605,4.142053477,accepted,S
GNSS-C005-P-V06-W003-2,C005,2019-05-14,P-V06-W003,2,dual_frequency_synthetic_class,117,2.082249904,3.126543769,16,float,200.7028447,9.114003129,warning,S
GNSS-C005-P-V06-W002-1,C005,2019-05-14,P-V06-W002,1,dual_frequency_synthetic_class,67,3.85134707,3.27375319,9,float,200.5717412,9.594370981,warning,S
GNSS-C005-P-V06-W002-2,C005,2019-05-14,P-V06-W002,2,dual_frequency_synthetic_class,117,2.946552381,1.577239477,17,fixed,200.5802454,3.565342853,accepted,S
GNSS-C007-P-D01-REF-A-1,C007,2019-11-05,P-D01-REF-A,1,dual_frequency_synthetic_class,65,5.660276045,2.400241474,18,fixed,160.4439866,4.959115309,accepted,S
GNSS-C007-P-D01-REF-A-2,C007,2019-11-05,P-D01-REF-A,2,dual_frequency_synthetic_class,99,6.768868478,2.149997689,12,fixed,160.4449689,4.883393784,accepted,S
GNSS-C007-P-D01-W001-1,C007,2019-11-05,P-D01-W001,1,dual_frequency_synthetic_class,81,1.31944902,3.11527833,15,fixed,161.1270901,4.964306987,warning,S
GNSS-C007-P-D01-W001-2,C007,2019-11-05,P-D01-W001,2,dual_frequency_synthetic_class,118,6.07823728,1.467267879,13,fixed,161.1278805,4.008077378,accepted,S
GNSS-C007-P-D01-W006-1,C007,2019-11-05,P-D01-W006,1,dual_frequency_synthetic_class,114,4.277007202,3.391828284,12,fixed,162.1082344,5.800872409,warning,S
GNSS-C007-P-D01-W006-2,C007,2019-11-05,P-D01-W006,2,dual_frequency_synthetic_class,115,6.458536129,1.244191294,18,fixed,162.1068663,3.831146926,accepted,S
GNSS-C007-P-D01-W003-1,C007,2019-11-05,P-D01-W003,1,dual_frequency_synthetic_class,63,5.021817566,3.289593757,17,fixed,161.1979502,5.822480295,warning,S
GNSS-C007-P-D01-W003-2,C007,2019-11-05,P-D01-W003,2,dual_frequency_synthetic_class,94,2.453365087,2.781197068,12,fixed,161.2017942,4.80092249,accepted,S
GNSS-C007-P-H01-REF-A-1,C007,2019-11-05,P-H01-REF-A,1,dual_frequency_synthetic_class,114,5.753627713,3.351647172,13,fixed,159.9320934,6.022464878,warning,S
GNSS-C007-P-H01-REF-A-2,C007,2019-11-05,P-H01-REF-A,2,dual_frequency_synthetic_class,46,6.902108421,3.085901946,14,fixed,159.918407,5.936871656,warning,S
GNSS-C007-P-H01-W002-1,C007,2019-11-05,P-H01-W002,1,dual_frequency_synthetic_class,68,4.574487255,1.361248706,17,fixed,160.5293885,3.620781282,accepted,S
GNSS-C007-P-H01-W002-2,C007,2019-11-05,P-H01-W002,2,dual_frequency_synthetic_class,70,5.183948288,1.486123894,16,fixed,160.532169,3.867846975,accepted,S
GNSS-C007-P-H01-W007-1,C007,2019-11-05,P-H01-W007,1,dual_frequency_synthetic_class,47,6.816055014,2.131208092,16,fixed,162.2961463,4.871218804,accepted,S
GNSS-C007-P-H01-W007-2,C007,2019-11-05,P-H01-W007,2,dual_frequency_synthetic_class,89,2.926204248,2.67283077,10,fixed,162.3062446,4.766830612,accepted,S
GNSS-C007-P-H01-W003-1,C007,2019-11-05,P-H01-W003,1,dual_frequency_synthetic_class,60,1.250121704,3.077393663,10,fixed,160.6140227,4.910154936,warning,S
GNSS-C007-P-H01-W003-2,C007,2019-11-05,P-H01-W003,2,dual_frequency_synthetic_class,117,2.300550621,1.805787192,17,fixed,160.6069278,3.700465023,accepted,S
GNSS-C007-P-H02-REF-A-1,C007,2019-11-05,P-H02-REF-A,1,dual_frequency_synthetic_class,89,7.960624577,2.847692341,14,fixed,162.726603,5.865373999,accepted,S
GNSS-C007-P-H02-REF-A-2,C007,2019-11-05,P-H02-REF-A,2,dual_frequency_synthetic_class,46,1.822747192,1.736649064,11,fixed,162.7362687,3.538408465,accepted,S
GNSS-C007-P-H02-W004-1,C007,2019-11-05,P-H02-W004,1,dual_frequency_synthetic_class,100,7.295647268,1.696708578,14,fixed,164.0525652,4.479595945,accepted,S
GNSS-C007-P-H02-W004-2,C007,2019-11-05,P-H02-W004,2,dual_frequency_synthetic_class,117,5.473542329,2.632732918,16,fixed,164.0413757,5.181243829,accepted,S
GNSS-C007-P-H02-W006-1,C007,2019-11-05,P-H02-W006,1,dual_frequency_synthetic_class,95,4.880497558,1.870002567,12,fixed,164.5024276,4.235492385,accepted,S
GNSS-C007-P-H02-W006-2,C007,2019-11-05,P-H02-W006,2,dual_frequency_synthetic_class,107,1.738276154,2.313613654,14,fixed,164.5014336,4.157864727,accepted,S
GNSS-C007-P-H02-W001-1,C007,2019-11-05,P-H02-W001,1,dual_frequency_synthetic_class,54,2.290264214,2.573189535,16,fixed,163.2648689,4.542756047,accepted,S
GNSS-C007-P-H02-W001-2,C007,2019-11-05,P-H02-W001,2,dual_frequency_synthetic_class,115,1.635470286,2.865694717,17,fixed,163.2645265,4.74664884,accepted,S
GNSS-C007-P-H03-REF-A-1,C007,2019-11-05,P-H03-REF-A,1,dual_frequency_synthetic_class,50,7.487491197,2.361615974,12,fixed,196.2958379,5.245525987,accepted,S
GNSS-C007-P-H03-REF-A-2,C007,2019-11-05,P-H03-REF-A,2,dual_frequency_synthetic_class,49,2.424935443,3.365019644,12,fixed,196.2961991,5.438009988,warning,S
GNSS-C007-P-H03-W003-1,C007,2019-11-05,P-H03-W003,1,dual_frequency_synthetic_class,114,6.09220701,2.574454261,18,fixed,196.5707664,5.228496949,accepted,S
GNSS-C007-P-H03-W003-2,C007,2019-11-05,P-H03-W003,2,dual_frequency_synthetic_class,99,1.810328338,2.654601408,17,fixed,196.5644167,4.54592065,accepted,S
GNSS-C007-P-H03-W005-1,C007,2019-11-05,P-H03-W005,1,dual_frequency_synthetic_class,101,2.761733455,2.105683486,17,fixed,196.8188858,4.113363857,accepted,S
GNSS-C007-P-H03-W005-2,C007,2019-11-05,P-H03-W005,2,dual_frequency_synthetic_class,101,3.62276835,1.48368426,18,fixed,196.8133116,3.584150989,accepted,S
GNSS-C007-P-H03-W007-1,C007,2019-11-05,P-H03-W007,1,dual_frequency_synthetic_class,109,2.720670598,2.351519126,18,fixed,196.8355382,4.376391746,accepted,S
GNSS-C007-P-H03-W007-2,C007,2019-11-05,P-H03-W007,2,dual_frequency_synthetic_class,110,0.930049244,2.425144888,9,fixed,196.8456078,4.13506824,accepted,S
GNSS-C007-P-H04-REF-A-1,C007,2019-11-05,P-H04-REF-A,1,dual_frequency_synthetic_class,106,3.757196885,2.311896076,17,fixed,174.020213,4.519381123,accepted,S
GNSS-C007-P-H04-REF-A-2,C007,2019-11-05,P-H04-REF-A,2,dual_frequency_synthetic_class,75,4.644395147,3.034291727,11,fixed,174.0104151,5.473712026,warning,S
GNSS-C007-P-H04-W005-1,C007,2019-11-05,P-H04-W005,1,dual_frequency_synthetic_class,75,5.563643554,2.141713497,9,fixed,178.8142449,4.657340687,accepted,S
GNSS-C007-P-H04-W005-2,C007,2019-11-05,P-H04-W005,2,dual_frequency_synthetic_class,53,1.202175379,2.518236835,14,fixed,178.8082261,4.286452086,accepted,S
GNSS-C007-P-H04-W006-1,C007,2019-11-05,P-H04-W006,1,dual_frequency_synthetic_class,98,1.052725872,2.095240024,15,fixed,179.5356779,3.794254683,accepted,S
GNSS-C007-P-H04-W006-2,C007,2019-11-05,P-H04-W006,2,dual_frequency_synthetic_class,67,1.017273188,1.864544008,12,fixed,179.53566,3.534107583,accepted,S
GNSS-C007-P-H04-W002-1,C007,2019-11-05,P-H04-W002,1,dual_frequency_synthetic_class,88,4.988970183,2.999491249,18,float,176.3115139,9.497455007,warning,S
GNSS-C007-P-H04-W002-2,C007,2019-11-05,P-H04-W002,2,dual_frequency_synthetic_class,46,6.28741394,2.712925769,10,fixed,176.3162407,5.415952855,accepted,S
GNSS-C007-P-H05-REF-A-1,C007,2019-11-05,P-H05-REF-A,1,dual_frequency_synthetic_class,114,3.882197449,3.377563746,17,fixed,196.1695933,5.714115662,warning,S
GNSS-C007-P-H05-REF-A-2,C007,2019-11-05,P-H05-REF-A,2,dual_frequency_synthetic_class,108,7.15302742,3.158585337,10,fixed,196.1683722,6.061988806,warning,S
GNSS-C007-P-H05-W005-1,C007,2019-11-05,P-H05-W005,1,dual_frequency_synthetic_class,71,7.591431228,2.82248823,10,fixed,197.414215,5.771194674,accepted,S
GNSS-C007-P-H05-W005-2,C007,2019-11-05,P-H05-W005,2,dual_frequency_synthetic_class,72,2.391142999,1.779352428,14,fixed,197.4051528,3.687693411,accepted,S
GNSS-C007-P-H05-W001-1,C007,2019-11-05,P-H05-W001,1,dual_frequency_synthetic_class,56,5.913618582,2.537150033,9,fixed,196.070142,5.155316381,accepted,S
GNSS-C007-P-H05-W001-2,C007,2019-11-05,P-H05-W001,2,dual_frequency_synthetic_class,84,3.539074938,3.23625099,14,fixed,196.0760615,5.496909578,warning,S
GNSS-C007-P-H05-W003-1,C007,2019-11-05,P-H05-W003,1,dual_frequency_synthetic_class,106,7.410321098,2.950251222,10,fixed,196.6987201,5.879134142,accepted,S
GNSS-C007-P-H05-W003-2,C007,2019-11-05,P-H05-W003,2,dual_frequency_synthetic_class,63,5.257384266,2.76519558,12,float,196.705875,9.288044306,warning,S
GNSS-C007-P-H06-REF-A-1,C007,2019-11-05,P-H06-REF-A,1,dual_frequency_synthetic_class,117,5.113253057,1.902018351,12,fixed,186.0155369,4.312605737,accepted,S
GNSS-C007-P-H06-REF-A-2,C007,2019-11-05,P-H06-REF-A,2,dual_frequency_synthetic_class,66,2.071906933,2.745973285,13,fixed,186.0180329,4.693513861,accepted,S
GNSS-C007-P-H06-W005-1,C007,2019-11-05,P-H06-W005,1,dual_frequency_synthetic_class,91,0.9238579634,2.22541682,14,fixed,191.5099623,3.914252935,accepted,S
GNSS-C007-P-H06-W005-2,C007,2019-11-05,P-H06-W005,2,dual_frequency_synthetic_class,104,6.482676264,1.993369736,16,fixed,191.5159728,4.659588437,accepted,S
GNSS-C007-P-H06-W001-1,C007,2019-11-05,P-H06-W001,1,dual_frequency_synthetic_class,83,5.745950472,3.15295238,14,fixed,188.1439499,5.802518703,warning,S
GNSS-C007-P-H06-W001-2,C007,2019-11-05,P-H06-W001,2,dual_frequency_synthetic_class,64,1.639861261,3.264599803,17,fixed,188.1346179,5.18623481,warning,S
GNSS-C007-P-H06-W003-1,C007,2019-11-05,P-H06-W003,1,dual_frequency_synthetic_class,54,3.62053974,1.940984476,13,fixed,189.9708968,4.086780077,accepted,S
GNSS-C007-P-H06-W003-2,C007,2019-11-05,P-H06-W003,2,dual_frequency_synthetic_class,104,6.261830692,3.26289575,18,fixed,189.9716848,6.016314849,warning,S
GNSS-C007-P-H07-REF-A-1,C007,2019-11-05,P-H07-REF-A,1,dual_frequency_synthetic_class,86,4.884292184,2.705968412,15,fixed,201.098124,5.155737847,accepted,S
GNSS-C007-P-H07-REF-A-2,C007,2019-11-05,P-H07-REF-A,2,dual_frequency_synthetic_class,65,2.048413468,1.404851162,11,fixed,201.1042034,3.214050703,accepted,S
GNSS-C007-P-H07-W007-1,C007,2019-11-05,P-H07-W007,1,dual_frequency_synthetic_class,66,4.666578694,1.656395273,14,fixed,202.829183,3.962018965,accepted,S
GNSS-C007-P-H07-W007-2,C007,2019-11-05,P-H07-W007,2,dual_frequency_synthetic_class,53,6.764203242,2.853017243,11,fixed,202.8300733,5.655875551,accepted,S
GNSS-C007-P-H07-W001-1,C007,2019-11-05,P-H07-W001,1,dual_frequency_synthetic_class,104,7.372785889,3.108109561,13,fixed,201.879658,6.046021978,warning,S
GNSS-C007-P-H07-W001-2,C007,2019-11-05,P-H07-W001,2,dual_frequency_synthetic_class,111,3.066155245,2.04766666,13,fixed,201.8764066,4.104341271,accepted,S
GNSS-C007-P-H07-W002-1,C007,2019-11-05,P-H07-W002,1,dual_frequency_synthetic_class,67,3.050581579,2.798011537,16,fixed,201.9629712,4.926917375,accepted,S
GNSS-C007-P-H07-W002-2,C007,2019-11-05,P-H07-W002,2,dual_frequency_synthetic_class,85,7.20204058,2.511018254,14,float,201.9533605,9.358487384,warning,S
GNSS-C007-P-V01-REF-A-1,C007,2019-11-05,P-V01-REF-A,1,dual_frequency_synthetic_class,103,3.222408417,1.930626935,17,fixed,159.9069073,4.003723143,accepted,S
GNSS-C007-P-V01-REF-A-2,C007,2019-11-05,P-V01-REF-A,2,dual_frequency_synthetic_class,53,4.213811887,2.529769903,9,float,159.8976556,8.841233032,warning,S
GNSS-C007-P-V01-W002-1,C007,2019-11-05,P-V01-W002,1,dual_frequency_synthetic_class,85,7.791274991,1.202373627,10,fixed,160.7304181,4.025040488,accepted,S
GNSS-C007-P-V01-W002-2,C007,2019-11-05,P-V01-W002,2,dual_frequency_synthetic_class,80,0.86558013,2.773928055,16,fixed,160.7267042,4.507125284,accepted,S
GNSS-C007-P-V01-W004-1,C007,2019-11-05,P-V01-W004,1,dual_frequency_synthetic_class,89,6.640115258,2.390073575,14,fixed,161.0268725,5.124301679,accepted,S
GNSS-C007-P-V01-W004-2,C007,2019-11-05,P-V01-W004,2,dual_frequency_synthetic_class,63,5.001041749,2.140322133,12,fixed,161.0300336,4.554541861,accepted,S
GNSS-C007-P-V01-W007-1,C007,2019-11-05,P-V01-W007,1,dual_frequency_synthetic_class,89,5.261936831,1.640933336,14,fixed,161.5095364,4.0521753,accepted,S
GNSS-C007-P-V01-W007-2,C007,2019-11-05,P-V01-W007,2,dual_frequency_synthetic_class,103,7.632995494,2.555537128,16,fixed,161.5111373,5.48503003,accepted,S
GNSS-C007-P-V02-REF-A-1,C007,2019-11-05,P-V02-REF-A,1,dual_frequency_synthetic_class,56,5.62748724,2.185193758,13,fixed,171.8526312,4.716660838,accepted,S
GNSS-C007-P-V02-REF-A-2,C007,2019-11-05,P-V02-REF-A,2,dual_frequency_synthetic_class,63,7.080913975,3.325713202,15,fixed,171.8529317,6.232849037,warning,S
GNSS-C007-P-V02-W004-1,C007,2019-11-05,P-V02-W004,1,dual_frequency_synthetic_class,118,7.8508038,1.498872429,10,fixed,172.9223581,4.361904356,accepted,S
GNSS-C007-P-V02-W004-2,C007,2019-11-05,P-V02-W004,2,dual_frequency_synthetic_class,66,2.545034667,3.316182631,12,fixed,172.9225355,5.405907134,warning,S
GNSS-C007-P-V02-W002-1,C007,2019-11-05,P-V02-W002,1,dual_frequency_synthetic_class,98,3.23682086,2.551564644,15,fixed,172.5100649,4.689348863,accepted,S
GNSS-C007-P-V02-W002-2,C007,2019-11-05,P-V02-W002,2,dual_frequency_synthetic_class,93,4.485455137,1.248812839,16,fixed,172.5110991,3.481076047,accepted,S
GNSS-C007-P-V02-W001-1,C007,2019-11-05,P-V02-W001,1,dual_frequency_synthetic_class,105,6.078060844,1.581536478,15,fixed,172.3364868,4.133741078,accepted,S
GNSS-C007-P-V02-W001-2,C007,2019-11-05,P-V02-W001,2,dual_frequency_synthetic_class,96,5.928923816,1.404347193,16,fixed,172.3294044,3.9119882,accepted,S
GNSS-C007-P-V03-REF-A-1,C007,2019-11-05,P-V03-REF-A,1,dual_frequency_synthetic_class,101,5.54869185,3.229686478,18,fixed,180.7771232,5.851419659,warning,S
GNSS-C007-P-V03-REF-A-2,C007,2019-11-05,P-V03-REF-A,2,dual_frequency_synthetic_class,68,2.701951124,1.345026414,15,fixed,180.779996,3.265880258,accepted,S
GNSS-C007-P-V03-W006-1,C007,2019-11-05,P-V03-W006,1,dual_frequency_synthetic_class,61,5.885497578,1.756630039,12,fixed,181.733785,4.291682607,accepted,S
GNSS-C007-P-V03-W006-2,C007,2019-11-05,P-V03-W006,2,dual_frequency_synthetic_class,63,5.771465124,1.62705477,18,fixed,181.7203936,4.12862397,accepted,S
GNSS-C007-P-V03-W001-1,C007,2019-11-05,P-V03-W001,1,dual_frequency_synthetic_class,80,6.573140537,1.376984102,18,fixed,181.0643067,3.997847809,accepted,S
GNSS-C007-P-V03-W001-2,C007,2019-11-05,P-V03-W001,2,dual_frequency_synthetic_class,91,5.845081975,1.838805184,18,fixed,181.0740495,4.374800458,accepted,S
GNSS-C007-P-V03-W003-1,C007,2019-11-05,P-V03-W003,1,dual_frequency_synthetic_class,106,7.19835115,3.239922021,18,fixed,180.4419088,6.15961743,warning,S
GNSS-C007-P-V03-W003-2,C007,2019-11-05,P-V03-W003,2,dual_frequency_synthetic_class,74,4.610993963,1.957420796,10,fixed,180.4504502,4.283141788,accepted,S
GNSS-C007-P-V04-REF-A-1,C007,2019-11-05,P-V04-REF-A,1,dual_frequency_synthetic_class,51,7.884487379,1.269193726,18,fixed,194.4774229,4.115320826,accepted,S
GNSS-C007-P-V04-REF-A-2,C007,2019-11-05,P-V04-REF-A,2,dual_frequency_synthetic_class,66,2.87680644,2.61309993,11,fixed,194.4737121,4.692235083,accepted,S
GNSS-C007-P-V04-W002-1,C007,2019-11-05,P-V04-W002,1,dual_frequency_synthetic_class,49,2.063171213,2.472362034,9,fixed,195.065297,4.390969056,accepted,S
GNSS-C007-P-V04-W002-2,C007,2019-11-05,P-V04-W002,2,dual_frequency_synthetic_class,88,7.026073511,1.524975878,14,fixed,195.0684767,4.242166698,accepted,S
GNSS-C007-P-V04-W006-1,C007,2019-11-05,P-V04-W006,1,dual_frequency_synthetic_class,51,3.102686184,2.217678725,14,fixed,195.5031556,4.29793011,accepted,S
GNSS-C007-P-V04-W006-2,C007,2019-11-05,P-V04-W006,2,dual_frequency_synthetic_class,98,0.8886600852,1.810142991,18,float,195.5118957,7.451116106,warning,S
GNSS-C007-P-V04-W005-1,C007,2019-11-05,P-V04-W005,1,dual_frequency_synthetic_class,104,0.8976070302,2.267387796,10,fixed,195.3107785,3.955695841,accepted,S
GNSS-C007-P-V04-W005-2,C007,2019-11-05,P-V04-W005,2,dual_frequency_synthetic_class,97,4.995136635,1.545872692,11,fixed,195.3026181,3.899584555,accepted,S
GNSS-C007-P-V05-REF-A-1,C007,2019-11-05,P-V05-REF-A,1,dual_frequency_synthetic_class,67,5.628771303,2.087464454,9,fixed,195.6701597,4.609389734,accepted,S
GNSS-C007-P-V05-REF-A-2,C007,2019-11-05,P-V05-REF-A,2,dual_frequency_synthetic_class,112,4.035131405,2.254702099,17,fixed,195.6634083,4.506495962,accepted,S
GNSS-C007-P-V05-W004-1,C007,2019-11-05,P-V05-W004,1,dual_frequency_synthetic_class,97,7.164239993,1.822945457,17,fixed,195.4268123,4.594803201,accepted,S
GNSS-C007-P-V05-W004-2,C007,2019-11-05,P-V05-W004,2,dual_frequency_synthetic_class,100,1.944108499,3.079147822,9,fixed,195.4277445,5.037002135,warning,S
GNSS-C007-P-V05-W005-1,C007,2019-11-05,P-V05-W005,1,dual_frequency_synthetic_class,68,5.999497107,1.434323575,9,fixed,195.4889734,3.957665412,accepted,S
GNSS-C007-P-V05-W005-2,C007,2019-11-05,P-V05-W005,2,dual_frequency_synthetic_class,115,7.67256291,2.115606216,12,fixed,195.4906709,5.008228161,accepted,S
GNSS-C007-P-V05-W002-1,C007,2019-11-05,P-V05-W002,1,dual_frequency_synthetic_class,74,3.591006039,3.265086788,9,fixed,195.1551202,5.537976554,warning,S
GNSS-C007-P-V05-W002-2,C007,2019-11-05,P-V05-W002,2,dual_frequency_synthetic_class,89,5.097432891,2.470821705,15,fixed,195.1513177,4.935441796,accepted,S
GNSS-C007-P-V06-REF-A-1,C007,2019-11-05,P-V06-REF-A,1,dual_frequency_synthetic_class,116,4.175890698,1.8163464,10,fixed,199.8180657,4.049641365,accepted,S
GNSS-C007-P-V06-REF-A-2,C007,2019-11-05,P-V06-REF-A,2,dual_frequency_synthetic_class,104,6.903347717,2.282578272,10,fixed,199.8214711,5.053438688,accepted,S
GNSS-C007-P-V06-W006-1,C007,2019-11-05,P-V06-W006,1,dual_frequency_synthetic_class,55,7.754624393,2.700579902,13,fixed,201.3334389,5.666470283,accepted,S
GNSS-C007-P-V06-W006-2,C007,2019-11-05,P-V06-W006,2,dual_frequency_synthetic_class,67,7.934308544,3.333007252,10,fixed,201.3270074,6.394483516,warning,S
GNSS-C007-P-V06-W003-1,C007,2019-11-05,P-V06-W003,1,dual_frequency_synthetic_class,82,1.967322385,2.567738796,16,fixed,200.7014589,4.478630705,accepted,S
GNSS-C007-P-V06-W003-2,C007,2019-11-05,P-V06-W003,2,dual_frequency_synthetic_class,70,2.506040285,2.562376617,14,float,200.7011452,8.56970153,warning,S
GNSS-C007-P-V06-W002-1,C007,2019-11-05,P-V06-W002,1,dual_frequency_synthetic_class,82,4.197612848,1.446962043,18,fixed,200.5683882,3.64722856,accepted,S
GNSS-C007-P-V06-W002-2,C007,2019-11-05,P-V06-W002,2,dual_frequency_synthetic_class,61,6.265986729,2.393512754,15,fixed,200.5744905,5.06074164,accepted,S
GNSS-C008-P-D01-REF-A-1,C008,2020-04-21,P-D01-REF-A,1,dual_frequency_synthetic_class,80,4.608816404,1.939213704,15,fixed,160.4420691,4.262722027,accepted,S
GNSS-C008-P-D01-REF-A-2,C008,2020-04-21,P-D01-REF-A,2,dual_frequency_synthetic_class,79,7.395147609,3.321809686,14,fixed,160.4487102,6.285117224,warning,S
GNSS-C008-P-D01-W001-1,C008,2020-04-21,P-D01-W001,1,dual_frequency_synthetic_class,66,2.595310938,2.204059795,11,fixed,161.108948,4.191621744,accepted,S
GNSS-C008-P-D01-W001-2,C008,2020-04-21,P-D01-W001,2,dual_frequency_synthetic_class,86,7.444722284,2.648896233,18,fixed,161.1155349,5.553835867,accepted,S
GNSS-C008-P-D01-W006-1,C008,2020-04-21,P-D01-W006,1,dual_frequency_synthetic_class,50,0.9369123931,2.938236889,15,fixed,162.1074149,4.700704809,accepted,S
GNSS-C008-P-D01-W006-2,C008,2020-04-21,P-D01-W006,2,dual_frequency_synthetic_class,82,7.333463478,1.390126021,13,fixed,162.0970997,4.149162049,accepted,S
GNSS-C008-P-D01-W003-1,C008,2020-04-21,P-D01-W003,1,dual_frequency_synthetic_class,60,7.025290893,2.831410217,13,fixed,161.1968775,5.679103599,accepted,S
GNSS-C008-P-D01-W003-2,C008,2020-04-21,P-D01-W003,2,dual_frequency_synthetic_class,63,5.687071836,3.204149334,13,float,161.1934086,9.848237198,warning,S
GNSS-C008-P-H01-REF-A-1,C008,2020-04-21,P-H01-REF-A,1,dual_frequency_synthetic_class,97,2.25307748,1.614905005,11,fixed,159.9249239,3.481949452,accepted,S
