campaign_id,date,profile_id,point_id,observed_x_local_m,observed_y_local_m,standard_uncertainty_xy_mm,qc_status,provenance
C005,2019-05-14,P-H03,P-H03-W005,29505.79706,41488.42759,1.4,accepted,S
C005,2019-05-14,P-H03,P-H03-W006,29518.67245,41488.42854,1.4,accepted,S
C005,2019-05-14,P-H03,P-H03-W007,29630.33452,41488.42163,1.4,accepted,S
C005,2019-05-14,P-H03,P-H03-REF-B,29980.34569,41488.43115,0.9,accepted,S
C005,2019-05-14,P-H05,P-H05-REF-A,26665.98886,43399.89423,0.9,accepted,S
C005,2019-05-14,P-H05,P-H05-W001,27016.01299,43399.92251,1.4,accepted,S
C005,2019-05-14,P-H05,P-H05-W002,27153.36446,43399.91962,1.4,accepted,S
C005,2019-05-14,P-H05,P-H05-W003,27263.94812,43399.92182,1.4,accepted,S
C005,2019-05-14,P-H05,P-H05-W004,27432.30117,43399.86534,1.4,accepted,S
C005,2019-05-14,P-H05,P-H05-W005,27558.05853,43399.87357,1.4,accepted,S
C005,2019-05-14,P-H05,P-H05-W006,27697.09611,43399.86673,1.4,accepted,S
C005,2019-05-14,P-H05,P-H05-W007,27821.12187,43399.88169,1.4,accepted,S
C005,2019-05-14,P-H05,P-H05-REF-B,28171.13814,43399.89714,0.9,accepted,S
C005,2019-05-14,P-H06,P-H06-REF-A,24584.49602,44355.62925,0.9,accepted,S
C005,2019-05-14,P-H06,P-H06-W001,24934.50325,44355.63658,1.4,accepted,S
C005,2019-05-14,P-H06,P-H06-W002,25077.46883,44355.63321,1.4,accepted,S
C005,2019-05-14,P-H06,P-H06-W003,25203.34374,44355.6358,1.4,accepted,S
C005,2019-05-14,P-H06,P-H06-W004,25301.73204,44355.62349,1.4,accepted,S
C005,2019-05-14,P-H06,P-H06-W005,25414.15638,44355.62625,1.4,accepted,S
C005,2019-05-14,P-H06,P-H06-W006,25597.56903,44355.62186,1.4,accepted,S
C005,2019-05-14,P-H06,P-H06-W007,25677.21306,44355.62932,1.4,accepted,S
C005,2019-05-14,P-H06,P-H06-REF-B,26027.21592,44355.63066,0.9,accepted,S
C005,2019-05-14,P-H07,P-H07-REF-A,26999.02903,45311.36178,0.9,accepted,S
C005,2019-05-14,P-H07,P-H07-W001,27349.02825,45311.36174,1.4,accepted,S
C005,2019-05-14,P-H07,P-H07-W002,27423.69846,45311.36499,1.4,accepted,S
C005,2019-05-14,P-H07,P-H07-W003,27534.64077,45311.35637,1.4,accepted,S
C005,2019-05-14,P-H07,P-H07-W004,27582.67207,45311.35655,1.4,accepted,S
C005,2019-05-14,P-H07,P-H07-W005,27672.19246,45311.36072,1.4,accepted,S
C005,2019-05-14,P-H07,P-H07-W007,27828.041,45311.35871,1.4,accepted,S
C005,2019-05-14,P-H07,P-H07-REF-B,28178.04011,45311.36142,0.9,accepted,S
C005,2019-05-14,P-V01,P-V01-REF-A,21687.36499,38872.51321,0.9,accepted,S
C005,2019-05-14,P-V01,P-V01-W001,21687.36445,39222.5101,1.4,accepted,S
C005,2019-05-14,P-V01,P-V01-W002,21687.36554,39326.966,1.4,accepted,S
C005,2019-05-14,P-V01,P-V01-W003,21687.3662,39444.25833,1.4,accepted,S
C005,2019-05-14,P-V01,P-V01-W004,21687.36191,39503.60054,1.4,accepted,S
C005,2019-05-14,P-V01,P-V01-W005,21687.36246,39637.80651,1.4,accepted,S
C005,2019-05-14,P-V01,P-V01-W006,21687.36321,39729.55954,1.4,accepted,S
C005,2019-05-14,P-V01,P-V01-W007,21687.36532,39827.03301,1.4,accepted,S
C005,2019-05-14,P-V01,P-V01-REF-B,21687.3654,40177.03279,0.9,accepted,S
C005,2019-05-14,P-V02,P-V02-W001,23099.45025,42481.02792,1.4,accepted,S
C005,2019-05-14,P-V02,P-V02-W002,23099.44902,42551.33339,1.4,accepted,S
C005,2019-05-14,P-V02,P-V02-W003,23099.45118,42632.87198,1.4,accepted,S
C005,2019-05-14,P-V02,P-V02-W004,23099.4502,42683.58134,1.4,accepted,S
C005,2019-05-14,P-V02,P-V02-W005,23099.44891,42733.41864,1.4,accepted,S
C005,2019-05-14,P-V02,P-V02-W006,23099.45123,42816.34027,1.4,accepted,S
C005,2019-05-14,P-V02,P-V02-W007,23099.45287,42893.87064,1.4,accepted,S
C005,2019-05-14,P-V02,P-V02-REF-B,23099.45029,43243.86785,0.9,accepted,S
C005,2019-05-14,P-V03,P-V03-REF-A,24511.53721,41998.32573,0.9,accepted,S
C005,2019-05-14,P-V03,P-V03-W001,24511.53723,42348.32584,1.4,accepted,S
C005,2019-05-14,P-V03,P-V03-W002,24511.53676,42411.38753,1.4,accepted,S
C005,2019-05-14,P-V03,P-V03-W003,24511.53428,42470.2413,1.4,accepted,S
C005,2019-05-14,P-V03,P-V03-W004,24511.53427,42513.67692,1.4,accepted,S
C005,2019-05-14,P-V03,P-V03-W005,24511.53821,42597.45327,1.4,accepted,S
C005,2019-05-14,P-V03,P-V03-W006,24511.53426,42636.8572,1.4,accepted,S
C005,2019-05-14,P-V03,P-V03-W007,24511.5369,42672.70097,1.4,accepted,S
C005,2019-05-14,P-V03,P-V03-REF-B,24511.53541,43022.70274,0.9,accepted,S
C005,2019-05-14,P-V04,P-V04-REF-A,25923.62139,44254.21986,0.9,accepted,S
C005,2019-05-14,P-V04,P-V04-W001,25923.62371,44604.21978,1.4,accepted,S
C005,2019-05-14,P-V04,P-V04-W002,25923.62344,44645.81519,1.4,accepted,S
C005,2019-05-14,P-V04,P-V04-W003,25923.62151,44718.57566,1.4,accepted,S
C005,2019-05-14,P-V04,P-V04-W004,25923.621,44810.93629,1.4,accepted,S
C005,2019-05-14,P-V04,P-V04-W005,25923.6201,44835.49548,1.4,accepted,S
C005,2019-05-14,P-V04,P-V04-W006,25923.61961,44882.27431,1.4,accepted,S
C005,2019-05-14,P-V04,P-V04-W007,25923.62098,44954.82623,1.4,accepted,S
C005,2019-05-14,P-V04,P-V04-REF-B,25923.62169,45304.8256,0.9,accepted,S
C005,2019-05-14,P-V05,P-V05-REF-A,27335.70651,42160.51304,0.9,accepted,S
C005,2019-05-14,P-V05,P-V05-W001,27335.71001,42510.51416,1.4,accepted,S
C005,2019-05-14,P-V05,P-V05-W002,27335.70527,42607.2679,1.4,accepted,S
C005,2019-05-14,P-V05,P-V05-W003,27335.7053,42625.13128,1.4,accepted,S
C005,2019-05-14,P-V05,P-V05-W004,27335.70421,42690.00275,1.4,accepted,S
C005,2019-05-14,P-V05,P-V05-W005,27335.70618,42762.37822,1.4,accepted,S
C005,2019-05-14,P-V05,P-V05-W006,27335.70417,42793.86045,1.4,accepted,S
C005,2019-05-14,P-V05,P-V05-W007,27335.70506,42864.37657,1.4,accepted,S
C005,2019-05-14,P-V05,P-V05-REF-B,27335.70743,43214.37824,0.9,accepted,S
C005,2019-05-14,P-V06,P-V06-REF-A,28747.79234,43295.83341,0.9,accepted,S
C005,2019-05-14,P-V06,P-V06-W001,28747.7935,43645.83514,1.4,accepted,S
C005,2019-05-14,P-V06,P-V06-W002,28747.79348,43743.58909,1.4,accepted,S
C005,2019-05-14,P-V06,P-V06-W003,28747.79302,43785.99592,1.4,accepted,S
C005,2019-05-14,P-V06,P-V06-W004,28747.79178,43929.00634,1.4,accepted,S
C005,2019-05-14,P-V06,P-V06-W005,28747.7924,44000.36282,1.4,accepted,S
C005,2019-05-14,P-V06,P-V06-W006,28747.79057,44101.78138,1.4,accepted,S
C005,2019-05-14,P-V06,P-V06-W007,28747.79171,44161.88828,1.4,accepted,S
C005,2019-05-14,P-V06,P-V06-REF-B,28747.79195,44511.88742,0.9,accepted,S
C006,2019-08-27,P-H03,P-H03-REF-A,28847.39543,41488.43201,0.9,accepted,S
C006,2019-08-27,P-H03,P-H03-W001,29197.40167,41488.43562,1.4,accepted,S
C006,2019-08-27,P-H03,P-H03-W002,29284.85688,41488.43837,1.4,accepted,S
C006,2019-08-27,P-H03,P-H03-W003,29321.74584,41488.43867,1.4,accepted,S
C006,2019-08-27,P-H03,P-H03-W004,29397.43081,41488.4434,1.4,accepted,S
C006,2019-08-27,P-H03,P-H03-W005,29505.79616,41488.42573,1.4,accepted,S
C006,2019-08-27,P-H03,P-H03-W006,29518.67369,41488.42658,1.4,accepted,S
C006,2019-08-27,P-H03,P-H03-W007,29630.33861,41488.42175,1.4,accepted,S
C006,2019-08-27,P-H03,P-H03-REF-B,29980.34578,41488.43008,0.9,accepted,S
C006,2019-08-27,P-V02,P-V02-REF-A,23099.45097,42131.02376,0.9,accepted,S
C006,2019-08-27,P-V02,P-V02-W001,23099.45136,42481.02257,1.4,accepted,S
C006,2019-08-27,P-V02,P-V02-W002,23099.45029,42551.33282,1.4,accepted,S
C006,2019-08-27,P-V02,P-V02-W003,23099.44982,42632.87099,1.4,accepted,S
C006,2019-08-27,P-V02,P-V02-W004,23099.44938,42683.57998,1.4,accepted,S
C006,2019-08-27,P-V02,P-V02-W005,23099.45037,42733.41897,1.4,accepted,S
C006,2019-08-27,P-V02,P-V02-W006,23099.4476,42816.3385,1.4,accepted,S
C006,2019-08-27,P-V02,P-V02-W007,23099.44909,42893.8685,1.4,accepted,S
C006,2019-08-27,P-V02,P-V02-REF-B,23099.45063,43243.86674,0.9,accepted,S
C007,2019-11-05,P-D01,P-D01-REF-A,21053.17013,39693.08891,0.9,accepted,S
C007,2019-11-05,P-D01,P-D01-W001,21345.20291,39886.00903,1.4,accepted,S
C007,2019-11-05,P-D01,P-D01-W002,21409.24786,39928.32111,1.4,accepted,S
C007,2019-11-05,P-D01,P-D01-W003,21461.84622,39963.06649,1.4,accepted,S
C007,2019-11-05,P-D01,P-D01-W004,21544.63442,40017.75472,1.4,accepted,S
C007,2019-11-05,P-D01,P-D01-W005,21604.37299,40057.22209,1.4,accepted,S
C007,2019-11-05,P-D01,P-D01-W006,21681.06092,40107.87824,1.4,accepted,S
C007,2019-11-05,P-D01,P-D01-W007,21748.44365,40152.39581,1.4,accepted,S
C007,2019-11-05,P-D01,P-D01-REF-B,22040.47788,40345.32056,0.9,accepted,S
C007,2019-11-05,P-H01,P-H01-REF-A,20805.16618,39576.96696,0.9,accepted,S
C007,2019-11-05,P-H01,P-H01-W001,21155.17,39576.96777,1.4,accepted,S
C007,2019-11-05,P-H01,P-H01-W002,21303.02453,39576.9667,1.4,accepted,S
C007,2019-11-05,P-H01,P-H01-W003,21488.08601,39576.96927,1.4,accepted,S
C007,2019-11-05,P-H01,P-H01-W004,21613.11894,39576.96883,1.4,accepted,S
C007,2019-11-05,P-H01,P-H01-W005,21778.94822,39576.96106,1.4,accepted,S
C007,2019-11-05,P-H01,P-H01-W006,21938.52436,39576.96203,1.4,accepted,S
C007,2019-11-05,P-H01,P-H01-W007,22109.85011,39576.96176,1.4,accepted,S
C007,2019-11-05,P-H01,P-H01-REF-B,22459.8541,39576.9648,0.9,accepted,S
C007,2019-11-05,P-H02,P-H02-REF-A,21446.69277,40532.69871,0.9,accepted,S
C007,2019-11-05,P-H02,P-H02-W001,21796.69672,40532.7043,1.4,accepted,S
C007,2019-11-05,P-H02,P-H02-W002,21892.49617,40532.70691,1.4,accepted,S
C007,2019-11-05,P-H02,P-H02-W003,21973.03633,40532.69923,1.4,accepted,S
C007,2019-11-05,P-H02,P-H02-W004,22047.51578,40532.69533,1.4,accepted,S
C007,2019-11-05,P-H02,P-H02-W005,22164.56515,40532.69785,1.4,accepted,S
C007,2019-11-05,P-H02,P-H02-W006,22226.25652,40532.69128,1.4,accepted,S
C007,2019-11-05,P-H02,P-H02-W007,22330.95111,40532.69396,1.4,accepted,S
C007,2019-11-05,P-H02,P-H02-REF-B,22680.95623,40532.69744,0.9,accepted,S
C007,2019-11-05,P-H03,P-H03-REF-A,28847.39296,41488.43092,0.9,accepted,S
C007,2019-11-05,P-H03,P-H03-W002,29284.85483,41488.43542,1.4,accepted,S
C007,2019-11-05,P-H03,P-H03-W003,29321.74466,41488.4379,1.4,accepted,S
C007,2019-11-05,P-H03,P-H03-W004,29397.43187,41488.44083,1.4,accepted,S
C007,2019-11-05,P-H03,P-H03-W005,29505.7925,41488.42301,1.4,accepted,S
C007,2019-11-05,P-H03,P-H03-W006,29518.67042,41488.42559,1.4,accepted,S
C007,2019-11-05,P-H03,P-H03-W007,29630.33213,41488.42093,1.4,accepted,S
C007,2019-11-05,P-H03,P-H03-REF-B,29980.3446,41488.43011,0.9,accepted,S
C007,2019-11-05,P-H04,P-H04-REF-A,23368.89978,42444.16228,0.9,accepted,S
C007,2019-11-05,P-H04,P-H04-W001,23718.90353,42444.16656,1.4,accepted,S
C007,2019-11-05,P-H04,P-H04-W002,23797.84378,42444.17269,1.4,accepted,S
C007,2019-11-05,P-H04,P-H04-W003,23918.05912,42444.17878,1.4,accepted,S
C007,2019-11-05,P-H04,P-H04-W004,24038.96629,42444.15987,1.4,accepted,S
C007,2019-11-05,P-H04,P-H04-W005,24117.6016,42444.16172,1.4,accepted,S
C007,2019-11-05,P-H04,P-H04-W006,24225.79498,42444.16099,1.4,accepted,S
C007,2019-11-05,P-H04,P-H04-W007,24318.36794,42444.16145,1.4,accepted,S
C007,2019-11-05,P-H04,P-H04-REF-B,24668.37171,42444.16266,0.9,accepted,S
C007,2019-11-05,P-H05,P-H05-REF-A,26665.98849,43399.89486,0.9,accepted,S
C007,2019-11-05,P-H05,P-H05-W001,27016.012,43399.92107,1.4,accepted,S
C007,2019-11-05,P-H05,P-H05-W002,27153.36118,43399.9164,1.4,accepted,S
C007,2019-11-05,P-H05,P-H05-W003,27263.94575,43399.92177,1.4,accepted,S
C007,2019-11-05,P-H05,P-H05-W004,27432.29728,43399.86299,1.4,accepted,S
C007,2019-11-05,P-H05,P-H05-W005,27558.05247,43399.87259,1.4,accepted,S
C007,2019-11-05,P-H05,P-H05-W006,27697.0927,43399.86734,1.4,accepted,S
C007,2019-11-05,P-H05,P-H05-W007,27821.12202,43399.88024,1.4,accepted,S
C007,2019-11-05,P-H05,P-H05-REF-B,28171.13493,43399.89467,0.9,accepted,S
C007,2019-11-05,P-H06,P-H06-REF-A,24584.49403,44355.62585,0.9,accepted,S
C007,2019-11-05,P-H06,P-H06-W001,24934.49971,44355.63288,1.4,accepted,S
C007,2019-11-05,P-H06,P-H06-W002,25077.46684,44355.62876,1.4,accepted,S
C007,2019-11-05,P-H06,P-H06-W003,25203.33788,44355.63472,1.4,accepted,S
C007,2019-11-05,P-H06,P-H06-W004,25301.72515,44355.62148,1.4,accepted,S
C007,2019-11-05,P-H06,P-H06-W005,25414.15217,44355.62488,1.4,accepted,S
C007,2019-11-05,P-H06,P-H06-W006,25597.56837,44355.62047,1.4,accepted,S
C007,2019-11-05,P-H06,P-H06-W007,25677.21344,44355.62642,1.4,accepted,S
C007,2019-11-05,P-H06,P-H06-REF-B,26027.21379,44355.62549,0.9,accepted,S
C007,2019-11-05,P-H07,P-H07-REF-A,26999.02696,45311.35936,0.9,accepted,S
C007,2019-11-05,P-H07,P-H07-W001,27349.0265,45311.36029,1.4,accepted,S
C007,2019-11-05,P-H07,P-H07-W002,27423.69513,45311.36129,1.4,accepted,S
C007,2019-11-05,P-H07,P-H07-W003,27534.63814,45311.35386,1.4,accepted,S
C007,2019-11-05,P-H07,P-H07-W004,27582.66582,45311.35659,1.4,accepted,S
C007,2019-11-05,P-H07,P-H07-W005,27672.19151,45311.35909,1.4,accepted,S
C007,2019-11-05,P-H07,P-H07-W006,27755.63118,45311.35825,1.4,accepted,S
C007,2019-11-05,P-H07,P-H07-W007,27828.03744,45311.35702,1.4,accepted,S
C007,2019-11-05,P-H07,P-H07-REF-B,28178.0381,45311.35824,0.9,accepted,S
C007,2019-11-05,P-V01,P-V01-REF-A,21687.36289,38872.5112,0.9,accepted,S
C007,2019-11-05,P-V01,P-V01-W001,21687.36338,39222.51006,1.4,accepted,S
C007,2019-11-05,P-V01,P-V01-W002,21687.36502,39326.96362,1.4,accepted,S
C007,2019-11-05,P-V01,P-V01-W003,21687.36624,39444.25475,1.4,accepted,S
C007,2019-11-05,P-V01,P-V01-W004,21687.36392,39503.59889,1.4,accepted,S
C007,2019-11-05,P-V01,P-V01-W005,21687.36117,39637.80169,1.4,accepted,S
C007,2019-11-05,P-V01,P-V01-W006,21687.36211,39729.55665,1.4,accepted,S
C007,2019-11-05,P-V01,P-V01-W007,21687.36205,39827.03208,1.4,accepted,S
C007,2019-11-05,P-V01,P-V01-REF-B,21687.36487,40177.03128,0.9,accepted,S
C007,2019-11-05,P-V02,P-V02-REF-A,23099.44755,42131.02256,0.9,accepted,S
C007,2019-11-05,P-V02,P-V02-W001,23099.45163,42481.0283,1.4,accepted,S
C007,2019-11-05,P-V02,P-V02-W002,23099.45127,42551.33524,1.4,accepted,S
C007,2019-11-05,P-V02,P-V02-W003,23099.44913,42632.87118,1.4,accepted,S
C007,2019-11-05,P-V02,P-V02-W004,23099.44831,42683.58051,1.4,accepted,S
C007,2019-11-05,P-V02,P-V02-W005,23099.44642,42733.41915,1.4,accepted,S
C007,2019-11-05,P-V02,P-V02-W006,23099.44733,42816.336,1.4,accepted,S
C007,2019-11-05,P-V02,P-V02-W007,23099.44803,42893.86906,1.4,accepted,S
C007,2019-11-05,P-V02,P-V02-REF-B,23099.44829,43243.86677,0.9,accepted,S
C007,2019-11-05,P-V03,P-V03-REF-A,24511.53576,41998.32388,0.9,accepted,S
C007,2019-11-05,P-V03,P-V03-W001,24511.5317,42348.3243,1.4,accepted,S
C007,2019-11-05,P-V03,P-V03-W002,24511.53276,42411.38435,1.4,accepted,S
C007,2019-11-05,P-V03,P-V03-W003,24511.53501,42470.24011,1.4,accepted,S
C007,2019-11-05,P-V03,P-V03-W004,24511.53183,42513.67353,1.4,accepted,S
C007,2019-11-05,P-V03,P-V03-W005,24511.53404,42597.45103,1.4,accepted,S
C007,2019-11-05,P-V03,P-V03-W006,24511.53399,42636.85585,1.4,accepted,S
C007,2019-11-05,P-V03,P-V03-W007,24511.53411,42672.70235,1.4,accepted,S
C007,2019-11-05,P-V03,P-V03-REF-B,24511.53407,43022.70036,0.9,accepted,S
C007,2019-11-05,P-V04,P-V04-REF-A,25923.62058,44254.2191,0.9,accepted,S
C007,2019-11-05,P-V04,P-V04-W001,25923.62174,44604.21883,1.4,accepted,S
C007,2019-11-05,P-V04,P-V04-W002,25923.61866,44645.81231,1.4,accepted,S
C007,2019-11-05,P-V04,P-V04-W004,25923.61945,44810.9347,1.4,accepted,S
C007,2019-11-05,P-V04,P-V04-W005,25923.61829,44835.49751,1.4,accepted,S
C007,2019-11-05,P-V04,P-V04-W006,25923.61894,44882.27445,1.4,accepted,S
C007,2019-11-05,P-V04,P-V04-W007,25923.61973,44954.82382,1.4,accepted,S
C007,2019-11-05,P-V04,P-V04-REF-B,25923.62017,45304.82401,0.9,accepted,S
C007,2019-11-05,P-V05,P-V05-REF-A,27335.70509,42160.51346,0.9,accepted,S
C007,2019-11-05,P-V05,P-V05-W002,27335.7049,42607.26608,1.4,accepted,S
C007,2019-11-05,P-V05,P-V05-W003,27335.70302,42625.12889,1.4,accepted,S
C007,2019-11-05,P-V05,P-V05-W004,27335.70239,42690.00209,1.4,accepted,S
C007,2019-11-05,P-V05,P-V05-W005,27335.70135,42762.37701,1.4,accepted,S
C007,2019-11-05,P-V05,P-V05-W006,27335.7038,42793.85647,1.4,accepted,S
C007,2019-11-05,P-V05,P-V05-W007,27335.70004,42864.37097,1.4,accepted,S
C007,2019-11-05,P-V05,P-V05-REF-B,27335.70693,43214.3794,0.9,accepted,S
C007,2019-11-05,P-V06,P-V06-REF-A,28747.78887,43295.83316,0.9,accepted,S
C007,2019-11-05,P-V06,P-V06-W001,28747.7901,43645.83179,1.4,accepted,S
C007,2019-11-05,P-V06,P-V06-W002,28747.79074,43743.58332,1.4,accepted,S
C007,2019-11-05,P-V06,P-V06-W003,28747.79036,43785.99486,1.4,accepted,S
C007,2019-11-05,P-V06,P-V06-W004,28747.78927,43929.00604,1.4,accepted,S
C007,2019-11-05,P-V06,P-V06-W005,28747.79058,44000.36064,1.4,accepted,S
C007,2019-11-05,P-V06,P-V06-W006,28747.79001,44101.77994,1.4,accepted,S
C007,2019-11-05,P-V06,P-V06-W007,28747.78932,44161.88553,1.4,accepted,S
C007,2019-11-05,P-V06,P-V06-REF-B,28747.79046,44511.88555,0.9,accepted,S
C008,2020-04-21,P-D01,P-D01-REF-A,21053.1719,39693.08889,0.9,accepted,S
C008,2020-04-21,P-D01,P-D01-W001,21345.20381,39886.01318,1.4,accepted,S
C008,2020-04-21,P-D01,P-D01-W002,21409.25061,39928.32161,1.4,accepted,S
C008,2020-04-21,P-D01,P-D01-W003,21461.84803,39963.07204,1.4,accepted,S
C008,2020-04-21,P-D01,P-D01-W004,21544.63457,40017.75772,1.4,accepted,S
C008,2020-04-21,P-D01,P-D01-W005,21604.37025,40057.21739,1.4,accepted,S
C008,2020-04-21,P-D01,P-D01-W006,21681.06027,40107.88246,1.4,accepted,S
C008,2020-04-21,P-D01,P-D01-W007,21748.44597,40152.40173,1.4,accepted,S
C008,2020-04-21,P-D01,P-D01-REF-B,22040.47882,40345.32154,0.9,accepted,S
C008,2020-04-21,P-H01,P-H01-REF-A,20805.16778,39576.96731,0.9,accepted,S
C008,2020-04-21,P-H01,P-H01-W001,21155.17064,39576.96722,1.4,accepted,S
C008,2020-04-21,P-H01,P-H01-W002,21303.03115,39576.96779,1.4,accepted,S
C008,2020-04-21,P-H01,P-H01-W003,21488.0845,39576.97475,1.4,accepted,S
C008,2020-04-21,P-H01,P-H01-W004,21613.12076,39576.97162,1.4,accepted,S
C008,2020-04-21,P-H01,P-H01-W005,21778.94785,39576.95909,1.4,accepted,S
C008,2020-04-21,P-H01,P-H01-W007,22109.85203,39576.96491,1.4,accepted,S
C008,2020-04-21,P-H01,P-H01-REF-B,22459.85478,39576.96606,0.9,accepted,S
C008,2020-04-21,P-H02,P-H02-REF-A,21446.69508,40532.70083,0.9,accepted,S
C008,2020-04-21,P-H02,P-H02-W002,21892.49879,40532.70554,1.4,accepted,S
C008,2020-04-21,P-H02,P-H02-W003,21973.04116,40532.70409,1.4,accepted,S
C008,2020-04-21,P-H02,P-H02-W004,22047.5169,40532.69956,1.4,accepted,S
C008,2020-04-21,P-H02,P-H02-W005,22164.56337,40532.6972,1.4,accepted,S
C008,2020-04-21,P-H02,P-H02-W006,22226.26164,40532.69283,1.4,accepted,S
C008,2020-04-21,P-H02,P-H02-W007,22330.95545,40532.69684,1.4,accepted,S
C008,2020-04-21,P-H02,P-H02-REF-B,22680.95766,40532.6986,0.9,accepted,S
C008,2020-04-21,P-H03,P-H03-REF-A,28847.3959,41488.43171,0.9,accepted,S
C008,2020-04-21,P-H03,P-H03-W001,29197.39886,41488.43525,1.4,accepted,S
C008,2020-04-21,P-H03,P-H03-W002,29284.85743,41488.43841,1.4,accepted,S
C008,2020-04-21,P-H03,P-H03-W003,29321.74657,41488.43771,1.4,accepted,S
C008,2020-04-21,P-H03,P-H03-W004,29397.43375,41488.44252,1.4,accepted,S
C008,2020-04-21,P-H03,P-H03-W005,29505.79633,41488.42541,1.4,accepted,S
C008,2020-04-21,P-H03,P-H03-W006,29518.67287,41488.4266,1.4,accepted,S
C008,2020-04-21,P-H03,P-H03-W007,29630.33563,41488.41975,1.4,accepted,S
C008,2020-04-21,P-H03,P-H03-REF-B,29980.34405,41488.43205,0.9,accepted,S
C008,2020-04-21,P-H04,P-H04-REF-A,23368.90171,42444.16525,0.9,accepted,S
C008,2020-04-21,P-H04,P-H04-W001,23718.9046,42444.16649,1.4,accepted,S
C008,2020-04-21,P-H04,P-H04-W002,23797.84448,42444.17264,1.4,accepted,S
C008,2020-04-21,P-H04,P-H04-W003,23918.06391,42444.17815,1.4,accepted,S
C008,2020-04-21,P-H04,P-H04-W004,24038.96498,42444.16221,1.4,accepted,S
C008,2020-04-21,P-H04,P-H04-W005,24117.60011,42444.16303,1.4,accepted,S
C008,2020-04-21,P-H04,P-H04-W006,24225.79449,42444.15865,1.4,accepted,S
C008,2020-04-21,P-H04,P-H04-W007,24318.37027,42444.15967,1.4,accepted,S
C008,2020-04-21,P-H04,P-H04-REF-B,24668.37343,42444.16443,0.9,accepted,S
C008,2020-04-21,P-H05,P-H05-REF-A,26665.99061,43399.89671,0.9,accepted,S
C008,2020-04-21,P-H05,P-H05-W001,27016.01342,43399.92134,1.4,accepted,S
C008,2020-04-21,P-H05,P-H05-W002,27153.36175,43399.92035,1.4,accepted,S
C008,2020-04-21,P-H05,P-H05-W003,27263.94909,43399.92125,1.4,accepted,S
C008,2020-04-21,P-H05,P-H05-W004,27432.29521,43399.86335,1.4,accepted,S
C008,2020-04-21,P-H05,P-H05-W006,27697.09571,43399.86962,1.4,accepted,S
C008,2020-04-21,P-H05,P-H05-W007,27821.1232,43399.87986,1.4,accepted,S
C008,2020-04-21,P-H05,P-H05-REF-B,28171.13625,43399.89594,0.9,accepted,S
C008,2020-04-21,P-H06,P-H06-REF-A,24584.4969,44355.62892,0.9,accepted,S
C008,2020-04-21,P-H06,P-H06-W001,24934.50086,44355.63227,1.4,accepted,S
C008,2020-04-21,P-H06,P-H06-W002,25077.46518,44355.63142,1.4,accepted,S
C008,2020-04-21,P-H06,P-H06-W003,25203.34142,44355.6345,1.4,accepted,S
C008,2020-04-21,P-H06,P-H06-W004,25301.72525,44355.62104,1.4,accepted,S
C008,2020-04-21,P-H06,P-H06-W005,25414.15455,44355.62306,1.4,accepted,S
C008,2020-04-21,P-H06,P-H06-W006,25597.56763,44355.62159,1.4,accepted,S
C008,2020-04-21,P-H06,P-H06-W007,25677.21517,44355.62842,1.4,accepted,S
C008,2020-04-21,P-H06,P-H06-REF-B,26027.21587,44355.62717,0.9,accepted,S
C008,2020-04-21,P-H07,P-H07-REF-A,26999.02859,45311.36045,0.9,accepted,S
C008,2020-04-21,P-H07,P-H07-W001,27349.03051,45311.3645,1.4,accepted,S
C008,2020-04-21,P-H07,P-H07-W002,27423.69733,45311.3655,1.4,accepted,S
C008,2020-04-21,P-H07,P-H07-W003,27534.637,45311.35484,1.4,accepted,S
C008,2020-04-21,P-H07,P-H07-W004,27582.66772,45311.3548,1.4,accepted,S
C008,2020-04-21,P-H07,P-H07-W005,27672.19323,45311.35989,1.4,accepted,S
C008,2020-04-21,P-H07,P-H07-W007,27828.04222,45311.35829,1.4,accepted,S
C008,2020-04-21,P-H07,P-H07-REF-B,28178.0409,45311.36041,0.9,accepted,S
C008,2020-04-21,P-V01,P-V01-REF-A,21687.36443,38872.51195,0.9,accepted,S
C008,2020-04-21,P-V01,P-V01-W001,21687.3646,39222.51192,1.4,accepted,S
C008,2020-04-21,P-V01,P-V01-W002,21687.36496,39326.96102,1.4,accepted,S
C008,2020-04-21,P-V01,P-V01-W003,21687.36472,39444.25683,1.4,accepted,S
C008,2020-04-21,P-V01,P-V01-W004,21687.36463,39503.59782,1.4,accepted,S
C008,2020-04-21,P-V01,P-V01-W005,21687.36383,39637.80433,1.4,accepted,S
C008,2020-04-21,P-V01,P-V01-W006,21687.36077,39729.55668,1.4,accepted,S
C008,2020-04-21,P-V01,P-V01-W007,21687.3632,39827.03158,1.4,accepted,S
C008,2020-04-21,P-V01,P-V01-REF-B,21687.36284,40177.03281,0.9,accepted,S
C008,2020-04-21,P-V02,P-V02-REF-A,23099.44982,42131.02511,0.9,accepted,S
C008,2020-04-21,P-V02,P-V02-W001,23099.45329,42481.02553,1.4,accepted,S
C008,2020-04-21,P-V02,P-V02-W002,23099.45012,42551.33415,1.4,accepted,S
C008,2020-04-21,P-V02,P-V02-W003,23099.45046,42632.86935,1.4,accepted,S
C008,2020-04-21,P-V02,P-V02-W004,23099.44791,42683.58191,1.4,accepted,S
