campaign_id,date,campaign_type,profile_id,n_points_observed,max_settlement_mm,mean_settlement_mm,max_rate_mm_y,max_abs_tilt_mm_m,max_abs_curvature_mm_m2,max_abs_horizontal_strain,provenance
C027,2025-07-22,full,P-V06,9,396.5737908,192.5877569,51.81905477,2.196663485,0.04230552979,5.211259356e-05,C/S
C028,2025-08-26,focused,P-H02,8,824.8203027,382.3447406,162.2293766,8.339557331,0.1380950482,0.0003358608542,C/S
C028,2025-08-26,focused,P-H04,7,969.9395312,369.9413883,166.7109027,3.132244266,0.04746425998,0.0001249669469,C/S
C029,2025-11-04,full,P-D01,9,833.1029835,421.7505949,160.2642776,7.013554695,0.1251270075,0.0002117083449,C/S
C029,2025-11-04,full,P-H01,8,627.0229684,304.9912039,131.6624144,2.719888226,0.01681964072,0.0001162811763,C/S
C029,2025-11-04,full,P-H02,9,853.617848,402.0457583,156.5763458,8.796863573,0.1458703477,0.0003501338211,C/S
C029,2025-11-04,full,P-H03,9,992.7642902,488.8539886,142.1207232,3.813651102,0.07702546632,0.000497677102,C/S
C029,2025-11-04,full,P-H04,7,983.7089381,381.7936688,147.4270999,3.134893813,0.05127032646,0.0001313330505,C/S
C029,2025-11-04,full,P-H05,8,1933.828461,1106.497744,141.7696452,4.985982539,0.04221142197,0.0002364655499,C/S
C029,2025-11-04,full,P-H06,8,344.2047366,180.4109393,10.35559097,3.445281916,0.03342677598,8.477580017e-05,C/S
C029,2025-11-04,full,P-H07,8,418.2081455,211.0806663,39.90669012,2.936086849,0.05074704015,0.0001211853284,C/S
C029,2025-11-04,full,P-V01,9,990.3840517,348.7917975,36.55773187,5.340458434,0.08958666484,5.055094814e-05,C/S
C029,2025-11-04,full,P-V02,7,482.4392096,257.944082,81.60884987,4.300712019,0.08656198487,3.332257002e-05,C/S
C029,2025-11-04,full,P-V03,9,1826.694333,658.009499,110.2745729,14.78881442,0.3492327174,5.855263281e-05,C/S
C029,2025-11-04,full,P-V04,9,468.8047378,223.8598524,32.89015345,3.095374004,0.08702298078,6.320448387e-05,C/S
C029,2025-11-04,full,P-V05,9,1857.49355,1234.507405,127.078336,5.308250856,0.1163545241,0.0001603578431,C/S
C029,2025-11-04,full,P-V06,9,401.898114,205.9424473,175.7777416,2.377807384,0.0388640252,6.197743217e-05,C/S
