campaign_id,date,profile_id,left_interval,right_interval,chainage_m,curvature_mm_m2,standard_uncertainty_curvature_mm_m2,provenance
C003,2018-10-16,P-V05,P-V05-W001::P-V05-W002,P-V05-W002::P-V05-W004,93.25014946,-0.02675049655,0.000177442611,C/S
C003,2018-10-16,P-V05,P-V05-W002::P-V05-W004,P-V05-W004::P-V05-W005,176.9001466,0.02528153243,0.0002372349727,C/S
C003,2018-10-16,P-V05,P-V05-W004::P-V05-W005,P-V05-W005::P-V05-W006,241.6429335,0.007648307844,0.0006609909965,C/S
C003,2018-10-16,P-V05,P-V05-W005::P-V05-W006,P-V05-W006::P-V05-W007,293.107769,0.03542200674,0.0006727874469,C/S
C003,2018-10-16,P-V05,P-V05-W006::P-V05-W007,P-V05-W007::P-V05-REF-B,423.7365926,-0.03769697475,6.669698104e-05,C/S
C003,2018-10-16,P-V06,P-V06-REF-A::P-V06-W001,P-V06-W001::P-V06-W002,-63.06161313,0.005356261776,4.954621375e-05,C/S
C003,2018-10-16,P-V06,P-V06-W001::P-V06-W002,P-V06-W002::P-V06-W003,83.91818023,-0.03732557248,0.0003921342546,C/S
C003,2018-10-16,P-V06,P-V06-W002::P-V06-W003,P-V06-W003::P-V06-W004,165.3144831,0.01747114325,0.0002847001361,C/S
C003,2018-10-16,P-V06,P-V06-W003::P-V06-W004,P-V06-W004::P-V06-W005,265.2602233,0.0004566136389,0.000158086525,C/S
C003,2018-10-16,P-V06,P-V06-W004::P-V06-W005,P-V06-W005::P-V06-W006,362.0447084,-0.007982218945,0.0002137133496,C/S
C003,2018-10-16,P-V06,P-V06-W005::P-V06-W006,P-V06-W006::P-V06-W007,445.6196185,0.005831105415,0.0002519565127,C/S
C003,2018-10-16,P-V06,P-V06-W006::P-V06-W007,P-V06-W007::P-V06-REF-B,588.5274818,-0.001030253939,8.593359516e-05,C/S
C004,2019-02-12,P-H02,P-H02-REF-A::P-H02-W001,P-H02-W001::P-H02-W002,-63.55109368,0.004507823455,4.781005296e-05,C/S
C004,2019-02-12,P-H02,P-H02-W001::P-H02-W002,P-H02-W002::P-H02-W004,110.6040372,-0.02327841187,9.756577601e-05,C/S
C004,2019-02-12,P-H02,P-H02-W002::P-H02-W004,P-H02-W004::P-H02-W005,241.3291104,0.004953411293,8.008641516e-05,C/S
C004,2019-02-12,P-H02,P-H02-W004::P-H02-W005,P-H02-W005::P-H02-W006,354.0345716,0.04762903922,0.0002067308004,C/S
C004,2019-02-12,P-H02,P-H02-W005::P-H02-W006,P-H02-W006::P-H02-REF-B,527.8190577,-0.01558989486,6.361331816e-05,C/S
C004,2019-02-12,P-V01,P-V01-REF-A::P-V01-W001,P-V01-W001::P-V01-W002,-61.38708539,-0.001042562607,4.427450667e-05,C/S
C004,2019-02-12,P-V01,P-V01-W001::P-V01-W002,P-V01-W002::P-V01-W003,107.6619932,0.001996951886,0.0001193205562,C/S
C004,2019-02-12,P-V01,P-V01-W002::P-V01-W003,P-V01-W003::P-V01-W004,207.2570838,0.002108529626,0.0002286113723,C/S
C004,2019-02-12,P-V01,P-V01-W003::P-V01-W004,P-V01-W004::P-V01-W007,347.1099689,0.0006189329745,9.599797569e-05,C/S
C004,2019-02-12,P-V01,P-V01-W004::P-V01-W007,P-V01-W007::P-V01-REF-B,611.1622083,-0.003579652014,1.258019708e-05,C/S
C005,2019-05-14,P-D01,P-D01-REF-A::P-D01-W001,P-D01-W001::P-D01-W002,-68.31163748,0.005900990298,6.289789917e-05,C/S
C005,2019-05-14,P-D01,P-D01-W001::P-D01-W002,P-D01-W002::P-D01-W003,73.32489514,0.01500796519,0.0003001488888,C/S
C005,2019-05-14,P-D01,P-D01-W002::P-D01-W003,P-D01-W003::P-D01-W004,148.8423249,-0.03287351947,0.0002395240557,C/S
C005,2019-05-14,P-D01,P-D01-W003::P-D01-W004,P-D01-W004::P-D01-W005,232.1190028,-0.03345803792,0.0002112918577,C/S
C005,2019-05-14,P-D01,P-D01-W004::P-D01-W005,P-D01-W005::P-D01-W006,315.7022239,0.03603230817,0.0002266620637,C/S
C005,2019-05-14,P-D01,P-D01-W005::P-D01-W006,P-D01-W006::P-D01-W007,399.7461044,-0.01932377204,0.000196278274,C/S
C005,2019-05-14,P-D01,P-D01-W006::P-D01-W007,P-D01-W007::P-D01-REF-B,550.6044237,0.005953514541,5.979389614e-05,C/S
C005,2019-05-14,P-H01,P-H01-REF-A::P-H01-W001,P-H01-W001::P-H01-W002,-50.53544239,-0.002295344183,3.179918826e-05,C/S
C005,2019-05-14,P-H01,P-H01-W001::P-H01-W002,P-H01-W002::P-H01-W003,157.1567997,0.009899928332,5.828348051e-05,C/S
C005,2019-05-14,P-H01,P-H01-W002::P-H01-W003,P-H01-W003::P-H01-W004,317.9069945,-0.01688736934,7.338860067e-05,C/S
C005,2019-05-14,P-H01,P-H01-W003::P-H01-W004,P-H01-W004::P-H01-W005,468.1479914,0.01521843202,8.200410565e-05,C/S
C005,2019-05-14,P-H01,P-H01-W004::P-H01-W005,P-H01-W005::P-H01-W006,622.2202456,-0.007241320647,6.331694617e-05,C/S
C005,2019-05-14,P-H01,P-H01-W005::P-H01-W006,P-H01-W006::P-H01-W007,786.2996526,-0.0009813433286,5.976146955e-05,C/S
C005,2019-05-14,P-H01,P-H01-W006::P-H01-W007,P-H01-W007::P-H01-REF-B,999.3562664,0.0001178121997,2.746619363e-05,C/S
C005,2019-05-14,P-H02,P-H02-REF-A::P-H02-W001,P-H02-W001::P-H02-W002,-63.55109368,0.00393071731,5.029778453e-05,C/S
C005,2019-05-14,P-H02,P-H02-W001::P-H02-W002,P-H02-W002::P-H02-W004,110.6040372,-0.02270681252,0.0001028134345,C/S
C005,2019-05-14,P-H02,P-H02-W002::P-H02-W004,P-H02-W004::P-H02-W005,241.3291104,0.004514257274,8.480563773e-05,C/S
C005,2019-05-14,P-H02,P-H02-W004::P-H02-W005,P-H02-W005::P-H02-W006,354.0345716,0.04980934253,0.0002206413164,C/S
C005,2019-05-14,P-H02,P-H02-W005::P-H02-W006,P-H02-W006::P-H02-W007,440.3190577,-0.04830318978,0.000241922022,C/S
C005,2019-05-14,P-H02,P-H02-W006::P-H02-W007,P-H02-W007::P-H02-REF-B,595.5897231,-0.0008734298841,4.590028321e-05,C/S
C005,2019-05-14,P-H03,P-H03-REF-A::P-H03-W001,P-H03-W001::P-H03-W002,-65.6362923,0.00348513698,9.101796285e-05,C/S
C005,2019-05-14,P-H03,P-H03-W001::P-H03-W002,P-H03-W002::P-H03-W003,74.81323247,-0.02865222772,0.0008183744941,C/S
C005,2019-05-14,P-H03,P-H03-W002::P-H03-W003,P-H03-W003::P-H03-W004,134.0422357,0.07344890089,0.0009303280269,C/S
C005,2019-05-14,P-H03,P-H03-W003::P-H03-W004,P-H03-W004::P-H03-W005,208.2011524,-0.06282066214,0.0003054704819,C/S
C005,2019-05-14,P-H03,P-H03-W004::P-H03-W005,P-H03-W005::P-H03-W006,284.5306921,0.01481824091,0.002230478528,C/S
C005,2019-05-14,P-H03,P-H03-W005::P-H03-W006,P-H03-W006::P-H03-W007,345.980641,0.05497185003,0.002169828228,C/S
C005,2019-05-14,P-H03,P-H03-W006::P-H03-W007,P-H03-W007::P-H03-REF-B,492.5337655,-0.01529043484,6.797035853e-05,C/S
C005,2019-05-14,P-H05,P-H05-REF-A::P-H05-W001,P-H05-W001::P-H05-W002,-53.16240367,-0.01772124428,4.605040974e-05,C/S
C005,2019-05-14,P-H05,P-H05-W001::P-H05-W002,P-H05-W002::P-H05-W003,130.6586515,0.0159583555,0.0001409219503,C/S
C005,2019-05-14,P-H05,P-H05-W002::P-H05-W003,P-H05-W003::P-H05-W004,262.3892339,0.00339675852,0.0001195832847,C/S
C005,2019-05-14,P-H05,P-H05-W003::P-H05-W004,P-H05-W004::P-H05-W005,405.6759577,-0.03040238252,0.000106190264,C/S
C005,2019-05-14,P-H05,P-H05-W004::P-H05-W005,P-H05-W005::P-H05-W006,545.4136493,0.02858037857,0.0001267627598,C/S
C005,2019-05-14,P-H05,P-H05-W005::P-H05-W006,P-H05-W006::P-H05-W007,677.3757236,-0.04323381103,0.0001250043214,C/S
C005,2019-05-14,P-H05,P-H05-W006::P-H05-W007,P-H05-W007::P-H05-REF-B,861.6439374,0.01107740192,5.329889839e-05,C/S
C005,2019-05-14,P-H06,P-H06-REF-A::P-H06-W001,P-H06-W001::P-H06-W002,-51.75791306,-0.008217068106,3.172023814e-05,C/S
C005,2019-05-14,P-H06,P-H06-W001::P-H06-W002,P-H06-W002::P-H06-W003,138.6939378,0.01734598401,8.453080354e-05,C/S
C005,2019-05-14,P-H06,P-H06-W002::P-H06-W003,P-H06-W003::P-H06-W004,261.9717177,-0.01079738652,0.0001268599037,C/S
C005,2019-05-14,P-H06,P-H06-W003::P-H06-W004,P-H06-W004::P-H06-W005,370.745289,-0.01523247906,0.0001422035547,C/S
C005,2019-05-14,P-H06,P-H06-W004::P-H06-W005,P-H06-W005::P-H06-W006,497.410754,0.01721111728,7.777154293e-05,C/S
C005,2019-05-14,P-H06,P-H06-W005::P-H06-W006,P-H06-W006::P-H06-W007,637.1354684,-0.03351090787,0.0001091569399,C/S
C005,2019-05-14,P-H06,P-H06-W006::P-H06-W007,P-H06-W007::P-H06-REF-B,810.3103845,0.01532481203,6.220031048e-05,C/S
C005,2019-05-14,P-H07,P-H07-REF-A::P-H07-W001,P-H07-W001::P-H07-W002,-68.83384706,0.002113650577,0.0001035251018,C/S
C005,2019-05-14,P-H07,P-H07-W001::P-H07-W002,P-H07-W002::P-H07-W003,83.73602681,0.0008509819393,0.0002819379694,C/S
C005,2019-05-14,P-H07,P-H07-W002::P-H07-W003,P-H07-W003::P-H07-W004,169.8849591,-0.02176084185,0.0004714440893,C/S
C005,2019-05-14,P-H07,P-H07-W003::P-H07-W004,P-H07-W004::P-H07-W005,244.0177502,-0.01716640457,0.0005677998807,C/S
C005,2019-05-14,P-H07,P-H07-W004::P-H07-W005,P-H07-W005::P-H07-W007,339.7471185,0.01638416463,0.0001721699705,C/S
C005,2019-05-14,P-H07,P-H07-W005::P-H07-W007,P-H07-W007::P-H07-REF-B,527.5507589,-3.088924613e-05,4.395299701e-05,C/S
C005,2019-05-14,P-V01,P-V01-REF-A::P-V01-W001,P-V01-W001::P-V01-W002,-61.38708539,-0.001115686293,4.635637316e-05,C/S
C005,2019-05-14,P-V01,P-V01-W001::P-V01-W002,P-V01-W002::P-V01-W003,107.6619932,0.002088912826,0.0001245799222,C/S
C005,2019-05-14,P-V01,P-V01-W002::P-V01-W003,P-V01-W003::P-V01-W004,207.2570838,0.002472401676,0.0002367083125,C/S
C005,2019-05-14,P-V01,P-V01-W003::P-V01-W004,P-V01-W004::P-V01-W005,299.8034263,0.04532786651,0.0002113357645,C/S
C005,2019-05-14,P-V01,P-V01-W004::P-V01-W005,P-V01-W005::P-V01-W006,404.680706,-0.08500797573,0.0001288051987,C/S
C005,2019-05-14,P-V01,P-V01-W005::P-V01-W006,P-V01-W006::P-V01-W007,508.4771124,0.04633105463,0.0001717374883,C/S
C005,2019-05-14,P-V01,P-V01-W006::P-V01-W007,P-V01-W007::P-V01-REF-B,667.6520722,-0.001584441744,5.05978532e-05,C/S
C005,2019-05-14,P-V02,P-V02-W001::P-V02-W002,P-V02-W002::P-V02-W003,73.11598125,-0.01506689703,0.0004006053721,C/S
C005,2019-05-14,P-V02,P-V02-W002::P-V02-W003,P-V02-W003::P-V02-W004,144.1389363,0.0289641857,0.0005381672589,C/S
C005,2019-05-14,P-V02,P-V02-W003::P-V02-W004,P-V02-W004::P-V02-W005,202.337572,0.04252117379,0.0008331229252,C/S
C005,2019-05-14,P-V02,P-V02-W004::P-V02-W005,P-V02-W005::P-V02-W006,260.6646284,-0.01768271397,0.0005098703522,C/S
C005,2019-05-14,P-V02,P-V02-W005::P-V02-W006,P-V02-W006::P-V02-W007,333.9668103,-0.04777677195,0.0002967593463,C/S
C005,2019-05-14,P-V02,P-V02-W006::P-V02-W007,P-V02-W007::P-V02-REF-B,480.9611601,0.01155225266,8.027542411e-05,C/S
C005,2019-05-14,P-V03,P-V03-REF-A::P-V03-W001,P-V03-W001::P-V03-W002,-71.73460701,-0.005594262037,7.751438699e-05,C/S
C005,2019-05-14,P-V03,P-V03-W001::P-V03-W002,P-V03-W002::P-V03-W003,62.00990788,0.2408719135,0.000382541256,C/S
C005,2019-05-14,P-V03,P-V03-W002::P-V03-W003,P-V03-W003::P-V03-W004,118.0620526,-0.1308244253,0.0005676233006,C/S
C005,2019-05-14,P-V03,P-V03-W003::P-V03-W004,P-V03-W004::P-V03-W005,175.4378789,-0.3581027192,0.0004147326421,C/S
C005,2019-05-14,P-V03,P-V03-W004::P-V03-W005,P-V03-W005::P-V03-W006,238.035164,0.2241543519,0.0004608216947,C/S
C005,2019-05-14,P-V03,P-V03-W005::P-V03-W006,P-V03-W006::P-V03-W007,287.6419319,-0.06026575952,0.001007654012,C/S
C005,2019-05-14,P-V03,P-V03-W006::P-V03-W007,P-V03-W007::P-V03-REF-B,402.9155332,0.01386027665,0.000145344782,C/S
C005,2019-05-14,P-V04,P-V04-REF-A::P-V04-W001,P-V04-W001::P-V04-W002,-77.10141161,-0.002512896717,0.0001252869591,C/S
C005,2019-05-14,P-V04,P-V04-W001::P-V04-W002,P-V04-W002::P-V04-W003,49.38673394,-0.000677391738,0.0004929728768,C/S
C005,2019-05-14,P-V04,P-V04-W002::P-V04-W003,P-V04-W003::P-V04-W004,119.2565778,0.01767050391,0.0002188297882,C/S
C005,2019-05-14,P-V04,P-V04-W003::P-V04-W004,P-V04-W004::P-V04-W005,189.7672765,-0.02171700003,0.0007502330545,C/S
C005,2019-05-14,P-V04,P-V04-W004::P-V04-W005,P-V04-W005::P-V04-W006,236.8326857,-0.06540712309,0.001341159028,C/S
C005,2019-05-14,P-V04,P-V04-W005::P-V04-W006,P-V04-W006::P-V04-W007,284.4993046,0.03831394511,0.0004407784012,C/S
C005,2019-05-14,P-V04,P-V04-W006::P-V04-W007,P-V04-W007::P-V04-REF-B,419.9686449,-0.003953378189,6.814469462e-05,C/S
C005,2019-05-14,P-V05,P-V05-REF-A::P-V05-W001,P-V05-W001::P-V05-W002,-63.31106616,-0.007322585643,5.316117998e-05,C/S
C005,2019-05-14,P-V05,P-V05-W001::P-V05-W002,P-V05-W002::P-V05-W003,77.03207556,-0.01703983481,0.001118822547,C/S
C005,2019-05-14,P-V05,P-V05-W002::P-V05-W003,P-V05-W003::P-V05-W004,126.3696314,-0.05955561455,0.001581522514,C/S
C005,2019-05-14,P-V05,P-V05-W003::P-V05-W004,P-V05-W004::P-V05-W005,181.3654206,0.03987171623,0.0003391834394,C/S
C005,2019-05-14,P-V05,P-V05-W004::P-V05-W005,P-V05-W005::P-V05-W006,241.6429335,0.00265594758,0.000742165162,C/S
C005,2019-05-14,P-V05,P-V05-W005::P-V05-W006,P-V05-W006::P-V05-W007,293.107769,0.04223180067,0.0007558813132,C/S
C005,2019-05-14,P-V05,P-V05-W006::P-V05-W007,P-V05-W007::P-V05-REF-B,423.7365926,-0.03839413566,7.496257489e-05,C/S
C005,2019-05-14,P-V06,P-V06-REF-A::P-V06-W001,P-V06-W001::P-V06-W002,-63.06161313,0.00584764668,4.69754129e-05,C/S
C005,2019-05-14,P-V06,P-V06-W001::P-V06-W002,P-V06-W002::P-V06-W003,83.91818023,-0.03674629517,0.0003724923416,C/S
C005,2019-05-14,P-V06,P-V06-W002::P-V06-W003,P-V06-W003::P-V06-W004,165.3144831,0.01633230643,0.0002706135218,C/S
C005,2019-05-14,P-V06,P-V06-W003::P-V06-W004,P-V06-W004::P-V06-W005,265.2602233,0.002247990597,0.000150306399,C/S
C005,2019-05-14,P-V06,P-V06-W004::P-V06-W005,P-V06-W005::P-V06-W006,362.0447084,-0.01287057078,0.0002029197217,C/S
C005,2019-05-14,P-V06,P-V06-W005::P-V06-W006,P-V06-W006::P-V06-W007,445.6196185,0.007730273347,0.0002376440659,C/S
C005,2019-05-14,P-V06,P-V06-W006::P-V06-W007,P-V06-W007::P-V06-REF-B,588.5274818,-0.001175533256,8.097529017e-05,C/S
C006,2019-08-27,P-H03,P-H03-REF-A::P-H03-W001,P-H03-W001::P-H03-W002,-65.6362923,0.003170528634,7.294349074e-05,C/S
C006,2019-08-27,P-H03,P-H03-W001::P-H03-W002,P-H03-W002::P-H03-W003,74.81323247,-0.0279803819,0.0006554920288,C/S
C006,2019-08-27,P-H03,P-H03-W002::P-H03-W003,P-H03-W003::P-H03-W004,134.0422357,0.07321663588,0.0007450275811,C/S
C006,2019-08-27,P-H03,P-H03-W003::P-H03-W004,P-H03-W004::P-H03-W005,208.2011524,-0.0631845396,0.0002444562054,C/S
C006,2019-08-27,P-H03,P-H03-W004::P-H03-W005,P-H03-W005::P-H03-W006,284.5306921,0.02183344623,0.001782402946,C/S
C006,2019-08-27,P-H03,P-H03-W005::P-H03-W006,P-H03-W006::P-H03-W007,345.980641,0.0454742581,0.001733891737,C/S
C006,2019-08-27,P-H03,P-H03-W006::P-H03-W007,P-H03-W007::P-H03-REF-B,492.5337655,-0.01453771444,5.423165149e-05,C/S
C006,2019-08-27,P-V02,P-V02-REF-A::P-V02-W001,P-V02-W001::P-V02-W002,-69.92273081,-0.005346893947,6.860417715e-05,C/S
C006,2019-08-27,P-V02,P-V02-W001::P-V02-W002,P-V02-W002::P-V02-W003,73.11598125,-0.01760783005,0.0002485914174,C/S
C006,2019-08-27,P-V02,P-V02-W002::P-V02-W003,P-V02-W003::P-V02-W004,144.1389363,0.03284042134,0.0003593818601,C/S
C006,2019-08-27,P-V02,P-V02-W003::P-V02-W004,P-V02-W004::P-V02-W005,202.337572,0.04733963425,0.0005742469635,C/S
C006,2019-08-27,P-V02,P-V02-W004::P-V02-W005,P-V02-W005::P-V02-W006,260.6646284,-0.02423622743,0.0003610426269,C/S
C006,2019-08-27,P-V02,P-V02-W005::P-V02-W006,P-V02-W006::P-V02-W007,333.9668103,-0.04616962145,0.0002214996862,C/S
C006,2019-08-27,P-V02,P-V02-W006::P-V02-W007,P-V02-W007::P-V02-REF-B,480.9611601,0.01152899646,6.141146551e-05,C/S
C007,2019-11-05,P-D01,P-D01-REF-A::P-D01-W001,P-D01-W001::P-D01-W002,-68.31163748,0.007276515461,7.42988101e-05,C/S
C007,2019-11-05,P-D01,P-D01-W001::P-D01-W002,P-D01-W002::P-D01-W003,73.32489514,0.002978452464,0.0003542028059,C/S
C007,2019-11-05,P-D01,P-D01-W002::P-D01-W003,P-D01-W003::P-D01-W004,148.8423249,-0.02651350146,0.0002818151064,C/S
C007,2019-11-05,P-D01,P-D01-W003::P-D01-W004,P-D01-W004::P-D01-W005,232.1190028,-0.03084505974,0.0002469033435,C/S
C007,2019-11-05,P-D01,P-D01-W004::P-D01-W005,P-D01-W005::P-D01-W006,315.7022239,0.03345766766,0.0002638686145,C/S
C007,2019-11-05,P-D01,P-D01-W005::P-D01-W006,P-D01-W006::P-D01-W007,399.7461044,-0.01897045337,0.0002267733558,C/S
C007,2019-11-05,P-D01,P-D01-W006::P-D01-W007,P-D01-W007::P-D01-REF-B,550.6044237,0.005482837916,6.869343365e-05,C/S
C007,2019-11-05,P-H01,P-H01-REF-A::P-H01-W001,P-H01-W001::P-H01-W002,-50.53544239,-0.002679458589,3.244652984e-05,C/S
C007,2019-11-05,P-H01,P-H01-W001::P-H01-W002,P-H01-W002::P-H01-W003,157.1567997,0.01031757603,5.92685992e-05,C/S
C007,2019-11-05,P-H01,P-H01-W002::P-H01-W003,P-H01-W003::P-H01-W004,317.9069945,-0.01671384923,7.381351018e-05,C/S
C007,2019-11-05,P-H01,P-H01-W003::P-H01-W004,P-H01-W004::P-H01-W005,468.1479914,0.01526232579,8.208258919e-05,C/S
C007,2019-11-05,P-H01,P-H01-W004::P-H01-W005,P-H01-W005::P-H01-W006,622.2202456,-0.00791891507,6.284925438e-05,C/S
C007,2019-11-05,P-H01,P-H01-W005::P-H01-W006,P-H01-W006::P-H01-W007,786.2996526,-0.001002999815,5.884409385e-05,C/S
C007,2019-11-05,P-H01,P-H01-W006::P-H01-W007,P-H01-W007::P-H01-REF-B,999.3562664,0.0001478315219,2.691639339e-05,C/S
C007,2019-11-05,P-H02,P-H02-REF-A::P-H02-W001,P-H02-W001::P-H02-W002,-63.55109368,0.003063778699,4.828694443e-05,C/S
C007,2019-11-05,P-H02,P-H02-W001::P-H02-W002,P-H02-W002::P-H02-W003,91.98318136,-0.04377009592,0.0001871348781,C/S
C007,2019-11-05,P-H02,P-H02-W002::P-H02-W003,P-H02-W003::P-H02-W004,174.8258683,0.02993585815,0.0002442716876,C/S
C007,2019-11-05,P-H02,P-H02-W003::P-H02-W004,P-H02-W004::P-H02-W005,261.4655728,-0.007379965767,0.0001728107037,C/S
C007,2019-11-05,P-H02,P-H02-W004::P-H02-W005,P-H02-W005::P-H02-W006,354.0345716,0.05311716901,0.0002108179253,C/S
C007,2019-11-05,P-H02,P-H02-W005::P-H02-W006,P-H02-W006::P-H02-W007,440.3190577,-0.05025660218,0.0002303460518,C/S
C007,2019-11-05,P-H02,P-H02-W006::P-H02-W007,P-H02-W007::P-H02-REF-B,595.5897231,-0.001149797249,4.347694856e-05,C/S
C007,2019-11-05,P-H03,P-H03-REF-A::P-H03-W002,P-H03-W002::P-H03-W003,-12.68676753,-0.00507448404,0.0001948104642,C/S
C007,2019-11-05,P-H03,P-H03-W002::P-H03-W003,P-H03-W003::P-H03-W004,134.0422357,0.07348814424,0.0009120704828,C/S
C007,2019-11-05,P-H03,P-H03-W003::P-H03-W004,P-H03-W004::P-H03-W005,208.2011524,-0.06345288177,0.0003003204586,C/S
C007,2019-11-05,P-H03,P-H03-W004::P-H03-W005,P-H03-W005::P-H03-W006,284.5306921,0.02394818013,0.002208940528,C/S
C007,2019-11-05,P-H03,P-H03-W005::P-H03-W006,P-H03-W006::P-H03-W007,345.980641,0.04182509648,0.002149200933,C/S
C007,2019-11-05,P-H03,P-H03-W006::P-H03-W007,P-H03-W007::P-H03-REF-B,492.5337655,-0.01416064102,6.799641543e-05,C/S
C007,2019-11-05,P-H04,P-H04-REF-A::P-H04-W001,P-H04-W001::P-H04-W002,-67.76686288,0.01646779699,6.150262559e-05,C/S
C007,2019-11-05,P-H04,P-H04-W001::P-H04-W002,P-H04-W002::P-H04-W003,89.25294079,-0.0189012601,0.0001566830405,C/S
C007,2019-11-05,P-H04,P-H04-W002::P-H04-W003,P-H04-W003::P-H04-W004,199.3227356,-0.05409617219,0.0001033627105,C/S
C007,2019-11-05,P-H04,P-H04-W003::P-H04-W004,P-H04-W004::P-H04-W005,309.4947112,0.04407382153,0.0001636958465,C/S
C007,2019-11-05,P-H04,P-H04-W004::P-H04-W005,P-H04-W005::P-H04-W006,406.0910898,0.004357423895,0.0001807973882,C/S
C007,2019-11-05,P-H04,P-H04-W005::P-H04-W006,P-H04-W006::P-H04-W007,502.9906746,-0.00100887793,0.0001489370504,C/S
C007,2019-11-05,P-H04,P-H04-W006::P-H04-W007,P-H04-W007::P-H04-REF-B,663.8264988,-0.002439511729,5.220223149e-05,C/S
C007,2019-11-05,P-H05,P-H05-REF-A::P-H05-W001,P-H05-W001::P-H05-W002,-53.16240367,-0.01759111815,3.345977891e-05,C/S
C007,2019-11-05,P-H05,P-H05-W001::P-H05-W002,P-H05-W002::P-H05-W003,130.6586515,0.01482814457,0.0001016512384,C/S
C007,2019-11-05,P-H05,P-H05-W002::P-H05-W003,P-H05-W003::P-H05-W004,262.3892339,0.003086366196,8.617559519e-05,C/S
C007,2019-11-05,P-H05,P-H05-W003::P-H05-W004,P-H05-W004::P-H05-W005,405.6759577,-0.02982472656,7.636913825e-05,C/S
C007,2019-11-05,P-H05,P-H05-W004::P-H05-W005,P-H05-W005::P-H05-W006,545.4136493,0.02864370737,9.105019679e-05,C/S
C007,2019-11-05,P-H05,P-H05-W005::P-H05-W006,P-H05-W006::P-H05-W007,677.3757236,-0.04258756989,8.961225157e-05,C/S
C007,2019-11-05,P-H05,P-H05-W006::P-H05-W007,P-H05-W007::P-H05-REF-B,861.6439374,0.01049165266,3.826358575e-05,C/S
C007,2019-11-05,P-H06,P-H06-REF-A::P-H06-W001,P-H06-W001::P-H06-W002,-51.75791306,-0.008232194792,5.373226096e-05,C/S
C007,2019-11-05,P-H06,P-H06-W001::P-H06-W002,P-H06-W002::P-H06-W003,138.6939378,0.01734842807,0.0001439521201,C/S
C007,2019-11-05,P-H06,P-H06-W002::P-H06-W003,P-H06-W003::P-H06-W004,261.9717177,-0.01102365613,0.0002161213514,C/S
C007,2019-11-05,P-H06,P-H06-W003::P-H06-W004,P-H06-W004::P-H06-W005,370.745289,-0.01499032001,0.0002424816652,C/S
C007,2019-11-05,P-H06,P-H06-W004::P-H06-W005,P-H06-W005::P-H06-W006,497.410754,0.01717312122,0.0001328482147,C/S
C007,2019-11-05,P-H06,P-H06-W005::P-H06-W006,P-H06-W006::P-H06-W007,637.1354684,-0.03341377652,0.0001876156248,C/S
C007,2019-11-05,P-H06,P-H06-W006::P-H06-W007,P-H06-W007::P-H06-REF-B,810.3103845,0.01526623858,0.0001068533637,C/S
C007,2019-11-05,P-H07,P-H07-REF-A::P-H07-W001,P-H07-W001::P-H07-W002,-68.83384706,0.003050607543,6.316446623e-05,C/S
C007,2019-11-05,P-H07,P-H07-W001::P-H07-W002,P-H07-W002::P-H07-W003,83.73602681,-0.004710017278,0.0001722442103,C/S
C007,2019-11-05,P-H07,P-H07-W002::P-H07-W003,P-H07-W003::P-H07-W004,169.8849591,-0.01466456989,0.0002908700164,C/S
C007,2019-11-05,P-H07,P-H07-W003::P-H07-W004,P-H07-W004::P-H07-W005,244.0177502,-0.02369527243,0.0003507751458,C/S
C007,2019-11-05,P-H07,P-H07-W004::P-H07-W005,P-H07-W005::P-H07-W006,321.6455931,0.02802104328,0.0001917375395,C/S
C007,2019-11-05,P-H07,P-H07-W005::P-H07-W006,P-H07-W006::P-H07-W007,403.8477083,-0.006048170352,0.0002325949131,C/S
C007,2019-11-05,P-H07,P-H07-W006::P-H07-W007,P-H07-W007::P-H07-REF-B,548.4110856,0.0009319996728,6.528989615e-05,C/S
C007,2019-11-05,P-V01,P-V01-REF-A::P-V01-W001,P-V01-W001::P-V01-W002,-61.38708539,-0.001339424532,4.644133052e-05,C/S
C007,2019-11-05,P-V01,P-V01-W001::P-V01-W002,P-V01-W002::P-V01-W003,107.6619932,0.002198122139,0.0001248223995,C/S
C007,2019-11-05,P-V01,P-V01-W002::P-V01-W003,P-V01-W003::P-V01-W004,207.2570838,0.003012398183,0.0002372196386,C/S
C007,2019-11-05,P-V01,P-V01-W003::P-V01-W004,P-V01-W004::P-V01-W005,299.8034263,0.0454468631,0.0002118100607,C/S
C007,2019-11-05,P-V01,P-V01-W004::P-V01-W005,P-V01-W005::P-V01-W006,404.680706,-0.08691021977,0.0001291696107,C/S
C007,2019-11-05,P-V01,P-V01-W005::P-V01-W006,P-V01-W006::P-V01-W007,508.4771124,0.04929232939,0.0001723017332,C/S
C007,2019-11-05,P-V01,P-V01-W006::P-V01-W007,P-V01-W007::P-V01-REF-B,667.6520722,-0.002639895449,5.07784585e-05,C/S
C007,2019-11-05,P-V02,P-V02-REF-A::P-V02-W001,P-V02-W001::P-V02-W002,-69.92273081,-0.005500885019,6.981949437e-05,C/S
C007,2019-11-05,P-V02,P-V02-W001::P-V02-W002,P-V02-W002::P-V02-W003,73.11598125,-0.01945610554,0.0002526611804,C/S
C007,2019-11-05,P-V02,P-V02-W002::P-V02-W003,P-V02-W003::P-V02-W004,144.1389363,0.03518107344,0.0003638064766,C/S
