acquisition_id,reference_acquisition_id,date,insar_point_id,coherence,qc_status,raw_LOS_relative_mm,estimated_atmospheric_correction_relative_mm,estimated_orbit_correction_relative_mm,estimated_dem_correction_relative_mm,estimated_thermal_correction_relative_mm,corrected_LOS_relative_mm,subvertical_estimate_relative_mm,standard_uncertainty_mm,first_epoch_zero_datum,provenance
TSX-2021-06,TSX-2020-01,2021-06-20,PS-00124,0.6279244682,accepted,-22.09769919,5.41785919,1.392346795,0.6893766474,1.222157058,-30.81943888,38.09492149,6.976604254,False,C/S
TSX-2021-07,TSX-2020-01,2021-07-01,PS-00124,0.5709645981,accepted,-28.08094954,1.888048355,0.03634525056,-0.6861533396,-0.1138027045,-29.2053871,36.09984376,7.432283215,False,C/S
TSX-2021-08,TSX-2020-01,2021-07-12,PS-00124,0.5197085981,accepted,-34.75390663,-0.202271672,0.9646722737,0.8969208237,-1.894834109,-34.51839395,42.66708139,7.842331216,False,C/S
TSX-2021-09,TSX-2020-01,2021-07-23,PS-00124,0.4654970403,accepted,-31.10659878,-0.5604023782,-0.7544687975,2.210927105,-1.476557769,-30.52609694,37.73233091,8.276023678,False,C/S
TSX-2021-10,TSX-2020-01,2021-08-03,PS-00124,0.5926997824,accepted,-39.84123718,-0.4967757627,0.9371763599,-1.211904276,-3.525000968,-35.54473253,43.93570565,7.25840174,False,C/S
TSX-2021-11,TSX-2020-01,2021-08-14,PS-00124,0.6004167874,accepted,-48.18291583,-5.927033811,-2.070006632,-1.83973469,-3.484401563,-34.86173913,43.09147938,7.196665701,False,C/S
TSX-2021-12,TSX-2020-01,2021-08-25,PS-00124,0.654450898,accepted,-46.31132579,0.8251615203,-1.370878484,1.853159676,-2.178922791,-45.43984571,56.16673819,6.764392816,False,C/S
TSX-2021-13,TSX-2020-01,2021-09-05,PS-00124,0.6790493023,accepted,-46.0201155,1.635298239,-2.837304412,-2.016099704,-3.825646442,-38.97636319,48.17743441,6.567605582,False,C/S
TSX-2021-14,TSX-2020-01,2021-09-16,PS-00124,0.5189186433,accepted,-50.19246861,-2.00616546,0.2805456404,-2.849379851,-3.779179904,-41.83828904,51.71496931,7.848650854,False,C/S
TSX-2021-15,TSX-2020-01,2021-09-27,PS-00124,0.643272313,accepted,-37.04649373,5.91238794,-0.3125804969,1.505622407,-4.188967684,-39.96295589,49.39693007,6.853821496,False,C/S
TSX-2021-16,TSX-2020-01,2021-10-08,PS-00124,0.7053627179,accepted,-41.29329427,8.743310461,-3.141126726,-0.2763954539,-2.566769558,-44.05231299,54.45165342,6.357098257,False,C/S
TSX-2020-01,TSX-2020-01,2020-04-28,PS-00125,0.6141146185,reference_epoch,0,0,0,0,0,0,-0,0,True,C/S
TSX-2020-02,TSX-2020-01,2020-05-09,PS-00125,0.5394818995,accepted,2.357183063,-0.4216936052,-1.861858365,1.716348171,2.710859682,0.2135271812,-0.263934111,7.684144804,False,C/S
TSX-2020-03,TSX-2020-01,2020-05-20,PS-00125,0.5744304811,accepted,5.450007998,4.699121367,0.3447455382,3.354939893,1.95852063,-4.907319429,6.065780401,7.404556151,False,C/S
TSX-2020-04,TSX-2020-01,2020-05-31,PS-00125,0.5305799774,accepted,1.941125262,2.478083789,3.162463951,-5.801381786,-1.193118775,3.295078084,-4.072940503,7.755360181,False,C/S
TSX-2020-05,TSX-2020-01,2020-06-11,PS-00125,0.5162584697,accepted,-11.59965153,-4.344115722,-1.899231824,4.26273242,1.845980465,-11.46501687,14.17154021,7.869932242,False,C/S
TSX-2020-06,TSX-2020-01,2020-06-22,PS-00125,0.4739838548,accepted,1.279342549,-1.300441695,2.693950292,-0.3433413584,-0.2770745741,0.5062498843,-0.6257592706,8.208129162,False,C/S
TSX-2020-07,TSX-2020-01,2020-07-03,PS-00125,0.6281822298,accepted,-13.08141381,-4.136866487,0.2180540807,1.567221244,-1.20839293,-9.521429713,11.76913437,6.974542162,False,C/S
TSX-2020-08,TSX-2020-01,2020-07-14,PS-00125,0.4789177065,accepted,-9.307328392,-4.856862345,-1.274790537,0.2118894419,-1.413047199,-1.974517753,2.440638165,8.168658348,False,C/S
TSX-2020-09,TSX-2020-01,2020-07-25,PS-00125,0.4938765937,accepted,-7.470189853,-1.935049387,2.54711588,-4.42745504,-1.594905512,-2.059895793,2.546171227,8.04898725,False,C/S
TSX-2020-10,TSX-2020-01,2020-08-05,PS-00125,0.6506151987,accepted,-0.9629950348,0.4649795366,0.230336835,-4.219153341,-0.6505393753,3.21138131,-3.969485601,6.795078411,False,C/S
TSX-2020-11,TSX-2020-01,2020-08-16,PS-00125,0.6737757083,accepted,2.405312931,11.50250164,-2.045392272,1.220459352,-2.94094985,-5.331305934,6.589856544,6.609794334,False,C/S
TSX-2020-12,TSX-2020-01,2020-08-27,PS-00125,0.5831915505,accepted,3.661475727,3.967086829,4.420921994,-0.3754263412,-3.334019366,-1.017087387,1.25718915,7.334467596,False,C/S
TSX-2020-13,TSX-2020-01,2020-09-07,PS-00125,0.5438278599,accepted,-12.56720529,-3.237745128,4.383673059,-2.255098125,-3.621573817,-7.836461275,9.686398839,7.649377121,False,C/S
TSX-2020-14,TSX-2020-01,2020-09-18,PS-00125,0.5237355074,accepted,1.963878648,-0.9813356167,1.308484107,4.160349502,-2.638642655,0.1150233107,-0.1421766311,7.810115941,False,C/S
TSX-2020-15,TSX-2020-01,2020-09-29,PS-00125,0.6289302485,accepted,4.185169822,2.113107127,-2.175023517,3.583453085,-3.32334553,3.986978658,-4.928176646,6.968558012,False,C/S
TSX-2020-16,TSX-2020-01,2020-10-10,PS-00125,0.6189692238,accepted,-9.763630645,-2.746578122,-2.111040543,-2.753832852,-0.9417361796,-1.210442949,1.496189768,7.048246209,False,C/S
TSX-2020-17,TSX-2020-01,2020-10-21,PS-00125,0.6108809138,accepted,7.004330081,4.088919392,0.02277478792,1.500736147,-2.143581412,3.535481167,-4.370095055,7.11295269,False,C/S
TSX-2020-18,TSX-2020-01,2020-11-01,PS-00125,0.5818128751,accepted,-18.83781986,-10.01374384,2.003599262,-2.730769861,-1.645040013,-6.451865415,7.974944234,7.345496999,False,C/S
TSX-2021-01,TSX-2020-01,2021-04-26,PS-00125,0.5798607965,accepted,-8.652612039,-2.13626329,-1.460771582,-1.20250719,2.666798008,-6.519867986,8.059000034,7.361113628,False,C/S
TSX-2021-02,TSX-2020-01,2021-05-07,PS-00125,0.6595195695,accepted,-14.78847713,-6.252447811,-0.3789630361,-0.7535046819,1.902407698,-9.305969299,11.50281065,6.723843444,False,C/S
TSX-2021-03,TSX-2020-01,2021-05-18,PS-00125,0.5192824388,accepted,-4.407731821,5.849119038,-0.408695904,2.486112515,2.839021135,-15.17328861,18.75521616,7.84574049,False,C/S
TSX-2021-04,TSX-2020-01,2021-05-29,PS-00125,0.5655701003,accepted,2.354842288,6.523581451,1.115457546,5.653932182,1.06655844,-12.00468733,14.83860959,7.475439198,False,C/S
TSX-2021-05,TSX-2020-01,2021-06-09,PS-00125,0.4534276252,accepted,-22.90711517,-0.9847342204,-0.5337652789,-7.498385812,1.065146167,-14.95537602,18.48586139,8.372578998,False,C/S
TSX-2021-06,TSX-2020-01,2021-06-20,PS-00125,0.5204014487,accepted,-6.400094876,2.39519915,-0.5298869736,4.028410854,-0.6043120151,-11.68950589,14.44902391,7.836788411,False,C/S
TSX-2021-07,TSX-2020-01,2021-07-01,PS-00125,0.6090063906,accepted,-0.4131956497,4.530831662,1.398855877,3.823987586,-1.801614532,-8.365256243,10.34002537,7.127948875,False,C/S
TSX-2021-08,TSX-2020-01,2021-07-12,PS-00125,0.5939255713,accepted,-9.647029069,-0.6536428373,2.293199253,5.960516287,-1.189417409,-16.05768436,19.84838943,7.248595429,False,C/S
TSX-2021-09,TSX-2020-01,2021-07-23,PS-00125,0.6839197126,accepted,-11.24975153,1.86504019,-1.77062813,0.8731193575,-1.128476059,-11.08880689,13.70651911,6.528642299,False,C/S
TSX-2021-10,TSX-2020-01,2021-08-03,PS-00125,0.8595912215,accepted,-20.95925815,-7.927512237,-1.153600831,-0.001126979466,-3.901063026,-7.97595508,9.858822664,5.123270228,False,C/S
TSX-2021-11,TSX-2020-01,2021-08-14,PS-00125,0.6511485236,accepted,-25.86540132,-4.516359276,-2.073624987,-1.969323787,-0.9084240215,-16.39766925,20.26863386,6.790811812,False,C/S
TSX-2021-12,TSX-2020-01,2021-08-25,PS-00125,0.570688283,accepted,-21.79541325,-3.50240739,-0.36708858,0.2631938642,-3.499810066,-14.68930108,18.15697468,7.434493736,False,C/S
TSX-2021-13,TSX-2020-01,2021-09-05,PS-00125,0.6579073917,accepted,-12.35836433,3.267596519,-1.952333952,5.250698235,-3.904883282,-15.01944185,18.56505111,6.736740867,False,C/S
TSX-2021-14,TSX-2020-01,2021-09-16,PS-00125,0.6527373164,accepted,-11.00697022,-3.163627417,2.862030081,2.381539402,-2.587108942,-10.49980334,12.97847068,6.778101469,False,C/S
TSX-2021-15,TSX-2020-01,2021-09-27,PS-00125,0.5925129512,accepted,-15.0419343,4.018357405,2.297999286,-0.9136589192,-3.768011143,-16.67662093,20.6134371,7.259896391,False,C/S
TSX-2021-16,TSX-2020-01,2021-10-08,PS-00125,0.6377435644,accepted,-14.06483916,4.766008733,-3.578004209,1.101920708,-2.368480702,-13.98628369,17.28799739,6.898051485,False,C/S
TSX-2020-01,TSX-2020-01,2020-04-28,PS-00126,0.7317557224,reference_epoch,0,0,0,0,0,0,-0,0,True,C/S
TSX-2020-02,TSX-2020-01,2020-05-09,PS-00126,0.6879370363,accepted,-4.169584846,0.1785931457,-1.908372631,0.7980188007,2.492872833,-5.730696994,7.083531043,6.496503709,False,C/S
TSX-2020-03,TSX-2020-01,2020-05-20,PS-00126,0.6053018618,accepted,0.09866286866,3.286101191,-0.02363469738,1.490127403,0.4866569467,-5.140587974,6.35411618,7.157585105,False,C/S
TSX-2020-04,TSX-2020-01,2020-05-31,PS-00126,0.6449880852,accepted,-1.851103775,-0.5334218326,0.3344706663,0.8653668143,-0.701241396,-1.816278028,2.245043108,6.840095318,False,C/S
TSX-2020-05,TSX-2020-01,2020-06-11,PS-00126,0.6721621407,accepted,-14.57996937,-7.710072397,-3.148476406,-0.3058003976,1.918118965,-5.333739138,6.592864149,6.622702875,False,C/S
TSX-2020-06,TSX-2020-01,2020-06-22,PS-00126,0.7004041485,accepted,0.4026944209,4.143443222,1.63040182,2.860222655,0.2897637254,-8.521137001,10.53270458,6.396766812,False,C/S
TSX-2020-07,TSX-2020-01,2020-07-03,PS-00126,0.7637398037,accepted,-4.710826613,-4.280803703,-0.6007704588,5.952803941,0.9206173123,-6.702673704,8.284960329,5.89008157,False,C/S
TSX-2020-08,TSX-2020-01,2020-07-14,PS-00126,0.6930072213,accepted,-7.298879901,-5.727142185,-2.103475174,-1.195301673,-2.948094307,4.675133438,-5.778782733,6.45594223,False,C/S
TSX-2020-09,TSX-2020-01,2020-07-25,PS-00126,0.7605265311,accepted,-1.40340056,-2.760597353,-0.03153897248,-0.2729949732,-1.384603334,3.046334073,-3.765475996,5.915787751,False,C/S
TSX-2020-10,TSX-2020-01,2020-08-05,PS-00126,0.6714776813,accepted,-8.444316797,-2.954023141,2.889377307,-1.319721321,-2.607056216,-4.452893426,5.504078971,6.62817855,False,C/S
TSX-2020-11,TSX-2020-01,2020-08-16,PS-00126,0.7796816567,accepted,1.311603501,10.69239565,-0.7802701723,2.690586209,-3.407988383,-7.883119806,9.744071954,5.762546746,False,C/S
TSX-2020-12,TSX-2020-01,2020-08-27,PS-00126,0.6020147214,accepted,2.929910788,8.637112813,2.776643694,2.200984128,-1.333227277,-9.35160257,11.55921647,7.183882229,False,C/S
TSX-2020-13,TSX-2020-01,2020-09-07,PS-00126,0.8003335291,accepted,-6.529804913,1.084046277,-0.8385255656,-0.3158773696,-2.477112813,-3.982335442,4.922437316,5.597331768,False,C/S
TSX-2020-14,TSX-2020-01,2020-09-18,PS-00126,0.6529119358,accepted,-6.605922059,-1.622632407,0.228928887,0.8139498423,-2.585042663,-3.441125718,4.253465306,6.776704513,False,C/S
TSX-2020-15,TSX-2020-01,2020-09-29,PS-00126,0.7722375344,accepted,-7.433138183,6.649063749,0.2520818004,-2.334966464,-4.894847471,-7.104469797,8.781607614,5.822099725,False,C/S
TSX-2020-16,TSX-2020-01,2020-10-10,PS-00126,0.7131579466,accepted,-1.97954028,-1.047033846,-1.58547055,-2.772317627,-1.962092375,5.387374118,-6.65916063,6.294736427,False,C/S
TSX-2020-17,TSX-2020-01,2020-10-21,PS-00126,0.7934023772,accepted,0.3540298043,6.726816017,0.08384098931,1.998116737,-3.411923948,-5.042819991,6.233268307,5.652780982,False,C/S
TSX-2020-18,TSX-2020-01,2020-11-01,PS-00126,0.6776032437,accepted,-19.62108219,-7.826107806,-0.2756733758,-1.824479268,-0.5961114663,-9.098710269,11.2466244,6.57917405,False,C/S
TSX-2021-01,TSX-2020-01,2021-04-26,PS-00126,0.6991537844,accepted,-3.813784548,-4.000993369,-1.078030758,1.206238516,2.018556821,-1.959555758,2.422144123,6.406769725,False,C/S
TSX-2021-02,TSX-2020-01,2021-05-07,PS-00126,0.639853294,accepted,-16.50066733,-4.957633199,0.752680619,0.8444347832,1.184134034,-14.32428356,17.70578821,6.881173648,False,C/S
TSX-2021-03,TSX-2020-01,2021-05-18,PS-00126,0.5550886518,accepted,-5.813481453,2.767422263,-2.079808309,2.978158233,-0.1216473552,-9.357606285,11.56663747,7.559290785,False,C/S
TSX-2021-04,TSX-2020-01,2021-05-29,PS-00126,0.5946142857,accepted,-1.630854407,2.571971128,0.8654137141,0.6887645686,2.379914685,-8.136918502,10.0577844,7.243085714,False,C/S
TSX-2021-05,TSX-2020-01,2021-06-09,PS-00126,0.7298176056,accepted,-8.146982533,-2.695028878,2.010788968,0.9641826986,0.4348338605,-8.861759182,10.95373675,6.161459155,False,C/S
TSX-2021-06,TSX-2020-01,2021-06-20,PS-00126,0.6539836838,accepted,-17.59921095,4.065835186,1.231971875,-4.813589811,-1.035970422,-17.04745778,21.07181666,6.768130529,False,C/S
TSX-2021-07,TSX-2020-01,2021-07-01,PS-00126,0.7479851847,accepted,-8.983711291,9.780598762,-0.03112044531,2.075563955,-1.355266066,-19.4534875,24.04583294,6.016118522,False,C/S
TSX-2021-08,TSX-2020-01,2021-07-12,PS-00126,0.7049057468,accepted,-8.742407717,-0.526226919,3.123121469,1.738511569,-0.8444319495,-12.23338189,15.12129161,6.360754026,False,C/S
TSX-2021-09,TSX-2020-01,2021-07-23,PS-00126,0.7151178328,accepted,-10.31374086,8.274528108,-0.1432880198,0.2139191013,-0.8341006494,-17.8247994,22.03266374,6.279057338,False,C/S
TSX-2021-10,TSX-2020-01,2021-08-03,PS-00126,0.7725775773,accepted,-23.84119659,-4.031609152,-0.7624453083,0.5338354937,-1.673592624,-17.907385,22.13474516,5.819379381,False,C/S
TSX-2021-11,TSX-2020-01,2021-08-14,PS-00126,0.6462798111,accepted,-26.26599835,-8.159064534,-2.085109759,-0.2165432597,-3.17640486,-12.62887593,15.61014913,6.829761511,False,C/S
TSX-2021-12,TSX-2020-01,2021-08-25,PS-00126,0.7592821878,accepted,-20.05948917,-3.739215227,-0.2527143865,-2.171757213,-0.6553467202,-13.24045562,16.3661032,5.925742497,False,C/S
TSX-2021-13,TSX-2020-01,2021-09-05,PS-00126,0.6978459334,accepted,-10.73684654,1.950476099,-1.262706084,-2.054806298,-0.804068377,-8.565741879,10.58783924,6.417232533,False,C/S
TSX-2021-14,TSX-2020-01,2021-09-16,PS-00126,0.6883036702,accepted,-18.66208573,-1.958505897,1.093210734,-0.4893445828,-1.360954138,-15.94649185,19.71094793,6.493570638,False,C/S
TSX-2021-15,TSX-2020-01,2021-09-27,PS-00126,0.749235344,accepted,-18.8926533,4.228495239,1.193212425,-0.4093792347,-3.44262525,-20.46235648,25.29286358,6.006117248,False,C/S
TSX-2021-16,TSX-2020-01,2021-10-08,PS-00126,0.7175862462,accepted,-19.28440881,6.862204317,-3.781275875,-0.1923420479,-2.081944535,-20.09105067,24.83390437,6.25931003,False,C/S
TSX-2020-01,TSX-2020-01,2020-04-28,PS-00127,0.5037416297,reference_epoch,0,0,0,0,0,0,-0,0,True,C/S
TSX-2020-02,TSX-2020-01,2020-05-09,PS-00127,0.4838120018,accepted,-4.166256179,-0.9697693258,-1.161789414,-1.094412818,0.5445350058,-1.484819626,1.835337992,8.129503985,False,C/S
TSX-2020-03,TSX-2020-01,2020-05-20,PS-00127,0.4029157998,warning,-4.588770419,4.366641675,-4.067201852,0.9049059623,1.361115523,-7.154231728,8.843116743,8.776673602,False,C/S
TSX-2020-04,TSX-2020-01,2020-05-31,PS-00127,0.4826080219,accepted,14.75972607,7.627432215,2.084111998,-1.257157059,0.216507004,6.088831909,-7.526210143,8.139135825,False,C/S
TSX-2020-05,TSX-2020-01,2020-06-11,PS-00127,0.5194965658,accepted,-13.28599623,-6.769508913,-1.785705146,-1.268646329,1.937038819,-5.399174656,6.673746897,7.844027474,False,C/S
TSX-2020-06,TSX-2020-01,2020-06-22,PS-00127,0.418759571,warning,0.3570454443,-2.589849682,0.5809179364,-1.184904208,-0.5682001994,4.119081597,-5.091464859,8.649923432,False,C/S
TSX-2020-07,TSX-2020-01,2020-07-03,PS-00127,0.67330648,accepted,-7.072139257,-0.6781119148,1.258024825,1.599115731,-1.351736973,-7.899430925,9.764233607,6.61354816,False,C/S
TSX-2020-08,TSX-2020-01,2020-07-14,PS-00127,0.4559677032,accepted,-12.18172924,-2.563489971,-0.1857748095,-2.151302539,-0.9325355347,-6.348626384,7.847333774,8.352258375,False,C/S
TSX-2020-09,TSX-2020-01,2020-07-25,PS-00127,0.4644337552,accepted,7.530918851,2.743210475,2.176381119,2.681567776,-0.3965932978,0.32635278,-0.4033942208,8.284529958,False,C/S
TSX-2020-10,TSX-2020-01,2020-08-05,PS-00127,0.5366016058,accepted,-7.230513365,-6.46358311,5.132801704,0.7635043454,0.7515291033,-7.414765408,9.165154081,7.707187154,False,C/S
TSX-2020-11,TSX-2020-01,2020-08-16,PS-00127,0.4872169376,accepted,0.8835564417,11.13523922,-1.902421963,0.7923700192,-2.215472443,-6.926158393,8.561202597,8.102264499,False,C/S
TSX-2020-12,TSX-2020-01,2020-08-27,PS-00127,0.4467328596,warning,10.97352757,4.233682543,1.854942592,1.877592485,-2.312049651,5.319359605,-6.575090068,8.426137123,False,C/S
TSX-2020-13,TSX-2020-01,2020-09-07,PS-00127,0.4802096536,accepted,-1.052196419,-9.336547267,1.747797811,4.174158828,-2.114029276,4.476423486,-5.533163724,8.158322771,False,C/S
TSX-2020-14,TSX-2020-01,2020-09-18,PS-00127,0.547759909,accepted,-1.522486761,-1.454816883,-2.220793415,-0.1778191013,-1.444651983,3.775594622,-4.666891609,7.617920728,False,C/S
TSX-2020-15,TSX-2020-01,2020-09-29,PS-00127,0.4821164062,accepted,-2.914831212,6.774026842,-2.390686867,-3.344525629,-2.082369508,-1.87127605,2.313024403,8.14306875,False,C/S
TSX-2020-16,TSX-2020-01,2020-10-10,PS-00127,0.5195347388,accepted,-6.901491901,-1.745802913,0.0004372192247,0.3433734044,-1.104180257,-4.395319355,5.432913505,7.84372209,False,C/S
TSX-2020-17,TSX-2020-01,2020-10-21,PS-00127,0.4660760917,accepted,8.299819806,5.988368483,-2.026468941,2.622883466,-0.5080459568,2.223082754,-2.747881404,8.271391266,False,C/S
TSX-2020-18,TSX-2020-01,2020-11-01,PS-00127,0.4851218443,accepted,-5.662719178,-1.141266358,1.649357554,-2.70930864,-0.1289429843,-3.33255875,4.119269154,8.119025245,False,C/S
TSX-2021-01,TSX-2020-01,2021-04-26,PS-00127,0.3825838969,warning,-4.647609344,-0.5911473492,0.669099976,-0.6491839821,-1.200900506,-2.875477483,3.554285637,8.939328825,False,C/S
TSX-2021-02,TSX-2020-01,2021-05-07,PS-00127,0.485663464,accepted,-7.348276551,-1.822809221,-1.605449531,-2.220919746,0.4049232279,-2.104021281,2.600713329,8.114692288,False,C/S
TSX-2021-03,TSX-2020-01,2021-05-18,PS-00127,0.4194131346,warning,-2.760674156,5.630250034,2.380871365,-3.996943756,0.8447242945,-7.619576093,9.418314011,8.644694924,False,C/S
TSX-2021-04,TSX-2020-01,2021-05-29,PS-00127,0.3779562804,warning,0.9918174942,3.779767755,1.222542306,1.943213613,-0.7537993145,-5.199906866,6.427438363,8.976349756,False,C/S
TSX-2021-05,TSX-2020-01,2021-06-09,PS-00127,0.3802655001,warning,-3.867256716,1.036390533,1.510779948,1.92037124,0.7315417354,-9.066340172,11.20661276,8.957875999,False,C/S
TSX-2021-06,TSX-2020-01,2021-06-20,PS-00127,0.4970253599,accepted,-8.288079745,8.203912153,-0.05808885271,-2.646353237,-0.8491656425,-12.93838417,15.99272235,8.023797121,False,C/S
TSX-2021-07,TSX-2020-01,2021-07-01,PS-00127,0.5717934632,accepted,-12.1978475,3.954310058,-2.226177865,-0.9174054944,-1.016947111,-11.99162709,14.82246624,7.425652294,False,C/S
TSX-2021-08,TSX-2020-01,2021-07-12,PS-00127,0.6212633621,accepted,-6.323099713,-0.8836697702,-2.084043013,-0.8170836739,-0.06460274556,-2.47370051,3.057661987,7.029893103,False,C/S
TSX-2021-09,TSX-2020-01,2021-07-23,PS-00127,0.5438296518,accepted,-6.436343031,1.529499031,-0.5554052874,-0.708837113,0.1689390983,-6.870538759,8.492452949,7.649362786,False,C/S
TSX-2021-10,TSX-2020-01,2021-08-03,PS-00127,0.4085055357,warning,-8.086782165,0.1466433759,-0.06155982963,2.220620926,0.6597958765,-11.05228251,13.66137249,8.731955714,False,C/S
TSX-2021-11,TSX-2020-01,2021-08-14,PS-00127,0.472972209,accepted,-11.43075025,-4.37017052,0.09792852561,0.4445352908,-1.189958709,-6.413084836,7.927008803,8.216222328,False,C/S
TSX-2021-12,TSX-2020-01,2021-08-25,PS-00127,0.4117869231,warning,-15.05323257,2.988149979,-0.1513141925,-1.074848607,1.369197296,-18.18441704,22.47717559,8.705704615,False,C/S
TSX-2021-13,TSX-2020-01,2021-09-05,PS-00127,0.5350073102,accepted,-11.47914429,-0.1452402704,0.03003887233,1.026338849,-1.27089413,-11.11938761,13.74431895,7.719941518,False,C/S
TSX-2021-14,TSX-2020-01,2021-09-16,PS-00127,0.5630678142,accepted,-9.876762101,-0.1578881131,0.869040866,0.4090260873,-1.384502171,-9.612438771,11.88162775,7.495457487,False,C/S
TSX-2021-15,TSX-2020-01,2021-09-27,PS-00127,0.5524616879,accepted,-4.089076206,8.901325626,0.5432945691,-2.947119245,-0.582616437,-10.00396072,12.36557549,7.580306497,False,C/S
TSX-2021-16,TSX-2020-01,2021-10-08,PS-00127,0.5751337164,accepted,0.1301489119,13.48198214,-1.835116192,0.5303359021,0.09799359848,-12.14504654,15.01210311,7.398930269,False,C/S
TSX-2020-01,TSX-2020-01,2020-04-28,PS-00128,0.4717983403,reference_epoch,0,0,0,0,0,0,-0,0,True,C/S
TSX-2020-02,TSX-2020-01,2020-05-09,PS-00128,0.3621186971,warning,4.487451571,-3.918033457,1.565862388,-0.1390935646,-0.0332913422,7.012007547,-8.667317987,9.103050423,False,C/S
TSX-2020-03,TSX-2020-01,2020-05-20,PS-00128,0.3347848805,warning,-0.3351940081,1.581491492,-3.450271272,-2.226759567,-0.7174108482,4.477756187,-5.534811034,9.321720956,False,C/S
TSX-2020-04,TSX-2020-01,2020-05-31,PS-00128,0.4388541983,warning,11.57240321,5.755049478,0.9312566454,1.209423289,0.8779538709,2.798719931,-3.459408085,8.489166414,False,C/S
TSX-2020-05,TSX-2020-01,2020-06-11,PS-00128,0.3227585325,warning,-5.108676997,-8.704200564,-5.518958296,-0.6024317952,-1.311239927,11.02815358,-13.6315475,9.41793174,False,C/S
TSX-2020-06,TSX-2020-01,2020-06-22,PS-00128,0.3859192276,warning,0.8708556552,3.681857762,-1.472503143,0.4206586837,1.884072779,-3.643230426,4.503280464,8.912646179,False,C/S
TSX-2020-07,TSX-2020-01,2020-07-03,PS-00128,0.4649291237,accepted,-9.993577069,-1.843382884,-0.1272425743,-0.9942767041,-1.061200473,-5.967474434,7.376204054,8.28056701,False,C/S
TSX-2020-08,TSX-2020-01,2020-07-14,PS-00128,0.4960836235,accepted,-12.97193166,0.5708442977,1.034200116,1.099369669,0.1390890221,-15.81543477,19.54895246,8.031331012,False,C/S
TSX-2020-09,TSX-2020-01,2020-07-25,PS-00128,0.4185058294,warning,-1.025908488,2.243132938,3.176858594,-0.4003325768,-1.729245525,-4.316321918,5.335267303,8.651953365,False,C/S
TSX-2020-10,TSX-2020-01,2020-08-05,PS-00128,0.4615945014,accepted,-9.131738257,-1.233967251,3.287130486,-1.760662714,-2.258866662,-7.165372116,8.856887019,8.307243989,False,C/S
TSX-2020-11,TSX-2020-01,2020-08-16,PS-00128,0.40029706,warning,2.033641253,12.7892,-1.780620815,-1.473055214,-1.699350411,-5.802532306,7.172324372,8.79762352,False,C/S
TSX-2020-12,TSX-2020-01,2020-08-27,PS-00128,0.4703897043,accepted,1.528314171,6.224511104,0.3917543906,-3.232042443,-1.074017122,-0.781891759,0.9664713652,8.236882366,False,C/S
TSX-2020-13,TSX-2020-01,2020-09-07,PS-00128,0.3568927017,warning,-13.89045893,-4.292843688,3.088574724,-1.547625289,-0.5479748655,-10.59058981,13.09068893,9.144858386,False,C/S
TSX-2020-14,TSX-2020-01,2020-09-18,PS-00128,0.4830614297,accepted,-20.03691452,-0.01476661791,-2.093159534,-1.633936453,0.3846080697,-16.67965999,20.61719358,8.135508563,False,C/S
TSX-2020-15,TSX-2020-01,2020-09-29,PS-00128,0.5839594082,accepted,-3.631140692,6.863082343,-0.9954938529,-0.5408635725,0.7951802744,-9.753045884,12.0554277,7.328324734,False,C/S
TSX-2020-16,TSX-2020-01,2020-10-10,PS-00128,0.4662701255,accepted,-12.07725822,1.48285414,-1.524912896,2.174670296,-1.966747515,-12.24312225,15.13333136,8.269838996,False,C/S
TSX-2020-17,TSX-2020-01,2020-10-21,PS-00128,0.5388116141,accepted,-9.050082948,8.856769281,0.9852826115,-0.03434183392,-0.3864087772,-18.47138423,22.83188654,7.689507087,False,C/S
TSX-2020-18,TSX-2020-01,2020-11-01,PS-00128,0.5445796292,accepted,-17.21352901,1.531483243,1.053110416,3.331800981,-1.658091934,-21.47183171,26.5406436,7.643362966,False,C/S
TSX-2021-01,TSX-2020-01,2021-04-26,PS-00128,0.5304770256,accepted,-19.10731297,6.111870862,-0.1855615494,0.2919687426,-1.061681687,-24.26390934,29.99184135,7.756183795,False,C/S
TSX-2021-02,TSX-2020-01,2021-05-07,PS-00128,0.4454114751,warning,-25.46787231,2.583022588,-3.207390434,1.233122748,0.4073277654,-26.48395498,32.73596866,8.436708199,False,C/S
TSX-2021-03,TSX-2020-01,2021-05-18,PS-00128,0.293655186,rejected,-14.95441113,2.214018216,2.84776805,0.3591816343,3.222201584,-23.59758062,29.16821375,9.650758512,False,C/S
TSX-2021-04,TSX-2020-01,2021-05-29,PS-00128,0.4263410695,warning,-31.26763437,9.032014354,2.688316921,-2.484780931,-0.9553016486,-39.54788307,48.88387184,8.589271444,False,C/S
TSX-2021-05,TSX-2020-01,2021-06-09,PS-00128,0.3415985649,warning,-30.05036175,3.452416847,1.364333791,-1.482427062,1.3989817,-34.78366703,42.99497696,9.267211481,False,C/S
TSX-2021-06,TSX-2020-01,2021-06-20,PS-00128,0.3753279036,warning,-22.57018877,0.7420079408,-2.750691228,1.136051803,-0.2094812623,-21.48807603,26.56072267,8.997376771,False,C/S
TSX-2021-07,TSX-2020-01,2021-07-01,PS-00128,0.5210889782,accepted,-22.25286883,4.847828959,-1.917224542,-2.087601332,0.9347616493,-24.03063357,29.70349663,7.831288175,False,C/S
