task,reference_split,comparison_split,feature,reference_rows,comparison_rows,missing_fraction_reference,missing_fraction_comparison,feature_type,mean_reference,mean_comparison,std_reference,standardized_mean_difference,absolute_smd,total_variation_distance
T5,train,test_complete,terrain_TRI_relative__standard_uncertainty,942,28,0.0,0.0,numeric,0.10000000000000002,0.10000000000000002,1.3877787807814457e-17,0.0,0.0,
T5,train,test_complete,terrain_TRI_relative__donor_distance_m,942,28,0.0,0.0,numeric,19.24039202557219,17.36601537,7.217352509886856,-0.25970418557283076,0.25970418557283076,
T5,train,test_complete,terrain_TRI_relative__provenance,942,28,0.0,0.0,categorical,,,,,,0.0
T5,train,test_complete,terrain_roughness_relative,942,28,0.31422505307855625,0.42857142857142855,numeric,0.36621542321859135,0.34983660130937494,0.2086507604053459,-0.0784987405624464,0.0784987405624464,
T5,train,test_complete,terrain_roughness_relative__standard_uncertainty,942,28,0.0,0.0,numeric,0.10000000000000002,0.10000000000000002,1.3877787807814457e-17,0.0,0.0,
T5,train,test_complete,terrain_roughness_relative__donor_distance_m,942,28,0.0,0.0,numeric,19.24039202557219,17.36601537,7.217352509886856,-0.25970418557283076,0.25970418557283076,
T5,train,test_complete,terrain_roughness_relative__provenance,942,28,0.0,0.0,categorical,,,,,,0.0
T5,train,test_complete,target_campaign_type,942,28,0.0,0.0,categorical,,,,,,0.12314225053078555
T5,train,test_censored,n_history,942,93,0.0,0.0,numeric,7.440552016985138,15.268817204301076,2.980504758002359,2.6264897468450012,2.6264897468450012,
T5,train,test_censored,last_settlement_mm,942,93,0.0,0.0,numeric,422.4469960898412,602.16830138,417.91140092604843,0.43004642824272077,0.43004642824272077,
T5,train,test_censored,last_rate_mm_y,942,93,0.0,0.0,numeric,31.513063326766076,49.372575598371824,23.147597322090384,0.771549289677764,0.771549289677764,
T5,train,test_censored,mean_last_3_rates_mm_y,942,93,0.0,0.0,numeric,32.20543463201773,44.733916903955915,22.71530648013219,0.5515436158828037,0.5515436158828037,
T5,train,test_censored,std_last_3_rates_mm_y,942,93,0.0,0.0,numeric,3.984233837126867,6.105121667075269,4.207290696363379,0.5040982387505614,0.5040982387505614,
T5,train,test_censored,recent_acceleration_mm_y2,942,93,0.0,0.0,numeric,-1.504175165101124,10.964807038458492,32.667753603047224,0.3816908366296885,0.3816908366296885,
T5,train,test_censored,current_standard_uncertainty_mm,942,93,0.0,0.0,numeric,0.8668287310320594,0.8348257572344088,0.21490685743071591,-0.1489155543022543,0.1489155543022543,
T5,train,test_censored,days_since_previous_observation,942,93,0.0,0.0,numeric,172.29511677282377,379.2795698924731,62.820304146802464,3.2948655045660864,3.2948655045660864,
T5,train,test_censored,forecast_horizon_days,942,93,0.0,0.0,numeric,160.37579617834396,93.33333333333333,43.39162706704296,-1.5450552877730432,1.5450552877730432,
T5,train,test_censored,current_campaign_type,942,93,0.0,0.0,categorical,,,,,,0.004691459489076108
T5,train,test_censored,missing_campaigns_since_previous,942,93,0.0,0.0,numeric,0.7377919320594479,1.4731182795698925,0.6149539599381512,1.195742113091523,1.195742113091523,
T5,train,test_censored,profile_mean_settlement_mm,942,93,0.0,0.0,numeric,325.11072300780256,450.9641219333334,285.51799394300923,0.4407897281270888,0.4407897281270888,
T5,train,test_censored,profile_mean_rate_mm_y,942,93,0.0,0.0,numeric,24.24243376548429,36.874518524651606,11.457086986880546,1.1025564153988057,1.1025564153988057,
T5,train,test_censored,profile_rate_std_mm_y,942,93,0.0,0.0,numeric,20.454729445456476,35.99956317109678,10.02580955145918,1.5504816489734612,1.5504816489734612,
T5,train,test_censored,profile_n_observed,942,93,0.0,0.0,numeric,8.636942675159236,8.290322580645162,0.5899317990237729,-0.5875596044960893,0.5875596044960893,
T5,train,test_censored,chainage_m,942,93,0.0,0.0,numeric,271.557655949172,280.01407233892473,207.16319537865851,0.04082007122112535,0.04082007122112535,
T5,train,test_censored,chainage_normalized_profile,942,93,0.0,0.0,numeric,0.5008618393609342,0.5070768726688173,0.1441067665562918,0.04312797696043883,0.04312797696043883,
T5,train,test_censored,kzt,942,93,0.0,0.0,numeric,0.43730516359161364,0.4398584204946236,0.15034374252644322,0.016982794628521824,0.016982794628521824,
T5,train,test_censored,kzt__standard_uncertainty,942,93,0.0,0.0,numeric,0.04856768690423568,0.0463022235535484,0.02318183689423199,-0.09772579114517725,0.09772579114517725,
T5,train,test_censored,kzt__donor_distance_m,942,93,0.0,0.0,numeric,33.69666311083864,27.02330581290323,55.94535853580826,-0.11928348432451419,0.11928348432451419,
T5,train,test_censored,kzt__provenance,942,93,0.0,0.0,categorical,,,,,,0.037428943223066946
T5,train,test_censored,ko,942,93,0.0,0.0,numeric,0.48906392729129516,0.49128871325161305,0.11237617045256311,0.01979766663482297,0.01979766663482297,
T5,train,test_censored,ko__standard_uncertainty,942,93,0.0,0.0,numeric,0.017040468549862,0.016611569591720436,0.006883398471926551,-0.06230918635479216,0.06230918635479216,
T5,train,test_censored,ko__donor_distance_m,942,93,0.0,0.0,numeric,10.526560112951168,9.351147775053763,25.55535577158358,-0.04599475540091725,0.04599475540091725,
T5,train,test_censored,ko__provenance,942,93,0.0,0.0,categorical,,,,,,0.024758578179576732
T5,train,test_censored,seismic_energy_J_m2,942,93,0.0,0.0,numeric,15.943955605902335,16.487455197096775,9.684118099925552,0.056122776032503985,0.056122776032503985,
T5,train,test_censored,seismic_energy_J_m2__standard_uncertainty,942,93,0.0,0.0,numeric,1.6057365829405517,1.5089044918494614,0.7050907982308554,-0.13733279647678262,0.13733279647678262,
T5,train,test_censored,seismic_energy_J_m2__donor_distance_m,942,93,0.0,0.0,numeric,17.304292485626327,12.774404554623654,33.13298778918077,-0.13671836538936766,0.13671836538936766,
T5,train,test_censored,seismic_energy_J_m2__provenance,942,93,0.0,0.0,categorical,,,,,,0.0580439695911239
T5,train,test_censored,fill_density,942,93,0.0,0.0,numeric,0.6208962823019342,0.6099706758690753,0.35606243091407397,-0.030684524634657373,0.030684524634657373,
T5,train,test_censored,fill_density__standard_uncertainty,942,93,0.0,0.0,numeric,0.07999999999999999,0.07999999999999999,1.3877787807814457e-17,0.0,0.0,
T5,train,test_censored,fill_density__donor_distance_m,942,93,0.0,0.0,numeric,19.24039202557219,18.79619640222581,7.217352509886856,-0.06154550754419847,0.06154550754419847,
T5,train,test_censored,fill_density__provenance,942,93,0.0,0.0,categorical,,,,,,0.0
T5,train,test_censored,fault_distance_m,942,93,0.0,0.0,numeric,253.6524155670637,266.94654674170977,224.14206589672878,0.05931118338478772,0.05931118338478772,
T5,train,test_censored,fault_distance_m__standard_uncertainty,942,93,0.0,0.0,numeric,25.0,25.0,0.0,,,
T5,train,test_censored,fault_distance_m__donor_distance_m,942,93,0.0,0.0,numeric,19.24039202557219,18.79619640222581,7.217352509886856,-0.06154550754419847,0.06154550754419847,
T5,train,test_censored,fault_distance_m__provenance,942,93,0.0,0.0,categorical,,,,,,0.0
T5,train,test_censored,lithology,942,93,0.0,0.0,categorical,,,,,,0.06119443873707279
T5,train,test_censored,lithology__standard_uncertainty,942,93,1.0,1.0,numeric,,,,,,
T5,train,test_censored,lithology__donor_distance_m,942,93,0.0,0.0,numeric,4.96344694410828,6.034373526559139,15.163165898974109,0.07062684597570186,0.07062684597570186,
T5,train,test_censored,lithology__provenance,942,93,0.0,0.0,categorical,,,,,,0.02393671666324225
T5,train,test_censored,terrain_TRI_relative,942,93,0.31422505307855625,0.3548387096774194,numeric,0.2616185070557585,0.2710185185214333,0.19857637595260458,0.04733700784185112,0.04733700784185112,
T5,train,test_censored,terrain_TRI_relative__standard_uncertainty,942,93,0.0,0.0,numeric,0.10000000000000002,0.09999999999999996,1.3877787807814457e-17,-4.0,4.0,
T5,train,test_censored,terrain_TRI_relative__donor_distance_m,942,93,0.0,0.0,numeric,19.24039202557219,18.79619640222581,7.217352509886856,-0.06154550754419847,0.06154550754419847,
T5,train,test_censored,terrain_TRI_relative__provenance,942,93,0.0,0.0,categorical,,,,,,0.0
T5,train,test_censored,terrain_roughness_relative,942,93,0.31422505307855625,0.3548387096774194,numeric,0.36621542321859135,0.35498910675366674,0.2086507604053459,-0.05380434005184186,0.05380434005184186,
T5,train,test_censored,terrain_roughness_relative__standard_uncertainty,942,93,0.0,0.0,numeric,0.10000000000000002,0.09999999999999996,1.3877787807814457e-17,-4.0,4.0,
T5,train,test_censored,terrain_roughness_relative__donor_distance_m,942,93,0.0,0.0,numeric,19.24039202557219,18.79619640222581,7.217352509886856,-0.06154550754419847,0.06154550754419847,
T5,train,test_censored,terrain_roughness_relative__provenance,942,93,0.0,0.0,categorical,,,,,,0.0
T5,train,test_censored,target_campaign_type,942,93,0.0,0.0,categorical,,,,,,0.015615368810355433
