sample_id,point_id,profile_id,current_campaign_id,current_date,target_campaign_id,target_date,split,n_history,last_settlement_mm,last_rate_mm_y,mean_last_3_rates_mm_y,std_last_3_rates_mm_y,recent_acceleration_mm_y2,current_standard_uncertainty_mm,days_since_previous_observation,forecast_horizon_days,current_campaign_type,missing_campaigns_since_previous,profile_mean_settlement_mm,profile_mean_rate_mm_y,profile_rate_std_mm_y,profile_n_observed,chainage_m,chainage_normalized_profile,kzt,kzt__standard_uncertainty,kzt__donor_distance_m,kzt__provenance,ko,ko__standard_uncertainty,ko__donor_distance_m,ko__provenance,seismic_energy_J_m2,seismic_energy_J_m2__standard_uncertainty,seismic_energy_J_m2__donor_distance_m,seismic_energy_J_m2__provenance,fill_density,fill_density__standard_uncertainty,fill_density__donor_distance_m,fill_density__provenance,fault_distance_m,fault_distance_m__standard_uncertainty,fault_distance_m__donor_distance_m,fault_distance_m__provenance,lithology,lithology__standard_uncertainty,lithology__donor_distance_m,lithology__provenance,terrain_TRI_relative,terrain_TRI_relative__standard_uncertainty,terrain_TRI_relative__donor_distance_m,terrain_TRI_relative__provenance,terrain_roughness_relative,terrain_roughness_relative__standard_uncertainty,terrain_roughness_relative__donor_distance_m,terrain_roughness_relative__provenance
P-H02-W005::C026::C027,P-H02-W005,P-H02,C026,2024-09-03,C027,2025-07-22,test,16,52.63893946,8.974990254,5.706403265,2.31308066,16.35757123,0.7612439521,112,322,focused,1,315.9993432,72.25453655,67.03266889,9,367.8710202,0.5816193975,0.6720670391,0.032,0,D,0.5405027933,0.014,0,D,27.5,1.2,0,D,0.8925619721,0.08,12.96698532,C/R,146.8143556,25,12.96698532,C/R,mixed_salts,,0,D,,0.1,12.96698532,C/R,,0.1,12.96698532,C/R
P-H02-W005::C027::C028,P-H02-W005,P-H02,C027,2025-07-22,C028,2025-08-26,test,17,58.06197686,6.151442267,6.361849592,2.053119809,-3.202797834,0.7507520797,322,35,full,0,380.1940155,72.81709337,72.92923538,9,367.8710202,0.5816193975,0.6720670391,0.032,0,D,0.5405027933,0.014,0,D,27.5,1.2,0,D,0.8925619721,0.08,12.96698532,C/R,146.8143556,25,12.96698532,C/R,mixed_salts,,0,D,,0.1,12.96698532,C/R,,0.1,12.96698532,C/R
P-H02-W005::C028::C029,P-H02-W005,P-H02,C028,2025-08-26,C029,2025-11-04,test,18,59.153439,11.39018703,8.838873183,2.140873274,54.67004354,0.7400421823,35,70,focused,0,382.3447406,84.69929233,77.71996974,8,367.8710202,0.5816193975,0.6720670391,0.032,0,D,0.5405027933,0.014,0,D,27.5,1.2,0,D,0.8925619721,0.08,12.96698532,C/R,146.8143556,25,12.96698532,C/R,mixed_salts,,0,D,,0.1,12.96698532,C/R,,0.1,12.96698532,C/R
P-H02-W006::C005::C007,P-H02-W006,P-H02,C005,2019-05-14,C007,2019-11-05,train,3,239.5639395,32.97998989,40.76629584,7.786305954,-62.50435714,0.7568574681,91,175,full,0,135.7477556,25.16827398,24.17396824,8,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C007::C008,P-H02-W006,P-H02,C007,2019-11-05,C008,2020-04-21,train,4,255.2875331,32.81738608,38.11665925,7.379624316,-0.3393773841,0.7203679715,175,168,full,1,148.4409061,27.310737,20.80985261,9,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C008::C010,P-H02-W006,P-H02,C008,2020-04-21,C010,2020-10-20,train,5,267.5489217,26.65757263,30.8183162,2.942838798,-13.39209442,1.270807858,168,182,full,0,148.4175873,20.08558681,15.41653157,8,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C010::C012,P-H02-W006,P-H02,C010,2020-10-20,C012,2021-05-18,train,6,280.3947425,25.77986836,28.41827569,3.131210666,-1.761436729,0.8824321754,182,210,full,1,144.703037,22.62044519,18.03333406,8,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C012::C014,P-H02-W006,P-H02,C012,2021-05-18,C014,2021-11-02,train,7,293.5847453,22.94118345,25.12620815,1.586051889,-4.937284111,0.7692297203,210,168,full,1,182.5882001,20.39122803,15.91718021,9,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C014::C016,P-H02-W006,P-H02,C014,2021-11-02,C016,2022-05-17,train,8,301.390976,16.97158187,21.89754456,3.670909455,-12.97855344,0.7261377543,168,196,full,1,165.9622946,22.17385979,17.14873341,8,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C016::C018,P-H02-W006,P-H02,C016,2022-05-17,C018,2022-10-18,train,9,311.0394242,17.98008013,19.29761515,2.609081531,1.879357101,0.7540670304,196,154,full,1,205.4310631,22.8008059,21.34626406,9,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C018::C019,P-H02-W006,P-H02,C018,2022-10-18,C019,2023-01-17,train,10,316.82647,13.72544466,16.22570222,1.815256286,-10.09094548,0.7359152411,154,91,full,1,239.0952096,30.22035062,30.31029824,8,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C019::C020,P-H02-W006,P-H02,C019,2023-01-17,C020,2023-05-16,train,11,321.9854681,20.70685785,17.47079421,2.872810658,28.02155126,0.8225827151,91,119,focused,0,225.5254669,33.90730704,37.79029095,9,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C020::C021,P-H02-W006,P-H02,C020,2023-05-16,C021,2023-07-25,train,12,329.3641428,22.64757102,19.02662451,3.831315937,5.956684759,0.7630560557,119,70,full,0,237.7581468,37.54610381,41.33850365,9,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C021::C022,P-H02-W006,P-H02,C021,2023-07-25,C022,2023-11-07,train,13,336.2315317,35.83305379,26.39582755,6.71999609,68.79996544,0.8153430498,70,105,focused,0,247.8113036,52.45593579,47.59989076,9,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C022::C024,P-H02-W006,P-H02,C022,2023-11-07,C024,2024-05-14,validation,14,349.8609969,47.41106845,35.29723109,10.1167528,40.27495102,1.226020717,105,189,full,0,262.231285,50.16093542,53.82834175,9,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C024::C026,P-H02-W006,P-H02,C024,2024-05-14,C026,2024-09-03,validation,15,392.6336448,82.65983934,55.30132053,19.91446743,68.1196485,1.182714016,189,112,full,1,293.8432635,61.09140292,60.59862825,9,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C026::C027,P-H02-W006,P-H02,C026,2024-09-03,C027,2025-07-22,test,16,430.6250078,123.8959407,84.65561616,31.25669276,134.4775537,0.7548754506,112,322,focused,1,315.9993432,72.25453655,67.03266889,9,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C027::C028,P-H02-W006,P-H02,C027,2025-07-22,C028,2025-08-26,test,17,559.0331729,145.6555351,117.4037717,26.12438981,24.68227285,0.7423863109,322,35,full,0,380.1940155,72.81709337,72.92923538,9,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W006::C028::C029,P-H02-W006,P-H02,C028,2025-08-26,C029,2025-11-04,test,18,573.7068589,153.1303942,140.8939566,12.40074701,78.00549375,0.7310389442,35,70,focused,0,382.3447406,84.69929233,77.71996974,8,429.5713478,0.6316090285,0.7569832402,0.032,0,D,0.6284916201,0.014,0,D,27.5,1.2,0,D,0.9090909362,0.08,7.802053324,C/R,185.1399769,25,7.802053324,C/R,mixed_salts,,0,D,,0.1,7.802053324,C/R,,0.1,7.802053324,C/R
P-H02-W007::C005::C007,P-H02-W007,P-H02,C005,2019-05-14,C007,2019-11-05,train,3,200.4292007,32.89007499,38.01401419,5.123939196,-17.82398849,0.7349384079,210,175,full,1,135.7477556,25.16827398,24.17396824,8,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C007::C008,P-H02-W007,P-H02,C007,2019-11-05,C008,2020-04-21,train,4,217.5758058,35.78741446,37.27181428,4.313338614,6.047161378,0.6906449226,175,168,full,1,148.4409061,27.310737,20.80985261,9,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C008::C010,P-H02-W007,P-H02,C008,2020-04-21,C010,2020-10-20,train,5,232.5123762,32.4737044,33.71706462,1.473793851,-7.204360715,1.223714721,168,182,full,0,148.4175873,20.08558681,15.41653157,8,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C010::C012,P-H02-W007,P-H02,C010,2020-10-20,C012,2021-05-18,train,6,252.7278351,40.56976024,36.2769597,3.323278595,16.24771645,0.8580753602,182,210,full,1,144.703037,22.62044519,18.03333406,8,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C012::C014,P-H02-W007,P-H02,C012,2021-05-18,C014,2021-11-02,train,7,272.0809343,33.66056903,35.56801123,3.569806887,-12.01705756,0.7448081487,210,168,full,1,182.5882001,20.39122803,15.91718021,9,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C014::C016,P-H02-W007,P-H02,C014,2021-11-02,C016,2022-05-17,train,8,290.1472712,39.27815206,37.83616045,2.99930388,12.21322739,0.6937107491,168,196,full,1,165.9622946,22.17385979,17.14873341,8,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C016::C018,P-H02-W007,P-H02,C016,2022-05-17,C018,2022-10-18,train,9,308.0754297,33.40948927,35.44940346,2.709273849,-10.93637288,0.7281005173,196,154,full,1,205.4310631,22.8008059,21.34626406,9,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C018::C019,P-H02-W007,P-H02,C018,2022-10-18,C019,2023-01-17,train,10,324.508093,38.97422235,37.22062123,2.697732186,13.19817375,0.7077756315,154,91,full,1,239.0952096,30.22035062,30.31029824,8,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C019::C020,P-H02-W007,P-H02,C019,2023-01-17,C020,2023-05-16,train,11,333.8909081,37.66014519,36.68128561,2.374894823,-5.274359166,0.7921648482,91,119,focused,0,225.5254669,33.90730704,37.79029095,9,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C020::C021,P-H02-W007,P-H02,C020,2023-05-16,C021,2023-07-25,train,12,345.2425805,34.84200301,37.15879018,1.723818787,-8.649801951,0.7398354498,119,70,full,0,237.7581468,37.54610381,41.33850365,9,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C021::C022,P-H02-W007,P-H02,C021,2023-07-25,C022,2023-11-07,train,13,353.4631253,42.89362845,38.46525888,3.335998012,42.01223132,0.782048513,70,105,focused,0,247.8113036,52.45593579,47.59989076,9,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C022::C024,P-H02-W007,P-H02,C022,2023-11-07,C024,2024-05-14,validation,14,363.7493181,35.78125645,37.83896264,3.594698329,-24.74089402,1.182712124,105,189,full,0,262.231285,50.16093542,53.82834175,9,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C024::C026,P-H02-W007,P-H02,C024,2024-05-14,C026,2024-09-03,validation,15,381.8453555,34.97131042,37.88206511,3.559103679,-1.56525285,1.141482641,189,112,full,1,293.8432635,61.09140292,60.59862825,9,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C026::C027,P-H02-W007,P-H02,C026,2024-09-03,C027,2025-07-22,test,16,396.2888707,47.10262404,39.28506364,5.537730652,39.56216341,0.7331542099,112,322,focused,1,315.9993432,72.25453655,67.03266889,9,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H02-W007::C027::C029,P-H02-W007,P-H02,C027,2025-07-22,C029,2025-11-04,test,17,427.9185413,35.87806579,39.31733342,5.517464026,-12.73220466,0.7164579159,322,105,full,0,380.1940155,72.81709337,72.92923538,9,534.2625148,0.7164298552,0.6452513966,0.032,0,D,0.4994413408,0.014,0,D,27.5,1.2,0,D,0.9008264542,0.08,17.16202613,C/R,254.6004571,25,17.16202613,C/R,mixed_salts,,0,D,0.5,0.1,17.16202613,C/R,0.431372549,0.1,17.16202613,C/R
P-H03-W001::C003::C005,P-H03-W001,P-H03,C003,2018-10-16,C005,2019-05-14,train,3,116.5301329,85.82275774,85.91587535,0.09311761013,-0.6941062674,0.6827676998,98,210,full,0,214.0314136,55.92748127,40.56874164,9,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C005::C006,P-H03-W001,P-H03,C005,2019-05-14,C006,2019-08-27,train,4,159.848884,75.34368495,82.39181188,4.984358257,-18.2261016,1.184582569,210,105,full,1,246.5264249,56.51810885,38.44938259,9,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C006::C008,P-H03-W001,P-H03,C006,2019-08-27,C008,2020-04-21,train,5,180.1416563,70.5898582,77.25210029,6.363533818,-16.53652592,0.9496653003,105,238,focused,0,260.992633,50.32173835,33.78783143,9,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C008::C009,P-H03-W001,P-H03,C008,2020-04-21,C009,2020-06-02,train,6,219.5312819,60.44983503,68.79445939,6.21150996,-15.56152714,1.130338411,238,42,full,1,289.9034208,43.29582869,28.13113053,9,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C009::C010,P-H03-W001,P-H03,C009,2020-06-02,C010,2020-10-20,train,7,227.083663,65.67874242,65.57281188,4.140324737,45.47281963,0.7247580279,42,140,focused,0,261.0437792,46.11329375,35.58072706,7,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C010::C012,P-H03-W001,P-H03,C010,2020-10-20,C012,2021-05-18,train,8,249.7898791,59.23889611,61.78915786,2.794428309,-16.80109905,0.7181774923,140,210,full,0,310.7690558,41.25247104,26.60343488,9,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C012::C014,P-H03-W001,P-H03,C012,2021-05-18,C014,2021-11-02,train,9,281.8692597,55.79520838,60.23761564,4.096269997,-5.989556871,0.6866493744,210,168,full,1,333.929871,40.28327502,25.16072978,9,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C014::C016,P-H03-W001,P-H03,C014,2021-11-02,C016,2022-05-17,train,10,304.0272007,48.17373774,54.40261408,4.623412995,-16.56989375,0.6911552261,168,196,full,1,342.1797088,30.4211152,20.34234701,8,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C016::C017,P-H03-W001,P-H03,C016,2022-05-17,C017,2022-07-19,train,11,329.2181182,46.94378892,50.30424501,3.915031081,-2.292034737,0.69222479,196,63,full,1,366.6714758,33.34010655,19.54654327,9,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C017::C018,P-H03-W001,P-H03,C017,2022-07-19,C018,2022-10-18,train,12,336.2132519,40.55512027,45.22421564,3.339514158,-37.03906702,0.7021923722,63,91,focused,0,319.5641126,32.40412944,24.73462951,6,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C018::C020,P-H03-W001,P-H03,C018,2022-10-18,C020,2023-05-16,train,13,345.5540704,37.49158188,41.66349702,3.937632854,-12.29623514,1.273668595,91,210,full,0,355.863941,31.06488222,19.61896508,8,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C020::C021,P-H03-W001,P-H03,C020,2023-05-16,C021,2023-07-25,train,14,368.3456005,39.6409827,39.22922829,1.284126979,3.738422148,0.7000888254,210,70,full,1,402.3390282,33.89742162,25.32448247,9,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C021::C022,P-H03-W001,P-H03,C021,2023-07-25,C022,2023-11-07,train,15,374.7283152,33.30409353,36.81221937,2.631247002,-33.06498246,0.7153768568,70,105,focused,0,410.1876959,40.95322668,38.44251945,9,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C022::C024,P-H03-W001,P-H03,C022,2023-11-07,C024,2024-05-14,validation,16,386.1440322,39.71038688,37.55182104,3.003730569,22.28474903,1.207233096,105,189,full,0,474.2479593,44.63794937,40.10362582,8,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C024::C025,P-H03-W001,P-H03,C024,2024-05-14,C025,2024-07-09,validation,17,402.2639945,31.15246686,34.72231576,3.634832826,-16.53852005,0.8681260019,189,56,full,1,439.9744881,35.51015207,41.3511201,9,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W001::C025::C029,P-H03-W001,P-H03,C025,2024-07-09,C029,2025-11-04,test,18,406.5625589,28.0366189,32.96649088,4.935397795,-20.32256189,0.692732911,56,483,focused,0,427.9937118,34.10924199,49.53892831,7,0,0.3089278152,0.3787794292,0.08836617813,152.2886133,R,0.65,0.014,0,D,7.5,3,100,R,0.7107437849,0.08,13.49380137,C/R,71.45914749,25,13.49380137,C/R,mixed_salts,,0,D,0.2388888889,0.1,13.49380137,C/R,0.4169934641,0.1,13.49380137,C/R
P-H03-W002::C003::C005,P-H03-W002,P-H03,C003,2018-10-16,C005,2019-05-14,train,3,223.3010373,73.86498887,83.57898261,9.713993736,-72.40890228,0.7083248377,98,210,full,0,214.0314136,55.92748127,40.56874164,9,87.45483081,0.3861199004,0.3755600328,0.08929822128,158.113883,R,0.5191298847,0.0315,50,R,7.5,3,100,R,0.6528925896,0.08,16.65548412,C/R,54.8473019,25,16.65548412,C/R,mixed_salts,,0,D,0.1666666667,0.1,16.65548412,C/R,0.2875816993,0.1,16.65548412,C/R
