constraint_id,domain,quantity,lower_bound,upper_bound,unit,allowed_values,basis_type,source_id,source_file,source_page,source_location,object,method,period_start,period_end,sign_convention,uncertainty_type,confidence,status,spatial_semantics,temporal_semantics,allowed_use,use_scope,prohibited_use,dependency,notes,provenance_hash,current_use,new_use,reason
MUS-ASTRAKHAN-RMS,published_evidence_audit,radar_leveling_rms,4.8,4.8,mm,,published_text_or_figure,SRC05,inputs/sources/primary/01006516068.pdf,"10, Fig.2","SRC05, PDF page/figure 10, Fig.2",Astrakhan gas field,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_NUMERIC_CONSTRAINT,no_coordinate_transfer,,excluded_other_site_precision,excluded_other_site_precision,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,4.8 mm is another field; not SKRU-1 precision.,,faf80647870baa85d11569ecec7a70989990dd607ab307e9141f30a9d1d77e4d,unused_or_context_only,excluded_other_site_precision,4.8 mm is another field; not SKRU-1 precision.
MUS-RADAR-CADENCE,published_evidence_audit,first_year_scene_count,13,15,scenes/year,,published_text_or_figure,SRC05,inputs/sources/primary/01006516068.pdf,17-18,"SRC05, PDF page/figure 17-18",radar survey planning,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_NUMERIC_CONSTRAINT,no_coordinate_transfer,,exclude_leveling_campaign_calibration,exclude_leveling_campaign_calibration,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,"13-15 scenes is methodological radar recommendation, not observed leveling cadence.",,faf80647870baa85d11569ecec7a70989990dd607ab307e9141f30a9d1d77e4d,unused_or_context_only,exclude_leveling_campaign_calibration,"13-15 scenes is methodological radar recommendation, not observed leveling cadence."
GUB-TYUBEGATAN,published_evidence_audit,displacement_over_60_days,40,200,mm,,published_text_or_figure,SRC06,inputs/sources/primary/106_Губанова__Глебова.pdf,"3-4 (printed 41-42), Fig.2-3","SRC06, PDF page/figure 3-4 (printed 41-42), Fig.2-3",Tyubegatan,,2021-09-26,2021-11-25,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_NUMERIC_CONSTRAINT,no_coordinate_transfer,,exclude_cross_site_numeric_transfer,exclude_cross_site_numeric_transfer,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,"Pin5 20cm and Pin6 4cm during Sep26-Nov25 2021; ~2m since 2010 is inferred/modelled, not measured history.",,2a4ff431d272cce17c873b65db589f41933332905ace3fd1abb550fb5c346350,unused_or_context_only,exclude_cross_site_numeric_transfer,"Pin5 20cm and Pin6 4cm during Sep26-Nov25 2021; ~2m since 2010 is inferred/modelled, not measured history."
FIL-ZONAL-STATISTICS,published_evidence_audit,zonal_disp_min_mean_max,,,categorical,,published_text_or_figure,SRC01,inputs/sources/primary/ВКР_Филатова_М_С.docx,"Fig.18,22; paragraph at extracted line 492","SRC01, PDF page/figure Fig.18,22; paragraph at extracted line 492",SKRU-1 reconstructed zones,GIS zonal statistics,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,QUALITATIVE_ONLY,no_coordinate_transfer,,geometry_context_only_no_temporal_amplitude,geometry_context_only_no_temporal_amplitude,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Zonal amplitudes exist but observation accumulation period/datum not established; old 240-340mm temporal transfer is not calibration.,,45978d5fc446fa35d0b3e271c44a5790bc5b4101321b20f8078ff83dc8ae2931,unused_or_context_only,geometry_context_only_no_temporal_amplitude,Zonal amplitudes exist but observation accumulation period/datum not established; old 240-340mm temporal transfer is not calibration.
FIL-PLAN-TOPOLOGY,published_evidence_audit,spatial_topology,,,categorical,,published_text_or_figure,SRC01,inputs/sources/primary/ВКР_Филатова_М_С.docx,Fig.13b,"SRC01, PDF page/figure Fig.13b",reconstructed SKRU-1 plan,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_STRUCTURAL_CONSTRAINT,reconstructed_local_coordinates_not_official_GIS,,preserve_existing_network_geometry,preserve_existing_network_geometry,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Existing accepted reconstructed geometry retained; no claim of official metric georeference.,,45978d5fc446fa35d0b3e271c44a5790bc5b4101321b20f8078ff83dc8ae2931,unused_or_context_only,preserve_existing_network_geometry,Existing accepted reconstructed geometry retained; no claim of official metric georeference.
GORSKY-STAROBIN,published_evidence_audit,short_interval_bowls,,,categorical,,published_text_or_figure,SRC10,inputs/sources/primary/02f4a17c7c7ba99cfc068395238c5ff9.pdf,9 (printed 73),"SRC10, PDF page/figure 9 (printed 73)",Starobin Belarus,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,QUALITATIVE_ONLY,no_coordinate_transfer,,bowl_shape_context_only,bowl_shape_context_only,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,9cm/13days and 150-300m bowl sizes describe another deposit; do not calibrate SKRU-1 spatial scale.,,d5fb9946ec69d9cb9e5f4e1b5227570c8effa879b1549fe9d5e0ef65a0747f67,unused_or_context_only,bowl_shape_context_only,9cm/13days and 150-300m bowl sizes describe another deposit; do not calibrate SKRU-1 spatial scale.
BOBROVITSKY-OTHER-SITE,published_evidence_audit,site_scope,,,categorical,,published_text_or_figure,SRC02,inputs/sources/primary/НК 26 Бобровицкий Григорий.pdf,title and contents,"SRC02, PDF page/figure title and contents",Gremyachinsk,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,REJECTED,no_coordinate_transfer,,out_of_scope,out_of_scope,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Another deposit; no identified transferable numerical SKRU-1 constraint.,,b83204aabdbb5902a8936a3b4d7393220ae4de0384b34b4db22b218df352ea59,unused_or_context_only,out_of_scope,Another deposit; no identified transferable numerical SKRU-1 constraint.
GUSEV-GENERAL,published_evidence_audit,methodology,,,categorical,,published_text_or_figure,SRC07,inputs/sources/primary/Гусев_АП_Спутниковый_мониторинг_геодинамики.pdf,title and remote sensing chapters,"SRC07, PDF page/figure title and remote sensing chapters",general methods,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,QUALITATIVE_ONLY,no_coordinate_transfer,,no_new_generator_parameter,no_new_generator_parameter,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,No site-specific numeric calibration selected.,,c6fb2be70b04f8d868929b44de746729615eeb97375a9b442816cb022b200770,unused_or_context_only,no_new_generator_parameter,No site-specific numeric calibration selected.
SHIRSHOVA-OTHER-SITE,published_evidence_audit,DInSAR workflow,,,categorical,,published_text_or_figure,SRC08,inputs/sources/primary/Shirshova (1).pdf,1-10,"SRC08, PDF page/figure 1-10",Saint Petersburg,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,QUALITATIVE_ONLY,no_coordinate_transfer,,no_new_generator_parameter,no_new_generator_parameter,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Other site; no transferable leveling sigma or temporal trajectory.,,887d802ec7b7a0a8788b2527ac1240432cb353b655ed00dc51fd8d8269aa21bf,unused_or_context_only,no_new_generator_parameter,Other site; no transferable leveling sigma or temporal trajectory.
SHOKIN-COMPUTATION,published_evidence_audit,InSAR computational methodology,,,categorical,,published_text_or_figure,SRC09,inputs/sources/primary/sputnikovaya_radarnaya_interferometriya_informatsionno_vychislitelnye.pdf,1-11,"SRC09, PDF page/figure 1-11",Kuzbass,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,QUALITATIVE_ONLY,no_coordinate_transfer,,no_new_generator_parameter,no_new_generator_parameter,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Computational workflow does not identify SKRU-1 dynamics.,,fd03e70d87017a58b5f32533efb80861aeb0c3910f7c828ac18c6485037a4d0b,unused_or_context_only,no_new_generator_parameter,Computational workflow does not identify SKRU-1 dynamics.
MIKOV-KUZBASS,published_evidence_audit,thermodynamic_and_geomechanical_remote_signals,,,categorical,,published_text_or_figure,SRC11,inputs/sources/primary/88q34t4oapf2ibwjcw2ie0oz2bjbtmc4.pdf,1-10,"SRC11, PDF page/figure 1-10",Kuzbass,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,REJECTED,no_coordinate_transfer,,no_new_generator_parameter,no_new_generator_parameter,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Previously corrected source identity: not SKRU-1/2; coal setting not numerical donor.,,c3a47a5df74dc38d648cdc3d962472e45cca9b8d1c4770687f244d2ad8fbdd74,unused_or_context_only,no_new_generator_parameter,Previously corrected source identity: not SKRU-1/2; coal setting not numerical donor.
